"corigin","year","bildungsniveau","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"El Salvador","2011","AkademikerIn","Westdeutschland","1","","",""
"El Salvador","2011","AkademikerIn","Ostdeutschland","","","",""
"Eritrea","2011","(noch) kein Abschluss","Westdeutschland","","","",""
"Eritrea","2011","(noch) kein Abschluss","Ostdeutschland","","","",""
"Eritrea","2011","Hauptschule","Westdeutschland","1","","",""
"Eritrea","2011","Hauptschule","Ostdeutschland","","","",""
"Eritrea","2011","Realschule","Westdeutschland","2","","",""
"Eritrea","2011","Realschule","Ostdeutschland","","","",""
"Eritrea","2011","(Fach-)Abitur","Westdeutschland","1","","",""
"Eritrea","2011","(Fach-)Abitur","Ostdeutschland","","","",""
"Eritrea","2011","AkademikerIn","Westdeutschland","","","",""
"Eritrea","2011","AkademikerIn","Ostdeutschland","","","",""
"Jordanien","2011","(noch) kein Abschluss","Westdeutschland","","","",""
"Jordanien","2011","(noch) kein Abschluss","Ostdeutschland","","","",""
"Jordanien","2011","Hauptschule","Westdeutschland","","","",""
"Jordanien","2011","Hauptschule","Ostdeutschland","","","",""
"Jordanien","2011","Realschule","Westdeutschland","","","",""
"Jordanien","2011","Realschule","Ostdeutschland","","","",""
"Jordanien","2011","(Fach-)Abitur","Westdeutschland","1","","",""
"Jordanien","2011","(Fach-)Abitur","Ostdeutschland","1","","",""
"Jordanien","2011","AkademikerIn","Westdeutschland","1","","",""
"Jordanien","2011","AkademikerIn","Ostdeutschland","","","",""
"Costa Rica","2011","(noch) kein Abschluss","Westdeutschland","","","",""
"Costa Rica","2011","(noch) kein Abschluss","Ostdeutschland","","","",""
"Costa Rica","2011","Hauptschule","Westdeutschland","","","",""
"Costa Rica","2011","Hauptschule","Ostdeutschland","","","",""
"Costa Rica","2011","Realschule","Westdeutschland","","","",""
"Costa Rica","2011","Realschule","Ostdeutschland","","","",""
"Costa Rica","2011","(Fach-)Abitur","Westdeutschland","","","",""
"Costa Rica","2011","(Fach-)Abitur","Ostdeutschland","","","",""
"Costa Rica","2011","AkademikerIn","Westdeutschland","","","",""
"Costa Rica","2011","AkademikerIn","Ostdeutschland","","","",""
"Singapur","2011","(noch) kein Abschluss","Westdeutschland","","","",""
"Singapur","2011","(noch) kein Abschluss","Ostdeutschland","","","",""
"Singapur","2011","Hauptschule","Westdeutschland","","","",""
"Singapur","2011","Hauptschule","Ostdeutschland","","","",""
"Singapur","2011","Realschule","Westdeutschland","","","",""
"Singapur","2011","Realschule","Ostdeutschland","","","",""
"Singapur","2011","(Fach-)Abitur","Westdeutschland","","","",""
"Singapur","2011","(Fach-)Abitur","Ostdeutschland","","","",""
"Singapur","2011","AkademikerIn","Westdeutschland","1","","",""
"Singapur","2011","AkademikerIn","Ostdeutschland","","","",""
"Burkina Faso","2011","(noch) kein Abschluss","Westdeutschland","","","",""
"Burkina Faso","2011","(noch) kein Abschluss","Ostdeutschland","","","",""
"Burkina Faso","2011","Hauptschule","Westdeutschland","","","",""
"Burkina Faso","2011","Hauptschule","Ostdeutschland","","","",""
"Burkina Faso","2011","Realschule","Westdeutschland","","","",""
"Burkina Faso","2011","Realschule","Ostdeutschland","","","",""
"Burkina Faso","2011","(Fach-)Abitur","Westdeutschland","","","",""
"Burkina Faso","2011","(Fach-)Abitur","Ostdeutschland","","","",""
"Burkina Faso","2011","AkademikerIn","Westdeutschland","","","",""
"Burkina Faso","2011","AkademikerIn","Ostdeutschland","","","",""
"Sambia","2011","(noch) kein Abschluss","Westdeutschland","","","",""
"Sambia","2011","(noch) kein Abschluss","Ostdeutschland","","","",""
"Sambia","2011","Hauptschule","Westdeutschland","","","",""
"Sambia","2011","Hauptschule","Ostdeutschland","","","",""
"Sambia","2011","Realschule","Westdeutschland","","","",""
"Sambia","2011","Realschule","Ostdeutschland","","","",""
"Sambia","2011","(Fach-)Abitur","Westdeutschland","","","",""
"Sambia","2011","(Fach-)Abitur","Ostdeutschland","","","",""
"Sambia","2011","AkademikerIn","Westdeutschland","","","",""
"Sambia","2011","AkademikerIn","Ostdeutschland","","","",""
"Ecuador","2011","(noch) kein Abschluss","Westdeutschland","","","",""
"Ecuador","2011","(noch) kein Abschluss","Ostdeutschland","","","",""
"Ecuador","2011","Hauptschule","Westdeutschland","","","",""
"Ecuador","2011","Hauptschule","Ostdeutschland","","","",""
"Ecuador","2011","Realschule","Westdeutschland","","","",""
"Ecuador","2011","Realschule","Ostdeutschland","","","",""
"Ecuador","2011","(Fach-)Abitur","Westdeutschland","","","",""
"Ecuador","2011","(Fach-)Abitur","Ostdeutschland","","","",""
"Ecuador","2011","AkademikerIn","Westdeutschland","1","","",""
"Ecuador","2011","AkademikerIn","Ostdeutschland","","","",""
"Usbekistan","2011","(noch) kein Abschluss","Westdeutschland","","","",""
"Usbekistan","2011","(noch) kein Abschluss","Ostdeutschland","","","",""
"Usbekistan","2011","Hauptschule","Westdeutschland","4","","",""
"Usbekistan","2011","Hauptschule","Ostdeutschland","","","",""
"Usbekistan","2011","Realschule","Westdeutschland","2","","",""
"Usbekistan","2011","Realschule","Ostdeutschland","","","",""
"Usbekistan","2011","(Fach-)Abitur","Westdeutschland","2","","",""
"Usbekistan","2011","(Fach-)Abitur","Ostdeutschland","","","",""
"Usbekistan","2011","AkademikerIn","Westdeutschland","1","","",""
"Usbekistan","2011","AkademikerIn","Ostdeutschland","","","",""
"Staatenlos","2011","(noch) kein Abschluss","Westdeutschland","","","",""
"Staatenlos","2011","(noch) kein Abschluss","Ostdeutschland","","","",""
"Staatenlos","2011","Hauptschule","Westdeutschland","","","",""
"Staatenlos","2011","Hauptschule","Ostdeutschland","","","",""
"Staatenlos","2011","Realschule","Westdeutschland","","","",""
"Staatenlos","2011","Realschule","Ostdeutschland","","","",""
"Staatenlos","2011","(Fach-)Abitur","Westdeutschland","","","",""
"Staatenlos","2011","(Fach-)Abitur","Ostdeutschland","","","",""
"Staatenlos","2011","AkademikerIn","Westdeutschland","","","",""
"Staatenlos","2011","AkademikerIn","Ostdeutschland","","","",""
"Laos","2011","(noch) kein Abschluss","Westdeutschland","","","",""
"Laos","2011","(noch) kein Abschluss","Ostdeutschland","","","",""
"Laos","2011","Hauptschule","Westdeutschland","","","",""
"Laos","2011","Hauptschule","Ostdeutschland","","","",""
"Laos","2011","Realschule","Westdeutschland","","","",""
"Laos","2011","Realschule","Ostdeutschland","","","",""
"Laos","2011","(Fach-)Abitur","Westdeutschland","","","",""
"Laos","2011","(Fach-)Abitur","Ostdeutschland","","","",""
"Laos","2011","AkademikerIn","Westdeutschland","","","",""
"Laos","2011","AkademikerIn","Ostdeutschland","","","",""
"Estland","2011","(noch) kein Abschluss","Westdeutschland","","","",""
"Estland","2011","(noch) kein Abschluss","Ostdeutschland","","","",""
"Estland","2011","Hauptschule","Westdeutschland","4","","",""
"Estland","2011","Hauptschule","Ostdeutschland","","","",""
"Estland","2011","Realschule","Westdeutschland","1","","",""
"Estland","2011","Realschule","Ostdeutschland","","","",""
"Estland","2011","(Fach-)Abitur","Westdeutschland","2","","",""
"Estland","2011","(Fach-)Abitur","Ostdeutschland","","","",""
"Estland","2011","AkademikerIn","Westdeutschland","1","","",""
"Estland","2011","AkademikerIn","Ostdeutschland","","","",""
"Angola","2011","(noch) kein Abschluss","Westdeutschland","","","",""
"Angola","2011","(noch) kein Abschluss","Ostdeutschland","","","",""
"Angola","2011","Hauptschule","Westdeutschland","2","","",""
"Angola","2011","Hauptschule","Ostdeutschland","","","",""
"Angola","2011","Realschule","Westdeutschland","","","",""
"Angola","2011","Realschule","Ostdeutschland","","","",""
"Angola","2011","(Fach-)Abitur","Westdeutschland","","","",""
"Angola","2011","(Fach-)Abitur","Ostdeutschland","","","",""
"Angola","2011","AkademikerIn","Westdeutschland","","","",""
"Angola","2011","AkademikerIn","Ostdeutschland","","","",""
"Lettland","2011","(noch) kein Abschluss","Westdeutschland","","","",""
"Lettland","2011","(noch) kein Abschluss","Ostdeutschland","","","",""
"Lettland","2011","Hauptschule","Westdeutschland","","","",""
"Lettland","2011","Hauptschule","Ostdeutschland","","","",""
"Lettland","2011","Realschule","Westdeutschland","","","",""
"Lettland","2011","Realschule","Ostdeutschland","","","",""
"Lettland","2011","(Fach-)Abitur","Westdeutschland","1","","",""
"Lettland","2011","(Fach-)Abitur","Ostdeutschland","","","",""
"Lettland","2011","AkademikerIn","Westdeutschland","3","","",""
"Lettland","2011","AkademikerIn","Ostdeutschland","","","",""
"Namibia","2011","(noch) kein Abschluss","Westdeutschland","","","",""
"Namibia","2011","(noch) kein Abschluss","Ostdeutschland","","","",""
"Namibia","2011","Hauptschule","Westdeutschland","","","",""
"Namibia","2011","Hauptschule","Ostdeutschland","","","",""
"Namibia","2011","Realschule","Westdeutschland","","","",""
"Namibia","2011","Realschule","Ostdeutschland","","","",""
"Namibia","2011","(Fach-)Abitur","Westdeutschland","2","","",""
"Namibia","2011","(Fach-)Abitur","Ostdeutschland","","","",""
"Namibia","2011","AkademikerIn","Westdeutschland","1","","",""
"Namibia","2011","AkademikerIn","Ostdeutschland","1","","",""
"Dominikanische Republik","2011","(noch) kein Abschluss","Westdeutschland","","","",""
"Dominikanische Republik","2011","(noch) kein Abschluss","Ostdeutschland","","","",""
"Dominikanische Republik","2011","Hauptschule","Westdeutschland","","","",""
"Dominikanische Republik","2011","Hauptschule","Ostdeutschland","","","",""
"Dominikanische Republik","2011","Realschule","Westdeutschland","","","",""
"Dominikanische Republik","2011","Realschule","Ostdeutschland","","","",""
"Dominikanische Republik","2011","(Fach-)Abitur","Westdeutschland","1","","",""
"Dominikanische Republik","2011","(Fach-)Abitur","Ostdeutschland","","","",""
"Dominikanische Republik","2011","AkademikerIn","Westdeutschland","","","",""
"Dominikanische Republik","2011","AkademikerIn","Ostdeutschland","","","",""
"Nicaragua","2011","(noch) kein Abschluss","Westdeutschland","","","",""
"Nicaragua","2011","(noch) kein Abschluss","Ostdeutschland","","","",""
"Nicaragua","2011","Hauptschule","Westdeutschland","","","",""
"Nicaragua","2011","Hauptschule","Ostdeutschland","","","",""
"Nicaragua","2011","Realschule","Westdeutschland","","","",""
"Nicaragua","2011","Realschule","Ostdeutschland","","","",""
"Nicaragua","2011","(Fach-)Abitur","Westdeutschland","1","","",""
"Nicaragua","2011","(Fach-)Abitur","Ostdeutschland","","","",""
"Nicaragua","2011","AkademikerIn","Westdeutschland","","","",""
"Nicaragua","2011","AkademikerIn","Ostdeutschland","","","",""
"Kenia","2011","(noch) kein Abschluss","Westdeutschland","","","",""
"Kenia","2011","(noch) kein Abschluss","Ostdeutschland","","","",""
"Kenia","2011","Hauptschule","Westdeutschland","1","","",""
"Kenia","2011","Hauptschule","Ostdeutschland","","","",""
"Kenia","2011","Realschule","Westdeutschland","","","",""
"Kenia","2011","Realschule","Ostdeutschland","","","",""
"Kenia","2011","(Fach-)Abitur","Westdeutschland","2","","",""
"Kenia","2011","(Fach-)Abitur","Ostdeutschland","","","",""
"Kenia","2011","AkademikerIn","Westdeutschland","2","","",""
"Kenia","2011","AkademikerIn","Ostdeutschland","","","",""
"Libyen","2011","(noch) kein Abschluss","Westdeutschland","","","",""
"Libyen","2011","(noch) kein Abschluss","Ostdeutschland","","","",""
"Libyen","2011","Hauptschule","Westdeutschland","","","",""
"Libyen","2011","Hauptschule","Ostdeutschland","","","",""
"Libyen","2011","Realschule","Westdeutschland","","","",""
"Libyen","2011","Realschule","Ostdeutschland","","","",""
"Libyen","2011","(Fach-)Abitur","Westdeutschland","","","",""
"Libyen","2011","(Fach-)Abitur","Ostdeutschland","","","",""
"Libyen","2011","AkademikerIn","Westdeutschland","","","",""
"Libyen","2011","AkademikerIn","Ostdeutschland","","","",""
"Botswana","2011","(noch) kein Abschluss","Westdeutschland","","","",""
"Botswana","2011","(noch) kein Abschluss","Ostdeutschland","","","",""
"Botswana","2011","Hauptschule","Westdeutschland","","","",""
"Botswana","2011","Hauptschule","Ostdeutschland","","","",""
"Botswana","2011","Realschule","Westdeutschland","","","",""
"Botswana","2011","Realschule","Ostdeutschland","","","",""
"Botswana","2011","(Fach-)Abitur","Westdeutschland","","","",""
"Botswana","2011","(Fach-)Abitur","Ostdeutschland","","","",""
"Botswana","2011","AkademikerIn","Westdeutschland","1","","",""
"Botswana","2011","AkademikerIn","Ostdeutschland","","","",""
"Haiti","2011","(noch) kein Abschluss","Westdeutschland","","","",""
"Haiti","2011","(noch) kein Abschluss","Ostdeutschland","","","",""
"Haiti","2011","Hauptschule","Westdeutschland","","","",""
"Haiti","2011","Hauptschule","Ostdeutschland","","","",""
"Haiti","2011","Realschule","Westdeutschland","","","",""
"Haiti","2011","Realschule","Ostdeutschland","","","",""
"Haiti","2011","(Fach-)Abitur","Westdeutschland","","","",""
"Haiti","2011","(Fach-)Abitur","Ostdeutschland","","","",""
"Haiti","2011","AkademikerIn","Westdeutschland","","","",""
"Haiti","2011","AkademikerIn","Ostdeutschland","","","",""
"Luxemburg","2011","(noch) kein Abschluss","Westdeutschland","","","",""
"Luxemburg","2011","(noch) kein Abschluss","Ostdeutschland","","","",""
"Luxemburg","2011","Hauptschule","Westdeutschland","1","","",""
"Luxemburg","2011","Hauptschule","Ostdeutschland","","","",""
"Luxemburg","2011","Realschule","Westdeutschland","","","",""
"Luxemburg","2011","Realschule","Ostdeutschland","","","",""
"Luxemburg","2011","(Fach-)Abitur","Westdeutschland","4","","",""
"Luxemburg","2011","(Fach-)Abitur","Ostdeutschland","","","",""
"Luxemburg","2011","AkademikerIn","Westdeutschland","1","","",""
"Luxemburg","2011","AkademikerIn","Ostdeutschland","","","",""
"Belgien","2011","(noch) kein Abschluss","Westdeutschland","3","","",""
"Belgien","2011","(noch) kein Abschluss","Ostdeutschland","","","",""
"Belgien","2011","Hauptschule","Westdeutschland","3","","",""
"Belgien","2011","Hauptschule","Ostdeutschland","","","",""
"Belgien","2011","Realschule","Westdeutschland","","","",""
"Belgien","2011","Realschule","Ostdeutschland","","","",""
"Belgien","2011","(Fach-)Abitur","Westdeutschland","2","","",""
"Belgien","2011","(Fach-)Abitur","Ostdeutschland","","","",""
"Belgien","2011","AkademikerIn","Westdeutschland","6","","",""
"Belgien","2011","AkademikerIn","Ostdeutschland","","","",""
"Niederlande","2011","(noch) kein Abschluss","Westdeutschland","","","",""
"Niederlande","2011","(noch) kein Abschluss","Ostdeutschland","","","",""
"Niederlande","2011","Hauptschule","Westdeutschland","11","","",""
"Niederlande","2011","Hauptschule","Ostdeutschland","","","",""
"Niederlande","2011","Realschule","Westdeutschland","","","",""
"Niederlande","2011","Realschule","Ostdeutschland","","","",""
"Niederlande","2011","(Fach-)Abitur","Westdeutschland","13","","",""
"Niederlande","2011","(Fach-)Abitur","Ostdeutschland","1","","",""
"Niederlande","2011","AkademikerIn","Westdeutschland","18","","",""
"Niederlande","2011","AkademikerIn","Ostdeutschland","","","",""
"Kroatien","2011","(noch) kein Abschluss","Westdeutschland","6","","",""
"Kroatien","2011","(noch) kein Abschluss","Ostdeutschland","","","",""
"Kroatien","2011","Hauptschule","Westdeutschland","41","0.0087539083786539","0.00665729040080397","0.0108505263565038"
"Kroatien","2011","Hauptschule","Ostdeutschland","","","",""
"Kroatien","2011","Realschule","Westdeutschland","4","","",""
"Kroatien","2011","Realschule","Ostdeutschland","","","",""
"Kroatien","2011","(Fach-)Abitur","Westdeutschland","12","","",""
"Kroatien","2011","(Fach-)Abitur","Ostdeutschland","","","",""
"Kroatien","2011","AkademikerIn","Westdeutschland","6","","",""
"Kroatien","2011","AkademikerIn","Ostdeutschland","","","",""
"Bosnien/Herzegowina","2011","(noch) kein Abschluss","Westdeutschland","8","","",""
"Bosnien/Herzegowina","2011","(noch) kein Abschluss","Ostdeutschland","","","",""
"Bosnien/Herzegowina","2011","Hauptschule","Westdeutschland","25","","",""
"Bosnien/Herzegowina","2011","Hauptschule","Ostdeutschland","","","",""
"Bosnien/Herzegowina","2011","Realschule","Westdeutschland","1","","",""
"Bosnien/Herzegowina","2011","Realschule","Ostdeutschland","","","",""
"Bosnien/Herzegowina","2011","(Fach-)Abitur","Westdeutschland","9","","",""
"Bosnien/Herzegowina","2011","(Fach-)Abitur","Ostdeutschland","","","",""
"Bosnien/Herzegowina","2011","AkademikerIn","Westdeutschland","6","","",""
"Bosnien/Herzegowina","2011","AkademikerIn","Ostdeutschland","","","",""
"Makedonien","2011","(noch) kein Abschluss","Westdeutschland","6","","",""
"Makedonien","2011","(noch) kein Abschluss","Ostdeutschland","","","",""
"Makedonien","2011","Hauptschule","Westdeutschland","14","","",""
"Makedonien","2011","Hauptschule","Ostdeutschland","","","",""
"Makedonien","2011","Realschule","Westdeutschland","1","","",""
"Makedonien","2011","Realschule","Ostdeutschland","","","",""
"Makedonien","2011","(Fach-)Abitur","Westdeutschland","2","","",""
"Makedonien","2011","(Fach-)Abitur","Ostdeutschland","","","",""
"Makedonien","2011","AkademikerIn","Westdeutschland","1","","",""
"Makedonien","2011","AkademikerIn","Ostdeutschland","","","",""
"Slowenien","2011","(noch) kein Abschluss","Westdeutschland","","","",""
"Slowenien","2011","(noch) kein Abschluss","Ostdeutschland","","","",""
"Slowenien","2011","Hauptschule","Westdeutschland","5","","",""
"Slowenien","2011","Hauptschule","Ostdeutschland","","","",""
"Slowenien","2011","Realschule","Westdeutschland","2","","",""
"Slowenien","2011","Realschule","Ostdeutschland","","","",""
"Slowenien","2011","(Fach-)Abitur","Westdeutschland","2","","",""
"Slowenien","2011","(Fach-)Abitur","Ostdeutschland","","","",""
"Slowenien","2011","AkademikerIn","Westdeutschland","1","","",""
"Slowenien","2011","AkademikerIn","Ostdeutschland","","","",""
"Slowakei","2011","(noch) kein Abschluss","Westdeutschland","","","",""
"Slowakei","2011","(noch) kein Abschluss","Ostdeutschland","","","",""
"Slowakei","2011","Hauptschule","Westdeutschland","","","",""
"Slowakei","2011","Hauptschule","Ostdeutschland","1","","",""
"Slowakei","2011","Realschule","Westdeutschland","","","",""
"Slowakei","2011","Realschule","Ostdeutschland","","","",""
"Slowakei","2011","(Fach-)Abitur","Westdeutschland","4","","",""
"Slowakei","2011","(Fach-)Abitur","Ostdeutschland","","","",""
"Slowakei","2011","AkademikerIn","Westdeutschland","5","","",""
"Slowakei","2011","AkademikerIn","Ostdeutschland","","","",""
"Paraguay","2011","(noch) kein Abschluss","Westdeutschland","2","","",""
"Paraguay","2011","(noch) kein Abschluss","Ostdeutschland","","","",""
"Paraguay","2011","Hauptschule","Westdeutschland","1","","",""
"Paraguay","2011","Hauptschule","Ostdeutschland","","","",""
"Paraguay","2011","Realschule","Westdeutschland","","","",""
"Paraguay","2011","Realschule","Ostdeutschland","","","",""
"Paraguay","2011","(Fach-)Abitur","Westdeutschland","","","",""
"Paraguay","2011","(Fach-)Abitur","Ostdeutschland","","","",""
"Paraguay","2011","AkademikerIn","Westdeutschland","1","","",""
"Paraguay","2011","AkademikerIn","Ostdeutschland","","","",""
"Guinea","2011","(noch) kein Abschluss","Westdeutschland","","","",""
"Guinea","2011","(noch) kein Abschluss","Ostdeutschland","","","",""
"Guinea","2011","Hauptschule","Westdeutschland","","","",""
"Guinea","2011","Hauptschule","Ostdeutschland","","","",""
"Guinea","2011","Realschule","Westdeutschland","","","",""
"Guinea","2011","Realschule","Ostdeutschland","","","",""
"Guinea","2011","(Fach-)Abitur","Westdeutschland","","","",""
"Guinea","2011","(Fach-)Abitur","Ostdeutschland","","","",""
"Guinea","2011","AkademikerIn","Westdeutschland","","","",""
"Guinea","2011","AkademikerIn","Ostdeutschland","","","",""
"Kuwait","2011","(noch) kein Abschluss","Westdeutschland","","","",""
"Kuwait","2011","(noch) kein Abschluss","Ostdeutschland","","","",""
"Kuwait","2011","Hauptschule","Westdeutschland","","","",""
"Kuwait","2011","Hauptschule","Ostdeutschland","","","",""
"Kuwait","2011","Realschule","Westdeutschland","","","",""
"Kuwait","2011","Realschule","Ostdeutschland","","","",""
"Kuwait","2011","(Fach-)Abitur","Westdeutschland","","","",""
"Kuwait","2011","(Fach-)Abitur","Ostdeutschland","","","",""
"Kuwait","2011","AkademikerIn","Westdeutschland","","","",""
"Kuwait","2011","AkademikerIn","Ostdeutschland","","","",""
"Elfenbeinkueste","2011","(noch) kein Abschluss","Westdeutschland","","","",""
"Elfenbeinkueste","2011","(noch) kein Abschluss","Ostdeutschland","","","",""
"Elfenbeinkueste","2011","Hauptschule","Westdeutschland","","","",""
"Elfenbeinkueste","2011","Hauptschule","Ostdeutschland","","","",""
"Elfenbeinkueste","2011","Realschule","Westdeutschland","","","",""
"Elfenbeinkueste","2011","Realschule","Ostdeutschland","","","",""
"Elfenbeinkueste","2011","(Fach-)Abitur","Westdeutschland","","","",""
"Elfenbeinkueste","2011","(Fach-)Abitur","Ostdeutschland","","","",""
"Elfenbeinkueste","2011","AkademikerIn","Westdeutschland","","","",""
"Elfenbeinkueste","2011","AkademikerIn","Ostdeutschland","","","",""
"Malaysia_(128)","2011","(noch) kein Abschluss","Westdeutschland","","","",""
"Malaysia_(128)","2011","(noch) kein Abschluss","Ostdeutschland","","","",""
"Malaysia_(128)","2011","Hauptschule","Westdeutschland","","","",""
"Malaysia_(128)","2011","Hauptschule","Ostdeutschland","","","",""
"Malaysia_(128)","2011","Realschule","Westdeutschland","","","",""
"Malaysia_(128)","2011","Realschule","Ostdeutschland","","","",""
"Malaysia_(128)","2011","(Fach-)Abitur","Westdeutschland","","","",""
"Malaysia_(128)","2011","(Fach-)Abitur","Ostdeutschland","","","",""
"Malaysia_(128)","2011","AkademikerIn","Westdeutschland","","","",""
"Malaysia_(128)","2011","AkademikerIn","Ostdeutschland","","","",""
"Samoa","2011","(noch) kein Abschluss","Westdeutschland","","","",""
"Samoa","2011","(noch) kein Abschluss","Ostdeutschland","","","",""
"Samoa","2011","Hauptschule","Westdeutschland","","","",""
"Samoa","2011","Hauptschule","Ostdeutschland","","","",""
"Samoa","2011","Realschule","Westdeutschland","","","",""
"Samoa","2011","Realschule","Ostdeutschland","","","",""
"Samoa","2011","(Fach-)Abitur","Westdeutschland","","","",""
"Samoa","2011","(Fach-)Abitur","Ostdeutschland","","","",""
"Samoa","2011","AkademikerIn","Westdeutschland","","","",""
"Samoa","2011","AkademikerIn","Ostdeutschland","","","",""
"Aserbaidschan","2011","(noch) kein Abschluss","Westdeutschland","","","",""
"Aserbaidschan","2011","(noch) kein Abschluss","Ostdeutschland","","","",""
"Aserbaidschan","2011","Hauptschule","Westdeutschland","3","","",""
"Aserbaidschan","2011","Hauptschule","Ostdeutschland","","","",""
"Aserbaidschan","2011","Realschule","Westdeutschland","","","",""
"Aserbaidschan","2011","Realschule","Ostdeutschland","","","",""
"Aserbaidschan","2011","(Fach-)Abitur","Westdeutschland","","","",""
"Aserbaidschan","2011","(Fach-)Abitur","Ostdeutschland","","","",""
"Aserbaidschan","2011","AkademikerIn","Westdeutschland","5","","",""
"Aserbaidschan","2011","AkademikerIn","Ostdeutschland","","","",""
"Weissrussland","2011","(noch) kein Abschluss","Westdeutschland","","","",""
"Weissrussland","2011","(noch) kein Abschluss","Ostdeutschland","","","",""
"Weissrussland","2011","Hauptschule","Westdeutschland","1","","",""
"Weissrussland","2011","Hauptschule","Ostdeutschland","","","",""
"Weissrussland","2011","Realschule","Westdeutschland","2","","",""
"Weissrussland","2011","Realschule","Ostdeutschland","","","",""
"Weissrussland","2011","(Fach-)Abitur","Westdeutschland","2","","",""
"Weissrussland","2011","(Fach-)Abitur","Ostdeutschland","","","",""
"Weissrussland","2011","AkademikerIn","Westdeutschland","5","","",""
"Weissrussland","2011","AkademikerIn","Ostdeutschland","","","",""
"Uruguay","2011","(noch) kein Abschluss","Westdeutschland","","","",""
"Uruguay","2011","(noch) kein Abschluss","Ostdeutschland","","","",""
"Uruguay","2011","Hauptschule","Westdeutschland","","","",""
"Uruguay","2011","Hauptschule","Ostdeutschland","","","",""
"Uruguay","2011","Realschule","Westdeutschland","1","","",""
"Uruguay","2011","Realschule","Ostdeutschland","","","",""
"Uruguay","2011","(Fach-)Abitur","Westdeutschland","","","",""
"Uruguay","2011","(Fach-)Abitur","Ostdeutschland","","","",""
"Uruguay","2011","AkademikerIn","Westdeutschland","","","",""
"Uruguay","2011","AkademikerIn","Ostdeutschland","","","",""
"Uganda","2011","(noch) kein Abschluss","Westdeutschland","","","",""
"Uganda","2011","(noch) kein Abschluss","Ostdeutschland","","","",""
"Uganda","2011","Hauptschule","Westdeutschland","","","",""
"Uganda","2011","Hauptschule","Ostdeutschland","","","",""
"Uganda","2011","Realschule","Westdeutschland","","","",""
"Uganda","2011","Realschule","Ostdeutschland","","","",""
"Uganda","2011","(Fach-)Abitur","Westdeutschland","1","","",""
"Uganda","2011","(Fach-)Abitur","Ostdeutschland","","","",""
"Uganda","2011","AkademikerIn","Westdeutschland","","","",""
"Uganda","2011","AkademikerIn","Ostdeutschland","","","",""
"Mali","2011","(noch) kein Abschluss","Westdeutschland","","","",""
"Mali","2011","(noch) kein Abschluss","Ostdeutschland","","","",""
"Mali","2011","Hauptschule","Westdeutschland","","","",""
"Mali","2011","Hauptschule","Ostdeutschland","","","",""
"Mali","2011","Realschule","Westdeutschland","","","",""
"Mali","2011","Realschule","Ostdeutschland","","","",""
"Mali","2011","(Fach-)Abitur","Westdeutschland","","","",""
"Mali","2011","(Fach-)Abitur","Ostdeutschland","","","",""
"Mali","2011","AkademikerIn","Westdeutschland","","","",""
"Mali","2011","AkademikerIn","Ostdeutschland","","","",""
"Kamerun","2011","(noch) kein Abschluss","Westdeutschland","","","",""
"Kamerun","2011","(noch) kein Abschluss","Ostdeutschland","","","",""
"Kamerun","2011","Hauptschule","Westdeutschland","","","",""
"Kamerun","2011","Hauptschule","Ostdeutschland","","","",""
"Kamerun","2011","Realschule","Westdeutschland","","","",""
"Kamerun","2011","Realschule","Ostdeutschland","","","",""
"Kamerun","2011","(Fach-)Abitur","Westdeutschland","3","","",""
"Kamerun","2011","(Fach-)Abitur","Ostdeutschland","1","","",""
"Kamerun","2011","AkademikerIn","Westdeutschland","4","","",""
"Kamerun","2011","AkademikerIn","Ostdeutschland","","","",""
"Kosovo-Albaner","2011","(noch) kein Abschluss","Westdeutschland","18","","",""
"Kosovo-Albaner","2011","(noch) kein Abschluss","Ostdeutschland","","","",""
"Kosovo-Albaner","2011","Hauptschule","Westdeutschland","37","0.00207142746758974","0.00104810582999945","0.00309474910518003"
"Kosovo-Albaner","2011","Hauptschule","Ostdeutschland","","","",""
"Kosovo-Albaner","2011","Realschule","Westdeutschland","2","","",""
"Kosovo-Albaner","2011","Realschule","Ostdeutschland","","","",""
"Kosovo-Albaner","2011","(Fach-)Abitur","Westdeutschland","13","","",""
"Kosovo-Albaner","2011","(Fach-)Abitur","Ostdeutschland","1","","",""
"Kosovo-Albaner","2011","AkademikerIn","Westdeutschland","3","","",""
"Kosovo-Albaner","2011","AkademikerIn","Ostdeutschland","","","",""
"Georgien","2011","(noch) kein Abschluss","Westdeutschland","","","",""
"Georgien","2011","(noch) kein Abschluss","Ostdeutschland","","","",""
"Georgien","2011","Hauptschule","Westdeutschland","","","",""
"Georgien","2011","Hauptschule","Ostdeutschland","","","",""
"Georgien","2011","Realschule","Westdeutschland","","","",""
"Georgien","2011","Realschule","Ostdeutschland","","","",""
"Georgien","2011","(Fach-)Abitur","Westdeutschland","","","",""
"Georgien","2011","(Fach-)Abitur","Ostdeutschland","","","",""
"Georgien","2011","AkademikerIn","Westdeutschland","","","",""
"Georgien","2011","AkademikerIn","Ostdeutschland","","","",""
"Sudan","2011","(noch) kein Abschluss","Westdeutschland","","","",""
"Sudan","2011","(noch) kein Abschluss","Ostdeutschland","","","",""
"Sudan","2011","Hauptschule","Westdeutschland","","","",""
"Sudan","2011","Hauptschule","Ostdeutschland","","","",""
