"corigin","year","quintil_oecd","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"Schweden","2013","4","männlich","","","",""
"Schweden","2013","4","weiblich","2","","",""
"Schweden","2013","5 Einkommensstärkstes Quintil","männlich","4","","",""
"Schweden","2013","5 Einkommensstärkstes Quintil","weiblich","2","","",""
"Norwegen","2013","1 Einkommensschwächstes Quintil","männlich","","","",""
"Norwegen","2013","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Norwegen","2013","2","männlich","","","",""
"Norwegen","2013","2","weiblich","","","",""
"Norwegen","2013","3","männlich","","","",""
"Norwegen","2013","3","weiblich","1","","",""
"Norwegen","2013","4","männlich","1","","",""
"Norwegen","2013","4","weiblich","1","","",""
"Norwegen","2013","5 Einkommensstärkstes Quintil","männlich","","","",""
"Norwegen","2013","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Finnland","2013","1 Einkommensschwächstes Quintil","männlich","1","","",""
"Finnland","2013","1 Einkommensschwächstes Quintil","weiblich","1","","",""
"Finnland","2013","2","männlich","","","",""
"Finnland","2013","2","weiblich","1","","",""
"Finnland","2013","3","männlich","","","",""
"Finnland","2013","3","weiblich","1","","",""
"Finnland","2013","4","männlich","","","",""
"Finnland","2013","4","weiblich","2","","",""
"Finnland","2013","5 Einkommensstärkstes Quintil","männlich","","","",""
"Finnland","2013","5 Einkommensstärkstes Quintil","weiblich","1","","",""
"USA","2013","1 Einkommensschwächstes Quintil","männlich","2","","",""
"USA","2013","1 Einkommensschwächstes Quintil","weiblich","2","","",""
"USA","2013","2","männlich","2","","",""
"USA","2013","2","weiblich","2","","",""
"USA","2013","3","männlich","5","","",""
"USA","2013","3","weiblich","2","","",""
"USA","2013","4","männlich","8","","",""
"USA","2013","4","weiblich","4","","",""
"USA","2013","5 Einkommensstärkstes Quintil","männlich","7","","",""
"USA","2013","5 Einkommensstärkstes Quintil","weiblich","9","","",""
"Schweiz","2013","1 Einkommensschwächstes Quintil","männlich","1","","",""
"Schweiz","2013","1 Einkommensschwächstes Quintil","weiblich","5","","",""
"Schweiz","2013","2","männlich","3","","",""
"Schweiz","2013","2","weiblich","","","",""
"Schweiz","2013","3","männlich","2","","",""
"Schweiz","2013","3","weiblich","4","","",""
"Schweiz","2013","4","männlich","4","","",""
"Schweiz","2013","4","weiblich","2","","",""
"Schweiz","2013","5 Einkommensstärkstes Quintil","männlich","6","","",""
"Schweiz","2013","5 Einkommensstärkstes Quintil","weiblich","3","","",""
"Chile","2013","1 Einkommensschwächstes Quintil","männlich","","","",""
"Chile","2013","1 Einkommensschwächstes Quintil","weiblich","1","","",""
"Chile","2013","2","männlich","","","",""
"Chile","2013","2","weiblich","","","",""
"Chile","2013","3","männlich","1","","",""
"Chile","2013","3","weiblich","","","",""
"Chile","2013","4","männlich","1","","",""
"Chile","2013","4","weiblich","1","","",""
"Chile","2013","5 Einkommensstärkstes Quintil","männlich","1","","",""
"Chile","2013","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Rumaenien","2013","1 Einkommensschwächstes Quintil","männlich","27","","",""
"Rumaenien","2013","1 Einkommensschwächstes Quintil","weiblich","36","0.00468340133330507","0.0023489994631665","0.00701780320344364"
"Rumaenien","2013","2","männlich","35","0.00566808451655346","0.00289135620953362","0.00844481282357329"
"Rumaenien","2013","2","weiblich","52","0.00807926982011338","0.00515212626510428","0.0110064133751225"
"Rumaenien","2013","3","männlich","40","0.00663018146485682","0.00351550826967108","0.00974485466004255"
"Rumaenien","2013","3","weiblich","43","0.00524808305600201","0.00270789816745843","0.00778826794454559"
"Rumaenien","2013","4","männlich","37","0.00642215334504759","0.00361427029349844","0.00923003639659674"
"Rumaenien","2013","4","weiblich","61","0.00702721566143453","0.0042530546263097","0.00980137669655936"
"Rumaenien","2013","5 Einkommensstärkstes Quintil","männlich","28","","",""
"Rumaenien","2013","5 Einkommensstärkstes Quintil","weiblich","47","0.00844184259909368","0.00538980121208354","0.0114938839861038"
"Polen","2013","1 Einkommensschwächstes Quintil","männlich","78","0.021747815927623","0.0158755305179515","0.0276201013372945"
"Polen","2013","1 Einkommensschwächstes Quintil","weiblich","134","0.0267260311579359","0.0212116205539899","0.0322404417618818"
"Polen","2013","2","männlich","61","0.018564300244426","0.0135717808934795","0.0235568195953724"
"Polen","2013","2","weiblich","102","0.0185072661853637","0.0141003563755947","0.0229141759951328"
"Polen","2013","3","männlich","67","0.0157988501578015","0.0110131115788437","0.0205845887367592"
"Polen","2013","3","weiblich","88","0.0168536115473586","0.0123281469688498","0.0213790761258674"
"Polen","2013","4","männlich","49","0.0104750941451754","0.00689635484741131","0.0140538334429394"
"Polen","2013","4","weiblich","77","0.0147295632706","0.0107287893103805","0.0187303372308195"
"Polen","2013","5 Einkommensstärkstes Quintil","männlich","27","","",""
"Polen","2013","5 Einkommensstärkstes Quintil","weiblich","44","0.0118193686732677","0.00821417993381182","0.0154245574127235"
"Korea","2013","1 Einkommensschwächstes Quintil","männlich","","","",""
"Korea","2013","1 Einkommensschwächstes Quintil","weiblich","1","","",""
"Korea","2013","2","männlich","","","",""
"Korea","2013","2","weiblich","1","","",""
"Korea","2013","3","männlich","","","",""
"Korea","2013","3","weiblich","","","",""
"Korea","2013","4","männlich","","","",""
"Korea","2013","4","weiblich","1","","",""
"Korea","2013","5 Einkommensstärkstes Quintil","männlich","1","","",""
"Korea","2013","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Iran","2013","1 Einkommensschwächstes Quintil","männlich","12","","",""
"Iran","2013","1 Einkommensschwächstes Quintil","weiblich","10","","",""
"Iran","2013","2","männlich","5","","",""
"Iran","2013","2","weiblich","8","","",""
"Iran","2013","3","männlich","1","","",""
"Iran","2013","3","weiblich","2","","",""
"Iran","2013","4","männlich","2","","",""
"Iran","2013","4","weiblich","3","","",""
"Iran","2013","5 Einkommensstärkstes Quintil","männlich","2","","",""
"Iran","2013","5 Einkommensstärkstes Quintil","weiblich","3","","",""
"Indonesien","2013","1 Einkommensschwächstes Quintil","männlich","","","",""
"Indonesien","2013","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Indonesien","2013","2","männlich","1","","",""
"Indonesien","2013","2","weiblich","2","","",""
"Indonesien","2013","3","männlich","","","",""
"Indonesien","2013","3","weiblich","1","","",""
"Indonesien","2013","4","männlich","","","",""
"Indonesien","2013","4","weiblich","1","","",""
"Indonesien","2013","5 Einkommensstärkstes Quintil","männlich","","","",""
"Indonesien","2013","5 Einkommensstärkstes Quintil","weiblich","1","","",""
"Ungarn","2013","1 Einkommensschwächstes Quintil","männlich","2","","",""
"Ungarn","2013","1 Einkommensschwächstes Quintil","weiblich","2","","",""
"Ungarn","2013","2","männlich","1","","",""
"Ungarn","2013","2","weiblich","4","","",""
"Ungarn","2013","3","männlich","6","","",""
"Ungarn","2013","3","weiblich","9","","",""
"Ungarn","2013","4","männlich","4","","",""
"Ungarn","2013","4","weiblich","4","","",""
"Ungarn","2013","5 Einkommensstärkstes Quintil","männlich","1","","",""
"Ungarn","2013","5 Einkommensstärkstes Quintil","weiblich","4","","",""
"Bolivien","2013","1 Einkommensschwächstes Quintil","männlich","","","",""
"Bolivien","2013","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Bolivien","2013","2","männlich","","","",""
"Bolivien","2013","2","weiblich","","","",""
"Bolivien","2013","3","männlich","1","","",""
"Bolivien","2013","3","weiblich","","","",""
"Bolivien","2013","4","männlich","","","",""
"Bolivien","2013","4","weiblich","","","",""
"Bolivien","2013","5 Einkommensstärkstes Quintil","männlich","","","",""
"Bolivien","2013","5 Einkommensstärkstes Quintil","weiblich","1","","",""
"Portugal","2013","1 Einkommensschwächstes Quintil","männlich","1","","",""
"Portugal","2013","1 Einkommensschwächstes Quintil","weiblich","1","","",""
"Portugal","2013","2","männlich","4","","",""
"Portugal","2013","2","weiblich","3","","",""
"Portugal","2013","3","männlich","","","",""
"Portugal","2013","3","weiblich","1","","",""
"Portugal","2013","4","männlich","3","","",""
"Portugal","2013","4","weiblich","4","","",""
"Portugal","2013","5 Einkommensstärkstes Quintil","männlich","2","","",""
"Portugal","2013","5 Einkommensstärkstes Quintil","weiblich","1","","",""
"Bulgarien","2013","1 Einkommensschwächstes Quintil","männlich","4","","",""
"Bulgarien","2013","1 Einkommensschwächstes Quintil","weiblich","2","","",""
"Bulgarien","2013","2","männlich","3","","",""
"Bulgarien","2013","2","weiblich","4","","",""
"Bulgarien","2013","3","männlich","2","","",""
"Bulgarien","2013","3","weiblich","3","","",""
"Bulgarien","2013","4","männlich","3","","",""
"Bulgarien","2013","4","weiblich","6","","",""
"Bulgarien","2013","5 Einkommensstärkstes Quintil","männlich","2","","",""
"Bulgarien","2013","5 Einkommensstärkstes Quintil","weiblich","3","","",""
"Syrien","2013","1 Einkommensschwächstes Quintil","männlich","15","","",""
"Syrien","2013","1 Einkommensschwächstes Quintil","weiblich","22","","",""
"Syrien","2013","2","männlich","5","","",""
"Syrien","2013","2","weiblich","6","","",""
"Syrien","2013","3","männlich","2","","",""
"Syrien","2013","3","weiblich","2","","",""
"Syrien","2013","4","männlich","","","",""
"Syrien","2013","4","weiblich","1","","",""
"Syrien","2013","5 Einkommensstärkstes Quintil","männlich","","","",""
"Syrien","2013","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Tschechien","2013","1 Einkommensschwächstes Quintil","männlich","5","","",""
"Tschechien","2013","1 Einkommensschwächstes Quintil","weiblich","7","","",""
"Tschechien","2013","2","männlich","4","","",""
"Tschechien","2013","2","weiblich","6","","",""
"Tschechien","2013","3","männlich","4","","",""
"Tschechien","2013","3","weiblich","11","","",""
"Tschechien","2013","4","männlich","9","","",""
"Tschechien","2013","4","weiblich","8","","",""
"Tschechien","2013","5 Einkommensstärkstes Quintil","männlich","4","","",""
"Tschechien","2013","5 Einkommensstärkstes Quintil","weiblich","7","","",""
"Russland","2013","1 Einkommensschwächstes Quintil","männlich","104","0.0219333503410138","0.0160366286455748","0.0278300720364529"
"Russland","2013","1 Einkommensschwächstes Quintil","weiblich","161","0.0289315735618997","0.0232006415558708","0.0346625055679286"
"Russland","2013","2","männlich","116","0.0269424258105727","0.0209536624070456","0.0329311892140998"
"Russland","2013","2","weiblich","150","0.0239322402685326","0.0189347593618222","0.0289297211752429"
"Russland","2013","3","männlich","73","0.0144042077632924","0.00983134248990963","0.0189770730366751"
"Russland","2013","3","weiblich","88","0.0122254831828236","0.00836208464472656","0.0160888817209206"
"Russland","2013","4","männlich","63","0.0124340737976023","0.00853889409138588","0.0163292535038187"
"Russland","2013","4","weiblich","71","0.00960165620589287","0.00636311533456608","0.0128401970772197"
"Russland","2013","5 Einkommensstärkstes Quintil","männlich","17","","",""
"Russland","2013","5 Einkommensstärkstes Quintil","weiblich","26","","",""
"Mexiko","2013","1 Einkommensschwächstes Quintil","männlich","","","",""
"Mexiko","2013","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Mexiko","2013","2","männlich","","","",""
"Mexiko","2013","2","weiblich","1","","",""
"Mexiko","2013","3","männlich","1","","",""
"Mexiko","2013","3","weiblich","2","","",""
"Mexiko","2013","4","männlich","","","",""
"Mexiko","2013","4","weiblich","1","","",""
"Mexiko","2013","5 Einkommensstärkstes Quintil","männlich","","","",""
"Mexiko","2013","5 Einkommensstärkstes Quintil","weiblich","1","","",""
"Argentinien","2013","1 Einkommensschwächstes Quintil","männlich","1","","",""
"Argentinien","2013","1 Einkommensschwächstes Quintil","weiblich","1","","",""
"Argentinien","2013","2","männlich","3","","",""
"Argentinien","2013","2","weiblich","","","",""
"Argentinien","2013","3","männlich","","","",""
"Argentinien","2013","3","weiblich","1","","",""
"Argentinien","2013","4","männlich","","","",""
"Argentinien","2013","4","weiblich","1","","",""
"Argentinien","2013","5 Einkommensstärkstes Quintil","männlich","1","","",""
"Argentinien","2013","5 Einkommensstärkstes Quintil","weiblich","2","","",""
"Benin","2013","1 Einkommensschwächstes Quintil","männlich","","","",""
"Benin","2013","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Benin","2013","2","männlich","","","",""
"Benin","2013","2","weiblich","","","",""
"Benin","2013","3","männlich","","","",""
"Benin","2013","3","weiblich","","","",""
"Benin","2013","4","männlich","","","",""
"Benin","2013","4","weiblich","","","",""
"Benin","2013","5 Einkommensstärkstes Quintil","männlich","","","",""
"Benin","2013","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Philippinen","2013","1 Einkommensschwächstes Quintil","männlich","","","",""
"Philippinen","2013","1 Einkommensschwächstes Quintil","weiblich","3","","",""
"Philippinen","2013","2","männlich","1","","",""
"Philippinen","2013","2","weiblich","8","","",""
"Philippinen","2013","3","männlich","","","",""
"Philippinen","2013","3","weiblich","5","","",""
"Philippinen","2013","4","männlich","","","",""
"Philippinen","2013","4","weiblich","3","","",""
"Philippinen","2013","5 Einkommensstärkstes Quintil","männlich","","","",""
"Philippinen","2013","5 Einkommensstärkstes Quintil","weiblich","2","","",""
"Israel","2013","1 Einkommensschwächstes Quintil","männlich","1","","",""
"Israel","2013","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Israel","2013","2","männlich","1","","",""
"Israel","2013","2","weiblich","","","",""
"Israel","2013","3","männlich","","","",""
"Israel","2013","3","weiblich","","","",""
"Israel","2013","4","männlich","","","",""
"Israel","2013","4","weiblich","","","",""
"Israel","2013","5 Einkommensstärkstes Quintil","männlich","1","","",""
"Israel","2013","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Japan","2013","1 Einkommensschwächstes Quintil","männlich","","","",""
"Japan","2013","1 Einkommensschwächstes Quintil","weiblich","1","","",""
"Japan","2013","2","männlich","","","",""
"Japan","2013","2","weiblich","","","",""
"Japan","2013","3","männlich","","","",""
"Japan","2013","3","weiblich","1","","",""
"Japan","2013","4","männlich","","","",""
"Japan","2013","4","weiblich","","","",""
"Japan","2013","5 Einkommensstärkstes Quintil","männlich","1","","",""
"Japan","2013","5 Einkommensstärkstes Quintil","weiblich","1","","",""
"Australien","2013","1 Einkommensschwächstes Quintil","männlich","","","",""
"Australien","2013","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Australien","2013","2","männlich","","","",""
"Australien","2013","2","weiblich","","","",""
"Australien","2013","3","männlich","","","",""
"Australien","2013","3","weiblich","1","","",""
"Australien","2013","4","männlich","1","","",""
"Australien","2013","4","weiblich","","","",""
"Australien","2013","5 Einkommensstärkstes Quintil","männlich","1","","",""
"Australien","2013","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Indien","2013","1 Einkommensschwächstes Quintil","männlich","5","","",""
"Indien","2013","1 Einkommensschwächstes Quintil","weiblich","4","","",""
"Indien","2013","2","männlich","2","","",""
"Indien","2013","2","weiblich","3","","",""
"Indien","2013","3","männlich","","","",""
"Indien","2013","3","weiblich","1","","",""
"Indien","2013","4","männlich","","","",""
"Indien","2013","4","weiblich","","","",""
"Indien","2013","5 Einkommensstärkstes Quintil","männlich","6","","",""
"Indien","2013","5 Einkommensstärkstes Quintil","weiblich","5","","",""
"Afghanistan","2013","1 Einkommensschwächstes Quintil","männlich","14","","",""
"Afghanistan","2013","1 Einkommensschwächstes Quintil","weiblich","13","","",""
"Afghanistan","2013","2","männlich","3","","",""
"Afghanistan","2013","2","weiblich","1","","",""
"Afghanistan","2013","3","männlich","2","","",""
"Afghanistan","2013","3","weiblich","2","","",""
"Afghanistan","2013","4","männlich","1","","",""
"Afghanistan","2013","4","weiblich","1","","",""
"Afghanistan","2013","5 Einkommensstärkstes Quintil","männlich","","","",""
"Afghanistan","2013","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Thailand","2013","1 Einkommensschwächstes Quintil","männlich","","","",""
"Thailand","2013","1 Einkommensschwächstes Quintil","weiblich","5","","",""
"Thailand","2013","2","männlich","","","",""
"Thailand","2013","2","weiblich","5","","",""
"Thailand","2013","3","männlich","","","",""
"Thailand","2013","3","weiblich","5","","",""
"Thailand","2013","4","männlich","","","",""
"Thailand","2013","4","weiblich","11","","",""
"Thailand","2013","5 Einkommensstärkstes Quintil","männlich","","","",""
"Thailand","2013","5 Einkommensstärkstes Quintil","weiblich","2","","",""
"Jamaika","2013","1 Einkommensschwächstes Quintil","männlich","","","",""
"Jamaika","2013","1 Einkommensschwächstes Quintil","weiblich","1","","",""
"Jamaika","2013","2","männlich","","","",""
"Jamaika","2013","2","weiblich","","","",""
"Jamaika","2013","3","männlich","","","",""
"Jamaika","2013","3","weiblich","","","",""
"Jamaika","2013","4","männlich","1","","",""
"Jamaika","2013","4","weiblich","","","",""
"Jamaika","2013","5 Einkommensstärkstes Quintil","männlich","","","",""
"Jamaika","2013","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Saudi-Arabien","2013","1 Einkommensschwächstes Quintil","männlich","","","",""
"Saudi-Arabien","2013","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Saudi-Arabien","2013","2","männlich","","","",""
"Saudi-Arabien","2013","2","weiblich","","","",""
"Saudi-Arabien","2013","3","männlich","","","",""
"Saudi-Arabien","2013","3","weiblich","","","",""
"Saudi-Arabien","2013","4","männlich","","","",""
"Saudi-Arabien","2013","4","weiblich","","","",""
"Saudi-Arabien","2013","5 Einkommensstärkstes Quintil","männlich","","","",""
"Saudi-Arabien","2013","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Aethiopien","2013","1 Einkommensschwächstes Quintil","männlich","","","",""
"Aethiopien","2013","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Aethiopien","2013","2","männlich","","","",""
"Aethiopien","2013","2","weiblich","5","","",""
"Aethiopien","2013","3","männlich","1","","",""
"Aethiopien","2013","3","weiblich","1","","",""
"Aethiopien","2013","4","männlich","","","",""
"Aethiopien","2013","4","weiblich","","","",""
"Aethiopien","2013","5 Einkommensstärkstes Quintil","männlich","1","","",""
"Aethiopien","2013","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Kolumbien","2013","1 Einkommensschwächstes Quintil","männlich","","","",""
"Kolumbien","2013","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Kolumbien","2013","2","männlich","","","",""
"Kolumbien","2013","2","weiblich","","","",""
"Kolumbien","2013","3","männlich","2","","",""
"Kolumbien","2013","3","weiblich","1","","",""
"Kolumbien","2013","4","männlich","","","",""
"Kolumbien","2013","4","weiblich","1","","",""
"Kolumbien","2013","5 Einkommensstärkstes Quintil","männlich","1","","",""
"Kolumbien","2013","5 Einkommensstärkstes Quintil","weiblich","1","","",""
"Ghana","2013","1 Einkommensschwächstes Quintil","männlich","4","","",""
"Ghana","2013","1 Einkommensschwächstes Quintil","weiblich","3","","",""
"Ghana","2013","2","männlich","1","","",""
"Ghana","2013","2","weiblich","2","","",""
"Ghana","2013","3","männlich","1","","",""
"Ghana","2013","3","weiblich","","","",""
"Ghana","2013","4","männlich","1","","",""
"Ghana","2013","4","weiblich","","","",""
"Ghana","2013","5 Einkommensstärkstes Quintil","männlich","1","","",""
"Ghana","2013","5 Einkommensstärkstes Quintil","weiblich","1","","",""
"Bangla Desh","2013","1 Einkommensschwächstes Quintil","männlich","1","","",""
"Bangla Desh","2013","1 Einkommensschwächstes Quintil","weiblich","2","","",""
"Bangla Desh","2013","2","männlich","1","","",""
"Bangla Desh","2013","2","weiblich","","","",""
"Bangla Desh","2013","3","männlich","","","",""
"Bangla Desh","2013","3","weiblich","","","",""
"Bangla Desh","2013","4","männlich","","","",""
"Bangla Desh","2013","4","weiblich","","","",""
"Bangla Desh","2013","5 Einkommensstärkstes Quintil","männlich","","","",""
"Bangla Desh","2013","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Venezuela","2013","1 Einkommensschwächstes Quintil","männlich","","","",""
"Venezuela","2013","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Venezuela","2013","2","männlich","","","",""
"Venezuela","2013","2","weiblich","","","",""
"Venezuela","2013","3","männlich","","","",""
"Venezuela","2013","3","weiblich","","","",""
"Venezuela","2013","4","männlich","","","",""
"Venezuela","2013","4","weiblich","","","",""
"Venezuela","2013","5 Einkommensstärkstes Quintil","männlich","2","","",""
"Venezuela","2013","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Tunesien","2013","1 Einkommensschwächstes Quintil","männlich","4","","",""
"Tunesien","2013","1 Einkommensschwächstes Quintil","weiblich","1","","",""
"Tunesien","2013","2","männlich","4","","",""
"Tunesien","2013","2","weiblich","3","","",""
"Tunesien","2013","3","männlich","1","","",""
"Tunesien","2013","3","weiblich","2","","",""
"Tunesien","2013","4","männlich","","","",""
"Tunesien","2013","4","weiblich","","","",""
"Tunesien","2013","5 Einkommensstärkstes Quintil","männlich","","","",""
"Tunesien","2013","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Mauritius","2013","1 Einkommensschwächstes Quintil","männlich","","","",""
"Mauritius","2013","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Mauritius","2013","2","männlich","1","","",""
"Mauritius","2013","2","weiblich","","","",""
"Mauritius","2013","3","männlich","","","",""
"Mauritius","2013","3","weiblich","","","",""
"Mauritius","2013","4","männlich","1","","",""
"Mauritius","2013","4","weiblich","","","",""
"Mauritius","2013","5 Einkommensstärkstes Quintil","männlich","","","",""
"Mauritius","2013","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Nigeria","2013","1 Einkommensschwächstes Quintil","männlich","2","","",""
"Nigeria","2013","1 Einkommensschwächstes Quintil","weiblich","4","","",""
"Nigeria","2013","2","männlich","3","","",""
"Nigeria","2013","2","weiblich","2","","",""
"Nigeria","2013","3","männlich","1","","",""
"Nigeria","2013","3","weiblich","1","","",""
"Nigeria","2013","4","männlich","","","",""
"Nigeria","2013","4","weiblich","","","",""
"Nigeria","2013","5 Einkommensstärkstes Quintil","männlich","","","",""
"Nigeria","2013","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Kanada","2013","1 Einkommensschwächstes Quintil","männlich","","","",""
"Kanada","2013","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Kanada","2013","2","männlich","","","",""
"Kanada","2013","2","weiblich","","","",""
"Kanada","2013","3","männlich","1","","",""
"Kanada","2013","3","weiblich","","","",""
"Kanada","2013","4","männlich","","","",""
"Kanada","2013","4","weiblich","2","","",""
"Kanada","2013","5 Einkommensstärkstes Quintil","männlich","","","",""
"Kanada","2013","5 Einkommensstärkstes Quintil","weiblich","2","","",""
"Neuseeland","2013","1 Einkommensschwächstes Quintil","männlich","1","","",""
"Neuseeland","2013","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Neuseeland","2013","2","männlich","2","","",""
"Neuseeland","2013","2","weiblich","","","",""
"Neuseeland","2013","3","männlich","","","",""
"Neuseeland","2013","3","weiblich","","","",""
"Neuseeland","2013","4","männlich","","","",""
"Neuseeland","2013","4","weiblich","","","",""
"Neuseeland","2013","5 Einkommensstärkstes Quintil","männlich","","","",""
"Neuseeland","2013","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Tansania","2013","1 Einkommensschwächstes Quintil","männlich","","","",""
"Tansania","2013","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Tansania","2013","2","männlich","","","",""
"Tansania","2013","2","weiblich","","","",""
"Tansania","2013","3","männlich","","","",""
"Tansania","2013","3","weiblich","","","",""
"Tansania","2013","4","männlich","","","",""
"Tansania","2013","4","weiblich","","","",""
"Tansania","2013","5 Einkommensstärkstes Quintil","männlich","","","",""
"Tansania","2013","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Zypern","2013","1 Einkommensschwächstes Quintil","männlich","","","",""
"Zypern","2013","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Zypern","2013","2","männlich","","","",""
"Zypern","2013","2","weiblich","","","",""
"Zypern","2013","3","männlich","","","",""
"Zypern","2013","3","weiblich","","","",""
"Zypern","2013","4","männlich","","","",""
"Zypern","2013","4","weiblich","","","",""
"Zypern","2013","5 Einkommensstärkstes Quintil","männlich","","","",""
"Zypern","2013","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Kuba","2013","1 Einkommensschwächstes Quintil","männlich","2","","",""
"Kuba","2013","1 Einkommensschwächstes Quintil","weiblich","4","","",""
"Kuba","2013","2","männlich","1","","",""
"Kuba","2013","2","weiblich","1","","",""
"Kuba","2013","3","männlich","","","",""
"Kuba","2013","3","weiblich","","","",""
"Kuba","2013","4","männlich","","","",""
"Kuba","2013","4","weiblich","1","","",""
"Kuba","2013","5 Einkommensstärkstes Quintil","männlich","","","",""
"Kuba","2013","5 Einkommensstärkstes Quintil","weiblich","1","","",""
"Irak","2013","1 Einkommensschwächstes Quintil","männlich","26","","",""
"Irak","2013","1 Einkommensschwächstes Quintil","weiblich","26","","",""
"Irak","2013","2","männlich","5","","",""
"Irak","2013","2","weiblich","6","","",""
"Irak","2013","3","männlich","6","","",""
"Irak","2013","3","weiblich","3","","",""
"Irak","2013","4","männlich","","","",""
"Irak","2013","4","weiblich","","","",""
"Irak","2013","5 Einkommensstärkstes Quintil","männlich","","","",""
"Irak","2013","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Brasilien","2013","1 Einkommensschwächstes Quintil","männlich","2","","",""
"Brasilien","2013","1 Einkommensschwächstes Quintil","weiblich","7","","",""
"Brasilien","2013","2","männlich","1","","",""
"Brasilien","2013","2","weiblich","1","","",""
"Brasilien","2013","3","männlich","1","","",""
"Brasilien","2013","3","weiblich","4","","",""
"Brasilien","2013","4","männlich","","","",""
"Brasilien","2013","4","weiblich","2","","",""
"Brasilien","2013","5 Einkommensstärkstes Quintil","männlich","","","",""
"Brasilien","2013","5 Einkommensstärkstes Quintil","weiblich","3","","",""
"Hongkong","2013","1 Einkommensschwächstes Quintil","männlich","","","",""
"Hongkong","2013","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Hongkong","2013","2","männlich","","","",""
"Hongkong","2013","2","weiblich","","","",""
"Hongkong","2013","3","männlich","","","",""
"Hongkong","2013","3","weiblich","","","",""
"Hongkong","2013","4","männlich","","","",""
"Hongkong","2013","4","weiblich","","","",""
"Hongkong","2013","5 Einkommensstärkstes Quintil","männlich","","","",""
"Hongkong","2013","5 Einkommensstärkstes Quintil","weiblich","1","","",""
"Peru","2013","1 Einkommensschwächstes Quintil","männlich","1","","",""
"Peru","2013","1 Einkommensschwächstes Quintil","weiblich","2","","",""
"Peru","2013","2","männlich","2","","",""
"Peru","2013","2","weiblich","1","","",""
"Peru","2013","3","männlich","","","",""
"Peru","2013","3","weiblich","4","","",""
"Peru","2013","4","männlich","","","",""
"Peru","2013","4","weiblich","1","","",""
"Peru","2013","5 Einkommensstärkstes Quintil","männlich","","","",""
"Peru","2013","5 Einkommensstärkstes Quintil","weiblich","2","","",""
"Sri Lanka","2013","1 Einkommensschwächstes Quintil","männlich","8","","",""
"Sri Lanka","2013","1 Einkommensschwächstes Quintil","weiblich","7","","",""
"Sri Lanka","2013","2","männlich","1","","",""
"Sri Lanka","2013","2","weiblich","1","","",""
"Sri Lanka","2013","3","männlich","","","",""
"Sri Lanka","2013","3","weiblich","2","","",""
"Sri Lanka","2013","4","männlich","","","",""
"Sri Lanka","2013","4","weiblich","","","",""
"Sri Lanka","2013","5 Einkommensstärkstes Quintil","männlich","","","",""
"Sri Lanka","2013","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Nepal","2013","1 Einkommensschwächstes Quintil","männlich","","","",""
"Nepal","2013","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Nepal","2013","2","männlich","1","","",""
"Nepal","2013","2","weiblich","1","","",""
"Nepal","2013","3","männlich","","","",""
"Nepal","2013","3","weiblich","","","",""
"Nepal","2013","4","männlich","","","",""
"Nepal","2013","4","weiblich","","","",""
"Nepal","2013","5 Einkommensstärkstes Quintil","männlich","","","",""
"Nepal","2013","5 Einkommensstärkstes Quintil","weiblich","","","",""
