,Unnamed: 0,year,age_gr,quintil_oecd,plb0417_v2,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
865,865,2018,30-45 y.,4th Quintile,"Yes, definitely",1.0,78,9992,0.70951,1.30658
866,866,2018,30-45 y.,5th Quintile,"Yes, definitely",1.0,60,9992,0.72992,1.29234
867,867,2018,46-65 y.,1st Quintile,"No, definitely not",0.56053,384,9992,0.50074,0.6373
868,868,2018,46-65 y.,1st Quintile,Probably not,0.15084,125,9992,0.1206,0.19108
869,869,2018,46-65 y.,1st Quintile,Probably,0.11651,136,9992,0.08264,0.16164
870,870,2018,46-65 y.,1st Quintile,"Yes, definitely",0.17213,350,9992,0.13481,0.20977
871,871,2018,46-65 y.,2nd Quintile,"No, definitely not",0.72042,279,9992,0.65449,0.80702
872,872,2018,46-65 y.,2nd Quintile,Probably not,0.06525,36,9992,0.04332,0.09358
873,873,2018,46-65 y.,2nd Quintile,Probably,0.12834,48,9992,0.09021,0.16472
874,874,2018,46-65 y.,2nd Quintile,"Yes, definitely",0.08599,63,9992,0.05884,0.1207
875,875,2018,46-65 y.,3rd Quintile,"No, definitely not",1.0,187,9992,0.86451,1.14037
876,876,2018,46-65 y.,4th Quintile,"No, definitely not",1.0,184,9992,0.87112,1.13538
877,877,2018,46-65 y.,5th Quintile,"No, definitely not",1.0,168,9992,0.86862,1.14508
878,878,2018,66 and older,1st Quintile,"No, definitely not",1.0,655,9992,0.91478,1.07538
879,879,2018,66 and older,2nd Quintile,"No, definitely not",1.0,1108,9992,0.95259,1.05318
880,880,2018,66 and older,3rd Quintile,"No, definitely not",1.0,938,9992,0.93936,1.05899
881,881,2018,66 and older,4th Quintile,"No, definitely not",1.0,735,9992,0.9283,1.06127
882,882,2018,66 and older,5th Quintile,"No, definitely not",1.0,802,9992,0.93685,1.0656
883,883,2019,17-29 y.,1st Quintile,"No, definitely not",0.03728,48,9459,0.02277,0.05309
884,884,2019,17-29 y.,1st Quintile,Probably,0.13709,122,9459,0.09375,0.18985
885,885,2019,17-29 y.,1st Quintile,"Yes, definitely",0.82563,787,9459,0.72321,0.92762
886,886,2019,17-29 y.,2nd Quintile,"Yes, definitely",1.0,233,9459,0.77669,1.32275
887,887,2019,17-29 y.,3rd Quintile,"Yes, definitely",1.0,148,9459,0.7948,1.18058
888,888,2019,17-29 y.,4th Quintile,"Yes, definitely",1.0,132,9459,0.74476,1.26959
889,889,2019,17-29 y.,5th Quintile,"Yes, definitely",1.0,103,9459,0.78357,1.21144
890,890,2019,30-45 y.,1st Quintile,"No, definitely not",0.08055,94,9459,0.04866,0.11981
891,891,2019,30-45 y.,1st Quintile,Probably not,0.09214,63,9459,0.05136,0.14316
892,892,2019,30-45 y.,1st Quintile,Probably,0.25882,304,9459,0.18986,0.31544
893,893,2019,30-45 y.,1st Quintile,"Yes, definitely",0.56849,931,9459,0.4847,0.68497
894,894,2019,30-45 y.,2nd Quintile,Probably,0.12003,38,9459,0.0661,0.18734
895,895,2019,30-45 y.,2nd Quintile,"Yes, definitely",0.87997,149,9459,0.72954,1.06354
896,896,2019,30-45 y.,3rd Quintile,"Yes, definitely",1.0,87,9459,0.8149,1.21242
897,897,2019,30-45 y.,4th Quintile,"Yes, definitely",1.0,65,9459,0.64693,1.46269
898,898,2019,30-45 y.,5th Quintile,"Yes, definitely",1.0,46,9459,0.73117,1.32946
899,899,2019,46-65 y.,1st Quintile,"No, definitely not",0.6238,429,9459,0.5524,0.69985
900,900,2019,46-65 y.,1st Quintile,Probably not,0.11386,111,9459,0.08708,0.13932
901,901,2019,46-65 y.,1st Quintile,Probably,0.11032,181,9459,0.08318,0.13488
902,902,2019,46-65 y.,1st Quintile,"Yes, definitely",0.15202,320,9459,0.10963,0.19637
903,903,2019,46-65 y.,2nd Quintile,"No, definitely not",0.68408,234,9459,0.5914,0.78861
904,904,2019,46-65 y.,2nd Quintile,Probably not,0.11802,45,9459,0.0724,0.164
905,905,2019,46-65 y.,2nd Quintile,Probably,0.08733,46,9459,0.0593,0.12987
906,906,2019,46-65 y.,2nd Quintile,"Yes, definitely",0.11057,47,9459,0.07395,0.1513
907,907,2019,46-65 y.,3rd Quintile,"No, definitely not",1.0,205,9459,0.88726,1.13161
908,908,2019,46-65 y.,4th Quintile,"No, definitely not",1.0,154,9459,0.87206,1.16377
909,909,2019,46-65 y.,5th Quintile,"No, definitely not",1.0,149,9459,0.84107,1.20796
910,910,2019,66 and older,1st Quintile,"No, definitely not",1.0,692,9459,0.92917,1.07
911,911,2019,66 and older,2nd Quintile,"No, definitely not",1.0,1126,9459,0.95241,1.0615
912,912,2019,66 and older,3rd Quintile,"No, definitely not",1.0,879,9459,0.94544,1.06099
913,913,2019,66 and older,4th Quintile,"No, definitely not",1.0,722,9459,0.93249,1.06827
914,914,2019,66 and older,5th Quintile,"No, definitely not",1.0,769,9459,0.93022,1.06309
915,915,2020,17-29 y.,1st Quintile,"No, definitely not",0.06774,40,9101,0.0408,0.10345
916,916,2020,17-29 y.,1st Quintile,Probably,0.1997,138,9101,0.15288,0.24385
917,917,2020,17-29 y.,1st Quintile,"Yes, definitely",0.73256,670,9101,0.63782,0.86203
918,918,2020,17-29 y.,2nd Quintile,Probably,0.11781,40,9101,0.07457,0.16913
919,919,2020,17-29 y.,2nd Quintile,"Yes, definitely",0.88219,225,9101,0.70887,1.0931
920,920,2020,17-29 y.,3rd Quintile,"Yes, definitely",1.0,147,9101,0.791,1.23614
921,921,2020,17-29 y.,4th Quintile,"Yes, definitely",1.0,135,9101,0.81907,1.19744
922,922,2020,17-29 y.,5th Quintile,"Yes, definitely",1.0,137,9101,0.73624,1.32134
923,923,2020,30-45 y.,1st Quintile,"No, definitely not",0.13075,91,9101,0.09105,0.17545
924,924,2020,30-45 y.,1st Quintile,Probably not,0.0908,73,9101,0.06064,0.12752
925,925,2020,30-45 y.,1st Quintile,Probably,0.2279,257,9101,0.17155,0.29215
926,926,2020,30-45 y.,1st Quintile,"Yes, definitely",0.55055,789,9101,0.45946,0.64993
927,927,2020,30-45 y.,2nd Quintile,"Yes, definitely",1.0,140,9101,0.7968,1.21215
928,928,2020,30-45 y.,3rd Quintile,"Yes, definitely",1.0,72,9101,0.80296,1.18164
929,929,2020,30-45 y.,4th Quintile,"Yes, definitely",1.0,55,9101,0.68532,1.48962
930,930,2020,30-45 y.,5th Quintile,"Yes, definitely",1.0,52,9101,0.75451,1.28535
931,931,2020,46-65 y.,1st Quintile,"No, definitely not",0.61921,406,9101,0.54032,0.69231
932,932,2020,46-65 y.,1st Quintile,Probably not,0.09138,102,9101,0.07028,0.11288
933,933,2020,46-65 y.,1st Quintile,Probably,0.15345,187,9101,0.11531,0.19452
934,934,2020,46-65 y.,1st Quintile,"Yes, definitely",0.13596,300,9101,0.10443,0.17519
935,935,2020,46-65 y.,2nd Quintile,"No, definitely not",0.67578,238,9101,0.58951,0.76465
936,936,2020,46-65 y.,2nd Quintile,Probably not,0.08577,38,9101,0.0601,0.119
937,937,2020,46-65 y.,2nd Quintile,Probably,0.08768,31,9101,0.06418,0.11317
938,938,2020,46-65 y.,2nd Quintile,"Yes, definitely",0.15078,57,9101,0.09799,0.2139
939,939,2020,46-65 y.,3rd Quintile,"No, definitely not",1.0,176,9101,0.86301,1.12428
940,940,2020,46-65 y.,4th Quintile,"No, definitely not",1.0,157,9101,0.83915,1.16428
941,941,2020,46-65 y.,5th Quintile,"No, definitely not",1.0,165,9101,0.85591,1.16098
942,942,2020,66 and older,1st Quintile,"No, definitely not",1.0,727,9101,0.94374,1.073
943,943,2020,66 and older,2nd Quintile,"No, definitely not",1.0,1070,9101,0.9432,1.05961
944,944,2020,66 and older,3rd Quintile,"No, definitely not",1.0,869,9101,0.93571,1.05827
945,945,2020,66 and older,4th Quintile,"No, definitely not",1.0,669,9101,0.92236,1.08451
946,946,2020,66 and older,5th Quintile,"No, definitely not",1.0,848,9101,0.92684,1.06423
947,947,2021,17-29 y.,1st Quintile,Probably,0.2463,101,6323,0.11167,0.39981
948,948,2021,17-29 y.,1st Quintile,"Yes, definitely",0.7537,418,6323,0.64116,0.86106
949,949,2021,17-29 y.,2nd Quintile,Probably,0.13426,40,6323,0.06979,0.21058
950,950,2021,17-29 y.,2nd Quintile,"Yes, definitely",0.86574,151,6323,0.66933,1.09013
951,951,2021,17-29 y.,3rd Quintile,"Yes, definitely",1.0,111,6323,0.67934,1.32012
952,952,2021,17-29 y.,4th Quintile,"Yes, definitely",1.0,95,6323,0.77437,1.26632
953,953,2021,17-29 y.,5th Quintile,"Yes, definitely",1.0,79,6323,0.72267,1.34585
954,954,2021,30-45 y.,1st Quintile,"No, definitely not",0.08887,51,6323,0.05039,0.15053
955,955,2021,30-45 y.,1st Quintile,Probably not,0.08023,34,6323,0.04941,0.11239
956,956,2021,30-45 y.,1st Quintile,Probably,0.29005,194,6323,0.20573,0.397
957,957,2021,30-45 y.,1st Quintile,"Yes, definitely",0.54084,442,6323,0.45026,0.65482
958,958,2021,30-45 y.,2nd Quintile,Probably,0.22481,48,6323,0.11231,0.38466
959,959,2021,30-45 y.,2nd Quintile,"Yes, definitely",0.77519,137,6323,0.56202,1.0831
960,960,2021,30-45 y.,3rd Quintile,"Yes, definitely",1.0,61,6323,0.74761,1.32624
961,961,2021,30-45 y.,4th Quintile,"Yes, definitely",1.0,42,6323,0.52646,1.49395
962,962,2021,30-45 y.,5th Quintile,"Yes, definitely",1.0,46,6323,0.74756,1.33294
963,963,2021,46-65 y.,1st Quintile,"No, definitely not",0.57405,242,6323,0.48448,0.65616
964,964,2021,46-65 y.,1st Quintile,Probably not,0.13971,76,6323,0.10458,0.17654
965,965,2021,46-65 y.,1st Quintile,Probably,0.14708,140,6323,0.08751,0.21218
966,966,2021,46-65 y.,1st Quintile,"Yes, definitely",0.13916,171,6323,0.09147,0.18634
967,967,2021,46-65 y.,2nd Quintile,"No, definitely not",0.59644,152,6323,0.47744,0.72345
968,968,2021,46-65 y.,2nd Quintile,Probably not,0.16945,42,6323,0.10556,0.23239
969,969,2021,46-65 y.,2nd Quintile,Probably,0.10311,34,6323,0.05619,0.16056
970,970,2021,46-65 y.,2nd Quintile,"Yes, definitely",0.13101,54,6323,0.07776,0.20914
971,971,2021,46-65 y.,3rd Quintile,"No, definitely not",1.0,101,6323,0.75903,1.24928
972,972,2021,46-65 y.,4th Quintile,"No, definitely not",1.0,106,6323,0.82328,1.18252
973,973,2021,46-65 y.,5th Quintile,"No, definitely not",1.0,169,6323,0.79581,1.20687
974,974,2021,66 and older,1st Quintile,"No, definitely not",1.0,543,6323,0.92006,1.08474
975,975,2021,66 and older,2nd Quintile,"No, definitely not",1.0,733,6323,0.91983,1.08648
976,976,2021,66 and older,3rd Quintile,"No, definitely not",1.0,544,6323,0.92799,1.08942
977,977,2021,66 and older,4th Quintile,"No, definitely not",1.0,546,6323,0.90974,1.06915
978,978,2021,66 and older,5th Quintile,"No, definitely not",1.0,620,6323,0.91504,1.09705
