,Unnamed: 0,year,migback,pgisced97,plb0417_v2,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
811,811,2019,Direct migration background,Pre-primary Level,"Yes, definitely",1.0,37,9955,0.51909,1.57544
812,812,2019,Direct migration background,Primary Level,"No, definitely not",0.4542,156,9955,0.31288,0.6035
813,813,2019,Direct migration background,Primary Level,Probably not,0.10622,42,9955,0.02226,0.22215
814,814,2019,Direct migration background,Primary Level,Probably,0.1593,200,9955,0.09573,0.22915
815,815,2019,Direct migration background,Primary Level,"Yes, definitely",0.28029,638,9955,0.2332,0.33539
816,816,2019,Direct migration background,Lower Secondary Level,"No, definitely not",0.66481,158,9955,0.53077,0.82606
817,817,2019,Direct migration background,Lower Secondary Level,Probably,0.09881,104,9955,0.06456,0.14317
818,818,2019,Direct migration background,Lower Secondary Level,"Yes, definitely",0.23638,389,9955,0.16205,0.31195
819,819,2019,Direct migration background,Upper Secondary Level,"No, definitely not",0.62976,221,9955,0.52502,0.7482
820,820,2019,Direct migration background,Upper Secondary Level,Probably,0.07664,106,9955,0.05242,0.10401
821,821,2019,Direct migration background,Upper Secondary Level,"Yes, definitely",0.2936,369,9955,0.20802,0.40509
822,822,2019,Direct migration background,Post-secondary Non-tertiary Level,"No, definitely not",0.6839,78,9955,0.46706,0.87466
823,823,2019,Direct migration background,Post-secondary Non-tertiary Level,"Yes, definitely",0.3161,94,9955,0.19481,0.46983
824,824,2019,Direct migration background,Second Stage of Tertiary Education,"No, definitely not",0.47659,137,9955,0.35392,0.59804
825,825,2019,Direct migration background,Second Stage of Tertiary Education,Probably,0.08641,91,9955,0.05897,0.12532
826,826,2019,Direct migration background,Second Stage of Tertiary Education,"Yes, definitely",0.437,337,9955,0.29615,0.61786
827,827,2019,Indirect migration background,Pre-primary Level,"Yes, definitely",1.0,53,9955,0.75458,1.31875
828,828,2019,Indirect migration background,Lower Secondary Level,"Yes, definitely",1.0,48,9955,0.62799,1.41776
829,829,2019,Indirect migration background,Upper Secondary Level,"No, definitely not",0.24289,31,9955,0.15766,0.34998
830,830,2019,Indirect migration background,Upper Secondary Level,"Yes, definitely",0.75711,99,9955,0.59053,0.90612
831,831,2020,No migration background,Pre-primary Level,"Yes, definitely",1.0,128,9876,0.81856,1.24105
832,832,2020,No migration background,Lower Secondary Level,"No, definitely not",0.76997,494,9876,0.71614,0.82741
833,833,2020,No migration background,Lower Secondary Level,Probably not,0.03488,37,9876,0.02139,0.0482
834,834,2020,No migration background,Lower Secondary Level,Probably,0.0595,59,9876,0.043,0.08053
835,835,2020,No migration background,Lower Secondary Level,"Yes, definitely",0.13565,177,9876,0.11762,0.15398
836,836,2020,No migration background,Upper Secondary Level,"No, definitely not",0.81421,2567,9876,0.79122,0.84035
837,837,2020,No migration background,Upper Secondary Level,Probably not,0.03759,132,9876,0.03084,0.04522
838,838,2020,No migration background,Upper Secondary Level,Probably,0.03538,159,9876,0.02903,0.04237
839,839,2020,No migration background,Upper Secondary Level,"Yes, definitely",0.11281,468,9876,0.10198,0.1257
840,840,2020,No migration background,Post-secondary Non-tertiary Level,"No, definitely not",0.63507,122,9876,0.4891,0.76537
841,841,2020,No migration background,Post-secondary Non-tertiary Level,"Yes, definitely",0.36493,75,9876,0.29276,0.44644
842,842,2020,No migration background,First Stage of Tertiary Education,"No, definitely not",1.0,347,9876,0.88877,1.13616
843,843,2020,No migration background,Second Stage of Tertiary Education,"No, definitely not",0.80444,1153,9876,0.76408,0.84795
844,844,2020,No migration background,Second Stage of Tertiary Education,Probably not,0.03421,62,9876,0.02514,0.04752
845,845,2020,No migration background,Second Stage of Tertiary Education,Probably,0.02318,37,9876,0.01452,0.03354
846,846,2020,No migration background,Second Stage of Tertiary Education,"Yes, definitely",0.13817,170,9876,0.11292,0.16009
847,847,2020,Direct migration background,Pre-primary Level,"Yes, definitely",1.0,48,9876,0.52674,1.53877
848,848,2020,Direct migration background,Primary Level,"No, definitely not",0.44366,139,9876,0.29687,0.57631
849,849,2020,Direct migration background,Primary Level,Probably not,0.09588,49,9876,0.0331,0.17171
850,850,2020,Direct migration background,Primary Level,Probably,0.15673,213,9876,0.09224,0.24271
851,851,2020,Direct migration background,Primary Level,"Yes, definitely",0.30373,666,9876,0.25095,0.37879
852,852,2020,Direct migration background,Lower Secondary Level,"No, definitely not",0.59855,149,9876,0.44436,0.75139
853,853,2020,Direct migration background,Lower Secondary Level,Probably not,0.03703,42,9876,0.01957,0.06322
854,854,2020,Direct migration background,Lower Secondary Level,Probably,0.12555,139,9876,0.0792,0.17565
855,855,2020,Direct migration background,Lower Secondary Level,"Yes, definitely",0.23887,442,9876,0.1638,0.33507
856,856,2020,Direct migration background,Upper Secondary Level,"No, definitely not",0.57247,208,9876,0.48149,0.70326
857,857,2020,Direct migration background,Upper Secondary Level,Probably not,0.04015,37,9876,0.0207,0.05935
858,858,2020,Direct migration background,Upper Secondary Level,Probably,0.10013,122,9876,0.06032,0.14188
859,859,2020,Direct migration background,Upper Secondary Level,"Yes, definitely",0.28725,441,9876,0.2157,0.38059
860,860,2020,Direct migration background,Post-secondary Non-tertiary Level,"No, definitely not",0.64996,87,9876,0.4777,0.81108
861,861,2020,Direct migration background,Post-secondary Non-tertiary Level,"Yes, definitely",0.35004,103,9876,0.19191,0.55017
862,862,2020,Direct migration background,Second Stage of Tertiary Education,"No, definitely not",0.53332,136,9876,0.37678,0.69358
863,863,2020,Direct migration background,Second Stage of Tertiary Education,Probably,0.12297,69,9876,0.05679,0.22726
864,864,2020,Direct migration background,Second Stage of Tertiary Education,"Yes, definitely",0.34372,368,9876,0.22471,0.46536
865,865,2020,Indirect migration background,Pre-primary Level,"Yes, definitely",1.0,46,9876,0.7074,1.47958
866,866,2020,Indirect migration background,Lower Secondary Level,"Yes, definitely",1.0,46,9876,0.55166,1.52438
867,867,2020,Indirect migration background,Upper Secondary Level,"No, definitely not",0.29576,38,9876,0.18847,0.40768
868,868,2020,Indirect migration background,Upper Secondary Level,"Yes, definitely",0.70424,101,9876,0.49917,0.94608
869,869,2021,No migration background,Pre-primary Level,"Yes, definitely",1.0,64,6345,0.7157,1.2926
870,870,2021,No migration background,Lower Secondary Level,"No, definitely not",0.77965,294,6345,0.71432,0.8616
871,871,2021,No migration background,Lower Secondary Level,Probably,0.07729,43,6345,0.05537,0.09706
872,872,2021,No migration background,Lower Secondary Level,"Yes, definitely",0.14306,100,6345,0.11687,0.17463
873,873,2021,No migration background,Upper Secondary Level,"No, definitely not",0.80817,1751,6345,0.76807,0.84933
874,874,2021,No migration background,Upper Secondary Level,Probably not,0.03537,98,6345,0.02853,0.04302
875,875,2021,No migration background,Upper Secondary Level,Probably,0.03361,112,6345,0.0272,0.04122
876,876,2021,No migration background,Upper Secondary Level,"Yes, definitely",0.12284,366,6345,0.10938,0.13797
877,877,2021,No migration background,Post-secondary Non-tertiary Level,"No, definitely not",0.66074,100,6345,0.49914,0.81274
878,878,2021,No migration background,Post-secondary Non-tertiary Level,"Yes, definitely",0.33926,56,6345,0.25605,0.42807
879,879,2021,No migration background,First Stage of Tertiary Education,"No, definitely not",1.0,261,6345,0.87463,1.15521
880,880,2021,No migration background,Second Stage of Tertiary Education,"No, definitely not",0.77355,926,6345,0.72328,0.82642
881,881,2021,No migration background,Second Stage of Tertiary Education,Probably not,0.03804,48,6345,0.02924,0.04938
882,882,2021,No migration background,Second Stage of Tertiary Education,Probably,0.04896,42,6345,0.03145,0.07161
883,883,2021,No migration background,Second Stage of Tertiary Education,"Yes, definitely",0.13945,154,6345,0.11891,0.16127
884,884,2021,Direct migration background,Primary Level,"No, definitely not",0.37749,71,6345,0.17781,0.62437
885,885,2021,Direct migration background,Primary Level,Probably,0.21982,163,6345,0.10734,0.40145
886,886,2021,Direct migration background,Primary Level,"Yes, definitely",0.40269,300,6345,0.3136,0.53799
887,887,2021,Direct migration background,Lower Secondary Level,"No, definitely not",0.60378,83,6345,0.4196,0.82437
888,888,2021,Direct migration background,Lower Secondary Level,Probably,0.20888,109,6345,0.07443,0.38422
889,889,2021,Direct migration background,Lower Secondary Level,"Yes, definitely",0.18734,213,6345,0.13333,0.24967
890,890,2021,Direct migration background,Upper Secondary Level,"No, definitely not",0.59324,133,6345,0.46432,0.75587
891,891,2021,Direct migration background,Upper Secondary Level,Probably,0.11711,81,6345,0.05772,0.18268
892,892,2021,Direct migration background,Upper Secondary Level,"Yes, definitely",0.28965,239,6345,0.20078,0.38689
893,893,2021,Direct migration background,Post-secondary Non-tertiary Level,"No, definitely not",0.79039,58,6345,0.53155,1.11976
894,894,2021,Direct migration background,Post-secondary Non-tertiary Level,"Yes, definitely",0.20961,47,6345,0.13544,0.29692
895,895,2021,Direct migration background,Second Stage of Tertiary Education,"No, definitely not",0.51979,101,6345,0.36152,0.69321
896,896,2021,Direct migration background,Second Stage of Tertiary Education,Probably,0.12423,66,6345,0.07225,0.19777
897,897,2021,Direct migration background,Second Stage of Tertiary Education,"Yes, definitely",0.35598,193,6345,0.22654,0.5293
898,898,2021,Indirect migration background,Upper Secondary Level,"Yes, definitely",1.0,73,6345,0.62741,1.46353
