,Unnamed: 0,year,pgisced97,sex,plb0417_v2,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
881,881,2021,Post-secondary Non-tertiary Level,male,"No, definitely not",1.0,61,6560,0.74158,1.24539
882,882,2021,Post-secondary Non-tertiary Level,female,"No, definitely not",0.65628,99,6560,0.50945,0.84799
883,883,2021,Post-secondary Non-tertiary Level,female,"Yes, definitely",0.34372,79,6560,0.2535,0.44177
884,884,2021,First Stage of Tertiary Education,male,"No, definitely not",1.0,167,6560,0.798,1.18652
885,885,2021,First Stage of Tertiary Education,female,"No, definitely not",1.0,109,6560,0.79859,1.2822
886,886,2021,Second Stage of Tertiary Education,male,"No, definitely not",0.82985,596,6560,0.74805,0.90479
887,887,2021,Second Stage of Tertiary Education,male,Probably,0.03304,31,6560,0.01426,0.06346
888,888,2021,Second Stage of Tertiary Education,male,"Yes, definitely",0.13711,138,6560,0.09758,0.184
889,889,2021,Second Stage of Tertiary Education,female,"No, definitely not",0.66921,437,6560,0.59995,0.75407
890,890,2021,Second Stage of Tertiary Education,female,Probably,0.08724,76,6560,0.05566,0.13553
891,891,2021,Second Stage of Tertiary Education,female,"Yes, definitely",0.24355,232,6560,0.19431,0.30358
