year,bula_h,migback,plb0417_v2,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2013,Brandenburg,No migration background,"No, definitely not",0.75600,299,389,0.71326,0.79874
2013,Brandenburg,No migration background,"Yes, definitely",0.16170,90,389,0.12506,0.19833
2013,Mecklenburg-Western Pomerania,No migration background,"No, definitely not",0.73636,157,208,0.67633,0.79638
2013,Mecklenburg-Western Pomerania,No migration background,"Yes, definitely",0.16974,51,208,0.11860,0.22088
2013,Saxony,No migration background,"No, definitely not",0.73825,406,598,0.70299,0.77352
2013,Saxony,No migration background,Probably,0.05075,43,598,0.03314,0.06835
2013,Saxony,No migration background,"Yes, definitely",0.18133,149,598,0.15042,0.21223
2013,Saxony-Anhalt,No migration background,"No, definitely not",0.73581,251,349,0.68948,0.78213
2013,Saxony-Anhalt,No migration background,"Yes, definitely",0.14394,98,349,0.10706,0.18082
2013,Thuringa,No migration background,"No, definitely not",0.76531,275,356,0.72122,0.80939
2013,Thuringa,No migration background,"Yes, definitely",0.16860,81,356,0.12966,0.20755
2014,Schleswig-Holstein,No migration background,"No, definitely not",0.77978,173,232,0.72634,0.83322
2014,Schleswig-Holstein,No migration background,"Yes, definitely",0.14894,59,232,0.10303,0.19485
2014,Schleswig-Holstein,Direct migration background,"No, definitely not",0.65192,31,64,0.53429,0.76956
2014,Schleswig-Holstein,Direct migration background,"Yes, definitely",0.19892,33,64,0.10035,0.29750
2014,Hamburg,No migration background,"No, definitely not",0.91020,93,93,0.85178,0.96862
2014,Lower Saxony,No migration background,"No, definitely not",0.77034,543,787,0.74093,0.79974
2014,Lower Saxony,No migration background,Probably not,0.03074,35,787,0.01867,0.04280
2014,Lower Saxony,No migration background,Probably,0.03048,48,787,0.01846,0.04249
2014,Lower Saxony,No migration background,"Yes, definitely",0.16845,161,787,0.14229,0.19462
2014,Lower Saxony,Direct migration background,"No, definitely not",0.51191,63,139,0.42851,0.59531
2014,Lower Saxony,Direct migration background,"Yes, definitely",0.36601,76,139,0.28564,0.44638
2014,Lower Saxony,Indirect migration background,"Yes, definitely",0.88035,33,33,0.76790,0.99280
2014,Bremen,No migration background,"No, definitely not",0.69159,34,34,0.53402,0.84917
2014,North Rhine-Westphalia,No migration background,"No, definitely not",0.77508,975,1415,0.75332,0.79685
2014,North Rhine-Westphalia,No migration background,Probably not,0.03330,64,1415,0.02394,0.04265
2014,North Rhine-Westphalia,No migration background,Probably,0.04246,79,1415,0.03195,0.05297
2014,North Rhine-Westphalia,No migration background,"Yes, definitely",0.14916,297,1415,0.13059,0.16773
2014,North Rhine-Westphalia,Direct migration background,"No, definitely not",0.49903,194,511,0.45563,0.54242
2014,North Rhine-Westphalia,Direct migration background,Probably not,0.07311,36,511,0.05051,0.09570
2014,North Rhine-Westphalia,Direct migration background,Probably,0.10963,71,511,0.08251,0.13675
2014,North Rhine-Westphalia,Direct migration background,"Yes, definitely",0.31824,210,511,0.27781,0.35866
2014,North Rhine-Westphalia,Indirect migration background,Probably,0.17114,33,154,0.11146,0.23081
2014,North Rhine-Westphalia,Indirect migration background,"Yes, definitely",0.71387,121,154,0.64225,0.78548
2014,Hesse,No migration background,"No, definitely not",0.74688,301,380,0.70311,0.79066
2014,Hesse,No migration background,"Yes, definitely",0.14373,79,380,0.10841,0.17905
2014,Hesse,Direct migration background,"No, definitely not",0.60230,64,124,0.51581,0.68880
2014,Hesse,Direct migration background,"Yes, definitely",0.24160,60,124,0.16595,0.31724
2014,Hesse,Indirect migration background,"Yes, definitely",0.86571,38,38,0.75585,0.97558
2014,"Rhineland-Palatinate, Saarland",No migration background,"No, definitely not",0.76797,309,414,0.72726,0.80868
2014,"Rhineland-Palatinate, Saarland",No migration background,Probably,0.04857,39,414,0.02784,0.06931
2014,"Rhineland-Palatinate, Saarland",No migration background,"Yes, definitely",0.15608,66,414,0.12108,0.19109
2014,"Rhineland-Palatinate, Saarland",Direct migration background,"No, definitely not",0.50141,44,103,0.40438,0.59845
2014,"Rhineland-Palatinate, Saarland",Direct migration background,"Yes, definitely",0.42367,59,103,0.32777,0.51957
2014,Baden-Wuerttemberg,No migration background,"No, definitely not",0.78837,515,754,0.75920,0.81755
2014,Baden-Wuerttemberg,No migration background,Probably not,0.04282,34,754,0.02836,0.05729
2014,Baden-Wuerttemberg,No migration background,Probably,0.04067,46,754,0.02656,0.05478
2014,Baden-Wuerttemberg,No migration background,"Yes, definitely",0.12813,159,754,0.10426,0.15201
2014,Baden-Wuerttemberg,Direct migration background,"No, definitely not",0.56786,103,232,0.50398,0.63174
2014,Baden-Wuerttemberg,Direct migration background,Probably,0.09723,35,232,0.05902,0.13543
2014,Baden-Wuerttemberg,Direct migration background,"Yes, definitely",0.32295,94,232,0.26264,0.38325
2014,Baden-Wuerttemberg,Indirect migration background,"Yes, definitely",0.80991,73,73,0.71927,0.90054
2014,Bavaria,No migration background,"No, definitely not",0.79620,781,1080,0.77216,0.82023
2014,Bavaria,No migration background,Probably not,0.03172,34,1080,0.02126,0.04218
2014,Bavaria,No migration background,Probably,0.04188,61,1080,0.02993,0.05383
2014,Bavaria,No migration background,"Yes, definitely",0.13020,204,1080,0.11012,0.15028
2014,Bavaria,Direct migration background,"No, definitely not",0.57709,139,297,0.52081,0.63337
2014,Bavaria,Direct migration background,Probably,0.06971,37,297,0.04070,0.09873
2014,Bavaria,Direct migration background,"Yes, definitely",0.32441,121,297,0.27108,0.37775
2014,Bavaria,Indirect migration background,"Yes, definitely",0.79522,51,51,0.68337,0.90708
2014,Berlin,No migration background,"No, definitely not",0.71981,209,278,0.66692,0.77270
2014,Berlin,No migration background,"Yes, definitely",0.14939,69,278,0.10741,0.19137
2014,Berlin,Direct migration background,"Yes, definitely",0.55937,33,33,0.38735,0.73138
2014,Brandenburg,No migration background,"No, definitely not",0.69737,286,375,0.65081,0.74393
2014,Brandenburg,No migration background,"Yes, definitely",0.22071,89,375,0.17867,0.26274
2014,Mecklenburg-Western Pomerania,No migration background,"No, definitely not",0.71233,150,203,0.64991,0.77476
2014,Mecklenburg-Western Pomerania,No migration background,"Yes, definitely",0.18312,53,203,0.12979,0.23646
2014,Saxony,No migration background,"No, definitely not",0.73137,392,537,0.69385,0.76890
2014,Saxony,No migration background,Probably,0.06011,37,537,0.03998,0.08023
2014,Saxony,No migration background,"Yes, definitely",0.17944,108,537,0.14695,0.21192
2014,Saxony-Anhalt,No migration background,"No, definitely not",0.69595,244,343,0.64719,0.74470
2014,Saxony-Anhalt,No migration background,"Yes, definitely",0.21842,99,343,0.17463,0.26222
2014,Thuringa,No migration background,"No, definitely not",0.75609,267,341,0.71044,0.80174
2014,Thuringa,No migration background,"Yes, definitely",0.14799,74,341,0.11025,0.18574
2015,Schleswig-Holstein,No migration background,"No, definitely not",0.75636,162,227,0.70039,0.81233
2015,Schleswig-Holstein,No migration background,"Yes, definitely",0.19737,65,227,0.14548,0.24926
2015,Schleswig-Holstein,Direct migration background,"No, definitely not",0.71913,33,33,0.56341,0.87484
2015,Hamburg,No migration background,"No, definitely not",0.89074,92,92,0.82664,0.95484
2015,Lower Saxony,No migration background,"No, definitely not",0.78371,511,737,0.75396,0.81345
2015,Lower Saxony,No migration background,Probably not,0.03102,33,737,0.01850,0.04355
2015,Lower Saxony,No migration background,Probably,0.02622,40,737,0.01467,0.03776
2015,Lower Saxony,No migration background,"Yes, definitely",0.15905,153,737,0.13263,0.18547
2015,Lower Saxony,Direct migration background,"No, definitely not",0.37139,59,222,0.30768,0.43509
2015,Lower Saxony,Direct migration background,Probably,0.07997,32,222,0.04421,0.11574
2015,Lower Saxony,Direct migration background,"Yes, definitely",0.51876,131,222,0.45288,0.58463
2015,Bremen,No migration background,"No, definitely not",0.60355,31,31,0.42851,0.77859
2015,North Rhine-Westphalia,No migration background,"No, definitely not",0.76782,948,1373,0.74548,0.79016
2015,North Rhine-Westphalia,No migration background,Probably not,0.02683,56,1373,0.01828,0.03538
2015,North Rhine-Westphalia,No migration background,Probably,0.03193,86,1373,0.02262,0.04123
2015,North Rhine-Westphalia,No migration background,"Yes, definitely",0.17343,283,1373,0.15339,0.19346
2015,North Rhine-Westphalia,Direct migration background,"No, definitely not",0.54493,220,623,0.50580,0.58407
2015,North Rhine-Westphalia,Direct migration background,Probably not,0.03568,36,623,0.02110,0.05026
2015,North Rhine-Westphalia,Direct migration background,Probably,0.09950,95,623,0.07598,0.12303
2015,North Rhine-Westphalia,Direct migration background,"Yes, definitely",0.31988,272,623,0.28323,0.35654
2015,North Rhine-Westphalia,Indirect migration background,"Yes, definitely",0.79125,125,125,0.71972,0.86278
2015,Hesse,No migration background,"No, definitely not",0.75105,291,376,0.70728,0.79481
2015,Hesse,No migration background,"Yes, definitely",0.15221,85,376,0.11585,0.18857
2015,Hesse,Direct migration background,"No, definitely not",0.48910,52,128,0.40216,0.57604
2015,Hesse,Direct migration background,"Yes, definitely",0.30573,76,128,0.22561,0.38586
2015,Hesse,Indirect migration background,"Yes, definitely",0.76015,40,40,0.62614,0.89416
2015,"Rhineland-Palatinate, Saarland",No migration background,"No, definitely not",0.79522,332,402,0.75572,0.83472
2015,"Rhineland-Palatinate, Saarland",No migration background,"Yes, definitely",0.11795,70,402,0.08638,0.14952
2015,"Rhineland-Palatinate, Saarland",Direct migration background,"No, definitely not",0.58959,56,120,0.50121,0.67797
2015,"Rhineland-Palatinate, Saarland",Direct migration background,"Yes, definitely",0.25889,64,120,0.18019,0.33759
2015,Baden-Wuerttemberg,No migration background,"No, definitely not",0.79168,506,689,0.76134,0.82203
2015,Baden-Wuerttemberg,No migration background,Probably,0.05392,43,689,0.03704,0.07080
2015,Baden-Wuerttemberg,No migration background,"Yes, definitely",0.13065,140,689,0.10547,0.15584
2015,Baden-Wuerttemberg,Direct migration background,"No, definitely not",0.58577,104,239,0.52319,0.64835
2015,Baden-Wuerttemberg,Direct migration background,Probably,0.09585,32,239,0.05845,0.13325
2015,Baden-Wuerttemberg,Direct migration background,"Yes, definitely",0.28738,103,239,0.22988,0.34487
2015,Baden-Wuerttemberg,Indirect migration background,"Yes, definitely",0.86707,82,82,0.79314,0.94101
2015,Bavaria,No migration background,"No, definitely not",0.79899,751,1027,0.77447,0.82351
2015,Bavaria,No migration background,Probably not,0.03750,50,1027,0.02588,0.04913
2015,Bavaria,No migration background,Probably,0.03736,51,1027,0.02576,0.04897
2015,Bavaria,No migration background,"Yes, definitely",0.12615,175,1027,0.10583,0.14646
2015,Bavaria,Direct migration background,"No, definitely not",0.66051,128,319,0.60847,0.71256
2015,Bavaria,Direct migration background,Probably,0.09137,52,319,0.05970,0.12304
2015,Bavaria,Direct migration background,"Yes, definitely",0.21622,139,319,0.17097,0.26146
2015,Bavaria,Indirect migration background,"Yes, definitely",0.67139,57,57,0.54836,0.79441
2015,Berlin,No migration background,"No, definitely not",0.70997,204,272,0.65595,0.76400
2015,Berlin,No migration background,"Yes, definitely",0.18391,68,272,0.13778,0.23003
2015,Berlin,Direct migration background,"Yes, definitely",0.40846,37,37,0.24789,0.56904
2015,Brandenburg,No migration background,"No, definitely not",0.76219,285,344,0.71714,0.80725
2015,Brandenburg,No migration background,"Yes, definitely",0.13036,59,344,0.09473,0.16599
2015,Mecklenburg-Western Pomerania,No migration background,"No, definitely not",0.72413,162,208,0.66324,0.78502
2015,Mecklenburg-Western Pomerania,No migration background,"Yes, definitely",0.16446,46,208,0.11396,0.21495
2015,Saxony,No migration background,"No, definitely not",0.75802,389,497,0.72032,0.79571
2015,Saxony,No migration background,"Yes, definitely",0.16739,108,497,0.13453,0.20024
2015,Saxony-Anhalt,No migration background,"No, definitely not",0.74202,242,314,0.69355,0.79049
2015,Saxony-Anhalt,No migration background,"Yes, definitely",0.15595,72,314,0.11576,0.19615
2015,Thuringa,No migration background,"No, definitely not",0.74752,265,328,0.70043,0.79461
2015,Thuringa,No migration background,"Yes, definitely",0.17970,63,328,0.13808,0.22131
2016,Schleswig-Holstein,No migration background,"No, definitely not",0.74252,156,219,0.68448,0.80057
2016,Schleswig-Holstein,No migration background,"Yes, definitely",0.18727,63,219,0.13548,0.23905
2016,Schleswig-Holstein,Direct migration background,"No, definitely not",0.62381,46,218,0.55936,0.68827
2016,Schleswig-Holstein,Direct migration background,Probably,0.08674,53,218,0.04929,0.12419
2016,Schleswig-Holstein,Direct migration background,"Yes, definitely",0.17159,119,218,0.12143,0.22176
2016,Hamburg,No migration background,"No, definitely not",0.87479,87,87,0.80484,0.94474
2016,Hamburg,Direct migration background,"Yes, definitely",0.18087,36,36,0.05335,0.30839
2016,Lower Saxony,No migration background,"No, definitely not",0.78032,499,657,0.74864,0.81200
2016,Lower Saxony,No migration background,Probably,0.04320,38,657,0.02764,0.05876
2016,Lower Saxony,No migration background,"Yes, definitely",0.13908,120,657,0.11260,0.16556
2016,Lower Saxony,Direct migration background,"No, definitely not",0.46197,82,433,0.41496,0.50899
2016,Lower Saxony,Direct migration background,Probably,0.10190,82,433,0.07337,0.13043
2016,Lower Saxony,Direct migration background,"Yes, definitely",0.39548,269,433,0.34937,0.44159
2016,Bremen,Direct migration background,"Yes, definitely",0.54592,46,46,0.40045,0.69139
2016,North Rhine-Westphalia,No migration background,"No, definitely not",0.77407,907,1273,0.75108,0.79705
2016,North Rhine-Westphalia,No migration background,Probably not,0.02454,54,1273,0.01604,0.03304
2016,North Rhine-Westphalia,No migration background,Probably,0.04392,76,1273,0.03266,0.05518
2016,North Rhine-Westphalia,No migration background,"Yes, definitely",0.15748,236,1273,0.13746,0.17749
2016,North Rhine-Westphalia,Direct migration background,"No, definitely not",0.57599,207,1068,0.54634,0.60565
2016,North Rhine-Westphalia,Direct migration background,Probably not,0.06404,74,1068,0.04935,0.07873
2016,North Rhine-Westphalia,Direct migration background,Probably,0.08358,171,1068,0.06698,0.10019
2016,North Rhine-Westphalia,Direct migration background,"Yes, definitely",0.27638,616,1068,0.24954,0.30321
2016,North Rhine-Westphalia,Indirect migration background,"Yes, definitely",0.72805,96,96,0.63858,0.81753
2016,Hesse,No migration background,"No, definitely not",0.72935,281,355,0.68306,0.77563
2016,Hesse,No migration background,"Yes, definitely",0.15616,74,355,0.11835,0.19398
2016,Hesse,Direct migration background,"No, definitely not",0.49895,64,315,0.44365,0.55426
2016,Hesse,Direct migration background,Probably,0.14661,45,315,0.10748,0.18573
2016,Hesse,Direct migration background,"Yes, definitely",0.31521,206,315,0.26382,0.36659
2016,"Rhineland-Palatinate, Saarland",No migration background,"No, definitely not",0.79453,299,365,0.75302,0.83604
2016,"Rhineland-Palatinate, Saarland",No migration background,"Yes, definitely",0.14058,66,365,0.10487,0.17629
2016,"Rhineland-Palatinate, Saarland",Direct migration background,"No, definitely not",0.51095,61,335,0.45734,0.56456
2016,"Rhineland-Palatinate, Saarland",Direct migration background,Probably,0.11978,70,335,0.08495,0.15460
2016,"Rhineland-Palatinate, Saarland",Direct migration background,"Yes, definitely",0.35059,204,335,0.29942,0.40177
2016,Baden-Wuerttemberg,No migration background,"No, definitely not",0.81161,461,583,0.77984,0.84338
2016,Baden-Wuerttemberg,No migration background,"Yes, definitely",0.10721,122,583,0.08208,0.13235
2016,Baden-Wuerttemberg,Direct migration background,"No, definitely not",0.56941,101,476,0.52488,0.61394
2016,Baden-Wuerttemberg,Direct migration background,Probably,0.08436,105,476,0.05936,0.10935
2016,Baden-Wuerttemberg,Direct migration background,"Yes, definitely",0.30797,270,476,0.26645,0.34949
2016,Baden-Wuerttemberg,Indirect migration background,"Yes, definitely",0.77866,67,67,0.67850,0.87882
2016,Bavaria,No migration background,"No, definitely not",0.78007,719,934,0.75349,0.80664
2016,Bavaria,No migration background,Probably,0.02745,43,934,0.01697,0.03794
2016,Bavaria,No migration background,"Yes, definitely",0.17477,172,934,0.15041,0.19914
2016,Bavaria,Direct migration background,"No, definitely not",0.60343,142,535,0.56194,0.64492
2016,Bavaria,Direct migration background,Probably,0.06961,93,535,0.04803,0.09120
2016,Bavaria,Direct migration background,"Yes, definitely",0.29644,300,535,0.25770,0.33517
2016,Bavaria,Indirect migration background,"Yes, definitely",0.52623,31,31,0.34756,0.70491
2016,Berlin,No migration background,"No, definitely not",0.66940,201,267,0.61286,0.72593
2016,Berlin,No migration background,"Yes, definitely",0.23172,66,267,0.18102,0.28243
2016,Berlin,Direct migration background,Probably,0.17639,34,111,0.10516,0.24762
2016,Berlin,Direct migration background,"Yes, definitely",0.38050,77,111,0.28977,0.47123
2016,Brandenburg,No migration background,"No, definitely not",0.78700,271,316,0.74178,0.83221
2016,Brandenburg,No migration background,"Yes, definitely",0.07363,45,316,0.04479,0.10247
2016,Brandenburg,Direct migration background,Probably,0.17160,31,115,0.10239,0.24081
2016,Brandenburg,Direct migration background,"Yes, definitely",0.37021,84,115,0.28157,0.45885
2016,Mecklenburg-Western Pomerania,No migration background,"No, definitely not",0.74957,150,189,0.68763,0.81150
2016,Mecklenburg-Western Pomerania,No migration background,"Yes, definitely",0.14323,39,189,0.09315,0.19330
2016,Mecklenburg-Western Pomerania,Direct migration background,"Yes, definitely",0.47772,52,52,0.34063,0.61481
2016,Saxony,No migration background,"No, definitely not",0.70844,374,479,0.66770,0.74918
2016,Saxony,No migration background,"Yes, definitely",0.21250,105,479,0.17583,0.24917
2016,Saxony,Direct migration background,Probably,0.05058,32,130,0.01277,0.08840
2016,Saxony,Direct migration background,"Yes, definitely",0.24320,98,130,0.16917,0.31724
2016,Saxony-Anhalt,No migration background,"No, definitely not",0.71654,218,289,0.66449,0.76859
2016,Saxony-Anhalt,No migration background,"Yes, definitely",0.19194,71,289,0.14645,0.23742
2016,Saxony-Anhalt,Direct migration background,"Yes, definitely",0.43926,68,68,0.32042,0.55810
2016,Thuringa,No migration background,"No, definitely not",0.75384,257,306,0.70550,0.80219
2016,Thuringa,No migration background,"Yes, definitely",0.15881,49,306,0.11779,0.19983
2016,Thuringa,Direct migration background,"Yes, definitely",0.60037,63,63,0.47845,0.72230
2017,Schleswig-Holstein,No migration background,"No, definitely not",0.79537,176,244,0.74464,0.84609
2017,Schleswig-Holstein,No migration background,"Yes, definitely",0.16788,68,244,0.12089,0.21488
2017,Schleswig-Holstein,Direct migration background,"No, definitely not",0.68365,45,247,0.62554,0.74177
2017,Schleswig-Holstein,Direct migration background,Probably,0.04164,41,247,0.01668,0.06660
2017,Schleswig-Holstein,Direct migration background,"Yes, definitely",0.25824,161,247,0.20355,0.31294
2017,Hamburg,No migration background,"No, definitely not",0.88910,85,85,0.82195,0.95625
2017,Hamburg,Direct migration background,"Yes, definitely",0.33690,64,64,0.22019,0.45362
2017,Lower Saxony,No migration background,"No, definitely not",0.76297,512,709,0.73164,0.79429
2017,Lower Saxony,No migration background,Probably,0.03966,42,709,0.02529,0.05404
2017,Lower Saxony,No migration background,"Yes, definitely",0.17129,155,709,0.14354,0.19904
2017,Lower Saxony,Direct migration background,"No, definitely not",0.49237,87,596,0.45220,0.53254
2017,Lower Saxony,Direct migration background,Probably not,0.02812,31,596,0.01484,0.04140
2017,Lower Saxony,Direct migration background,Probably,0.10626,104,596,0.08150,0.13102
2017,Lower Saxony,Direct migration background,"Yes, definitely",0.37325,374,596,0.33438,0.41211
2017,Bremen,No migration background,"No, definitely not",0.73645,33,33,0.58380,0.88910
2017,Bremen,Direct migration background,Probably,0.12452,44,44,0.02583,0.22320
2017,North Rhine-Westphalia,No migration background,"No, definitely not",0.77361,961,1383,0.75154,0.79567
2017,North Rhine-Westphalia,No migration background,Probably not,0.03980,62,1383,0.02949,0.05010
2017,North Rhine-Westphalia,No migration background,Probably,0.03932,78,1383,0.02907,0.04957
2017,North Rhine-Westphalia,No migration background,"Yes, definitely",0.14727,282,1383,0.12859,0.16596
2017,North Rhine-Westphalia,Direct migration background,"No, definitely not",0.50060,224,1292,0.47333,0.52788
2017,North Rhine-Westphalia,Direct migration background,Probably not,0.06821,57,1292,0.05446,0.08197
2017,North Rhine-Westphalia,Direct migration background,Probably,0.06849,195,1292,0.05472,0.08227
2017,North Rhine-Westphalia,Direct migration background,"Yes, definitely",0.36269,816,1292,0.33646,0.38892
2017,North Rhine-Westphalia,Indirect migration background,"Yes, definitely",0.74546,120,120,0.66719,0.82373
2017,Hesse,No migration background,"No, definitely not",0.72615,281,379,0.68119,0.77110
2017,Hesse,No migration background,"Yes, definitely",0.17815,98,379,0.13958,0.21673
2017,Hesse,Direct migration background,"No, definitely not",0.42881,75,418,0.38131,0.47631
2017,Hesse,Direct migration background,Probably,0.20463,81,418,0.16591,0.24335
2017,Hesse,Direct migration background,"Yes, definitely",0.26479,262,418,0.22244,0.30713
2017,Hesse,Indirect migration background,"Yes, definitely",0.79167,33,33,0.65095,0.93238
2017,"Rhineland-Palatinate, Saarland",No migration background,"No, definitely not",0.79888,313,384,0.75873,0.83902
2017,"Rhineland-Palatinate, Saarland",No migration background,"Yes, definitely",0.13450,71,384,0.10033,0.16867
2017,"Rhineland-Palatinate, Saarland",Direct migration background,"No, definitely not",0.57810,59,296,0.52174,0.63446
2017,"Rhineland-Palatinate, Saarland",Direct migration background,Probably,0.08993,51,296,0.05728,0.12258
2017,"Rhineland-Palatinate, Saarland",Direct migration background,"Yes, definitely",0.32491,186,296,0.27147,0.37836
2017,Baden-Wuerttemberg,No migration background,"No, definitely not",0.79053,486,647,0.75914,0.82191
2017,Baden-Wuerttemberg,No migration background,Probably,0.03989,35,647,0.02479,0.05498
2017,Baden-Wuerttemberg,No migration background,"Yes, definitely",0.12717,126,647,0.10148,0.15286
2017,Baden-Wuerttemberg,Direct migration background,"No, definitely not",0.58275,102,523,0.54045,0.62506
2017,Baden-Wuerttemberg,Direct migration background,Probably,0.07596,90,523,0.05323,0.09868
2017,Baden-Wuerttemberg,Direct migration background,"Yes, definitely",0.27407,331,523,0.23581,0.31234
2017,Baden-Wuerttemberg,Indirect migration background,"Yes, definitely",0.68898,48,48,0.55664,0.82132
2017,Bavaria,No migration background,"No, definitely not",0.79631,732,990,0.77121,0.82141
2017,Bavaria,No migration background,Probably not,0.03874,42,990,0.02671,0.05077
2017,Bavaria,No migration background,Probably,0.02830,45,990,0.01796,0.03863
2017,Bavaria,No migration background,"Yes, definitely",0.13664,171,990,0.11524,0.15805
2017,Bavaria,Direct migration background,"No, definitely not",0.58095,143,581,0.54080,0.62111
2017,Bavaria,Direct migration background,Probably not,0.04071,31,581,0.02463,0.05679
2017,Bavaria,Direct migration background,Probably,0.07691,89,581,0.05523,0.09860
2017,Bavaria,Direct migration background,"Yes, definitely",0.30143,318,581,0.26408,0.33877
2017,Bavaria,Indirect migration background,"Yes, definitely",0.53263,39,39,0.37399,0.69126
2017,Berlin,No migration background,"No, definitely not",0.66120,213,273,0.60495,0.71745
2017,Berlin,No migration background,"Yes, definitely",0.23546,60,273,0.18504,0.28589
2017,Berlin,Direct migration background,"Yes, definitely",0.45059,82,82,0.34224,0.55895
2017,Brandenburg,No migration background,"No, definitely not",0.80748,299,350,0.76611,0.84884
2017,Brandenburg,No migration background,"Yes, definitely",0.08753,51,350,0.05788,0.11717
2017,Brandenburg,Direct migration background,"Yes, definitely",0.38487,104,104,0.29090,0.47884
2017,Mecklenburg-Western Pomerania,No migration background,"No, definitely not",0.71801,171,222,0.65868,0.77733
2017,Mecklenburg-Western Pomerania,No migration background,"Yes, definitely",0.19911,51,222,0.14646,0.25176
2017,Saxony,No migration background,"No, definitely not",0.71151,400,559,0.67392,0.74910
2017,Saxony,No migration background,Probably,0.06683,37,559,0.04611,0.08755
2017,Saxony,No migration background,"Yes, definitely",0.18747,122,559,0.15509,0.21986
2017,Saxony,Direct migration background,"Yes, definitely",0.57757,119,119,0.48844,0.66669
2017,Saxony-Anhalt,No migration background,"No, definitely not",0.74494,235,311,0.69642,0.79346
2017,Saxony-Anhalt,No migration background,"Yes, definitely",0.16687,76,311,0.12536,0.20837
2017,Saxony-Anhalt,Direct migration background,"Yes, definitely",0.42770,83,83,0.32061,0.53478
2017,Thuringa,No migration background,"No, definitely not",0.71592,255,313,0.66587,0.76596
2017,Thuringa,No migration background,"Yes, definitely",0.21715,58,313,0.17140,0.26291
2017,Thuringa,Direct migration background,"Yes, definitely",0.62744,70,70,0.51336,0.74152
2018,Schleswig-Holstein,No migration background,"No, definitely not",0.82594,170,223,0.77606,0.87582
2018,Schleswig-Holstein,No migration background,"Yes, definitely",0.13740,53,223,0.09212,0.18269
2018,Schleswig-Holstein,Direct migration background,"No, definitely not",0.67150,39,171,0.60089,0.74210
2018,Schleswig-Holstein,Direct migration background,Probably,0.06726,46,171,0.02961,0.10492
2018,Schleswig-Holstein,Direct migration background,"Yes, definitely",0.12941,86,171,0.07895,0.17987
2018,Hamburg,No migration background,"No, definitely not",0.82057,90,90,0.74085,0.90029
2018,Hamburg,Direct migration background,"Yes, definitely",0.29519,32,32,0.13462,0.45576
2018,Lower Saxony,No migration background,"No, definitely not",0.80214,487,662,0.77177,0.83251
2018,Lower Saxony,No migration background,Probably,0.03275,32,662,0.01918,0.04632
2018,Lower Saxony,No migration background,"Yes, definitely",0.13687,143,662,0.11067,0.16307
2018,Lower Saxony,Direct migration background,"No, definitely not",0.51331,88,520,0.47031,0.55631
2018,Lower Saxony,Direct migration background,Probably,0.10667,86,520,0.08011,0.13322
2018,Lower Saxony,Direct migration background,"Yes, definitely",0.35711,346,520,0.31589,0.39833
2018,Lower Saxony,Indirect migration background,"Yes, definitely",0.68639,31,31,0.52036,0.85242
2018,Bremen,No migration background,"No, definitely not",0.78217,37,37,0.64733,0.91701
2018,Bremen,Direct migration background,Probably,0.10761,46,46,0.01707,0.19816
2018,North Rhine-Westphalia,No migration background,"No, definitely not",0.78428,976,1382,0.76259,0.80597
2018,North Rhine-Westphalia,No migration background,Probably not,0.02595,54,1382,0.01756,0.03433
2018,North Rhine-Westphalia,No migration background,Probably,0.03059,64,1382,0.02151,0.03967
2018,North Rhine-Westphalia,No migration background,"Yes, definitely",0.15918,288,1382,0.13989,0.17848
2018,North Rhine-Westphalia,Direct migration background,"No, definitely not",0.53790,219,1081,0.50817,0.56764
2018,North Rhine-Westphalia,Direct migration background,Probably not,0.05208,41,1081,0.03882,0.06533
2018,North Rhine-Westphalia,Direct migration background,Probably,0.08620,170,1081,0.06946,0.10294
2018,North Rhine-Westphalia,Direct migration background,"Yes, definitely",0.32382,651,1081,0.29591,0.35173
2018,North Rhine-Westphalia,Indirect migration background,"Yes, definitely",0.73725,125,125,0.65978,0.81471
2018,Hesse,No migration background,"No, definitely not",0.71906,270,363,0.67276,0.76536
2018,Hesse,No migration background,"Yes, definitely",0.17779,93,363,0.13840,0.21717
2018,Hesse,Direct migration background,"No, definitely not",0.46534,68,400,0.41639,0.51428
2018,Hesse,Direct migration background,Probably,0.15571,80,400,0.12013,0.19129
2018,Hesse,Direct migration background,"Yes, definitely",0.34554,252,400,0.29888,0.39221
2018,"Rhineland-Palatinate, Saarland",No migration background,"No, definitely not",0.83351,306,371,0.79555,0.87146
2018,"Rhineland-Palatinate, Saarland",No migration background,"Yes, definitely",0.10452,65,371,0.07334,0.13569
2018,"Rhineland-Palatinate, Saarland",Direct migration background,"No, definitely not",0.57142,46,239,0.50855,0.63429
2018,"Rhineland-Palatinate, Saarland",Direct migration background,Probably,0.17317,49,239,0.12509,0.22124
2018,"Rhineland-Palatinate, Saarland",Direct migration background,"Yes, definitely",0.23443,144,239,0.18061,0.28826
2018,Baden-Wuerttemberg,No migration background,"No, definitely not",0.78160,469,588,0.74818,0.81503
2018,Baden-Wuerttemberg,No migration background,"Yes, definitely",0.13599,119,588,0.10826,0.16372
2018,Baden-Wuerttemberg,Direct migration background,"No, definitely not",0.57073,101,428,0.52378,0.61768
2018,Baden-Wuerttemberg,Direct migration background,Probably,0.06611,80,428,0.04254,0.08968
