,Unnamed: 0,year,bula_h,plb0417_v2,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
961,961,2017,Thuringa,"Yes, definitely",0.25113,134,12484,0.17355,0.33787
962,962,2018,Schleswig-Holstein,"No, definitely not",0.81671,212,11613,0.71867,0.92557
963,963,2018,Schleswig-Holstein,Probably,0.02934,60,11613,0.01891,0.04273
964,964,2018,Schleswig-Holstein,"Yes, definitely",0.15395,149,11613,0.1234,0.18454
965,965,2018,Hamburg,"No, definitely not",0.77745,108,11613,0.65145,0.91462
966,966,2018,Hamburg,"Yes, definitely",0.22255,73,11613,0.16369,0.29359
967,967,2018,Lower Saxony,"No, definitely not",0.74171,578,11613,0.67884,0.80095
968,968,2018,Lower Saxony,Probably not,0.02776,51,11613,0.01954,0.03553
969,969,2018,Lower Saxony,Probably,0.04738,124,11613,0.03417,0.06302
970,970,2018,Lower Saxony,"Yes, definitely",0.18314,520,11613,0.15274,0.21492
971,971,2018,Bremen,"No, definitely not",0.70308,52,11613,0.48916,0.94476
972,972,2018,Bremen,Probably,0.04209,47,11613,0.02083,0.07251
973,973,2018,Bremen,"Yes, definitely",0.25483,48,11613,0.18075,0.36155
974,974,2018,North Rhine-Westphalia,"No, definitely not",0.6989,1214,11613,0.66448,0.7382
975,975,2018,North Rhine-Westphalia,Probably not,0.03222,104,11613,0.02407,0.04068
976,976,2018,North Rhine-Westphalia,Probably,0.04508,256,11613,0.03662,0.05621
977,977,2018,North Rhine-Westphalia,"Yes, definitely",0.22381,1064,11613,0.19943,0.2435
978,978,2018,Hesse,"No, definitely not",0.62814,340,11613,0.56556,0.6818
979,979,2018,Hesse,Probably not,0.04665,39,11613,0.03171,0.06378
980,980,2018,Hesse,Probably,0.08258,115,11613,0.05583,0.11775
981,981,2018,Hesse,"Yes, definitely",0.24262,366,11613,0.19771,0.29212
982,982,2018,"Rhineland-Palatinate, Saarland","No, definitely not",0.76091,358,11613,0.68399,0.81908
983,983,2018,"Rhineland-Palatinate, Saarland",Probably not,0.04353,32,11613,0.02844,0.0642
984,984,2018,"Rhineland-Palatinate, Saarland",Probably,0.04773,61,11613,0.02726,0.07432
985,985,2018,"Rhineland-Palatinate, Saarland","Yes, definitely",0.14783,224,11613,0.12087,0.17737
986,986,2018,Baden-Wuerttemberg,"No, definitely not",0.71563,580,11613,0.66707,0.77141
987,987,2018,Baden-Wuerttemberg,Probably not,0.03571,46,11613,0.02337,0.05065
988,988,2018,Baden-Wuerttemberg,Probably,0.05704,119,11613,0.04066,0.07646
989,989,2018,Baden-Wuerttemberg,"Yes, definitely",0.19163,405,11613,0.16224,0.22622
990,990,2018,Bavaria,"No, definitely not",0.75407,885,11613,0.70855,0.80651
991,991,2018,Bavaria,Probably not,0.04514,74,11613,0.03513,0.05692
992,992,2018,Bavaria,Probably,0.02937,108,11613,0.02237,0.03827
993,993,2018,Bavaria,"Yes, definitely",0.17143,468,11613,0.14638,0.20206
994,994,2018,Berlin,"No, definitely not",0.66524,232,11613,0.58645,0.74316
995,995,2018,Berlin,Probably,0.06444,33,11613,0.04026,0.09566
996,996,2018,Berlin,"Yes, definitely",0.27033,176,11613,0.21439,0.32326
997,997,2018,Brandenburg,"No, definitely not",0.78587,323,11613,0.70073,0.8655
998,998,2018,Brandenburg,Probably,0.04137,35,11613,0.01707,0.07207
999,999,2018,Brandenburg,"Yes, definitely",0.17277,139,11613,0.13174,0.24971
1000,1000,2018,Mecklenburg-Western Pomerania,"No, definitely not",0.81462,198,11613,0.7185,0.91272
1001,1001,2018,Mecklenburg-Western Pomerania,"Yes, definitely",0.18538,73,11613,0.12362,0.25924
1002,1002,2018,Saxony,"No, definitely not",0.75499,424,11613,0.69478,0.8023
1003,1003,2018,Saxony,Probably,0.04458,63,11613,0.03236,0.0613
1004,1004,2018,Saxony,"Yes, definitely",0.20043,194,11613,0.15118,0.25528
1005,1005,2018,Saxony-Anhalt,"No, definitely not",0.74673,234,11613,0.6703,0.83356
1006,1006,2018,Saxony-Anhalt,Probably,0.06641,40,11613,0.03922,0.0964
1007,1007,2018,Saxony-Anhalt,"Yes, definitely",0.18686,145,11613,0.1369,0.25213
1008,1008,2018,Thuringa,"No, definitely not",0.68121,257,11613,0.60173,0.77431
1009,1009,2018,Thuringa,Probably,0.0847,45,11613,0.04192,0.14087
1010,1010,2018,Thuringa,"Yes, definitely",0.23409,122,11613,0.16391,0.33402
1011,1011,2019,Schleswig-Holstein,"No, definitely not",0.82933,230,10548,0.73215,0.94147
1012,1012,2019,Schleswig-Holstein,"Yes, definitely",0.17067,178,10548,0.13004,0.21057
1013,1013,2019,Hamburg,"No, definitely not",0.82147,128,10548,0.68111,0.97295
1014,1014,2019,Hamburg,"Yes, definitely",0.17853,71,10548,0.12339,0.24348
1015,1015,2019,Lower Saxony,"No, definitely not",0.70358,554,10548,0.64673,0.7641
1016,1016,2019,Lower Saxony,Probably not,0.02613,38,10548,0.0158,0.03818
1017,1017,2019,Lower Saxony,Probably,0.07203,139,10548,0.056,0.09187
1018,1018,2019,Lower Saxony,"Yes, definitely",0.19825,390,10548,0.16022,0.24221
1019,1019,2019,Bremen,"No, definitely not",0.79505,58,10548,0.51825,1.10989
1020,1020,2019,Bremen,"Yes, definitely",0.20495,66,10548,0.14102,0.27937
1021,1021,2019,North Rhine-Westphalia,"No, definitely not",0.70907,1223,10548,0.67231,0.75038
1022,1022,2019,North Rhine-Westphalia,Probably not,0.04507,107,10548,0.03293,0.05991
1023,1023,2019,North Rhine-Westphalia,Probably,0.05387,230,10548,0.0415,0.06935
1024,1024,2019,North Rhine-Westphalia,"Yes, definitely",0.192,869,10548,0.1659,0.2182
1025,1025,2019,Hesse,"No, definitely not",0.66079,313,10548,0.60009,0.73186
1026,1026,2019,Hesse,Probably not,0.05199,37,10548,0.03187,0.08034
1027,1027,2019,Hesse,Probably,0.0633,71,10548,0.03697,0.09145
1028,1028,2019,Hesse,"Yes, definitely",0.22393,267,10548,0.16483,0.30318
1029,1029,2019,"Rhineland-Palatinate, Saarland","No, definitely not",0.78508,355,10548,0.71706,0.86402
1030,1030,2019,"Rhineland-Palatinate, Saarland",Probably,0.04999,74,10548,0.03301,0.06854
1031,1031,2019,"Rhineland-Palatinate, Saarland","Yes, definitely",0.16493,180,10548,0.13174,0.20415
1032,1032,2019,Baden-Wuerttemberg,"No, definitely not",0.70428,555,10548,0.64582,0.76707
1033,1033,2019,Baden-Wuerttemberg,Probably not,0.0498,39,10548,0.03263,0.06831
1034,1034,2019,Baden-Wuerttemberg,Probably,0.04858,69,10548,0.03282,0.06645
1035,1035,2019,Baden-Wuerttemberg,"Yes, definitely",0.19734,408,10548,0.1675,0.22941
1036,1036,2019,Bavaria,"No, definitely not",0.77156,871,10548,0.72119,0.82815
1037,1037,2019,Bavaria,Probably not,0.03468,50,10548,0.02047,0.04764
1038,1038,2019,Bavaria,Probably,0.03645,112,10548,0.02771,0.05213
1039,1039,2019,Bavaria,"Yes, definitely",0.15731,382,10548,0.13248,0.18367
1040,1040,2019,Berlin,"No, definitely not",0.66215,213,10548,0.56897,0.75793
1041,1041,2019,Berlin,Probably,0.07187,40,10548,0.05097,0.09389
1042,1042,2019,Berlin,"Yes, definitely",0.26598,124,10548,0.19681,0.35949
1043,1043,2019,Brandenburg,"No, definitely not",0.76746,341,10548,0.67687,0.85735
1044,1044,2019,Brandenburg,Probably,0.07394,43,10548,0.04514,0.11177
1045,1045,2019,Brandenburg,"Yes, definitely",0.1586,113,10548,0.11335,0.21104
1046,1046,2019,Mecklenburg-Western Pomerania,"No, definitely not",0.84979,197,10548,0.73632,0.97585
1047,1047,2019,Mecklenburg-Western Pomerania,"Yes, definitely",0.15021,59,10548,0.1001,0.19705
1048,1048,2019,Saxony,"No, definitely not",0.76969,403,10548,0.71133,0.83793
1049,1049,2019,Saxony,Probably,0.03946,53,10548,0.02549,0.05649
1050,1050,2019,Saxony,"Yes, definitely",0.19085,151,10548,0.14655,0.24737
1051,1051,2019,Saxony-Anhalt,"No, definitely not",0.77218,234,10548,0.66926,0.88967
1052,1052,2019,Saxony-Anhalt,Probably,0.11092,47,10548,0.06041,0.17566
1053,1053,2019,Saxony-Anhalt,"Yes, definitely",0.1169,127,10548,0.09306,0.14476
1054,1054,2019,Thuringa,"No, definitely not",0.71828,245,10548,0.63187,0.81401
1055,1055,2019,Thuringa,"Yes, definitely",0.28172,94,10548,0.18821,0.36951
1056,1056,2020,Schleswig-Holstein,"No, definitely not",0.78408,212,10537,0.68294,0.89076
1057,1057,2020,Schleswig-Holstein,Probably,0.0357,40,10537,0.02031,0.05684
1058,1058,2020,Schleswig-Holstein,"Yes, definitely",0.18022,138,10537,0.13532,0.22903
1059,1059,2020,Hamburg,"No, definitely not",0.84553,111,10537,0.69167,0.9916
1060,1060,2020,Hamburg,"Yes, definitely",0.15447,85,10537,0.10105,0.21181
1061,1061,2020,Lower Saxony,"No, definitely not",0.69444,524,10537,0.6387,0.75437
1062,1062,2020,Lower Saxony,Probably not,0.03466,40,10537,0.0226,0.05113
1063,1063,2020,Lower Saxony,Probably,0.07773,129,10537,0.0447,0.11184
1064,1064,2020,Lower Saxony,"Yes, definitely",0.19316,395,10537,0.15553,0.23673
1065,1065,2020,Bremen,"No, definitely not",0.77858,60,10537,0.51906,1.05903
1066,1066,2020,Bremen,"Yes, definitely",0.22142,72,10537,0.12844,0.3615
1067,1067,2020,North Rhine-Westphalia,"No, definitely not",0.70174,1177,10537,0.65674,0.74057
1068,1068,2020,North Rhine-Westphalia,Probably not,0.03607,124,10537,0.0273,0.04459
1069,1069,2020,North Rhine-Westphalia,Probably,0.05773,284,10537,0.04468,0.0693
1070,1070,2020,North Rhine-Westphalia,"Yes, definitely",0.20446,1007,10537,0.18017,0.23702
1071,1071,2020,Hesse,"No, definitely not",0.65264,309,10537,0.58061,0.71697
1072,1072,2020,Hesse,Probably not,0.06848,42,10537,0.04662,0.09259
1073,1073,2020,Hesse,Probably,0.06706,95,10537,0.04377,0.09372
1074,1074,2020,Hesse,"Yes, definitely",0.21182,263,10537,0.14729,0.28493
1075,1075,2020,"Rhineland-Palatinate, Saarland","No, definitely not",0.83317,335,10537,0.76028,0.92354
1076,1076,2020,"Rhineland-Palatinate, Saarland",Probably,0.0533,55,10537,0.035,0.07269
1077,1077,2020,"Rhineland-Palatinate, Saarland","Yes, definitely",0.11353,203,10537,0.08919,0.1382
1078,1078,2020,Baden-Wuerttemberg,"No, definitely not",0.727,543,10537,0.66554,0.78386
1079,1079,2020,Baden-Wuerttemberg,Probably not,0.04781,36,10537,0.03079,0.06379
1080,1080,2020,Baden-Wuerttemberg,Probably,0.05107,98,10537,0.03636,0.06553
1081,1081,2020,Baden-Wuerttemberg,"Yes, definitely",0.17411,374,10537,0.14084,0.20219
1082,1082,2020,Bavaria,"No, definitely not",0.75283,807,10537,0.69897,0.81358
1083,1083,2020,Bavaria,Probably not,0.03243,66,10537,0.02249,0.04403
1084,1084,2020,Bavaria,Probably,0.03104,84,10537,0.01958,0.04542
1085,1085,2020,Bavaria,"Yes, definitely",0.1837,384,10537,0.15199,0.22284
1086,1086,2020,Berlin,"No, definitely not",0.6495,195,10537,0.56505,0.75274
1087,1087,2020,Berlin,Probably,0.06025,41,10537,0.03243,0.10456
1088,1088,2020,Berlin,"Yes, definitely",0.29025,200,10537,0.21474,0.36507
1089,1089,2020,Brandenburg,"No, definitely not",0.77583,325,10537,0.68937,0.86083
1090,1090,2020,Brandenburg,Probably,0.07735,55,10537,0.04565,0.12023
1091,1091,2020,Brandenburg,"Yes, definitely",0.14682,89,10537,0.08852,0.22372
1092,1092,2020,Mecklenburg-Western Pomerania,"No, definitely not",0.81903,171,10537,0.71498,0.94242
1093,1093,2020,Mecklenburg-Western Pomerania,"Yes, definitely",0.18097,50,10537,0.11352,0.25204
1094,1094,2020,Saxony,"No, definitely not",0.8117,395,10537,0.72943,0.88423
1095,1095,2020,Saxony,"Yes, definitely",0.1883,185,10537,0.14461,0.22967
1096,1096,2020,Saxony-Anhalt,"No, definitely not",0.74015,211,10537,0.64091,0.85683
1097,1097,2020,Saxony-Anhalt,Probably,0.11422,40,10537,0.0623,0.18055
1098,1098,2020,Saxony-Anhalt,"Yes, definitely",0.14563,134,10537,0.11128,0.1982
1099,1099,2020,Thuringa,"No, definitely not",0.72767,231,10537,0.63593,0.83248
1100,1100,2020,Thuringa,Probably,0.06426,31,10537,0.03281,0.10098
1101,1101,2020,Thuringa,"Yes, definitely",0.20806,92,10537,0.14766,0.26923
1102,1102,2021,Schleswig-Holstein,"No, definitely not",0.75165,162,6840,0.61413,0.90384
1103,1103,2021,Schleswig-Holstein,Probably,0.06115,43,6840,0.03557,0.08979
1104,1104,2021,Schleswig-Holstein,"Yes, definitely",0.1872,116,6840,0.13155,0.24687
1105,1105,2021,Hamburg,"No, definitely not",0.81503,106,6840,0.6647,1.01061
1106,1106,2021,Hamburg,"Yes, definitely",0.18497,48,6840,0.09125,0.30714
1107,1107,2021,Lower Saxony,"No, definitely not",0.7268,382,6840,0.65878,0.79276
1108,1108,2021,Lower Saxony,Probably not,0.04763,31,6840,0.03101,0.0679
1109,1109,2021,Lower Saxony,Probably,0.04785,94,6840,0.02865,0.0728
1110,1110,2021,Lower Saxony,"Yes, definitely",0.17771,212,6840,0.13587,0.22629
1111,1111,2021,North Rhine-Westphalia,"No, definitely not",0.65734,802,6840,0.60323,0.69711
1112,1112,2021,North Rhine-Westphalia,Probably not,0.02955,57,6840,0.02165,0.04017
1113,1113,2021,North Rhine-Westphalia,Probably,0.07972,228,6840,0.05704,0.11318
1114,1114,2021,North Rhine-Westphalia,"Yes, definitely",0.23339,534,6840,0.20097,0.26852
1115,1115,2021,Hesse,"No, definitely not",0.64563,191,6840,0.5404,0.76797
1116,1116,2021,Hesse,Probably,0.13351,82,6840,0.06875,0.20629
1117,1117,2021,Hesse,"Yes, definitely",0.22086,167,6840,0.14729,0.31443
1118,1118,2021,"Rhineland-Palatinate, Saarland","No, definitely not",0.76743,206,6840,0.67006,0.86908
1119,1119,2021,"Rhineland-Palatinate, Saarland",Probably,0.07368,54,6840,0.04047,0.10669
1120,1120,2021,"Rhineland-Palatinate, Saarland","Yes, definitely",0.1589,123,6840,0.10759,0.22211
1121,1121,2021,Baden-Wuerttemberg,"No, definitely not",0.74368,377,6840,0.67241,0.81724
1122,1122,2021,Baden-Wuerttemberg,Probably,0.06971,75,6840,0.04295,0.09993
1123,1123,2021,Baden-Wuerttemberg,"Yes, definitely",0.1866,219,6840,0.14251,0.2343
1124,1124,2021,Bavaria,"No, definitely not",0.74197,586,6840,0.66035,0.80389
1125,1125,2021,Bavaria,Probably not,0.04513,52,6840,0.03214,0.05599
1126,1126,2021,Bavaria,Probably,0.06843,79,6840,0.04078,0.10177
1127,1127,2021,Bavaria,"Yes, definitely",0.14448,223,6840,0.11759,0.1688
1128,1128,2021,Berlin,"No, definitely not",0.63281,145,6840,0.52201,0.75831
1129,1129,2021,Berlin,Probably,0.06137,37,6840,0.03197,0.0894
1130,1130,2021,Berlin,"Yes, definitely",0.30582,148,6840,0.23197,0.40201
1131,1131,2021,Brandenburg,"No, definitely not",0.8954,195,6840,0.78215,1.01164
1132,1132,2021,Brandenburg,"Yes, definitely",0.1046,37,6840,0.02982,0.18957
1133,1133,2021,Mecklenburg-Western Pomerania,"No, definitely not",0.8656,126,6840,0.70939,1.05732
1134,1134,2021,Mecklenburg-Western Pomerania,"Yes, definitely",0.1344,35,6840,0.08745,0.18491
1135,1135,2021,Saxony,"No, definitely not",0.75358,290,6840,0.66002,0.84156
1136,1136,2021,Saxony,Probably,0.07732,33,6840,0.04471,0.12258
1137,1137,2021,Saxony,"Yes, definitely",0.1691,101,6840,0.13106,0.23034
1138,1138,2021,Saxony-Anhalt,"No, definitely not",0.84831,154,6840,0.6862,0.99909
1139,1139,2021,Saxony-Anhalt,"Yes, definitely",0.15169,55,6840,0.09996,0.2225
1140,1140,2021,Thuringa,"No, definitely not",0.80513,167,6840,0.69092,0.97713
1141,1141,2021,Thuringa,"Yes, definitely",0.19487,68,6840,0.13547,0.25313
