,Unnamed: 0,year,age_gr,quintil_oecd,plh0040,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
858,858,2009,46-65 y.,2nd Quintile,Very concerned,0.40049,299,17929,0.35914,0.44064
859,859,2009,46-65 y.,2nd Quintile,Somewhat concerned,0.51988,415,17929,0.47751,0.5657
860,860,2009,46-65 y.,2nd Quintile,Not concerned at all,0.07962,70,17929,0.06589,0.09411
861,861,2009,46-65 y.,3rd Quintile,Very concerned,0.37689,377,17929,0.34369,0.41032
862,862,2009,46-65 y.,3rd Quintile,Somewhat concerned,0.53038,555,17929,0.4918,0.57049
863,863,2009,46-65 y.,3rd Quintile,Not concerned at all,0.09273,119,17929,0.07868,0.10777
864,864,2009,46-65 y.,4th Quintile,Very concerned,0.38006,502,17929,0.35315,0.41368
865,865,2009,46-65 y.,4th Quintile,Somewhat concerned,0.52323,748,17929,0.48696,0.56688
866,866,2009,46-65 y.,4th Quintile,Not concerned at all,0.09671,154,17929,0.0841,0.10875
867,867,2009,46-65 y.,5th Quintile,Very concerned,0.25696,580,17929,0.23136,0.28228
868,868,2009,46-65 y.,5th Quintile,Somewhat concerned,0.54855,1228,17929,0.5119,0.59247
869,869,2009,46-65 y.,5th Quintile,Not concerned at all,0.19449,474,17929,0.17509,0.21671
870,870,2009,66 and older,1st Quintile,Very concerned,0.4284,315,17929,0.39926,0.4613
871,871,2009,66 and older,1st Quintile,Somewhat concerned,0.47228,335,17929,0.4383,0.50493
872,872,2009,66 and older,1st Quintile,Not concerned at all,0.09932,67,17929,0.08527,0.11586
873,873,2009,66 and older,2nd Quintile,Very concerned,0.49527,528,17929,0.4674,0.52659
874,874,2009,66 and older,2nd Quintile,Somewhat concerned,0.4459,452,17929,0.41493,0.47329
875,875,2009,66 and older,2nd Quintile,Not concerned at all,0.05882,62,17929,0.04996,0.06844
876,876,2009,66 and older,3rd Quintile,Very concerned,0.45388,388,17929,0.42282,0.48471
877,877,2009,66 and older,3rd Quintile,Somewhat concerned,0.45301,387,17929,0.41261,0.48601
878,878,2009,66 and older,3rd Quintile,Not concerned at all,0.09311,77,17929,0.0805,0.10972
879,879,2009,66 and older,4th Quintile,Very concerned,0.42838,299,17929,0.38895,0.46865
880,880,2009,66 and older,4th Quintile,Somewhat concerned,0.47603,333,17929,0.44034,0.51689
881,881,2009,66 and older,4th Quintile,Not concerned at all,0.09559,60,17929,0.07883,0.1113
882,882,2009,66 and older,5th Quintile,Very concerned,0.29118,239,17929,0.25089,0.32718
883,883,2009,66 and older,5th Quintile,Somewhat concerned,0.59221,470,17929,0.53829,0.63851
884,884,2009,66 and older,5th Quintile,Not concerned at all,0.11661,128,17929,0.10053,0.13626
885,885,2010,17-29 y.,1st Quintile,Very concerned,0.31147,173,16554,0.2509,0.36744
886,886,2010,17-29 y.,1st Quintile,Somewhat concerned,0.43682,278,16554,0.36107,0.49627
887,887,2010,17-29 y.,1st Quintile,Not concerned at all,0.25171,156,16554,0.20848,0.28842
888,888,2010,17-29 y.,2nd Quintile,Very concerned,0.25169,133,16554,0.19823,0.30375
889,889,2010,17-29 y.,2nd Quintile,Somewhat concerned,0.52364,224,16554,0.45093,0.60402
890,890,2010,17-29 y.,2nd Quintile,Not concerned at all,0.22467,104,16554,0.17804,0.27464
891,891,2010,17-29 y.,3rd Quintile,Very concerned,0.28326,121,16554,0.23406,0.34486
892,892,2010,17-29 y.,3rd Quintile,Somewhat concerned,0.50609,274,16554,0.44144,0.56798
893,893,2010,17-29 y.,3rd Quintile,Not concerned at all,0.21065,108,16554,0.16679,0.25646
894,894,2010,17-29 y.,4th Quintile,Very concerned,0.28182,142,16554,0.23725,0.34642
895,895,2010,17-29 y.,4th Quintile,Somewhat concerned,0.44264,228,16554,0.38142,0.50449
896,896,2010,17-29 y.,4th Quintile,Not concerned at all,0.27554,123,16554,0.22249,0.33461
897,897,2010,17-29 y.,5th Quintile,Very concerned,0.22193,100,16554,0.17616,0.25602
898,898,2010,17-29 y.,5th Quintile,Somewhat concerned,0.55688,226,16554,0.47945,0.64559
899,899,2010,17-29 y.,5th Quintile,Not concerned at all,0.22119,110,16554,0.17585,0.2716
900,900,2010,30-45 y.,1st Quintile,Very concerned,0.39411,240,16554,0.32224,0.46376
901,901,2010,30-45 y.,1st Quintile,Somewhat concerned,0.45487,281,16554,0.38176,0.53706
902,902,2010,30-45 y.,1st Quintile,Not concerned at all,0.15102,73,16554,0.10309,0.20567
903,903,2010,30-45 y.,2nd Quintile,Very concerned,0.36124,267,16554,0.30567,0.41712
904,904,2010,30-45 y.,2nd Quintile,Somewhat concerned,0.47435,370,16554,0.41051,0.53786
905,905,2010,30-45 y.,2nd Quintile,Not concerned at all,0.16441,93,16554,0.11191,0.21485
906,906,2010,30-45 y.,3rd Quintile,Very concerned,0.30913,272,16554,0.26245,0.36001
907,907,2010,30-45 y.,3rd Quintile,Somewhat concerned,0.51296,450,16554,0.46089,0.56575
908,908,2010,30-45 y.,3rd Quintile,Not concerned at all,0.1779,140,16554,0.14456,0.20742
909,909,2010,30-45 y.,4th Quintile,Very concerned,0.26286,269,16554,0.22578,0.3022
910,910,2010,30-45 y.,4th Quintile,Somewhat concerned,0.51139,484,16554,0.45759,0.55847
911,911,2010,30-45 y.,4th Quintile,Not concerned at all,0.22575,178,16554,0.18782,0.26034
912,912,2010,30-45 y.,5th Quintile,Very concerned,0.21973,198,16554,0.18687,0.25376
913,913,2010,30-45 y.,5th Quintile,Somewhat concerned,0.48317,493,16554,0.43079,0.53562
914,914,2010,30-45 y.,5th Quintile,Not concerned at all,0.29711,281,16554,0.26225,0.3351
915,915,2010,46-65 y.,1st Quintile,Very concerned,0.47394,338,16554,0.42101,0.52016
916,916,2010,46-65 y.,1st Quintile,Somewhat concerned,0.43339,312,16554,0.39159,0.47522
917,917,2010,46-65 y.,1st Quintile,Not concerned at all,0.09267,74,16554,0.07269,0.11457
918,918,2010,46-65 y.,2nd Quintile,Very concerned,0.44839,376,16554,0.41083,0.49793
919,919,2010,46-65 y.,2nd Quintile,Somewhat concerned,0.45674,369,16554,0.41477,0.49451
920,920,2010,46-65 y.,2nd Quintile,Not concerned at all,0.09488,77,16554,0.0779,0.11457
921,921,2010,46-65 y.,3rd Quintile,Very concerned,0.42386,379,16554,0.38614,0.46935
922,922,2010,46-65 y.,3rd Quintile,Somewhat concerned,0.48407,500,16554,0.44987,0.53228
923,923,2010,46-65 y.,3rd Quintile,Not concerned at all,0.09206,90,16554,0.07462,0.11683
924,924,2010,46-65 y.,4th Quintile,Very concerned,0.3826,511,16554,0.35428,0.40983
925,925,2010,46-65 y.,4th Quintile,Somewhat concerned,0.49226,647,16554,0.45419,0.53527
926,926,2010,46-65 y.,4th Quintile,Not concerned at all,0.12514,149,16554,0.10438,0.14067
927,927,2010,46-65 y.,5th Quintile,Very concerned,0.29538,599,16554,0.27352,0.32149
928,928,2010,46-65 y.,5th Quintile,Somewhat concerned,0.52334,1129,16554,0.4884,0.55378
929,929,2010,46-65 y.,5th Quintile,Not concerned at all,0.18128,433,16554,0.16376,0.2009
930,930,2010,66 and older,1st Quintile,Very concerned,0.52657,368,16554,0.49003,0.57045
931,931,2010,66 and older,1st Quintile,Somewhat concerned,0.38913,279,16554,0.35764,0.42139
932,932,2010,66 and older,1st Quintile,Not concerned at all,0.0843,63,16554,0.07057,0.09733
933,933,2010,66 and older,2nd Quintile,Very concerned,0.54651,536,16554,0.51336,0.57854
934,934,2010,66 and older,2nd Quintile,Somewhat concerned,0.40237,375,16554,0.37574,0.42864
935,935,2010,66 and older,2nd Quintile,Not concerned at all,0.05112,52,16554,0.04324,0.06049
936,936,2010,66 and older,3rd Quintile,Very concerned,0.54298,459,16554,0.5047,0.57836
937,937,2010,66 and older,3rd Quintile,Somewhat concerned,0.39958,325,16554,0.36792,0.43189
938,938,2010,66 and older,3rd Quintile,Not concerned at all,0.05744,47,16554,0.04617,0.06865
939,939,2010,66 and older,4th Quintile,Very concerned,0.49183,341,16554,0.44425,0.53264
940,940,2010,66 and older,4th Quintile,Somewhat concerned,0.43038,295,16554,0.38992,0.47402
941,941,2010,66 and older,4th Quintile,Not concerned at all,0.07779,51,16554,0.06391,0.09646
942,942,2010,66 and older,5th Quintile,Very concerned,0.37218,275,16554,0.3305,0.40966
943,943,2010,66 and older,5th Quintile,Somewhat concerned,0.51928,422,16554,0.47054,0.57372
944,944,2010,66 and older,5th Quintile,Not concerned at all,0.10854,94,16554,0.08489,0.13298
945,945,2011,17-29 y.,1st Quintile,Very concerned,0.26291,140,15569,0.21182,0.32645
946,946,2011,17-29 y.,1st Quintile,Somewhat concerned,0.49072,257,15569,0.41664,0.57496
947,947,2011,17-29 y.,1st Quintile,Not concerned at all,0.24637,128,15569,0.19841,0.30216
948,948,2011,17-29 y.,2nd Quintile,Very concerned,0.18628,94,15569,0.14397,0.23655
949,949,2011,17-29 y.,2nd Quintile,Somewhat concerned,0.4757,206,15569,0.41174,0.55093
950,950,2011,17-29 y.,2nd Quintile,Not concerned at all,0.33802,120,15569,0.2765,0.40433
951,951,2011,17-29 y.,3rd Quintile,Very concerned,0.26783,109,15569,0.21703,0.32821
952,952,2011,17-29 y.,3rd Quintile,Somewhat concerned,0.47359,233,15569,0.40161,0.54596
953,953,2011,17-29 y.,3rd Quintile,Not concerned at all,0.25858,136,15569,0.21963,0.30129
954,954,2011,17-29 y.,4th Quintile,Very concerned,0.27416,118,15569,0.22929,0.33446
955,955,2011,17-29 y.,4th Quintile,Somewhat concerned,0.42719,209,15569,0.3579,0.49971
956,956,2011,17-29 y.,4th Quintile,Not concerned at all,0.29865,128,15569,0.2416,0.36477
957,957,2011,17-29 y.,5th Quintile,Very concerned,0.21542,75,15569,0.15072,0.27738
958,958,2011,17-29 y.,5th Quintile,Somewhat concerned,0.52755,194,15569,0.44642,0.61061
959,959,2011,17-29 y.,5th Quintile,Not concerned at all,0.25703,122,15569,0.21214,0.29796
960,960,2011,30-45 y.,1st Quintile,Very concerned,0.35333,190,15569,0.28809,0.42544
961,961,2011,30-45 y.,1st Quintile,Somewhat concerned,0.47696,245,15569,0.39343,0.58692
962,962,2011,30-45 y.,1st Quintile,Not concerned at all,0.16971,65,15569,0.11645,0.24838
963,963,2011,30-45 y.,2nd Quintile,Very concerned,0.30386,199,15569,0.24726,0.3699
964,964,2011,30-45 y.,2nd Quintile,Somewhat concerned,0.53829,364,15569,0.47151,0.62807
965,965,2011,30-45 y.,2nd Quintile,Not concerned at all,0.15784,89,15569,0.11744,0.2037
966,966,2011,30-45 y.,3rd Quintile,Very concerned,0.29816,243,15569,0.24995,0.36064
967,967,2011,30-45 y.,3rd Quintile,Somewhat concerned,0.49056,396,15569,0.42532,0.56131
968,968,2011,30-45 y.,3rd Quintile,Not concerned at all,0.21128,143,15569,0.16917,0.26249
969,969,2011,30-45 y.,4th Quintile,Very concerned,0.27595,228,15569,0.23242,0.31546
970,970,2011,30-45 y.,4th Quintile,Somewhat concerned,0.50974,430,15569,0.44205,0.55876
971,971,2011,30-45 y.,4th Quintile,Not concerned at all,0.21431,184,15569,0.17751,0.25956
972,972,2011,30-45 y.,5th Quintile,Very concerned,0.18156,156,15569,0.1475,0.21664
973,973,2011,30-45 y.,5th Quintile,Somewhat concerned,0.48644,452,15569,0.42789,0.55149
974,974,2011,30-45 y.,5th Quintile,Not concerned at all,0.332,292,15569,0.28776,0.38186
975,975,2011,46-65 y.,1st Quintile,Very concerned,0.44628,305,15569,0.40827,0.49825
976,976,2011,46-65 y.,1st Quintile,Somewhat concerned,0.45224,346,15569,0.40853,0.49438
977,977,2011,46-65 y.,1st Quintile,Not concerned at all,0.10148,82,15569,0.0874,0.11916
978,978,2011,46-65 y.,2nd Quintile,Very concerned,0.35051,290,15569,0.31783,0.3927
979,979,2011,46-65 y.,2nd Quintile,Somewhat concerned,0.52953,356,15569,0.48652,0.59688
980,980,2011,46-65 y.,2nd Quintile,Not concerned at all,0.11996,89,15569,0.09814,0.14226
981,981,2011,46-65 y.,3rd Quintile,Very concerned,0.35025,343,15569,0.31506,0.38495
982,982,2011,46-65 y.,3rd Quintile,Somewhat concerned,0.52702,537,15569,0.48647,0.57232
983,983,2011,46-65 y.,3rd Quintile,Not concerned at all,0.12273,140,15569,0.10791,0.13822
984,984,2011,46-65 y.,4th Quintile,Very concerned,0.36586,460,15569,0.33343,0.39572
985,985,2011,46-65 y.,4th Quintile,Somewhat concerned,0.50529,672,15569,0.46543,0.54386
986,986,2011,46-65 y.,4th Quintile,Not concerned at all,0.12885,169,15569,0.11306,0.15015
987,987,2011,46-65 y.,5th Quintile,Very concerned,0.24257,466,15569,0.21811,0.26968
988,988,2011,46-65 y.,5th Quintile,Somewhat concerned,0.54504,1100,15569,0.50803,0.58002
989,989,2011,46-65 y.,5th Quintile,Not concerned at all,0.21238,497,15569,0.19213,0.23605
990,990,2011,66 and older,1st Quintile,Very concerned,0.48073,344,15569,0.44615,0.51491
991,991,2011,66 and older,1st Quintile,Somewhat concerned,0.42251,271,15569,0.39134,0.46143
992,992,2011,66 and older,1st Quintile,Not concerned at all,0.09676,64,15569,0.07663,0.11566
993,993,2011,66 and older,2nd Quintile,Very concerned,0.49337,457,15569,0.45993,0.52501
994,994,2011,66 and older,2nd Quintile,Somewhat concerned,0.40483,381,15569,0.37288,0.43635
995,995,2011,66 and older,2nd Quintile,Not concerned at all,0.1018,89,15569,0.08696,0.1176
996,996,2011,66 and older,3rd Quintile,Very concerned,0.46249,358,15569,0.42671,0.50116
997,997,2011,66 and older,3rd Quintile,Somewhat concerned,0.44545,351,15569,0.40897,0.48065
998,998,2011,66 and older,3rd Quintile,Not concerned at all,0.09206,74,15569,0.07494,0.10605
999,999,2011,66 and older,4th Quintile,Very concerned,0.4172,263,15569,0.3701,0.45469
1000,1000,2011,66 and older,4th Quintile,Somewhat concerned,0.4849,287,15569,0.44167,0.53295
1001,1001,2011,66 and older,4th Quintile,Not concerned at all,0.0979,55,15569,0.08048,0.11733
1002,1002,2011,66 and older,5th Quintile,Very concerned,0.28772,216,15569,0.25608,0.3193
1003,1003,2011,66 and older,5th Quintile,Somewhat concerned,0.52952,402,15569,0.4742,0.58376
1004,1004,2011,66 and older,5th Quintile,Not concerned at all,0.18276,160,15569,0.1542,0.21485
1005,1005,2012,17-29 y.,1st Quintile,Very concerned,0.25909,174,17940,0.21495,0.30615
1006,1006,2012,17-29 y.,1st Quintile,Somewhat concerned,0.439,296,17940,0.3931,0.49246
1007,1007,2012,17-29 y.,1st Quintile,Not concerned at all,0.30191,194,17940,0.25623,0.34866
1008,1008,2012,17-29 y.,2nd Quintile,Very concerned,0.21089,89,17940,0.17574,0.25672
1009,1009,2012,17-29 y.,2nd Quintile,Somewhat concerned,0.48673,234,17940,0.43175,0.54644
1010,1010,2012,17-29 y.,2nd Quintile,Not concerned at all,0.30238,130,17940,0.25213,0.3645
1011,1011,2012,17-29 y.,3rd Quintile,Very concerned,0.21128,118,17940,0.17302,0.25438
1012,1012,2012,17-29 y.,3rd Quintile,Somewhat concerned,0.52345,248,17940,0.46486,0.57636
1013,1013,2012,17-29 y.,3rd Quintile,Not concerned at all,0.26527,151,17940,0.22424,0.31152
1014,1014,2012,17-29 y.,4th Quintile,Very concerned,0.17022,93,17940,0.13244,0.21507
1015,1015,2012,17-29 y.,4th Quintile,Somewhat concerned,0.5123,239,17940,0.44954,0.57849
1016,1016,2012,17-29 y.,4th Quintile,Not concerned at all,0.31748,163,17940,0.25944,0.3783
1017,1017,2012,17-29 y.,5th Quintile,Very concerned,0.16193,69,17940,0.12769,0.19967
1018,1018,2012,17-29 y.,5th Quintile,Somewhat concerned,0.4608,173,17940,0.39897,0.53068
1019,1019,2012,17-29 y.,5th Quintile,Not concerned at all,0.37727,143,17940,0.32203,0.44409
1020,1020,2012,30-45 y.,1st Quintile,Very concerned,0.32824,245,17940,0.26979,0.38069
1021,1021,2012,30-45 y.,1st Quintile,Somewhat concerned,0.47117,294,17940,0.39439,0.56475
1022,1022,2012,30-45 y.,1st Quintile,Not concerned at all,0.2006,106,17940,0.15616,0.2525
1023,1023,2012,30-45 y.,2nd Quintile,Very concerned,0.31074,223,17940,0.26118,0.35849
1024,1024,2012,30-45 y.,2nd Quintile,Somewhat concerned,0.51129,359,17940,0.44817,0.58133
1025,1025,2012,30-45 y.,2nd Quintile,Not concerned at all,0.17797,119,17940,0.14381,0.21586
1026,1026,2012,30-45 y.,3rd Quintile,Very concerned,0.2661,236,17940,0.22238,0.30345
1027,1027,2012,30-45 y.,3rd Quintile,Somewhat concerned,0.45299,409,17940,0.39593,0.50797
1028,1028,2012,30-45 y.,3rd Quintile,Not concerned at all,0.28091,198,17940,0.23562,0.32444
1029,1029,2012,30-45 y.,4th Quintile,Very concerned,0.18849,186,17940,0.15935,0.22708
1030,1030,2012,30-45 y.,4th Quintile,Somewhat concerned,0.5502,478,17940,0.5008,0.60755
1031,1031,2012,30-45 y.,4th Quintile,Not concerned at all,0.26131,223,17940,0.22878,0.29705
1032,1032,2012,30-45 y.,5th Quintile,Very concerned,0.18178,156,17940,0.15354,0.20883
1033,1033,2012,30-45 y.,5th Quintile,Somewhat concerned,0.46681,445,17940,0.41251,0.52295
1034,1034,2012,30-45 y.,5th Quintile,Not concerned at all,0.35141,340,17940,0.31196,0.38427
1035,1035,2012,46-65 y.,1st Quintile,Very concerned,0.37371,384,17940,0.34433,0.40947
1036,1036,2012,46-65 y.,1st Quintile,Somewhat concerned,0.49161,418,17940,0.45141,0.53058
1037,1037,2012,46-65 y.,1st Quintile,Not concerned at all,0.13469,121,17940,0.11452,0.15994
1038,1038,2012,46-65 y.,2nd Quintile,Very concerned,0.3413,316,17940,0.30586,0.37662
1039,1039,2012,46-65 y.,2nd Quintile,Somewhat concerned,0.53057,455,17940,0.48782,0.56975
1040,1040,2012,46-65 y.,2nd Quintile,Not concerned at all,0.12814,123,17940,0.1082,0.14839
1041,1041,2012,46-65 y.,3rd Quintile,Very concerned,0.39228,424,17940,0.35997,0.42293
1042,1042,2012,46-65 y.,3rd Quintile,Somewhat concerned,0.4879,611,17940,0.4562,0.53155
1043,1043,2012,46-65 y.,3rd Quintile,Not concerned at all,0.11982,168,17940,0.10655,0.13597
1044,1044,2012,46-65 y.,4th Quintile,Very concerned,0.30782,428,17940,0.28171,0.33516
1045,1045,2012,46-65 y.,4th Quintile,Somewhat concerned,0.53876,863,17940,0.50988,0.57318
1046,1046,2012,46-65 y.,4th Quintile,Not concerned at all,0.15342,251,17940,0.13258,0.16765
1047,1047,2012,46-65 y.,5th Quintile,Very concerned,0.22383,502,17940,0.20372,0.24564
1048,1048,2012,46-65 y.,5th Quintile,Somewhat concerned,0.514,1202,17940,0.48331,0.54706
1049,1049,2012,46-65 y.,5th Quintile,Not concerned at all,0.26217,607,17940,0.2378,0.28364
1050,1050,2012,66 and older,1st Quintile,Very concerned,0.45121,365,17940,0.41891,0.48384
1051,1051,2012,66 and older,1st Quintile,Somewhat concerned,0.43,330,17940,0.40104,0.46458
1052,1052,2012,66 and older,1st Quintile,Not concerned at all,0.11879,82,17940,0.10215,0.13694
1053,1053,2012,66 and older,2nd Quintile,Very concerned,0.46902,555,17940,0.44367,0.49356
1054,1054,2012,66 and older,2nd Quintile,Somewhat concerned,0.43809,482,17940,0.40842,0.46107
1055,1055,2012,66 and older,2nd Quintile,Not concerned at all,0.0929,96,17940,0.07775,0.11107
1056,1056,2012,66 and older,3rd Quintile,Very concerned,0.46845,429,17940,0.44012,0.497
1057,1057,2012,66 and older,3rd Quintile,Somewhat concerned,0.44039,417,17940,0.41186,0.46549
1058,1058,2012,66 and older,3rd Quintile,Not concerned at all,0.09116,72,17940,0.07741,0.1089
1059,1059,2012,66 and older,4th Quintile,Very concerned,0.39117,311,17940,0.36046,0.42814
1060,1060,2012,66 and older,4th Quintile,Somewhat concerned,0.4851,415,17940,0.44769,0.51606
1061,1061,2012,66 and older,4th Quintile,Not concerned at all,0.12373,109,17940,0.10982,0.13885
1062,1062,2012,66 and older,5th Quintile,Very concerned,0.27105,209,17940,0.2401,0.30741
1063,1063,2012,66 and older,5th Quintile,Somewhat concerned,0.54309,494,17940,0.49865,0.59275
1064,1064,2012,66 and older,5th Quintile,Not concerned at all,0.18586,170,17940,0.15374,0.21093
1065,1065,2013,17-29 y.,1st Quintile,Very concerned,0.22089,155,18762,0.17792,0.25628
1066,1066,2013,17-29 y.,1st Quintile,Somewhat concerned,0.47581,323,18762,0.42238,0.54118
1067,1067,2013,17-29 y.,1st Quintile,Not concerned at all,0.30331,182,18762,0.25148,0.35667
1068,1068,2013,17-29 y.,2nd Quintile,Very concerned,0.20932,115,18762,0.1662,0.25952
1069,1069,2013,17-29 y.,2nd Quintile,Somewhat concerned,0.40889,209,18762,0.34512,0.48214
1070,1070,2013,17-29 y.,2nd Quintile,Not concerned at all,0.38179,140,18762,0.32792,0.45489
1071,1071,2013,17-29 y.,3rd Quintile,Very concerned,0.17037,97,18762,0.12748,0.21619
1072,1072,2013,17-29 y.,3rd Quintile,Somewhat concerned,0.51968,237,18762,0.45268,0.58798
1073,1073,2013,17-29 y.,3rd Quintile,Not concerned at all,0.30995,149,18762,0.26841,0.36971
1074,1074,2013,17-29 y.,4th Quintile,Very concerned,0.21791,95,18762,0.17713,0.25747
1075,1075,2013,17-29 y.,4th Quintile,Somewhat concerned,0.44261,231,18762,0.38832,0.48692
1076,1076,2013,17-29 y.,4th Quintile,Not concerned at all,0.33948,172,18762,0.28549,0.39279
1077,1077,2013,17-29 y.,5th Quintile,Very concerned,0.15106,70,18762,0.12096,0.18249
1078,1078,2013,17-29 y.,5th Quintile,Somewhat concerned,0.45279,189,18762,0.392,0.51368
1079,1079,2013,17-29 y.,5th Quintile,Not concerned at all,0.39615,154,18762,0.34069,0.46524
1080,1080,2013,30-45 y.,1st Quintile,Very concerned,0.3381,246,18762,0.29226,0.38846
1081,1081,2013,30-45 y.,1st Quintile,Somewhat concerned,0.44999,295,18762,0.38025,0.53104
1082,1082,2013,30-45 y.,1st Quintile,Not concerned at all,0.21191,103,18762,0.16168,0.26485
1083,1083,2013,30-45 y.,2nd Quintile,Very concerned,0.26797,257,18762,0.2361,0.30654
1084,1084,2013,30-45 y.,2nd Quintile,Somewhat concerned,0.51793,383,18762,0.45191,0.5891
1085,1085,2013,30-45 y.,2nd Quintile,Not concerned at all,0.2141,145,18762,0.17746,0.25699
1086,1086,2013,30-45 y.,3rd Quintile,Very concerned,0.24554,214,18762,0.20584,0.28804
1087,1087,2013,30-45 y.,3rd Quintile,Somewhat concerned,0.55592,401,18762,0.48673,0.62589
1088,1088,2013,30-45 y.,3rd Quintile,Not concerned at all,0.19854,172,18762,0.16647,0.23448
1089,1089,2013,30-45 y.,4th Quintile,Very concerned,0.19505,196,18762,0.16853,0.22312
1090,1090,2013,30-45 y.,4th Quintile,Somewhat concerned,0.49271,455,18762,0.43432,0.54895
1091,1091,2013,30-45 y.,4th Quintile,Not concerned at all,0.31224,252,18762,0.27423,0.35087
1092,1092,2013,30-45 y.,5th Quintile,Very concerned,0.12796,138,18762,0.10732,0.15125
1093,1093,2013,30-45 y.,5th Quintile,Somewhat concerned,0.50244,478,18762,0.45542,0.54788
1094,1094,2013,30-45 y.,5th Quintile,Not concerned at all,0.3696,318,18762,0.3271,0.42648
1095,1095,2013,46-65 y.,1st Quintile,Very concerned,0.43096,409,18762,0.39247,0.46806
1096,1096,2013,46-65 y.,1st Quintile,Somewhat concerned,0.44672,421,18762,0.40055,0.48629
1097,1097,2013,46-65 y.,1st Quintile,Not concerned at all,0.12232,133,18762,0.10388,0.13981
1098,1098,2013,46-65 y.,2nd Quintile,Very concerned,0.31003,315,18762,0.27699,0.34126
1099,1099,2013,46-65 y.,2nd Quintile,Somewhat concerned,0.53961,514,18762,0.50148,0.57644
1100,1100,2013,46-65 y.,2nd Quintile,Not concerned at all,0.15036,134,18762,0.12903,0.17552
1101,1101,2013,46-65 y.,3rd Quintile,Very concerned,0.35907,427,18762,0.32185,0.39279
1102,1102,2013,46-65 y.,3rd Quintile,Somewhat concerned,0.49405,659,18762,0.46262,0.52764
1103,1103,2013,46-65 y.,3rd Quintile,Not concerned at all,0.14688,172,18762,0.1287,0.16609
1104,1104,2013,46-65 y.,4th Quintile,Very concerned,0.30769,514,18762,0.28658,0.33065
1105,1105,2013,46-65 y.,4th Quintile,Somewhat concerned,0.52656,882,18762,0.49297,0.55831
1106,1106,2013,46-65 y.,4th Quintile,Not concerned at all,0.16575,262,18762,0.1494,0.18908
1107,1107,2013,46-65 y.,5th Quintile,Very concerned,0.21649,516,18762,0.20001,0.2375
1108,1108,2013,46-65 y.,5th Quintile,Somewhat concerned,0.52957,1282,18762,0.50138,0.56084
1109,1109,2013,46-65 y.,5th Quintile,Not concerned at all,0.25393,654,18762,0.23781,0.27286
1110,1110,2013,66 and older,1st Quintile,Very concerned,0.47216,389,18762,0.44452,0.50739
1111,1111,2013,66 and older,1st Quintile,Somewhat concerned,0.43236,351,18762,0.39925,0.46202
1112,1112,2013,66 and older,1st Quintile,Not concerned at all,0.09548,73,18762,0.08321,0.10934
1113,1113,2013,66 and older,2nd Quintile,Very concerned,0.44812,548,18762,0.42074,0.47377
1114,1114,2013,66 and older,2nd Quintile,Somewhat concerned,0.45271,544,18762,0.42686,0.47897
1115,1115,2013,66 and older,2nd Quintile,Not concerned at all,0.09918,114,18762,0.08524,0.11331
1116,1116,2013,66 and older,3rd Quintile,Very concerned,0.45039,465,18762,0.4182,0.47552
1117,1117,2013,66 and older,3rd Quintile,Somewhat concerned,0.45509,477,18762,0.4228,0.48446
1118,1118,2013,66 and older,3rd Quintile,Not concerned at all,0.09452,97,18762,0.08422,0.10603
1119,1119,2013,66 and older,4th Quintile,Very concerned,0.38501,338,18762,0.35185,0.41344
1120,1120,2013,66 and older,4th Quintile,Somewhat concerned,0.49547,431,18762,0.45796,0.53468
1121,1121,2013,66 and older,4th Quintile,Not concerned at all,0.11952,97,18762,0.10485,0.13581
1122,1122,2013,66 and older,5th Quintile,Very concerned,0.29202,251,18762,0.25739,0.33149
1123,1123,2013,66 and older,5th Quintile,Somewhat concerned,0.53852,538,18762,0.49546,0.57612
1124,1124,2013,66 and older,5th Quintile,Not concerned at all,0.16946,184,18762,0.14568,0.19389
1125,1125,2014,17-29 y.,1st Quintile,Very concerned,0.23652,389,26939,0.2055,0.27078
1126,1126,2014,17-29 y.,1st Quintile,Somewhat concerned,0.45211,657,26939,0.4145,0.49774
1127,1127,2014,17-29 y.,1st Quintile,Not concerned at all,0.31138,398,26939,0.26889,0.35028
1128,1128,2014,17-29 y.,2nd Quintile,Very concerned,0.24722,226,26939,0.20333,0.29285
1129,1129,2014,17-29 y.,2nd Quintile,Somewhat concerned,0.43124,394,26939,0.3772,0.4883
1130,1130,2014,17-29 y.,2nd Quintile,Not concerned at all,0.32154,247,26939,0.28115,0.37722
1131,1131,2014,17-29 y.,3rd Quintile,Very concerned,0.25124,203,26939,0.21009,0.2951
1132,1132,2014,17-29 y.,3rd Quintile,Somewhat concerned,0.43672,342,26939,0.3895,0.48233
1133,1133,2014,17-29 y.,3rd Quintile,Not concerned at all,0.31204,210,26939,0.26105,0.37174
1134,1134,2014,17-29 y.,4th Quintile,Very concerned,0.20667,156,26939,0.17817,0.23695
1135,1135,2014,17-29 y.,4th Quintile,Somewhat concerned,0.51781,353,26939,0.46166,0.58558
1136,1136,2014,17-29 y.,4th Quintile,Not concerned at all,0.27552,215,26939,0.23887,0.31391
1137,1137,2014,17-29 y.,5th Quintile,Very concerned,0.16864,80,26939,0.13893,0.20197
1138,1138,2014,17-29 y.,5th Quintile,Somewhat concerned,0.47906,223,26939,0.40719,0.55583
