year,pgisced97,quintil_oecd,ple0098_v5,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2022,Post-secondary Non-tertiary Level,2nd Quintile,Yes,0.25750,70,284,0.20655,0.30844
2022,Post-secondary Non-tertiary Level,2nd Quintile,No,0.74250,214,284,0.69156,0.79345
2022,Post-secondary Non-tertiary Level,3rd Quintile,Yes,0.26885,94,300,0.21860,0.31910
2022,Post-secondary Non-tertiary Level,3rd Quintile,No,0.73115,206,300,0.68090,0.78140
2022,Post-secondary Non-tertiary Level,4th Quintile,Yes,0.43661,116,277,0.37809,0.49512
2022,Post-secondary Non-tertiary Level,4th Quintile,No,0.56339,161,277,0.50488,0.62191
2022,Post-secondary Non-tertiary Level,5th Quintile,Yes,0.41671,108,225,0.35215,0.48128
2022,Post-secondary Non-tertiary Level,5th Quintile,No,0.58329,117,225,0.51872,0.64785
2022,First Stage of Tertiary Education,1st Quintile,No,0.88207,57,57,0.79759,0.96654
2022,First Stage of Tertiary Education,2nd Quintile,Yes,0.14050,31,144,0.08354,0.19745
2022,First Stage of Tertiary Education,2nd Quintile,No,0.85950,113,144,0.80255,0.91646
2022,First Stage of Tertiary Education,3rd Quintile,Yes,0.24244,59,163,0.17644,0.30843
2022,First Stage of Tertiary Education,3rd Quintile,No,0.75756,104,163,0.69157,0.82356
2022,First Stage of Tertiary Education,4th Quintile,Yes,0.28744,57,172,0.21961,0.35528
2022,First Stage of Tertiary Education,4th Quintile,No,0.71256,115,172,0.64472,0.78039
2022,First Stage of Tertiary Education,5th Quintile,Yes,0.38586,73,186,0.31571,0.45601
2022,First Stage of Tertiary Education,5th Quintile,No,0.61414,113,186,0.54399,0.68429
2022,Second Stage of Tertiary Education,1st Quintile,Yes,0.17612,64,380,0.13777,0.21448
2022,Second Stage of Tertiary Education,1st Quintile,No,0.82388,316,380,0.78552,0.86223
2022,Second Stage of Tertiary Education,2nd Quintile,Yes,0.18993,98,476,0.15466,0.22521
2022,Second Stage of Tertiary Education,2nd Quintile,No,0.81007,378,476,0.77479,0.84534
2022,Second Stage of Tertiary Education,3rd Quintile,Yes,0.32258,222,681,0.28744,0.35771
2022,Second Stage of Tertiary Education,3rd Quintile,No,0.67742,459,681,0.64229,0.71256
2022,Second Stage of Tertiary Education,4th Quintile,Yes,0.34068,307,880,0.30935,0.37201
2022,Second Stage of Tertiary Education,4th Quintile,No,0.65932,573,880,0.62799,0.69065
2022,Second Stage of Tertiary Education,5th Quintile,Yes,0.44406,520,1168,0.41556,0.47257
2022,Second Stage of Tertiary Education,5th Quintile,No,0.55594,648,1168,0.52743,0.58444
