year,age_gr,regtyp,pgemplst,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2016,46-65 y.,Rural regions,Full-Time Employment,0.51295,1572,3275,0.49583,0.53007
2016,46-65 y.,Rural regions,Regular Part-Time Employment,0.18504,634,3275,0.17174,0.19834
2016,46-65 y.,Rural regions,"Marginal, Irregular Part-Time Employment",0.06407,209,3275,0.05569,0.07246
2016,46-65 y.,Rural regions,Not Employed,0.23559,860,3275,0.22105,0.25012
2016,66 and older,Urban regions,Full-Time Employment,0.01437,49,2984,0.01010,0.01865
2016,66 and older,Urban regions,Regular Part-Time Employment,0.01411,56,2984,0.00988,0.01834
2016,66 and older,Urban regions,"Marginal, Irregular Part-Time Employment",0.03937,127,2984,0.03239,0.04634
2016,66 and older,Urban regions,Not Employed,0.93215,2752,2984,0.92313,0.94118
2016,66 and older,Rural regions,Regular Part-Time Employment,0.02195,33,1733,0.01505,0.02885
2016,66 and older,Rural regions,"Marginal, Irregular Part-Time Employment",0.03147,54,1733,0.02325,0.03969
2016,66 and older,Rural regions,Not Employed,0.93423,1646,1733,0.92256,0.94591
2017,17-29 y.,Urban regions,Full-Time Employment,0.30927,913,4424,0.29565,0.32289
2017,17-29 y.,Urban regions,Regular Part-Time Employment,0.06981,258,4424,0.06230,0.07732
2017,17-29 y.,Urban regions,Vocational Training,0.12998,477,4424,0.12007,0.13989
2017,17-29 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.11077,408,4424,0.10152,0.12001
2017,17-29 y.,Urban regions,Not Employed,0.37787,2368,4424,0.36358,0.39216
2017,17-29 y.,Rural regions,Full-Time Employment,0.37324,507,2110,0.35260,0.39388
2017,17-29 y.,Rural regions,Regular Part-Time Employment,0.04687,93,2110,0.03785,0.05590
2017,17-29 y.,Rural regions,Vocational Training,0.14331,314,2110,0.12836,0.15827
2017,17-29 y.,Rural regions,"Marginal, Irregular Part-Time Employment",0.08017,140,2110,0.06858,0.09176
2017,17-29 y.,Rural regions,Not Employed,0.35034,1056,2110,0.32998,0.37070
2017,30-45 y.,Urban regions,Full-Time Employment,0.58384,2541,6125,0.57149,0.59618
2017,30-45 y.,Urban regions,Regular Part-Time Employment,0.19350,1230,6125,0.18361,0.20340
2017,30-45 y.,Urban regions,Vocational Training,0.00487,61,6125,0.00313,0.00662
2017,30-45 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.03303,282,6125,0.02856,0.03751
2017,30-45 y.,Urban regions,Not Employed,0.17938,2011,6125,0.16977,0.18899
2017,30-45 y.,Rural regions,Full-Time Employment,0.59543,1335,2989,0.57783,0.61302
2017,30-45 y.,Rural regions,Regular Part-Time Employment,0.18385,568,2989,0.16996,0.19773
2017,30-45 y.,Rural regions,Vocational Training,0.01253,36,2989,0.00854,0.01652
2017,30-45 y.,Rural regions,"Marginal, Irregular Part-Time Employment",0.05424,168,2989,0.04612,0.06236
2017,30-45 y.,Rural regions,Not Employed,0.14258,882,2989,0.13004,0.15511
2017,46-65 y.,Urban regions,Full-Time Employment,0.53984,3312,6687,0.52790,0.55179
2017,46-65 y.,Urban regions,Regular Part-Time Employment,0.17407,1335,6687,0.16498,0.18316
2017,46-65 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.06148,357,6687,0.05572,0.06723
2017,46-65 y.,Urban regions,Not Employed,0.22303,1683,6687,0.21305,0.23301
2017,46-65 y.,Rural regions,Full-Time Employment,0.52873,1939,3871,0.51300,0.54446
2017,46-65 y.,Rural regions,Regular Part-Time Employment,0.18970,746,3871,0.17735,0.20206
2017,46-65 y.,Rural regions,"Marginal, Irregular Part-Time Employment",0.05856,229,3871,0.05117,0.06596
2017,46-65 y.,Rural regions,Not Employed,0.22139,957,3871,0.20830,0.23447
2017,66 and older,Urban regions,Full-Time Employment,0.01627,60,3131,0.01184,0.02070
2017,66 and older,Urban regions,Regular Part-Time Employment,0.01366,69,3131,0.00959,0.01773
2017,66 and older,Urban regions,"Marginal, Irregular Part-Time Employment",0.04593,147,3131,0.03859,0.05326
2017,66 and older,Urban regions,Not Employed,0.92414,2855,3131,0.91487,0.93342
2017,66 and older,Rural regions,Regular Part-Time Employment,0.01934,34,1841,0.01304,0.02563
2017,66 and older,Rural regions,"Marginal, Irregular Part-Time Employment",0.04915,80,1841,0.03928,0.05903
2017,66 and older,Rural regions,Not Employed,0.91918,1727,1841,0.90673,0.93163
2018,17-29 y.,Urban regions,Full-Time Employment,0.31899,943,4187,0.30487,0.33311
2018,17-29 y.,Urban regions,Regular Part-Time Employment,0.08142,291,4187,0.07313,0.08970
2018,17-29 y.,Urban regions,Vocational Training,0.12819,484,4187,0.11807,0.13832
2018,17-29 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.11466,428,4187,0.10501,0.12431
2018,17-29 y.,Urban regions,Not Employed,0.35184,2041,4187,0.33737,0.36631
2018,17-29 y.,Rural regions,Full-Time Employment,0.37460,525,1932,0.35301,0.39618
2018,17-29 y.,Rural regions,Regular Part-Time Employment,0.06727,102,1932,0.05610,0.07844
2018,17-29 y.,Rural regions,Vocational Training,0.13294,301,1932,0.11779,0.14808
2018,17-29 y.,Rural regions,"Marginal, Irregular Part-Time Employment",0.07344,138,1932,0.06180,0.08507
2018,17-29 y.,Rural regions,Not Employed,0.34564,866,1932,0.32443,0.36686
2018,30-45 y.,Urban regions,Full-Time Employment,0.59755,2436,5730,0.58485,0.61025
2018,30-45 y.,Urban regions,Regular Part-Time Employment,0.18534,1164,5730,0.17528,0.19540
2018,30-45 y.,Urban regions,Vocational Training,0.00586,63,5730,0.00389,0.00784
2018,30-45 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.03888,293,5730,0.03388,0.04389
2018,30-45 y.,Urban regions,Not Employed,0.16600,1774,5730,0.15637,0.17564
2018,30-45 y.,Rural regions,Full-Time Employment,0.60086,1236,2694,0.58236,0.61936
2018,30-45 y.,Rural regions,Regular Part-Time Employment,0.19613,584,2694,0.18114,0.21113
2018,30-45 y.,Rural regions,Vocational Training,0.00837,38,2694,0.00493,0.01181
2018,30-45 y.,Rural regions,"Marginal, Irregular Part-Time Employment",0.04232,114,2694,0.03472,0.04992
2018,30-45 y.,Rural regions,Not Employed,0.13943,722,2694,0.12635,0.15252
2018,46-65 y.,Urban regions,Full-Time Employment,0.54994,3217,6516,0.53786,0.56202
2018,46-65 y.,Urban regions,Regular Part-Time Employment,0.18469,1346,6516,0.17527,0.19411
2018,46-65 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.05146,346,6516,0.04609,0.05682
2018,46-65 y.,Urban regions,Not Employed,0.21153,1607,6516,0.20161,0.22144
2018,46-65 y.,Rural regions,Full-Time Employment,0.52514,1823,3724,0.50910,0.54118
2018,46-65 y.,Rural regions,Regular Part-Time Employment,0.20158,757,3724,0.18869,0.21447
2018,46-65 y.,Rural regions,"Marginal, Irregular Part-Time Employment",0.05099,200,3724,0.04392,0.05805
2018,46-65 y.,Rural regions,Not Employed,0.22070,944,3724,0.20737,0.23402
2018,66 and older,Urban regions,Full-Time Employment,0.01353,53,3173,0.00951,0.01755
2018,66 and older,Urban regions,Regular Part-Time Employment,0.02191,85,3173,0.01682,0.02701
2018,66 and older,Urban regions,"Marginal, Irregular Part-Time Employment",0.05301,162,3173,0.04521,0.06080
2018,66 and older,Urban regions,Not Employed,0.91155,2873,3173,0.90167,0.92143
2018,66 and older,Rural regions,Regular Part-Time Employment,0.02111,33,1824,0.01451,0.02771
2018,66 and older,Rural regions,"Marginal, Irregular Part-Time Employment",0.04890,82,1824,0.03900,0.05880
2018,66 and older,Rural regions,Not Employed,0.91019,1709,1824,0.89707,0.92332
2019,17-29 y.,Urban regions,Full-Time Employment,0.32716,858,3606,0.31185,0.34248
2019,17-29 y.,Urban regions,Regular Part-Time Employment,0.09371,289,3606,0.08419,0.10322
2019,17-29 y.,Urban regions,Vocational Training,0.12170,472,3606,0.11103,0.13237
2019,17-29 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.09262,364,3606,0.08316,0.10209
2019,17-29 y.,Urban regions,Not Employed,0.34823,1623,3606,0.33267,0.36378
2019,17-29 y.,Rural regions,Full-Time Employment,0.36555,453,1588,0.34186,0.38925
2019,17-29 y.,Rural regions,Regular Part-Time Employment,0.07863,109,1588,0.06539,0.09187
2019,17-29 y.,Rural regions,Vocational Training,0.15533,262,1588,0.13751,0.17315
2019,17-29 y.,Rural regions,"Marginal, Irregular Part-Time Employment",0.06448,119,1588,0.05240,0.07657
2019,17-29 y.,Rural regions,Not Employed,0.30955,645,1588,0.28680,0.33229
2019,30-45 y.,Urban regions,Full-Time Employment,0.60456,2404,5249,0.59133,0.61779
2019,30-45 y.,Urban regions,Regular Part-Time Employment,0.19712,1079,5249,0.18635,0.20788
2019,30-45 y.,Urban regions,Vocational Training,0.00737,63,5249,0.00506,0.00969
2019,30-45 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.03143,220,5249,0.02671,0.03615
2019,30-45 y.,Urban regions,Not Employed,0.15417,1483,5249,0.14440,0.16394
2019,30-45 y.,Rural regions,Full-Time Employment,0.56641,1221,2542,0.54714,0.58568
2019,30-45 y.,Rural regions,Regular Part-Time Employment,0.23172,538,2542,0.21531,0.24812
2019,30-45 y.,Rural regions,Vocational Training,0.00800,42,2542,0.00454,0.01146
2019,30-45 y.,Rural regions,"Marginal, Irregular Part-Time Employment",0.02590,100,2542,0.01973,0.03208
2019,30-45 y.,Rural regions,Not Employed,0.15559,641,2542,0.14150,0.16969
2019,46-65 y.,Urban regions,Full-Time Employment,0.54724,3764,6975,0.53556,0.55893
2019,46-65 y.,Urban regions,Regular Part-Time Employment,0.19118,1406,6975,0.18195,0.20041
2019,46-65 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.04923,325,6975,0.04415,0.05431
2019,46-65 y.,Urban regions,Not Employed,0.21117,1480,6975,0.20159,0.22075
2019,46-65 y.,Rural regions,Full-Time Employment,0.53603,2052,3864,0.52031,0.55176
2019,46-65 y.,Rural regions,Regular Part-Time Employment,0.19259,751,3864,0.18015,0.20502
2019,46-65 y.,Rural regions,"Marginal, Irregular Part-Time Employment",0.05683,213,3864,0.04953,0.06413
2019,46-65 y.,Rural regions,Not Employed,0.21250,848,3864,0.19960,0.22540
2019,66 and older,Urban regions,Full-Time Employment,0.01771,149,3244,0.01317,0.02225
2019,66 and older,Urban regions,Regular Part-Time Employment,0.02472,135,3244,0.01937,0.03006
2019,66 and older,Urban regions,"Marginal, Irregular Part-Time Employment",0.04442,169,3244,0.03733,0.05151
2019,66 and older,Urban regions,Not Employed,0.91315,2791,3244,0.90346,0.92284
2019,66 and older,Rural regions,Full-Time Employment,0.01581,68,1881,0.01017,0.02144
2019,66 and older,Rural regions,Regular Part-Time Employment,0.01747,45,1881,0.01155,0.02340
2019,66 and older,Rural regions,"Marginal, Irregular Part-Time Employment",0.04292,92,1881,0.03376,0.05209
2019,66 and older,Rural regions,Not Employed,0.92380,1676,1881,0.91180,0.93579
2020,17-29 y.,Urban regions,Full-Time Employment,0.32728,1248,4270,0.31320,0.34135
2020,17-29 y.,Urban regions,Regular Part-Time Employment,0.08492,323,4270,0.07656,0.09329
2020,17-29 y.,Urban regions,Vocational Training,0.12860,557,4270,0.11856,0.13864
2020,17-29 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.09342,324,4270,0.08469,0.10215
2020,17-29 y.,Urban regions,Not Employed,0.36186,1818,4270,0.34745,0.37628
2020,17-29 y.,Rural regions,Full-Time Employment,0.35031,524,1663,0.32738,0.37325
2020,17-29 y.,Rural regions,Regular Part-Time Employment,0.06759,88,1663,0.05552,0.07966
2020,17-29 y.,Rural regions,Vocational Training,0.16003,281,1663,0.14241,0.17766
2020,17-29 y.,Rural regions,"Marginal, Irregular Part-Time Employment",0.07054,113,1663,0.05823,0.08285
2020,17-29 y.,Rural regions,Not Employed,0.34842,657,1663,0.32551,0.37133
2020,30-45 y.,Urban regions,Full-Time Employment,0.59128,2937,5951,0.57879,0.60377
2020,30-45 y.,Urban regions,Regular Part-Time Employment,0.21424,1085,5951,0.20382,0.22467
2020,30-45 y.,Urban regions,Vocational Training,0.00762,97,5951,0.00541,0.00983
2020,30-45 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.02442,206,5951,0.02050,0.02834
2020,30-45 y.,Urban regions,Not Employed,0.15573,1626,5951,0.14652,0.16494
2020,30-45 y.,Rural regions,Full-Time Employment,0.57922,1292,2529,0.55997,0.59846
2020,30-45 y.,Rural regions,Regular Part-Time Employment,0.22160,521,2529,0.20541,0.23779
2020,30-45 y.,Rural regions,Vocational Training,0.00675,31,2529,0.00356,0.00995
2020,30-45 y.,Rural regions,"Marginal, Irregular Part-Time Employment",0.03012,91,2529,0.02346,0.03678
2020,30-45 y.,Rural regions,Not Employed,0.14979,594,2529,0.13588,0.16370
2020,46-65 y.,Urban regions,Full-Time Employment,0.55288,3586,6864,0.54112,0.56465
2020,46-65 y.,Urban regions,Regular Part-Time Employment,0.19504,1436,6864,0.18566,0.20441
2020,46-65 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.04626,304,6864,0.04129,0.05123
2020,46-65 y.,Urban regions,Not Employed,0.20499,1538,6864,0.19543,0.21454
2020,46-65 y.,Rural regions,Full-Time Employment,0.54694,1934,3635,0.53075,0.56312
2020,46-65 y.,Rural regions,Regular Part-Time Employment,0.18871,725,3635,0.17599,0.20143
2020,46-65 y.,Rural regions,"Marginal, Irregular Part-Time Employment",0.04832,169,3635,0.04135,0.05529
2020,46-65 y.,Rural regions,Not Employed,0.21336,807,3635,0.20004,0.22668
2020,66 and older,Urban regions,Full-Time Employment,0.01559,101,3116,0.01124,0.01994
2020,66 and older,Urban regions,Regular Part-Time Employment,0.01855,110,3116,0.01381,0.02328
2020,66 and older,Urban regions,"Marginal, Irregular Part-Time Employment",0.04950,174,3116,0.04188,0.05712
2020,66 and older,Urban regions,Not Employed,0.91636,2731,3116,0.90664,0.92609
2020,66 and older,Rural regions,Full-Time Employment,0.01652,46,1809,0.01064,0.02239
2020,66 and older,Rural regions,Regular Part-Time Employment,0.02879,54,1809,0.02108,0.03650
2020,66 and older,Rural regions,"Marginal, Irregular Part-Time Employment",0.05139,86,1809,0.04121,0.06157
2020,66 and older,Rural regions,Not Employed,0.90331,1623,1809,0.88968,0.91693
2021,17-29 y.,Urban regions,Full-Time Employment,0.32291,752,2599,0.30493,0.34089
2021,17-29 y.,Urban regions,Regular Part-Time Employment,0.09843,219,2599,0.08697,0.10988
2021,17-29 y.,Urban regions,Vocational Training,0.09769,258,2599,0.08627,0.10911
2021,17-29 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.10055,229,2599,0.08898,0.11211
2021,17-29 y.,Urban regions,Not Employed,0.37345,1141,2599,0.35485,0.39205
2021,17-29 y.,Rural regions,Full-Time Employment,0.44396,320,995,0.41307,0.47485
2021,17-29 y.,Rural regions,Regular Part-Time Employment,0.07811,70,995,0.06143,0.09479
2021,17-29 y.,Rural regions,Vocational Training,0.13430,136,995,0.11310,0.15550
2021,17-29 y.,Rural regions,"Marginal, Irregular Part-Time Employment",0.06991,67,995,0.05406,0.08577
2021,17-29 y.,Rural regions,Not Employed,0.26494,402,995,0.23750,0.29237
2021,30-45 y.,Urban regions,Full-Time Employment,0.59375,1863,3766,0.57806,0.60944
2021,30-45 y.,Urban regions,Regular Part-Time Employment,0.20519,744,3766,0.19229,0.21809
2021,30-45 y.,Urban regions,Vocational Training,0.00866,47,3766,0.00570,0.01162
2021,30-45 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.02372,76,3766,0.01886,0.02858
2021,30-45 y.,Urban regions,Not Employed,0.15442,978,3766,0.14288,0.16596
2021,30-45 y.,Urban regions,In short-time work (since 2021),0.01265,58,3766,0.00908,0.01622
2021,30-45 y.,Rural regions,Full-Time Employment,0.60914,853,1542,0.58477,0.63350
2021,30-45 y.,Rural regions,Regular Part-Time Employment,0.22353,335,1542,0.20273,0.24433
2021,30-45 y.,Rural regions,"Marginal, Irregular Part-Time Employment",0.02188,40,1542,0.01458,0.02919
2021,30-45 y.,Rural regions,Not Employed,0.13472,314,1542,0.11767,0.15176
2021,46-65 y.,Urban regions,Full-Time Employment,0.55801,2523,4837,0.54401,0.57201
2021,46-65 y.,Urban regions,Regular Part-Time Employment,0.17420,987,4837,0.16351,0.18489
2021,46-65 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.04878,201,4837,0.04271,0.05485
2021,46-65 y.,Urban regions,Not Employed,0.20489,1080,4837,0.19351,0.21627
2021,46-65 y.,Urban regions,In short-time work (since 2021),0.00620,46,4837,0.00399,0.00841
2021,46-65 y.,Rural regions,Full-Time Employment,0.53171,1291,2430,0.51187,0.55156
2021,46-65 y.,Rural regions,Regular Part-Time Employment,0.18461,508,2430,0.16918,0.20004
2021,46-65 y.,Rural regions,"Marginal, Irregular Part-Time Employment",0.04175,95,2430,0.03380,0.04971
2021,46-65 y.,Rural regions,Not Employed,0.21820,536,2430,0.20177,0.23462
2021,66 and older,Urban regions,Full-Time Employment,0.01501,72,2226,0.00996,0.02006
2021,66 and older,Urban regions,Regular Part-Time Employment,0.02977,92,2226,0.02271,0.03683
2021,66 and older,Urban regions,"Marginal, Irregular Part-Time Employment",0.04624,102,2226,0.03751,0.05496
2021,66 and older,Urban regions,Not Employed,0.89106,1960,2226,0.87811,0.90400
2021,66 and older,Rural regions,Regular Part-Time Employment,0.02488,33,1279,0.01634,0.03342
2021,66 and older,Rural regions,"Marginal, Irregular Part-Time Employment",0.05999,74,1279,0.04697,0.07301
2021,66 and older,Rural regions,Not Employed,0.87150,1172,1279,0.85315,0.88985
