"plh0108","year","bula_h","regtyp","n","percent","lowerconfidence_percent","upperconfidence_percent"
"2 Wichtig","2010","Baden-Wuerttemberg","Laendlicher Raum","59","0.4601709841619","0.370621654765667","0.549720313558132"
"2 Wichtig","2010","Bayern","Staedtischer Raum","137","0.352428921292792","0.305612567345969","0.399245275239614"
"2 Wichtig","2010","Bayern","Laendlicher Raum","312","0.415493575027929","0.380549124766042","0.450438025289816"
"2 Wichtig","2010","Saarland","Staedtischer Raum","","","",""
"2 Wichtig","2010","Saarland","Laendlicher Raum","","","",""
"2 Wichtig","2010","Berlin","Staedtischer Raum","69","0.228577071961933","0.178947063637048","0.278207080286818"
"2 Wichtig","2010","Berlin","Laendlicher Raum","","","",""
"2 Wichtig","2010","Brandenburg","Staedtischer Raum","2","","",""
"2 Wichtig","2010","Brandenburg","Laendlicher Raum","79","0.373737780675034","0.311349400693331","0.436126160656736"
"2 Wichtig","2010","Mecklenburg-Vorpommern","Staedtischer Raum","8","","",""
"2 Wichtig","2010","Mecklenburg-Vorpommern","Laendlicher Raum","42","0.314043595157302","0.236038698677293","0.392048491637311"
"2 Wichtig","2010","Sachsen","Staedtischer Raum","78","0.327028284230141","0.2685235948132","0.385532973647083"
"2 Wichtig","2010","Sachsen","Laendlicher Raum","59","0.273150408243804","0.210287764904403","0.336013051583205"
"2 Wichtig","2010","Sachsen-Anhalt","Staedtischer Raum","1","","",""
"2 Wichtig","2010","Sachsen-Anhalt","Laendlicher Raum","61","0.3341340743843","0.2663472330127","0.4019209157559"
"2 Wichtig","2010","Thueringen","Staedtischer Raum","25","","",""
"2 Wichtig","2010","Thueringen","Laendlicher Raum","43","0.391272092473984","0.298365570722048","0.484178614225921"
"3 Weniger wichtig","2010","Schleswig-Holstein","Staedtischer Raum","37","0.402293074786829","0.300417866463506","0.504168283110151"
"3 Weniger wichtig","2010","Schleswig-Holstein","Laendlicher Raum","63","0.332106677193468","0.266671104553639","0.397542249833297"
"3 Weniger wichtig","2010","Hamburg","Staedtischer Raum","34","0.267337793618681","0.187485175140783","0.347190412096579"
"3 Weniger wichtig","2010","Hamburg","Laendlicher Raum","","","",""
"3 Weniger wichtig","2010","Niedersachsen","Staedtischer Raum","87","0.320574152062671","0.266674354908282","0.37447394921706"
"3 Weniger wichtig","2010","Niedersachsen","Laendlicher Raum","117","0.334726430844469","0.288071564031528","0.381381297657411"
"3 Weniger wichtig","2010","Bremen","Staedtischer Raum","16","","",""
"3 Weniger wichtig","2010","Bremen","Laendlicher Raum","","","",""
"3 Weniger wichtig","2010","Nordrhein-Westfalen","Staedtischer Raum","518","0.332594380883614","0.309296716660577","0.355892045106651"
"3 Weniger wichtig","2010","Nordrhein-Westfalen","Laendlicher Raum","8","","",""
"3 Weniger wichtig","2010","Hessen","Staedtischer Raum","128","0.298289459573919","0.254587088847536","0.341991830300302"
"3 Weniger wichtig","2010","Hessen","Laendlicher Raum","36","0.272567005364013","0.197174386209171","0.347959624518855"
"3 Weniger wichtig","2010","Rheinland-Pfalz,Saarland","Staedtischer Raum","70","0.315607139526995","0.260375264919778","0.370839014134213"
"3 Weniger wichtig","2010","Rheinland-Pfalz,Saarland","Laendlicher Raum","19","","",""
"3 Weniger wichtig","2010","Baden-Wuerttemberg","Staedtischer Raum","252","0.302244615428588","0.270850874730513","0.333638356126662"
"3 Weniger wichtig","2010","Baden-Wuerttemberg","Laendlicher Raum","19","","",""
"3 Weniger wichtig","2010","Bayern","Staedtischer Raum","143","0.337431146989275","0.291094331071031","0.383767962907518"
"3 Weniger wichtig","2010","Bayern","Laendlicher Raum","193","0.260210565506799","0.229099281368373","0.291321849645226"
"3 Weniger wichtig","2010","Saarland","Staedtischer Raum","","","",""
"3 Weniger wichtig","2010","Saarland","Laendlicher Raum","","","",""
"3 Weniger wichtig","2010","Berlin","Staedtischer Raum","107","0.383814007452002","0.326336481649488","0.441291533254517"
"3 Weniger wichtig","2010","Berlin","Laendlicher Raum","","","",""
"3 Weniger wichtig","2010","Brandenburg","Staedtischer Raum","7","","",""
"3 Weniger wichtig","2010","Brandenburg","Laendlicher Raum","63","0.262537799290327","0.205795372781233","0.31928022579942"
"3 Weniger wichtig","2010","Mecklenburg-Vorpommern","Staedtischer Raum","14","","",""
"3 Weniger wichtig","2010","Mecklenburg-Vorpommern","Laendlicher Raum","55","0.404421320597991","0.321938172228143","0.486904468967839"
"3 Weniger wichtig","2010","Sachsen","Staedtischer Raum","94","0.391208543070193","0.33034768737382","0.452069398766566"
"3 Weniger wichtig","2010","Sachsen","Laendlicher Raum","80","0.410963014248672","0.341549810740853","0.480376217756491"
"3 Weniger wichtig","2010","Sachsen-Anhalt","Staedtischer Raum","3","","",""
"3 Weniger wichtig","2010","Sachsen-Anhalt","Laendlicher Raum","49","0.281402197162166","0.216777532369862","0.346026861954471"
"3 Weniger wichtig","2010","Thueringen","Staedtischer Raum","32","0.294892834648545","0.203197769701259","0.386587899595831"
"3 Weniger wichtig","2010","Thueringen","Laendlicher Raum","31","0.334901839919579","0.245056243012687","0.424747436826471"
"4 Ganz unwichtig","2010","Schleswig-Holstein","Staedtischer Raum","6","","",""
"4 Ganz unwichtig","2010","Schleswig-Holstein","Laendlicher Raum","17","","",""
"4 Ganz unwichtig","2010","Hamburg","Staedtischer Raum","17","","",""
"4 Ganz unwichtig","2010","Hamburg","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2010","Niedersachsen","Staedtischer Raum","27","","",""
"4 Ganz unwichtig","2010","Niedersachsen","Laendlicher Raum","23","","",""
"4 Ganz unwichtig","2010","Bremen","Staedtischer Raum","8","","",""
"4 Ganz unwichtig","2010","Bremen","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2010","Nordrhein-Westfalen","Staedtischer Raum","147","0.0964459844029563","0.0818484625602754","0.111043506245637"
"4 Ganz unwichtig","2010","Nordrhein-Westfalen","Laendlicher Raum","3","","",""
"4 Ganz unwichtig","2010","Hessen","Staedtischer Raum","22","","",""
"4 Ganz unwichtig","2010","Hessen","Laendlicher Raum","10","","",""
"4 Ganz unwichtig","2010","Rheinland-Pfalz,Saarland","Staedtischer Raum","14","","",""
"4 Ganz unwichtig","2010","Rheinland-Pfalz,Saarland","Laendlicher Raum","4","","",""
"4 Ganz unwichtig","2010","Baden-Wuerttemberg","Staedtischer Raum","57","0.0681937182468948","0.0509612619937646","0.085426174500025"
"4 Ganz unwichtig","2010","Baden-Wuerttemberg","Laendlicher Raum","12","","",""
"4 Ganz unwichtig","2010","Bayern","Staedtischer Raum","45","0.106682503086503","0.0764295611384887","0.136935445034517"
"4 Ganz unwichtig","2010","Bayern","Laendlicher Raum","47","0.0629450447176809","0.0457237929596741","0.0801662964756877"
"4 Ganz unwichtig","2010","Saarland","Staedtischer Raum","","","",""
"4 Ganz unwichtig","2010","Saarland","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2010","Berlin","Staedtischer Raum","61","0.245877174306577","0.194983724098079","0.296770624515076"
"4 Ganz unwichtig","2010","Berlin","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2010","Brandenburg","Staedtischer Raum","5","","",""
"4 Ganz unwichtig","2010","Brandenburg","Laendlicher Raum","35","0.130664597220278","0.087202092466374","0.174127101974183"
"4 Ganz unwichtig","2010","Mecklenburg-Vorpommern","Staedtischer Raum","5","","",""
"4 Ganz unwichtig","2010","Mecklenburg-Vorpommern","Laendlicher Raum","19","","",""
"4 Ganz unwichtig","2010","Sachsen","Staedtischer Raum","50","0.200538067300319","0.150604002387153","0.250472132213485"
"4 Ganz unwichtig","2010","Sachsen","Laendlicher Raum","22","","",""
"4 Ganz unwichtig","2010","Sachsen-Anhalt","Staedtischer Raum","4","","",""
"4 Ganz unwichtig","2010","Sachsen-Anhalt","Laendlicher Raum","30","0.164446181754386","0.1111751963948","0.217717167113972"
"4 Ganz unwichtig","2010","Thueringen","Staedtischer Raum","20","","",""
"4 Ganz unwichtig","2010","Thueringen","Laendlicher Raum","11","","",""
"1 Sehr wichtig","2011","Schleswig-Holstein","Staedtischer Raum","","","",""
"1 Sehr wichtig","2011","Schleswig-Holstein","Laendlicher Raum","","","",""
"1 Sehr wichtig","2011","Hamburg","Staedtischer Raum","","","",""
"1 Sehr wichtig","2011","Hamburg","Laendlicher Raum","","","",""
"1 Sehr wichtig","2011","Niedersachsen","Staedtischer Raum","","","",""
"1 Sehr wichtig","2011","Niedersachsen","Laendlicher Raum","","","",""
"1 Sehr wichtig","2011","Bremen","Staedtischer Raum","","","",""
"1 Sehr wichtig","2011","Bremen","Laendlicher Raum","","","",""
"1 Sehr wichtig","2011","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"1 Sehr wichtig","2011","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"1 Sehr wichtig","2011","Hessen","Staedtischer Raum","","","",""
"1 Sehr wichtig","2011","Hessen","Laendlicher Raum","","","",""
"1 Sehr wichtig","2011","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"1 Sehr wichtig","2011","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"1 Sehr wichtig","2011","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"1 Sehr wichtig","2011","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"1 Sehr wichtig","2011","Bayern","Staedtischer Raum","","","",""
"1 Sehr wichtig","2011","Bayern","Laendlicher Raum","","","",""
"1 Sehr wichtig","2011","Saarland","Staedtischer Raum","","","",""
"1 Sehr wichtig","2011","Saarland","Laendlicher Raum","","","",""
"1 Sehr wichtig","2011","Berlin","Staedtischer Raum","","","",""
"1 Sehr wichtig","2011","Berlin","Laendlicher Raum","","","",""
"1 Sehr wichtig","2011","Brandenburg","Staedtischer Raum","","","",""
"1 Sehr wichtig","2011","Brandenburg","Laendlicher Raum","","","",""
"1 Sehr wichtig","2011","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"1 Sehr wichtig","2011","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"1 Sehr wichtig","2011","Sachsen","Staedtischer Raum","","","",""
"1 Sehr wichtig","2011","Sachsen","Laendlicher Raum","","","",""
"1 Sehr wichtig","2011","Sachsen-Anhalt","Staedtischer Raum","","","",""
"1 Sehr wichtig","2011","Sachsen-Anhalt","Laendlicher Raum","","","",""
"1 Sehr wichtig","2011","Thueringen","Staedtischer Raum","","","",""
"1 Sehr wichtig","2011","Thueringen","Laendlicher Raum","","","",""
"2 Wichtig","2011","Schleswig-Holstein","Staedtischer Raum","","","",""
"2 Wichtig","2011","Schleswig-Holstein","Laendlicher Raum","","","",""
"2 Wichtig","2011","Hamburg","Staedtischer Raum","","","",""
"2 Wichtig","2011","Hamburg","Laendlicher Raum","","","",""
"2 Wichtig","2011","Niedersachsen","Staedtischer Raum","","","",""
"2 Wichtig","2011","Niedersachsen","Laendlicher Raum","","","",""
"2 Wichtig","2011","Bremen","Staedtischer Raum","","","",""
"2 Wichtig","2011","Bremen","Laendlicher Raum","","","",""
"2 Wichtig","2011","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"2 Wichtig","2011","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"2 Wichtig","2011","Hessen","Staedtischer Raum","","","",""
"2 Wichtig","2011","Hessen","Laendlicher Raum","","","",""
"2 Wichtig","2011","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"2 Wichtig","2011","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"2 Wichtig","2011","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"2 Wichtig","2011","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"2 Wichtig","2011","Bayern","Staedtischer Raum","","","",""
"2 Wichtig","2011","Bayern","Laendlicher Raum","","","",""
"2 Wichtig","2011","Saarland","Staedtischer Raum","","","",""
"2 Wichtig","2011","Saarland","Laendlicher Raum","","","",""
"2 Wichtig","2011","Berlin","Staedtischer Raum","","","",""
"2 Wichtig","2011","Berlin","Laendlicher Raum","","","",""
"2 Wichtig","2011","Brandenburg","Staedtischer Raum","","","",""
"2 Wichtig","2011","Brandenburg","Laendlicher Raum","","","",""
"2 Wichtig","2011","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"2 Wichtig","2011","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"2 Wichtig","2011","Sachsen","Staedtischer Raum","","","",""
"2 Wichtig","2011","Sachsen","Laendlicher Raum","","","",""
"2 Wichtig","2011","Sachsen-Anhalt","Staedtischer Raum","","","",""
"2 Wichtig","2011","Sachsen-Anhalt","Laendlicher Raum","","","",""
"2 Wichtig","2011","Thueringen","Staedtischer Raum","","","",""
"2 Wichtig","2011","Thueringen","Laendlicher Raum","","","",""
"3 Weniger wichtig","2011","Schleswig-Holstein","Staedtischer Raum","","","",""
"3 Weniger wichtig","2011","Schleswig-Holstein","Laendlicher Raum","","","",""
"3 Weniger wichtig","2011","Hamburg","Staedtischer Raum","","","",""
"3 Weniger wichtig","2011","Hamburg","Laendlicher Raum","","","",""
"3 Weniger wichtig","2011","Niedersachsen","Staedtischer Raum","","","",""
"3 Weniger wichtig","2011","Niedersachsen","Laendlicher Raum","","","",""
"3 Weniger wichtig","2011","Bremen","Staedtischer Raum","","","",""
"3 Weniger wichtig","2011","Bremen","Laendlicher Raum","","","",""
"3 Weniger wichtig","2011","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"3 Weniger wichtig","2011","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"3 Weniger wichtig","2011","Hessen","Staedtischer Raum","","","",""
"3 Weniger wichtig","2011","Hessen","Laendlicher Raum","","","",""
"3 Weniger wichtig","2011","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"3 Weniger wichtig","2011","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"3 Weniger wichtig","2011","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"3 Weniger wichtig","2011","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"3 Weniger wichtig","2011","Bayern","Staedtischer Raum","","","",""
"3 Weniger wichtig","2011","Bayern","Laendlicher Raum","","","",""
"3 Weniger wichtig","2011","Saarland","Staedtischer Raum","","","",""
"3 Weniger wichtig","2011","Saarland","Laendlicher Raum","","","",""
"3 Weniger wichtig","2011","Berlin","Staedtischer Raum","","","",""
"3 Weniger wichtig","2011","Berlin","Laendlicher Raum","","","",""
"3 Weniger wichtig","2011","Brandenburg","Staedtischer Raum","","","",""
"3 Weniger wichtig","2011","Brandenburg","Laendlicher Raum","","","",""
"3 Weniger wichtig","2011","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"3 Weniger wichtig","2011","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"3 Weniger wichtig","2011","Sachsen","Staedtischer Raum","","","",""
"3 Weniger wichtig","2011","Sachsen","Laendlicher Raum","","","",""
"3 Weniger wichtig","2011","Sachsen-Anhalt","Staedtischer Raum","","","",""
"3 Weniger wichtig","2011","Sachsen-Anhalt","Laendlicher Raum","","","",""
"3 Weniger wichtig","2011","Thueringen","Staedtischer Raum","","","",""
"3 Weniger wichtig","2011","Thueringen","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2011","Schleswig-Holstein","Staedtischer Raum","","","",""
"4 Ganz unwichtig","2011","Schleswig-Holstein","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2011","Hamburg","Staedtischer Raum","","","",""
"4 Ganz unwichtig","2011","Hamburg","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2011","Niedersachsen","Staedtischer Raum","","","",""
"4 Ganz unwichtig","2011","Niedersachsen","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2011","Bremen","Staedtischer Raum","","","",""
"4 Ganz unwichtig","2011","Bremen","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2011","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"4 Ganz unwichtig","2011","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2011","Hessen","Staedtischer Raum","","","",""
"4 Ganz unwichtig","2011","Hessen","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2011","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"4 Ganz unwichtig","2011","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2011","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"4 Ganz unwichtig","2011","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2011","Bayern","Staedtischer Raum","","","",""
"4 Ganz unwichtig","2011","Bayern","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2011","Saarland","Staedtischer Raum","","","",""
"4 Ganz unwichtig","2011","Saarland","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2011","Berlin","Staedtischer Raum","","","",""
"4 Ganz unwichtig","2011","Berlin","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2011","Brandenburg","Staedtischer Raum","","","",""
"4 Ganz unwichtig","2011","Brandenburg","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2011","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"4 Ganz unwichtig","2011","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2011","Sachsen","Staedtischer Raum","","","",""
"4 Ganz unwichtig","2011","Sachsen","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2011","Sachsen-Anhalt","Staedtischer Raum","","","",""
"4 Ganz unwichtig","2011","Sachsen-Anhalt","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2011","Thueringen","Staedtischer Raum","","","",""
"4 Ganz unwichtig","2011","Thueringen","Laendlicher Raum","","","",""
"1 Sehr wichtig","2012","Schleswig-Holstein","Staedtischer Raum","51","0.174096305027001","0.129839198353703","0.2183534117003"
"1 Sehr wichtig","2012","Schleswig-Holstein","Laendlicher Raum","138","0.212716276253464","0.182335581630494","0.243096970876435"
"1 Sehr wichtig","2012","Hamburg","Staedtischer Raum","61","0.150095001353853","0.116453726199028","0.183736276508678"
"1 Sehr wichtig","2012","Hamburg","Laendlicher Raum","","","",""
"1 Sehr wichtig","2012","Niedersachsen","Staedtischer Raum","224","0.186787784782213","0.163191499823069","0.210384069741357"
"1 Sehr wichtig","2012","Niedersachsen","Laendlicher Raum","385","0.250935604571019","0.229068044008958","0.27280316513308"
"1 Sehr wichtig","2012","Bremen","Staedtischer Raum","30","0.202392602131209","0.145854772890256","0.258930431372161"
"1 Sehr wichtig","2012","Bremen","Laendlicher Raum","","","",""
"1 Sehr wichtig","2012","Nordrhein-Westfalen","Staedtischer Raum","1000","0.178029143233733","0.167785344698363","0.188272941769102"
"1 Sehr wichtig","2012","Nordrhein-Westfalen","Laendlicher Raum","28","","",""
"1 Sehr wichtig","2012","Hessen","Staedtischer Raum","247","0.153960748328289","0.135616797835447","0.172304698821132"
"1 Sehr wichtig","2012","Hessen","Laendlicher Raum","92","0.21850493910366","0.178259717108311","0.258750161099008"
"1 Sehr wichtig","2012","Rheinland-Pfalz,Saarland","Staedtischer Raum","289","0.217096016626075","0.193185155455997","0.241006877796153"
"1 Sehr wichtig","2012","Rheinland-Pfalz,Saarland","Laendlicher Raum","111","0.216715175072977","0.176389613636361","0.257040736509593"
"1 Sehr wichtig","2012","Baden-Wuerttemberg","Staedtischer Raum","648","0.211274224854533","0.196548516676715","0.225999933032351"
"1 Sehr wichtig","2012","Baden-Wuerttemberg","Laendlicher Raum","103","0.264512728092659","0.219509281453383","0.309516174731935"
"1 Sehr wichtig","2012","Bayern","Staedtischer Raum","357","0.188124257885323","0.17015468271006","0.206093833060586"
"1 Sehr wichtig","2012","Bayern","Laendlicher Raum","626","0.22748137579254","0.211104393270994","0.243858358314085"
"1 Sehr wichtig","2012","Saarland","Staedtischer Raum","","","",""
"1 Sehr wichtig","2012","Saarland","Laendlicher Raum","","","",""
"1 Sehr wichtig","2012","Berlin","Staedtischer Raum","95","0.0619854374894995","0.0472881412672621","0.0766827337117369"
"1 Sehr wichtig","2012","Berlin","Laendlicher Raum","","","",""
"1 Sehr wichtig","2012","Brandenburg","Staedtischer Raum","6","","",""
"1 Sehr wichtig","2012","Brandenburg","Laendlicher Raum","200","0.171251911889358","0.147937384909366","0.194566438869349"
"1 Sehr wichtig","2012","Mecklenburg-Vorpommern","Staedtischer Raum","7","","",""
"1 Sehr wichtig","2012","Mecklenburg-Vorpommern","Laendlicher Raum","115","0.18739482420292","0.155636858004014","0.219152790401827"
"1 Sehr wichtig","2012","Sachsen","Staedtischer Raum","112","0.0964619852325906","0.0774880274775833","0.115435942987598"
"1 Sehr wichtig","2012","Sachsen","Laendlicher Raum","160","0.162850162835051","0.138754408909356","0.186945916760745"
"1 Sehr wichtig","2012","Sachsen-Anhalt","Staedtischer Raum","21","","",""
"1 Sehr wichtig","2012","Sachsen-Anhalt","Laendlicher Raum","181","0.192951881138677","0.16604072905241","0.219863033224944"
"1 Sehr wichtig","2012","Thueringen","Staedtischer Raum","40","0.0856669074406241","0.0553789537189786","0.11595486116227"
"1 Sehr wichtig","2012","Thueringen","Laendlicher Raum","227","0.261206174398118","0.229725020677975","0.292687328118262"
"2 Wichtig","2012","Schleswig-Holstein","Staedtischer Raum","81","0.27179149574313","0.219867352189026","0.323715639297234"
"2 Wichtig","2012","Schleswig-Holstein","Laendlicher Raum","281","0.444029563371861","0.407143399227184","0.480915727516538"
"2 Wichtig","2012","Hamburg","Staedtischer Raum","121","0.256938767597445","0.215782947232963","0.298094587961928"
"2 Wichtig","2012","Hamburg","Laendlicher Raum","","","",""
"2 Wichtig","2012","Niedersachsen","Staedtischer Raum","400","0.358456284858036","0.329422832764779","0.387489736951292"
"2 Wichtig","2012","Niedersachsen","Laendlicher Raum","641","0.403786731973177","0.379038939938756","0.428534524007597"
"2 Wichtig","2012","Bremen","Staedtischer Raum","56","0.32677188188196","0.260770855561128","0.392772908202791"
"2 Wichtig","2012","Bremen","Laendlicher Raum","","","",""
"2 Wichtig","2012","Nordrhein-Westfalen","Staedtischer Raum","1794","0.313412079924292","0.300990031649272","0.325834128199313"
"2 Wichtig","2012","Nordrhein-Westfalen","Laendlicher Raum","66","0.463626392509829","0.382737397707444","0.544515387312215"
"2 Wichtig","2012","Hessen","Staedtischer Raum","581","0.384919013756783","0.360187913389278","0.409650114124288"
"2 Wichtig","2012","Hessen","Laendlicher Raum","151","0.308479540700526","0.263497797792403","0.353461283608649"
"2 Wichtig","2012","Rheinland-Pfalz,Saarland","Staedtischer Raum","442","0.368953806635773","0.34096840059606","0.396939212675486"
"2 Wichtig","2012","Rheinland-Pfalz,Saarland","Laendlicher Raum","162","0.3668112587731","0.319641481524204","0.413981036021995"
"2 Wichtig","2012","Baden-Wuerttemberg","Staedtischer Raum","1146","0.383287774951587","0.365749225284084","0.400826324619091"
"2 Wichtig","2012","Baden-Wuerttemberg","Laendlicher Raum","151","0.376451193547704","0.327017339239677","0.425885047855731"
"2 Wichtig","2012","Bayern","Staedtischer Raum","648","0.32697988023186","0.305410127509113","0.348549632954608"
"2 Wichtig","2012","Bayern","Laendlicher Raum","1006","0.378783883772027","0.359833256639327","0.397734510904727"
"2 Wichtig","2012","Saarland","Staedtischer Raum","","","",""
"2 Wichtig","2012","Saarland","Laendlicher Raum","","","",""
"2 Wichtig","2012","Berlin","Staedtischer Raum","189","0.162413110946199","0.139932231355196","0.184893990537203"
"2 Wichtig","2012","Berlin","Laendlicher Raum","","","",""
"2 Wichtig","2012","Brandenburg","Staedtischer Raum","13","","",""
"2 Wichtig","2012","Brandenburg","Laendlicher Raum","335","0.336270652708464","0.307033328856562","0.365507976560365"
"2 Wichtig","2012","Mecklenburg-Vorpommern","Staedtischer Raum","7","","",""
"2 Wichtig","2012","Mecklenburg-Vorpommern","Laendlicher Raum","167","0.269231962762858","0.233133627449687","0.305330298076029"
"2 Wichtig","2012","Sachsen","Staedtischer Raum","214","0.200861056324727","0.175111743970769","0.226610368678686"
"2 Wichtig","2012","Sachsen","Laendlicher Raum","304","0.298421332006283","0.268560772410873","0.328281891601693"
"2 Wichtig","2012","Sachsen-Anhalt","Staedtischer Raum","43","0.201925374574869","0.147238875916492","0.256611873233246"
"2 Wichtig","2012","Sachsen-Anhalt","Laendlicher Raum","254","0.310622150649917","0.279064625215289","0.342179676084545"
"2 Wichtig","2012","Thueringen","Staedtischer Raum","79","0.242440407465977","0.196061333532925","0.288819481399029"
"2 Wichtig","2012","Thueringen","Laendlicher Raum","229","0.330370214050789","0.296663600943448","0.36407682715813"
"3 Weniger wichtig","2012","Schleswig-Holstein","Staedtischer Raum","108","0.393392570325308","0.33637739341498","0.450407747235636"
"3 Weniger wichtig","2012","Schleswig-Holstein","Laendlicher Raum","205","0.245838445409188","0.213872408461605","0.277804482356771"
"3 Weniger wichtig","2012","Hamburg","Staedtischer Raum","156","0.330666366659851","0.286354455773139","0.374978277546564"
"3 Weniger wichtig","2012","Hamburg","Laendlicher Raum","","","",""
"3 Weniger wichtig","2012","Niedersachsen","Staedtischer Raum","285","0.286296479205524","0.258929026710211","0.313663931700838"
"3 Weniger wichtig","2012","Niedersachsen","Laendlicher Raum","358","0.2487790225901","0.226974310861796","0.270583734318404"
"3 Weniger wichtig","2012","Bremen","Staedtischer Raum","76","0.298069653073147","0.233704157623876","0.362435148522417"
"3 Weniger wichtig","2012","Bremen","Laendlicher Raum","","","",""
"3 Weniger wichtig","2012","Nordrhein-Westfalen","Staedtischer Raum","1708","0.321416852820355","0.308910717464401","0.333922988176309"
"3 Weniger wichtig","2012","Nordrhein-Westfalen","Laendlicher Raum","37","0.183907891097755","0.12106713026551","0.24674865193"
"3 Weniger wichtig","2012","Hessen","Staedtischer Raum","446","0.285066458838449","0.262120907182795","0.308012010494103"
"3 Weniger wichtig","2012","Hessen","Laendlicher Raum","119","0.343154944333539","0.296917142708762","0.389392745958317"
"3 Weniger wichtig","2012","Rheinland-Pfalz,Saarland","Staedtischer Raum","296","0.283598597960436","0.257456207776331","0.309740988144541"
"3 Weniger wichtig","2012","Rheinland-Pfalz,Saarland","Laendlicher Raum","88","0.269324799505287","0.225906154998831","0.312743444011744"
"3 Weniger wichtig","2012","Baden-Wuerttemberg","Staedtischer Raum","880","0.294233737568613","0.27779507065429","0.310672404482936"
"3 Weniger wichtig","2012","Baden-Wuerttemberg","Laendlicher Raum","86","0.286358697554785","0.240234365953487","0.332483029156083"
"3 Weniger wichtig","2012","Bayern","Staedtischer Raum","568","0.326790090318817","0.305223558193009","0.348356622444625"
"3 Weniger wichtig","2012","Bayern","Laendlicher Raum","598","0.238326977892406","0.221682224197282","0.254971731587531"
"3 Weniger wichtig","2012","Saarland","Staedtischer Raum","","","",""
"3 Weniger wichtig","2012","Saarland","Laendlicher Raum","","","",""
"3 Weniger wichtig","2012","Berlin","Staedtischer Raum","370","0.330105997576735","0.301443266177196","0.358768728976274"
"3 Weniger wichtig","2012","Berlin","Laendlicher Raum","","","",""
"3 Weniger wichtig","2012","Brandenburg","Staedtischer Raum","38","0.318648519214643","0.219592657009932","0.417704381419355"
"3 Weniger wichtig","2012","Brandenburg","Laendlicher Raum","280","0.252791725194141","0.225894970148615","0.279688480239667"
"3 Weniger wichtig","2012","Mecklenburg-Vorpommern","Staedtischer Raum","16","","",""
"3 Weniger wichtig","2012","Mecklenburg-Vorpommern","Laendlicher Raum","193","0.335851458944432","0.297415269494584","0.374287648394281"
"3 Weniger wichtig","2012","Sachsen","Staedtischer Raum","307","0.329809661251622","0.299593632510077","0.360025689993167"
"3 Weniger wichtig","2012","Sachsen","Laendlicher Raum","262","0.303165932711264","0.27317087456396","0.333160990858568"
"3 Weniger wichtig","2012","Sachsen-Anhalt","Staedtischer Raum","80","0.376038512991978","0.310051575356373","0.442025450627584"
