study,dataset,version,variable,value,label,label_de
soep-core,p_statistics,v39,profdev,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,p_statistics,v39,profdev,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,p_statistics,v39,profdev,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,p_statistics,v39,profdev,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,p_statistics,v39,profdev,-3,Implausible value,unplausibler Wert
soep-core,p_statistics,v39,profdev,-2,Does not apply,trifft nicht zu
soep-core,p_statistics,v39,profdev,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,p_statistics,v39,profdev,1,Yes,Ja
soep-core,p_statistics,v39,profdev,2,No,Nein
soep-core,p_statistics,v39,quintil_oecd,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,p_statistics,v39,quintil_oecd,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,p_statistics,v39,quintil_oecd,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,p_statistics,v39,quintil_oecd,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,p_statistics,v39,quintil_oecd,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,p_statistics,v39,quintil_oecd,-3,Implausible value,unplausibler Wert
soep-core,p_statistics,v39,quintil_oecd,-2,Does not apply,trifft nicht zu
soep-core,p_statistics,v39,quintil_oecd,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,p_statistics,v39,quintil_oecd,1,1st Quintile,1. Quintil
soep-core,p_statistics,v39,quintil_oecd,2,2nd Quintile,2. Quintil
soep-core,p_statistics,v39,quintil_oecd,3,3rd Quintile,3. Quintil
soep-core,p_statistics,v39,quintil_oecd,4,4th Quintile,4. Quintil
soep-core,p_statistics,v39,quintil_oecd,5,5th Quintile,5. Quintil
soep-core,p_statistics,v39,region_origin,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,p_statistics,v39,region_origin,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,p_statistics,v39,region_origin,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,p_statistics,v39,region_origin,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,p_statistics,v39,region_origin,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,p_statistics,v39,region_origin,-3,Implausible value,unplausibler Wert
soep-core,p_statistics,v39,region_origin,-2,Does not apply,trifft nicht zu
soep-core,p_statistics,v39,region_origin,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,p_statistics,v39,region_origin,0,Germany,Deutschland
soep-core,p_statistics,v39,region_origin,15,Northern Africa,Nordafrica
soep-core,p_statistics,v39,region_origin,21,Northern America,Nordamerica
soep-core,p_statistics,v39,region_origin,30,Eastern Asia,Ostasien
soep-core,p_statistics,v39,region_origin,34,Southern Asia,Südasien
soep-core,p_statistics,v39,region_origin,35,South-Eastern Asia,Südostasien
soep-core,p_statistics,v39,region_origin,39,Southern Europe,Südeuropa
soep-core,p_statistics,v39,region_origin,53,Australia and New Zealand,Australien und Neuseeland
soep-core,p_statistics,v39,region_origin,61,Polynesia,Polynesien
soep-core,p_statistics,v39,region_origin,143,Central Asia,Zentralasien
soep-core,p_statistics,v39,region_origin,145,Western Asia,Westasien
soep-core,p_statistics,v39,region_origin,151,Eastern Europe,Osteuropa
soep-core,p_statistics,v39,region_origin,154,Northern Europe,Nordeuropa
soep-core,p_statistics,v39,region_origin,155,Western Europe,Westeuropa
soep-core,p_statistics,v39,region_origin,202,Sub-Saharan Africa,Sub-Sahara Afrika
soep-core,p_statistics,v39,region_origin,419,Latin America and the Caribbean,Lateinamerika und Karibik
soep-core,p_statistics,v39,region_secnat,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,p_statistics,v39,region_secnat,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,p_statistics,v39,region_secnat,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,p_statistics,v39,region_secnat,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,p_statistics,v39,region_secnat,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,p_statistics,v39,region_secnat,-3,Implausible value,unplausibler Wert
soep-core,p_statistics,v39,region_secnat,-2,Does not apply,trifft nicht zu
soep-core,p_statistics,v39,region_secnat,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,p_statistics,v39,region_secnat,0,Germany,Deutschland
soep-core,p_statistics,v39,region_secnat,15,Northern Africa,Nordafrica
soep-core,p_statistics,v39,region_secnat,21,Northern America,Nordamerica
soep-core,p_statistics,v39,region_secnat,30,Eastern Asia,Ostasien
soep-core,p_statistics,v39,region_secnat,34,Southern Asia,Südasien
soep-core,p_statistics,v39,region_secnat,35,South-Eastern Asia,Südostasien
soep-core,p_statistics,v39,region_secnat,39,Southern Europe,Südeuropa
soep-core,p_statistics,v39,region_secnat,53,Australia and New Zealand,Australien und Neuseeland
soep-core,p_statistics,v39,region_secnat,61,Polynesia,Polynesien
soep-core,p_statistics,v39,region_secnat,143,Central Asia,Zentralasien
soep-core,p_statistics,v39,region_secnat,145,Western Asia,Westasien
soep-core,p_statistics,v39,region_secnat,151,Eastern Europe,Osteuropa
soep-core,p_statistics,v39,region_secnat,154,Northern Europe,Nordeuropa
soep-core,p_statistics,v39,region_secnat,155,Western Europe,Westeuropa
soep-core,p_statistics,v39,region_secnat,202,Sub-Saharan Africa,Sub-Sahara Afrika
soep-core,p_statistics,v39,region_secnat,419,Latin America and the Caribbean,Lateinamerika und Karibik
soep-core,p_statistics,v39,region_secnat,9999,Others,Sonstige
soep-core,p_statistics,v39,regtyp,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,p_statistics,v39,regtyp,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,p_statistics,v39,regtyp,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,p_statistics,v39,regtyp,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,p_statistics,v39,regtyp,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,p_statistics,v39,regtyp,-3,Implausible value,unplausibler Wert
soep-core,p_statistics,v39,regtyp,-2,Does not apply,trifft nicht zu
soep-core,p_statistics,v39,regtyp,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,p_statistics,v39,regtyp,1,Urban regions,Staedtischer Raum
soep-core,p_statistics,v39,regtyp,2,Rural regions,Laendlicher Raum
soep-core,p_statistics,v39,sampreg,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,p_statistics,v39,sampreg,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,p_statistics,v39,sampreg,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,p_statistics,v39,sampreg,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,p_statistics,v39,sampreg,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,p_statistics,v39,sampreg,-3,Implausible value,unplausibler Wert
soep-core,p_statistics,v39,sampreg,-2,Does not apply,trifft nicht zu
soep-core,p_statistics,v39,sampreg,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,p_statistics,v39,sampreg,1,West,West
soep-core,p_statistics,v39,sampreg,2,East,Ost
soep-core,p_statistics,v39,sex,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,p_statistics,v39,sex,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,p_statistics,v39,sex,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,p_statistics,v39,sex,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,p_statistics,v39,sex,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,p_statistics,v39,sex,-3,Implausible value,unplausibler Wert
soep-core,p_statistics,v39,sex,-2,Does not apply,trifft nicht zu
soep-core,p_statistics,v39,sex,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,p_statistics,v39,sex,1,male,maennlich
soep-core,p_statistics,v39,sex,2,female,weiblich
soep-core,p_statistics,v39,train,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,p_statistics,v39,train,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,p_statistics,v39,train,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,p_statistics,v39,train,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,p_statistics,v39,train,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,p_statistics,v39,train,-3,Implausible value,unplausibler Wert
soep-core,p_statistics,v39,train,-2,Does not apply,trifft nicht zu
soep-core,p_statistics,v39,train,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,p_statistics,v39,train,1,Yes,Ja
soep-core,p_statistics,v39,train,2,No,Nein
soep-core,h_statistics,v39,bula_h,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,h_statistics,v39,bula_h,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,h_statistics,v39,bula_h,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,h_statistics,v39,bula_h,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,h_statistics,v39,bula_h,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,h_statistics,v39,bula_h,-3,Implausible value,unplausibler Wert
soep-core,h_statistics,v39,bula_h,-2,Does not apply,trifft nicht zu
soep-core,h_statistics,v39,bula_h,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,h_statistics,v39,bula_h,1,Schleswig-Holstein,Schleswig-Holstein
soep-core,h_statistics,v39,bula_h,2,Hamburg,Hamburg
soep-core,h_statistics,v39,bula_h,3,Lower Saxony,Niedersachsen
soep-core,h_statistics,v39,bula_h,4,Bremen,Bremen
soep-core,h_statistics,v39,bula_h,5,North Rhine-Westphalia,Nordrhein-Westfalen
soep-core,h_statistics,v39,bula_h,6,Hesse,Hessen
soep-core,h_statistics,v39,bula_h,7,"Rhineland-Palatinate, Saarland","Rheinland-Pfalz,Saarland"
soep-core,h_statistics,v39,bula_h,8,Baden-Wuerttemberg,Baden-Württemberg
soep-core,h_statistics,v39,bula_h,9,Bavaria,Bayern
soep-core,h_statistics,v39,bula_h,11,Berlin,Berlin
soep-core,h_statistics,v39,bula_h,12,Brandenburg,Brandenburg
soep-core,h_statistics,v39,bula_h,13,Mecklenburg-Western Pomerania,Mecklenburg-Vorpommern
soep-core,h_statistics,v39,bula_h,14,Saxony,Sachsen
soep-core,h_statistics,v39,bula_h,15,Saxony-Anhalt,Sachsen-Anhalt
soep-core,h_statistics,v39,bula_h,16,Thuringa,Thüringen
soep-core,h_statistics,v39,hgeqpgar,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,h_statistics,v39,hgeqpgar,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,h_statistics,v39,hgeqpgar,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,h_statistics,v39,hgeqpgar,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,h_statistics,v39,hgeqpgar,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,h_statistics,v39,hgeqpgar,-3,Implausible value,unplausibler Wert
soep-core,h_statistics,v39,hgeqpgar,-2,Does not apply,trifft nicht zu
soep-core,h_statistics,v39,hgeqpgar,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,h_statistics,v39,hgeqpgar,1,Yes,Ja
soep-core,h_statistics,v39,hgeqpgar,2,No,Nein
soep-core,h_statistics,v39,hgeqpinsul,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,h_statistics,v39,hgeqpinsul,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,h_statistics,v39,hgeqpinsul,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,h_statistics,v39,hgeqpinsul,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,h_statistics,v39,hgeqpinsul,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,h_statistics,v39,hgeqpinsul,-3,Implausible value,unplausibler Wert
soep-core,h_statistics,v39,hgeqpinsul,-2,Does not apply,trifft nicht zu
soep-core,h_statistics,v39,hgeqpinsul,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,h_statistics,v39,hgeqpinsul,1,Yes,Ja
soep-core,h_statistics,v39,hgeqpinsul,2,No,Nein
soep-core,h_statistics,v39,hgeqpmglass,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,h_statistics,v39,hgeqpmglass,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,h_statistics,v39,hgeqpmglass,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,h_statistics,v39,hgeqpmglass,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,h_statistics,v39,hgeqpmglass,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,h_statistics,v39,hgeqpmglass,-3,Implausible value,unplausibler Wert
soep-core,h_statistics,v39,hgeqpmglass,-2,Does not apply,trifft nicht zu
soep-core,h_statistics,v39,hgeqpmglass,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,h_statistics,v39,hgeqpmglass,1,Yes,Ja
soep-core,h_statistics,v39,hgeqpmglass,2,No,Nein
soep-core,h_statistics,v39,hgeqpnrj,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,h_statistics,v39,hgeqpnrj,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,h_statistics,v39,hgeqpnrj,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,h_statistics,v39,hgeqpnrj,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,h_statistics,v39,hgeqpnrj,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,h_statistics,v39,hgeqpnrj,-3,Implausible value,unplausibler Wert
soep-core,h_statistics,v39,hgeqpnrj,-2,Does not apply,trifft nicht zu
soep-core,h_statistics,v39,hgeqpnrj,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,h_statistics,v39,hgeqpnrj,1,Yes,Ja
soep-core,h_statistics,v39,hgeqpnrj,2,No,Nein
soep-core,h_statistics,v39,hgeqpsol,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,h_statistics,v39,hgeqpsol,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,h_statistics,v39,hgeqpsol,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,h_statistics,v39,hgeqpsol,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,h_statistics,v39,hgeqpsol,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,h_statistics,v39,hgeqpsol,-3,Implausible value,unplausibler Wert
soep-core,h_statistics,v39,hgeqpsol,-2,Does not apply,trifft nicht zu
soep-core,h_statistics,v39,hgeqpsol,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,h_statistics,v39,hgeqpsol,1,Yes,Ja
soep-core,h_statistics,v39,hgeqpsol,2,No,Nein
soep-core,h_statistics,v39,hgeqpter,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,h_statistics,v39,hgeqpter,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,h_statistics,v39,hgeqpter,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,h_statistics,v39,hgeqpter,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,h_statistics,v39,hgeqpter,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,h_statistics,v39,hgeqpter,-3,Implausible value,unplausibler Wert
soep-core,h_statistics,v39,hgeqpter,-2,Does not apply,trifft nicht zu
soep-core,h_statistics,v39,hgeqpter,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,h_statistics,v39,hgeqpter,1,Yes,Ja
soep-core,h_statistics,v39,hgeqpter,2,No,Nein
soep-core,h_statistics,v39,hgreval,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,h_statistics,v39,hgreval,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,h_statistics,v39,hgreval,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,h_statistics,v39,hgreval,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,h_statistics,v39,hgreval,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,h_statistics,v39,hgreval,-3,Implausible value,unplausibler Wert
soep-core,h_statistics,v39,hgreval,-2,Does not apply,trifft nicht zu
soep-core,h_statistics,v39,hgreval,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,h_statistics,v39,hgreval,1,Very Inexpensive,Sehr guenstig
soep-core,h_statistics,v39,hgreval,2,Inexpensive,Guenstig
soep-core,h_statistics,v39,hgreval,3,Reasonable,Angemessen
soep-core,h_statistics,v39,hgreval,4,Slightly Expensive,Etwas zu hoch
soep-core,h_statistics,v39,hgreval,5,Too Expensive,Viel zu hoch
soep-core,h_statistics,v39,hgroom,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,h_statistics,v39,hgroom,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,h_statistics,v39,hgroom,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,h_statistics,v39,hgroom,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,h_statistics,v39,hgroom,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,h_statistics,v39,hgroom,-3,Implausible value,unplausibler Wert
soep-core,h_statistics,v39,hgroom,-2,Does not apply,trifft nicht zu
soep-core,h_statistics,v39,hgroom,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,h_statistics,v39,hgroom,1,1 room,1 Zimmer
soep-core,h_statistics,v39,hgroom,2,2 rooms,2 Zimmer
soep-core,h_statistics,v39,hgroom,3,3 rooms,3 Zimmer
soep-core,h_statistics,v39,hgroom,4,4 rooms,4 Zimmer
soep-core,h_statistics,v39,hgroom,5,5 rooms,5 Zimmer
soep-core,h_statistics,v39,hgroom,6,6 rooms,6 Zimmer
soep-core,h_statistics,v39,hgroom,7,7 rooms,7 Zimmer
soep-core,h_statistics,v39,hgroom,8,8 rooms,8 Zimmer
soep-core,h_statistics,v39,hgroom,9,9 rooms,9 Zimmer
soep-core,h_statistics,v39,hgroom,10,10 or more rooms,10 oder mehr Zimmer
soep-core,h_statistics,v39,hgseval,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,h_statistics,v39,hgseval,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,h_statistics,v39,hgseval,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,h_statistics,v39,hgseval,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,h_statistics,v39,hgseval,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,h_statistics,v39,hgseval,-3,Implausible value,unplausibler Wert
soep-core,h_statistics,v39,hgseval,-2,Does not apply,trifft nicht zu
soep-core,h_statistics,v39,hgseval,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,h_statistics,v39,hgseval,1,Much Too Small,Viel zu klein
soep-core,h_statistics,v39,hgseval,2,A Bit Too Small,Etwas zu klein
soep-core,h_statistics,v39,hgseval,3,Just Right,Gerade richtig
soep-core,h_statistics,v39,hgseval,4,A Bit Too Large,Etwas zu gross
soep-core,h_statistics,v39,hgseval,5,Much Too Large,Viel zu gross
soep-core,h_statistics,v39,hhgr,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,h_statistics,v39,hhgr,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,h_statistics,v39,hhgr,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,h_statistics,v39,hhgr,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,h_statistics,v39,hhgr,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,h_statistics,v39,hhgr,-3,Implausible value,unplausibler Wert
soep-core,h_statistics,v39,hhgr,-2,Does not apply,trifft nicht zu
soep-core,h_statistics,v39,hhgr,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,h_statistics,v39,hhgr,0,HH Dissolved/ Not Processed,Aufgeloeste/n.bearbeitete Haushalte
soep-core,h_statistics,v39,hhtyp,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,h_statistics,v39,hhtyp,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,h_statistics,v39,hhtyp,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,h_statistics,v39,hhtyp,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,h_statistics,v39,hhtyp,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,h_statistics,v39,hhtyp,-3,Implausible value,unplausibler Wert
soep-core,h_statistics,v39,hhtyp,-2,Does not apply,trifft nicht zu
soep-core,h_statistics,v39,hhtyp,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,h_statistics,v39,hhtyp,1,Single-person household,Einpersonenhaushalt
soep-core,h_statistics,v39,hhtyp,2,Couple without children,Paar ohne Kinder
soep-core,h_statistics,v39,hhtyp,3,Single parent,Alleinerziehend
soep-core,h_statistics,v39,hhtyp,4,Couple with children,Paar mit Kindern
soep-core,h_statistics,v39,hhtyp,5,Multi-generational household,Mehrgenerationenhaushalt
soep-core,h_statistics,v39,hhtyp,6,Other Combinations,Andere Zusammenstellungen
soep-core,h_statistics,v39,hlc0052,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,h_statistics,v39,hlc0052,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,h_statistics,v39,hlc0052,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,h_statistics,v39,hlc0052,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,h_statistics,v39,hlc0052,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,h_statistics,v39,hlc0052,-3,Implausible value,unplausibler Wert
soep-core,h_statistics,v39,hlc0052,-2,Does not apply,trifft nicht zu
soep-core,h_statistics,v39,hlc0052,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,h_statistics,v39,hlc0052,1,Yes,Ja
soep-core,h_statistics,v39,hlc0052,2,No,Nein
soep-core,h_statistics,v39,hlc0061_h,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,h_statistics,v39,hlc0061_h,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,h_statistics,v39,hlc0061_h,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,h_statistics,v39,hlc0061_h,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,h_statistics,v39,hlc0061_h,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,h_statistics,v39,hlc0061_h,-3,Implausible value,unplausibler Wert
soep-core,h_statistics,v39,hlc0061_h,-2,Does not apply,trifft nicht zu
soep-core,h_statistics,v39,hlc0061_h,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,h_statistics,v39,hlc0061_h,1,Yes,Ja
soep-core,h_statistics,v39,hlc0061_h,2,No,Nein
soep-core,h_statistics,v39,hlc0080_h,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,h_statistics,v39,hlc0080_h,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,h_statistics,v39,hlc0080_h,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,h_statistics,v39,hlc0080_h,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,h_statistics,v39,hlc0080_h,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,h_statistics,v39,hlc0080_h,-3,Implausible value,unplausibler Wert
soep-core,h_statistics,v39,hlc0080_h,-2,Does not apply,trifft nicht zu
soep-core,h_statistics,v39,hlc0080_h,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,h_statistics,v39,hlc0080_h,1,Yes,Ja
soep-core,h_statistics,v39,hlc0080_h,2,No,Nein
soep-core,h_statistics,v39,hlc0083_h,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,h_statistics,v39,hlc0083_h,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,h_statistics,v39,hlc0083_h,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,h_statistics,v39,hlc0083_h,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,h_statistics,v39,hlc0083_h,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,h_statistics,v39,hlc0083_h,-3,Implausible value,unplausibler Wert
soep-core,h_statistics,v39,hlc0083_h,-2,Does not apply,trifft nicht zu
soep-core,h_statistics,v39,hlc0083_h,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,h_statistics,v39,hlc0083_h,1,Yes,Ja
soep-core,h_statistics,v39,hlc0083_h,2,No,Nein
soep-core,h_statistics,v39,hlc0178,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,h_statistics,v39,hlc0178,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,h_statistics,v39,hlc0178,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,h_statistics,v39,hlc0178,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,h_statistics,v39,hlc0178,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,h_statistics,v39,hlc0178,-3,Implausible value,unplausibler Wert
soep-core,h_statistics,v39,hlc0178,-2,Does not apply,trifft nicht zu
soep-core,h_statistics,v39,hlc0178,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,h_statistics,v39,hlc0178,1,Yes,ja
soep-core,h_statistics,v39,hlc0178,2,No,nein
soep-core,h_statistics,v39,hlc0180,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
