"ple0055","year","sampreg","n","percent","lower_confidence","upper_confidence"
"25","2006","Westdeutschland","","","",""
"25","2006","Ostdeutschland","","","",""
"26","2006","Westdeutschland","","","",""
"26","2006","Ostdeutschland","","","",""
"27","2006","Westdeutschland","","","",""
"27","2006","Ostdeutschland","","","",""
"28","2006","Westdeutschland","","","",""
"28","2006","Ostdeutschland","","","",""
"30","2006","Westdeutschland","","","",""
"30","2006","Ostdeutschland","","","",""
"31","2006","Westdeutschland","","","",""
"31","2006","Ostdeutschland","","","",""
"32","2006","Westdeutschland","","","",""
"32","2006","Ostdeutschland","","","",""
"35","2006","Westdeutschland","","","",""
"35","2006","Ostdeutschland","","","",""
"36","2006","Westdeutschland","","","",""
"36","2006","Ostdeutschland","","","",""
"40","2006","Westdeutschland","","","",""
"40","2006","Ostdeutschland","","","",""
"42","2006","Westdeutschland","","","",""
"42","2006","Ostdeutschland","","","",""
"45","2006","Westdeutschland","","","",""
"45","2006","Ostdeutschland","","","",""
"48","2006","Westdeutschland","","","",""
"48","2006","Ostdeutschland","","","",""
"50","2006","Westdeutschland","","","",""
"50","2006","Ostdeutschland","","","",""
"51","2006","Westdeutschland","","","",""
"51","2006","Ostdeutschland","","","",""
"64","2006","Westdeutschland","","","",""
"64","2006","Ostdeutschland","","","",""
"65","2006","Westdeutschland","","","",""
"65","2006","Ostdeutschland","","","",""
"90","2006","Westdeutschland","","","",""
"90","2006","Ostdeutschland","","","",""
"98","2006","Westdeutschland","","","",""
"98","2006","Ostdeutschland","","","",""
"100","2006","Westdeutschland","","","",""
"100","2006","Ostdeutschland","","","",""
"0","2007","Westdeutschland","","","",""
"0","2007","Ostdeutschland","","","",""
"1","2007","Westdeutschland","1315","0.722586103494883","0.701816036873591","0.743356170116174"
"1","2007","Ostdeutschland","462","0.739740554598701","0.705202711633158","0.774278397564244"
"2","2007","Westdeutschland","317","0.185203229756943","0.167182270356189","0.203224189157698"
"2","2007","Ostdeutschland","112","0.20248393443737","0.170852619081952","0.234115249792787"
"3","2007","Westdeutschland","99","0.0572435132123612","0.0464666620377263","0.0680203643869961"
"3","2007","Ostdeutschland","","","",""
"4","2007","Westdeutschland","32","0.0189588075852529","0.0126320949073381","0.0252855202631677"
"4","2007","Ostdeutschland","","","",""
"5","2007","Westdeutschland","","","",""
"5","2007","Ostdeutschland","","","",""
"6","2007","Westdeutschland","","","",""
"6","2007","Ostdeutschland","","","",""
"7","2007","Westdeutschland","","","",""
"7","2007","Ostdeutschland","","","",""
"8","2007","Westdeutschland","","","",""
"8","2007","Ostdeutschland","","","",""
"9","2007","Westdeutschland","","","",""
"9","2007","Ostdeutschland","","","",""
"10","2007","Westdeutschland","","","",""
"10","2007","Ostdeutschland","","","",""
"11","2007","Westdeutschland","","","",""
"11","2007","Ostdeutschland","","","",""
"12","2007","Westdeutschland","","","",""
"12","2007","Ostdeutschland","","","",""
"13","2007","Westdeutschland","","","",""
"13","2007","Ostdeutschland","","","",""
"14","2007","Westdeutschland","","","",""
"14","2007","Ostdeutschland","","","",""
"15","2007","Westdeutschland","","","",""
"15","2007","Ostdeutschland","","","",""
"16","2007","Westdeutschland","","","",""
"16","2007","Ostdeutschland","","","",""
"17","2007","Westdeutschland","","","",""
"17","2007","Ostdeutschland","","","",""
"18","2007","Westdeutschland","","","",""
"18","2007","Ostdeutschland","","","",""
"19","2007","Westdeutschland","","","",""
"19","2007","Ostdeutschland","","","",""
"20","2007","Westdeutschland","","","",""
"20","2007","Ostdeutschland","","","",""
"21","2007","Westdeutschland","","","",""
"21","2007","Ostdeutschland","","","",""
"22","2007","Westdeutschland","","","",""
"22","2007","Ostdeutschland","","","",""
"23","2007","Westdeutschland","","","",""
"23","2007","Ostdeutschland","","","",""
"24","2007","Westdeutschland","","","",""
"24","2007","Ostdeutschland","","","",""
"25","2007","Westdeutschland","","","",""
"25","2007","Ostdeutschland","","","",""
"26","2007","Westdeutschland","","","",""
"26","2007","Ostdeutschland","","","",""
"27","2007","Westdeutschland","","","",""
"27","2007","Ostdeutschland","","","",""
"28","2007","Westdeutschland","","","",""
"28","2007","Ostdeutschland","","","",""
"30","2007","Westdeutschland","","","",""
"30","2007","Ostdeutschland","","","",""
"31","2007","Westdeutschland","","","",""
"31","2007","Ostdeutschland","","","",""
"32","2007","Westdeutschland","","","",""
"32","2007","Ostdeutschland","","","",""
"35","2007","Westdeutschland","","","",""
"35","2007","Ostdeutschland","","","",""
"36","2007","Westdeutschland","","","",""
"36","2007","Ostdeutschland","","","",""
"40","2007","Westdeutschland","","","",""
"40","2007","Ostdeutschland","","","",""
"42","2007","Westdeutschland","","","",""
"42","2007","Ostdeutschland","","","",""
"45","2007","Westdeutschland","","","",""
"45","2007","Ostdeutschland","","","",""
"48","2007","Westdeutschland","","","",""
"48","2007","Ostdeutschland","","","",""
"50","2007","Westdeutschland","","","",""
"50","2007","Ostdeutschland","","","",""
"51","2007","Westdeutschland","","","",""
"51","2007","Ostdeutschland","","","",""
"64","2007","Westdeutschland","","","",""
"64","2007","Ostdeutschland","","","",""
"65","2007","Westdeutschland","","","",""
"65","2007","Ostdeutschland","","","",""
"90","2007","Westdeutschland","","","",""
"90","2007","Ostdeutschland","","","",""
"98","2007","Westdeutschland","","","",""
"98","2007","Ostdeutschland","","","",""
"100","2007","Westdeutschland","","","",""
"100","2007","Ostdeutschland","","","",""
"0","2008","Westdeutschland","","","",""
"0","2008","Ostdeutschland","","","",""
"1","2008","Westdeutschland","1193","0.728656550321355","0.706889356841498","0.750423743801211"
"1","2008","Ostdeutschland","431","0.744416620502961","0.709309510583606","0.779523730422317"
"2","2008","Westdeutschland","294","0.192577037074487","0.173273622929587","0.211880451219386"
"2","2008","Ostdeutschland","113","0.190643660977323","0.159028032805229","0.222259289149416"
"3","2008","Westdeutschland","74","0.0476375719563998","0.0372106225677847","0.058064521345015"
"3","2008","Ostdeutschland","32","0.0448667831961191","0.0282052414602939","0.0615283249319444"
"4","2008","Westdeutschland","","","",""
"4","2008","Ostdeutschland","","","",""
"5","2008","Westdeutschland","","","",""
"5","2008","Ostdeutschland","","","",""
"6","2008","Westdeutschland","","","",""
"6","2008","Ostdeutschland","","","",""
"7","2008","Westdeutschland","","","",""
"7","2008","Ostdeutschland","","","",""
"8","2008","Westdeutschland","","","",""
"8","2008","Ostdeutschland","","","",""
"9","2008","Westdeutschland","","","",""
"9","2008","Ostdeutschland","","","",""
"10","2008","Westdeutschland","","","",""
"10","2008","Ostdeutschland","","","",""
"11","2008","Westdeutschland","","","",""
"11","2008","Ostdeutschland","","","",""
"12","2008","Westdeutschland","","","",""
"12","2008","Ostdeutschland","","","",""
"13","2008","Westdeutschland","","","",""
"13","2008","Ostdeutschland","","","",""
"14","2008","Westdeutschland","","","",""
"14","2008","Ostdeutschland","","","",""
"15","2008","Westdeutschland","","","",""
"15","2008","Ostdeutschland","","","",""
"16","2008","Westdeutschland","","","",""
"16","2008","Ostdeutschland","","","",""
"17","2008","Westdeutschland","","","",""
"17","2008","Ostdeutschland","","","",""
"18","2008","Westdeutschland","","","",""
"18","2008","Ostdeutschland","","","",""
"19","2008","Westdeutschland","","","",""
"19","2008","Ostdeutschland","","","",""
"20","2008","Westdeutschland","","","",""
"20","2008","Ostdeutschland","","","",""
"21","2008","Westdeutschland","","","",""
"21","2008","Ostdeutschland","","","",""
"22","2008","Westdeutschland","","","",""
"22","2008","Ostdeutschland","","","",""
"23","2008","Westdeutschland","","","",""
"23","2008","Ostdeutschland","","","",""
"24","2008","Westdeutschland","","","",""
"24","2008","Ostdeutschland","","","",""
"25","2008","Westdeutschland","","","",""
"25","2008","Ostdeutschland","","","",""
"26","2008","Westdeutschland","","","",""
"26","2008","Ostdeutschland","","","",""
"27","2008","Westdeutschland","","","",""
"27","2008","Ostdeutschland","","","",""
"28","2008","Westdeutschland","","","",""
"28","2008","Ostdeutschland","","","",""
"30","2008","Westdeutschland","","","",""
"30","2008","Ostdeutschland","","","",""
"31","2008","Westdeutschland","","","",""
"31","2008","Ostdeutschland","","","",""
"32","2008","Westdeutschland","","","",""
"32","2008","Ostdeutschland","","","",""
"35","2008","Westdeutschland","","","",""
"35","2008","Ostdeutschland","","","",""
"36","2008","Westdeutschland","","","",""
"36","2008","Ostdeutschland","","","",""
"40","2008","Westdeutschland","","","",""
"40","2008","Ostdeutschland","","","",""
"42","2008","Westdeutschland","","","",""
"42","2008","Ostdeutschland","","","",""
"45","2008","Westdeutschland","","","",""
"45","2008","Ostdeutschland","","","",""
"48","2008","Westdeutschland","","","",""
"48","2008","Ostdeutschland","","","",""
"50","2008","Westdeutschland","","","",""
"50","2008","Ostdeutschland","","","",""
"51","2008","Westdeutschland","","","",""
"51","2008","Ostdeutschland","","","",""
"64","2008","Westdeutschland","","","",""
"64","2008","Ostdeutschland","","","",""
"65","2008","Westdeutschland","","","",""
"65","2008","Ostdeutschland","","","",""
"90","2008","Westdeutschland","","","",""
"90","2008","Ostdeutschland","","","",""
"98","2008","Westdeutschland","","","",""
"98","2008","Ostdeutschland","","","",""
"100","2008","Westdeutschland","","","",""
"100","2008","Ostdeutschland","","","",""
"0","2009","Westdeutschland","","","",""
"0","2009","Ostdeutschland","","","",""
"1","2009","Westdeutschland","1205","0.718937062449638","0.697247372403413","0.740626752495863"
"1","2009","Ostdeutschland","444","0.75416878191663","0.719513172802939","0.78882439103032"
"2","2009","Westdeutschland","303","0.2020276896179","0.182654305990194","0.221401073245606"
"2","2009","Ostdeutschland","101","0.168870393745353","0.138717299940017","0.199023487550689"
"3","2009","Westdeutschland","91","0.0460371313349053","0.0359253893052218","0.0561488733645888"
"3","2009","Ostdeutschland","","","",""
"4","2009","Westdeutschland","","","",""
"4","2009","Ostdeutschland","","","",""
"5","2009","Westdeutschland","","","",""
"5","2009","Ostdeutschland","","","",""
"6","2009","Westdeutschland","","","",""
"6","2009","Ostdeutschland","","","",""
"7","2009","Westdeutschland","","","",""
"7","2009","Ostdeutschland","","","",""
"8","2009","Westdeutschland","","","",""
"8","2009","Ostdeutschland","","","",""
"9","2009","Westdeutschland","","","",""
"9","2009","Ostdeutschland","","","",""
"10","2009","Westdeutschland","","","",""
"10","2009","Ostdeutschland","","","",""
"11","2009","Westdeutschland","","","",""
"11","2009","Ostdeutschland","","","",""
"12","2009","Westdeutschland","","","",""
"12","2009","Ostdeutschland","","","",""
"13","2009","Westdeutschland","","","",""
"13","2009","Ostdeutschland","","","",""
"14","2009","Westdeutschland","","","",""
"14","2009","Ostdeutschland","","","",""
"15","2009","Westdeutschland","","","",""
"15","2009","Ostdeutschland","","","",""
"16","2009","Westdeutschland","","","",""
"16","2009","Ostdeutschland","","","",""
"17","2009","Westdeutschland","","","",""
"17","2009","Ostdeutschland","","","",""
"18","2009","Westdeutschland","","","",""
"18","2009","Ostdeutschland","","","",""
"19","2009","Westdeutschland","","","",""
"19","2009","Ostdeutschland","","","",""
"20","2009","Westdeutschland","","","",""
"20","2009","Ostdeutschland","","","",""
"21","2009","Westdeutschland","","","",""
"21","2009","Ostdeutschland","","","",""
"22","2009","Westdeutschland","","","",""
"22","2009","Ostdeutschland","","","",""
"23","2009","Westdeutschland","","","",""
"23","2009","Ostdeutschland","","","",""
"24","2009","Westdeutschland","","","",""
"24","2009","Ostdeutschland","","","",""
"25","2009","Westdeutschland","","","",""
"25","2009","Ostdeutschland","","","",""
"26","2009","Westdeutschland","","","",""
"26","2009","Ostdeutschland","","","",""
"27","2009","Westdeutschland","","","",""
"27","2009","Ostdeutschland","","","",""
"28","2009","Westdeutschland","","","",""
"28","2009","Ostdeutschland","","","",""
"30","2009","Westdeutschland","","","",""
"30","2009","Ostdeutschland","","","",""
"31","2009","Westdeutschland","","","",""
"31","2009","Ostdeutschland","","","",""
"32","2009","Westdeutschland","","","",""
"32","2009","Ostdeutschland","","","",""
"35","2009","Westdeutschland","","","",""
"35","2009","Ostdeutschland","","","",""
"36","2009","Westdeutschland","","","",""
"36","2009","Ostdeutschland","","","",""
"40","2009","Westdeutschland","","","",""
"40","2009","Ostdeutschland","","","",""
"42","2009","Westdeutschland","","","",""
"42","2009","Ostdeutschland","","","",""
"45","2009","Westdeutschland","","","",""
"45","2009","Ostdeutschland","","","",""
"48","2009","Westdeutschland","","","",""
"48","2009","Ostdeutschland","","","",""
"50","2009","Westdeutschland","","","",""
"50","2009","Ostdeutschland","","","",""
"51","2009","Westdeutschland","","","",""
"51","2009","Ostdeutschland","","","",""
"64","2009","Westdeutschland","","","",""
"64","2009","Ostdeutschland","","","",""
"65","2009","Westdeutschland","","","",""
"65","2009","Ostdeutschland","","","",""
"90","2009","Westdeutschland","","","",""
"90","2009","Ostdeutschland","","","",""
"98","2009","Westdeutschland","","","",""
"98","2009","Ostdeutschland","","","",""
"100","2009","Westdeutschland","","","",""
"100","2009","Ostdeutschland","","","",""
"0","2010","Westdeutschland","","","",""
"0","2010","Ostdeutschland","","","",""
"1","2010","Westdeutschland","1914","0.755850348725986","0.738891920710999","0.772808776740973"
"1","2010","Ostdeutschland","562","0.732601355948061","0.701051262299123","0.764151449597"
"2","2010","Westdeutschland","364","0.155134988533886","0.140843147707229","0.169426829360542"
"2","2010","Ostdeutschland","137","0.197809930804857","0.169414407326023","0.226205454283691"
"3","2010","Westdeutschland","115","0.0552046740119375","0.0461890369106551","0.0642203111132199"
"3","2010","Ostdeutschland","35","0.0406462417885722","0.0265699979294284","0.054722485647716"
"4","2010","Westdeutschland","36","0.0171345331248055","0.0120115514179596","0.0222575148316514"
"4","2010","Ostdeutschland","","","",""
"5","2010","Westdeutschland","","","",""
"5","2010","Ostdeutschland","","","",""
"6","2010","Westdeutschland","","","",""
"6","2010","Ostdeutschland","","","",""
"7","2010","Westdeutschland","","","",""
"7","2010","Ostdeutschland","","","",""
"8","2010","Westdeutschland","","","",""
"8","2010","Ostdeutschland","","","",""
"9","2010","Westdeutschland","","","",""
"9","2010","Ostdeutschland","","","",""
"10","2010","Westdeutschland","","","",""
"10","2010","Ostdeutschland","","","",""
"11","2010","Westdeutschland","","","",""
"11","2010","Ostdeutschland","","","",""
"12","2010","Westdeutschland","","","",""
"12","2010","Ostdeutschland","","","",""
"13","2010","Westdeutschland","","","",""
"13","2010","Ostdeutschland","","","",""
"14","2010","Westdeutschland","","","",""
"14","2010","Ostdeutschland","","","",""
"15","2010","Westdeutschland","","","",""
"15","2010","Ostdeutschland","","","",""
"16","2010","Westdeutschland","","","",""
"16","2010","Ostdeutschland","","","",""
"17","2010","Westdeutschland","","","",""
"17","2010","Ostdeutschland","","","",""
"18","2010","Westdeutschland","","","",""
"18","2010","Ostdeutschland","","","",""
"19","2010","Westdeutschland","","","",""
"19","2010","Ostdeutschland","","","",""
"20","2010","Westdeutschland","","","",""
"20","2010","Ostdeutschland","","","",""
"21","2010","Westdeutschland","","","",""
"21","2010","Ostdeutschland","","","",""
"22","2010","Westdeutschland","","","",""
"22","2010","Ostdeutschland","","","",""
"23","2010","Westdeutschland","","","",""
"23","2010","Ostdeutschland","","","",""
"24","2010","Westdeutschland","","","",""
"24","2010","Ostdeutschland","","","",""
"25","2010","Westdeutschland","","","",""
"25","2010","Ostdeutschland","","","",""
"26","2010","Westdeutschland","","","",""
"26","2010","Ostdeutschland","","","",""
"27","2010","Westdeutschland","","","",""
"27","2010","Ostdeutschland","","","",""
"28","2010","Westdeutschland","","","",""
"28","2010","Ostdeutschland","","","",""
"30","2010","Westdeutschland","","","",""
"30","2010","Ostdeutschland","","","",""
"31","2010","Westdeutschland","","","",""
"31","2010","Ostdeutschland","","","",""
"32","2010","Westdeutschland","","","",""
"32","2010","Ostdeutschland","","","",""
"35","2010","Westdeutschland","","","",""
"35","2010","Ostdeutschland","","","",""
"36","2010","Westdeutschland","","","",""
"36","2010","Ostdeutschland","","","",""
"40","2010","Westdeutschland","","","",""
"40","2010","Ostdeutschland","","","",""
"42","2010","Westdeutschland","","","",""
"42","2010","Ostdeutschland","","","",""
"45","2010","Westdeutschland","","","",""
"45","2010","Ostdeutschland","","","",""
"48","2010","Westdeutschland","","","",""
"48","2010","Ostdeutschland","","","",""
"50","2010","Westdeutschland","","","",""
"50","2010","Ostdeutschland","","","",""
"51","2010","Westdeutschland","","","",""
"51","2010","Ostdeutschland","","","",""
"64","2010","Westdeutschland","","","",""
"64","2010","Ostdeutschland","","","",""
"65","2010","Westdeutschland","","","",""
"65","2010","Ostdeutschland","","","",""
"90","2010","Westdeutschland","","","",""
"90","2010","Ostdeutschland","","","",""
"98","2010","Westdeutschland","","","",""
"98","2010","Ostdeutschland","","","",""
"100","2010","Westdeutschland","","","",""
"100","2010","Ostdeutschland","","","",""
"0","2011","Westdeutschland","","","",""
"0","2011","Ostdeutschland","","","",""
"1","2011","Westdeutschland","2255","0.751052774095922","0.735350349319138","0.766755198872706"
"1","2011","Ostdeutschland","700","0.732403298425443","0.703655510903944","0.761151085946943"
"2","2011","Westdeutschland","445","0.162059955135333","0.148677919602029","0.175441990668638"
"2","2011","Ostdeutschland","137","0.183674573403972","0.158529952956341","0.208819193851602"
"3","2011","Westdeutschland","134","0.0546515015782124","0.0463973038616616","0.0629056992947631"
"3","2011","Ostdeutschland","58","0.0730312340773001","0.0561355502968111","0.0899269178577891"
"4","2011","Westdeutschland","37","0.0173346621199938","0.0125950984940178","0.0220742257459699"
"4","2011","Ostdeutschland","","","",""
"5","2011","Westdeutschland","","","",""
"5","2011","Ostdeutschland","","","",""
"6","2011","Westdeutschland","","","",""
"6","2011","Ostdeutschland","","","",""
"7","2011","Westdeutschland","","","",""
"7","2011","Ostdeutschland","","","",""
"8","2011","Westdeutschland","","","",""
"8","2011","Ostdeutschland","","","",""
"9","2011","Westdeutschland","","","",""
"9","2011","Ostdeutschland","","","",""
"10","2011","Westdeutschland","","","",""
"10","2011","Ostdeutschland","","","",""
"11","2011","Westdeutschland","","","",""
"11","2011","Ostdeutschland","","","",""
"12","2011","Westdeutschland","","","",""
"12","2011","Ostdeutschland","","","",""
"13","2011","Westdeutschland","","","",""
"13","2011","Ostdeutschland","","","",""
"14","2011","Westdeutschland","","","",""
"14","2011","Ostdeutschland","","","",""
"15","2011","Westdeutschland","","","",""
"15","2011","Ostdeutschland","","","",""
"16","2011","Westdeutschland","","","",""
"16","2011","Ostdeutschland","","","",""
"17","2011","Westdeutschland","","","",""
"17","2011","Ostdeutschland","","","",""
"18","2011","Westdeutschland","","","",""
"18","2011","Ostdeutschland","","","",""
"19","2011","Westdeutschland","","","",""
"19","2011","Ostdeutschland","","","",""
"20","2011","Westdeutschland","","","",""
"20","2011","Ostdeutschland","","","",""
"21","2011","Westdeutschland","","","",""
"21","2011","Ostdeutschland","","","",""
"22","2011","Westdeutschland","","","",""
"22","2011","Ostdeutschland","","","",""
"23","2011","Westdeutschland","","","",""
"23","2011","Ostdeutschland","","","",""
"24","2011","Westdeutschland","","","",""
"24","2011","Ostdeutschland","","","",""
"25","2011","Westdeutschland","","","",""
"25","2011","Ostdeutschland","","","",""
"26","2011","Westdeutschland","","","",""
"26","2011","Ostdeutschland","","","",""
"27","2011","Westdeutschland","","","",""
"27","2011","Ostdeutschland","","","",""
"28","2011","Westdeutschland","","","",""
"28","2011","Ostdeutschland","","","",""
"30","2011","Westdeutschland","","","",""
"30","2011","Ostdeutschland","","","",""
"31","2011","Westdeutschland","","","",""
"31","2011","Ostdeutschland","","","",""
"32","2011","Westdeutschland","","","",""
"32","2011","Ostdeutschland","","","",""
"35","2011","Westdeutschland","","","",""
"35","2011","Ostdeutschland","","","",""
"36","2011","Westdeutschland","","","",""
"36","2011","Ostdeutschland","","","",""
"40","2011","Westdeutschland","","","",""
"40","2011","Ostdeutschland","","","",""
"42","2011","Westdeutschland","","","",""
"42","2011","Ostdeutschland","","","",""
"45","2011","Westdeutschland","","","",""
"45","2011","Ostdeutschland","","","",""
"48","2011","Westdeutschland","","","",""
"48","2011","Ostdeutschland","","","",""
"50","2011","Westdeutschland","","","",""
"50","2011","Ostdeutschland","","","",""
"51","2011","Westdeutschland","","","",""
"51","2011","Ostdeutschland","","","",""
"64","2011","Westdeutschland","","","",""
"64","2011","Ostdeutschland","","","",""
"65","2011","Westdeutschland","","","",""
"65","2011","Ostdeutschland","","","",""
"90","2011","Westdeutschland","","","",""
"90","2011","Ostdeutschland","","","",""
"98","2011","Westdeutschland","","","",""
"98","2011","Ostdeutschland","","","",""
"100","2011","Westdeutschland","","","",""
"100","2011","Ostdeutschland","","","",""
"0","2012","Westdeutschland","","","",""
"0","2012","Ostdeutschland","","","",""
"1","2012","Westdeutschland","2123","0.740528975226978","0.724252026457131","0.756805923996824"
"1","2012","Ostdeutschland","669","0.742651854294338","0.713652112858173","0.771651595730503"
"2","2012","Westdeutschland","438","0.174166620404861","0.160083911131218","0.188249329678505"
"2","2012","Ostdeutschland","132","0.173295150794504","0.148187307070348","0.198402994518661"
"3","2012","Westdeutschland","136","0.0498749083185916","0.0417916029847763","0.0579582136524069"
"3","2012","Ostdeutschland","39","0.0412649130240762","0.0280707833828533","0.054459042665299"
"4","2012","Westdeutschland","45","0.0146017100045121","0.0101475553057466","0.0190558647032777"
"4","2012","Ostdeutschland","","","",""
"5","2012","Westdeutschland","","","",""
"5","2012","Ostdeutschland","","","",""
"6","2012","Westdeutschland","","","",""
"6","2012","Ostdeutschland","","","",""
"7","2012","Westdeutschland","","","",""
"7","2012","Ostdeutschland","","","",""
"8","2012","Westdeutschland","","","",""
"8","2012","Ostdeutschland","","","",""
"9","2012","Westdeutschland","","","",""
"9","2012","Ostdeutschland","","","",""
"10","2012","Westdeutschland","","","",""
"10","2012","Ostdeutschland","","","",""
"11","2012","Westdeutschland","","","",""
"11","2012","Ostdeutschland","","","",""
"12","2012","Westdeutschland","","","",""
"12","2012","Ostdeutschland","","","",""
"13","2012","Westdeutschland","","","",""
"13","2012","Ostdeutschland","","","",""
"14","2012","Westdeutschland","","","",""
"14","2012","Ostdeutschland","","","",""
"15","2012","Westdeutschland","","","",""
"15","2012","Ostdeutschland","","","",""
"16","2012","Westdeutschland","","","",""
"16","2012","Ostdeutschland","","","",""
"17","2012","Westdeutschland","","","",""
"17","2012","Ostdeutschland","","","",""
"18","2012","Westdeutschland","","","",""
"18","2012","Ostdeutschland","","","",""
"19","2012","Westdeutschland","","","",""
"19","2012","Ostdeutschland","","","",""
"20","2012","Westdeutschland","","","",""
"20","2012","Ostdeutschland","","","",""
"21","2012","Westdeutschland","","","",""
"21","2012","Ostdeutschland","","","",""
"22","2012","Westdeutschland","","","",""
"22","2012","Ostdeutschland","","","",""
"23","2012","Westdeutschland","","","",""
"23","2012","Ostdeutschland","","","",""
"24","2012","Westdeutschland","","","",""
"24","2012","Ostdeutschland","","","",""
"25","2012","Westdeutschland","","","",""
"25","2012","Ostdeutschland","","","",""
"26","2012","Westdeutschland","","","",""
"26","2012","Ostdeutschland","","","",""
"27","2012","Westdeutschland","","","",""
"27","2012","Ostdeutschland","","","",""
"28","2012","Westdeutschland","","","",""
"28","2012","Ostdeutschland","","","",""
"30","2012","Westdeutschland","","","",""
"30","2012","Ostdeutschland","","","",""
"31","2012","Westdeutschland","","","",""
"31","2012","Ostdeutschland","","","",""
"32","2012","Westdeutschland","","","",""
"32","2012","Ostdeutschland","","","",""
"35","2012","Westdeutschland","","","",""
"35","2012","Ostdeutschland","","","",""
"36","2012","Westdeutschland","","","",""
"36","2012","Ostdeutschland","","","",""
"40","2012","Westdeutschland","","","",""
"40","2012","Ostdeutschland","","","",""
"42","2012","Westdeutschland","","","",""
"42","2012","Ostdeutschland","","","",""
"45","2012","Westdeutschland","","","",""
"45","2012","Ostdeutschland","","","",""
"48","2012","Westdeutschland","","","",""
"48","2012","Ostdeutschland","","","",""
"50","2012","Westdeutschland","","","",""
"50","2012","Ostdeutschland","","","",""
"51","2012","Westdeutschland","","","",""
"51","2012","Ostdeutschland","","","",""
"64","2012","Westdeutschland","","","",""
"64","2012","Ostdeutschland","","","",""
"65","2012","Westdeutschland","","","",""
"65","2012","Ostdeutschland","","","",""
"90","2012","Westdeutschland","","","",""
"90","2012","Ostdeutschland","","","",""
"98","2012","Westdeutschland","","","",""
"98","2012","Ostdeutschland","","","",""
"100","2012","Westdeutschland","","","",""
"100","2012","Ostdeutschland","","","",""
"0","2013","Westdeutschland","","","",""
"0","2013","Ostdeutschland","","","",""
"1","2013","Westdeutschland","1989","0.738195686909527","0.721310660225852","0.755080713593202"
"1","2013","Ostdeutschland","569","0.693627245451892","0.661317550552225","0.725936940351559"
"2","2013","Westdeutschland","422","0.181215659442158","0.166420821002541","0.196010497881776"
"2","2013","Ostdeutschland","156","0.209173778765283","0.180667609087128","0.237679948443438"
"3","2013","Westdeutschland","121","0.0537126677838903","0.0450534736597835","0.062371861907997"
"3","2013","Ostdeutschland","32","0.0580093450574078","0.0416254562163303","0.0743932338984853"
"4","2013","Westdeutschland","32","0.0141899569502569","0.00964724960523247","0.0187326642952812"
"4","2013","Ostdeutschland","","","",""
"5","2013","Westdeutschland","","","",""
"5","2013","Ostdeutschland","","","",""
"6","2013","Westdeutschland","","","",""
"6","2013","Ostdeutschland","","","",""
"7","2013","Westdeutschland","","","",""
"7","2013","Ostdeutschland","","","",""
"8","2013","Westdeutschland","","","",""
"8","2013","Ostdeutschland","","","",""
"9","2013","Westdeutschland","","","",""
"9","2013","Ostdeutschland","","","",""
"10","2013","Westdeutschland","","","",""
"10","2013","Ostdeutschland","","","",""
"11","2013","Westdeutschland","","","",""
"11","2013","Ostdeutschland","","","",""
"12","2013","Westdeutschland","","","",""
"12","2013","Ostdeutschland","","","",""
"13","2013","Westdeutschland","","","",""
"13","2013","Ostdeutschland","","","",""
"14","2013","Westdeutschland","","","",""
"14","2013","Ostdeutschland","","","",""
"15","2013","Westdeutschland","","","",""
"15","2013","Ostdeutschland","","","",""
"16","2013","Westdeutschland","","","",""
"16","2013","Ostdeutschland","","","",""
"17","2013","Westdeutschland","","","",""
"17","2013","Ostdeutschland","","","",""
"18","2013","Westdeutschland","","","",""
"18","2013","Ostdeutschland","","","",""
"19","2013","Westdeutschland","","","",""
"19","2013","Ostdeutschland","","","",""
"20","2013","Westdeutschland","","","",""
"20","2013","Ostdeutschland","","","",""
"21","2013","Westdeutschland","","","",""
"21","2013","Ostdeutschland","","","",""
"22","2013","Westdeutschland","","","",""
"22","2013","Ostdeutschland","","","",""
"23","2013","Westdeutschland","","","",""
"23","2013","Ostdeutschland","","","",""
"24","2013","Westdeutschland","","","",""
"24","2013","Ostdeutschland","","","",""
"25","2013","Westdeutschland","","","",""
"25","2013","Ostdeutschland","","","",""
"26","2013","Westdeutschland","","","",""
"26","2013","Ostdeutschland","","","",""
"27","2013","Westdeutschland","","","",""
"27","2013","Ostdeutschland","","","",""
"28","2013","Westdeutschland","","","",""
"28","2013","Ostdeutschland","","","",""
"30","2013","Westdeutschland","","","",""
"30","2013","Ostdeutschland","","","",""
"31","2013","Westdeutschland","","","",""
"31","2013","Ostdeutschland","","","",""
"32","2013","Westdeutschland","","","",""
"32","2013","Ostdeutschland","","","",""
"35","2013","Westdeutschland","","","",""
"35","2013","Ostdeutschland","","","",""
"36","2013","Westdeutschland","","","",""
"36","2013","Ostdeutschland","","","",""
"40","2013","Westdeutschland","","","",""
"40","2013","Ostdeutschland","","","",""
"42","2013","Westdeutschland","","","",""
"42","2013","Ostdeutschland","","","",""
"45","2013","Westdeutschland","","","",""
"45","2013","Ostdeutschland","","","",""
"48","2013","Westdeutschland","","","",""
"48","2013","Ostdeutschland","","","",""
"50","2013","Westdeutschland","","","",""
"50","2013","Ostdeutschland","","","",""
"51","2013","Westdeutschland","","","",""
"51","2013","Ostdeutschland","","","",""
"64","2013","Westdeutschland","","","",""
"64","2013","Ostdeutschland","","","",""
