"ple0055","year","migback","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"17","2011","kein Migrationshintergrund","Staedtischer Raum","","","",""
"17","2011","kein Migrationshintergrund","Laendlicher Raum","","","",""
"17","2011","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"17","2011","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"17","2011","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"17","2011","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"17","2011","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"17","2011","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"18","2011","kein Migrationshintergrund","Staedtischer Raum","","","",""
"18","2011","kein Migrationshintergrund","Laendlicher Raum","","","",""
"18","2011","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"18","2011","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"18","2011","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"18","2011","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"18","2011","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"18","2011","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"19","2011","kein Migrationshintergrund","Staedtischer Raum","","","",""
"19","2011","kein Migrationshintergrund","Laendlicher Raum","","","",""
"19","2011","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"19","2011","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"19","2011","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"19","2011","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"19","2011","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"19","2011","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"20","2011","kein Migrationshintergrund","Staedtischer Raum","1","","",""
"20","2011","kein Migrationshintergrund","Laendlicher Raum","","","",""
"20","2011","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"20","2011","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"20","2011","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"20","2011","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"20","2011","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"20","2011","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"21","2011","kein Migrationshintergrund","Staedtischer Raum","","","",""
"21","2011","kein Migrationshintergrund","Laendlicher Raum","","","",""
"21","2011","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"21","2011","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"21","2011","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"21","2011","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"21","2011","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"21","2011","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"22","2011","kein Migrationshintergrund","Staedtischer Raum","","","",""
"22","2011","kein Migrationshintergrund","Laendlicher Raum","","","",""
"22","2011","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"22","2011","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"22","2011","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"22","2011","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"22","2011","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"22","2011","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"23","2011","kein Migrationshintergrund","Staedtischer Raum","","","",""
"23","2011","kein Migrationshintergrund","Laendlicher Raum","","","",""
"23","2011","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"23","2011","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"23","2011","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"23","2011","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"23","2011","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"23","2011","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"24","2011","kein Migrationshintergrund","Staedtischer Raum","","","",""
"24","2011","kein Migrationshintergrund","Laendlicher Raum","","","",""
"24","2011","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"24","2011","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"24","2011","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"24","2011","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"24","2011","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"24","2011","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"25","2011","kein Migrationshintergrund","Staedtischer Raum","","","",""
"25","2011","kein Migrationshintergrund","Laendlicher Raum","","","",""
"25","2011","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"25","2011","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"25","2011","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"25","2011","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"25","2011","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"25","2011","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"26","2011","kein Migrationshintergrund","Staedtischer Raum","","","",""
"26","2011","kein Migrationshintergrund","Laendlicher Raum","","","",""
"26","2011","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"26","2011","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"26","2011","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"26","2011","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"26","2011","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"26","2011","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"27","2011","kein Migrationshintergrund","Staedtischer Raum","","","",""
"27","2011","kein Migrationshintergrund","Laendlicher Raum","","","",""
"27","2011","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"27","2011","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"27","2011","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"27","2011","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"27","2011","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"27","2011","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"28","2011","kein Migrationshintergrund","Staedtischer Raum","","","",""
"28","2011","kein Migrationshintergrund","Laendlicher Raum","","","",""
"28","2011","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"28","2011","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"28","2011","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"28","2011","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"28","2011","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"28","2011","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"30","2011","kein Migrationshintergrund","Staedtischer Raum","1","","",""
"30","2011","kein Migrationshintergrund","Laendlicher Raum","","","",""
"30","2011","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"30","2011","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"30","2011","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"30","2011","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"30","2011","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"30","2011","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"31","2011","kein Migrationshintergrund","Staedtischer Raum","","","",""
"31","2011","kein Migrationshintergrund","Laendlicher Raum","","","",""
"31","2011","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"31","2011","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"31","2011","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"31","2011","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"31","2011","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"31","2011","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"32","2011","kein Migrationshintergrund","Staedtischer Raum","","","",""
"32","2011","kein Migrationshintergrund","Laendlicher Raum","","","",""
"32","2011","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"32","2011","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"32","2011","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"32","2011","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"32","2011","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"32","2011","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"35","2011","kein Migrationshintergrund","Staedtischer Raum","","","",""
"35","2011","kein Migrationshintergrund","Laendlicher Raum","","","",""
"35","2011","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"35","2011","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"35","2011","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"35","2011","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"35","2011","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"35","2011","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"36","2011","kein Migrationshintergrund","Staedtischer Raum","","","",""
"36","2011","kein Migrationshintergrund","Laendlicher Raum","","","",""
"36","2011","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"36","2011","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"36","2011","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"36","2011","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"36","2011","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"36","2011","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"40","2011","kein Migrationshintergrund","Staedtischer Raum","","","",""
"40","2011","kein Migrationshintergrund","Laendlicher Raum","","","",""
"40","2011","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"40","2011","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"40","2011","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"40","2011","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"40","2011","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"40","2011","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"42","2011","kein Migrationshintergrund","Staedtischer Raum","","","",""
"42","2011","kein Migrationshintergrund","Laendlicher Raum","","","",""
"42","2011","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"42","2011","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"42","2011","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"42","2011","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"42","2011","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"42","2011","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"45","2011","kein Migrationshintergrund","Staedtischer Raum","","","",""
"45","2011","kein Migrationshintergrund","Laendlicher Raum","","","",""
"45","2011","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"45","2011","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"45","2011","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"45","2011","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"45","2011","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"45","2011","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"48","2011","kein Migrationshintergrund","Staedtischer Raum","","","",""
"48","2011","kein Migrationshintergrund","Laendlicher Raum","","","",""
"48","2011","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"48","2011","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"48","2011","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"48","2011","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"48","2011","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"48","2011","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"50","2011","kein Migrationshintergrund","Staedtischer Raum","","","",""
"50","2011","kein Migrationshintergrund","Laendlicher Raum","","","",""
"50","2011","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"50","2011","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"50","2011","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"50","2011","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"50","2011","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"50","2011","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"51","2011","kein Migrationshintergrund","Staedtischer Raum","","","",""
"51","2011","kein Migrationshintergrund","Laendlicher Raum","","","",""
"51","2011","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"51","2011","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"51","2011","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"51","2011","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"51","2011","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"51","2011","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"64","2011","kein Migrationshintergrund","Staedtischer Raum","","","",""
"64","2011","kein Migrationshintergrund","Laendlicher Raum","","","",""
"64","2011","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"64","2011","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"64","2011","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"64","2011","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"64","2011","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"64","2011","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"65","2011","kein Migrationshintergrund","Staedtischer Raum","","","",""
"65","2011","kein Migrationshintergrund","Laendlicher Raum","","","",""
"65","2011","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"65","2011","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"65","2011","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"65","2011","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"65","2011","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"65","2011","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"90","2011","kein Migrationshintergrund","Staedtischer Raum","","","",""
"90","2011","kein Migrationshintergrund","Laendlicher Raum","","","",""
"90","2011","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"90","2011","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"90","2011","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"90","2011","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"90","2011","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"90","2011","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"98","2011","kein Migrationshintergrund","Staedtischer Raum","","","",""
"98","2011","kein Migrationshintergrund","Laendlicher Raum","","","",""
"98","2011","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"98","2011","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"98","2011","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"98","2011","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"98","2011","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"98","2011","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"100","2011","kein Migrationshintergrund","Staedtischer Raum","","","",""
"100","2011","kein Migrationshintergrund","Laendlicher Raum","","","",""
"100","2011","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"100","2011","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"100","2011","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"100","2011","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"100","2011","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"100","2011","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"0","2012","kein Migrationshintergrund","Staedtischer Raum","","","",""
"0","2012","kein Migrationshintergrund","Laendlicher Raum","","","",""
"0","2012","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"0","2012","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"0","2012","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"0","2012","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"0","2012","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"0","2012","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"1","2012","kein Migrationshintergrund","Staedtischer Raum","1385","","",""
"1","2012","kein Migrationshintergrund","Laendlicher Raum","983","0.743738540506307","0.719850168472712","0.767626912539903"
"1","2012","direkter Migrationshintergrund","Staedtischer Raum","223","","",""
"1","2012","direkter Migrationshintergrund","Laendlicher Raum","88","0.770267006485227","0.691296090442277","0.849237922528176"
"1","2012","indirekter Migrationshintergrund","Staedtischer Raum","88","0.764631032588498","0.688728192046677","0.840533873130319"
"1","2012","indirekter Migrationshintergrund","Laendlicher Raum","25","","",""
"1","2012","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"1","2012","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"2","2012","kein Migrationshintergrund","Staedtischer Raum","299","","",""
"2","2012","kein Migrationshintergrund","Laendlicher Raum","196","","",""
"2","2012","direkter Migrationshintergrund","Staedtischer Raum","40","0.164018431446335","0.120952524335677","0.207084338556993"
"2","2012","direkter Migrationshintergrund","Laendlicher Raum","12","","",""
"2","2012","indirekter Migrationshintergrund","Staedtischer Raum","21","","",""
"2","2012","indirekter Migrationshintergrund","Laendlicher Raum","2","","",""
"2","2012","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"2","2012","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"3","2012","kein Migrationshintergrund","Staedtischer Raum","93","0.0543656893133078","0.0439744990116526","0.064756879614963"
"3","2012","kein Migrationshintergrund","Laendlicher Raum","56","0.0401476285359947","0.0294060790753001","0.0508891779966893"
"3","2012","direkter Migrationshintergrund","Staedtischer Raum","11","","",""
"3","2012","direkter Migrationshintergrund","Laendlicher Raum","5","0.0369046743646706","0.00151226175667024","0.072297086972671"
"3","2012","indirekter Migrationshintergrund","Staedtischer Raum","6","0.0249214578605744","-0.00296953597889376","0.0528124517000425"
"3","2012","indirekter Migrationshintergrund","Laendlicher Raum","4","0.149947896444331","0.0299422738254028","0.269953519063259"
"3","2012","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"3","2012","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"4","2012","kein Migrationshintergrund","Staedtischer Raum","24","","",""
"4","2012","kein Migrationshintergrund","Laendlicher Raum","24","","",""
"4","2012","direkter Migrationshintergrund","Staedtischer Raum","6","0.00909349219226131","-0.001946546880646","0.0201335312651686"
"4","2012","direkter Migrationshintergrund","Laendlicher Raum","3","","",""
"4","2012","indirekter Migrationshintergrund","Staedtischer Raum","3","","",""
"4","2012","indirekter Migrationshintergrund","Laendlicher Raum","2","","",""
"4","2012","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"4","2012","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"5","2012","kein Migrationshintergrund","Staedtischer Raum","9","0.0070210041727958","0.00319442340084215","0.0108475849447495"
"5","2012","kein Migrationshintergrund","Laendlicher Raum","10","","",""
"5","2012","direkter Migrationshintergrund","Staedtischer Raum","1","","",""
"5","2012","direkter Migrationshintergrund","Laendlicher Raum","1","","",""
"5","2012","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"5","2012","indirekter Migrationshintergrund","Laendlicher Raum","1","","",""
"5","2012","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"5","2012","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"6","2012","kein Migrationshintergrund","Staedtischer Raum","8","0.00666109571745518","0.00293320821569857","0.0103889832192118"
"6","2012","kein Migrationshintergrund","Laendlicher Raum","7","0.00412956367142425","0.000620524097046942","0.00763860324580157"
"6","2012","direkter Migrationshintergrund","Staedtischer Raum","1","","",""
"6","2012","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"6","2012","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"6","2012","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"6","2012","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"6","2012","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"7","2012","kein Migrationshintergrund","Staedtischer Raum","3","","",""
"7","2012","kein Migrationshintergrund","Laendlicher Raum","3","","",""
"7","2012","direkter Migrationshintergrund","Staedtischer Raum","2","","",""
"7","2012","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"7","2012","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"7","2012","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"7","2012","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"7","2012","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"8","2012","kein Migrationshintergrund","Staedtischer Raum","2","","",""
"8","2012","kein Migrationshintergrund","Laendlicher Raum","","","",""
"8","2012","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"8","2012","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"8","2012","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"8","2012","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"8","2012","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"8","2012","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"9","2012","kein Migrationshintergrund","Staedtischer Raum","","","",""
"9","2012","kein Migrationshintergrund","Laendlicher Raum","1","","",""
"9","2012","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"9","2012","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"9","2012","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"9","2012","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"9","2012","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"9","2012","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"10","2012","kein Migrationshintergrund","Staedtischer Raum","3","","",""
"10","2012","kein Migrationshintergrund","Laendlicher Raum","1","","",""
"10","2012","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"10","2012","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"10","2012","indirekter Migrationshintergrund","Staedtischer Raum","1","","",""
"10","2012","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"10","2012","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"10","2012","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"11","2012","kein Migrationshintergrund","Staedtischer Raum","","","",""
"11","2012","kein Migrationshintergrund","Laendlicher Raum","","","",""
"11","2012","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"11","2012","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"11","2012","indirekter Migrationshintergrund","Staedtischer Raum","1","","",""
"11","2012","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"11","2012","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"11","2012","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"12","2012","kein Migrationshintergrund","Staedtischer Raum","1","","",""
"12","2012","kein Migrationshintergrund","Laendlicher Raum","","","",""
"12","2012","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"12","2012","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"12","2012","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"12","2012","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"12","2012","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"12","2012","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"13","2012","kein Migrationshintergrund","Staedtischer Raum","","","",""
"13","2012","kein Migrationshintergrund","Laendlicher Raum","","","",""
"13","2012","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"13","2012","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"13","2012","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"13","2012","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"13","2012","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"13","2012","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"14","2012","kein Migrationshintergrund","Staedtischer Raum","1","","",""
"14","2012","kein Migrationshintergrund","Laendlicher Raum","","","",""
"14","2012","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"14","2012","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"14","2012","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"14","2012","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"14","2012","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"14","2012","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"15","2012","kein Migrationshintergrund","Staedtischer Raum","","","",""
"15","2012","kein Migrationshintergrund","Laendlicher Raum","1","","",""
"15","2012","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"15","2012","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"15","2012","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"15","2012","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"15","2012","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"15","2012","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"16","2012","kein Migrationshintergrund","Staedtischer Raum","","","",""
"16","2012","kein Migrationshintergrund","Laendlicher Raum","","","",""
"16","2012","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"16","2012","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"16","2012","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"16","2012","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"16","2012","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"16","2012","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"17","2012","kein Migrationshintergrund","Staedtischer Raum","","","",""
"17","2012","kein Migrationshintergrund","Laendlicher Raum","","","",""
"17","2012","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"17","2012","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"17","2012","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"17","2012","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"17","2012","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"17","2012","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"18","2012","kein Migrationshintergrund","Staedtischer Raum","","","",""
"18","2012","kein Migrationshintergrund","Laendlicher Raum","","","",""
"18","2012","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"18","2012","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"18","2012","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"18","2012","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"18","2012","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"18","2012","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"19","2012","kein Migrationshintergrund","Staedtischer Raum","","","",""
"19","2012","kein Migrationshintergrund","Laendlicher Raum","","","",""
