"m11104","year","migback","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"Mehrmals im Jahr","2010","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Mindestens einmal im Monat","2010","kein Migrationshintergrund","Westdeutschland","","","",""
"Mindestens einmal im Monat","2010","kein Migrationshintergrund","Ostdeutschland","","","",""
"Mindestens einmal im Monat","2010","direkter Migrationshintergrund","Westdeutschland","","","",""
"Mindestens einmal im Monat","2010","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Mindestens einmal im Monat","2010","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Mindestens einmal im Monat","2010","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Mindestens einmal im Monat","2010","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Mindestens einmal im Monat","2010","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Mindestens einmal die Woche","2010","kein Migrationshintergrund","Westdeutschland","","","",""
"Mindestens einmal die Woche","2010","kein Migrationshintergrund","Ostdeutschland","","","",""
"Mindestens einmal die Woche","2010","direkter Migrationshintergrund","Westdeutschland","","","",""
"Mindestens einmal die Woche","2010","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Mindestens einmal die Woche","2010","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Mindestens einmal die Woche","2010","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Mindestens einmal die Woche","2010","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Mindestens einmal die Woche","2010","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Fast nie oder nie","2011","kein Migrationshintergrund","Westdeutschland","6427","0.374966082102346","0.367829276295682","0.38210288790901"
"Fast nie oder nie","2011","kein Migrationshintergrund","Ostdeutschland","2885","","",""
"Fast nie oder nie","2011","direkter Migrationshintergrund","Westdeutschland","1691","","",""
"Fast nie oder nie","2011","direkter Migrationshintergrund","Ostdeutschland","92","0.634694133983717","0.559133367083775","0.710254900883658"
"Fast nie oder nie","2011","indirekter Migrationshintergrund","Westdeutschland","396","0.279580213879956","0.254292973422762","0.304867454337151"
"Fast nie oder nie","2011","indirekter Migrationshintergrund","Ostdeutschland","31","0.335496989450603","0.234524924464585","0.436469054436621"
"Fast nie oder nie","2011","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Fast nie oder nie","2011","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Mehrmals im Jahr","2011","kein Migrationshintergrund","Westdeutschland","2794","","",""
"Mehrmals im Jahr","2011","kein Migrationshintergrund","Ostdeutschland","1048","","",""
"Mehrmals im Jahr","2011","direkter Migrationshintergrund","Westdeutschland","460","0.157536712082216","0.14467918975222","0.170394234412212"
"Mehrmals im Jahr","2011","direkter Migrationshintergrund","Ostdeutschland","24","","",""
"Mehrmals im Jahr","2011","indirekter Migrationshintergrund","Westdeutschland","243","","",""
"Mehrmals im Jahr","2011","indirekter Migrationshintergrund","Ostdeutschland","14","","",""
"Mehrmals im Jahr","2011","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Mehrmals im Jahr","2011","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Mindestens einmal im Monat","2011","kein Migrationshintergrund","Westdeutschland","1163","","",""
"Mindestens einmal im Monat","2011","kein Migrationshintergrund","Ostdeutschland","394","0.0651123912585759","0.0588943482141052","0.0713304343030466"
"Mindestens einmal im Monat","2011","direkter Migrationshintergrund","Westdeutschland","141","","",""
"Mindestens einmal im Monat","2011","direkter Migrationshintergrund","Ostdeutschland","5","0.0185973607980529","-0.00260260015179186","0.0397973217478977"
"Mindestens einmal im Monat","2011","indirekter Migrationshintergrund","Westdeutschland","98","0.0836682274812936","0.0680668816877641","0.099269573274823"
"Mindestens einmal im Monat","2011","indirekter Migrationshintergrund","Ostdeutschland","5","0.075660401161511","0.0191070236573867","0.132213778665635"
"Mindestens einmal im Monat","2011","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Mindestens einmal im Monat","2011","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Mindestens einmal die Woche","2011","kein Migrationshintergrund","Westdeutschland","7292","0.401970726948231","0.394742787100328","0.409198666796134"
"Mindestens einmal die Woche","2011","kein Migrationshintergrund","Ostdeutschland","1721","","",""
"Mindestens einmal die Woche","2011","direkter Migrationshintergrund","Westdeutschland","792","0.267607109531501","0.251982405849083","0.283231813213919"
"Mindestens einmal die Woche","2011","direkter Migrationshintergrund","Ostdeutschland","35","0.206938201908337","0.143367114158634","0.270509289658041"
"Mindestens einmal die Woche","2011","indirekter Migrationshintergrund","Westdeutschland","473","0.405847846064171","0.378179330057376","0.433516362070967"
"Mindestens einmal die Woche","2011","indirekter Migrationshintergrund","Ostdeutschland","34","0.405551703575889","0.300551871041237","0.51055153611054"
"Mindestens einmal die Woche","2011","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Mindestens einmal die Woche","2011","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Fast nie oder nie","2012","kein Migrationshintergrund","Westdeutschland","","","",""
"Fast nie oder nie","2012","kein Migrationshintergrund","Ostdeutschland","","","",""
"Fast nie oder nie","2012","direkter Migrationshintergrund","Westdeutschland","","","",""
"Fast nie oder nie","2012","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Fast nie oder nie","2012","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Fast nie oder nie","2012","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Fast nie oder nie","2012","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Fast nie oder nie","2012","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Mehrmals im Jahr","2012","kein Migrationshintergrund","Westdeutschland","","","",""
"Mehrmals im Jahr","2012","kein Migrationshintergrund","Ostdeutschland","","","",""
"Mehrmals im Jahr","2012","direkter Migrationshintergrund","Westdeutschland","","","",""
"Mehrmals im Jahr","2012","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Mehrmals im Jahr","2012","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Mehrmals im Jahr","2012","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Mehrmals im Jahr","2012","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Mehrmals im Jahr","2012","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Mindestens einmal im Monat","2012","kein Migrationshintergrund","Westdeutschland","","","",""
"Mindestens einmal im Monat","2012","kein Migrationshintergrund","Ostdeutschland","","","",""
"Mindestens einmal im Monat","2012","direkter Migrationshintergrund","Westdeutschland","","","",""
"Mindestens einmal im Monat","2012","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Mindestens einmal im Monat","2012","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Mindestens einmal im Monat","2012","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Mindestens einmal im Monat","2012","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Mindestens einmal im Monat","2012","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Mindestens einmal die Woche","2012","kein Migrationshintergrund","Westdeutschland","","","",""
"Mindestens einmal die Woche","2012","kein Migrationshintergrund","Ostdeutschland","","","",""
"Mindestens einmal die Woche","2012","direkter Migrationshintergrund","Westdeutschland","","","",""
"Mindestens einmal die Woche","2012","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Mindestens einmal die Woche","2012","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Mindestens einmal die Woche","2012","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Mindestens einmal die Woche","2012","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Mindestens einmal die Woche","2012","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Fast nie oder nie","2013","kein Migrationshintergrund","Westdeutschland","4674","0.296941870656861","0.289878850763386","0.304004890550336"
"Fast nie oder nie","2013","kein Migrationshintergrund","Ostdeutschland","2136","","",""
"Fast nie oder nie","2013","direkter Migrationshintergrund","Westdeutschland","1226","","",""
"Fast nie oder nie","2013","direkter Migrationshintergrund","Ostdeutschland","67","0.503089071297631","0.4187472601917","0.587430882403562"
"Fast nie oder nie","2013","indirekter Migrationshintergrund","Westdeutschland","293","","",""
"Fast nie oder nie","2013","indirekter Migrationshintergrund","Ostdeutschland","32","0.375835492808394","0.26548337779044","0.486187607826348"
"Fast nie oder nie","2013","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Fast nie oder nie","2013","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Mehrmals im Jahr","2013","kein Migrationshintergrund","Westdeutschland","2221","","",""
"Mehrmals im Jahr","2013","kein Migrationshintergrund","Ostdeutschland","900","0.174703757273646","0.164646665160002","0.184760849387291"
"Mehrmals im Jahr","2013","direkter Migrationshintergrund","Westdeutschland","330","0.14181618121834","0.128187320998353","0.155445041438326"
"Mehrmals im Jahr","2013","direkter Migrationshintergrund","Ostdeutschland","23","","",""
"Mehrmals im Jahr","2013","indirekter Migrationshintergrund","Westdeutschland","169","","",""
"Mehrmals im Jahr","2013","indirekter Migrationshintergrund","Ostdeutschland","11","","",""
"Mehrmals im Jahr","2013","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Mehrmals im Jahr","2013","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Mindestens einmal im Monat","2013","kein Migrationshintergrund","Westdeutschland","788","0.0510056074330192","0.0476046603279908","0.0544065545380476"
"Mindestens einmal im Monat","2013","kein Migrationshintergrund","Ostdeutschland","275","","",""
"Mindestens einmal im Monat","2013","direkter Migrationshintergrund","Westdeutschland","109","","",""
"Mindestens einmal im Monat","2013","direkter Migrationshintergrund","Ostdeutschland","3","","",""
"Mindestens einmal im Monat","2013","indirekter Migrationshintergrund","Westdeutschland","71","0.080159404615596","0.0641563069708252","0.0961625022603669"
"Mindestens einmal im Monat","2013","indirekter Migrationshintergrund","Ostdeutschland","2","","",""
"Mindestens einmal im Monat","2013","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Mindestens einmal im Monat","2013","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Mindestens einmal die Woche","2013","kein Migrationshintergrund","Westdeutschland","8393","0.516896849525196","0.509172161127276","0.524621537923115"
"Mindestens einmal die Woche","2013","kein Migrationshintergrund","Ostdeutschland","2165","","",""
"Mindestens einmal die Woche","2013","direkter Migrationshintergrund","Westdeutschland","852","0.35711259055685","0.33839385432794","0.37583132678576"
"Mindestens einmal die Woche","2013","direkter Migrationshintergrund","Ostdeutschland","42","0.204298371237228","0.136285864424508","0.272310878049948"
"Mindestens einmal die Woche","2013","indirekter Migrationshintergrund","Westdeutschland","573","0.521490078423254","0.492049995689606","0.550930161156903"
"Mindestens einmal die Woche","2013","indirekter Migrationshintergrund","Ostdeutschland","29","","",""
"Mindestens einmal die Woche","2013","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Mindestens einmal die Woche","2013","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Fast nie oder nie","2014","kein Migrationshintergrund","Westdeutschland","","","",""
"Fast nie oder nie","2014","kein Migrationshintergrund","Ostdeutschland","","","",""
"Fast nie oder nie","2014","direkter Migrationshintergrund","Westdeutschland","","","",""
"Fast nie oder nie","2014","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Fast nie oder nie","2014","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Fast nie oder nie","2014","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Fast nie oder nie","2014","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Fast nie oder nie","2014","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Mehrmals im Jahr","2014","kein Migrationshintergrund","Westdeutschland","","","",""
"Mehrmals im Jahr","2014","kein Migrationshintergrund","Ostdeutschland","","","",""
"Mehrmals im Jahr","2014","direkter Migrationshintergrund","Westdeutschland","","","",""
"Mehrmals im Jahr","2014","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Mehrmals im Jahr","2014","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Mehrmals im Jahr","2014","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Mehrmals im Jahr","2014","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Mehrmals im Jahr","2014","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Mindestens einmal im Monat","2014","kein Migrationshintergrund","Westdeutschland","","","",""
"Mindestens einmal im Monat","2014","kein Migrationshintergrund","Ostdeutschland","","","",""
"Mindestens einmal im Monat","2014","direkter Migrationshintergrund","Westdeutschland","","","",""
"Mindestens einmal im Monat","2014","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Mindestens einmal im Monat","2014","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Mindestens einmal im Monat","2014","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Mindestens einmal im Monat","2014","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Mindestens einmal im Monat","2014","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Mindestens einmal die Woche","2014","kein Migrationshintergrund","Westdeutschland","","","",""
"Mindestens einmal die Woche","2014","kein Migrationshintergrund","Ostdeutschland","","","",""
"Mindestens einmal die Woche","2014","direkter Migrationshintergrund","Westdeutschland","","","",""
"Mindestens einmal die Woche","2014","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Mindestens einmal die Woche","2014","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Mindestens einmal die Woche","2014","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Mindestens einmal die Woche","2014","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Mindestens einmal die Woche","2014","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Fast nie oder nie","2015","kein Migrationshintergrund","Westdeutschland","4724","0.340985576381821","0.333211409889194","0.348759742874448"
"Fast nie oder nie","2015","kein Migrationshintergrund","Ostdeutschland","2223","","",""
"Fast nie oder nie","2015","direkter Migrationshintergrund","Westdeutschland","2667","","",""
"Fast nie oder nie","2015","direkter Migrationshintergrund","Ostdeutschland","228","","",""
"Fast nie oder nie","2015","indirekter Migrationshintergrund","Westdeutschland","461","0.259432232283461","0.237785009773947","0.281079454792975"
"Fast nie oder nie","2015","indirekter Migrationshintergrund","Ostdeutschland","43","0.427044318715427","0.331050118530288","0.523038518900566"
"Fast nie oder nie","2015","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Fast nie oder nie","2015","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Mehrmals im Jahr","2015","kein Migrationshintergrund","Westdeutschland","1957","","",""
"Mehrmals im Jahr","2015","kein Migrationshintergrund","Ostdeutschland","672","0.140505921012274","0.130733816717395","0.150278025307152"
"Mehrmals im Jahr","2015","direkter Migrationshintergrund","Westdeutschland","731","0.122015223593212","0.113325612442435","0.130704834743989"
"Mehrmals im Jahr","2015","direkter Migrationshintergrund","Ostdeutschland","51","0.134256004900731","0.101728296404121","0.166783713397341"
"Mehrmals im Jahr","2015","indirekter Migrationshintergrund","Westdeutschland","246","","",""
"Mehrmals im Jahr","2015","indirekter Migrationshintergrund","Ostdeutschland","16","","",""
"Mehrmals im Jahr","2015","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Mehrmals im Jahr","2015","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Mindestens einmal im Monat","2015","kein Migrationshintergrund","Westdeutschland","799","0.0565236331290224","0.0527364272009925","0.0603108390570523"
"Mindestens einmal im Monat","2015","kein Migrationshintergrund","Ostdeutschland","290","","",""
"Mindestens einmal im Monat","2015","direkter Migrationshintergrund","Westdeutschland","235","","",""
"Mindestens einmal im Monat","2015","direkter Migrationshintergrund","Ostdeutschland","20","","",""
"Mindestens einmal im Monat","2015","indirekter Migrationshintergrund","Westdeutschland","92","0.0648809188181239","0.0527162646386465","0.0770455729976013"
"Mindestens einmal im Monat","2015","indirekter Migrationshintergrund","Ostdeutschland","3","","",""
"Mindestens einmal im Monat","2015","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Mindestens einmal im Monat","2015","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Mindestens einmal die Woche","2015","kein Migrationshintergrund","Westdeutschland","6803","0.466329047951312","0.45814776544198","0.474510330460644"
"Mindestens einmal die Woche","2015","kein Migrationshintergrund","Ostdeutschland","1673","","",""
"Mindestens einmal die Woche","2015","direkter Migrationshintergrund","Westdeutschland","1817","","",""
"Mindestens einmal die Woche","2015","direkter Migrationshintergrund","Ostdeutschland","123","","",""
"Mindestens einmal die Woche","2015","indirekter Migrationshintergrund","Westdeutschland","776","0.539368571631361","0.514752008773147","0.563985134489575"
"Mindestens einmal die Woche","2015","indirekter Migrationshintergrund","Ostdeutschland","40","0.395570206849323","0.300677524319453","0.490462889379193"
"Mindestens einmal die Woche","2015","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Mindestens einmal die Woche","2015","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Fast nie oder nie","2016","kein Migrationshintergrund","Westdeutschland","","","",""
"Fast nie oder nie","2016","kein Migrationshintergrund","Ostdeutschland","","","",""
"Fast nie oder nie","2016","direkter Migrationshintergrund","Westdeutschland","","","",""
"Fast nie oder nie","2016","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Fast nie oder nie","2016","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Fast nie oder nie","2016","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Fast nie oder nie","2016","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Fast nie oder nie","2016","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Mehrmals im Jahr","2016","kein Migrationshintergrund","Westdeutschland","","","",""
"Mehrmals im Jahr","2016","kein Migrationshintergrund","Ostdeutschland","","","",""
"Mehrmals im Jahr","2016","direkter Migrationshintergrund","Westdeutschland","","","",""
"Mehrmals im Jahr","2016","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Mehrmals im Jahr","2016","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Mehrmals im Jahr","2016","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Mehrmals im Jahr","2016","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Mehrmals im Jahr","2016","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Mindestens einmal im Monat","2016","kein Migrationshintergrund","Westdeutschland","","","",""
"Mindestens einmal im Monat","2016","kein Migrationshintergrund","Ostdeutschland","","","",""
"Mindestens einmal im Monat","2016","direkter Migrationshintergrund","Westdeutschland","","","",""
"Mindestens einmal im Monat","2016","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Mindestens einmal im Monat","2016","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Mindestens einmal im Monat","2016","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Mindestens einmal im Monat","2016","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Mindestens einmal im Monat","2016","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Mindestens einmal die Woche","2016","kein Migrationshintergrund","Westdeutschland","","","",""
"Mindestens einmal die Woche","2016","kein Migrationshintergrund","Ostdeutschland","","","",""
"Mindestens einmal die Woche","2016","direkter Migrationshintergrund","Westdeutschland","","","",""
"Mindestens einmal die Woche","2016","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Mindestens einmal die Woche","2016","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Mindestens einmal die Woche","2016","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Mindestens einmal die Woche","2016","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Mindestens einmal die Woche","2016","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Fast nie oder nie","2017","kein Migrationshintergrund","Westdeutschland","4703","0.329052761460267","0.321540185043446","0.336565337877088"
"Fast nie oder nie","2017","kein Migrationshintergrund","Ostdeutschland","2215","","",""
"Fast nie oder nie","2017","direkter Migrationshintergrund","Westdeutschland","3760","0.467313850960519","0.456133449394366","0.478494252526673"
"Fast nie oder nie","2017","direkter Migrationshintergrund","Ostdeutschland","468","0.445937263276624","0.414178057525853","0.477696469027396"
"Fast nie oder nie","2017","indirekter Migrationshintergrund","Westdeutschland","499","0.257997020831815","0.236538202505339","0.27945583915829"
"Fast nie oder nie","2017","indirekter Migrationshintergrund","Ostdeutschland","37","0.289521153030864","0.202771216153036","0.376271089908691"
"Fast nie oder nie","2017","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Fast nie oder nie","2017","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Mehrmals im Jahr","2017","kein Migrationshintergrund","Westdeutschland","1987","","",""
"Mehrmals im Jahr","2017","kein Migrationshintergrund","Ostdeutschland","736","0.143047896915364","0.133448219176378","0.152647574654351"
"Mehrmals im Jahr","2017","direkter Migrationshintergrund","Westdeutschland","1010","","",""
"Mehrmals im Jahr","2017","direkter Migrationshintergrund","Ostdeutschland","110","","",""
"Mehrmals im Jahr","2017","indirekter Migrationshintergrund","Westdeutschland","220","","",""
"Mehrmals im Jahr","2017","indirekter Migrationshintergrund","Ostdeutschland","20","","",""
"Mehrmals im Jahr","2017","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Mehrmals im Jahr","2017","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Mindestens einmal im Monat","2017","kein Migrationshintergrund","Westdeutschland","824","0.0532881321247018","0.0496969609433605","0.0568793033060431"
"Mindestens einmal im Monat","2017","kein Migrationshintergrund","Ostdeutschland","267","","",""
"Mindestens einmal im Monat","2017","direkter Migrationshintergrund","Westdeutschland","341","0.0407232140904706","0.0362941663187108","0.0451522618622303"
"Mindestens einmal im Monat","2017","direkter Migrationshintergrund","Ostdeutschland","36","0.0321580341891279","0.0208860531324356","0.0434300152458201"
"Mindestens einmal im Monat","2017","indirekter Migrationshintergrund","Westdeutschland","85","0.0555981829242503","0.0443597867168032","0.0668365791316974"
"Mindestens einmal im Monat","2017","indirekter Migrationshintergrund","Ostdeutschland","10","","",""
"Mindestens einmal im Monat","2017","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Mindestens einmal im Monat","2017","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Mindestens einmal die Woche","2017","kein Migrationshintergrund","Westdeutschland","7513","0.488167886116809","0.480175797024405","0.496159975209212"
"Mindestens einmal die Woche","2017","kein Migrationshintergrund","Ostdeutschland","1892","","",""
"Mindestens einmal die Woche","2017","direkter Migrationshintergrund","Westdeutschland","2539","","",""
"Mindestens einmal die Woche","2017","direkter Migrationshintergrund","Ostdeutschland","327","0.42997213803344","0.39834051485008","0.4616037612168"
"Mindestens einmal die Woche","2017","indirekter Migrationshintergrund","Westdeutschland","793","0.54176388334555","0.517327028136052","0.566200738555048"
"Mindestens einmal die Woche","2017","indirekter Migrationshintergrund","Ostdeutschland","38","0.434698283221013","0.339880989353338","0.529515577088689"
"Mindestens einmal die Woche","2017","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Mindestens einmal die Woche","2017","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Fast nie oder nie","2018","kein Migrationshintergrund","Westdeutschland","","","",""
"Fast nie oder nie","2018","kein Migrationshintergrund","Ostdeutschland","","","",""
"Fast nie oder nie","2018","direkter Migrationshintergrund","Westdeutschland","1294","","",""
"Fast nie oder nie","2018","direkter Migrationshintergrund","Ostdeutschland","234","","",""
"Fast nie oder nie","2018","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Fast nie oder nie","2018","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Fast nie oder nie","2018","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Fast nie oder nie","2018","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Mehrmals im Jahr","2018","kein Migrationshintergrund","Westdeutschland","","","",""
"Mehrmals im Jahr","2018","kein Migrationshintergrund","Ostdeutschland","","","",""
"Mehrmals im Jahr","2018","direkter Migrationshintergrund","Westdeutschland","460","0.166177068135574","0.152118134592641","0.180236001678507"
"Mehrmals im Jahr","2018","direkter Migrationshintergrund","Ostdeutschland","54","0.112482196880322","0.0840382832061561","0.140926110554487"
"Mehrmals im Jahr","2018","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Mehrmals im Jahr","2018","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Mehrmals im Jahr","2018","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Mehrmals im Jahr","2018","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Mindestens einmal im Monat","2018","kein Migrationshintergrund","Westdeutschland","","","",""
"Mindestens einmal im Monat","2018","kein Migrationshintergrund","Ostdeutschland","","","",""
"Mindestens einmal im Monat","2018","direkter Migrationshintergrund","Westdeutschland","168","","",""
"Mindestens einmal im Monat","2018","direkter Migrationshintergrund","Ostdeutschland","11","","",""
"Mindestens einmal im Monat","2018","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Mindestens einmal im Monat","2018","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Mindestens einmal im Monat","2018","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Mindestens einmal im Monat","2018","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Mindestens einmal die Woche","2018","kein Migrationshintergrund","Westdeutschland","","","",""
"Mindestens einmal die Woche","2018","kein Migrationshintergrund","Ostdeutschland","","","",""
"Mindestens einmal die Woche","2018","direkter Migrationshintergrund","Westdeutschland","771","0.320114473408416","0.302494693975724","0.337734252841109"
"Mindestens einmal die Woche","2018","direkter Migrationshintergrund","Ostdeutschland","175","","",""
"Mindestens einmal die Woche","2018","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Mindestens einmal die Woche","2018","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Mindestens einmal die Woche","2018","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Mindestens einmal die Woche","2018","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Fast nie oder nie","2019","kein Migrationshintergrund","Westdeutschland","3540","0.251455366060532","0.244492229914742","0.258418502206323"
"Fast nie oder nie","2019","kein Migrationshintergrund","Ostdeutschland","1612","","",""
"Fast nie oder nie","2019","direkter Migrationshintergrund","Westdeutschland","2498","","",""
"Fast nie oder nie","2019","direkter Migrationshintergrund","Ostdeutschland","316","0.372171225542592","0.336863166249862","0.407479284835321"
"Fast nie oder nie","2019","indirekter Migrationshintergrund","Westdeutschland","396","0.230597663654252","0.210334920064231","0.250860407244274"
"Fast nie oder nie","2019","indirekter Migrationshintergrund","Ostdeutschland","33","0.232487459660523","0.166200469785186","0.29877444953586"
"Fast nie oder nie","2019","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Fast nie oder nie","2019","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Mehrmals im Jahr","2019","kein Migrationshintergrund","Westdeutschland","1846","","",""
