"m11104","year","bildungsniveau","migback","n","percent","lower_confidence_percent","upper_confidence_percent"
"Mindestens einmal im Monat","2010","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Mindestens einmal im Monat","2010","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Mindestens einmal im Monat","2010","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal im Monat","2010","AkademikerIn","kein Migrationshintergrund","","","",""
"Mindestens einmal im Monat","2010","AkademikerIn","direkter Migrationshintergrund","","","",""
"Mindestens einmal im Monat","2010","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Mindestens einmal im Monat","2010","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","2010","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Mindestens einmal die Woche","2010","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","2010","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","2010","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","2010","Hauptschule","kein Migrationshintergrund","","","",""
"Mindestens einmal die Woche","2010","Hauptschule","direkter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","2010","Hauptschule","indirekter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","2010","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","2010","Realschule","kein Migrationshintergrund","","","",""
"Mindestens einmal die Woche","2010","Realschule","direkter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","2010","Realschule","indirekter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","2010","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","2010","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Mindestens einmal die Woche","2010","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","2010","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","2010","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","2010","AkademikerIn","kein Migrationshintergrund","","","",""
"Mindestens einmal die Woche","2010","AkademikerIn","direkter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","2010","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","2010","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Fast nie oder nie","2011","(noch) kein Abschluss","kein Migrationshintergrund","195","","",""
"Fast nie oder nie","2011","(noch) kein Abschluss","direkter Migrationshintergrund","165","","",""
"Fast nie oder nie","2011","(noch) kein Abschluss","indirekter Migrationshintergrund","24","","",""
"Fast nie oder nie","2011","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Fast nie oder nie","2011","Hauptschule","kein Migrationshintergrund","4203","0.580700767706231","0.569314057819258","0.592087477593205"
"Fast nie oder nie","2011","Hauptschule","direkter Migrationshintergrund","879","0.655749396399903","0.630243574589963","0.681255218209843"
"Fast nie oder nie","2011","Hauptschule","indirekter Migrationshintergrund","161","","",""
"Fast nie oder nie","2011","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Fast nie oder nie","2011","Realschule","kein Migrationshintergrund","2828","","",""
"Fast nie oder nie","2011","Realschule","direkter Migrationshintergrund","145","","",""
"Fast nie oder nie","2011","Realschule","indirekter Migrationshintergrund","123","","",""
"Fast nie oder nie","2011","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Fast nie oder nie","2011","(Fach-)Abitur","kein Migrationshintergrund","691","0.225012370094842","0.209402068154219","0.240622672035464"
"Fast nie oder nie","2011","(Fach-)Abitur","direkter Migrationshintergrund","335","0.480520406157048","0.442170486622726","0.51887032569137"
"Fast nie oder nie","2011","(Fach-)Abitur","indirekter Migrationshintergrund","57","0.143945520143229","0.0978726319063692","0.19001840838009"
"Fast nie oder nie","2011","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Fast nie oder nie","2011","AkademikerIn","kein Migrationshintergrund","1207","","",""
"Fast nie oder nie","2011","AkademikerIn","direkter Migrationshintergrund","197","","",""
"Fast nie oder nie","2011","AkademikerIn","indirekter Migrationshintergrund","29","","",""
"Fast nie oder nie","2011","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mehrmals im Jahr","2011","(noch) kein Abschluss","kein Migrationshintergrund","55","0.0909313943260722","0.0671610655628497","0.114701723089295"
"Mehrmals im Jahr","2011","(noch) kein Abschluss","direkter Migrationshintergrund","22","","",""
"Mehrmals im Jahr","2011","(noch) kein Abschluss","indirekter Migrationshintergrund","14","","",""
"Mehrmals im Jahr","2011","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mehrmals im Jahr","2011","Hauptschule","kein Migrationshintergrund","946","0.133778256478226","0.125922874133425","0.141633638823026"
"Mehrmals im Jahr","2011","Hauptschule","direkter Migrationshintergrund","187","","",""
"Mehrmals im Jahr","2011","Hauptschule","indirekter Migrationshintergrund","56","0.216781389251861","0.172120567315323","0.261442211188398"
"Mehrmals im Jahr","2011","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mehrmals im Jahr","2011","Realschule","kein Migrationshintergrund","1383","","",""
"Mehrmals im Jahr","2011","Realschule","direkter Migrationshintergrund","56","0.237690547087587","0.188529236196432","0.286851857978742"
"Mehrmals im Jahr","2011","Realschule","indirekter Migrationshintergrund","68","0.228624728962554","0.183788652781248","0.27346080514386"
"Mehrmals im Jahr","2011","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mehrmals im Jahr","2011","(Fach-)Abitur","kein Migrationshintergrund","484","0.158317895111038","0.144672070924339","0.171963719297737"
"Mehrmals im Jahr","2011","(Fach-)Abitur","direkter Migrationshintergrund","104","","",""
"Mehrmals im Jahr","2011","(Fach-)Abitur","indirekter Migrationshintergrund","43","0.246968356817037","0.190367510020806","0.303569203613268"
"Mehrmals im Jahr","2011","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mehrmals im Jahr","2011","AkademikerIn","kein Migrationshintergrund","867","0.147004609309021","0.137548479583002","0.156460739035039"
"Mehrmals im Jahr","2011","AkademikerIn","direkter Migrationshintergrund","93","0.151457539188584","0.123170483415315","0.179744594961852"
"Mehrmals im Jahr","2011","AkademikerIn","indirekter Migrationshintergrund","47","0.205671852551209","0.148350185333554","0.262993519768864"
"Mehrmals im Jahr","2011","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal im Monat","2011","(noch) kein Abschluss","kein Migrationshintergrund","35","0.0502972862848324","0.0322277898497215","0.0683667827199433"
"Mindestens einmal im Monat","2011","(noch) kein Abschluss","direkter Migrationshintergrund","2","","",""
"Mindestens einmal im Monat","2011","(noch) kein Abschluss","indirekter Migrationshintergrund","5","0.0289960123461509","-0.00294692157742305","0.0609389462697248"
"Mindestens einmal im Monat","2011","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal im Monat","2011","Hauptschule","kein Migrationshintergrund","284","","",""
"Mindestens einmal im Monat","2011","Hauptschule","direkter Migrationshintergrund","43","0.0347697610592597","0.0249353279901842","0.0446041941283352"
"Mindestens einmal im Monat","2011","Hauptschule","indirekter Migrationshintergrund","21","","",""
"Mindestens einmal im Monat","2011","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal im Monat","2011","Realschule","kein Migrationshintergrund","493","0.0704131265933352","0.0645341274364406","0.0762921257502299"
"Mindestens einmal im Monat","2011","Realschule","direkter Migrationshintergrund","13","","",""
"Mindestens einmal im Monat","2011","Realschule","indirekter Migrationshintergrund","26","","",""
"Mindestens einmal im Monat","2011","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal im Monat","2011","(Fach-)Abitur","kein Migrationshintergrund","243","","",""
"Mindestens einmal im Monat","2011","(Fach-)Abitur","direkter Migrationshintergrund","32","0.04209276564182","0.0266796743616874","0.0575058569219526"
"Mindestens einmal im Monat","2011","(Fach-)Abitur","indirekter Migrationshintergrund","28","","",""
"Mindestens einmal im Monat","2011","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal im Monat","2011","AkademikerIn","kein Migrationshintergrund","456","0.0895385797690293","0.0819140954094335","0.097163064128625"
"Mindestens einmal im Monat","2011","AkademikerIn","direkter Migrationshintergrund","44","0.0710968784700954","0.050819304850822","0.0913744520893689"
"Mindestens einmal im Monat","2011","AkademikerIn","indirekter Migrationshintergrund","15","","",""
"Mindestens einmal im Monat","2011","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","2011","(noch) kein Abschluss","kein Migrationshintergrund","277","","",""
"Mindestens einmal die Woche","2011","(noch) kein Abschluss","direkter Migrationshintergrund","39","0.150225224555253","0.10384807886912","0.196602370241386"
"Mindestens einmal die Woche","2011","(noch) kein Abschluss","indirekter Migrationshintergrund","63","0.633805706719249","0.54209310431383","0.725518309124668"
"Mindestens einmal die Woche","2011","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","2011","Hauptschule","kein Migrationshintergrund","1781","","",""
"Mindestens einmal die Woche","2011","Hauptschule","direkter Migrationshintergrund","224","","",""
"Mindestens einmal die Woche","2011","Hauptschule","indirekter Migrationshintergrund","89","0.285589379695804","0.236631884236686","0.334546875154921"
"Mindestens einmal die Woche","2011","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","2011","Realschule","kein Migrationshintergrund","2571","","",""
"Mindestens einmal die Woche","2011","Realschule","direkter Migrationshintergrund","74","0.303031483135422","0.249954979885203","0.356107986385641"
"Mindestens einmal die Woche","2011","Realschule","indirekter Migrationshintergrund","120","","",""
"Mindestens einmal die Woche","2011","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","2011","(Fach-)Abitur","kein Migrationshintergrund","1331","","",""
"Mindestens einmal die Woche","2011","(Fach-)Abitur","direkter Migrationshintergrund","181","","",""
"Mindestens einmal die Woche","2011","(Fach-)Abitur","indirekter Migrationshintergrund","95","0.441709263542919","0.376532299946824","0.506886227139014"
"Mindestens einmal die Woche","2011","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","2011","AkademikerIn","kein Migrationshintergrund","2857","","",""
"Mindestens einmal die Woche","2011","AkademikerIn","direkter Migrationshintergrund","283","","",""
"Mindestens einmal die Woche","2011","AkademikerIn","indirekter Migrationshintergrund","100","","",""
"Mindestens einmal die Woche","2011","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Fast nie oder nie","2012","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Fast nie oder nie","2012","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Fast nie oder nie","2012","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Fast nie oder nie","2012","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Fast nie oder nie","2012","Hauptschule","kein Migrationshintergrund","","","",""
"Fast nie oder nie","2012","Hauptschule","direkter Migrationshintergrund","","","",""
"Fast nie oder nie","2012","Hauptschule","indirekter Migrationshintergrund","","","",""
"Fast nie oder nie","2012","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Fast nie oder nie","2012","Realschule","kein Migrationshintergrund","","","",""
"Fast nie oder nie","2012","Realschule","direkter Migrationshintergrund","","","",""
"Fast nie oder nie","2012","Realschule","indirekter Migrationshintergrund","","","",""
"Fast nie oder nie","2012","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Fast nie oder nie","2012","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Fast nie oder nie","2012","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Fast nie oder nie","2012","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Fast nie oder nie","2012","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Fast nie oder nie","2012","AkademikerIn","kein Migrationshintergrund","","","",""
"Fast nie oder nie","2012","AkademikerIn","direkter Migrationshintergrund","","","",""
"Fast nie oder nie","2012","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Fast nie oder nie","2012","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mehrmals im Jahr","2012","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Mehrmals im Jahr","2012","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Mehrmals im Jahr","2012","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Mehrmals im Jahr","2012","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mehrmals im Jahr","2012","Hauptschule","kein Migrationshintergrund","","","",""
"Mehrmals im Jahr","2012","Hauptschule","direkter Migrationshintergrund","","","",""
"Mehrmals im Jahr","2012","Hauptschule","indirekter Migrationshintergrund","","","",""
"Mehrmals im Jahr","2012","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mehrmals im Jahr","2012","Realschule","kein Migrationshintergrund","","","",""
"Mehrmals im Jahr","2012","Realschule","direkter Migrationshintergrund","","","",""
"Mehrmals im Jahr","2012","Realschule","indirekter Migrationshintergrund","","","",""
"Mehrmals im Jahr","2012","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mehrmals im Jahr","2012","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Mehrmals im Jahr","2012","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Mehrmals im Jahr","2012","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Mehrmals im Jahr","2012","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mehrmals im Jahr","2012","AkademikerIn","kein Migrationshintergrund","","","",""
"Mehrmals im Jahr","2012","AkademikerIn","direkter Migrationshintergrund","","","",""
"Mehrmals im Jahr","2012","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Mehrmals im Jahr","2012","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal im Monat","2012","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Mindestens einmal im Monat","2012","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Mindestens einmal im Monat","2012","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Mindestens einmal im Monat","2012","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal im Monat","2012","Hauptschule","kein Migrationshintergrund","","","",""
"Mindestens einmal im Monat","2012","Hauptschule","direkter Migrationshintergrund","","","",""
"Mindestens einmal im Monat","2012","Hauptschule","indirekter Migrationshintergrund","","","",""
"Mindestens einmal im Monat","2012","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal im Monat","2012","Realschule","kein Migrationshintergrund","","","",""
"Mindestens einmal im Monat","2012","Realschule","direkter Migrationshintergrund","","","",""
"Mindestens einmal im Monat","2012","Realschule","indirekter Migrationshintergrund","","","",""
"Mindestens einmal im Monat","2012","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal im Monat","2012","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Mindestens einmal im Monat","2012","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Mindestens einmal im Monat","2012","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Mindestens einmal im Monat","2012","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal im Monat","2012","AkademikerIn","kein Migrationshintergrund","","","",""
"Mindestens einmal im Monat","2012","AkademikerIn","direkter Migrationshintergrund","","","",""
"Mindestens einmal im Monat","2012","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Mindestens einmal im Monat","2012","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","2012","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Mindestens einmal die Woche","2012","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","2012","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","2012","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","2012","Hauptschule","kein Migrationshintergrund","","","",""
"Mindestens einmal die Woche","2012","Hauptschule","direkter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","2012","Hauptschule","indirekter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","2012","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","2012","Realschule","kein Migrationshintergrund","","","",""
"Mindestens einmal die Woche","2012","Realschule","direkter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","2012","Realschule","indirekter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","2012","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","2012","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Mindestens einmal die Woche","2012","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","2012","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","2012","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","2012","AkademikerIn","kein Migrationshintergrund","","","",""
"Mindestens einmal die Woche","2012","AkademikerIn","direkter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","2012","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","2012","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Fast nie oder nie","2013","(noch) kein Abschluss","kein Migrationshintergrund","148","","",""
"Fast nie oder nie","2013","(noch) kein Abschluss","direkter Migrationshintergrund","114","","",""
"Fast nie oder nie","2013","(noch) kein Abschluss","indirekter Migrationshintergrund","16","","",""
"Fast nie oder nie","2013","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Fast nie oder nie","2013","Hauptschule","kein Migrationshintergrund","3020","0.472298324173232","0.459997979114835","0.484598669231629"
"Fast nie oder nie","2013","Hauptschule","direkter Migrationshintergrund","635","0.569969657576094","0.540235974684306","0.599703340467882"
"Fast nie oder nie","2013","Hauptschule","indirekter Migrationshintergrund","121","","",""
"Fast nie oder nie","2013","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Fast nie oder nie","2013","Realschule","kein Migrationshintergrund","2144","","",""
"Fast nie oder nie","2013","Realschule","direkter Migrationshintergrund","108","","",""
"Fast nie oder nie","2013","Realschule","indirekter Migrationshintergrund","94","0.323191818849709","0.270090789702126","0.376292847997292"
"Fast nie oder nie","2013","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Fast nie oder nie","2013","(Fach-)Abitur","kein Migrationshintergrund","513","0.186187190861543","0.170974142121701","0.201400239601384"
"Fast nie oder nie","2013","(Fach-)Abitur","direkter Migrationshintergrund","239","","",""
"Fast nie oder nie","2013","(Fach-)Abitur","indirekter Migrationshintergrund","38","0.175618855264027","0.121228892388206","0.230008818139847"
"Fast nie oder nie","2013","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Fast nie oder nie","2013","AkademikerIn","kein Migrationshintergrund","842","0.15983506295737","0.14974108313992","0.16992904277482"
"Fast nie oder nie","2013","AkademikerIn","direkter Migrationshintergrund","161","","",""
"Fast nie oder nie","2013","AkademikerIn","indirekter Migrationshintergrund","34","0.111880911076948","0.0664579098051039","0.157303912348791"
"Fast nie oder nie","2013","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mehrmals im Jahr","2013","(noch) kein Abschluss","kein Migrationshintergrund","43","0.07216300922472","0.0500078127098866","0.0943182057395534"
"Mehrmals im Jahr","2013","(noch) kein Abschluss","direkter Migrationshintergrund","11","","",""
"Mehrmals im Jahr","2013","(noch) kein Abschluss","indirekter Migrationshintergrund","13","","",""
"Mehrmals im Jahr","2013","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mehrmals im Jahr","2013","Hauptschule","kein Migrationshintergrund","868","0.134445571663956","0.126040618491332","0.142850524836579"
"Mehrmals im Jahr","2013","Hauptschule","direkter Migrationshintergrund","146","","",""
"Mehrmals im Jahr","2013","Hauptschule","indirekter Migrationshintergrund","51","0.155553079469208","0.114472365620973","0.196633793317443"
"Mehrmals im Jahr","2013","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mehrmals im Jahr","2013","Realschule","kein Migrationshintergrund","1107","","",""
"Mehrmals im Jahr","2013","Realschule","direkter Migrationshintergrund","33","0.130237886433334","0.0879209842985907","0.172554788568077"
"Mehrmals im Jahr","2013","Realschule","indirekter Migrationshintergrund","44","0.15082469760697","0.110192073746613","0.191457321467327"
"Mehrmals im Jahr","2013","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mehrmals im Jahr","2013","(Fach-)Abitur","kein Migrationshintergrund","377","0.138752349984796","0.125242102801819","0.152262597167773"
"Mehrmals im Jahr","2013","(Fach-)Abitur","direkter Migrationshintergrund","71","0.136584621411439","0.107858783190115","0.165310459632763"
"Mehrmals im Jahr","2013","(Fach-)Abitur","indirekter Migrationshintergrund","29","","",""
"Mehrmals im Jahr","2013","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mehrmals im Jahr","2013","AkademikerIn","kein Migrationshintergrund","658","0.125103256684915","0.115990351850468","0.134216161519362"
"Mehrmals im Jahr","2013","AkademikerIn","direkter Migrationshintergrund","82","0.152270559589641","0.122486849774134","0.182054269405148"
"Mehrmals im Jahr","2013","AkademikerIn","indirekter Migrationshintergrund","27","","",""
"Mehrmals im Jahr","2013","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal im Monat","2013","(noch) kein Abschluss","kein Migrationshintergrund","25","","",""
"Mindestens einmal im Monat","2013","(noch) kein Abschluss","direkter Migrationshintergrund","8","0.0172669003519954","-0.00243093184479152","0.0369647325487822"
"Mindestens einmal im Monat","2013","(noch) kein Abschluss","indirekter Migrationshintergrund","6","0.0159646460857049","-0.00724796944309563","0.0391772616145054"
"Mindestens einmal im Monat","2013","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal im Monat","2013","Hauptschule","kein Migrationshintergrund","219","","",""
"Mindestens einmal im Monat","2013","Hauptschule","direkter Migrationshintergrund","31","0.0355194251404982","0.0244033110914893","0.0466355391895072"
"Mindestens einmal im Monat","2013","Hauptschule","indirekter Migrationshintergrund","19","","",""
"Mindestens einmal im Monat","2013","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal im Monat","2013","Realschule","kein Migrationshintergrund","308","0.0504903661021664","0.0452219317232671","0.0557588004810657"
"Mindestens einmal im Monat","2013","Realschule","direkter Migrationshintergrund","15","","",""
"Mindestens einmal im Monat","2013","Realschule","indirekter Migrationshintergrund","16","","",""
"Mindestens einmal im Monat","2013","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal im Monat","2013","(Fach-)Abitur","kein Migrationshintergrund","165","","",""
"Mindestens einmal im Monat","2013","(Fach-)Abitur","direkter Migrationshintergrund","32","0.0978586859021397","0.0730045370742998","0.12271283472998"
"Mindestens einmal im Monat","2013","(Fach-)Abitur","indirekter Migrationshintergrund","10","","",""
"Mindestens einmal im Monat","2013","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal im Monat","2013","AkademikerIn","kein Migrationshintergrund","324","0.0614807381027243","0.0548641323392233","0.0680973438662254"
"Mindestens einmal im Monat","2013","AkademikerIn","direkter Migrationshintergrund","25","","",""
"Mindestens einmal im Monat","2013","AkademikerIn","indirekter Migrationshintergrund","12","","",""
"Mindestens einmal im Monat","2013","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","2013","(noch) kein Abschluss","kein Migrationshintergrund","308","0.621021123573926","0.579483357540486","0.662558889607365"
"Mindestens einmal die Woche","2013","(noch) kein Abschluss","direkter Migrationshintergrund","35","0.304304562146414","0.234728914199065","0.373880210093762"
"Mindestens einmal die Woche","2013","(noch) kein Abschluss","indirekter Migrationshintergrund","77","0.759450056113747","0.680292692938582","0.838607419288912"
"Mindestens einmal die Woche","2013","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","2013","Hauptschule","kein Migrationshintergrund","2221","","",""
"Mindestens einmal die Woche","2013","Hauptschule","direkter Migrationshintergrund","253","","",""
"Mindestens einmal die Woche","2013","Hauptschule","indirekter Migrationshintergrund","108","","",""
"Mindestens einmal die Woche","2013","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","2013","Realschule","kein Migrationshintergrund","3076","0.488445116742475","0.476417443228882","0.500472790256069"
"Mindestens einmal die Woche","2013","Realschule","direkter Migrationshintergrund","87","0.398363128550111","0.336809771539396","0.459916485560827"
"Mindestens einmal die Woche","2013","Realschule","indirekter Migrationshintergrund","144","","",""
"Mindestens einmal die Woche","2013","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","2013","(Fach-)Abitur","kein Migrationshintergrund","1460","","",""
"Mindestens einmal die Woche","2013","(Fach-)Abitur","direkter Migrationshintergrund","207","","",""
"Mindestens einmal die Woche","2013","(Fach-)Abitur","indirekter Migrationshintergrund","111","","",""
"Mindestens einmal die Woche","2013","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","2013","AkademikerIn","kein Migrationshintergrund","3239","0.653580942254991","0.640474201619003","0.666687682890979"
"Mindestens einmal die Woche","2013","AkademikerIn","direkter Migrationshintergrund","291","","",""
"Mindestens einmal die Woche","2013","AkademikerIn","indirekter Migrationshintergrund","112","","",""
"Mindestens einmal die Woche","2013","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Fast nie oder nie","2014","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Fast nie oder nie","2014","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Fast nie oder nie","2014","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Fast nie oder nie","2014","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Fast nie oder nie","2014","Hauptschule","kein Migrationshintergrund","","","",""
"Fast nie oder nie","2014","Hauptschule","direkter Migrationshintergrund","","","",""
"Fast nie oder nie","2014","Hauptschule","indirekter Migrationshintergrund","","","",""
"Fast nie oder nie","2014","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Fast nie oder nie","2014","Realschule","kein Migrationshintergrund","","","",""
"Fast nie oder nie","2014","Realschule","direkter Migrationshintergrund","","","",""
"Fast nie oder nie","2014","Realschule","indirekter Migrationshintergrund","","","",""
"Fast nie oder nie","2014","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Fast nie oder nie","2014","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Fast nie oder nie","2014","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Fast nie oder nie","2014","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
