"m11104","year","migback","sex","n","percent","lowerconfidence_percent","upperconfidence_percent"
"Mehrmals im Jahr","2009","direkter Migrationshintergrund","weiblich","124","0.138267514757074","0.11564058427258","0.160894445241567"
"Mehrmals im Jahr","2009","indirekter Migrationshintergrund","maennlich","79","0.234264024215147","0.18897731351566","0.279550734914634"
"Mehrmals im Jahr","2009","indirekter Migrationshintergrund","weiblich","82","0.227855858828604","0.185000664187645","0.270711053469563"
"Mehrmals im Jahr","2009","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Mehrmals im Jahr","2009","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Mindestens einmal im Monat","2009","kein Migrationshintergrund","maennlich","588","0.081151281156916","0.0749568292949787","0.0873457330188533"
"Mindestens einmal im Monat","2009","kein Migrationshintergrund","weiblich","541","0.0665554804249121","0.0611267863141331","0.071984174535691"
"Mindestens einmal im Monat","2009","direkter Migrationshintergrund","maennlich","61","0.0789473052659477","0.0597507023166842","0.0981439082152113"
"Mindestens einmal im Monat","2009","direkter Migrationshintergrund","weiblich","57","0.0645192066327449","0.0484149279088603","0.0806234853566295"
"Mindestens einmal im Monat","2009","indirekter Migrationshintergrund","maennlich","49","0.177239000820695","0.136407537233656","0.218070464407733"
"Mindestens einmal im Monat","2009","indirekter Migrationshintergrund","weiblich","34","0.105519036645735","0.0741302056594962","0.136907867631974"
"Mindestens einmal im Monat","2009","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Mindestens einmal im Monat","2009","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Mindestens einmal die Woche","2009","kein Migrationshintergrund","maennlich","2660","0.351790762723999","0.340958155197458","0.36262337025054"
"Mindestens einmal die Woche","2009","kein Migrationshintergrund","weiblich","3180","0.381597669201558","0.371017378013925","0.39217796038919"
"Mindestens einmal die Woche","2009","direkter Migrationshintergrund","maennlich","178","0.269932408692767","0.23832982877892","0.301534988606615"
"Mindestens einmal die Woche","2009","direkter Migrationshintergrund","weiblich","218","0.249875765871286","0.221496052888244","0.278255478854327"
"Mindestens einmal die Woche","2009","indirekter Migrationshintergrund","maennlich","151","0.441463632334404","0.38836887421464","0.494558390454169"
"Mindestens einmal die Woche","2009","indirekter Migrationshintergrund","weiblich","128","0.36943791977018","0.320125212963404","0.418750626576957"
"Mindestens einmal die Woche","2009","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Mindestens einmal die Woche","2009","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Fast nie oder nie","2010","kein Migrationshintergrund","maennlich","","","",""
"Fast nie oder nie","2010","kein Migrationshintergrund","weiblich","","","",""
"Fast nie oder nie","2010","direkter Migrationshintergrund","maennlich","","","",""
"Fast nie oder nie","2010","direkter Migrationshintergrund","weiblich","","","",""
"Fast nie oder nie","2010","indirekter Migrationshintergrund","maennlich","","","",""
"Fast nie oder nie","2010","indirekter Migrationshintergrund","weiblich","","","",""
"Fast nie oder nie","2010","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Fast nie oder nie","2010","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Mehrmals im Jahr","2010","kein Migrationshintergrund","maennlich","","","",""
"Mehrmals im Jahr","2010","kein Migrationshintergrund","weiblich","","","",""
"Mehrmals im Jahr","2010","direkter Migrationshintergrund","maennlich","","","",""
"Mehrmals im Jahr","2010","direkter Migrationshintergrund","weiblich","","","",""
"Mehrmals im Jahr","2010","indirekter Migrationshintergrund","maennlich","","","",""
"Mehrmals im Jahr","2010","indirekter Migrationshintergrund","weiblich","","","",""
"Mehrmals im Jahr","2010","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Mehrmals im Jahr","2010","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Mindestens einmal im Monat","2010","kein Migrationshintergrund","maennlich","","","",""
"Mindestens einmal im Monat","2010","kein Migrationshintergrund","weiblich","","","",""
"Mindestens einmal im Monat","2010","direkter Migrationshintergrund","maennlich","","","",""
"Mindestens einmal im Monat","2010","direkter Migrationshintergrund","weiblich","","","",""
"Mindestens einmal im Monat","2010","indirekter Migrationshintergrund","maennlich","","","",""
"Mindestens einmal im Monat","2010","indirekter Migrationshintergrund","weiblich","","","",""
"Mindestens einmal im Monat","2010","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Mindestens einmal im Monat","2010","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Mindestens einmal die Woche","2010","kein Migrationshintergrund","maennlich","","","",""
"Mindestens einmal die Woche","2010","kein Migrationshintergrund","weiblich","","","",""
"Mindestens einmal die Woche","2010","direkter Migrationshintergrund","maennlich","","","",""
"Mindestens einmal die Woche","2010","direkter Migrationshintergrund","weiblich","","","",""
"Mindestens einmal die Woche","2010","indirekter Migrationshintergrund","maennlich","","","",""
"Mindestens einmal die Woche","2010","indirekter Migrationshintergrund","weiblich","","","",""
"Mindestens einmal die Woche","2010","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Mindestens einmal die Woche","2010","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Fast nie oder nie","2011","kein Migrationshintergrund","maennlich","4213","0.389287909832929","0.380090397688674","0.398485421977184"
"Fast nie oder nie","2011","kein Migrationshintergrund","weiblich","5099","0.398284184843698","0.389845502028845","0.406722867658551"
"Fast nie oder nie","2011","direkter Migrationshintergrund","maennlich","736","0.503393535233801","0.477451974222921","0.529335096244682"
"Fast nie oder nie","2011","direkter Migrationshintergrund","weiblich","1047","0.559053881373193","0.536199536082726","0.58190822666366"
"Fast nie oder nie","2011","indirekter Migrationshintergrund","maennlich","145","0.216692222465178","0.183046897245636","0.25033754768472"
"Fast nie oder nie","2011","indirekter Migrationshintergrund","weiblich","282","0.353972091709115","0.318994007423229","0.388950175995001"
"Fast nie oder nie","2011","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Fast nie oder nie","2011","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Mehrmals im Jahr","2011","kein Migrationshintergrund","maennlich","1851","0.17356469357831","0.16642052362773","0.180708863528891"
"Mehrmals im Jahr","2011","kein Migrationshintergrund","weiblich","1991","0.145614637973901","0.139534522377397","0.151694753570404"
"Mehrmals im Jahr","2011","direkter Migrationshintergrund","maennlich","233","0.168867509582518","0.149429836044902","0.188305183120135"
"Mehrmals im Jahr","2011","direkter Migrationshintergrund","weiblich","251","0.146976870429382","0.130678128232614","0.163275612626151"
"Mehrmals im Jahr","2011","indirekter Migrationshintergrund","maennlich","110","0.221146536536082","0.187253943403845","0.255039129668318"
"Mehrmals im Jahr","2011","indirekter Migrationshintergrund","weiblich","147","0.237694629880542","0.206558828833875","0.268830430927208"
"Mehrmals im Jahr","2011","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Mehrmals im Jahr","2011","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Mindestens einmal im Monat","2011","kein Migrationshintergrund","maennlich","762","0.0722281195294003","0.0673450780902974","0.0771111609685031"
"Mindestens einmal im Monat","2011","kein Migrationshintergrund","weiblich","795","0.0625006017274999","0.0583279703706532","0.0666732330843467"
"Mindestens einmal im Monat","2011","direkter Migrationshintergrund","maennlich","78","0.0530833669277629","0.0414509165750154","0.0647158172805105"
"Mindestens einmal im Monat","2011","direkter Migrationshintergrund","weiblich","68","0.0357529874761152","0.0272062668438567","0.0442997081083737"
"Mindestens einmal im Monat","2011","indirekter Migrationshintergrund","maennlich","51","0.100572487739725","0.0760107251229923","0.125134250356458"
"Mindestens einmal im Monat","2011","indirekter Migrationshintergrund","weiblich","52","0.0642644793272843","0.0463275571716653","0.0822014014829033"
"Mindestens einmal im Monat","2011","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Mindestens einmal im Monat","2011","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Mindestens einmal die Woche","2011","kein Migrationshintergrund","maennlich","3970","0.364919277059361","0.355838363927515","0.374000190191206"
"Mindestens einmal die Woche","2011","kein Migrationshintergrund","weiblich","5043","0.393600575454901","0.385179071209749","0.402022079700053"
"Mindestens einmal die Woche","2011","direkter Migrationshintergrund","maennlich","380","0.274655588255917","0.251497513096919","0.297813663414916"
"Mindestens einmal die Woche","2011","direkter Migrationshintergrund","weiblich","447","0.25821626072131","0.238070687129737","0.278361834312882"
"Mindestens einmal die Woche","2011","indirekter Migrationshintergrund","maennlich","270","0.461588753259015","0.420876839285005","0.502300667233025"
"Mindestens einmal die Woche","2011","indirekter Migrationshintergrund","weiblich","237","0.344068799083059","0.309320171262016","0.378817426904102"
"Mindestens einmal die Woche","2011","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Mindestens einmal die Woche","2011","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Fast nie oder nie","2012","kein Migrationshintergrund","maennlich","","","",""
"Fast nie oder nie","2012","kein Migrationshintergrund","weiblich","","","",""
"Fast nie oder nie","2012","direkter Migrationshintergrund","maennlich","","","",""
"Fast nie oder nie","2012","direkter Migrationshintergrund","weiblich","","","",""
"Fast nie oder nie","2012","indirekter Migrationshintergrund","maennlich","","","",""
"Fast nie oder nie","2012","indirekter Migrationshintergrund","weiblich","","","",""
"Fast nie oder nie","2012","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Fast nie oder nie","2012","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Mehrmals im Jahr","2012","kein Migrationshintergrund","maennlich","","","",""
"Mehrmals im Jahr","2012","kein Migrationshintergrund","weiblich","","","",""
"Mehrmals im Jahr","2012","direkter Migrationshintergrund","maennlich","","","",""
"Mehrmals im Jahr","2012","direkter Migrationshintergrund","weiblich","","","",""
"Mehrmals im Jahr","2012","indirekter Migrationshintergrund","maennlich","","","",""
"Mehrmals im Jahr","2012","indirekter Migrationshintergrund","weiblich","","","",""
"Mehrmals im Jahr","2012","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Mehrmals im Jahr","2012","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Mindestens einmal im Monat","2012","kein Migrationshintergrund","maennlich","","","",""
"Mindestens einmal im Monat","2012","kein Migrationshintergrund","weiblich","","","",""
"Mindestens einmal im Monat","2012","direkter Migrationshintergrund","maennlich","","","",""
"Mindestens einmal im Monat","2012","direkter Migrationshintergrund","weiblich","","","",""
"Mindestens einmal im Monat","2012","indirekter Migrationshintergrund","maennlich","","","",""
"Mindestens einmal im Monat","2012","indirekter Migrationshintergrund","weiblich","","","",""
"Mindestens einmal im Monat","2012","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Mindestens einmal im Monat","2012","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Mindestens einmal die Woche","2012","kein Migrationshintergrund","maennlich","","","",""
"Mindestens einmal die Woche","2012","kein Migrationshintergrund","weiblich","","","",""
"Mindestens einmal die Woche","2012","direkter Migrationshintergrund","maennlich","","","",""
"Mindestens einmal die Woche","2012","direkter Migrationshintergrund","weiblich","","","",""
"Mindestens einmal die Woche","2012","indirekter Migrationshintergrund","maennlich","","","",""
"Mindestens einmal die Woche","2012","indirekter Migrationshintergrund","weiblich","","","",""
"Mindestens einmal die Woche","2012","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Mindestens einmal die Woche","2012","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Fast nie oder nie","2013","kein Migrationshintergrund","maennlich","3094","0.308843681717228","0.299695922728315","0.317991440706142"
"Fast nie oder nie","2013","kein Migrationshintergrund","weiblich","3716","0.316810070559802","0.308399142080385","0.325220999039218"
"Fast nie oder nie","2013","direkter Migrationshintergrund","maennlich","529","0.439228859262068","0.410607163552399","0.467850554971737"
"Fast nie oder nie","2013","direkter Migrationshintergrund","weiblich","764","0.462875555606548","0.437617101159667","0.48813401005343"
"Fast nie oder nie","2013","indirekter Migrationshintergrund","maennlich","125","0.233452963142832","0.197472236451813","0.26943368983385"
"Fast nie oder nie","2013","indirekter Migrationshintergrund","weiblich","200","0.290252471008081","0.255333161286214","0.325171780729948"
"Fast nie oder nie","2013","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Fast nie oder nie","2013","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Mehrmals im Jahr","2013","kein Migrationshintergrund","maennlich","1572","0.160427064712853","0.153160565247388","0.167693564178318"
"Mehrmals im Jahr","2013","kein Migrationshintergrund","weiblich","1549","0.127730970285769","0.121696390203074","0.133765550368464"
"Mehrmals im Jahr","2013","direkter Migrationshintergrund","maennlich","168","0.152129392386268","0.131417086353477","0.17284169841906"
"Mehrmals im Jahr","2013","direkter Migrationshintergrund","weiblich","185","0.140820564197973","0.12320031007002","0.158440818325927"
"Mehrmals im Jahr","2013","indirekter Migrationshintergrund","maennlich","80","0.131236861630266","0.102517191897736","0.159956531362797"
"Mehrmals im Jahr","2013","indirekter Migrationshintergrund","weiblich","100","0.149142315814905","0.121735748303723","0.176548883326088"
"Mehrmals im Jahr","2013","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Mehrmals im Jahr","2013","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Mindestens einmal im Monat","2013","kein Migrationshintergrund","maennlich","517","0.0567879117036217","0.0522055450021686","0.0613702784050748"
"Mindestens einmal im Monat","2013","kein Migrationshintergrund","weiblich","546","0.0455052850524401","0.0417374541254157","0.0492731159794646"
"Mindestens einmal im Monat","2013","direkter Migrationshintergrund","maennlich","55","0.0511512756372334","0.0384460078701567","0.0638565434043101"
"Mindestens einmal im Monat","2013","direkter Migrationshintergrund","weiblich","57","0.0496540852737875","0.0386499596471763","0.0606582109003988"
"Mindestens einmal im Monat","2013","indirekter Migrationshintergrund","maennlich","41","0.0816375326737728","0.0583484260683281","0.104926639279217"
"Mindestens einmal im Monat","2013","indirekter Migrationshintergrund","weiblich","32","0.0728879667045822","0.0528884376439921","0.0928874957651722"
"Mindestens einmal im Monat","2013","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Mindestens einmal im Monat","2013","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Mindestens einmal die Woche","2013","kein Migrationshintergrund","maennlich","4616","0.473941341866297","0.46405497788744","0.483827705845155"
"Mindestens einmal die Woche","2013","kein Migrationshintergrund","weiblich","5942","0.50995367410199","0.500915979656465","0.518991368547514"
"Mindestens einmal die Woche","2013","direkter Migrationshintergrund","maennlich","403","0.35749047271443","0.329851040267373","0.385129905161486"
"Mindestens einmal die Woche","2013","direkter Migrationshintergrund","weiblich","491","0.346649794921691","0.322542100354532","0.37075748948885"
"Mindestens einmal die Woche","2013","indirekter Migrationshintergrund","maennlich","285","0.553672642553129","0.511390779344453","0.595954505761805"
"Mindestens einmal die Woche","2013","indirekter Migrationshintergrund","weiblich","317","0.487717246472432","0.449261197088355","0.526173295856509"
"Mindestens einmal die Woche","2013","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Mindestens einmal die Woche","2013","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Fast nie oder nie","2014","kein Migrationshintergrund","maennlich","","","",""
"Fast nie oder nie","2014","kein Migrationshintergrund","weiblich","","","",""
"Fast nie oder nie","2014","direkter Migrationshintergrund","maennlich","","","",""
"Fast nie oder nie","2014","direkter Migrationshintergrund","weiblich","","","",""
"Fast nie oder nie","2014","indirekter Migrationshintergrund","maennlich","","","",""
"Fast nie oder nie","2014","indirekter Migrationshintergrund","weiblich","","","",""
"Fast nie oder nie","2014","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Fast nie oder nie","2014","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Mehrmals im Jahr","2014","kein Migrationshintergrund","maennlich","","","",""
"Mehrmals im Jahr","2014","kein Migrationshintergrund","weiblich","","","",""
"Mehrmals im Jahr","2014","direkter Migrationshintergrund","maennlich","","","",""
"Mehrmals im Jahr","2014","direkter Migrationshintergrund","weiblich","","","",""
"Mehrmals im Jahr","2014","indirekter Migrationshintergrund","maennlich","","","",""
"Mehrmals im Jahr","2014","indirekter Migrationshintergrund","weiblich","","","",""
"Mehrmals im Jahr","2014","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Mehrmals im Jahr","2014","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Mindestens einmal im Monat","2014","kein Migrationshintergrund","maennlich","","","",""
"Mindestens einmal im Monat","2014","kein Migrationshintergrund","weiblich","","","",""
"Mindestens einmal im Monat","2014","direkter Migrationshintergrund","maennlich","","","",""
"Mindestens einmal im Monat","2014","direkter Migrationshintergrund","weiblich","","","",""
"Mindestens einmal im Monat","2014","indirekter Migrationshintergrund","maennlich","","","",""
"Mindestens einmal im Monat","2014","indirekter Migrationshintergrund","weiblich","","","",""
"Mindestens einmal im Monat","2014","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Mindestens einmal im Monat","2014","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Mindestens einmal die Woche","2014","kein Migrationshintergrund","maennlich","","","",""
"Mindestens einmal die Woche","2014","kein Migrationshintergrund","weiblich","","","",""
"Mindestens einmal die Woche","2014","direkter Migrationshintergrund","maennlich","","","",""
"Mindestens einmal die Woche","2014","direkter Migrationshintergrund","weiblich","","","",""
"Mindestens einmal die Woche","2014","indirekter Migrationshintergrund","maennlich","","","",""
"Mindestens einmal die Woche","2014","indirekter Migrationshintergrund","weiblich","","","",""
"Mindestens einmal die Woche","2014","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Mindestens einmal die Woche","2014","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Fast nie oder nie","2015","kein Migrationshintergrund","maennlich","3239","0.361113595743058","0.351084327817048","0.371142863669068"
"Fast nie oder nie","2015","kein Migrationshintergrund","weiblich","3708","0.368504641062055","0.359202037945116","0.377807244178993"
"Fast nie oder nie","2015","direkter Migrationshintergrund","maennlich","1234","0.462565391622909","0.443748104967895","0.481382678277922"
"Fast nie oder nie","2015","direkter Migrationshintergrund","weiblich","1661","0.495505905105387","0.4781147396438","0.512897070566973"
"Fast nie oder nie","2015","indirekter Migrationshintergrund","maennlich","188","0.214004176028062","0.184960274904055","0.243048077152068"
"Fast nie oder nie","2015","indirekter Migrationshintergrund","weiblich","316","0.324090798695815","0.293698298203966","0.354483299187663"
"Fast nie oder nie","2015","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Fast nie oder nie","2015","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Mehrmals im Jahr","2015","kein Migrationshintergrund","maennlich","1319","0.152003165683446","0.144506659176229","0.159499672190663"
"Mehrmals im Jahr","2015","kein Migrationshintergrund","weiblich","1310","0.122839612711639","0.116509569789578","0.1291696556337"
"Mehrmals im Jahr","2015","direkter Migrationshintergrund","maennlich","371","0.124155415875896","0.111710155801535","0.136600675950258"
"Mehrmals im Jahr","2015","direkter Migrationshintergrund","weiblich","411","0.121200684132436","0.109848651864686","0.132552716400186"
"Mehrmals im Jahr","2015","indirekter Migrationshintergrund","maennlich","122","0.153221022368822","0.127712933703562","0.178729111034081"
"Mehrmals im Jahr","2015","indirekter Migrationshintergrund","weiblich","140","0.120917290847071","0.0997459689389752","0.142088612755167"
"Mehrmals im Jahr","2015","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Mehrmals im Jahr","2015","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Mindestens einmal im Monat","2015","kein Migrationshintergrund","maennlich","551","0.0601935247715147","0.0552272631485783","0.0651597863944511"
"Mindestens einmal im Monat","2015","kein Migrationshintergrund","weiblich","538","0.0537664044779515","0.0494167715335306","0.0581160374223723"
"Mindestens einmal im Monat","2015","direkter Migrationshintergrund","maennlich","141","0.0596955284130375","0.050753979246961","0.068637077579114"
"Mindestens einmal im Monat","2015","direkter Migrationshintergrund","weiblich","114","0.0408180791355771","0.0339354716885584","0.0477006865825958"
"Mindestens einmal im Monat","2015","indirekter Migrationshintergrund","maennlich","49","0.0735655297404017","0.055078027383915","0.0920530320968884"
"Mindestens einmal im Monat","2015","indirekter Migrationshintergrund","weiblich","46","0.0500445677674897","0.0358860109116019","0.0642031246233775"
"Mindestens einmal im Monat","2015","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Mindestens einmal im Monat","2015","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Mindestens einmal die Woche","2015","kein Migrationshintergrund","maennlich","3702","0.426689713801981","0.416362422102543","0.437017005501418"
"Mindestens einmal die Woche","2015","kein Migrationshintergrund","weiblich","4774","0.454889341748354","0.445286646468834","0.464492037027874"
"Mindestens einmal die Woche","2015","direkter Migrationshintergrund","maennlich","951","0.353583664088157","0.335540617297502","0.371626710878812"
"Mindestens einmal die Woche","2015","direkter Migrationshintergrund","weiblich","989","0.3424753316266","0.325969139376324","0.358981523876877"
"Mindestens einmal die Woche","2015","indirekter Migrationshintergrund","maennlich","407","0.559209271862715","0.524050223365303","0.594368320360127"
"Mindestens einmal die Woche","2015","indirekter Migrationshintergrund","weiblich","409","0.504947342689625","0.472480680215869","0.537414005163381"
"Mindestens einmal die Woche","2015","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Mindestens einmal die Woche","2015","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Fast nie oder nie","2016","kein Migrationshintergrund","maennlich","","","",""
"Fast nie oder nie","2016","kein Migrationshintergrund","weiblich","","","",""
"Fast nie oder nie","2016","direkter Migrationshintergrund","maennlich","","","",""
"Fast nie oder nie","2016","direkter Migrationshintergrund","weiblich","","","",""
"Fast nie oder nie","2016","indirekter Migrationshintergrund","maennlich","","","",""
"Fast nie oder nie","2016","indirekter Migrationshintergrund","weiblich","","","",""
"Fast nie oder nie","2016","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Fast nie oder nie","2016","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Mehrmals im Jahr","2016","kein Migrationshintergrund","maennlich","","","",""
"Mehrmals im Jahr","2016","kein Migrationshintergrund","weiblich","","","",""
"Mehrmals im Jahr","2016","direkter Migrationshintergrund","maennlich","","","",""
"Mehrmals im Jahr","2016","direkter Migrationshintergrund","weiblich","","","",""
"Mehrmals im Jahr","2016","indirekter Migrationshintergrund","maennlich","","","",""
"Mehrmals im Jahr","2016","indirekter Migrationshintergrund","weiblich","","","",""
"Mehrmals im Jahr","2016","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Mehrmals im Jahr","2016","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Mindestens einmal im Monat","2016","kein Migrationshintergrund","maennlich","","","",""
"Mindestens einmal im Monat","2016","kein Migrationshintergrund","weiblich","","","",""
"Mindestens einmal im Monat","2016","direkter Migrationshintergrund","maennlich","","","",""
"Mindestens einmal im Monat","2016","direkter Migrationshintergrund","weiblich","","","",""
"Mindestens einmal im Monat","2016","indirekter Migrationshintergrund","maennlich","","","",""
"Mindestens einmal im Monat","2016","indirekter Migrationshintergrund","weiblich","","","",""
"Mindestens einmal im Monat","2016","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Mindestens einmal im Monat","2016","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Mindestens einmal die Woche","2016","kein Migrationshintergrund","maennlich","","","",""
"Mindestens einmal die Woche","2016","kein Migrationshintergrund","weiblich","","","",""
"Mindestens einmal die Woche","2016","direkter Migrationshintergrund","maennlich","","","",""
"Mindestens einmal die Woche","2016","direkter Migrationshintergrund","weiblich","","","",""
"Mindestens einmal die Woche","2016","indirekter Migrationshintergrund","maennlich","","","",""
"Mindestens einmal die Woche","2016","indirekter Migrationshintergrund","weiblich","","","",""
"Mindestens einmal die Woche","2016","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Mindestens einmal die Woche","2016","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Fast nie oder nie","2017","kein Migrationshintergrund","maennlich","3241","0.346719599053548","0.337087768504271","0.356351429602825"
"Fast nie oder nie","2017","kein Migrationshintergrund","weiblich","3677","0.350725944497294","0.341708566142937","0.35974332285165"
"Fast nie oder nie","2017","direkter Migrationshintergrund","maennlich","1823","0.415057412114516","0.400365894305484","0.429748929923548"
"Fast nie oder nie","2017","direkter Migrationshintergrund","weiblich","2405","0.51244841726646","0.49745607401507","0.52744076051785"
"Fast nie oder nie","2017","indirekter Migrationshintergrund","maennlich","206","0.23469811395628","0.205013021793818","0.264383206118743"
"Fast nie oder nie","2017","indirekter Migrationshintergrund","weiblich","330","0.286378702627661","0.257151005702255","0.315606399553067"
"Fast nie oder nie","2017","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Fast nie oder nie","2017","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Mehrmals im Jahr","2017","kein Migrationshintergrund","maennlich","1411","0.151632854327299","0.144374161825138","0.15889154682946"
"Mehrmals im Jahr","2017","kein Migrationshintergrund","weiblich","1312","0.113449752764871","0.107456870087937","0.119442635441805"
"Mehrmals im Jahr","2017","direkter Migrationshintergrund","maennlich","587","0.129025325759473","0.119030017246875","0.139020634272071"
"Mehrmals im Jahr","2017","direkter Migrationshintergrund","weiblich","533","0.105865940986559","0.0966378131181781","0.11509406885494"
"Mehrmals im Jahr","2017","indirekter Migrationshintergrund","maennlich","104","0.138156163615718","0.1139867211389","0.162325606092536"
"Mehrmals im Jahr","2017","indirekter Migrationshintergrund","weiblich","136","0.154276093856191","0.130922487475622","0.17762970023676"
"Mehrmals im Jahr","2017","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Mehrmals im Jahr","2017","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Mindestens einmal im Monat","2017","kein Migrationshintergrund","maennlich","553","0.0586154327155242","0.0538614308481774","0.0633694345828711"
"Mindestens einmal im Monat","2017","kein Migrationshintergrund","weiblich","538","0.0488320303988882","0.0447595095085924","0.052904551289184"
"Mindestens einmal im Monat","2017","direkter Migrationshintergrund","maennlich","232","0.05255875981731","0.0459051909749368","0.0592123286596831"
"Mindestens einmal im Monat","2017","direkter Migrationshintergrund","weiblich","145","0.0290776696614475","0.0240379521076227","0.0341173872152723"
"Mindestens einmal im Monat","2017","indirekter Migrationshintergrund","maennlich","48","0.0648545921545424","0.047605066811597","0.0821041174974877"
"Mindestens einmal im Monat","2017","indirekter Migrationshintergrund","weiblich","47","0.0505382231687616","0.0363757512220534","0.0647006951154698"
"Mindestens einmal im Monat","2017","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Mindestens einmal im Monat","2017","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Mindestens einmal die Woche","2017","kein Migrationshintergrund","maennlich","4174","0.443032113903628","0.432978955986025","0.453085271821232"
"Mindestens einmal die Woche","2017","kein Migrationshintergrund","weiblich","5231","0.486992272338947","0.477547199542598","0.496437345135297"
"Mindestens einmal die Woche","2017","direkter Migrationshintergrund","maennlich","1679","0.403358502308701","0.38873140017556","0.417985604441841"
"Mindestens einmal die Woche","2017","direkter Migrationshintergrund","weiblich","1187","0.352607972085533","0.338277388037801","0.366938556133265"
"Mindestens einmal die Woche","2017","indirekter Migrationshintergrund","maennlich","425","0.562291130273459","0.527542275176464","0.597039985370455"
"Mindestens einmal die Woche","2017","indirekter Migrationshintergrund","weiblich","406","0.508806980347386","0.476485372337106","0.541128588357667"
"Mindestens einmal die Woche","2017","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Mindestens einmal die Woche","2017","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
