"m11104","year","migback","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Mehrmals im Jahr","2010","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Mehrmals im Jahr","2010","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Mehrmals im Jahr","2010","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Mehrmals im Jahr","2010","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Mehrmals im Jahr","2010","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Mindestens einmal im Monat","2010","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Mindestens einmal im Monat","2010","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Mindestens einmal im Monat","2010","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Mindestens einmal im Monat","2010","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Mindestens einmal im Monat","2010","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Mindestens einmal im Monat","2010","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Mindestens einmal im Monat","2010","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Mindestens einmal im Monat","2010","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Mindestens einmal die Woche","2010","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Mindestens einmal die Woche","2010","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Mindestens einmal die Woche","2010","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Mindestens einmal die Woche","2010","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Mindestens einmal die Woche","2010","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Mindestens einmal die Woche","2010","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Mindestens einmal die Woche","2010","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Mindestens einmal die Woche","2010","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Fast nie oder nie","2011","kein Migrationshintergrund","Staedtischer Raum","5245","0.37212597307595","0.364275084234265","0.379976861917635"
"Fast nie oder nie","2011","kein Migrationshintergrund","Laendlicher Raum","4067","0.434498480967524","0.424348529481179","0.444648432453869"
"Fast nie oder nie","2011","direkter Migrationshintergrund","Staedtischer Raum","1340","","",""
"Fast nie oder nie","2011","direkter Migrationshintergrund","Laendlicher Raum","443","0.569212780285246","0.534572452797508","0.603853107772984"
"Fast nie oder nie","2011","indirekter Migrationshintergrund","Staedtischer Raum","335","0.27444351193454","0.247439863449232","0.301447160419848"
"Fast nie oder nie","2011","indirekter Migrationshintergrund","Laendlicher Raum","92","0.313833050489754","0.25572593918565","0.371940161793858"
"Fast nie oder nie","2011","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Fast nie oder nie","2011","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Mehrmals im Jahr","2011","kein Migrationshintergrund","Staedtischer Raum","2292","","",""
"Mehrmals im Jahr","2011","kein Migrationshintergrund","Laendlicher Raum","1550","","",""
"Mehrmals im Jahr","2011","direkter Migrationshintergrund","Staedtischer Raum","363","0.165394703488621","0.150697872159662","0.18009153481758"
"Mehrmals im Jahr","2011","direkter Migrationshintergrund","Laendlicher Raum","121","","",""
"Mehrmals im Jahr","2011","indirekter Migrationshintergrund","Staedtischer Raum","207","","",""
"Mehrmals im Jahr","2011","indirekter Migrationshintergrund","Laendlicher Raum","50","0.30748692852238","0.249704955700585","0.365268901344175"
"Mehrmals im Jahr","2011","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Mehrmals im Jahr","2011","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Mindestens einmal im Monat","2011","kein Migrationshintergrund","Staedtischer Raum","1004","","",""
"Mindestens einmal im Monat","2011","kein Migrationshintergrund","Laendlicher Raum","553","0.0600717993421402","0.0552062082512407","0.0649373904330398"
"Mindestens einmal im Monat","2011","direkter Migrationshintergrund","Staedtischer Raum","117","","",""
"Mindestens einmal im Monat","2011","direkter Migrationshintergrund","Laendlicher Raum","29","","",""
"Mindestens einmal im Monat","2011","indirekter Migrationshintergrund","Staedtischer Raum","86","0.0857988141613426","0.0688506805239934","0.102746947798692"
"Mindestens einmal im Monat","2011","indirekter Migrationshintergrund","Laendlicher Raum","17","","",""
"Mindestens einmal im Monat","2011","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Mindestens einmal im Monat","2011","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Mindestens einmal die Woche","2011","kein Migrationshintergrund","Staedtischer Raum","6021","0.402628948606904","0.394663464735555","0.410594432478253"
"Mindestens einmal die Woche","2011","kein Migrationshintergrund","Laendlicher Raum","2992","","",""
"Mindestens einmal die Woche","2011","direkter Migrationshintergrund","Staedtischer Raum","635","0.265488923526308","0.248020861685048","0.282956985367568"
"Mindestens einmal die Woche","2011","direkter Migrationshintergrund","Laendlicher Raum","192","","",""
"Mindestens einmal die Woche","2011","indirekter Migrationshintergrund","Staedtischer Raum","421","0.428844177301348","0.398894826687399","0.458793527915296"
"Mindestens einmal die Woche","2011","indirekter Migrationshintergrund","Laendlicher Raum","86","0.305971788415811","0.248269331743722","0.363674245087899"
"Mindestens einmal die Woche","2011","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Mindestens einmal die Woche","2011","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Fast nie oder nie","2012","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Fast nie oder nie","2012","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Fast nie oder nie","2012","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Fast nie oder nie","2012","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Fast nie oder nie","2012","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Fast nie oder nie","2012","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Fast nie oder nie","2012","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Fast nie oder nie","2012","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Mehrmals im Jahr","2012","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Mehrmals im Jahr","2012","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Mehrmals im Jahr","2012","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Mehrmals im Jahr","2012","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Mehrmals im Jahr","2012","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Mehrmals im Jahr","2012","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Mehrmals im Jahr","2012","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Mehrmals im Jahr","2012","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Mindestens einmal im Monat","2012","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Mindestens einmal im Monat","2012","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Mindestens einmal im Monat","2012","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Mindestens einmal im Monat","2012","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Mindestens einmal im Monat","2012","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Mindestens einmal im Monat","2012","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Mindestens einmal im Monat","2012","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Mindestens einmal im Monat","2012","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Mindestens einmal die Woche","2012","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Mindestens einmal die Woche","2012","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Mindestens einmal die Woche","2012","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Mindestens einmal die Woche","2012","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Mindestens einmal die Woche","2012","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Mindestens einmal die Woche","2012","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Mindestens einmal die Woche","2012","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Mindestens einmal die Woche","2012","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Fast nie oder nie","2013","kein Migrationshintergrund","Staedtischer Raum","3892","0.299377141662953","0.291546120372586","0.307208162953321"
"Fast nie oder nie","2013","kein Migrationshintergrund","Laendlicher Raum","2918","","",""
"Fast nie oder nie","2013","direkter Migrationshintergrund","Staedtischer Raum","984","0.447708789253411","0.42588312901924","0.469534449487581"
"Fast nie oder nie","2013","direkter Migrationshintergrund","Laendlicher Raum","309","0.465861668819512","0.427747144337941","0.503976193301083"
"Fast nie oder nie","2013","indirekter Migrationshintergrund","Staedtischer Raum","258","","",""
"Fast nie oder nie","2013","indirekter Migrationshintergrund","Laendlicher Raum","67","0.347846098196439","0.285887186753596","0.409805009639282"
"Fast nie oder nie","2013","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Fast nie oder nie","2013","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Mehrmals im Jahr","2013","kein Migrationshintergrund","Staedtischer Raum","1738","","",""
"Mehrmals im Jahr","2013","kein Migrationshintergrund","Laendlicher Raum","1383","","",""
"Mehrmals im Jahr","2013","direkter Migrationshintergrund","Staedtischer Raum","268","","",""
"Mehrmals im Jahr","2013","direkter Migrationshintergrund","Laendlicher Raum","85","0.138768715737498","0.112354311045116","0.16518312042988"
"Mehrmals im Jahr","2013","indirekter Migrationshintergrund","Staedtischer Raum","144","","",""
"Mehrmals im Jahr","2013","indirekter Migrationshintergrund","Laendlicher Raum","36","0.114235836423703","0.0728553684189395","0.155616304428466"
"Mehrmals im Jahr","2013","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Mehrmals im Jahr","2013","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Mindestens einmal im Monat","2013","kein Migrationshintergrund","Staedtischer Raum","659","0.0513892792234835","0.0476140162195393","0.0551645422274278"
"Mindestens einmal im Monat","2013","kein Migrationshintergrund","Laendlicher Raum","404","0.0502102679062725","0.0455438605183788","0.0548766752941662"
"Mindestens einmal im Monat","2013","direkter Migrationshintergrund","Staedtischer Raum","84","0.0510896958086576","0.0414255215164653","0.0607538701008499"
"Mindestens einmal im Monat","2013","direkter Migrationshintergrund","Laendlicher Raum","28","","",""
"Mindestens einmal im Monat","2013","indirekter Migrationshintergrund","Staedtischer Raum","58","0.0742008227066711","0.0575603983896386","0.0908412470237037"
"Mindestens einmal im Monat","2013","indirekter Migrationshintergrund","Laendlicher Raum","15","","",""
"Mindestens einmal im Monat","2013","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Mindestens einmal im Monat","2013","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Mindestens einmal die Woche","2013","kein Migrationshintergrund","Staedtischer Raum","6850","0.517542440254161","0.508998278192747","0.526086602315576"
"Mindestens einmal die Woche","2013","kein Migrationshintergrund","Laendlicher Raum","3708","0.447457032646957","0.436831973813446","0.458082091480468"
"Mindestens einmal die Woche","2013","direkter Migrationshintergrund","Staedtischer Raum","658","0.3529506227413","0.331975176834125","0.373926068648476"
"Mindestens einmal die Woche","2013","direkter Migrationshintergrund","Laendlicher Raum","236","","",""
"Mindestens einmal die Woche","2013","indirekter Migrationshintergrund","Staedtischer Raum","493","0.541068213814636","0.509430745695692","0.572705681933579"
"Mindestens einmal die Woche","2013","indirekter Migrationshintergrund","Laendlicher Raum","109","","",""
"Mindestens einmal die Woche","2013","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Mindestens einmal die Woche","2013","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Fast nie oder nie","2014","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Fast nie oder nie","2014","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Fast nie oder nie","2014","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Fast nie oder nie","2014","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Fast nie oder nie","2014","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Fast nie oder nie","2014","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Fast nie oder nie","2014","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Fast nie oder nie","2014","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Mehrmals im Jahr","2014","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Mehrmals im Jahr","2014","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Mehrmals im Jahr","2014","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Mehrmals im Jahr","2014","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Mehrmals im Jahr","2014","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Mehrmals im Jahr","2014","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Mehrmals im Jahr","2014","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Mehrmals im Jahr","2014","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Mindestens einmal im Monat","2014","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Mindestens einmal im Monat","2014","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Mindestens einmal im Monat","2014","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Mindestens einmal im Monat","2014","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Mindestens einmal im Monat","2014","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Mindestens einmal im Monat","2014","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Mindestens einmal im Monat","2014","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Mindestens einmal im Monat","2014","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Mindestens einmal die Woche","2014","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Mindestens einmal die Woche","2014","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Mindestens einmal die Woche","2014","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Mindestens einmal die Woche","2014","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Mindestens einmal die Woche","2014","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Mindestens einmal die Woche","2014","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Mindestens einmal die Woche","2014","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Mindestens einmal die Woche","2014","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Fast nie oder nie","2015","kein Migrationshintergrund","Staedtischer Raum","3865","0.340934853772916","0.332330518726139","0.349539188819694"
"Fast nie oder nie","2015","kein Migrationshintergrund","Laendlicher Raum","3082","0.40894171191854","0.397801714242623","0.420081709594457"
"Fast nie oder nie","2015","direkter Migrationshintergrund","Staedtischer Raum","2115","","",""
"Fast nie oder nie","2015","direkter Migrationshintergrund","Laendlicher Raum","780","0.468393308237993","0.44314088718899","0.493645729286996"
"Fast nie oder nie","2015","indirekter Migrationshintergrund","Staedtischer Raum","403","0.267228902111492","0.243736574830574","0.29072122939241"
"Fast nie oder nie","2015","indirekter Migrationshintergrund","Laendlicher Raum","101","","",""
"Fast nie oder nie","2015","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Fast nie oder nie","2015","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Mehrmals im Jahr","2015","kein Migrationshintergrund","Staedtischer Raum","1546","","",""
"Mehrmals im Jahr","2015","kein Migrationshintergrund","Laendlicher Raum","1083","","",""
"Mehrmals im Jahr","2015","direkter Migrationshintergrund","Staedtischer Raum","578","0.115699467769385","0.106218042242813","0.125180893295957"
"Mehrmals im Jahr","2015","direkter Migrationshintergrund","Laendlicher Raum","204","","",""
"Mehrmals im Jahr","2015","indirekter Migrationshintergrund","Staedtischer Raum","202","","",""
"Mehrmals im Jahr","2015","indirekter Migrationshintergrund","Laendlicher Raum","60","0.174751259658217","0.132747722962913","0.21675479635352"
"Mehrmals im Jahr","2015","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Mehrmals im Jahr","2015","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Mindestens einmal im Monat","2015","kein Migrationshintergrund","Staedtischer Raum","666","0.0586808594126784","0.0544147290969374","0.0629469897284194"
"Mindestens einmal im Monat","2015","kein Migrationshintergrund","Laendlicher Raum","423","0.0536336522677212","0.0485287483856329","0.0587385561498096"
"Mindestens einmal im Monat","2015","direkter Migrationshintergrund","Staedtischer Raum","189","","",""
"Mindestens einmal im Monat","2015","direkter Migrationshintergrund","Laendlicher Raum","66","0.0454029321056321","0.0348674488863664","0.0559384153248979"
"Mindestens einmal im Monat","2015","indirekter Migrationshintergrund","Staedtischer Raum","75","0.0588762292870343","0.0463795815307406","0.0713728770433279"
"Mindestens einmal im Monat","2015","indirekter Migrationshintergrund","Laendlicher Raum","20","","",""
"Mindestens einmal im Monat","2015","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Mindestens einmal im Monat","2015","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Mindestens einmal die Woche","2015","kein Migrationshintergrund","Staedtischer Raum","5582","0.471925557927108","0.46286402311435","0.480987092739866"
"Mindestens einmal die Woche","2015","kein Migrationshintergrund","Laendlicher Raum","2894","","",""
"Mindestens einmal die Woche","2015","direkter Migrationshintergrund","Staedtischer Raum","1490","","",""
"Mindestens einmal die Woche","2015","direkter Migrationshintergrund","Laendlicher Raum","450","0.338183612572638","0.314242325214071","0.362124899931205"
"Mindestens einmal die Woche","2015","indirekter Migrationshintergrund","Staedtischer Raum","683","0.54356252138703","0.517119226741459","0.5700058160326"
"Mindestens einmal die Woche","2015","indirekter Migrationshintergrund","Laendlicher Raum","133","","",""
"Mindestens einmal die Woche","2015","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Mindestens einmal die Woche","2015","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Fast nie oder nie","2016","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Fast nie oder nie","2016","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Fast nie oder nie","2016","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Fast nie oder nie","2016","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Fast nie oder nie","2016","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Fast nie oder nie","2016","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Fast nie oder nie","2016","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Fast nie oder nie","2016","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Mehrmals im Jahr","2016","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Mehrmals im Jahr","2016","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Mehrmals im Jahr","2016","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Mehrmals im Jahr","2016","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Mehrmals im Jahr","2016","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Mehrmals im Jahr","2016","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Mehrmals im Jahr","2016","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Mehrmals im Jahr","2016","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Mindestens einmal im Monat","2016","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Mindestens einmal im Monat","2016","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Mindestens einmal im Monat","2016","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Mindestens einmal im Monat","2016","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Mindestens einmal im Monat","2016","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Mindestens einmal im Monat","2016","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Mindestens einmal im Monat","2016","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Mindestens einmal im Monat","2016","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Mindestens einmal die Woche","2016","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Mindestens einmal die Woche","2016","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Mindestens einmal die Woche","2016","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Mindestens einmal die Woche","2016","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Mindestens einmal die Woche","2016","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Mindestens einmal die Woche","2016","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Mindestens einmal die Woche","2016","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Mindestens einmal die Woche","2016","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Fast nie oder nie","2017","kein Migrationshintergrund","Staedtischer Raum","3796","0.322597910970248","0.314322109968789","0.330873711971708"
"Fast nie oder nie","2017","kein Migrationshintergrund","Laendlicher Raum","3122","0.397791106285447","0.386984580368699","0.408597632202195"
"Fast nie oder nie","2017","direkter Migrationshintergrund","Staedtischer Raum","2969","","",""
"Fast nie oder nie","2017","direkter Migrationshintergrund","Laendlicher Raum","1259","","",""
"Fast nie oder nie","2017","indirekter Migrationshintergrund","Staedtischer Raum","435","0.261990270431511","0.238923913548453","0.285056627314569"
"Fast nie oder nie","2017","indirekter Migrationshintergrund","Laendlicher Raum","101","","",""
"Fast nie oder nie","2017","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Fast nie oder nie","2017","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Mehrmals im Jahr","2017","kein Migrationshintergrund","Staedtischer Raum","1559","","",""
"Mehrmals im Jahr","2017","kein Migrationshintergrund","Laendlicher Raum","1164","","",""
"Mehrmals im Jahr","2017","direkter Migrationshintergrund","Staedtischer Raum","816","0.11608877145201","0.108091971920242","0.124085570983779"
"Mehrmals im Jahr","2017","direkter Migrationshintergrund","Laendlicher Raum","304","0.119814818790049","0.106895027537587","0.132734610042511"
"Mehrmals im Jahr","2017","indirekter Migrationshintergrund","Staedtischer Raum","194","","",""
"Mehrmals im Jahr","2017","indirekter Migrationshintergrund","Laendlicher Raum","46","0.120464598546876","0.0839939271093949","0.156935269984356"
"Mehrmals im Jahr","2017","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Mehrmals im Jahr","2017","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Mindestens einmal im Monat","2017","kein Migrationshintergrund","Staedtischer Raum","671","0.0539607899012701","0.0499608845432018","0.0579606952593383"
"Mindestens einmal im Monat","2017","kein Migrationshintergrund","Laendlicher Raum","420","0.0530804722486816","0.0481304299764605","0.0580305145209028"
"Mindestens einmal im Monat","2017","direkter Migrationshintergrund","Staedtischer Raum","272","","",""
"Mindestens einmal im Monat","2017","direkter Migrationshintergrund","Laendlicher Raum","105","","",""
"Mindestens einmal im Monat","2017","indirekter Migrationshintergrund","Staedtischer Raum","74","0.0473122409417694","0.0361752610930905","0.0584492207904483"
"Mindestens einmal im Monat","2017","indirekter Migrationshintergrund","Laendlicher Raum","21","","",""
"Mindestens einmal im Monat","2017","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Mindestens einmal im Monat","2017","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Mindestens einmal die Woche","2017","kein Migrationshintergrund","Staedtischer Raum","6231","0.497926903079505","0.489075293108921","0.506778513050089"
"Mindestens einmal die Woche","2017","kein Migrationshintergrund","Laendlicher Raum","3174","0.404186592034795","0.393351538294031","0.41502164577556"
"Mindestens einmal die Woche","2017","direkter Migrationshintergrund","Staedtischer Raum","2107","","",""
"Mindestens einmal die Woche","2017","direkter Migrationshintergrund","Laendlicher Raum","759","0.378021054434101","0.358729863506627","0.397312245361574"
"Mindestens einmal die Woche","2017","indirekter Migrationshintergrund","Staedtischer Raum","693","0.540427785323631","0.514285045634299","0.566570525012963"
"Mindestens einmal die Woche","2017","indirekter Migrationshintergrund","Laendlicher Raum","138","","",""
"Mindestens einmal die Woche","2017","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Mindestens einmal die Woche","2017","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Fast nie oder nie","2018","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Fast nie oder nie","2018","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Fast nie oder nie","2018","direkter Migrationshintergrund","Staedtischer Raum","1100","","",""
"Fast nie oder nie","2018","direkter Migrationshintergrund","Laendlicher Raum","428","0.415166515375014","0.382079654281665","0.448253376468363"
"Fast nie oder nie","2018","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Fast nie oder nie","2018","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Fast nie oder nie","2018","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Fast nie oder nie","2018","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Mehrmals im Jahr","2018","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Mehrmals im Jahr","2018","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Mehrmals im Jahr","2018","direkter Migrationshintergrund","Staedtischer Raum","392","0.155895729484595","0.141118679194132","0.170672779775058"
"Mehrmals im Jahr","2018","direkter Migrationshintergrund","Laendlicher Raum","122","","",""
"Mehrmals im Jahr","2018","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Mehrmals im Jahr","2018","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Mehrmals im Jahr","2018","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Mehrmals im Jahr","2018","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Mindestens einmal im Monat","2018","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Mindestens einmal im Monat","2018","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Mindestens einmal im Monat","2018","direkter Migrationshintergrund","Staedtischer Raum","143","","",""
"Mindestens einmal im Monat","2018","direkter Migrationshintergrund","Laendlicher Raum","36","0.0477295220444545","0.0334141711872398","0.0620448729016693"
"Mindestens einmal im Monat","2018","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Mindestens einmal im Monat","2018","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Mindestens einmal im Monat","2018","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Mindestens einmal im Monat","2018","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Mindestens einmal die Woche","2018","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Mindestens einmal die Woche","2018","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Mindestens einmal die Woche","2018","direkter Migrationshintergrund","Staedtischer Raum","680","0.325991885225223","0.306897373788633","0.345086396661813"
"Mindestens einmal die Woche","2018","direkter Migrationshintergrund","Laendlicher Raum","266","","",""
