year,bula_h,hhtyp,hgeqpsol,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2022,Brandenburg,Couple with children,No,0.84180,155,195,0.79045,0.89315
2022,Brandenburg,Other Combinations,No,0.88835,36,36,0.78402,0.99269
2022,Mecklenburg-Western Pomerania,Single-person household,No,0.94841,139,139,0.91150,0.98531
2022,Mecklenburg-Western Pomerania,Couple without children,No,0.88430,111,111,0.82452,0.94407
2022,Mecklenburg-Western Pomerania,Single parent,No,0.94849,36,36,0.87526,1.02172
2022,Mecklenburg-Western Pomerania,Couple with children,No,0.80598,74,74,0.71527,0.89670
2022,Saxony,Single-person household,No,0.96182,369,369,0.94224,0.98140
2022,Saxony,Couple without children,Yes,0.15570,53,396,0.11994,0.19145
2022,Saxony,Couple without children,No,0.84430,343,396,0.80855,0.88006
2022,Saxony,Single parent,No,0.86321,98,98,0.79483,0.93160
2022,Saxony,Couple with children,Yes,0.29981,78,319,0.24945,0.35017
2022,Saxony,Couple with children,No,0.70019,241,319,0.64983,0.75055
2022,Saxony,Other Combinations,No,0.95058,61,61,0.89574,1.00542
2022,Saxony-Anhalt,Single-person household,No,0.93159,178,178,0.89440,0.96878
2022,Saxony-Anhalt,Couple without children,No,0.87000,167,167,0.81884,0.92116
2022,Saxony-Anhalt,Single parent,No,0.97477,44,44,0.92790,1.02164
2022,Saxony-Anhalt,Couple with children,Yes,0.17501,39,169,0.11755,0.23247
2022,Saxony-Anhalt,Couple with children,No,0.82499,130,169,0.76753,0.88245
2022,Saxony-Anhalt,Other Combinations,No,0.99179,40,40,0.96347,1.02011
2022,Thuringa,Single-person household,No,0.91953,155,155,0.87657,0.96250
2022,Thuringa,Couple without children,No,0.92543,141,141,0.88191,0.96894
2022,Thuringa,Single parent,No,0.93686,34,34,0.85388,1.01984
2022,Thuringa,Couple with children,Yes,0.16394,32,154,0.10528,0.22261
2022,Thuringa,Couple with children,No,0.83606,122,154,0.77739,0.89472
