"plb0196_h","year","migback","quintil_oecd","n","percent","lower_confidence_percent","upper_confidence_percent"
"Nein","2017","indirekter Migrationshintergrund","4","35","0.22139603264519","0.154279015527348","0.288513049763032"
"Nein","2017","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","34","0.12923217942508","0.085399971071177","0.173064387778983"
"Nein","2017","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Nein","2017","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Nein","2017","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Nein","2017","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Nein","2017","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Ja","2018","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","167","0.691211981134174","0.634171435672332","0.748252526596015"
"Ja","2018","kein Migrationshintergrund","2","407","0.674785192486197","0.637301670272814","0.712268714699579"
"Ja","2018","kein Migrationshintergrund","3","720","0.69582378987293","0.668036501754172","0.723611077991689"
"Ja","2018","kein Migrationshintergrund","4","1654","0.741881464032912","0.723743478625616","0.760019449440208"
"Ja","2018","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","2786","0.779740068148223","0.766256734448744","0.793223401847702"
"Ja","2018","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","140","0.580171995216945","0.51510420804126","0.645239782392629"
"Ja","2018","direkter Migrationshintergrund","2","168","0.684520850020621","0.628780315142355","0.740261384898886"
"Ja","2018","direkter Migrationshintergrund","3","254","0.702410448659891","0.655442486211245","0.749378411108536"
"Ja","2018","direkter Migrationshintergrund","4","324","0.733330733565553","0.691774144966601","0.774887322164505"
"Ja","2018","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","336","0.815255405678747","0.778785371027279","0.851725440330214"
"Ja","2018","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","36","0.765254161835016","0.648931373561278","0.881576950108754"
"Ja","2018","indirekter Migrationshintergrund","2","59","0.636217321220566","0.534540345968097","0.737894296473034"
"Ja","2018","indirekter Migrationshintergrund","3","60","0.653416522616326","0.559675545272155","0.747157499960497"
"Ja","2018","indirekter Migrationshintergrund","4","139","0.750702859187937","0.687504686357304","0.813901032018569"
"Ja","2018","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","214","0.899764065567143","0.862537400610206","0.93699073052408"
"Ja","2018","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Ja","2018","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Ja","2018","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Ja","2018","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Ja","2018","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Nein","2018","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","85","0.308788018865826","0.251747473403985","0.365828564327668"
"Nein","2018","kein Migrationshintergrund","2","193","0.325214807513803","0.287731285300421","0.362698329727186"
"Nein","2018","kein Migrationshintergrund","3","333","0.30417621012707","0.276388922008311","0.331963498245828"
"Nein","2018","kein Migrationshintergrund","4","582","0.258118535967088","0.239980550559792","0.276256521374384"
"Nein","2018","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","843","0.220259931851777","0.206776598152298","0.233743265551256"
"Nein","2018","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","81","0.419828004783056","0.354760217607371","0.48489579195874"
"Nein","2018","direkter Migrationshintergrund","2","99","0.315479149979379","0.259738615101114","0.371219684857645"
"Nein","2018","direkter Migrationshintergrund","3","110","0.297589551340109","0.250621588891464","0.344557513788755"
"Nein","2018","direkter Migrationshintergrund","4","111","0.266669266434447","0.225112677835495","0.308225855033399"
"Nein","2018","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","99","0.184744594321253","0.148274559669786","0.221214628972721"
"Nein","2018","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","15","","",""
"Nein","2018","indirekter Migrationshintergrund","2","27","","",""
"Nein","2018","indirekter Migrationshintergrund","3","39","0.346583477383674","0.252842500039503","0.440324454727845"
"Nein","2018","indirekter Migrationshintergrund","4","41","0.249297140812063","0.186098967981431","0.312495313642696"
"Nein","2018","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","36","0.100235934432857","0.0630092694759197","0.137462599389794"
"Nein","2018","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Nein","2018","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Nein","2018","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Nein","2018","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Nein","2018","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Ja","2019","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","132","0.743082218475538","0.680790156780004","0.805374280171072"
"Ja","2019","kein Migrationshintergrund","2","334","0.764267338859239","0.72539435467686","0.803140323041618"
"Ja","2019","kein Migrationshintergrund","3","586","0.723759306903333","0.693080114729065","0.7544384990776"
"Ja","2019","kein Migrationshintergrund","4","1433","0.757239456333248","0.73797599324426","0.776502919422235"
"Ja","2019","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","2989","0.791607460358509","0.77865788080517","0.804557039911849"
"Ja","2019","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","102","0.569440933561671","0.491987803103827","0.646894064019515"
"Ja","2019","direkter Migrationshintergrund","2","161","0.744857579492038","0.689589153428287","0.800126005555789"
"Ja","2019","direkter Migrationshintergrund","3","188","0.662340614318534","0.606948341955872","0.717732886681197"
"Ja","2019","direkter Migrationshintergrund","4","288","0.815138291009904","0.776057115780667","0.854219466239141"
"Ja","2019","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","326","0.818655177430047","0.780896116729075","0.856414238131019"
"Ja","2019","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","25","","",""
"Ja","2019","indirekter Migrationshintergrund","2","34","0.668989720887514","0.542300221842109","0.795679219932919"
"Ja","2019","indirekter Migrationshintergrund","3","72","0.776107058608303","0.691838574442573","0.860375542774033"
"Ja","2019","indirekter Migrationshintergrund","4","106","0.720743095206892","0.649186144961364","0.79230004545242"
"Ja","2019","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","231","0.77108076911385","0.723137443254702","0.819024094972997"
"Ja","2019","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Ja","2019","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Ja","2019","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Ja","2019","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Ja","2019","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Nein","2019","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","57","0.256917781524462","0.194625719828928","0.319209843219996"
"Nein","2019","kein Migrationshintergrund","2","124","0.235732661140762","0.196859676958382","0.274605645323141"
"Nein","2019","kein Migrationshintergrund","3","230","0.276240693096667","0.2455615009224","0.306919885270935"
"Nein","2019","kein Migrationshintergrund","4","470","0.242760543666752","0.223497080577765","0.26202400675574"
"Nein","2019","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","790","0.208392539641491","0.195442960088151","0.221342119194831"
"Nein","2019","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","55","0.430559066438329","0.353105935980485","0.508012196896173"
"Nein","2019","direkter Migrationshintergrund","2","78","0.255142420507962","0.199873994444211","0.310410846571713"
"Nein","2019","direkter Migrationshintergrund","3","92","0.337659385681466","0.282267113318803","0.393051658044128"
"Nein","2019","direkter Migrationshintergrund","4","91","0.184861708990096","0.145780533760859","0.223942884219332"
"Nein","2019","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","74","0.181344822569953","0.143585761868981","0.219103883270925"
"Nein","2019","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","13","","",""
"Nein","2019","indirekter Migrationshintergrund","2","19","","",""
"Nein","2019","indirekter Migrationshintergrund","3","22","","",""
"Nein","2019","indirekter Migrationshintergrund","4","45","0.279256904793108","0.20769995454758","0.350813855038636"
"Nein","2019","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","64","0.22891923088615","0.180975905027003","0.276862556745298"
"Nein","2019","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Nein","2019","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Nein","2019","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Nein","2019","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Nein","2019","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Ja","2020","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","109","0.599737251098767","0.529701100874791","0.669773401322742"
"Ja","2020","kein Migrationshintergrund","2","271","0.607317198288966","0.562445642974443","0.652188753603488"
"Ja","2020","kein Migrationshintergrund","3","458","0.619061400526136","0.583906128965845","0.654216672086427"
"Ja","2020","kein Migrationshintergrund","4","1210","0.641565054097999","0.61998562514039","0.663144483055609"
"Ja","2020","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","2796","0.700377130245373","0.686327700977678","0.714426559513068"
"Ja","2020","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","73","0.393475160353318","0.318248195463762","0.468702125242873"
"Ja","2020","direkter Migrationshintergrund","2","148","0.491078696060385","0.433140370859171","0.549017021261599"
"Ja","2020","direkter Migrationshintergrund","3","198","0.488112690157573","0.436691513597009","0.539533866718137"
"Ja","2020","direkter Migrationshintergrund","4","369","0.477793151665759","0.438569745110702","0.517016558220816"
"Ja","2020","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","485","0.694775456692054","0.662014304779675","0.727536608604433"
"Ja","2020","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","11","","",""
"Ja","2020","indirekter Migrationshintergrund","2","34","0.682575312060099","0.568536222129992","0.796614401990207"
"Ja","2020","indirekter Migrationshintergrund","3","45","0.583345877742398","0.475313482385074","0.691378273099721"
"Ja","2020","indirekter Migrationshintergrund","4","101","0.527450235650368","0.452180696063307","0.602719775237429"
"Ja","2020","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","223","0.631550054539241","0.580047795680304","0.683052313398178"
"Ja","2020","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Ja","2020","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Ja","2020","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Ja","2020","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Ja","2020","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Nein","2020","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","79","0.400262748901233","0.330226598677258","0.470298899125209"
"Nein","2020","kein Migrationshintergrund","2","184","0.392682801711034","0.347811246396511","0.437554357025557"
"Nein","2020","kein Migrationshintergrund","3","275","0.380938599473864","0.345783327913573","0.416093871034155"
"Nein","2020","kein Migrationshintergrund","4","687","0.358434945902001","0.336855516944391","0.38001437485961"
"Nein","2020","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","1288","0.299622869754627","0.285573440486932","0.313672299022322"
"Nein","2020","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","89","0.606524839646682","0.531297874757127","0.681751804536238"
"Nein","2020","direkter Migrationshintergrund","2","138","0.508921303939615","0.450982978738401","0.566859629140829"
"Nein","2020","direkter Migrationshintergrund","3","165","0.511887309842427","0.460466133281863","0.563308486402991"
"Nein","2020","direkter Migrationshintergrund","4","254","0.522206848334241","0.482983441779184","0.561430254889298"
"Nein","2020","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","274","0.305224543307946","0.272463391395567","0.337985695220325"
"Nein","2020","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","12","","",""
"Nein","2020","indirekter Migrationshintergrund","2","30","0.317424687939901","0.203385598009793","0.431463777870008"
"Nein","2020","indirekter Migrationshintergrund","3","35","0.416654122257603","0.308621726900279","0.524686517614926"
"Nein","2020","indirekter Migrationshintergrund","4","68","0.472549764349632","0.397280224762571","0.547819303936693"
"Nein","2020","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","114","0.368449945460759","0.316947686601822","0.419952204319696"
"Nein","2020","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Nein","2020","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Nein","2020","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Nein","2020","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Nein","2020","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
