"pgfamstd","year","bildungsniveau","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ledig","2014","Realschule","Staedtischer Raum","1010","","",""
"Ledig","2014","Realschule","Laendlicher Raum","694","0.258815078165319","0.243155360499647","0.27447479583099"
"Ledig","2014","(Fach-)Abitur","Staedtischer Raum","1042","","",""
"Ledig","2014","(Fach-)Abitur","Laendlicher Raum","340","0.425863428333159","0.395897686913677","0.455829169752641"
"Ledig","2014","AkademikerIn","Staedtischer Raum","900","0.300185536735167","0.286791092322308","0.313579981148026"
"Ledig","2014","AkademikerIn","Laendlicher Raum","230","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2014","(noch) kein Abschluss","Staedtischer Raum","45","0.08521273006207","0.0676787338439367","0.102746726280203"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2014","(noch) kein Abschluss","Laendlicher Raum","14","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2014","Hauptschule","Staedtischer Raum","507","0.106502912645156","0.0980350171712518","0.114970808119059"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2014","Hauptschule","Laendlicher Raum","286","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2014","Realschule","Staedtischer Raum","459","0.110750168922745","0.100933660631816","0.120566677213675"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2014","Realschule","Laendlicher Raum","319","0.118868646005381","0.107297407683163","0.130439884327599"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2014","(Fach-)Abitur","Staedtischer Raum","214","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2014","(Fach-)Abitur","Laendlicher Raum","74","0.0945693815851415","0.0768362632719855","0.112302499898297"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2014","AkademikerIn","Staedtischer Raum","342","0.0880879158446952","0.0798051951184886","0.0963706365709017"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2014","AkademikerIn","Laendlicher Raum","153","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","2014","(noch) kein Abschluss","Staedtischer Raum","23","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","2014","(noch) kein Abschluss","Laendlicher Raum","8","0.018456866850833","0.00611662489183548","0.0307971088098306"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","2014","Hauptschule","Staedtischer Raum","480","0.139064720534225","0.129566507381608","0.148562933686842"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","2014","Hauptschule","Laendlicher Raum","336","0.14872494274168","0.136265610897767","0.161184274585593"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","2014","Realschule","Staedtischer Raum","171","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","2014","Realschule","Laendlicher Raum","97","0.0419618787843017","0.0347931077342184","0.0491306498343851"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","2014","(Fach-)Abitur","Staedtischer Raum","58","0.036755564138071","0.0299049627000517","0.0436061655760903"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","2014","(Fach-)Abitur","Laendlicher Raum","25","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","2014","AkademikerIn","Staedtischer Raum","131","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","2014","AkademikerIn","Laendlicher Raum","78","0.0536828562662341","0.0430249309481245","0.0643407815843438"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","2015","(noch) kein Abschluss","Staedtischer Raum","248","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","2015","(noch) kein Abschluss","Laendlicher Raum","97","0.209984394089345","0.171170318057869","0.248798470120821"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","2015","Hauptschule","Staedtischer Raum","3025","0.564037995093223","0.550046055134653","0.578029935051792"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","2015","Hauptschule","Laendlicher Raum","1859","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","2015","Realschule","Staedtischer Raum","2075","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","2015","Realschule","Laendlicher Raum","1731","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","2015","(Fach-)Abitur","Staedtischer Raum","1592","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","2015","(Fach-)Abitur","Laendlicher Raum","592","0.418854671727313","0.389764853375707","0.447944490078919"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","2015","AkademikerIn","Staedtischer Raum","3049","0.526710220232154","0.512344131759962","0.541076308704346"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","2015","AkademikerIn","Laendlicher Raum","1250","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","2015","(noch) kein Abschluss","Staedtischer Raum","17","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","2015","(noch) kein Abschluss","Laendlicher Raum","7","0.00506225967411014","-0.00170087552514053","0.0118253948733608"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","2015","Hauptschule","Staedtischer Raum","127","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","2015","Hauptschule","Laendlicher Raum","73","0.0224908817499138","0.0171912581345056","0.0277905053653219"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","2015","Realschule","Staedtischer Raum","93","0.0200168950374385","0.015525198181364","0.0245085918935131"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","2015","Realschule","Laendlicher Raum","72","0.0270835451795168","0.0211602181270799","0.0330068722319537"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","2015","(Fach-)Abitur","Staedtischer Raum","77","0.0249666702043284","0.0194213079244314","0.0305120324842255"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","2015","(Fach-)Abitur","Laendlicher Raum","32","0.0344881157628763","0.0237289029518312","0.0452473285739215"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","2015","AkademikerIn","Staedtischer Raum","135","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","2015","AkademikerIn","Laendlicher Raum","34","0.0142279195037383","0.00870132300952252","0.0197545159979542"
"Ledig","2015","(noch) kein Abschluss","Staedtischer Raum","609","0.5741771372797","0.542516785861851","0.605837488697549"
"Ledig","2015","(noch) kein Abschluss","Laendlicher Raum","299","","",""
"Ledig","2015","Hauptschule","Staedtischer Raum","755","0.15608532922673","0.145844626886514","0.166326031566946"
"Ledig","2015","Hauptschule","Laendlicher Raum","474","0.171972106528923","0.158484562792771","0.185459650265075"
"Ledig","2015","Realschule","Staedtischer Raum","975","0.300813518486821","0.286105709733621","0.31552132724002"
"Ledig","2015","Realschule","Laendlicher Raum","673","0.260603295120206","0.24458545741442","0.276621132825991"
"Ledig","2015","(Fach-)Abitur","Staedtischer Raum","1105","","",""
"Ledig","2015","(Fach-)Abitur","Laendlicher Raum","382","0.410850739390272","0.381842480886023","0.439858997894521"
"Ledig","2015","AkademikerIn","Staedtischer Raum","997","0.319727401167738","0.306308389868339","0.333146412467138"
"Ledig","2015","AkademikerIn","Laendlicher Raum","254","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2015","(noch) kein Abschluss","Staedtischer Raum","44","0.102224778090568","0.0828275268365631","0.121622029344574"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2015","(noch) kein Abschluss","Laendlicher Raum","12","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2015","Hauptschule","Staedtischer Raum","461","0.106595661708508","0.097888166871121","0.115303156545895"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2015","Hauptschule","Laendlicher Raum","271","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2015","Realschule","Staedtischer Raum","436","0.114414502238358","0.104206081204351","0.124622923272365"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2015","Realschule","Laendlicher Raum","316","0.130527764353859","0.118234860318473","0.142820668389244"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2015","(Fach-)Abitur","Staedtischer Raum","215","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2015","(Fach-)Abitur","Laendlicher Raum","72","0.0962946630898186","0.0789013832426652","0.113687942936972"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2015","AkademikerIn","Staedtischer Raum","331","0.0871194717271749","0.0790051226084363","0.0952338208459134"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2015","AkademikerIn","Laendlicher Raum","146","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","2015","(noch) kein Abschluss","Staedtischer Raum","19","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","2015","(noch) kein Abschluss","Laendlicher Raum","8","0.0194503011446081","0.0062896954455923","0.032610906843624"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","2015","Hauptschule","Staedtischer Raum","457","0.144359375449742","0.13444266512218","0.154276085777304"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","2015","Hauptschule","Laendlicher Raum","330","0.160859575478696","0.147727839038096","0.173991311919296"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","2015","Realschule","Staedtischer Raum","156","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","2015","Realschule","Laendlicher Raum","93","0.0429932383934754","0.035591516472802","0.0503949603141488"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","2015","(Fach-)Abitur","Staedtischer Raum","52","0.0357394333811721","0.0291414545821938","0.0423374121801503"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","2015","(Fach-)Abitur","Laendlicher Raum","27","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","2015","AkademikerIn","Staedtischer Raum","128","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","2015","AkademikerIn","Laendlicher Raum","80","0.0532840374718742","0.0428029290626798","0.0637651458810686"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","2016","(noch) kein Abschluss","Staedtischer Raum","724","0.281710398283106","0.259221800043964","0.304198996522249"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","2016","(noch) kein Abschluss","Laendlicher Raum","309","0.235159699907774","0.203720149029366","0.266599250786182"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","2016","Hauptschule","Staedtischer Raum","2918","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","2016","Hauptschule","Laendlicher Raum","1798","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","2016","Realschule","Staedtischer Raum","1903","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","2016","Realschule","Laendlicher Raum","1606","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","2016","(Fach-)Abitur","Staedtischer Raum","1622","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","2016","(Fach-)Abitur","Laendlicher Raum","620","0.428597609440167","0.399653905209675","0.457541313670658"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","2016","AkademikerIn","Staedtischer Raum","3052","0.526455208002183","0.512074775564843","0.540835640439522"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","2016","AkademikerIn","Laendlicher Raum","1285","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","2016","(noch) kein Abschluss","Staedtischer Raum","61","0.026009807426643","0.0180526670904741","0.033966947762812"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","2016","(noch) kein Abschluss","Laendlicher Raum","32","0.012149220476374","0.00402784886017313","0.0202705920925748"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","2016","Hauptschule","Staedtischer Raum","159","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","2016","Hauptschule","Laendlicher Raum","90","0.0209500388551041","0.0157438439985241","0.026156233711684"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","2016","Realschule","Staedtischer Raum","84","0.0183611654397947","0.0138603827005305","0.0228619481790588"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","2016","Realschule","Laendlicher Raum","82","0.0303957730871102","0.0239022589121028","0.0368892872621177"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","2016","(Fach-)Abitur","Staedtischer Raum","83","0.023779124513008","0.0183860801670599","0.0291721688589562"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","2016","(Fach-)Abitur","Laendlicher Raum","38","0.0233735275545389","0.0145369399025681","0.0322101152065097"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","2016","AkademikerIn","Staedtischer Raum","158","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","2016","AkademikerIn","Laendlicher Raum","49","0.0230021381948867","0.0161187095387978","0.0298855668509755"
"Ledig","2016","(noch) kein Abschluss","Staedtischer Raum","672","0.573339970477105","0.548613721005657","0.598066219948554"
"Ledig","2016","(noch) kein Abschluss","Laendlicher Raum","326","0.693056752090544","0.658864874912356","0.727248629268733"
"Ledig","2016","Hauptschule","Staedtischer Raum","763","0.160624013237485","0.150137740621024","0.171110285853947"
"Ledig","2016","Hauptschule","Laendlicher Raum","458","0.177543524357916","0.163652494152719","0.191434554563113"
"Ledig","2016","Realschule","Staedtischer Raum","874","0.302079941920607","0.286686850580816","0.317473033260398"
"Ledig","2016","Realschule","Laendlicher Raum","611","0.256353139693516","0.239838137307822","0.27286814207921"
"Ledig","2016","(Fach-)Abitur","Staedtischer Raum","1089","","",""
"Ledig","2016","(Fach-)Abitur","Laendlicher Raum","357","0.412012085194156","0.383225020066408","0.440799150321905"
"Ledig","2016","AkademikerIn","Staedtischer Raum","969","0.317544149112232","0.304136580170301","0.330951718054163"
"Ledig","2016","AkademikerIn","Laendlicher Raum","273","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2016","(noch) kein Abschluss","Staedtischer Raum","47","0.0888454660078494","0.0746213654993043","0.103069566516395"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2016","(noch) kein Abschluss","Laendlicher Raum","18","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2016","Hauptschule","Staedtischer Raum","432","0.109609118328094","0.100687341991213","0.118530894664975"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2016","Hauptschule","Laendlicher Raum","259","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2016","Realschule","Staedtischer Raum","404","0.11332317838049","0.102696339082787","0.123950017678192"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2016","Realschule","Laendlicher Raum","292","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2016","(Fach-)Abitur","Staedtischer Raum","211","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2016","(Fach-)Abitur","Laendlicher Raum","82","0.0940612095695996","0.0769880884884935","0.111134330650706"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2016","AkademikerIn","Staedtischer Raum","324","0.0791005659491399","0.0713272450090576","0.0868738868892221"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2016","AkademikerIn","Laendlicher Raum","136","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","2016","(noch) kein Abschluss","Staedtischer Raum","33","0.030094357805296","0.0215531666780221","0.0386355489325699"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","2016","(noch) kein Abschluss","Laendlicher Raum","14","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","2016","Hauptschule","Staedtischer Raum","438","0.14341061390176","0.133401062150222","0.153420165653299"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","2016","Hauptschule","Laendlicher Raum","302","0.151748613194768","0.1387064319952","0.164790794394335"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","2016","Realschule","Staedtischer Raum","153","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","2016","Realschule","Laendlicher Raum","94","0.0449891344517358","0.0371488120566609","0.0528294568468108"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","2016","(Fach-)Abitur","Staedtischer Raum","61","0.0338756003706488","0.0274720321389268","0.0402791686023709"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","2016","(Fach-)Abitur","Laendlicher Raum","26","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","2016","AkademikerIn","Staedtischer Raum","128","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","2016","AkademikerIn","Laendlicher Raum","79","0.0533114820222203","0.0429960401185128","0.0636269239259279"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","2017","(noch) kein Abschluss","Staedtischer Raum","900","0.254311241568157","0.235002792612281","0.273619690524033"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","2017","(noch) kein Abschluss","Laendlicher Raum","413","0.284201076413877","0.254213139915671","0.314189012912082"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","2017","Hauptschule","Staedtischer Raum","3035","0.549519477034214","0.535677264673242","0.563361689395187"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","2017","Hauptschule","Laendlicher Raum","1921","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","2017","Realschule","Staedtischer Raum","2191","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","2017","Realschule","Laendlicher Raum","1839","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","2017","(Fach-)Abitur","Staedtischer Raum","1738","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","2017","(Fach-)Abitur","Laendlicher Raum","711","0.418392194769892","0.392058606256923","0.444725783282861"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","2017","AkademikerIn","Staedtischer Raum","3409","0.528500442532608","0.514941755865875","0.54205912919934"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","2017","AkademikerIn","Laendlicher Raum","1409","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","2017","(noch) kein Abschluss","Staedtischer Raum","77","0.0230985580705323","0.0164381073163215","0.0297590088247432"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","2017","(noch) kein Abschluss","Laendlicher Raum","35","0.0288434299908216","0.0177157076327623","0.039971152348881"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","2017","Hauptschule","Staedtischer Raum","159","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","2017","Hauptschule","Laendlicher Raum","87","0.0214737194006593","0.0163758670912077","0.0265715717101108"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","2017","Realschule","Staedtischer Raum","102","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","2017","Realschule","Laendlicher Raum","80","0.0258708818073166","0.020287963874685","0.0314537997399481"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","2017","(Fach-)Abitur","Staedtischer Raum","107","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","2017","(Fach-)Abitur","Laendlicher Raum","33","0.021207048960793","0.013515945014202","0.028898152907384"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","2017","AkademikerIn","Staedtischer Raum","183","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","2017","AkademikerIn","Laendlicher Raum","56","0.0243533677819605","0.0176429894675619","0.0310637460963591"
"Ledig","2017","(noch) kein Abschluss","Staedtischer Raum","859","0.580488734984738","0.55860837196861","0.602369098000866"
"Ledig","2017","(noch) kein Abschluss","Laendlicher Raum","387","0.629136780237301","0.597021063206465","0.661252497268136"
"Ledig","2017","Hauptschule","Staedtischer Raum","850","0.159316395343013","0.14913464419894","0.169498146487087"
"Ledig","2017","Hauptschule","Laendlicher Raum","531","0.17713239047426","0.163705936082631","0.19055884486589"
"Ledig","2017","Realschule","Staedtischer Raum","997","0.29861330483161","0.284242802298313","0.312983807364908"
"Ledig","2017","Realschule","Laendlicher Raum","735","0.271828224881682","0.256181928220781","0.287474521542582"
"Ledig","2017","(Fach-)Abitur","Staedtischer Raum","1322","","",""
"Ledig","2017","(Fach-)Abitur","Laendlicher Raum","479","0.422642439439845","0.396272318245463","0.449012560634227"
"Ledig","2017","AkademikerIn","Staedtischer Raum","1115","","",""
"Ledig","2017","AkademikerIn","Laendlicher Raum","323","0.23219342121233","0.213812296297045","0.250574546127616"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2017","(noch) kein Abschluss","Staedtischer Raum","71","0.10392957956784","0.0903986863345628","0.117460472801117"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2017","(noch) kein Abschluss","Laendlicher Raum","16","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2017","Hauptschule","Staedtischer Raum","473","0.116100452266277","0.107188058524077","0.125012846008478"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2017","Hauptschule","Laendlicher Raum","284","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2017","Realschule","Staedtischer Raum","450","0.113707059981734","0.10373876279756","0.123675357165907"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2017","Realschule","Laendlicher Raum","333","0.129131251919106","0.11733784186922","0.140924661968992"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2017","(Fach-)Abitur","Staedtischer Raum","244","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2017","(Fach-)Abitur","Laendlicher Raum","95","0.0934665542405013","0.0779275502994826","0.10900555818152"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2017","AkademikerIn","Staedtischer Raum","358","0.0818077241679873","0.0743635200094929","0.0892519283264817"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2017","AkademikerIn","Laendlicher Raum","155","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","2017","(noch) kein Abschluss","Staedtischer Raum","47","0.0381718858087328","0.0296760452586434","0.0466677263588222"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","2017","(noch) kein Abschluss","Laendlicher Raum","18","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","2017","Hauptschule","Staedtischer Raum","446","0.146443194421","0.136607007686158","0.156279381155842"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","2017","Hauptschule","Laendlicher Raum","283","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","2017","Realschule","Staedtischer Raum","156","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","2017","Realschule","Laendlicher Raum","119","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","2017","(Fach-)Abitur","Staedtischer Raum","62","0.0338270138365419","0.0278145154173327","0.0398395122557511"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","2017","(Fach-)Abitur","Laendlicher Raum","30","0.0442917625889683","0.0333086030720373","0.0552749221058992"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","2017","AkademikerIn","Staedtischer Raum","142","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","2017","AkademikerIn","Laendlicher Raum","84","0.0546958756942193","0.0447970361870179","0.0645947152014207"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","2018","(noch) kein Abschluss","Staedtischer Raum","839","0.264742538654124","0.24462713776251","0.284857939545739"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","2018","(noch) kein Abschluss","Laendlicher Raum","340","0.287493199785867","0.255080479805899","0.319905919765834"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","2018","Hauptschule","Staedtischer Raum","2795","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","2018","Hauptschule","Laendlicher Raum","1728","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","2018","Realschule","Staedtischer Raum","2056","","",""
