"pli0080","year","age_gr","quintil_oecd","n","percent","lower_confidence_percent","upper_confidence_percent"
"Min 1x pro Monat","2008","30-45","1 Einkommensschwächstes Quintil","220","0.262084942300469","0.231630121093458","0.29253976350748"
"Min 1x pro Monat","2008","30-45","2","340","0.308979825446378","0.280842770509831","0.337116880382926"
"Min 1x pro Monat","2008","30-45","3","434","0.396660436501107","0.367618525703013","0.425702347299201"
"Min 1x pro Monat","2008","30-45","4","433","0.367887504614344","0.339918967885056","0.395856041343632"
"Min 1x pro Monat","2008","30-45","5 Einkommensstärkstes Quintil","424","0.380679181726634","0.351787646158679","0.409570717294588"
"Min 1x pro Monat","2008","46-65","1 Einkommensschwächstes Quintil","303","0.279237189066184","0.252036947581291","0.306437430551078"
"Min 1x pro Monat","2008","46-65","2","403","0.333381079086361","0.30609911240582","0.360663045766901"
"Min 1x pro Monat","2008","46-65","3","438","0.385135286736304","0.356443116921397","0.413827456551211"
"Min 1x pro Monat","2008","46-65","4","569","0.379877765896388","0.355397270254013","0.404358261538764"
"Min 1x pro Monat","2008","46-65","5 Einkommensstärkstes Quintil","804","0.415748976610811","0.393339042919154","0.438158910302468"
"Min 1x pro Monat","2008","66","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","2008","66","2","","","",""
"Min 1x pro Monat","2008","66","3","","","",""
"Min 1x pro Monat","2008","66","4","","","",""
"Min 1x pro Monat","2008","66","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2008","17-29","1 Einkommensschwächstes Quintil","77","0.0988082541213377","0.0785561439543247","0.119060364288351"
"Seltener","2008","17-29","2","72","0.0962541359304366","0.0743108724914367","0.118197399369437"
"Seltener","2008","17-29","3","43","0.0633583627387304","0.0436178303584411","0.0830988951190197"
"Seltener","2008","17-29","4","52","0.0788520774316267","0.0579721318535265","0.0997320230097269"
"Seltener","2008","17-29","5 Einkommensstärkstes Quintil","23","","",""
"Seltener","2008","30-45","1 Einkommensschwächstes Quintil","180","0.224804670079256","0.19589520397069","0.253714136187821"
"Seltener","2008","30-45","2","191","0.191731315798558","0.167759959007363","0.215702672589754"
"Seltener","2008","30-45","3","180","0.17097412997367","0.14862379251247","0.19332446743487"
"Seltener","2008","30-45","4","171","0.150024741113301","0.129313809993904","0.170735672232698"
"Seltener","2008","30-45","5 Einkommensstärkstes Quintil","161","0.165059514346825","0.142970249441631","0.18714877925202"
"Seltener","2008","46-65","1 Einkommensschwächstes Quintil","326","0.302403532158792","0.274556077080367","0.330250987237218"
"Seltener","2008","46-65","2","364","0.337154109283306","0.309795948671906","0.364512269894707"
"Seltener","2008","46-65","3","287","0.253620825495145","0.227967766229143","0.279273884761146"
"Seltener","2008","46-65","4","400","0.259211720055124","0.237109597348328","0.28131384276192"
"Seltener","2008","46-65","5 Einkommensstärkstes Quintil","398","0.211014956749361","0.192461867190819","0.229568046307904"
"Seltener","2008","66","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2008","66","2","","","",""
"Seltener","2008","66","3","","","",""
"Seltener","2008","66","4","","","",""
"Seltener","2008","66","5 Einkommensstärkstes Quintil","","","",""
"Nie","2008","17-29","1 Einkommensschwächstes Quintil","21","","",""
"Nie","2008","17-29","2","2","","",""
"Nie","2008","17-29","3","3","","",""
"Nie","2008","17-29","4","","","",""
"Nie","2008","17-29","5 Einkommensstärkstes Quintil","1","","",""
"Nie","2008","30-45","1 Einkommensschwächstes Quintil","21","","",""
"Nie","2008","30-45","2","14","","",""
"Nie","2008","30-45","3","11","","",""
"Nie","2008","30-45","4","2","","",""
"Nie","2008","30-45","5 Einkommensstärkstes Quintil","4","","",""
"Nie","2008","46-65","1 Einkommensschwächstes Quintil","81","0.0863784920558429","0.0693460895255404","0.103410894586145"
"Nie","2008","46-65","2","34","0.031224047750356","0.0211588419730838","0.0412892535276283"
"Nie","2008","46-65","3","31","0.0363384479070666","0.0253049706321523","0.0473719251819808"
"Nie","2008","46-65","4","36","0.0252131344532271","0.0173058407242664","0.0331204281821879"
"Nie","2008","46-65","5 Einkommensstärkstes Quintil","23","","",""
"Nie","2008","66","1 Einkommensschwächstes Quintil","","","",""
"Nie","2008","66","2","","","",""
"Nie","2008","66","3","","","",""
"Nie","2008","66","4","","","",""
"Nie","2008","66","5 Einkommensstärkstes Quintil","","","",""
"Täglich","2009","17-29","1 Einkommensschwächstes Quintil","","","",""
"Täglich","2009","17-29","2","","","",""
"Täglich","2009","17-29","3","","","",""
"Täglich","2009","17-29","4","","","",""
"Täglich","2009","17-29","5 Einkommensstärkstes Quintil","","","",""
"Täglich","2009","30-45","1 Einkommensschwächstes Quintil","","","",""
"Täglich","2009","30-45","2","","","",""
"Täglich","2009","30-45","3","","","",""
"Täglich","2009","30-45","4","","","",""
"Täglich","2009","30-45","5 Einkommensstärkstes Quintil","","","",""
"Täglich","2009","46-65","1 Einkommensschwächstes Quintil","","","",""
"Täglich","2009","46-65","2","","","",""
"Täglich","2009","46-65","3","","","",""
"Täglich","2009","46-65","4","","","",""
"Täglich","2009","46-65","5 Einkommensstärkstes Quintil","","","",""
"Täglich","2009","66","1 Einkommensschwächstes Quintil","","","",""
"Täglich","2009","66","2","","","",""
"Täglich","2009","66","3","","","",""
"Täglich","2009","66","4","","","",""
"Täglich","2009","66","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","2009","17-29","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","2009","17-29","2","","","",""
"Min 1x pro Woche","2009","17-29","3","","","",""
"Min 1x pro Woche","2009","17-29","4","","","",""
"Min 1x pro Woche","2009","17-29","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","2009","30-45","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","2009","30-45","2","","","",""
"Min 1x pro Woche","2009","30-45","3","","","",""
"Min 1x pro Woche","2009","30-45","4","","","",""
"Min 1x pro Woche","2009","30-45","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","2009","46-65","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","2009","46-65","2","","","",""
"Min 1x pro Woche","2009","46-65","3","","","",""
"Min 1x pro Woche","2009","46-65","4","","","",""
"Min 1x pro Woche","2009","46-65","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","2009","66","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","2009","66","2","","","",""
"Min 1x pro Woche","2009","66","3","","","",""
"Min 1x pro Woche","2009","66","4","","","",""
"Min 1x pro Woche","2009","66","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","2009","17-29","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","2009","17-29","2","","","",""
"Min 1x pro Monat","2009","17-29","3","","","",""
"Min 1x pro Monat","2009","17-29","4","","","",""
"Min 1x pro Monat","2009","17-29","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","2009","30-45","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","2009","30-45","2","","","",""
"Min 1x pro Monat","2009","30-45","3","","","",""
"Min 1x pro Monat","2009","30-45","4","","","",""
"Min 1x pro Monat","2009","30-45","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","2009","46-65","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","2009","46-65","2","","","",""
"Min 1x pro Monat","2009","46-65","3","","","",""
"Min 1x pro Monat","2009","46-65","4","","","",""
"Min 1x pro Monat","2009","46-65","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","2009","66","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","2009","66","2","","","",""
"Min 1x pro Monat","2009","66","3","","","",""
"Min 1x pro Monat","2009","66","4","","","",""
"Min 1x pro Monat","2009","66","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2009","17-29","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2009","17-29","2","","","",""
"Seltener","2009","17-29","3","","","",""
"Seltener","2009","17-29","4","","","",""
"Seltener","2009","17-29","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2009","30-45","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2009","30-45","2","","","",""
"Seltener","2009","30-45","3","","","",""
"Seltener","2009","30-45","4","","","",""
"Seltener","2009","30-45","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2009","46-65","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2009","46-65","2","","","",""
"Seltener","2009","46-65","3","","","",""
"Seltener","2009","46-65","4","","","",""
"Seltener","2009","46-65","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2009","66","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2009","66","2","","","",""
"Seltener","2009","66","3","","","",""
"Seltener","2009","66","4","","","",""
"Seltener","2009","66","5 Einkommensstärkstes Quintil","","","",""
"Nie","2009","17-29","1 Einkommensschwächstes Quintil","","","",""
"Nie","2009","17-29","2","","","",""
"Nie","2009","17-29","3","","","",""
"Nie","2009","17-29","4","","","",""
"Nie","2009","17-29","5 Einkommensstärkstes Quintil","","","",""
"Nie","2009","30-45","1 Einkommensschwächstes Quintil","","","",""
"Nie","2009","30-45","2","","","",""
"Nie","2009","30-45","3","","","",""
"Nie","2009","30-45","4","","","",""
"Nie","2009","30-45","5 Einkommensstärkstes Quintil","","","",""
"Nie","2009","46-65","1 Einkommensschwächstes Quintil","","","",""
"Nie","2009","46-65","2","","","",""
"Nie","2009","46-65","3","","","",""
"Nie","2009","46-65","4","","","",""
"Nie","2009","46-65","5 Einkommensstärkstes Quintil","","","",""
"Nie","2009","66","1 Einkommensschwächstes Quintil","","","",""
"Nie","2009","66","2","","","",""
"Nie","2009","66","3","","","",""
"Nie","2009","66","4","","","",""
"Nie","2009","66","5 Einkommensstärkstes Quintil","","","",""
"Täglich","2010","17-29","1 Einkommensschwächstes Quintil","","","",""
"Täglich","2010","17-29","2","","","",""
"Täglich","2010","17-29","3","","","",""
"Täglich","2010","17-29","4","","","",""
"Täglich","2010","17-29","5 Einkommensstärkstes Quintil","","","",""
"Täglich","2010","30-45","1 Einkommensschwächstes Quintil","","","",""
"Täglich","2010","30-45","2","","","",""
"Täglich","2010","30-45","3","","","",""
"Täglich","2010","30-45","4","","","",""
"Täglich","2010","30-45","5 Einkommensstärkstes Quintil","","","",""
"Täglich","2010","46-65","1 Einkommensschwächstes Quintil","","","",""
"Täglich","2010","46-65","2","","","",""
"Täglich","2010","46-65","3","","","",""
"Täglich","2010","46-65","4","","","",""
"Täglich","2010","46-65","5 Einkommensstärkstes Quintil","","","",""
"Täglich","2010","66","1 Einkommensschwächstes Quintil","","","",""
"Täglich","2010","66","2","","","",""
"Täglich","2010","66","3","","","",""
"Täglich","2010","66","4","","","",""
"Täglich","2010","66","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","2010","17-29","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","2010","17-29","2","","","",""
"Min 1x pro Woche","2010","17-29","3","","","",""
"Min 1x pro Woche","2010","17-29","4","","","",""
"Min 1x pro Woche","2010","17-29","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","2010","30-45","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","2010","30-45","2","","","",""
"Min 1x pro Woche","2010","30-45","3","","","",""
"Min 1x pro Woche","2010","30-45","4","","","",""
"Min 1x pro Woche","2010","30-45","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","2010","46-65","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","2010","46-65","2","","","",""
"Min 1x pro Woche","2010","46-65","3","","","",""
"Min 1x pro Woche","2010","46-65","4","","","",""
"Min 1x pro Woche","2010","46-65","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","2010","66","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","2010","66","2","","","",""
"Min 1x pro Woche","2010","66","3","","","",""
"Min 1x pro Woche","2010","66","4","","","",""
"Min 1x pro Woche","2010","66","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","2010","17-29","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","2010","17-29","2","","","",""
"Min 1x pro Monat","2010","17-29","3","","","",""
"Min 1x pro Monat","2010","17-29","4","","","",""
"Min 1x pro Monat","2010","17-29","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","2010","30-45","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","2010","30-45","2","","","",""
"Min 1x pro Monat","2010","30-45","3","","","",""
"Min 1x pro Monat","2010","30-45","4","","","",""
"Min 1x pro Monat","2010","30-45","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","2010","46-65","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","2010","46-65","2","","","",""
"Min 1x pro Monat","2010","46-65","3","","","",""
"Min 1x pro Monat","2010","46-65","4","","","",""
"Min 1x pro Monat","2010","46-65","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","2010","66","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","2010","66","2","","","",""
"Min 1x pro Monat","2010","66","3","","","",""
"Min 1x pro Monat","2010","66","4","","","",""
"Min 1x pro Monat","2010","66","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2010","17-29","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2010","17-29","2","","","",""
"Seltener","2010","17-29","3","","","",""
"Seltener","2010","17-29","4","","","",""
"Seltener","2010","17-29","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2010","30-45","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2010","30-45","2","","","",""
"Seltener","2010","30-45","3","","","",""
"Seltener","2010","30-45","4","","","",""
"Seltener","2010","30-45","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2010","46-65","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2010","46-65","2","","","",""
"Seltener","2010","46-65","3","","","",""
"Seltener","2010","46-65","4","","","",""
"Seltener","2010","46-65","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2010","66","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2010","66","2","","","",""
"Seltener","2010","66","3","","","",""
"Seltener","2010","66","4","","","",""
"Seltener","2010","66","5 Einkommensstärkstes Quintil","","","",""
"Nie","2010","17-29","1 Einkommensschwächstes Quintil","","","",""
"Nie","2010","17-29","2","","","",""
"Nie","2010","17-29","3","","","",""
"Nie","2010","17-29","4","","","",""
"Nie","2010","17-29","5 Einkommensstärkstes Quintil","","","",""
"Nie","2010","30-45","1 Einkommensschwächstes Quintil","","","",""
"Nie","2010","30-45","2","","","",""
"Nie","2010","30-45","3","","","",""
"Nie","2010","30-45","4","","","",""
"Nie","2010","30-45","5 Einkommensstärkstes Quintil","","","",""
"Nie","2010","46-65","1 Einkommensschwächstes Quintil","","","",""
"Nie","2010","46-65","2","","","",""
"Nie","2010","46-65","3","","","",""
"Nie","2010","46-65","4","","","",""
"Nie","2010","46-65","5 Einkommensstärkstes Quintil","","","",""
"Nie","2010","66","1 Einkommensschwächstes Quintil","","","",""
"Nie","2010","66","2","","","",""
"Nie","2010","66","3","","","",""
"Nie","2010","66","4","","","",""
"Nie","2010","66","5 Einkommensstärkstes Quintil","","","",""
"Täglich","2011","17-29","1 Einkommensschwächstes Quintil","","","",""
"Täglich","2011","17-29","2","","","",""
"Täglich","2011","17-29","3","","","",""
"Täglich","2011","17-29","4","","","",""
"Täglich","2011","17-29","5 Einkommensstärkstes Quintil","","","",""
"Täglich","2011","30-45","1 Einkommensschwächstes Quintil","","","",""
"Täglich","2011","30-45","2","","","",""
"Täglich","2011","30-45","3","","","",""
"Täglich","2011","30-45","4","","","",""
"Täglich","2011","30-45","5 Einkommensstärkstes Quintil","","","",""
"Täglich","2011","46-65","1 Einkommensschwächstes Quintil","","","",""
"Täglich","2011","46-65","2","","","",""
"Täglich","2011","46-65","3","","","",""
"Täglich","2011","46-65","4","","","",""
"Täglich","2011","46-65","5 Einkommensstärkstes Quintil","","","",""
"Täglich","2011","66","1 Einkommensschwächstes Quintil","","","",""
"Täglich","2011","66","2","","","",""
"Täglich","2011","66","3","","","",""
"Täglich","2011","66","4","","","",""
"Täglich","2011","66","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","2011","17-29","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","2011","17-29","2","","","",""
"Min 1x pro Woche","2011","17-29","3","","","",""
"Min 1x pro Woche","2011","17-29","4","","","",""
"Min 1x pro Woche","2011","17-29","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","2011","30-45","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","2011","30-45","2","","","",""
"Min 1x pro Woche","2011","30-45","3","","","",""
"Min 1x pro Woche","2011","30-45","4","","","",""
"Min 1x pro Woche","2011","30-45","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","2011","46-65","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","2011","46-65","2","","","",""
"Min 1x pro Woche","2011","46-65","3","","","",""
"Min 1x pro Woche","2011","46-65","4","","","",""
"Min 1x pro Woche","2011","46-65","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","2011","66","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","2011","66","2","","","",""
"Min 1x pro Woche","2011","66","3","","","",""
"Min 1x pro Woche","2011","66","4","","","",""
"Min 1x pro Woche","2011","66","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","2011","17-29","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","2011","17-29","2","","","",""
"Min 1x pro Monat","2011","17-29","3","","","",""
"Min 1x pro Monat","2011","17-29","4","","","",""
"Min 1x pro Monat","2011","17-29","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","2011","30-45","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","2011","30-45","2","","","",""
"Min 1x pro Monat","2011","30-45","3","","","",""
"Min 1x pro Monat","2011","30-45","4","","","",""
"Min 1x pro Monat","2011","30-45","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","2011","46-65","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","2011","46-65","2","","","",""
"Min 1x pro Monat","2011","46-65","3","","","",""
"Min 1x pro Monat","2011","46-65","4","","","",""
"Min 1x pro Monat","2011","46-65","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","2011","66","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","2011","66","2","","","",""
"Min 1x pro Monat","2011","66","3","","","",""
"Min 1x pro Monat","2011","66","4","","","",""
"Min 1x pro Monat","2011","66","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2011","17-29","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2011","17-29","2","","","",""
"Seltener","2011","17-29","3","","","",""
"Seltener","2011","17-29","4","","","",""
"Seltener","2011","17-29","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2011","30-45","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2011","30-45","2","","","",""
"Seltener","2011","30-45","3","","","",""
"Seltener","2011","30-45","4","","","",""
"Seltener","2011","30-45","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2011","46-65","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2011","46-65","2","","","",""
"Seltener","2011","46-65","3","","","",""
"Seltener","2011","46-65","4","","","",""
"Seltener","2011","46-65","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2011","66","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2011","66","2","","","",""
"Seltener","2011","66","3","","","",""
"Seltener","2011","66","4","","","",""
"Seltener","2011","66","5 Einkommensstärkstes Quintil","","","",""
"Nie","2011","17-29","1 Einkommensschwächstes Quintil","","","",""
"Nie","2011","17-29","2","","","",""
"Nie","2011","17-29","3","","","",""
"Nie","2011","17-29","4","","","",""
"Nie","2011","17-29","5 Einkommensstärkstes Quintil","","","",""
"Nie","2011","30-45","1 Einkommensschwächstes Quintil","","","",""
"Nie","2011","30-45","2","","","",""
"Nie","2011","30-45","3","","","",""
"Nie","2011","30-45","4","","","",""
"Nie","2011","30-45","5 Einkommensstärkstes Quintil","","","",""
"Nie","2011","46-65","1 Einkommensschwächstes Quintil","","","",""
"Nie","2011","46-65","2","","","",""
"Nie","2011","46-65","3","","","",""
"Nie","2011","46-65","4","","","",""
"Nie","2011","46-65","5 Einkommensstärkstes Quintil","","","",""
"Nie","2011","66","1 Einkommensschwächstes Quintil","","","",""
"Nie","2011","66","2","","","",""
"Nie","2011","66","3","","","",""
"Nie","2011","66","4","","","",""
"Nie","2011","66","5 Einkommensstärkstes Quintil","","","",""
"Täglich","2012","17-29","1 Einkommensschwächstes Quintil","","","",""
"Täglich","2012","17-29","2","","","",""
"Täglich","2012","17-29","3","","","",""
"Täglich","2012","17-29","4","","","",""
"Täglich","2012","17-29","5 Einkommensstärkstes Quintil","","","",""
"Täglich","2012","30-45","1 Einkommensschwächstes Quintil","","","",""
"Täglich","2012","30-45","2","","","",""
"Täglich","2012","30-45","3","","","",""
"Täglich","2012","30-45","4","","","",""
"Täglich","2012","30-45","5 Einkommensstärkstes Quintil","","","",""
"Täglich","2012","46-65","1 Einkommensschwächstes Quintil","","","",""
"Täglich","2012","46-65","2","","","",""
"Täglich","2012","46-65","3","","","",""
"Täglich","2012","46-65","4","","","",""
"Täglich","2012","46-65","5 Einkommensstärkstes Quintil","","","",""
"Täglich","2012","66","1 Einkommensschwächstes Quintil","","","",""
"Täglich","2012","66","2","","","",""
"Täglich","2012","66","3","","","",""
"Täglich","2012","66","4","","","",""
"Täglich","2012","66","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","2012","17-29","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","2012","17-29","2","","","",""
"Min 1x pro Woche","2012","17-29","3","","","",""
"Min 1x pro Woche","2012","17-29","4","","","",""
"Min 1x pro Woche","2012","17-29","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","2012","30-45","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","2012","30-45","2","","","",""
"Min 1x pro Woche","2012","30-45","3","","","",""
"Min 1x pro Woche","2012","30-45","4","","","",""
"Min 1x pro Woche","2012","30-45","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","2012","46-65","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","2012","46-65","2","","","",""
"Min 1x pro Woche","2012","46-65","3","","","",""
"Min 1x pro Woche","2012","46-65","4","","","",""
"Min 1x pro Woche","2012","46-65","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","2012","66","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","2012","66","2","","","",""
"Min 1x pro Woche","2012","66","3","","","",""
"Min 1x pro Woche","2012","66","4","","","",""
"Min 1x pro Woche","2012","66","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","2012","17-29","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","2012","17-29","2","","","",""
"Min 1x pro Monat","2012","17-29","3","","","",""
"Min 1x pro Monat","2012","17-29","4","","","",""
"Min 1x pro Monat","2012","17-29","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","2012","30-45","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","2012","30-45","2","","","",""
"Min 1x pro Monat","2012","30-45","3","","","",""
"Min 1x pro Monat","2012","30-45","4","","","",""
"Min 1x pro Monat","2012","30-45","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","2012","46-65","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","2012","46-65","2","","","",""
"Min 1x pro Monat","2012","46-65","3","","","",""
"Min 1x pro Monat","2012","46-65","4","","","",""
"Min 1x pro Monat","2012","46-65","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","2012","66","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","2012","66","2","","","",""
"Min 1x pro Monat","2012","66","3","","","",""
"Min 1x pro Monat","2012","66","4","","","",""
"Min 1x pro Monat","2012","66","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2012","17-29","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2012","17-29","2","","","",""
"Seltener","2012","17-29","3","","","",""
"Seltener","2012","17-29","4","","","",""
"Seltener","2012","17-29","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2012","30-45","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2012","30-45","2","","","",""
"Seltener","2012","30-45","3","","","",""
"Seltener","2012","30-45","4","","","",""
"Seltener","2012","30-45","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2012","46-65","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2012","46-65","2","","","",""
"Seltener","2012","46-65","3","","","",""
"Seltener","2012","46-65","4","","","",""
"Seltener","2012","46-65","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2012","66","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2012","66","2","","","",""
"Seltener","2012","66","3","","","",""
"Seltener","2012","66","4","","","",""
"Seltener","2012","66","5 Einkommensstärkstes Quintil","","","",""
"Nie","2012","17-29","1 Einkommensschwächstes Quintil","","","",""
"Nie","2012","17-29","2","","","",""
"Nie","2012","17-29","3","","","",""
"Nie","2012","17-29","4","","","",""
"Nie","2012","17-29","5 Einkommensstärkstes Quintil","","","",""
"Nie","2012","30-45","1 Einkommensschwächstes Quintil","","","",""
"Nie","2012","30-45","2","","","",""
"Nie","2012","30-45","3","","","",""
"Nie","2012","30-45","4","","","",""
"Nie","2012","30-45","5 Einkommensstärkstes Quintil","","","",""
"Nie","2012","46-65","1 Einkommensschwächstes Quintil","","","",""
"Nie","2012","46-65","2","","","",""
"Nie","2012","46-65","3","","","",""
"Nie","2012","46-65","4","","","",""
"Nie","2012","46-65","5 Einkommensstärkstes Quintil","","","",""
"Nie","2012","66","1 Einkommensschwächstes Quintil","","","",""
"Nie","2012","66","2","","","",""
"Nie","2012","66","3","","","",""
"Nie","2012","66","4","","","",""
"Nie","2012","66","5 Einkommensstärkstes Quintil","","","",""
"Täglich","2013","17-29","1 Einkommensschwächstes Quintil","148","0.139457694357668","0.116685516673131","0.162229872042204"
"Täglich","2013","17-29","2","99","0.105684287237304","0.0840676455625537","0.127300928912054"
"Täglich","2013","17-29","3","82","0.146860227306024","0.119814582711824","0.173905871900223"
"Täglich","2013","17-29","4","76","0.122363886130303","0.0976237539162137","0.147104018344392"
"Täglich","2013","17-29","5 Einkommensstärkstes Quintil","57","0.0922617371524699","0.0682715673515671","0.116251906953373"
"Täglich","2013","30-45","1 Einkommensschwächstes Quintil","83","0.073489703919848","0.0582620879742809","0.0887173198654151"
"Täglich","2013","30-45","2","75","0.0392317656880488","0.0299063281555847","0.048557203220513"
"Täglich","2013","30-45","3","49","0.0216809036063305","0.014371328651011","0.02899047856165"
"Täglich","2013","30-45","4","40","0.0152898187264219","0.00962133086639189","0.0209583065864519"
"Täglich","2013","30-45","5 Einkommensstärkstes Quintil","45","0.0203222847421059","0.0139167850051001","0.0267277844791118"
"Täglich","2013","46-65","1 Einkommensschwächstes Quintil","54","0.038299916770777","0.0277447530879276","0.0488550804536265"
"Täglich","2013","46-65","2","34","0.0210887505335644","0.0137785679391289","0.028398933128"
"Täglich","2013","46-65","3","38","0.0339963463132903","0.0245971765401591","0.0433955160864215"
"Täglich","2013","46-65","4","39","0.0166804430697118","0.0112002421829896","0.0221606439564339"
"Täglich","2013","46-65","5 Einkommensstärkstes Quintil","29","","",""
"Täglich","2013","66","1 Einkommensschwächstes Quintil","","","",""
