year,migback,pgisced97,e11103,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2008,Indirect migration background,Upper Secondary Level,Part Time,0.31954,103,320,0.26837,0.37071
2008,Indirect migration background,Upper Secondary Level,Not Working,0.19459,59,320,0.15114,0.23803
2008,Indirect migration background,Second Stage of Tertiary Education,Full Time,0.76006,59,59,0.65016,0.86997
2009,No migration background,Pre-primary Level,Part Time,0.14137,52,401,0.10722,0.17551
2009,No migration background,Pre-primary Level,Not Working,0.85863,349,401,0.82449,0.89278
2009,No migration background,Primary Level,Not Working,0.41818,31,31,0.24167,0.59469
2009,No migration background,Lower Secondary Level,Full Time,0.19080,261,1317,0.16958,0.21203
2009,No migration background,Lower Secondary Level,Part Time,0.18100,233,1317,0.16020,0.20180
2009,No migration background,Lower Secondary Level,Not Working,0.62819,823,1317,0.60208,0.65431
2009,No migration background,Upper Secondary Level,Full Time,0.37305,2994,8161,0.36256,0.38355
2009,No migration background,Upper Secondary Level,Part Time,0.22894,1918,8161,0.21982,0.23805
2009,No migration background,Upper Secondary Level,Not Working,0.39801,3249,8161,0.38739,0.40863
2009,No migration background,Post-secondary Non-tertiary Level,Full Time,0.50463,392,790,0.46974,0.53952
2009,No migration background,Post-secondary Non-tertiary Level,Part Time,0.24695,217,790,0.21685,0.27704
2009,No migration background,Post-secondary Non-tertiary Level,Not Working,0.24842,181,790,0.21827,0.27858
2009,No migration background,First Stage of Tertiary Education,Full Time,0.47360,564,1206,0.44541,0.50179
2009,No migration background,First Stage of Tertiary Education,Part Time,0.20284,265,1206,0.18013,0.22554
2009,No migration background,First Stage of Tertiary Education,Not Working,0.32356,377,1206,0.29715,0.34998
2009,No migration background,Second Stage of Tertiary Education,Full Time,0.52507,1867,3656,0.50888,0.54126
2009,No migration background,Second Stage of Tertiary Education,Part Time,0.21081,783,3656,0.19758,0.22403
2009,No migration background,Second Stage of Tertiary Education,Not Working,0.26412,1006,3656,0.24983,0.27842
2009,Direct migration background,Primary Level,Not Working,0.65694,60,60,0.53581,0.77808
2009,Direct migration background,Lower Secondary Level,Full Time,0.21248,74,362,0.17028,0.25468
2009,Direct migration background,Lower Secondary Level,Part Time,0.22099,84,362,0.17818,0.26379
2009,Direct migration background,Lower Secondary Level,Not Working,0.56653,204,362,0.51541,0.61765
2009,Direct migration background,Upper Secondary Level,Full Time,0.37526,220,615,0.33696,0.41356
2009,Direct migration background,Upper Secondary Level,Part Time,0.31461,180,615,0.27788,0.35134
2009,Direct migration background,Upper Secondary Level,Not Working,0.31013,215,615,0.27354,0.34671
2009,Direct migration background,Post-secondary Non-tertiary Level,Full Time,0.36248,66,168,0.28957,0.43539
2009,Direct migration background,Post-secondary Non-tertiary Level,Part Time,0.34868,52,168,0.27641,0.42096
2009,Direct migration background,Post-secondary Non-tertiary Level,Not Working,0.28884,50,168,0.22010,0.35758
2009,Direct migration background,First Stage of Tertiary Education,Part Time,0.29848,32,70,0.19051,0.40645
2009,Direct migration background,First Stage of Tertiary Education,Not Working,0.36630,38,70,0.25262,0.47998
2009,Direct migration background,Second Stage of Tertiary Education,Full Time,0.38870,126,292,0.33270,0.44471
2009,Direct migration background,Second Stage of Tertiary Education,Part Time,0.30754,81,292,0.25452,0.36057
2009,Direct migration background,Second Stage of Tertiary Education,Not Working,0.30375,85,292,0.25091,0.35659
2009,Indirect migration background,Pre-primary Level,Not Working,0.90694,77,77,0.84162,0.97226
2009,Indirect migration background,Lower Secondary Level,Full Time,0.33168,54,151,0.25634,0.40703
2009,Indirect migration background,Lower Secondary Level,Part Time,0.32401,46,151,0.24911,0.39890
2009,Indirect migration background,Lower Secondary Level,Not Working,0.34431,51,151,0.26827,0.42035
2009,Indirect migration background,Upper Secondary Level,Full Time,0.50044,138,288,0.44260,0.55829
2009,Indirect migration background,Upper Secondary Level,Part Time,0.31351,93,288,0.25983,0.36718
2009,Indirect migration background,Upper Secondary Level,Not Working,0.18605,57,288,0.14103,0.23107
2009,Indirect migration background,Second Stage of Tertiary Education,Full Time,0.66156,57,57,0.53763,0.78549
2010,No migration background,Pre-primary Level,Part Time,0.12264,54,524,0.09453,0.15075
2010,No migration background,Pre-primary Level,Not Working,0.87564,470,524,0.84736,0.90392
2010,No migration background,Primary Level,Not Working,0.58008,91,91,0.47811,0.68205
2010,No migration background,Lower Secondary Level,Full Time,0.21895,335,1669,0.19911,0.23880
2010,No migration background,Lower Secondary Level,Part Time,0.17307,359,1669,0.15492,0.19123
2010,No migration background,Lower Secondary Level,Not Working,0.60797,975,1669,0.58454,0.63140
2010,No migration background,Upper Secondary Level,Full Time,0.37624,3737,10204,0.36684,0.38564
2010,No migration background,Upper Secondary Level,Part Time,0.22722,2802,10204,0.21909,0.23535
2010,No migration background,Upper Secondary Level,Not Working,0.39654,3665,10204,0.38705,0.40604
2010,No migration background,Post-secondary Non-tertiary Level,Full Time,0.51174,556,1300,0.48455,0.53892
2010,No migration background,Post-secondary Non-tertiary Level,Part Time,0.25510,446,1300,0.23139,0.27881
2010,No migration background,Post-secondary Non-tertiary Level,Not Working,0.23316,298,1300,0.21017,0.25616
2010,No migration background,First Stage of Tertiary Education,Full Time,0.49490,721,1442,0.46908,0.52071
2010,No migration background,First Stage of Tertiary Education,Part Time,0.18290,324,1442,0.16294,0.20287
2010,No migration background,First Stage of Tertiary Education,Not Working,0.32220,397,1442,0.29807,0.34633
2010,No migration background,Second Stage of Tertiary Education,Full Time,0.52559,2402,4666,0.51126,0.53992
2010,No migration background,Second Stage of Tertiary Education,Part Time,0.20431,1135,4666,0.19274,0.21588
2010,No migration background,Second Stage of Tertiary Education,Not Working,0.27010,1129,4666,0.25735,0.28284
2010,Direct migration background,Pre-primary Level,Not Working,0.93456,35,35,0.85143,1.01769
2010,Direct migration background,Primary Level,Full Time,0.17341,33,178,0.11764,0.22919
2010,Direct migration background,Primary Level,Part Time,0.12261,31,178,0.07429,0.17093
2010,Direct migration background,Primary Level,Not Working,0.70398,114,178,0.63672,0.77123
2010,Direct migration background,Lower Secondary Level,Full Time,0.19691,153,637,0.16601,0.22782
2010,Direct migration background,Lower Secondary Level,Part Time,0.26356,149,637,0.22932,0.29780
2010,Direct migration background,Lower Secondary Level,Not Working,0.53952,335,637,0.50079,0.57826
2010,Direct migration background,Upper Secondary Level,Full Time,0.34734,382,1088,0.31904,0.37565
2010,Direct migration background,Upper Secondary Level,Part Time,0.30736,300,1088,0.27993,0.33479
2010,Direct migration background,Upper Secondary Level,Not Working,0.34530,406,1088,0.31703,0.37357
2010,Direct migration background,Post-secondary Non-tertiary Level,Full Time,0.41324,116,334,0.36036,0.46613
2010,Direct migration background,Post-secondary Non-tertiary Level,Part Time,0.28217,106,334,0.23383,0.33051
2010,Direct migration background,Post-secondary Non-tertiary Level,Not Working,0.30459,112,334,0.25515,0.35402
2010,Direct migration background,First Stage of Tertiary Education,Full Time,0.34687,49,120,0.26135,0.43238
2010,Direct migration background,First Stage of Tertiary Education,Part Time,0.31646,32,120,0.23289,0.40002
2010,Direct migration background,First Stage of Tertiary Education,Not Working,0.33668,39,120,0.25177,0.42159
2010,Direct migration background,Second Stage of Tertiary Education,Full Time,0.37851,224,560,0.33830,0.41872
2010,Direct migration background,Second Stage of Tertiary Education,Part Time,0.32499,172,560,0.28616,0.36382
2010,Direct migration background,Second Stage of Tertiary Education,Not Working,0.29650,164,560,0.25864,0.33436
2010,Indirect migration background,Pre-primary Level,Not Working,0.82631,128,128,0.76042,0.89220
2010,Indirect migration background,Lower Secondary Level,Full Time,0.37284,62,204,0.30631,0.43936
2010,Indirect migration background,Lower Secondary Level,Part Time,0.25981,53,204,0.19948,0.32013
2010,Indirect migration background,Lower Secondary Level,Not Working,0.36736,89,204,0.30104,0.43368
2010,Indirect migration background,Upper Secondary Level,Full Time,0.48298,198,460,0.43727,0.52870
2010,Indirect migration background,Upper Secondary Level,Part Time,0.34306,143,460,0.29963,0.38649
2010,Indirect migration background,Upper Secondary Level,Not Working,0.17396,119,460,0.13928,0.20864
2010,Indirect migration background,Post-secondary Non-tertiary Level,Full Time,0.53337,34,34,0.36316,0.70359
2010,Indirect migration background,Second Stage of Tertiary Education,Full Time,0.66684,89,126,0.58421,0.74947
2010,Indirect migration background,Second Stage of Tertiary Education,Part Time,0.23307,37,126,0.15895,0.30719
2011,No migration background,Pre-primary Level,Part Time,0.11707,71,674,0.09278,0.14136
2011,No migration background,Pre-primary Level,Not Working,0.86531,603,674,0.83951,0.89110
2011,No migration background,Primary Level,Full Time,0.22671,35,200,0.16853,0.28488
2011,No migration background,Primary Level,Part Time,0.18275,47,200,0.12905,0.23645
2011,No migration background,Primary Level,Not Working,0.59054,118,200,0.52222,0.65887
2011,No migration background,Lower Secondary Level,Full Time,0.21496,438,2161,0.19764,0.23228
2011,No migration background,Lower Secondary Level,Part Time,0.18636,466,2161,0.16993,0.20278
2011,No migration background,Lower Secondary Level,Not Working,0.59868,1257,2161,0.57801,0.61936
2011,No migration background,Upper Secondary Level,Full Time,0.37333,4249,12154,0.36473,0.38193
2011,No migration background,Upper Secondary Level,Part Time,0.22695,3391,12154,0.21951,0.23440
2011,No migration background,Upper Secondary Level,Not Working,0.39971,4514,12154,0.39101,0.40842
2011,No migration background,Post-secondary Non-tertiary Level,Full Time,0.52819,642,1546,0.50329,0.55308
2011,No migration background,Post-secondary Non-tertiary Level,Part Time,0.26248,574,1546,0.24054,0.28442
2011,No migration background,Post-secondary Non-tertiary Level,Not Working,0.20933,330,1546,0.18904,0.22962
2011,No migration background,First Stage of Tertiary Education,Full Time,0.49730,820,1667,0.47329,0.52131
2011,No migration background,First Stage of Tertiary Education,Part Time,0.18800,383,1667,0.16924,0.20676
2011,No migration background,First Stage of Tertiary Education,Not Working,0.31470,464,1667,0.29240,0.33700
2011,No migration background,Second Stage of Tertiary Education,Full Time,0.53136,2746,5394,0.51804,0.54468
2011,No migration background,Second Stage of Tertiary Education,Part Time,0.20162,1297,5394,0.19091,0.21233
2011,No migration background,Second Stage of Tertiary Education,Not Working,0.26702,1351,5394,0.25522,0.27883
2011,Direct migration background,Pre-primary Level,Not Working,0.90594,37,37,0.81058,1.00130
2011,Direct migration background,Primary Level,Full Time,0.15701,35,181,0.10386,0.21016
2011,Direct migration background,Primary Level,Part Time,0.18889,36,181,0.13171,0.24607
2011,Direct migration background,Primary Level,Not Working,0.65410,110,181,0.58461,0.72359
2011,Direct migration background,Lower Secondary Level,Full Time,0.24225,169,671,0.20980,0.27469
2011,Direct migration background,Lower Secondary Level,Part Time,0.22099,152,671,0.18957,0.25240
2011,Direct migration background,Lower Secondary Level,Not Working,0.53677,350,671,0.49901,0.57452
2011,Direct migration background,Upper Secondary Level,Full Time,0.36130,426,1235,0.33450,0.38810
2011,Direct migration background,Upper Secondary Level,Part Time,0.31415,361,1235,0.28825,0.34005
2011,Direct migration background,Upper Secondary Level,Not Working,0.32455,448,1235,0.29842,0.35067
2011,Direct migration background,Post-secondary Non-tertiary Level,Full Time,0.45234,129,370,0.40155,0.50312
2011,Direct migration background,Post-secondary Non-tertiary Level,Part Time,0.27890,121,370,0.23315,0.32466
2011,Direct migration background,Post-secondary Non-tertiary Level,Not Working,0.26876,120,370,0.22352,0.31399
2011,Direct migration background,First Stage of Tertiary Education,Full Time,0.37889,53,128,0.29452,0.46326
2011,Direct migration background,First Stage of Tertiary Education,Part Time,0.28754,32,128,0.20882,0.36626
2011,Direct migration background,First Stage of Tertiary Education,Not Working,0.33357,43,128,0.25157,0.41557
2011,Direct migration background,Second Stage of Tertiary Education,Full Time,0.38674,247,643,0.34907,0.42442
2011,Direct migration background,Second Stage of Tertiary Education,Part Time,0.31331,196,643,0.27743,0.34919
2011,Direct migration background,Second Stage of Tertiary Education,Not Working,0.29995,200,643,0.26450,0.33540
2011,Indirect migration background,Pre-primary Level,Not Working,0.87824,159,159,0.82725,0.92923
2011,Indirect migration background,Lower Secondary Level,Full Time,0.37210,59,220,0.30808,0.43611
2011,Indirect migration background,Lower Secondary Level,Part Time,0.20169,63,220,0.14854,0.25483
2011,Indirect migration background,Lower Secondary Level,Not Working,0.42622,98,220,0.36072,0.49172
2011,Indirect migration background,Upper Secondary Level,Full Time,0.45200,196,514,0.40893,0.49507
2011,Indirect migration background,Upper Secondary Level,Part Time,0.34567,184,514,0.30452,0.38683
2011,Indirect migration background,Upper Secondary Level,Not Working,0.20232,134,514,0.16756,0.23709
2011,Indirect migration background,Post-secondary Non-tertiary Level,Part Time,0.36295,39,39,0.21006,0.51583
2011,Indirect migration background,First Stage of Tertiary Education,Full Time,0.59528,31,31,0.41964,0.77093
2011,Indirect migration background,Second Stage of Tertiary Education,Full Time,0.66232,102,155,0.58763,0.73701
2011,Indirect migration background,Second Stage of Tertiary Education,Part Time,0.28016,53,155,0.20923,0.35109
2012,No migration background,Pre-primary Level,Part Time,0.14280,79,695,0.11677,0.16883
2012,No migration background,Pre-primary Level,Not Working,0.85720,616,695,0.83117,0.88323
2012,No migration background,Primary Level,Full Time,0.23129,40,204,0.17328,0.28929
2012,No migration background,Primary Level,Part Time,0.24784,52,204,0.18844,0.30723
2012,No migration background,Primary Level,Not Working,0.52088,112,204,0.45215,0.58960
2012,No migration background,Lower Secondary Level,Full Time,0.21449,421,2121,0.19701,0.23196
2012,No migration background,Lower Secondary Level,Part Time,0.18569,458,2121,0.16913,0.20224
2012,No migration background,Lower Secondary Level,Not Working,0.59983,1242,2121,0.57897,0.62068
2012,No migration background,Upper Secondary Level,Full Time,0.36793,4148,11871,0.35926,0.37661
2012,No migration background,Upper Secondary Level,Part Time,0.22829,3295,11871,0.22074,0.23584
2012,No migration background,Upper Secondary Level,Not Working,0.40378,4428,11871,0.39496,0.41261
2012,No migration background,Post-secondary Non-tertiary Level,Full Time,0.51267,658,1502,0.48738,0.53796
2012,No migration background,Post-secondary Non-tertiary Level,Part Time,0.27005,553,1502,0.24759,0.29251
2012,No migration background,Post-secondary Non-tertiary Level,Not Working,0.21728,291,1502,0.19641,0.23814
2012,No migration background,First Stage of Tertiary Education,Full Time,0.54507,840,1633,0.52091,0.56923
2012,No migration background,First Stage of Tertiary Education,Part Time,0.14612,317,1633,0.12898,0.16326
2012,No migration background,First Stage of Tertiary Education,Not Working,0.30881,476,1633,0.28640,0.33123
2012,No migration background,Second Stage of Tertiary Education,Full Time,0.51347,2651,5330,0.50005,0.52689
2012,No migration background,Second Stage of Tertiary Education,Part Time,0.21600,1326,5330,0.20495,0.22705
2012,No migration background,Second Stage of Tertiary Education,Not Working,0.27052,1353,5330,0.25860,0.28245
2012,Direct migration background,Pre-primary Level,Not Working,0.97549,35,35,0.92352,1.02747
2012,Direct migration background,Primary Level,Full Time,0.20767,32,123,0.13569,0.27966
2012,Direct migration background,Primary Level,Not Working,0.67221,91,123,0.58891,0.75550
2012,Direct migration background,Lower Secondary Level,Full Time,0.28601,191,647,0.25116,0.32086
2012,Direct migration background,Lower Secondary Level,Part Time,0.23447,157,647,0.20180,0.26714
2012,Direct migration background,Lower Secondary Level,Not Working,0.47952,299,647,0.44100,0.51805
2012,Direct migration background,Upper Secondary Level,Full Time,0.38895,448,1187,0.36120,0.41669
2012,Direct migration background,Upper Secondary Level,Part Time,0.28559,325,1187,0.25988,0.31129
2012,Direct migration background,Upper Secondary Level,Not Working,0.32547,414,1187,0.29880,0.35214
2012,Direct migration background,Post-secondary Non-tertiary Level,Full Time,0.41718,135,375,0.36721,0.46716
2012,Direct migration background,Post-secondary Non-tertiary Level,Part Time,0.32948,125,375,0.28185,0.37712
2012,Direct migration background,Post-secondary Non-tertiary Level,Not Working,0.25333,115,375,0.20925,0.29741
2012,Direct migration background,First Stage of Tertiary Education,Full Time,0.41158,53,94,0.31156,0.51160
2012,Direct migration background,First Stage of Tertiary Education,Not Working,0.41921,41,94,0.31893,0.51950
2012,Direct migration background,Second Stage of Tertiary Education,Full Time,0.38913,253,647,0.35153,0.42672
2012,Direct migration background,Second Stage of Tertiary Education,Part Time,0.30761,203,647,0.27202,0.34320
2012,Direct migration background,Second Stage of Tertiary Education,Not Working,0.30326,191,647,0.26782,0.33871
2012,Indirect migration background,Pre-primary Level,Not Working,0.88058,156,156,0.82952,0.93163
2012,Indirect migration background,Lower Secondary Level,Full Time,0.30240,59,222,0.24185,0.36296
2012,Indirect migration background,Lower Secondary Level,Part Time,0.33508,81,222,0.27285,0.39732
2012,Indirect migration background,Lower Secondary Level,Not Working,0.36251,82,222,0.29913,0.42590
2012,Indirect migration background,Upper Secondary Level,Full Time,0.45835,210,492,0.41428,0.50242
2012,Indirect migration background,Upper Secondary Level,Part Time,0.32688,166,492,0.28539,0.36837
2012,Indirect migration background,Upper Secondary Level,Not Working,0.21477,116,492,0.17845,0.25110
2012,Indirect migration background,Post-secondary Non-tertiary Level,Full Time,0.46416,32,76,0.35129,0.57703
2012,Indirect migration background,Post-secondary Non-tertiary Level,Part Time,0.41607,44,76,0.30452,0.52763
2012,Indirect migration background,First Stage of Tertiary Education,Full Time,0.63964,35,35,0.47826,0.80102
2012,Indirect migration background,Second Stage of Tertiary Education,Full Time,0.70822,108,149,0.63498,0.78146
2012,Indirect migration background,Second Stage of Tertiary Education,Part Time,0.19309,41,149,0.12950,0.25669
2013,No migration background,Pre-primary Level,Part Time,0.14538,75,696,0.11918,0.17159
2013,No migration background,Pre-primary Level,Not Working,0.84992,621,696,0.82336,0.87647
2013,No migration background,Primary Level,Full Time,0.22821,37,187,0.16790,0.28853
2013,No migration background,Primary Level,Part Time,0.18595,42,187,0.13004,0.24187
2013,No migration background,Primary Level,Not Working,0.58584,108,187,0.51505,0.65663
2013,No migration background,Lower Secondary Level,Full Time,0.20012,376,1977,0.18248,0.21776
2013,No migration background,Lower Secondary Level,Part Time,0.18533,452,1977,0.16820,0.20246
2013,No migration background,Lower Secondary Level,Not Working,0.61455,1149,1977,0.59309,0.63601
2013,No migration background,Upper Secondary Level,Full Time,0.35600,3853,11118,0.34710,0.36490
2013,No migration background,Upper Secondary Level,Part Time,0.23325,3133,11118,0.22539,0.24111
2013,No migration background,Upper Secondary Level,Not Working,0.41075,4132,11118,0.40161,0.41990
2013,No migration background,Post-secondary Non-tertiary Level,Full Time,0.51143,624,1428,0.48549,0.53736
2013,No migration background,Post-secondary Non-tertiary Level,Part Time,0.27000,515,1428,0.24696,0.29303
2013,No migration background,Post-secondary Non-tertiary Level,Not Working,0.21857,289,1428,0.19713,0.24002
2013,No migration background,First Stage of Tertiary Education,Full Time,0.51229,762,1535,0.48727,0.53730
2013,No migration background,First Stage of Tertiary Education,Part Time,0.16646,325,1535,0.14782,0.18510
2013,No migration background,First Stage of Tertiary Education,Not Working,0.32125,448,1535,0.29788,0.34462
2013,No migration background,Second Stage of Tertiary Education,Full Time,0.50604,2503,5180,0.49242,0.51965
2013,No migration background,Second Stage of Tertiary Education,Part Time,0.20561,1292,5180,0.19460,0.21661
2013,No migration background,Second Stage of Tertiary Education,Not Working,0.28836,1385,5180,0.27602,0.30070
2013,Direct migration background,Pre-primary Level,Not Working,0.99109,124,124,0.97448,1.00770
2013,Direct migration background,Primary Level,Not Working,0.82693,330,330,0.78605,0.86781
2013,Direct migration background,Lower Secondary Level,Full Time,0.13285,159,1366,0.11484,0.15085
2013,Direct migration background,Lower Secondary Level,Part Time,0.13429,142,1366,0.11621,0.15238
2013,Direct migration background,Lower Secondary Level,Not Working,0.73286,1065,1366,0.70939,0.75633
2013,Direct migration background,Upper Secondary Level,Full Time,0.21099,381,2241,0.19410,0.22789
2013,Direct migration background,Upper Secondary Level,Part Time,0.17943,333,2241,0.16354,0.19532
2013,Direct migration background,Upper Secondary Level,Not Working,0.60958,1527,2241,0.58938,0.62978
2013,Direct migration background,Post-secondary Non-tertiary Level,Full Time,0.18463,121,805,0.15781,0.21145
2013,Direct migration background,Post-secondary Non-tertiary Level,Part Time,0.16208,114,805,0.13660,0.18755
2013,Direct migration background,Post-secondary Non-tertiary Level,Not Working,0.65330,570,805,0.62040,0.68619
2013,Direct migration background,First Stage of Tertiary Education,Full Time,0.35696,55,107,0.26575,0.44816
2013,Direct migration background,First Stage of Tertiary Education,Not Working,0.45595,52,107,0.36114,0.55077
2013,Direct migration background,Second Stage of Tertiary Education,Full Time,0.25397,257,1381,0.23100,0.27693
2013,Direct migration background,Second Stage of Tertiary Education,Part Time,0.14842,187,1381,0.12967,0.16718
2013,Direct migration background,Second Stage of Tertiary Education,Not Working,0.59761,937,1381,0.57174,0.62348
2013,Indirect migration background,Pre-primary Level,Not Working,0.88440,225,225,0.84253,0.92628
2013,Indirect migration background,Primary Level,Not Working,0.73134,44,44,0.59885,0.86383
2013,Indirect migration background,Lower Secondary Level,Full Time,0.16252,68,464,0.12892,0.19613
2013,Indirect migration background,Lower Secondary Level,Part Time,0.10238,62,464,0.07476,0.12999
2013,Indirect migration background,Lower Secondary Level,Not Working,0.73460,334,464,0.69438,0.77482
2013,Indirect migration background,Upper Secondary Level,Full Time,0.27215,192,805,0.24138,0.30291
2013,Indirect migration background,Upper Secondary Level,Part Time,0.18383,163,805,0.15705,0.21060
2013,Indirect migration background,Upper Secondary Level,Not Working,0.54403,450,805,0.50960,0.57845
2013,Indirect migration background,Post-secondary Non-tertiary Level,Part Time,0.30566,34,103,0.21626,0.39507
2013,Indirect migration background,Post-secondary Non-tertiary Level,Not Working,0.54101,69,103,0.44431,0.63772
2013,Indirect migration background,Second Stage of Tertiary Education,Full Time,0.47257,106,301,0.41607,0.52906
2013,Indirect migration background,Second Stage of Tertiary Education,Part Time,0.14989,42,301,0.10949,0.19028
2013,Indirect migration background,Second Stage of Tertiary Education,Not Working,0.37754,153,301,0.32269,0.43240
2014,No migration background,Pre-primary Level,Part Time,0.06187,50,566,0.04200,0.08173
2014,No migration background,Pre-primary Level,Not Working,0.93334,516,566,0.91277,0.95391
2014,No migration background,Primary Level,Part Time,0.21429,49,145,0.14727,0.28131
2014,No migration background,Primary Level,Not Working,0.56006,96,145,0.47898,0.64113
2014,No migration background,Lower Secondary Level,Full Time,0.21289,357,1791,0.19393,0.23186
2014,No migration background,Lower Secondary Level,Part Time,0.19087,405,1791,0.17266,0.20908
2014,No migration background,Lower Secondary Level,Not Working,0.59624,1029,1791,0.57351,0.61897
2014,No migration background,Upper Secondary Level,Full Time,0.35440,3518,10021,0.34503,0.36376
2014,No migration background,Upper Secondary Level,Part Time,0.23112,2743,10021,0.22287,0.23938
2014,No migration background,Upper Secondary Level,Not Working,0.41448,3760,10021,0.40483,0.42412
2014,No migration background,Post-secondary Non-tertiary Level,Full Time,0.53889,607,1301,0.51179,0.56599
2014,No migration background,Post-secondary Non-tertiary Level,Part Time,0.26540,471,1301,0.24140,0.28940
2014,No migration background,Post-secondary Non-tertiary Level,Not Working,0.19571,223,1301,0.17414,0.21728
2014,No migration background,First Stage of Tertiary Education,Full Time,0.49710,685,1421,0.47109,0.52310
2014,No migration background,First Stage of Tertiary Education,Part Time,0.16645,314,1421,0.14707,0.18582
2014,No migration background,First Stage of Tertiary Education,Not Working,0.33646,422,1421,0.31188,0.36103
2014,No migration background,Second Stage of Tertiary Education,Full Time,0.49638,2322,4829,0.48228,0.51048
2014,No migration background,Second Stage of Tertiary Education,Part Time,0.22808,1243,4829,0.21624,0.23991
2014,No migration background,Second Stage of Tertiary Education,Not Working,0.27554,1264,4829,0.26294,0.28815
2014,Direct migration background,Pre-primary Level,Not Working,0.89308,97,97,0.83126,0.95489
2014,Direct migration background,Primary Level,Full Time,0.17329,50,285,0.12927,0.21731
2014,Direct migration background,Primary Level,Part Time,0.21916,73,285,0.17105,0.26727
2014,Direct migration background,Primary Level,Not Working,0.60755,162,285,0.55076,0.66434
2014,Direct migration background,Lower Secondary Level,Full Time,0.25659,314,1054,0.23021,0.28297
2014,Direct migration background,Lower Secondary Level,Part Time,0.29428,312,1054,0.26675,0.32180
2014,Direct migration background,Lower Secondary Level,Not Working,0.44914,428,1054,0.41909,0.47918
2014,Direct migration background,Upper Secondary Level,Full Time,0.35780,714,1845,0.33592,0.37968
2014,Direct migration background,Upper Secondary Level,Part Time,0.29769,570,1845,0.27682,0.31856
2014,Direct migration background,Upper Secondary Level,Not Working,0.34451,561,1845,0.32282,0.36620
2014,Direct migration background,Post-secondary Non-tertiary Level,Full Time,0.39013,248,631,0.35204,0.42822
2014,Direct migration background,Post-secondary Non-tertiary Level,Part Time,0.38042,223,631,0.34251,0.41833
2014,Direct migration background,Post-secondary Non-tertiary Level,Not Working,0.22945,160,631,0.19661,0.26228
2014,Direct migration background,First Stage of Tertiary Education,Full Time,0.42096,57,88,0.31722,0.52471
2014,Direct migration background,First Stage of Tertiary Education,Part Time,0.32307,31,88,0.22480,0.42134
2014,Direct migration background,Second Stage of Tertiary Education,Full Time,0.40973,498,1153,0.38133,0.43813
2014,Direct migration background,Second Stage of Tertiary Education,Part Time,0.32764,376,1153,0.30053,0.35474
2014,Direct migration background,Second Stage of Tertiary Education,Not Working,0.26263,279,1153,0.23722,0.28804
2014,Indirect migration background,Pre-primary Level,Not Working,0.86096,188,188,0.81136,0.91055
2014,Indirect migration background,Lower Secondary Level,Full Time,0.32039,111,388,0.27390,0.36688
2014,Indirect migration background,Lower Secondary Level,Part Time,0.30142,109,388,0.25570,0.34714
2014,Indirect migration background,Lower Secondary Level,Not Working,0.37819,168,388,0.32987,0.42650
2014,Indirect migration background,Upper Secondary Level,Full Time,0.43515,289,682,0.39792,0.47239
2014,Indirect migration background,Upper Secondary Level,Part Time,0.30510,224,682,0.27052,0.33969
2014,Indirect migration background,Upper Secondary Level,Not Working,0.25974,169,682,0.22681,0.29268
2014,Indirect migration background,Post-secondary Non-tertiary Level,Full Time,0.45912,54,95,0.35838,0.55987
2014,Indirect migration background,Post-secondary Non-tertiary Level,Part Time,0.38675,41,95,0.28829,0.48520
2014,Indirect migration background,First Stage of Tertiary Education,Full Time,0.83291,38,38,0.71270,0.95311
2014,Indirect migration background,Second Stage of Tertiary Education,Full Time,0.70233,148,216,0.64121,0.76345
2014,Indirect migration background,Second Stage of Tertiary Education,Part Time,0.21358,68,216,0.15880,0.26837
2015,No migration background,Pre-primary Level,Part Time,0.08696,46,497,0.06216,0.11175
2015,No migration background,Pre-primary Level,Not Working,0.91213,451,497,0.88721,0.93704
2015,No migration background,Primary Level,Part Time,0.17921,34,134,0.11402,0.24439
2015,No migration background,Primary Level,Not Working,0.60381,100,134,0.52068,0.68693
2015,No migration background,Lower Secondary Level,Full Time,0.19865,330,1686,0.17960,0.21770
2015,No migration background,Lower Secondary Level,Part Time,0.18523,359,1686,0.16668,0.20377
2015,No migration background,Lower Secondary Level,Not Working,0.61613,997,1686,0.59291,0.63935
2015,No migration background,Upper Secondary Level,Full Time,0.35193,3279,9495,0.34232,0.36154
2015,No migration background,Upper Secondary Level,Part Time,0.23917,2662,9495,0.23059,0.24775
2015,No migration background,Upper Secondary Level,Not Working,0.40890,3554,9495,0.39901,0.41879
2015,No migration background,Post-secondary Non-tertiary Level,Full Time,0.53409,584,1234,0.50625,0.56194
2015,No migration background,Post-secondary Non-tertiary Level,Part Time,0.28552,460,1234,0.26031,0.31074
2015,No migration background,Post-secondary Non-tertiary Level,Not Working,0.18038,190,1234,0.15892,0.20184
2015,No migration background,First Stage of Tertiary Education,Full Time,0.50335,661,1365,0.47681,0.52988
2015,No migration background,First Stage of Tertiary Education,Part Time,0.17894,303,1365,0.15860,0.19928
2015,No migration background,First Stage of Tertiary Education,Not Working,0.31771,401,1365,0.29300,0.34242
2015,No migration background,Second Stage of Tertiary Education,Full Time,0.48977,2208,4674,0.47544,0.50411
2015,No migration background,Second Stage of Tertiary Education,Part Time,0.22890,1195,4674,0.21686,0.24095
2015,No migration background,Second Stage of Tertiary Education,Not Working,0.28132,1271,4674,0.26843,0.29422
