"e11103","year","bildungsniveau","migback","n","percent","lowerconfidence_percent","upperconfidence_percent"
"nicht erwerbstätig","2012","AkademikerIn","indirekter Migrationshintergrund","22","","",""
"nicht erwerbstätig","2012","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Vollzeit","2013","(noch) kein Abschluss","kein Migrationshintergrund","52","0.0637701661157809","0.0479120832059409","0.0796282490256209"
"Vollzeit","2013","(noch) kein Abschluss","direkter Migrationshintergrund","29","","",""
"Vollzeit","2013","(noch) kein Abschluss","indirekter Migrationshintergrund","4","","",""
"Vollzeit","2013","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Vollzeit","2013","Hauptschule","kein Migrationshintergrund","1683","0.248666423191603","0.238168198402152","0.259164647981055"
"Vollzeit","2013","Hauptschule","direkter Migrationshintergrund","391","0.201977479726922","0.185831093672299","0.218123865781545"
"Vollzeit","2013","Hauptschule","indirekter Migrationshintergrund","118","0.23824218734119","0.203542416909475","0.272941957772905"
"Vollzeit","2013","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Vollzeit","2013","Realschule","kein Migrationshintergrund","2856","0.468037367627668","0.456195049300466","0.47987968595487"
"Vollzeit","2013","Realschule","direkter Migrationshintergrund","87","0.216075177449195","0.179928110207378","0.252222244691011"
"Vollzeit","2013","Realschule","indirekter Migrationshintergrund","134","0.315739242880665","0.276315980459157","0.355162505302172"
"Vollzeit","2013","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Vollzeit","2013","(Fach-)Abitur","kein Migrationshintergrund","1006","0.435060542933172","0.416037199240566","0.454083886625778"
"Vollzeit","2013","(Fach-)Abitur","direkter Migrationshintergrund","189","0.206248089225705","0.185613529726379","0.226882648725031"
"Vollzeit","2013","(Fach-)Abitur","indirekter Migrationshintergrund","65","0.156438645469548","0.119865791892001","0.193011499047094"
"Vollzeit","2013","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Vollzeit","2013","AkademikerIn","kein Migrationshintergrund","2510","0.505960061344588","0.4923632752201","0.519556847469076"
"Vollzeit","2013","AkademikerIn","direkter Migrationshintergrund","235","0.250213056942485","0.227039336999294","0.273386776885676"
"Vollzeit","2013","AkademikerIn","indirekter Migrationshintergrund","121","0.492809160051718","0.438538590732135","0.547079729371302"
"Vollzeit","2013","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","2013","(noch) kein Abschluss","kein Migrationshintergrund","127","0.163995914158995","0.139964939477642","0.188026888840347"
"Teilzeit","2013","(noch) kein Abschluss","direkter Migrationshintergrund","38","0.0727110785893645","0.0509707731770642","0.0944513840016647"
"Teilzeit","2013","(noch) kein Abschluss","indirekter Migrationshintergrund","26","","",""
"Teilzeit","2013","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","2013","Hauptschule","kein Migrationshintergrund","1342","0.174861523781334","0.165635778840063","0.184087268722605"
"Teilzeit","2013","Hauptschule","direkter Migrationshintergrund","280","0.164852793150391","0.149930143066665","0.179775443234117"
"Teilzeit","2013","Hauptschule","indirekter Migrationshintergrund","96","0.176746130709736","0.145675457947174","0.207816803472297"
"Teilzeit","2013","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","2013","Realschule","kein Migrationshintergrund","2130","0.251777566935508","0.241476557561335","0.262078576309681"
"Teilzeit","2013","Realschule","direkter Migrationshintergrund","91","0.172466783661636","0.139286593612509","0.205646973710763"
"Teilzeit","2013","Realschule","indirekter Migrationshintergrund","108","0.142746010927027","0.113076238844301","0.172415783009752"
"Teilzeit","2013","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","2013","(Fach-)Abitur","kein Migrationshintergrund","921","0.295384312931227","0.277878554988847","0.312890070873607"
"Teilzeit","2013","(Fach-)Abitur","direkter Migrationshintergrund","188","0.188139113986415","0.168207695869236","0.208070532103594"
"Teilzeit","2013","(Fach-)Abitur","indirekter Migrationshintergrund","89","0.241928984607915","0.198814084592541","0.285043884623289"
"Teilzeit","2013","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","2013","AkademikerIn","kein Migrationshintergrund","1296","0.206194607825914","0.195192071967254","0.217197143684573"
"Teilzeit","2013","AkademikerIn","direkter Migrationshintergrund","174","0.160018485738824","0.140403329328051","0.179633642149597"
"Teilzeit","2013","AkademikerIn","indirekter Migrationshintergrund","51","0.159012017131595","0.119315796619839","0.198708237643352"
"Teilzeit","2013","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","2013","(noch) kein Abschluss","kein Migrationshintergrund","733","0.772233919725224","0.745015078473698","0.799452760976751"
"nicht erwerbstätig","2013","(noch) kein Abschluss","direkter Migrationshintergrund","481","0.848988084296016","0.819009286166298","0.878966882425733"
"nicht erwerbstätig","2013","(noch) kein Abschluss","indirekter Migrationshintergrund","270","0.866344821419528","0.827839056882227","0.904850585956829"
"nicht erwerbstätig","2013","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","2013","Hauptschule","kein Migrationshintergrund","3487","0.576472053027063","0.564470952862295","0.58847315319183"
"nicht erwerbstätig","2013","Hauptschule","direkter Migrationshintergrund","1704","0.633169727122687","0.613787265191201","0.652552189054173"
"nicht erwerbstätig","2013","Hauptschule","indirekter Migrationshintergrund","365","0.585011681949074","0.544877999124575","0.625145364773574"
"nicht erwerbstätig","2013","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","2013","Realschule","kein Migrationshintergrund","1834","0.280185065436824","0.269526743807844","0.290843387065804"
"nicht erwerbstätig","2013","Realschule","direkter Migrationshintergrund","320","0.611458038889169","0.56864897677908","0.654267100999259"
"nicht erwerbstätig","2013","Realschule","indirekter Migrationshintergrund","292","0.541514746192309","0.499253208747764","0.583776283636854"
"nicht erwerbstätig","2013","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","2013","(Fach-)Abitur","kein Migrationshintergrund","682","0.269555144135601","0.252528518745278","0.286581769525924"
"nicht erwerbstätig","2013","(Fach-)Abitur","direkter Migrationshintergrund","1100","0.60561279678788","0.580688852462709","0.630536741113051"
"nicht erwerbstätig","2013","(Fach-)Abitur","indirekter Migrationshintergrund","225","0.601632369922538","0.552344947738389","0.650919792106686"
"nicht erwerbstätig","2013","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","2013","AkademikerIn","kein Migrationshintergrund","1388","0.287845330829499","0.27553233092936","0.300158330729638"
"nicht erwerbstätig","2013","AkademikerIn","direkter Migrationshintergrund","933","0.589768457318691","0.563452017931377","0.616084896706006"
"nicht erwerbstätig","2013","AkademikerIn","indirekter Migrationshintergrund","154","0.348178822816686","0.296465231325368","0.399892414308004"
"nicht erwerbstätig","2013","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Vollzeit","2014","(noch) kein Abschluss","kein Migrationshintergrund","47","0.0791486865282523","0.0600800631801093","0.0982173098763954"
"Vollzeit","2014","(noch) kein Abschluss","direkter Migrationshintergrund","54","0.130792365779569","0.0986987886152687","0.162885942943868"
"Vollzeit","2014","(noch) kein Abschluss","indirekter Migrationshintergrund","10","","",""
"Vollzeit","2014","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Vollzeit","2014","Hauptschule","kein Migrationshintergrund","1525","0.25029451995793","0.239246806972451","0.261342232943409"
"Vollzeit","2014","Hauptschule","direkter Migrationshintergrund","692","0.324376285640087","0.303248487566323","0.345504083713851"
"Vollzeit","2014","Hauptschule","indirekter Migrationshintergrund","186","0.41913456088403","0.374478935601639","0.463790186166421"
"Vollzeit","2014","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Vollzeit","2014","Realschule","kein Migrationshintergrund","2589","0.459610776219492","0.447093104860164","0.47212844757882"
"Vollzeit","2014","Realschule","direkter Migrationshintergrund","163","0.40438322941285","0.356288429506087","0.452478029319612"
"Vollzeit","2014","Realschule","indirekter Migrationshintergrund","204","0.516759827723452","0.471093607908804","0.5624260475381"
"Vollzeit","2014","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Vollzeit","2014","(Fach-)Abitur","kein Migrationshintergrund","977","0.453147332190259","0.433354869472193","0.472939794908325"
"Vollzeit","2014","(Fach-)Abitur","direkter Migrationshintergrund","419","0.333243541745335","0.306348540195963","0.360138543294706"
"Vollzeit","2014","(Fach-)Abitur","indirekter Migrationshintergrund","109","0.273898095198942","0.226771923224249","0.321024267173635"
"Vollzeit","2014","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Vollzeit","2014","AkademikerIn","kein Migrationshintergrund","2330","0.495522054470275","0.481442185588341","0.509601923352209"
"Vollzeit","2014","AkademikerIn","direkter Migrationshintergrund","475","0.406768675001056","0.377883377180429","0.435653972821682"
"Vollzeit","2014","AkademikerIn","indirekter Migrationshintergrund","163","0.703917983044114","0.649664117789009","0.758171848299219"
"Vollzeit","2014","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","2014","(noch) kein Abschluss","kein Migrationshintergrund","108","0.117981679993105","0.0951966912000285","0.140766668786182"
"Teilzeit","2014","(noch) kein Abschluss","direkter Migrationshintergrund","95","0.208479272917328","0.169813406111348","0.247145139723309"
"Teilzeit","2014","(noch) kein Abschluss","indirekter Migrationshintergrund","30","0.197193097278599","0.147269648302651","0.247116546254546"
"Teilzeit","2014","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","2014","Hauptschule","kein Migrationshintergrund","1198","0.175686299714175","0.165980829599725","0.185391769828625"
"Teilzeit","2014","Hauptschule","direkter Migrationshintergrund","530","0.269260671289743","0.249241552810671","0.289279789768816"
"Teilzeit","2014","Hauptschule","indirekter Migrationshintergrund","131","0.289512323040459","0.248466074400184","0.330558571680733"
"Teilzeit","2014","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","2014","Realschule","kein Migrationshintergrund","1848","0.24779514330523","0.236951141888918","0.258639144721543"
"Teilzeit","2014","Realschule","direkter Migrationshintergrund","123","0.284812792107172","0.240583732049069","0.329041852165275"
"Teilzeit","2014","Realschule","indirekter Migrationshintergrund","146","0.2810278791874","0.23995076707771","0.322104991297089"
"Teilzeit","2014","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","2014","(Fach-)Abitur","kein Migrationshintergrund","862","0.297205292257078","0.279033930906897","0.315376653607259"
"Teilzeit","2014","(Fach-)Abitur","direkter Migrationshintergrund","417","0.38173717156209","0.354018278613016","0.409456064511165"
"Teilzeit","2014","(Fach-)Abitur","indirekter Migrationshintergrund","129","0.374705725275249","0.323554474199942","0.425856976350555"
"Teilzeit","2014","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","2014","AkademikerIn","kein Migrationshintergrund","1246","0.229370003937446","0.217530396862083","0.24120961101281"
"Teilzeit","2014","AkademikerIn","direkter Migrationshintergrund","360","0.331892055033158","0.304202702043677","0.359581408022638"
"Teilzeit","2014","AkademikerIn","indirekter Migrationshintergrund","81","0.230036940434429","0.180022274177772","0.280051606691087"
"Teilzeit","2014","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","2014","(noch) kein Abschluss","kein Migrationshintergrund","615","0.802869633478642","0.774769912391683","0.830969354565601"
"nicht erwerbstätig","2014","(noch) kein Abschluss","direkter Migrationshintergrund","275","0.660728361303103","0.615662215707081","0.705794506899126"
"nicht erwerbstätig","2014","(noch) kein Abschluss","indirekter Migrationshintergrund","204","0.753918440463195","0.699873518248071","0.807963362678318"
"nicht erwerbstätig","2014","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","2014","Hauptschule","kein Migrationshintergrund","3183","0.574019180327895","0.561407887954833","0.586630472700957"
"nicht erwerbstätig","2014","Hauptschule","direkter Migrationshintergrund","664","0.40636304307017","0.384196661041704","0.428529425098636"
"nicht erwerbstätig","2014","Hauptschule","indirekter Migrationshintergrund","152","0.291353116075511","0.250229959415121","0.332476272735901"
"nicht erwerbstätig","2014","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","2014","Realschule","kein Migrationshintergrund","1652","0.292594080475278","0.281166817639341","0.304021343311214"
"nicht erwerbstätig","2014","Realschule","direkter Migrationshintergrund","114","0.310803978479978","0.265448185856987","0.356159771102969"
"nicht erwerbstätig","2014","Realschule","indirekter Migrationshintergrund","110","0.202212293089149","0.165508020444612","0.238916565733685"
"nicht erwerbstätig","2014","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","2014","(Fach-)Abitur","kein Migrationshintergrund","591","0.249647375552663","0.232438949117964","0.266855801987361"
"nicht erwerbstätig","2014","(Fach-)Abitur","direkter Migrationshintergrund","344","0.285019286692575","0.259262518155735","0.310776055229415"
"nicht erwerbstätig","2014","(Fach-)Abitur","indirekter Migrationshintergrund","106","0.351396179525809","0.300946647890272","0.401845711161347"
"nicht erwerbstätig","2014","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","2014","AkademikerIn","kein Migrationshintergrund","1268","0.275107941592278","0.26253218107489","0.287683702109667"
"nicht erwerbstätig","2014","AkademikerIn","direkter Migrationshintergrund","276","0.261339269965787","0.235503827500169","0.287174712431405"
"nicht erwerbstätig","2014","AkademikerIn","indirekter Migrationshintergrund","28","","",""
"nicht erwerbstätig","2014","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Vollzeit","2015","(noch) kein Abschluss","kein Migrationshintergrund","40","0.0807373232563434","0.0602911097805493","0.101183536732137"
"Vollzeit","2015","(noch) kein Abschluss","direkter Migrationshintergrund","54","0.147999951633358","0.116133075083034","0.179866828183683"
"Vollzeit","2015","(noch) kein Abschluss","indirekter Migrationshintergrund","9","","",""
"Vollzeit","2015","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Vollzeit","2015","Hauptschule","kein Migrationshintergrund","1376","0.238922668258931","0.22762527000934","0.250220066508522"
"Vollzeit","2015","Hauptschule","direkter Migrationshintergrund","594","0.308800591591948","0.288389027514269","0.329212155669627"
"Vollzeit","2015","Hauptschule","indirekter Migrationshintergrund","173","0.460698648036335","0.41353106004244","0.507866236030231"
"Vollzeit","2015","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Vollzeit","2015","Realschule","kein Migrationshintergrund","2470","0.462606349880879","0.449799958920304","0.475412740841453"
"Vollzeit","2015","Realschule","direkter Migrationshintergrund","144","0.386191835461398","0.337495043329267","0.434888627593529"
"Vollzeit","2015","Realschule","indirekter Migrationshintergrund","184","0.501562343948318","0.454896762608043","0.548227925288594"
"Vollzeit","2015","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Vollzeit","2015","(Fach-)Abitur","kein Migrationshintergrund","935","0.445280074003617","0.425262531664083","0.465297616343151"
"Vollzeit","2015","(Fach-)Abitur","direkter Migrationshintergrund","377","0.319781293310407","0.295955630073013","0.343606956547802"
"Vollzeit","2015","(Fach-)Abitur","indirekter Migrationshintergrund","101","0.284059115436031","0.235476930678944","0.332641300193117"
"Vollzeit","2015","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Vollzeit","2015","AkademikerIn","kein Migrationshintergrund","2215","0.489550095534347","0.475240431982179","0.503859759086516"
"Vollzeit","2015","AkademikerIn","direkter Migrationshintergrund","429","0.351704792384329","0.327303248594733","0.376106336173925"
"Vollzeit","2015","AkademikerIn","indirekter Migrationshintergrund","144","0.656644235414437","0.599258036898587","0.714030433930288"
"Vollzeit","2015","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","2015","(noch) kein Abschluss","kein Migrationshintergrund","85","0.136073378132825","0.110340941291516","0.161805814974134"
"Teilzeit","2015","(noch) kein Abschluss","direkter Migrationshintergrund","69","0.206318900447238","0.170004286807691","0.242633514086785"
"Teilzeit","2015","(noch) kein Abschluss","indirekter Migrationshintergrund","30","0.210535799757336","0.154862921012662","0.26620867850201"
"Teilzeit","2015","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","2015","Hauptschule","kein Migrationshintergrund","1098","0.182158005635605","0.171932278453906","0.192383732817305"
"Teilzeit","2015","Hauptschule","direkter Migrationshintergrund","438","0.236905846581595","0.218120790479592","0.255690902683598"
"Teilzeit","2015","Hauptschule","indirekter Migrationshintergrund","123","0.271847216950452","0.229746145608201","0.313948288292704"
"Teilzeit","2015","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","2015","Realschule","kein Migrationshintergrund","1794","0.24963050384633","0.238514182106941","0.26074682558572"
"Teilzeit","2015","Realschule","direkter Migrationshintergrund","126","0.296035375461765","0.250376027814648","0.341694723108881"
"Teilzeit","2015","Realschule","indirekter Migrationshintergrund","131","0.248815549962745","0.208465799787428","0.289165300138062"
"Teilzeit","2015","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","2015","(Fach-)Abitur","kein Migrationshintergrund","861","0.312473686288905","0.293805220436672","0.331142152141138"
"Teilzeit","2015","(Fach-)Abitur","direkter Migrationshintergrund","357","0.275101278153877","0.252288448523904","0.29791410778385"
"Teilzeit","2015","(Fach-)Abitur","indirekter Migrationshintergrund","120","0.415198675881635","0.362114357202963","0.468282994560308"
"Teilzeit","2015","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","2015","AkademikerIn","kein Migrationshintergrund","1199","0.229376075556668","0.2173409786261","0.241411172487236"
"Teilzeit","2015","AkademikerIn","direkter Migrationshintergrund","334","0.266031115556063","0.243449927011819","0.288612304100306"
"Teilzeit","2015","AkademikerIn","indirekter Migrationshintergrund","84","0.234374185054128","0.183178496496856","0.285569873611399"
"Teilzeit","2015","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","2015","(noch) kein Abschluss","kein Migrationshintergrund","557","0.783189298610831","0.75226287977446","0.814115717447203"
"nicht erwerbstätig","2015","(noch) kein Abschluss","direkter Migrationshintergrund","354","0.645681147919404","0.602757652115738","0.688604643723071"
"nicht erwerbstätig","2015","(noch) kein Abschluss","indirekter Migrationshintergrund","167","0.735665578296486","0.675446852860115","0.795884303732856"
"nicht erwerbstätig","2015","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","2015","Hauptschule","kein Migrationshintergrund","2999","0.578919326105464","0.56583874477178","0.591999907439147"
"nicht erwerbstätig","2015","Hauptschule","direkter Migrationshintergrund","936","0.454293561826457","0.432295552906729","0.476291570746185"
"nicht erwerbstätig","2015","Hauptschule","indirekter Migrationshintergrund","133","0.267454135013212","0.225568846245996","0.309339423780428"
"nicht erwerbstätig","2015","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","2015","Realschule","kein Migrationshintergrund","1559","0.287763146272791","0.276135160184132","0.299391132361449"
"nicht erwerbstätig","2015","Realschule","direkter Migrationshintergrund","114","0.317772789076837","0.271202884243627","0.364342693910047"
"nicht erwerbstätig","2015","Realschule","indirekter Migrationshintergrund","126","0.249622106088937","0.209228713228856","0.290015498949017"
"nicht erwerbstätig","2015","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","2015","(Fach-)Abitur","kein Migrationshintergrund","572","0.242246239707478","0.224989854996566","0.259502624418391"
"nicht erwerbstätig","2015","(Fach-)Abitur","direkter Migrationshintergrund","738","0.405117428535716","0.380039002706176","0.430195854365256"
"nicht erwerbstätig","2015","(Fach-)Abitur","indirekter Migrationshintergrund","110","0.300742208682334","0.251339593017674","0.350144824346994"
"nicht erwerbstätig","2015","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","2015","AkademikerIn","kein Migrationshintergrund","1274","0.281073828908984","0.268205959605345","0.293941698212624"
"nicht erwerbstätig","2015","AkademikerIn","direkter Migrationshintergrund","708","0.382264092059608","0.357431335541443","0.407096848577773"
"nicht erwerbstätig","2015","AkademikerIn","indirekter Migrationshintergrund","35","0.108981579531435","0.071320730457408","0.146642428605462"
"nicht erwerbstätig","2015","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Vollzeit","2016","(noch) kein Abschluss","kein Migrationshintergrund","37","0.081888444122722","0.0608256184460762","0.102951269799368"
"Vollzeit","2016","(noch) kein Abschluss","direkter Migrationshintergrund","60","0.143212731786046","0.125069949097925","0.161355514474166"
"Vollzeit","2016","(noch) kein Abschluss","indirekter Migrationshintergrund","8","","",""
"Vollzeit","2016","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Vollzeit","2016","Hauptschule","kein Migrationshintergrund","1241","0.250342481358082","0.238356282203588","0.262328680512576"
"Vollzeit","2016","Hauptschule","direkter Migrationshintergrund","616","0.339716182421706","0.320194319714213","0.3592380451292"
"Vollzeit","2016","Hauptschule","indirekter Migrationshintergrund","168","0.485341102483247","0.435739116379608","0.534943088586885"
"Vollzeit","2016","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Vollzeit","2016","Realschule","kein Migrationshintergrund","2298","0.462630598507853","0.449318465664468","0.475942731351238"
"Vollzeit","2016","Realschule","direkter Migrationshintergrund","126","0.37046716875119","0.318519853828363","0.422414483674016"
"Vollzeit","2016","Realschule","indirekter Migrationshintergrund","169","0.511684352512601","0.463061944557075","0.560306760468127"
"Vollzeit","2016","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Vollzeit","2016","(Fach-)Abitur","kein Migrationshintergrund","910","0.450175085398397","0.429446946050615","0.47090322474618"
"Vollzeit","2016","(Fach-)Abitur","direkter Migrationshintergrund","447","0.398580936949237","0.375168840375883","0.42199303352259"
"Vollzeit","2016","(Fach-)Abitur","indirekter Migrationshintergrund","112","0.34145451722401","0.290214477134309","0.392694557313711"
"Vollzeit","2016","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Vollzeit","2016","AkademikerIn","kein Migrationshintergrund","2044","0.476894813613576","0.462200129497415","0.491589497729737"
"Vollzeit","2016","AkademikerIn","direkter Migrationshintergrund","535","0.414634443149081","0.391956928344611","0.437311957953551"
"Vollzeit","2016","AkademikerIn","indirekter Migrationshintergrund","134","0.599691321779319","0.537312767844104","0.662069875714534"
"Vollzeit","2016","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","2016","(noch) kein Abschluss","kein Migrationshintergrund","74","0.102157808292901","0.0788933263929559","0.125422290192847"
"Teilzeit","2016","(noch) kein Abschluss","direkter Migrationshintergrund","101","0.227181474961117","0.205479372907701","0.248883577014533"
"Teilzeit","2016","(noch) kein Abschluss","indirekter Migrationshintergrund","27","","",""
"Teilzeit","2016","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","2016","Hauptschule","kein Migrationshintergrund","1045","0.193704694696943","0.182770170213028","0.204639219180858"
"Teilzeit","2016","Hauptschule","direkter Migrationshintergrund","469","0.263241842730166","0.245089288307707","0.281394397152626"
"Teilzeit","2016","Hauptschule","indirekter Migrationshintergrund","118","0.281346403564912","0.2367195494516","0.325973257678224"
"Teilzeit","2016","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","2016","Realschule","kein Migrationshintergrund","1612","0.247180389695178","0.235663201397323","0.258697577993033"
"Teilzeit","2016","Realschule","direkter Migrationshintergrund","114","0.286164093184499","0.237547355447762","0.334780830921237"
"Teilzeit","2016","Realschule","indirekter Migrationshintergrund","122","0.212776156305585","0.172965835827216","0.252586476783954"
"Teilzeit","2016","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","2016","(Fach-)Abitur","kein Migrationshintergrund","810","0.311404826993163","0.292111725847213","0.330697928139113"
"Teilzeit","2016","(Fach-)Abitur","direkter Migrationshintergrund","394","0.299267846753846","0.277370096291541","0.321165597216152"
"Teilzeit","2016","(Fach-)Abitur","indirekter Migrationshintergrund","119","0.367632580886521","0.315532082029661","0.419733079743381"
"Teilzeit","2016","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","2016","AkademikerIn","kein Migrationshintergrund","1179","0.236817433051184","0.22430978945892","0.249325076643449"
"Teilzeit","2016","AkademikerIn","direkter Migrationshintergrund","420","0.321986903119855","0.300479531758421","0.343494274481289"
"Teilzeit","2016","AkademikerIn","indirekter Migrationshintergrund","84","0.316099233189439","0.256904620337634","0.375293846041244"
"Teilzeit","2016","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","2016","(noch) kein Abschluss","kein Migrationshintergrund","540","0.815953747584377","0.786185459715994","0.845722035452759"
"nicht erwerbstätig","2016","(noch) kein Abschluss","direkter Migrationshintergrund","1271","0.629605793252837","0.604594103532177","0.654617482973498"
"nicht erwerbstätig","2016","(noch) kein Abschluss","indirekter Migrationshintergrund","151","0.817876071768862","0.762411089991787","0.873341053545936"
"nicht erwerbstätig","2016","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","2016","Hauptschule","kein Migrationshintergrund","2732","0.555952823944975","0.5422055594325","0.56970008845745"
"nicht erwerbstätig","2016","Hauptschule","direkter Migrationshintergrund","1176","0.397041974848127","0.376874126782204","0.417209822914051"
"nicht erwerbstätig","2016","Hauptschule","indirekter Migrationshintergrund","104","0.233312493951841","0.19133717754183","0.275287810361852"
"nicht erwerbstätig","2016","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","2016","Realschule","kein Migrationshintergrund","1479","0.290189011796969","0.278071712360798","0.30230631123314"
"nicht erwerbstätig","2016","Realschule","direkter Migrationshintergrund","92","0.343368738064311","0.292292347044683","0.394445129083939"
"nicht erwerbstätig","2016","Realschule","indirekter Migrationshintergrund","115","0.275539491181814","0.232080027898633","0.318998954464996"
"nicht erwerbstätig","2016","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","2016","(Fach-)Abitur","kein Migrationshintergrund","493","0.23842008760844","0.220666482899764","0.256173692317115"
"nicht erwerbstätig","2016","(Fach-)Abitur","direkter Migrationshintergrund","839","0.302151216296917","0.280193544643836","0.324108887949998"
"nicht erwerbstätig","2016","(Fach-)Abitur","indirekter Migrationshintergrund","98","0.290912901889469","0.241835515654259","0.339990288124678"
"nicht erwerbstätig","2016","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","2016","AkademikerIn","kein Migrationshintergrund","1215","0.28628775333524","0.272988801849192","0.299586704821288"
"nicht erwerbstätig","2016","AkademikerIn","direkter Migrationshintergrund","858","0.263378653731064","0.243103618120727","0.283653689341401"
"nicht erwerbstätig","2016","AkademikerIn","indirekter Migrationshintergrund","19","","",""
"nicht erwerbstätig","2016","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Vollzeit","2017","(noch) kein Abschluss","kein Migrationshintergrund","47","0.07455597722012","0.0556176252929394","0.0934943291473007"
"Vollzeit","2017","(noch) kein Abschluss","direkter Migrationshintergrund","72","0.166210841566405","0.149374098163156","0.183047584969654"
"Vollzeit","2017","(noch) kein Abschluss","indirekter Migrationshintergrund","7","","",""
