year,pgisced97,sex,e11103,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2011,Second Stage of Tertiary Education,male,Full Time,0.59604,2012,3207,0.57906,0.61303
2011,Second Stage of Tertiary Education,male,Part Time,0.13821,407,3207,0.12627,0.15016
2011,Second Stage of Tertiary Education,male,Not Working,0.26575,788,3207,0.25046,0.28104
2011,Second Stage of Tertiary Education,female,Full Time,0.42082,1083,3005,0.40316,0.43847
2011,Second Stage of Tertiary Education,female,Part Time,0.31397,1139,3005,0.29738,0.33057
2011,Second Stage of Tertiary Education,female,Not Working,0.26521,783,3005,0.24942,0.28100
2012,Pre-primary Level,male,Part Time,0.13535,49,434,0.10313,0.16757
2012,Pre-primary Level,male,Not Working,0.86465,385,434,0.83243,0.89687
2012,Pre-primary Level,female,Part Time,0.12762,49,471,0.09746,0.15779
2012,Pre-primary Level,female,Not Working,0.87238,422,471,0.84221,0.90254
2012,Primary Level,male,Full Time,0.40203,60,158,0.32534,0.47873
2012,Primary Level,male,Part Time,0.23745,42,158,0.17088,0.30401
2012,Primary Level,male,Not Working,0.36052,56,158,0.28541,0.43563
2012,Primary Level,female,Part Time,0.18447,51,208,0.13163,0.23731
2012,Primary Level,female,Not Working,0.72686,157,208,0.66616,0.78756
2012,Lower Secondary Level,male,Full Time,0.43179,441,1026,0.40147,0.46212
2012,Lower Secondary Level,male,Part Time,0.17489,194,1026,0.15163,0.19814
2012,Lower Secondary Level,male,Not Working,0.39332,391,1026,0.36342,0.42323
2012,Lower Secondary Level,female,Full Time,0.12859,230,1964,0.11378,0.14340
2012,Lower Secondary Level,female,Part Time,0.22287,502,1964,0.20446,0.24128
2012,Lower Secondary Level,female,Not Working,0.64854,1232,1964,0.62742,0.66966
2012,Upper Secondary Level,male,Full Time,0.52018,3295,6040,0.50758,0.53278
2012,Upper Secondary Level,male,Part Time,0.14430,817,6040,0.13544,0.15316
2012,Upper Secondary Level,male,Not Working,0.33552,1928,6040,0.32361,0.34743
2012,Upper Secondary Level,female,Full Time,0.23635,1511,7510,0.22674,0.24596
2012,Upper Secondary Level,female,Part Time,0.32592,2969,7510,0.31532,0.33652
2012,Upper Secondary Level,female,Not Working,0.43773,3030,7510,0.42651,0.44895
2012,Post-secondary Non-tertiary Level,male,Full Time,0.62973,458,666,0.59302,0.66643
2012,Post-secondary Non-tertiary Level,male,Part Time,0.17226,102,666,0.14356,0.20096
2012,Post-secondary Non-tertiary Level,male,Not Working,0.19802,106,666,0.16773,0.22831
2012,Post-secondary Non-tertiary Level,female,Full Time,0.39052,367,1298,0.36397,0.41707
2012,Post-secondary Non-tertiary Level,female,Part Time,0.37317,620,1298,0.34684,0.39949
2012,Post-secondary Non-tertiary Level,female,Not Working,0.23631,311,1298,0.21319,0.25943
2012,First Stage of Tertiary Education,male,Full Time,0.63186,724,1120,0.60360,0.66011
2012,First Stage of Tertiary Education,male,Part Time,0.06908,89,1120,0.05422,0.08394
2012,First Stage of Tertiary Education,male,Not Working,0.29907,307,1120,0.27224,0.32589
2012,First Stage of Tertiary Education,female,Full Time,0.36870,204,684,0.33251,0.40488
2012,First Stage of Tertiary Education,female,Part Time,0.29673,266,684,0.26247,0.33099
2012,First Stage of Tertiary Education,female,Not Working,0.33458,214,684,0.29919,0.36996
2012,Second Stage of Tertiary Education,male,Full Time,0.59440,1924,3149,0.57725,0.61156
2012,Second Stage of Tertiary Education,male,Part Time,0.13712,409,3149,0.12511,0.14914
2012,Second Stage of Tertiary Education,male,Not Working,0.26847,816,3149,0.25299,0.28395
2012,Second Stage of Tertiary Education,female,Full Time,0.39564,1088,2997,0.37813,0.41315
2012,Second Stage of Tertiary Education,female,Part Time,0.33262,1161,2997,0.31575,0.34949
2012,Second Stage of Tertiary Education,female,Not Working,0.27174,748,2997,0.25581,0.28767
2013,Pre-primary Level,male,Part Time,0.10236,45,528,0.07648,0.12823
2013,Pre-primary Level,male,Not Working,0.89076,483,528,0.86413,0.91739
2013,Pre-primary Level,female,Part Time,0.16090,54,541,0.12990,0.19189
2013,Pre-primary Level,female,Not Working,0.83910,487,541,0.80811,0.87010
2013,Primary Level,male,Full Time,0.28587,56,245,0.22917,0.34256
2013,Primary Level,male,Not Working,0.61899,189,245,0.55805,0.67992
2013,Primary Level,female,Part Time,0.14142,52,345,0.10460,0.17825
2013,Primary Level,female,Not Working,0.80058,293,345,0.75836,0.84281
2013,Lower Secondary Level,male,Full Time,0.31421,392,1451,0.29032,0.33811
2013,Lower Secondary Level,male,Part Time,0.13349,182,1451,0.11598,0.15100
2013,Lower Secondary Level,male,Not Working,0.55219,877,1451,0.52660,0.57779
2013,Lower Secondary Level,female,Full Time,0.10154,211,2356,0.08935,0.11374
2013,Lower Secondary Level,female,Part Time,0.18534,474,2356,0.16965,0.20104
2013,Lower Secondary Level,female,Not Working,0.71311,1671,2356,0.69485,0.73138
2013,Upper Secondary Level,male,Full Time,0.46985,2983,6357,0.45758,0.48212
2013,Upper Secondary Level,male,Part Time,0.13172,786,6357,0.12340,0.14003
2013,Upper Secondary Level,male,Not Working,0.39843,2588,6357,0.38640,0.41047
2013,Upper Secondary Level,female,Full Time,0.21676,1443,7807,0.20762,0.22590
2013,Upper Secondary Level,female,Part Time,0.31197,2843,7807,0.30169,0.32225
2013,Upper Secondary Level,female,Not Working,0.47128,3521,7807,0.46020,0.48235
2013,Post-secondary Non-tertiary Level,male,Full Time,0.55613,432,847,0.52265,0.58961
2013,Post-secondary Non-tertiary Level,male,Part Time,0.12299,88,847,0.10085,0.14512
2013,Post-secondary Non-tertiary Level,male,Not Working,0.32088,327,847,0.28943,0.35234
2013,Post-secondary Non-tertiary Level,female,Full Time,0.31928,339,1515,0.29579,0.34276
2013,Post-secondary Non-tertiary Level,female,Part Time,0.34019,575,1515,0.31632,0.36405
2013,Post-secondary Non-tertiary Level,female,Not Working,0.34054,601,1515,0.31667,0.36441
2013,First Stage of Tertiary Education,male,Full Time,0.58349,654,1072,0.55396,0.61301
2013,First Stage of Tertiary Education,male,Part Time,0.09286,99,1072,0.07548,0.11025
2013,First Stage of Tertiary Education,male,Not Working,0.32365,319,1072,0.29563,0.35167
2013,First Stage of Tertiary Education,female,Full Time,0.35950,190,652,0.32264,0.39636
2013,First Stage of Tertiary Education,female,Part Time,0.30458,260,652,0.26923,0.33993
2013,First Stage of Tertiary Education,female,Not Working,0.33592,202,652,0.29964,0.37221
2013,Second Stage of Tertiary Education,male,Full Time,0.53540,1784,3440,0.51873,0.55207
2013,Second Stage of Tertiary Education,male,Part Time,0.12672,406,3440,0.11560,0.13784
2013,Second Stage of Tertiary Education,male,Not Working,0.33787,1250,3440,0.32207,0.35368
2013,Second Stage of Tertiary Education,female,Full Time,0.39223,1082,3422,0.37587,0.40860
2013,Second Stage of Tertiary Education,female,Part Time,0.27678,1115,3422,0.26179,0.29177
2013,Second Stage of Tertiary Education,female,Not Working,0.33099,1225,3422,0.31522,0.34676
2014,Pre-primary Level,male,Not Working,0.95224,400,400,0.93132,0.97317
2014,Pre-primary Level,female,Part Time,0.12315,49,450,0.09276,0.15355
2014,Pre-primary Level,female,Not Working,0.87255,401,450,0.84171,0.90340
2014,Primary Level,male,Full Time,0.32999,64,211,0.26639,0.39358
2014,Primary Level,male,Part Time,0.20635,51,211,0.15162,0.26109
2014,Primary Level,male,Not Working,0.46366,96,211,0.39621,0.53111
2014,Primary Level,female,Part Time,0.25238,83,267,0.20018,0.30459
2014,Primary Level,female,Not Working,0.65153,184,267,0.59427,0.70879
2014,Lower Secondary Level,male,Full Time,0.41080,539,1260,0.38362,0.43797
2014,Lower Secondary Level,male,Part Time,0.19298,261,1260,0.17118,0.21478
2014,Lower Secondary Level,male,Not Working,0.39622,460,1260,0.36921,0.42324
2014,Lower Secondary Level,female,Full Time,0.11807,243,1973,0.10383,0.13232
2014,Lower Secondary Level,female,Part Time,0.24634,565,1973,0.22732,0.26536
2014,Lower Secondary Level,female,Not Working,0.63558,1165,1973,0.61434,0.65682
2014,Upper Secondary Level,male,Full Time,0.49817,3019,5660,0.48515,0.51120
2014,Upper Secondary Level,male,Part Time,0.15412,846,5660,0.14472,0.16353
2014,Upper Secondary Level,male,Not Working,0.34770,1795,5660,0.33529,0.36011
2014,Upper Secondary Level,female,Full Time,0.23027,1502,6888,0.22033,0.24021
2014,Upper Secondary Level,female,Part Time,0.32094,2691,6888,0.30991,0.33197
2014,Upper Secondary Level,female,Not Working,0.44879,2695,6888,0.43704,0.46054
2014,Post-secondary Non-tertiary Level,male,Full Time,0.64396,511,747,0.60959,0.67832
2014,Post-secondary Non-tertiary Level,male,Part Time,0.17601,117,747,0.14868,0.20333
2014,Post-secondary Non-tertiary Level,male,Not Working,0.18004,119,747,0.15247,0.20761
2014,Post-secondary Non-tertiary Level,female,Full Time,0.38935,398,1299,0.36282,0.41588
2014,Post-secondary Non-tertiary Level,female,Part Time,0.39213,618,1299,0.36557,0.41869
2014,Post-secondary Non-tertiary Level,female,Not Working,0.21852,283,1299,0.19604,0.24101
2014,First Stage of Tertiary Education,male,Full Time,0.59005,603,983,0.55929,0.62081
2014,First Stage of Tertiary Education,male,Part Time,0.08443,96,983,0.06704,0.10182
2014,First Stage of Tertiary Education,male,Not Working,0.32552,284,983,0.29622,0.35483
2014,First Stage of Tertiary Education,female,Full Time,0.32649,177,609,0.28922,0.36377
2014,First Stage of Tertiary Education,female,Part Time,0.34646,261,609,0.30863,0.38428
2014,First Stage of Tertiary Education,female,Not Working,0.32705,171,609,0.28976,0.36434
2014,Second Stage of Tertiary Education,male,Full Time,0.58931,1847,3100,0.57199,0.60664
2014,Second Stage of Tertiary Education,male,Part Time,0.14165,438,3100,0.12938,0.15393
2014,Second Stage of Tertiary Education,male,Not Working,0.26903,815,3100,0.25342,0.28465
2014,Second Stage of Tertiary Education,female,Full Time,0.38403,1121,3127,0.36698,0.40108
2014,Second Stage of Tertiary Education,female,Part Time,0.35262,1249,3127,0.33587,0.36937
2014,Second Stage of Tertiary Education,female,Not Working,0.26335,757,3127,0.24791,0.27879
2015,Pre-primary Level,male,Part Time,0.08878,31,352,0.05903,0.11854
2015,Pre-primary Level,male,Not Working,0.90982,321,352,0.87985,0.93978
2015,Pre-primary Level,female,Part Time,0.09938,40,421,0.07076,0.12799
2015,Pre-primary Level,female,Not Working,0.90062,381,421,0.87201,0.92924
2015,Primary Level,male,Full Time,0.30401,57,217,0.24266,0.36535
2015,Primary Level,male,Part Time,0.18444,32,217,0.13271,0.23616
2015,Primary Level,male,Not Working,0.51156,128,217,0.44489,0.57822
2015,Primary Level,female,Part Time,0.20216,60,291,0.15594,0.24839
2015,Primary Level,female,Not Working,0.67186,231,291,0.61782,0.72590
2015,Lower Secondary Level,male,Full Time,0.40917,475,1255,0.38196,0.43638
2015,Lower Secondary Level,male,Part Time,0.16100,210,1255,0.14065,0.18134
2015,Lower Secondary Level,male,Not Working,0.42983,570,1255,0.40243,0.45723
2015,Lower Secondary Level,female,Full Time,0.09945,199,1850,0.08581,0.11309
2015,Lower Secondary Level,female,Part Time,0.24229,484,1850,0.22276,0.26182
2015,Lower Secondary Level,female,Not Working,0.65826,1167,1850,0.63664,0.67988
2015,Upper Secondary Level,male,Full Time,0.49789,2777,5475,0.48465,0.51114
2015,Upper Secondary Level,male,Part Time,0.14439,802,5475,0.13508,0.15370
2015,Upper Secondary Level,male,Not Working,0.35772,1896,5475,0.34502,0.37042
2015,Upper Secondary Level,female,Full Time,0.22271,1399,6700,0.21275,0.23267
2015,Upper Secondary Level,female,Part Time,0.33424,2564,6700,0.32294,0.34554
2015,Upper Secondary Level,female,Not Working,0.44305,2737,6700,0.43115,0.45494
2015,Post-secondary Non-tertiary Level,male,Full Time,0.63649,499,810,0.60334,0.66963
2015,Post-secondary Non-tertiary Level,male,Part Time,0.17815,120,810,0.15179,0.20452
2015,Post-secondary Non-tertiary Level,male,Not Working,0.18536,191,810,0.15858,0.21214
2015,Post-secondary Non-tertiary Level,female,Full Time,0.38025,390,1346,0.35430,0.40619
2015,Post-secondary Non-tertiary Level,female,Part Time,0.37956,604,1346,0.35362,0.40549
2015,Post-secondary Non-tertiary Level,female,Not Working,0.24020,352,1346,0.21736,0.26303
2015,First Stage of Tertiary Education,male,Full Time,0.60203,589,947,0.57084,0.63322
2015,First Stage of Tertiary Education,male,Part Time,0.08737,91,947,0.06937,0.10536
2015,First Stage of Tertiary Education,male,Not Working,0.31060,267,947,0.28111,0.34009
2015,First Stage of Tertiary Education,female,Full Time,0.31508,161,582,0.27731,0.35286
2015,First Stage of Tertiary Education,female,Part Time,0.36896,253,582,0.32972,0.40819
2015,First Stage of Tertiary Education,female,Not Working,0.31596,168,582,0.27816,0.35376
2015,Second Stage of Tertiary Education,male,Full Time,0.56695,1752,3198,0.54977,0.58413
2015,Second Stage of Tertiary Education,male,Part Time,0.13962,425,3198,0.12761,0.15164
2015,Second Stage of Tertiary Education,male,Not Working,0.29343,1021,3198,0.27765,0.30921
2015,Second Stage of Tertiary Education,female,Full Time,0.37447,1036,3224,0.35776,0.39118
2015,Second Stage of Tertiary Education,female,Part Time,0.33945,1192,3224,0.32310,0.35579
2015,Second Stage of Tertiary Education,female,Not Working,0.28608,996,3224,0.27048,0.30169
2016,Pre-primary Level,male,Not Working,0.94858,386,386,0.92652,0.97064
2016,Pre-primary Level,female,Part Time,0.09669,42,453,0.06944,0.12393
2016,Pre-primary Level,female,Not Working,0.90247,411,453,0.87512,0.92982
2016,Primary Level,male,Full Time,0.29163,54,725,0.25852,0.32474
2016,Primary Level,male,Part Time,0.20304,47,725,0.17373,0.23234
2016,Primary Level,male,Not Working,0.50534,624,725,0.46892,0.54175
2016,Primary Level,female,Part Time,0.19433,64,698,0.16495,0.22370
2016,Primary Level,female,Not Working,0.69453,634,698,0.66034,0.72873
2016,Lower Secondary Level,male,Full Time,0.39057,448,1421,0.36519,0.41594
2016,Lower Secondary Level,male,Part Time,0.20057,221,1421,0.17974,0.22140
2016,Lower Secondary Level,male,Not Working,0.40886,752,1421,0.38329,0.43443
2016,Lower Secondary Level,female,Full Time,0.11371,190,1871,0.09932,0.12810
2016,Lower Secondary Level,female,Part Time,0.24427,475,1871,0.22480,0.26374
2016,Lower Secondary Level,female,Not Working,0.64202,1206,1871,0.62029,0.66375
2016,Upper Secondary Level,male,Full Time,0.50754,2600,5272,0.49404,0.52104
2016,Upper Secondary Level,male,Part Time,0.15800,779,5272,0.14815,0.16784
2016,Upper Secondary Level,male,Not Working,0.33447,1893,5272,0.32173,0.34720
2016,Upper Secondary Level,female,Full Time,0.24110,1362,6272,0.23052,0.25169
2016,Upper Secondary Level,female,Part Time,0.34057,2403,6272,0.32884,0.35229
2016,Upper Secondary Level,female,Not Working,0.41833,2507,6272,0.40612,0.43054
2016,Post-secondary Non-tertiary Level,male,Full Time,0.67856,521,799,0.64615,0.71096
2016,Post-secondary Non-tertiary Level,male,Part Time,0.16180,123,799,0.13625,0.18735
2016,Post-secondary Non-tertiary Level,male,Not Working,0.15964,155,799,0.13423,0.18506
2016,Post-secondary Non-tertiary Level,female,Full Time,0.37452,409,1294,0.34814,0.40090
2016,Post-secondary Non-tertiary Level,female,Part Time,0.38890,591,1294,0.36233,0.41547
2016,Post-secondary Non-tertiary Level,female,Not Working,0.23658,294,1294,0.21341,0.25974
2016,First Stage of Tertiary Education,male,Full Time,0.62353,532,858,0.59109,0.65597
2016,First Stage of Tertiary Education,male,Part Time,0.06974,77,858,0.05269,0.08680
2016,First Stage of Tertiary Education,male,Not Working,0.30673,249,858,0.27585,0.33760
2016,First Stage of Tertiary Education,female,Full Time,0.38091,178,543,0.34002,0.42179
2016,First Stage of Tertiary Education,female,Part Time,0.30474,209,543,0.26598,0.34349
2016,First Stage of Tertiary Education,female,Not Working,0.31436,156,543,0.27527,0.35344
2016,Second Stage of Tertiary Education,male,Full Time,0.56808,1687,3294,0.55117,0.58500
2016,Second Stage of Tertiary Education,male,Part Time,0.14880,447,3294,0.13664,0.16096
2016,Second Stage of Tertiary Education,male,Not Working,0.28312,1160,3294,0.26773,0.29850
2016,Second Stage of Tertiary Education,female,Full Time,0.36605,1026,3194,0.34934,0.38276
2016,Second Stage of Tertiary Education,female,Part Time,0.36730,1236,3194,0.35058,0.38403
2016,Second Stage of Tertiary Education,female,Not Working,0.26664,932,3194,0.25130,0.28198
2017,Pre-primary Level,male,Part Time,0.08958,37,440,0.06287,0.11630
2017,Pre-primary Level,male,Not Working,0.90345,403,440,0.87582,0.93108
2017,Pre-primary Level,female,Part Time,0.08767,44,479,0.06232,0.11302
2017,Pre-primary Level,female,Not Working,0.91233,435,479,0.88698,0.93768
2017,Primary Level,male,Full Time,0.32680,79,952,0.29699,0.35661
2017,Primary Level,male,Part Time,0.22004,77,952,0.19371,0.24637
2017,Primary Level,male,Not Working,0.45316,796,952,0.42152,0.48480
2017,Primary Level,female,Part Time,0.18734,75,956,0.16259,0.21208
2017,Primary Level,female,Not Working,0.73729,881,956,0.70937,0.76520
2017,Lower Secondary Level,male,Full Time,0.39589,497,1606,0.37196,0.41981
2017,Lower Secondary Level,male,Part Time,0.19321,241,1606,0.17390,0.21253
2017,Lower Secondary Level,male,Not Working,0.41090,868,1606,0.38683,0.43497
2017,Lower Secondary Level,female,Full Time,0.13197,230,2095,0.11748,0.14647
2017,Lower Secondary Level,female,Part Time,0.25147,525,2095,0.23288,0.27005
2017,Lower Secondary Level,female,Not Working,0.61656,1340,2095,0.59573,0.63739
2017,Upper Secondary Level,male,Full Time,0.51314,2951,5864,0.50034,0.52593
2017,Upper Secondary Level,male,Part Time,0.15452,898,5864,0.14526,0.16377
2017,Upper Secondary Level,male,Not Working,0.33235,2015,5864,0.32029,0.34440
2017,Upper Secondary Level,female,Full Time,0.24457,1582,6895,0.23443,0.25472
2017,Upper Secondary Level,female,Part Time,0.33940,2651,6895,0.32822,0.35057
2017,Upper Secondary Level,female,Not Working,0.41603,2662,6895,0.40440,0.42767
2017,Post-secondary Non-tertiary Level,male,Full Time,0.64544,555,874,0.61371,0.67718
2017,Post-secondary Non-tertiary Level,male,Part Time,0.18828,152,874,0.16235,0.21421
2017,Post-secondary Non-tertiary Level,male,Not Working,0.16628,167,874,0.14158,0.19097
2017,Post-secondary Non-tertiary Level,female,Full Time,0.36955,451,1438,0.34459,0.39451
2017,Post-secondary Non-tertiary Level,female,Part Time,0.40188,674,1438,0.37653,0.42722
2017,Post-secondary Non-tertiary Level,female,Not Working,0.22858,313,1438,0.20687,0.25029
2017,First Stage of Tertiary Education,male,Full Time,0.61903,598,940,0.58797,0.65009
2017,First Stage of Tertiary Education,male,Part Time,0.10081,95,940,0.08156,0.12007
2017,First Stage of Tertiary Education,male,Not Working,0.28016,247,940,0.25143,0.30888
2017,First Stage of Tertiary Education,female,Full Time,0.37468,200,587,0.33549,0.41387
2017,First Stage of Tertiary Education,female,Part Time,0.31483,221,587,0.27723,0.35244
2017,First Stage of Tertiary Education,female,Not Working,0.31049,166,587,0.27302,0.34795
2017,Second Stage of Tertiary Education,male,Full Time,0.56390,1915,3731,0.54799,0.57982
2017,Second Stage of Tertiary Education,male,Part Time,0.17221,572,3731,0.16010,0.18433
2017,Second Stage of Tertiary Education,male,Not Working,0.26389,1244,3731,0.24974,0.27803
2017,Second Stage of Tertiary Education,female,Full Time,0.38188,1195,3520,0.36583,0.39793
2017,Second Stage of Tertiary Education,female,Part Time,0.35390,1319,3520,0.33810,0.36970
2017,Second Stage of Tertiary Education,female,Not Working,0.26422,1006,3520,0.24965,0.27879
2018,Pre-primary Level,male,Part Time,0.08382,31,405,0.05680,0.11085
2018,Pre-primary Level,male,Not Working,0.90750,374,405,0.87924,0.93575
2018,Pre-primary Level,female,Part Time,0.11703,34,368,0.08414,0.14992
2018,Pre-primary Level,female,Not Working,0.87683,334,368,0.84321,0.91046
2018,Primary Level,male,Full Time,0.28020,95,911,0.25102,0.30938
2018,Primary Level,male,Part Time,0.18641,122,911,0.16110,0.21171
2018,Primary Level,male,Not Working,0.53339,694,911,0.50098,0.56581
2018,Primary Level,female,Part Time,0.21549,86,897,0.18856,0.24241
2018,Primary Level,female,Not Working,0.68560,811,897,0.65520,0.71600
2018,Lower Secondary Level,male,Full Time,0.40181,509,1592,0.37772,0.42590
2018,Lower Secondary Level,male,Part Time,0.20274,282,1592,0.18298,0.22249
2018,Lower Secondary Level,male,Not Working,0.39545,801,1592,0.37143,0.41948
2018,Lower Secondary Level,female,Full Time,0.10773,196,1984,0.09408,0.12138
2018,Lower Secondary Level,female,Part Time,0.27180,551,1984,0.25222,0.29138
2018,Lower Secondary Level,female,Not Working,0.62047,1237,1984,0.59911,0.64183
2018,Upper Secondary Level,male,Full Time,0.50609,2755,5562,0.49295,0.51923
2018,Upper Secondary Level,male,Part Time,0.17120,928,5562,0.16130,0.18110
2018,Upper Secondary Level,male,Not Working,0.32271,1879,5562,0.31042,0.33500
2018,Upper Secondary Level,female,Full Time,0.24762,1520,6590,0.23720,0.25804
2018,Upper Secondary Level,female,Part Time,0.34380,2570,6590,0.33233,0.35527
2018,Upper Secondary Level,female,Not Working,0.40858,2500,6590,0.39671,0.42045
2018,Post-secondary Non-tertiary Level,male,Full Time,0.63320,539,840,0.60058,0.66581
2018,Post-secondary Non-tertiary Level,male,Part Time,0.21068,155,840,0.18309,0.23828
2018,Post-secondary Non-tertiary Level,male,Not Working,0.15612,146,840,0.13156,0.18068
2018,Post-secondary Non-tertiary Level,female,Full Time,0.37559,441,1372,0.34995,0.40122
2018,Post-secondary Non-tertiary Level,female,Part Time,0.39988,626,1372,0.37395,0.42581
2018,Post-secondary Non-tertiary Level,female,Not Working,0.22453,305,1372,0.20244,0.24662
2018,First Stage of Tertiary Education,male,Full Time,0.60263,551,875,0.57018,0.63507
2018,First Stage of Tertiary Education,male,Part Time,0.11504,82,875,0.09389,0.13619
2018,First Stage of Tertiary Education,male,Not Working,0.28234,242,875,0.25249,0.31218
2018,First Stage of Tertiary Education,female,Full Time,0.36469,193,571,0.32518,0.40421
2018,First Stage of Tertiary Education,female,Part Time,0.35287,225,571,0.31364,0.39210
2018,First Stage of Tertiary Education,female,Not Working,0.28243,153,571,0.24548,0.31939
2018,Second Stage of Tertiary Education,male,Full Time,0.58369,1868,3555,0.56748,0.59989
2018,Second Stage of Tertiary Education,male,Part Time,0.15826,558,3555,0.14626,0.17026
2018,Second Stage of Tertiary Education,male,Not Working,0.25805,1129,3555,0.24367,0.27244
2018,Second Stage of Tertiary Education,female,Full Time,0.39392,1194,3422,0.37754,0.41029
2018,Second Stage of Tertiary Education,female,Part Time,0.34921,1293,3422,0.33323,0.36518
2018,Second Stage of Tertiary Education,female,Not Working,0.25687,935,3422,0.24223,0.27151
2019,Pre-primary Level,male,Not Working,0.94050,290,290,0.91322,0.96777
2019,Pre-primary Level,female,Part Time,0.15712,37,292,0.11531,0.19893
2019,Pre-primary Level,female,Not Working,0.83084,255,292,0.78776,0.87391
2019,Primary Level,male,Full Time,0.33189,125,889,0.30092,0.36286
2019,Primary Level,male,Part Time,0.20128,155,889,0.17491,0.22765
2019,Primary Level,male,Not Working,0.46683,609,889,0.43401,0.49964
2019,Primary Level,female,Part Time,0.26955,86,803,0.23884,0.30026
2019,Primary Level,female,Not Working,0.64375,717,803,0.61061,0.67689
2019,Lower Secondary Level,male,Full Time,0.41862,502,1466,0.39336,0.44388
2019,Lower Secondary Level,male,Part Time,0.20531,300,1466,0.18462,0.22599
2019,Lower Secondary Level,male,Not Working,0.37607,664,1466,0.35127,0.40088
2019,Lower Secondary Level,female,Full Time,0.12265,210,1752,0.10729,0.13802
2019,Lower Secondary Level,female,Part Time,0.27459,459,1752,0.25369,0.29550
2019,Lower Secondary Level,female,Not Working,0.60275,1083,1752,0.57983,0.62567
2019,Upper Secondary Level,male,Full Time,0.50435,2725,5386,0.49100,0.51771
2019,Upper Secondary Level,male,Part Time,0.15291,865,5386,0.14329,0.16252
2019,Upper Secondary Level,male,Not Working,0.34274,1796,5386,0.33006,0.35542
2019,Upper Secondary Level,female,Full Time,0.24587,1516,6306,0.23524,0.25650
2019,Upper Secondary Level,female,Part Time,0.33678,2372,6306,0.32511,0.34844
2019,Upper Secondary Level,female,Not Working,0.41736,2418,6306,0.40518,0.42953
2019,Post-secondary Non-tertiary Level,male,Full Time,0.66016,590,882,0.62889,0.69144
2019,Post-secondary Non-tertiary Level,male,Part Time,0.20852,150,882,0.18169,0.23534
2019,Post-secondary Non-tertiary Level,male,Not Working,0.13132,142,882,0.10902,0.15362
2019,Post-secondary Non-tertiary Level,female,Full Time,0.36976,453,1375,0.34423,0.39528
2019,Post-secondary Non-tertiary Level,female,Part Time,0.39550,632,1375,0.36964,0.42135
2019,Post-secondary Non-tertiary Level,female,Not Working,0.23475,290,1375,0.21233,0.25716
2019,First Stage of Tertiary Education,male,Full Time,0.61690,703,1077,0.58786,0.64595
2019,First Stage of Tertiary Education,male,Part Time,0.11650,110,1077,0.09733,0.13567
2019,First Stage of Tertiary Education,male,Not Working,0.26660,264,1077,0.24018,0.29302
2019,First Stage of Tertiary Education,female,Full Time,0.36536,203,580,0.32614,0.40458
2019,First Stage of Tertiary Education,female,Part Time,0.33469,218,580,0.29625,0.37313
2019,First Stage of Tertiary Education,female,Not Working,0.29995,159,580,0.26262,0.33728
2019,Second Stage of Tertiary Education,male,Full Time,0.56936,2316,4033,0.55407,0.58464
2019,Second Stage of Tertiary Education,male,Part Time,0.15861,659,4033,0.14733,0.16988
2019,Second Stage of Tertiary Education,male,Not Working,0.27204,1058,4033,0.25830,0.28577
2019,Second Stage of Tertiary Education,female,Full Time,0.38050,1261,3550,0.36452,0.39647
2019,Second Stage of Tertiary Education,female,Part Time,0.35525,1355,3550,0.33951,0.37100
2019,Second Stage of Tertiary Education,female,Not Working,0.26425,934,3550,0.24975,0.27876
2020,Pre-primary Level,male,Part Time,0.12198,44,395,0.08966,0.15429
2020,Pre-primary Level,male,Not Working,0.87782,351,395,0.84549,0.91016
2020,Pre-primary Level,female,Part Time,0.07946,32,367,0.05176,0.10717
2020,Pre-primary Level,female,Not Working,0.92018,335,367,0.89241,0.94794
2020,Primary Level,male,Full Time,0.30648,214,1016,0.27812,0.33485
2020,Primary Level,male,Part Time,0.21833,197,1016,0.19292,0.24375
2020,Primary Level,male,Not Working,0.47518,605,1016,0.44446,0.50590
2020,Primary Level,female,Full Time,0.08980,37,815,0.07016,0.10944
2020,Primary Level,female,Part Time,0.31557,124,815,0.28364,0.34749
2020,Primary Level,female,Not Working,0.59464,654,815,0.56091,0.62836
2020,Lower Secondary Level,male,Full Time,0.43261,594,1574,0.40813,0.45710
2020,Lower Secondary Level,male,Part Time,0.18496,310,1574,0.16578,0.20415
2020,Lower Secondary Level,male,Not Working,0.38242,670,1574,0.35841,0.40644
2020,Lower Secondary Level,female,Full Time,0.11701,219,1760,0.10199,0.13204
2020,Lower Secondary Level,female,Part Time,0.24498,466,1760,0.22488,0.26508
2020,Lower Secondary Level,female,Not Working,0.63801,1075,1760,0.61555,0.66047
2020,Upper Secondary Level,male,Full Time,0.49590,2639,5308,0.48244,0.50935
2020,Upper Secondary Level,male,Part Time,0.16140,899,5308,0.15150,0.17130
2020,Upper Secondary Level,male,Not Working,0.34270,1770,5308,0.32993,0.35547
2020,Upper Secondary Level,female,Full Time,0.23579,1445,6070,0.22511,0.24647
2020,Upper Secondary Level,female,Part Time,0.33061,2251,6070,0.31878,0.34245
2020,Upper Secondary Level,female,Not Working,0.43360,2374,6070,0.42113,0.44607
2020,Post-secondary Non-tertiary Level,male,Full Time,0.68020,632,946,0.65046,0.70994
2020,Post-secondary Non-tertiary Level,male,Part Time,0.18879,187,946,0.16384,0.21375
