,Unnamed: 0,year,pgisced97,sex,pli0096_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
918,918,2021,Upper Secondary Level,female,Never,0.69241,2600,16448,0.66227,0.72252
919,919,2021,Post-secondary Non-tertiary Level,male,At least once per week,0.14458,87,16448,0.11072,0.1926
920,920,2021,Post-secondary Non-tertiary Level,male,At least once per month,0.11589,60,16448,0.07598,0.15679
921,921,2021,Post-secondary Non-tertiary Level,male,Seldom,0.14078,81,16448,0.10296,0.17969
922,922,2021,Post-secondary Non-tertiary Level,male,Never,0.59875,352,16448,0.51442,0.68966
923,923,2021,Post-secondary Non-tertiary Level,female,At least once per week,0.11487,126,16448,0.09363,0.14098
924,924,2021,Post-secondary Non-tertiary Level,female,At least once per month,0.07039,84,16448,0.05504,0.08615
925,925,2021,Post-secondary Non-tertiary Level,female,Seldom,0.12046,126,16448,0.09655,0.15128
926,926,2021,Post-secondary Non-tertiary Level,female,Never,0.69428,616,16448,0.616,0.76952
927,927,2021,First Stage of Tertiary Education,male,At least once per week,0.17704,121,16448,0.13877,0.22477
928,928,2021,First Stage of Tertiary Education,male,At least once per month,0.12315,95,16448,0.09072,0.15757
929,929,2021,First Stage of Tertiary Education,male,Seldom,0.15652,75,16448,0.11912,0.20331
930,930,2021,First Stage of Tertiary Education,male,Never,0.54329,317,16448,0.47075,0.62598
931,931,2021,First Stage of Tertiary Education,female,At least once per week,0.10627,54,16448,0.08375,0.13292
932,932,2021,First Stage of Tertiary Education,female,At least once per month,0.08117,43,16448,0.05636,0.10778
933,933,2021,First Stage of Tertiary Education,female,Seldom,0.13128,49,16448,0.08897,0.17833
934,934,2021,First Stage of Tertiary Education,female,Never,0.68128,245,16448,0.554,0.82929
935,935,2021,Second Stage of Tertiary Education,male,At least once per week,0.17353,480,16448,0.15466,0.1988
936,936,2021,Second Stage of Tertiary Education,male,At least once per month,0.12485,360,16448,0.10633,0.14021
937,937,2021,Second Stage of Tertiary Education,male,Seldom,0.15624,461,16448,0.1369,0.17683
938,938,2021,Second Stage of Tertiary Education,male,Never,0.54538,1391,16448,0.50494,0.5872
939,939,2021,Second Stage of Tertiary Education,female,At least once per week,0.12726,379,16448,0.1118,0.14331
940,940,2021,Second Stage of Tertiary Education,female,At least once per month,0.12787,346,16448,0.11178,0.14737
941,941,2021,Second Stage of Tertiary Education,female,Seldom,0.16831,437,16448,0.14883,0.19303
942,942,2021,Second Stage of Tertiary Education,female,Never,0.57656,1450,16448,0.53517,0.62308
