year,migback,pgisced97,marstat,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,Indirect migration background,Upper Secondary Level,Married,0.34430,114,259,0.28632,0.40228
2009,Indirect migration background,Upper Secondary Level,Single,0.54700,145,259,0.48626,0.60774
2009,Indirect migration background,Second Stage of Tertiary Education,Married,0.36444,40,83,0.26027,0.46861
2009,Indirect migration background,Second Stage of Tertiary Education,Single,0.62332,43,83,0.51844,0.72820
2010,No migration background,Pre-primary Level,Single,0.99906,524,524,0.99644,1.00168
2010,No migration background,Primary Level,Married,0.30410,52,120,0.22145,0.38676
2010,No migration background,Primary Level,Single,0.52857,68,120,0.43888,0.61826
2010,No migration background,Lower Secondary Level,Married,0.31681,613,1668,0.29448,0.33915
2010,No migration background,Lower Secondary Level,"Married, living apart",0.01841,43,1668,0.01196,0.02486
2010,No migration background,Lower Secondary Level,Single,0.34232,601,1668,0.31954,0.36510
2010,No migration background,Lower Secondary Level,Divorced,0.08407,151,1668,0.07075,0.09739
2010,No migration background,Lower Secondary Level,Widowed,0.23827,260,1668,0.21782,0.25872
2010,No migration background,Upper Secondary Level,Married,0.53000,6165,10194,0.52031,0.53969
2010,No migration background,Upper Secondary Level,"Married, living apart",0.02359,234,10194,0.02065,0.02654
2010,No migration background,Upper Secondary Level,Single,0.23688,2105,10194,0.22863,0.24514
2010,No migration background,Upper Secondary Level,Divorced,0.11149,1055,10194,0.10538,0.11760
2010,No migration background,Upper Secondary Level,Widowed,0.09779,635,10194,0.09202,0.10356
2010,No migration background,Post-secondary Non-tertiary Level,Married,0.48376,767,1275,0.45631,0.51120
2010,No migration background,Post-secondary Non-tertiary Level,"Married, living apart",0.01845,42,1275,0.01106,0.02584
2010,No migration background,Post-secondary Non-tertiary Level,Single,0.38661,369,1275,0.35987,0.41336
2010,No migration background,Post-secondary Non-tertiary Level,Divorced,0.06977,97,1275,0.05578,0.08376
2010,No migration background,First Stage of Tertiary Education,Married,0.61636,1039,1441,0.59124,0.64147
2010,No migration background,First Stage of Tertiary Education,"Married, living apart",0.02800,42,1441,0.01948,0.03652
2010,No migration background,First Stage of Tertiary Education,Single,0.20033,194,1441,0.17965,0.22100
2010,No migration background,First Stage of Tertiary Education,Divorced,0.10166,110,1441,0.08605,0.11727
2010,No migration background,First Stage of Tertiary Education,Widowed,0.05341,56,1441,0.04180,0.06502
2010,No migration background,Second Stage of Tertiary Education,Married,0.55761,3218,4663,0.54335,0.57187
2010,No migration background,Second Stage of Tertiary Education,"Married, living apart",0.03114,123,4663,0.02615,0.03612
2010,No migration background,Second Stage of Tertiary Education,Single,0.27091,813,4663,0.25815,0.28366
2010,No migration background,Second Stage of Tertiary Education,Divorced,0.09621,360,4663,0.08775,0.10468
2010,No migration background,Second Stage of Tertiary Education,Widowed,0.04392,149,4663,0.03804,0.04981
2010,Direct migration background,Pre-primary Level,Single,0.99820,36,36,0.98414,1.01225
2010,Direct migration background,Primary Level,Married,0.70245,138,138,0.62589,0.77901
2010,Direct migration background,Lower Secondary Level,Married,0.70274,479,617,0.66665,0.73883
2010,Direct migration background,Lower Secondary Level,Single,0.10805,69,617,0.08354,0.13257
2010,Direct migration background,Lower Secondary Level,Divorced,0.05944,35,617,0.04077,0.07811
2010,Direct migration background,Lower Secondary Level,Widowed,0.09505,34,617,0.07189,0.11821
2010,Direct migration background,Upper Secondary Level,Married,0.68986,839,1060,0.66200,0.71772
2010,Direct migration background,Upper Secondary Level,Single,0.14654,124,1060,0.12524,0.16784
2010,Direct migration background,Upper Secondary Level,Divorced,0.07411,64,1060,0.05833,0.08989
2010,Direct migration background,Upper Secondary Level,Widowed,0.05889,33,1060,0.04471,0.07307
2010,Direct migration background,Post-secondary Non-tertiary Level,Married,0.73218,242,308,0.68265,0.78172
2010,Direct migration background,Post-secondary Non-tertiary Level,Single,0.08210,35,308,0.05139,0.11281
2010,Direct migration background,Post-secondary Non-tertiary Level,Divorced,0.08665,31,308,0.05518,0.11812
2010,Direct migration background,First Stage of Tertiary Education,Married,0.74925,96,96,0.66209,0.83642
2010,Direct migration background,Second Stage of Tertiary Education,Married,0.75340,444,527,0.71657,0.79024
2010,Direct migration background,Second Stage of Tertiary Education,Single,0.11427,50,527,0.08708,0.14145
2010,Direct migration background,Second Stage of Tertiary Education,Divorced,0.06379,33,527,0.04291,0.08468
2010,Indirect migration background,Lower Secondary Level,Married,0.13681,65,183,0.08689,0.18674
2010,Indirect migration background,Lower Secondary Level,Single,0.79237,118,183,0.73344,0.85130
2010,Indirect migration background,Upper Secondary Level,Married,0.29480,234,447,0.25248,0.33711
2010,Indirect migration background,Upper Secondary Level,Single,0.61485,177,447,0.56968,0.66001
2010,Indirect migration background,Upper Secondary Level,Divorced,0.05640,36,447,0.03499,0.07781
2010,Indirect migration background,Post-secondary Non-tertiary Level,Married,0.43414,49,49,0.29392,0.57436
2010,Indirect migration background,Second Stage of Tertiary Education,Married,0.39166,89,143,0.31137,0.47194
2010,Indirect migration background,Second Stage of Tertiary Education,Single,0.59017,54,143,0.50928,0.67106
2011,No migration background,Pre-primary Level,Single,0.99571,678,678,0.99079,1.00063
2011,No migration background,Primary Level,Married,0.27004,72,152,0.19922,0.34085
2011,No migration background,Primary Level,Single,0.42273,80,152,0.34393,0.50152
2011,No migration background,Lower Secondary Level,Married,0.35384,859,2160,0.33367,0.37401
2011,No migration background,Lower Secondary Level,"Married, living apart",0.02183,66,2160,0.01567,0.02799
2011,No migration background,Lower Secondary Level,Single,0.31735,705,2160,0.29772,0.33698
2011,No migration background,Lower Secondary Level,Divorced,0.08595,213,2160,0.07412,0.09777
2011,No migration background,Lower Secondary Level,Widowed,0.22049,317,2160,0.20300,0.23797
2011,No migration background,Upper Secondary Level,Married,0.53528,7357,12151,0.52641,0.54415
2011,No migration background,Upper Secondary Level,"Married, living apart",0.02041,292,12151,0.01789,0.02292
2011,No migration background,Upper Secondary Level,Single,0.23938,2407,12151,0.23179,0.24696
2011,No migration background,Upper Secondary Level,Divorced,0.10942,1301,12151,0.10387,0.11497
2011,No migration background,Upper Secondary Level,Widowed,0.09539,794,12151,0.09016,0.10061
2011,No migration background,Post-secondary Non-tertiary Level,Married,0.44900,881,1517,0.42396,0.47403
2011,No migration background,Post-secondary Non-tertiary Level,"Married, living apart",0.02078,56,1517,0.01360,0.02796
2011,No migration background,Post-secondary Non-tertiary Level,Single,0.40894,437,1517,0.38419,0.43369
2011,No migration background,Post-secondary Non-tertiary Level,Divorced,0.08455,143,1517,0.07055,0.09856
2011,No migration background,First Stage of Tertiary Education,Married,0.63407,1209,1666,0.61093,0.65721
2011,No migration background,First Stage of Tertiary Education,"Married, living apart",0.02931,48,1666,0.02121,0.03741
2011,No migration background,First Stage of Tertiary Education,Single,0.19496,216,1666,0.17593,0.21399
2011,No migration background,First Stage of Tertiary Education,Divorced,0.09526,133,1666,0.08116,0.10936
2011,No migration background,First Stage of Tertiary Education,Widowed,0.04618,60,1666,0.03610,0.05626
2011,No migration background,Second Stage of Tertiary Education,Married,0.55144,3693,5393,0.53817,0.56472
2011,No migration background,Second Stage of Tertiary Education,"Married, living apart",0.02656,136,5393,0.02227,0.03085
2011,No migration background,Second Stage of Tertiary Education,Single,0.27680,942,5393,0.26486,0.28874
2011,No migration background,Second Stage of Tertiary Education,Divorced,0.09567,430,5393,0.08782,0.10352
2011,No migration background,Second Stage of Tertiary Education,Widowed,0.04943,192,5393,0.04364,0.05522
2011,Direct migration background,Primary Level,Married,0.68759,136,136,0.60941,0.76577
2011,Direct migration background,Lower Secondary Level,Married,0.69524,484,652,0.65988,0.73060
2011,Direct migration background,Lower Secondary Level,Single,0.10626,79,652,0.08259,0.12993
2011,Direct migration background,Lower Secondary Level,Divorced,0.06768,46,652,0.04838,0.08698
2011,Direct migration background,Lower Secondary Level,Widowed,0.09798,43,652,0.07514,0.12082
2011,Direct migration background,Upper Secondary Level,Married,0.67156,914,1235,0.64536,0.69777
2011,Direct migration background,Upper Secondary Level,"Married, living apart",0.02404,34,1235,0.01549,0.03259
2011,Direct migration background,Upper Secondary Level,Single,0.16314,145,1235,0.14252,0.18375
2011,Direct migration background,Upper Secondary Level,Divorced,0.08247,95,1235,0.06712,0.09781
2011,Direct migration background,Upper Secondary Level,Widowed,0.05879,47,1235,0.04567,0.07192
2011,Direct migration background,Post-secondary Non-tertiary Level,Married,0.70928,276,310,0.65865,0.75992
2011,Direct migration background,Post-secondary Non-tertiary Level,Single,0.10628,34,310,0.07192,0.14065
2011,Direct migration background,First Stage of Tertiary Education,Married,0.67700,98,98,0.58394,0.77006
2011,Direct migration background,Second Stage of Tertiary Education,Married,0.69639,483,603,0.65966,0.73312
2011,Direct migration background,Second Stage of Tertiary Education,Single,0.15337,71,603,0.12458,0.18215
2011,Direct migration background,Second Stage of Tertiary Education,Divorced,0.07185,49,603,0.05122,0.09248
2011,Indirect migration background,Lower Secondary Level,Married,0.19158,63,195,0.13620,0.24696
2011,Indirect migration background,Lower Secondary Level,Single,0.73981,132,195,0.67807,0.80155
2011,Indirect migration background,Upper Secondary Level,Married,0.27201,234,495,0.23277,0.31125
2011,Indirect migration background,Upper Secondary Level,Single,0.62575,213,495,0.58308,0.66843
2011,Indirect migration background,Upper Secondary Level,Divorced,0.06255,48,495,0.04119,0.08390
2011,Indirect migration background,Post-secondary Non-tertiary Level,Married,0.36284,50,50,0.22821,0.49747
2011,Indirect migration background,First Stage of Tertiary Education,Married,0.39646,32,32,0.22426,0.56866
2011,Indirect migration background,Second Stage of Tertiary Education,Married,0.39095,105,166,0.31650,0.46541
2011,Indirect migration background,Second Stage of Tertiary Education,Single,0.59058,61,166,0.51555,0.66561
2012,No migration background,Primary Level,Married,0.31154,72,156,0.23863,0.38445
2012,No migration background,Primary Level,Single,0.42583,84,156,0.34798,0.50367
2012,No migration background,Lower Secondary Level,Married,0.37000,850,2120,0.34944,0.39055
2012,No migration background,Lower Secondary Level,"Married, living apart",0.02399,66,2120,0.01748,0.03051
2012,No migration background,Lower Secondary Level,Single,0.31706,689,2120,0.29724,0.33687
2012,No migration background,Lower Secondary Level,Divorced,0.08725,218,2120,0.07523,0.09926
2012,No migration background,Lower Secondary Level,Widowed,0.20128,297,2120,0.18421,0.21836
2012,No migration background,Upper Secondary Level,Married,0.54248,7152,11867,0.53352,0.55144
2012,No migration background,Upper Secondary Level,"Married, living apart",0.02008,292,11867,0.01756,0.02261
2012,No migration background,Upper Secondary Level,Single,0.23518,2339,11867,0.22755,0.24282
2012,No migration background,Upper Secondary Level,Divorced,0.10992,1292,11867,0.10429,0.11555
2012,No migration background,Upper Secondary Level,Widowed,0.09195,792,11867,0.08676,0.09715
2012,No migration background,Post-secondary Non-tertiary Level,Married,0.45072,837,1501,0.42554,0.47590
2012,No migration background,Post-secondary Non-tertiary Level,"Married, living apart",0.02540,47,1501,0.01744,0.03336
2012,No migration background,Post-secondary Non-tertiary Level,Single,0.39474,428,1501,0.37000,0.41948
2012,No migration background,Post-secondary Non-tertiary Level,Divorced,0.08213,156,1501,0.06823,0.09602
2012,No migration background,Post-secondary Non-tertiary Level,Widowed,0.04542,33,1501,0.03488,0.05596
2012,No migration background,First Stage of Tertiary Education,Married,0.62638,1174,1632,0.60290,0.64986
2012,No migration background,First Stage of Tertiary Education,"Married, living apart",0.03067,49,1632,0.02230,0.03904
2012,No migration background,First Stage of Tertiary Education,Single,0.20342,209,1632,0.18388,0.22295
2012,No migration background,First Stage of Tertiary Education,Divorced,0.09409,137,1632,0.07992,0.10826
2012,No migration background,First Stage of Tertiary Education,Widowed,0.04453,63,1632,0.03452,0.05454
2012,No migration background,Second Stage of Tertiary Education,Married,0.55790,3633,5329,0.54456,0.57124
2012,No migration background,Second Stage of Tertiary Education,"Married, living apart",0.02273,122,5329,0.01872,0.02673
2012,No migration background,Second Stage of Tertiary Education,Single,0.27658,935,5329,0.26457,0.28859
2012,No migration background,Second Stage of Tertiary Education,Divorced,0.09263,438,5329,0.08485,0.10042
2012,No migration background,Second Stage of Tertiary Education,Widowed,0.04999,201,5329,0.04414,0.05584
2012,Direct migration background,Pre-primary Level,Single,0.94849,35,35,0.87420,1.02279
2012,Direct migration background,Primary Level,Married,0.62463,110,110,0.53372,0.71553
2012,Direct migration background,Lower Secondary Level,Married,0.68119,459,631,0.64480,0.71758
2012,Direct migration background,Lower Secondary Level,Single,0.12324,87,631,0.09757,0.14891
2012,Direct migration background,Lower Secondary Level,Divorced,0.07768,48,631,0.05678,0.09859
2012,Direct migration background,Lower Secondary Level,Widowed,0.08995,37,631,0.06761,0.11229
2012,Direct migration background,Upper Secondary Level,Married,0.65860,879,1187,0.63161,0.68558
2012,Direct migration background,Upper Secondary Level,"Married, living apart",0.02617,37,1187,0.01708,0.03525
2012,Direct migration background,Upper Secondary Level,Single,0.17504,134,1187,0.15341,0.19667
2012,Direct migration background,Upper Secondary Level,Divorced,0.08765,92,1187,0.07156,0.10375
2012,Direct migration background,Upper Secondary Level,Widowed,0.05254,45,1187,0.03984,0.06524
2012,Direct migration background,Post-secondary Non-tertiary Level,Married,0.68891,270,342,0.63977,0.73804
2012,Direct migration background,Post-secondary Non-tertiary Level,Single,0.12723,36,342,0.09186,0.16260
2012,Direct migration background,Post-secondary Non-tertiary Level,Divorced,0.07357,36,342,0.04586,0.10128
2012,Direct migration background,First Stage of Tertiary Education,Married,0.67113,88,88,0.57241,0.76985
2012,Direct migration background,Second Stage of Tertiary Education,Married,0.70621,482,604,0.66985,0.74256
2012,Direct migration background,Second Stage of Tertiary Education,Single,0.13737,71,604,0.10989,0.16484
2012,Direct migration background,Second Stage of Tertiary Education,Divorced,0.08303,51,604,0.06100,0.10505
2012,Indirect migration background,Lower Secondary Level,Married,0.17537,65,193,0.12158,0.22916
2012,Indirect migration background,Lower Secondary Level,Single,0.73996,128,193,0.67791,0.80200
2012,Indirect migration background,Upper Secondary Level,Married,0.31200,229,476,0.27033,0.35367
2012,Indirect migration background,Upper Secondary Level,Single,0.58485,200,476,0.54054,0.62916
2012,Indirect migration background,Upper Secondary Level,Divorced,0.06438,47,476,0.04231,0.08646
2012,Indirect migration background,Post-secondary Non-tertiary Level,Married,0.41464,53,53,0.28074,0.54855
2012,Indirect migration background,First Stage of Tertiary Education,Married,0.53210,33,33,0.35922,0.70498
2012,Indirect migration background,Second Stage of Tertiary Education,Married,0.39409,100,154,0.31666,0.47152
2012,Indirect migration background,Second Stage of Tertiary Education,Single,0.55123,54,154,0.47242,0.63004
2013,No migration background,Pre-primary Level,Single,0.99935,697,697,0.99745,1.00124
2013,No migration background,Primary Level,Married,0.29907,69,172,0.23045,0.36770
2013,No migration background,Primary Level,Single,0.39655,71,172,0.32322,0.46987
2013,No migration background,Primary Level,Divorced,0.18833,32,172,0.12973,0.24693
2013,No migration background,Lower Secondary Level,Married,0.38159,777,1977,0.36017,0.40301
2013,No migration background,Lower Secondary Level,"Married, living apart",0.02413,55,1977,0.01736,0.03090
2013,No migration background,Lower Secondary Level,Single,0.30913,668,1977,0.28876,0.32951
2013,No migration background,Lower Secondary Level,Divorced,0.08233,205,1977,0.07021,0.09445
2013,No migration background,Lower Secondary Level,Widowed,0.20281,272,1977,0.18508,0.22054
2013,No migration background,Upper Secondary Level,Married,0.53694,6593,11115,0.52767,0.54621
2013,No migration background,Upper Secondary Level,"Married, living apart",0.02203,314,11115,0.01930,0.02475
2013,No migration background,Upper Secondary Level,Single,0.23280,2198,11115,0.22494,0.24066
2013,No migration background,Upper Secondary Level,Divorced,0.11101,1252,11115,0.10517,0.11685
2013,No migration background,Upper Secondary Level,Widowed,0.09708,758,11115,0.09158,0.10259
2013,No migration background,Post-secondary Non-tertiary Level,Married,0.43656,807,1428,0.41082,0.46229
2013,No migration background,Post-secondary Non-tertiary Level,"Married, living apart",0.02264,42,1428,0.01493,0.03036
2013,No migration background,Post-secondary Non-tertiary Level,Single,0.39650,391,1428,0.37112,0.42188
2013,No migration background,Post-secondary Non-tertiary Level,Divorced,0.08905,152,1428,0.07427,0.10383
2013,No migration background,Post-secondary Non-tertiary Level,Widowed,0.05525,36,1428,0.04340,0.06710
2013,No migration background,First Stage of Tertiary Education,Married,0.62883,1090,1535,0.60466,0.65301
2013,No migration background,First Stage of Tertiary Education,"Married, living apart",0.03025,45,1535,0.02168,0.03882
2013,No migration background,First Stage of Tertiary Education,Single,0.18628,193,1535,0.16680,0.20577
2013,No migration background,First Stage of Tertiary Education,Divorced,0.10268,145,1535,0.08749,0.11787
2013,No migration background,First Stage of Tertiary Education,Widowed,0.05196,62,1535,0.04085,0.06307
2013,No migration background,Second Stage of Tertiary Education,Married,0.55665,3486,5178,0.54312,0.57018
2013,No migration background,Second Stage of Tertiary Education,"Married, living apart",0.02436,132,5178,0.02016,0.02855
2013,No migration background,Second Stage of Tertiary Education,Single,0.27296,938,5178,0.26082,0.28510
2013,No migration background,Second Stage of Tertiary Education,Divorced,0.09600,429,5178,0.08798,0.10403
2013,No migration background,Second Stage of Tertiary Education,Widowed,0.04986,193,5178,0.04393,0.05579
2013,Direct migration background,Pre-primary Level,Single,0.97072,124,124,0.94093,1.00052
2013,Direct migration background,Primary Level,Married,0.66720,286,327,0.61605,0.71835
2013,Direct migration background,Primary Level,Single,0.08346,41,327,0.05343,0.11348
2013,Direct migration background,Lower Secondary Level,Married,0.69310,922,1337,0.66837,0.71783
2013,Direct migration background,Lower Secondary Level,Single,0.13536,273,1337,0.11702,0.15371
2013,Direct migration background,Lower Secondary Level,Divorced,0.06480,89,1337,0.05160,0.07800
2013,Direct migration background,Lower Secondary Level,Widowed,0.08378,53,1337,0.06892,0.09863
2013,Direct migration background,Upper Secondary Level,Married,0.62482,1581,2241,0.60477,0.64487
2013,Direct migration background,Upper Secondary Level,"Married, living apart",0.03263,67,2241,0.02528,0.03999
2013,Direct migration background,Upper Secondary Level,Single,0.21881,381,2241,0.20169,0.23593
2013,Direct migration background,Upper Secondary Level,Divorced,0.08380,157,2241,0.07233,0.09528
2013,Direct migration background,Upper Secondary Level,Widowed,0.03994,55,2241,0.03183,0.04805
2013,Direct migration background,Post-secondary Non-tertiary Level,Married,0.66583,580,785,0.63282,0.69885
2013,Direct migration background,Post-secondary Non-tertiary Level,"Married, living apart",0.06599,36,785,0.04861,0.08336
2013,Direct migration background,Post-secondary Non-tertiary Level,Single,0.13876,89,785,0.11456,0.16296
2013,Direct migration background,Post-secondary Non-tertiary Level,Divorced,0.10750,80,785,0.08582,0.12918
2013,Direct migration background,First Stage of Tertiary Education,Married,0.62662,95,95,0.52884,0.72440
2013,Direct migration background,Second Stage of Tertiary Education,Married,0.65149,1024,1357,0.62612,0.67685
2013,Direct migration background,Second Stage of Tertiary Education,"Married, living apart",0.04235,50,1357,0.03163,0.05306
2013,Direct migration background,Second Stage of Tertiary Education,Single,0.19196,176,1357,0.17100,0.21292
2013,Direct migration background,Second Stage of Tertiary Education,Divorced,0.09158,107,1357,0.07623,0.10693
2013,Indirect migration background,Pre-primary Level,Single,0.99321,244,244,0.98288,1.00353
2013,Indirect migration background,Lower Secondary Level,Married,0.21465,123,424,0.17553,0.25378
2013,Indirect migration background,Lower Secondary Level,Single,0.70557,301,424,0.66214,0.74901
2013,Indirect migration background,Upper Secondary Level,Married,0.32967,326,783,0.29672,0.36262
2013,Indirect migration background,Upper Secondary Level,Single,0.58997,409,783,0.55550,0.62444
2013,Indirect migration background,Upper Secondary Level,Divorced,0.04547,48,783,0.03087,0.06008
2013,Indirect migration background,Post-secondary Non-tertiary Level,Married,0.38796,68,121,0.30077,0.47515
2013,Indirect migration background,Post-secondary Non-tertiary Level,Single,0.56977,53,121,0.48119,0.65836
2013,Indirect migration background,First Stage of Tertiary Education,Married,0.63751,43,43,0.49213,0.78290
2013,Indirect migration background,Second Stage of Tertiary Education,Married,0.38351,161,281,0.32655,0.44046
2013,Indirect migration background,Second Stage of Tertiary Education,Single,0.58048,120,281,0.52268,0.63828
2014,No migration background,Pre-primary Level,Single,0.98178,567,567,0.97076,0.99280
2014,No migration background,Primary Level,Married,0.30373,64,166,0.23356,0.37390
2014,No migration background,Primary Level,Single,0.40165,70,166,0.32685,0.47645
2014,No migration background,Primary Level,Divorced,0.22606,32,166,0.16224,0.28988
2014,No migration background,Lower Secondary Level,Married,0.35358,683,1790,0.33143,0.37573
2014,No migration background,Lower Secondary Level,"Married, living apart",0.02671,48,1790,0.01924,0.03418
2014,No migration background,Lower Secondary Level,Single,0.32353,628,1790,0.30185,0.34520
2014,No migration background,Lower Secondary Level,Divorced,0.08510,176,1790,0.07217,0.09803
2014,No migration background,Lower Secondary Level,Widowed,0.21032,255,1790,0.19144,0.22921
2014,No migration background,Upper Secondary Level,Married,0.53927,5982,10021,0.52951,0.54903
2014,No migration background,Upper Secondary Level,"Married, living apart",0.02214,246,10021,0.01926,0.02502
2014,No migration background,Upper Secondary Level,Single,0.22765,1969,10021,0.21944,0.23586
2014,No migration background,Upper Secondary Level,Divorced,0.11160,1102,10021,0.10544,0.11777
2014,No migration background,Upper Secondary Level,Widowed,0.09935,722,10021,0.09349,0.10520
2014,No migration background,Post-secondary Non-tertiary Level,Married,0.43678,729,1301,0.40981,0.46374
2014,No migration background,Post-secondary Non-tertiary Level,"Married, living apart",0.03037,42,1301,0.02104,0.03969
2014,No migration background,Post-secondary Non-tertiary Level,Single,0.38855,356,1301,0.36205,0.41505
2014,No migration background,Post-secondary Non-tertiary Level,Divorced,0.08913,140,1301,0.07364,0.10462
2014,No migration background,Post-secondary Non-tertiary Level,Widowed,0.05518,34,1301,0.04276,0.06759
2014,No migration background,First Stage of Tertiary Education,Married,0.63361,1019,1421,0.60855,0.65867
2014,No migration background,First Stage of Tertiary Education,"Married, living apart",0.02872,35,1421,0.02003,0.03741
2014,No migration background,First Stage of Tertiary Education,Single,0.17466,169,1421,0.15491,0.19441
2014,No migration background,First Stage of Tertiary Education,Divorced,0.11174,138,1421,0.09535,0.12813
2014,No migration background,First Stage of Tertiary Education,Widowed,0.05127,60,1421,0.03980,0.06274
2014,No migration background,Second Stage of Tertiary Education,Married,0.54807,3213,4828,0.53403,0.56211
2014,No migration background,Second Stage of Tertiary Education,"Married, living apart",0.02370,130,4828,0.01940,0.02799
2014,No migration background,Second Stage of Tertiary Education,Single,0.27906,890,4828,0.26640,0.29171
2014,No migration background,Second Stage of Tertiary Education,Divorced,0.09701,403,4828,0.08866,0.10536
2014,No migration background,Second Stage of Tertiary Education,Widowed,0.05200,192,4828,0.04574,0.05826
2014,Direct migration background,Primary Level,Married,0.67188,209,242,0.61260,0.73116
2014,Direct migration background,Primary Level,Single,0.08912,33,242,0.05315,0.12509
2014,Direct migration background,Lower Secondary Level,Married,0.70411,711,1025,0.67616,0.73207
2014,Direct migration background,Lower Secondary Level,Single,0.12274,196,1025,0.10264,0.14284
2014,Direct migration background,Lower Secondary Level,Divorced,0.07276,73,1025,0.05685,0.08867
2014,Direct migration background,Lower Secondary Level,Widowed,0.06448,45,1025,0.04943,0.07952
2014,Direct migration background,Upper Secondary Level,Married,0.59532,1282,1845,0.57292,0.61773
2014,Direct migration background,Upper Secondary Level,"Married, living apart",0.03864,56,1845,0.02984,0.04744
2014,Direct migration background,Upper Secondary Level,Single,0.23485,318,1845,0.21551,0.25420
2014,Direct migration background,Upper Secondary Level,Divorced,0.08769,137,1845,0.07478,0.10060
2014,Direct migration background,Upper Secondary Level,Widowed,0.04349,52,1845,0.03418,0.05280
2014,Direct migration background,Post-secondary Non-tertiary Level,Married,0.65768,460,584,0.61917,0.69620
2014,Direct migration background,Post-secondary Non-tertiary Level,Single,0.14242,64,584,0.11405,0.17079
2014,Direct migration background,Post-secondary Non-tertiary Level,Divorced,0.10172,60,584,0.07719,0.12626
2014,Direct migration background,First Stage of Tertiary Education,Married,0.54108,90,90,0.43756,0.64461
2014,Direct migration background,Second Stage of Tertiary Education,Married,0.64209,855,1132,0.61415,0.67003
2014,Direct migration background,Second Stage of Tertiary Education,"Married, living apart",0.04282,44,1132,0.03102,0.05462
2014,Direct migration background,Second Stage of Tertiary Education,Single,0.20898,149,1132,0.18529,0.23268
2014,Direct migration background,Second Stage of Tertiary Education,Divorced,0.08312,84,1132,0.06703,0.09921
2014,Indirect migration background,Pre-primary Level,Single,0.99738,205,205,0.99037,1.00439
2014,Indirect migration background,Lower Secondary Level,Married,0.20767,103,361,0.16577,0.24957
2014,Indirect migration background,Lower Secondary Level,Single,0.72152,258,361,0.67521,0.76782
2014,Indirect migration background,Upper Secondary Level,Married,0.26851,256,662,0.23472,0.30230
2014,Indirect migration background,Upper Secondary Level,Single,0.63579,361,662,0.59911,0.67248
2014,Indirect migration background,Upper Secondary Level,Divorced,0.05345,45,662,0.03630,0.07059
2014,Indirect migration background,Post-secondary Non-tertiary Level,Married,0.49520,67,110,0.40134,0.58906
2014,Indirect migration background,Post-secondary Non-tertiary Level,Single,0.48802,43,110,0.39418,0.58186
2014,Indirect migration background,First Stage of Tertiary Education,Married,0.61590,39,39,0.46125,0.77055
2014,Indirect migration background,Second Stage of Tertiary Education,Married,0.37620,133,224,0.31262,0.43979
2014,Indirect migration background,Second Stage of Tertiary Education,Single,0.55483,91,224,0.48960,0.62006
2015,No migration background,Pre-primary Level,Single,0.99946,498,498,0.99742,1.00150
2015,No migration background,Primary Level,Married,0.32227,65,122,0.23900,0.40554
2015,No migration background,Primary Level,Single,0.36232,57,122,0.27667,0.44797
2015,No migration background,Lower Secondary Level,Married,0.34655,618,1681,0.32379,0.36931
2015,No migration background,Lower Secondary Level,"Married, living apart",0.02287,36,1681,0.01572,0.03002
2015,No migration background,Lower Secondary Level,Single,0.31573,601,1681,0.29350,0.33796
2015,No migration background,Lower Secondary Level,Divorced,0.09825,181,1681,0.08402,0.11248
2015,No migration background,Lower Secondary Level,Widowed,0.21466,245,1681,0.19502,0.23429
2015,No migration background,Upper Secondary Level,Married,0.52936,5571,9486,0.51932,0.53941
2015,No migration background,Upper Secondary Level,"Married, living apart",0.02312,239,9486,0.02009,0.02614
2015,No migration background,Upper Secondary Level,Single,0.23159,1936,9486,0.22310,0.24008
2015,No migration background,Upper Secondary Level,Divorced,0.11711,1056,9486,0.11064,0.12358
2015,No migration background,Upper Secondary Level,Widowed,0.09850,684,9486,0.09250,0.10449
2015,No migration background,Post-secondary Non-tertiary Level,Married,0.44254,686,1232,0.41479,0.47028
2015,No migration background,Post-secondary Non-tertiary Level,"Married, living apart",0.02152,34,1232,0.01341,0.02962
2015,No migration background,Post-secondary Non-tertiary Level,Single,0.37978,340,1232,0.35267,0.40690
2015,No migration background,Post-secondary Non-tertiary Level,Divorced,0.09810,138,1232,0.08149,0.11472
2015,No migration background,Post-secondary Non-tertiary Level,Widowed,0.05767,34,1232,0.04465,0.07070
2015,No migration background,First Stage of Tertiary Education,Married,0.62360,975,1363,0.59787,0.64933
2015,No migration background,First Stage of Tertiary Education,"Married, living apart",0.03020,36,1363,0.02111,0.03929
2015,No migration background,First Stage of Tertiary Education,Single,0.17905,157,1363,0.15868,0.19941
2015,No migration background,First Stage of Tertiary Education,Divorced,0.11443,133,1363,0.09753,0.13134
2015,No migration background,First Stage of Tertiary Education,Widowed,0.05237,62,1363,0.04054,0.06420
2015,No migration background,Second Stage of Tertiary Education,Married,0.53355,3113,4664,0.51923,0.54787
2015,No migration background,Second Stage of Tertiary Education,"Married, living apart",0.01772,96,4664,0.01393,0.02151
2015,No migration background,Second Stage of Tertiary Education,Single,0.29505,863,4664,0.28196,0.30814
2015,No migration background,Second Stage of Tertiary Education,Divorced,0.10138,399,4664,0.09272,0.11004
2015,No migration background,Second Stage of Tertiary Education,Widowed,0.05123,193,4664,0.04490,0.05756
2015,Direct migration background,Pre-primary Level,Single,0.95503,96,96,0.91335,0.99670
