year,bula_h,sex,marstat,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2016,Bremen,female,Married,0.41426,64,64,0.29262,0.53590
2016,North Rhine-Westphalia,male,Married,0.53135,1731,2808,0.51289,0.54981
2016,North Rhine-Westphalia,male,"Married, living apart",0.02251,81,2808,0.01702,0.02800
2016,North Rhine-Westphalia,male,Single,0.32029,774,2808,0.30303,0.33755
2016,North Rhine-Westphalia,male,Divorced,0.08977,163,2808,0.07920,0.10035
2016,North Rhine-Westphalia,male,Widowed,0.03608,59,2808,0.02918,0.04298
2016,North Rhine-Westphalia,female,Married,0.51303,1773,3081,0.49538,0.53069
2016,North Rhine-Westphalia,female,"Married, living apart",0.02862,93,3081,0.02273,0.03451
2016,North Rhine-Westphalia,female,Single,0.25234,718,3081,0.23700,0.26768
2016,North Rhine-Westphalia,female,Divorced,0.10108,313,3081,0.09044,0.11173
2016,North Rhine-Westphalia,female,Widowed,0.10492,184,3081,0.09410,0.11574
2016,Hesse,male,Married,0.50799,553,872,0.47479,0.54119
2016,Hesse,male,"Married, living apart",0.05058,39,872,0.03603,0.06513
2016,Hesse,male,Single,0.31061,226,872,0.27988,0.34135
2016,Hesse,male,Divorced,0.11057,54,872,0.08974,0.13139
2016,Hesse,female,Married,0.49681,571,1016,0.46605,0.52757
2016,Hesse,female,"Married, living apart",0.02220,32,1016,0.01314,0.03127
2016,Hesse,female,Single,0.25561,234,1016,0.22877,0.28244
2016,Hesse,female,Divorced,0.11439,119,1016,0.09481,0.13397
2016,Hesse,female,Widowed,0.11099,60,1016,0.09167,0.13032
2016,"Rhineland-Palatinate, Saarland",male,Married,0.54702,532,817,0.51286,0.58117
2016,"Rhineland-Palatinate, Saarland",male,Single,0.31493,238,817,0.28306,0.34680
2016,"Rhineland-Palatinate, Saarland",male,Divorced,0.08119,47,817,0.06245,0.09993
2016,"Rhineland-Palatinate, Saarland",female,Married,0.44732,511,888,0.41459,0.48004
2016,"Rhineland-Palatinate, Saarland",female,Single,0.28805,203,888,0.25825,0.31785
2016,"Rhineland-Palatinate, Saarland",female,Divorced,0.12246,97,888,0.10089,0.14403
2016,"Rhineland-Palatinate, Saarland",female,Widowed,0.12803,77,888,0.10604,0.15002
2016,Baden-Wuerttemberg,male,Married,0.54721,971,1510,0.52210,0.57233
2016,Baden-Wuerttemberg,male,"Married, living apart",0.01826,31,1510,0.01150,0.02502
2016,Baden-Wuerttemberg,male,Single,0.34776,445,1510,0.32373,0.37179
2016,Baden-Wuerttemberg,male,Divorced,0.05779,63,1510,0.04602,0.06957
2016,Baden-Wuerttemberg,female,Married,0.50242,1011,1728,0.47884,0.52600
2016,Baden-Wuerttemberg,female,"Married, living apart",0.01954,45,1728,0.01301,0.02607
2016,Baden-Wuerttemberg,female,Single,0.25166,394,1728,0.23119,0.27212
2016,Baden-Wuerttemberg,female,Divorced,0.10937,170,1728,0.09465,0.12410
2016,Baden-Wuerttemberg,female,Widowed,0.11701,108,1728,0.10185,0.13217
2016,Bavaria,male,Married,0.53509,1267,2028,0.51338,0.55680
2016,Bavaria,male,"Married, living apart",0.02855,53,2028,0.02130,0.03579
2016,Bavaria,male,Single,0.30895,530,2028,0.28883,0.32906
2016,Bavaria,male,Divorced,0.08853,119,2028,0.07617,0.10090
2016,Bavaria,male,Widowed,0.03889,59,2028,0.03047,0.04730
2016,Bavaria,female,Married,0.47798,1313,2299,0.45755,0.49840
2016,Bavaria,female,"Married, living apart",0.02648,72,2299,0.01991,0.03304
2016,Bavaria,female,Single,0.24127,515,2299,0.22378,0.25877
2016,Bavaria,female,Divorced,0.13179,250,2299,0.11796,0.14562
2016,Bavaria,female,Widowed,0.12248,149,2299,0.10907,0.13588
2016,Berlin,male,Married,0.35261,224,440,0.30791,0.39730
2016,Berlin,male,Single,0.46252,177,440,0.41588,0.50916
2016,Berlin,male,Divorced,0.12424,39,440,0.09338,0.15510
2016,Berlin,female,Married,0.32655,243,532,0.28666,0.36644
2016,Berlin,female,Single,0.39642,181,532,0.35481,0.43802
2016,Berlin,female,Divorced,0.12821,69,532,0.09978,0.15665
2016,Berlin,female,Widowed,0.10609,39,532,0.07990,0.13229
2016,Brandenburg,male,Married,0.52734,313,455,0.48141,0.57326
2016,Brandenburg,male,Single,0.35145,142,455,0.30754,0.39537
2016,Brandenburg,female,Married,0.48190,303,549,0.44006,0.52373
2016,Brandenburg,female,Single,0.21686,128,549,0.18235,0.25136
2016,Brandenburg,female,Divorced,0.10593,59,549,0.08016,0.13170
2016,Brandenburg,female,Widowed,0.16868,59,549,0.13733,0.20003
2016,Mecklenburg-Western Pomerania,male,Married,0.42377,163,238,0.36086,0.48669
2016,Mecklenburg-Western Pomerania,male,Single,0.35102,75,238,0.29025,0.41179
2016,Mecklenburg-Western Pomerania,female,Married,0.45098,163,312,0.39568,0.50629
2016,Mecklenburg-Western Pomerania,female,Single,0.26889,79,312,0.21962,0.31817
2016,Mecklenburg-Western Pomerania,female,Divorced,0.14483,38,312,0.10571,0.18394
2016,Mecklenburg-Western Pomerania,female,Widowed,0.11857,32,312,0.08264,0.15450
2016,Saxony,male,Married,0.44815,448,742,0.41234,0.48396
2016,Saxony,male,Single,0.37708,231,742,0.34218,0.41198
2016,Saxony,male,Divorced,0.12576,63,742,0.10188,0.14963
2016,Saxony,female,Married,0.47491,440,815,0.44060,0.50921
2016,Saxony,female,Single,0.26999,220,815,0.23949,0.30049
2016,Saxony,female,Divorced,0.11096,82,815,0.08938,0.13254
2016,Saxony,female,Widowed,0.11905,73,815,0.09680,0.14130
2016,Saxony-Anhalt,male,Married,0.47429,241,361,0.42271,0.52587
2016,Saxony-Anhalt,male,Single,0.36812,120,361,0.31830,0.41794
2016,Saxony-Anhalt,female,Married,0.37363,247,493,0.33088,0.41638
2016,Saxony-Anhalt,female,Single,0.27446,131,493,0.23503,0.31389
2016,Saxony-Anhalt,female,Divorced,0.11463,59,493,0.08648,0.14278
2016,Saxony-Anhalt,female,Widowed,0.17958,56,493,0.14566,0.21350
2016,Thuringa,male,Married,0.52566,283,434,0.47862,0.57269
2016,Thuringa,male,Single,0.28938,120,434,0.24666,0.33209
2016,Thuringa,male,Divorced,0.12795,31,434,0.09649,0.15942
2016,Thuringa,female,Married,0.47082,282,507,0.42732,0.51431
2016,Thuringa,female,Single,0.24411,116,507,0.20668,0.28154
2016,Thuringa,female,Divorced,0.11138,52,507,0.08397,0.13880
2016,Thuringa,female,Widowed,0.14977,57,507,0.11868,0.18086
2017,Schleswig-Holstein,male,Married,0.58749,346,557,0.54657,0.62841
2017,Schleswig-Holstein,male,Single,0.28254,177,557,0.24512,0.31997
2017,Schleswig-Holstein,male,Divorced,0.08549,34,557,0.06225,0.10874
2017,Schleswig-Holstein,female,Married,0.50174,354,610,0.46203,0.54145
2017,Schleswig-Holstein,female,Single,0.25606,155,610,0.22140,0.29073
2017,Schleswig-Holstein,female,Divorced,0.11020,58,610,0.08533,0.13507
2017,Schleswig-Holstein,female,Widowed,0.11036,43,610,0.08548,0.13525
2017,Hamburg,male,Married,0.53238,143,237,0.46872,0.59604
2017,Hamburg,male,Single,0.37499,94,237,0.31323,0.43676
2017,Hamburg,female,Married,0.47812,149,231,0.41356,0.54267
2017,Hamburg,female,Single,0.28619,82,231,0.22778,0.34460
2017,Lower Saxony,male,Married,0.52188,942,1598,0.49738,0.54638
2017,Lower Saxony,male,"Married, living apart",0.02648,42,1598,0.01861,0.03435
2017,Lower Saxony,male,Single,0.32693,502,1598,0.30392,0.34994
2017,Lower Saxony,male,Divorced,0.06989,72,1598,0.05738,0.08239
2017,Lower Saxony,male,Widowed,0.05482,40,1598,0.04365,0.06598
2017,Lower Saxony,female,Married,0.49668,950,1715,0.47301,0.52035
2017,Lower Saxony,female,"Married, living apart",0.02381,61,1715,0.01659,0.03102
2017,Lower Saxony,female,Single,0.23931,407,1715,0.21911,0.25951
2017,Lower Saxony,female,Divorced,0.09981,178,1715,0.08562,0.11400
2017,Lower Saxony,female,Widowed,0.14038,119,1715,0.12394,0.15683
2017,Bremen,male,Married,0.43115,80,129,0.34535,0.51695
2017,Bremen,male,Single,0.40644,49,129,0.32135,0.49153
2017,Bremen,female,Married,0.39600,73,111,0.30460,0.48739
2017,Bremen,female,Single,0.29932,38,111,0.21374,0.38490
2017,North Rhine-Westphalia,male,Married,0.52201,1914,3182,0.50465,0.53937
2017,North Rhine-Westphalia,male,"Married, living apart",0.02610,90,3182,0.02056,0.03164
2017,North Rhine-Westphalia,male,Single,0.32514,925,3182,0.30886,0.34141
2017,North Rhine-Westphalia,male,Divorced,0.09352,191,3182,0.08341,0.10364
2017,North Rhine-Westphalia,male,Widowed,0.03323,62,3182,0.02700,0.03946
2017,North Rhine-Westphalia,female,Married,0.50352,1947,3483,0.48691,0.52013
2017,North Rhine-Westphalia,female,"Married, living apart",0.02861,123,3483,0.02308,0.03415
2017,North Rhine-Westphalia,female,Single,0.25112,856,3483,0.23672,0.26553
2017,North Rhine-Westphalia,female,Divorced,0.10906,353,3483,0.09871,0.11941
2017,North Rhine-Westphalia,female,Widowed,0.10768,204,3483,0.09739,0.11798
2017,Hesse,male,Married,0.46818,617,1055,0.43805,0.49830
2017,Hesse,male,"Married, living apart",0.04679,47,1055,0.03404,0.05954
2017,Hesse,male,Single,0.35482,324,1055,0.32593,0.38370
2017,Hesse,male,Divorced,0.10892,67,1055,0.09011,0.12772
2017,Hesse,female,Married,0.49290,653,1140,0.46387,0.52194
2017,Hesse,female,"Married, living apart",0.02204,46,1140,0.01352,0.03057
2017,Hesse,female,Single,0.25012,249,1140,0.22497,0.27527
2017,Hesse,female,Divorced,0.12447,127,1140,0.10530,0.14364
2017,Hesse,female,Widowed,0.11046,65,1140,0.09226,0.12867
2017,"Rhineland-Palatinate, Saarland",male,Married,0.56848,544,843,0.53503,0.60194
2017,"Rhineland-Palatinate, Saarland",male,Single,0.26879,250,843,0.23885,0.29874
2017,"Rhineland-Palatinate, Saarland",male,Divorced,0.09511,49,843,0.07530,0.11493
2017,"Rhineland-Palatinate, Saarland",female,Married,0.47005,517,937,0.43807,0.50202
2017,"Rhineland-Palatinate, Saarland",female,"Married, living apart",0.01917,35,937,0.01039,0.02796
2017,"Rhineland-Palatinate, Saarland",female,Single,0.26129,213,937,0.23315,0.28944
2017,"Rhineland-Palatinate, Saarland",female,Divorced,0.12797,98,937,0.10657,0.14938
2017,"Rhineland-Palatinate, Saarland",female,Widowed,0.12151,74,937,0.10058,0.14245
2017,Baden-Wuerttemberg,male,Married,0.54283,1049,1645,0.51875,0.56692
2017,Baden-Wuerttemberg,male,"Married, living apart",0.01956,37,1645,0.01286,0.02625
2017,Baden-Wuerttemberg,male,Single,0.34972,489,1645,0.32666,0.37277
2017,Baden-Wuerttemberg,male,Divorced,0.06048,70,1645,0.04896,0.07200
2017,Baden-Wuerttemberg,female,Married,0.50909,1115,1881,0.48649,0.53169
2017,Baden-Wuerttemberg,female,"Married, living apart",0.01507,49,1881,0.00956,0.02057
2017,Baden-Wuerttemberg,female,Single,0.24716,428,1881,0.22766,0.26666
2017,Baden-Wuerttemberg,female,Divorced,0.11673,179,1881,0.10222,0.13125
2017,Baden-Wuerttemberg,female,Widowed,0.11195,110,1881,0.09770,0.12620
2017,Bavaria,male,Married,0.54515,1391,2232,0.52449,0.56582
2017,Bavaria,male,"Married, living apart",0.02517,55,2232,0.01867,0.03167
2017,Bavaria,male,Single,0.31032,611,2232,0.29112,0.32951
2017,Bavaria,male,Divorced,0.08441,122,2232,0.07288,0.09595
2017,Bavaria,male,Widowed,0.03494,53,2232,0.02732,0.04256
2017,Bavaria,female,Married,0.49320,1440,2488,0.47355,0.51285
2017,Bavaria,female,"Married, living apart",0.02648,70,2488,0.02017,0.03280
2017,Bavaria,female,Single,0.24058,570,2488,0.22378,0.25738
2017,Bavaria,female,Divorced,0.12120,252,2488,0.10838,0.13403
2017,Bavaria,female,Widowed,0.11853,156,2488,0.10582,0.13123
2017,Berlin,male,Married,0.33231,242,495,0.29077,0.37385
2017,Berlin,male,Single,0.46645,206,495,0.42246,0.51044
2017,Berlin,male,Divorced,0.12728,47,495,0.09789,0.15667
2017,Berlin,female,Married,0.32903,261,551,0.28976,0.36829
2017,Berlin,female,Single,0.41082,176,551,0.36970,0.45194
2017,Berlin,female,Divorced,0.12064,71,551,0.09342,0.14786
2017,Berlin,female,Widowed,0.11162,43,551,0.08531,0.13794
2017,Brandenburg,male,Married,0.52079,344,498,0.47687,0.56471
2017,Brandenburg,male,Single,0.33626,154,498,0.29473,0.37780
2017,Brandenburg,female,Married,0.48467,337,604,0.44478,0.52456
2017,Brandenburg,female,Single,0.23368,148,604,0.19990,0.26745
2017,Brandenburg,female,Divorced,0.10869,62,604,0.08385,0.13354
2017,Brandenburg,female,Widowed,0.15069,57,604,0.12214,0.17924
2017,Mecklenburg-Western Pomerania,male,Married,0.39347,167,279,0.33604,0.45090
2017,Mecklenburg-Western Pomerania,male,Single,0.38533,81,279,0.32812,0.44254
2017,Mecklenburg-Western Pomerania,male,Divorced,0.16554,31,279,0.12185,0.20923
2017,Mecklenburg-Western Pomerania,female,Married,0.44093,167,300,0.38466,0.49721
2017,Mecklenburg-Western Pomerania,female,Single,0.28134,91,300,0.23037,0.33231
2017,Mecklenburg-Western Pomerania,female,Divorced,0.15242,42,300,0.11168,0.19316
2017,Saxony,male,Married,0.42599,486,841,0.39255,0.45943
2017,Saxony,male,Single,0.41109,289,841,0.37782,0.44437
2017,Saxony,male,Divorced,0.11010,66,841,0.08893,0.13126
2017,Saxony,female,Married,0.45507,502,929,0.42303,0.48711
2017,Saxony,female,Single,0.28240,257,929,0.25344,0.31137
2017,Saxony,female,Divorced,0.11433,93,929,0.09386,0.13480
2017,Saxony,female,Widowed,0.12387,77,929,0.10268,0.14507
2017,Saxony-Anhalt,male,Married,0.47739,278,417,0.42939,0.52539
2017,Saxony-Anhalt,male,Single,0.37689,139,417,0.33032,0.42346
2017,Saxony-Anhalt,female,Married,0.39383,290,557,0.35321,0.43444
2017,Saxony-Anhalt,female,Single,0.29238,152,557,0.25457,0.33018
2017,Saxony-Anhalt,female,Divorced,0.10844,64,557,0.08260,0.13429
2017,Saxony-Anhalt,female,Widowed,0.16584,51,557,0.13492,0.19675
2017,Thuringa,male,Married,0.48808,305,480,0.44332,0.53284
2017,Thuringa,male,Single,0.34656,140,480,0.30394,0.38918
2017,Thuringa,male,Divorced,0.11991,35,480,0.09082,0.14900
2017,Thuringa,female,Married,0.46256,310,564,0.42138,0.50375
2017,Thuringa,female,Single,0.24308,135,564,0.20765,0.27851
2017,Thuringa,female,Divorced,0.12005,64,564,0.09320,0.14690
2017,Thuringa,female,Widowed,0.15270,55,564,0.12299,0.18241
2018,Schleswig-Holstein,male,Married,0.57464,324,523,0.53222,0.61705
2018,Schleswig-Holstein,male,Single,0.28259,164,523,0.24396,0.32121
2018,Schleswig-Holstein,male,Divorced,0.08017,35,523,0.05688,0.10347
2018,Schleswig-Holstein,female,Married,0.49894,325,562,0.45757,0.54032
2018,Schleswig-Holstein,female,Single,0.28069,147,562,0.24351,0.31788
2018,Schleswig-Holstein,female,Divorced,0.08603,51,562,0.06282,0.10923
2018,Schleswig-Holstein,female,Widowed,0.10126,39,562,0.07630,0.12623
2018,Hamburg,male,Married,0.51609,130,223,0.45035,0.58183
2018,Hamburg,male,Single,0.40954,93,223,0.34485,0.47423
2018,Hamburg,female,Married,0.46371,142,270,0.40412,0.52331
2018,Hamburg,female,Single,0.27348,83,270,0.22022,0.32675
2018,Hamburg,female,Divorced,0.12593,45,270,0.08628,0.16557
2018,Lower Saxony,male,Married,0.53052,892,1497,0.50523,0.55581
2018,Lower Saxony,male,"Married, living apart",0.01891,35,1497,0.01201,0.02581
2018,Lower Saxony,male,Single,0.32354,465,1497,0.29983,0.34725
2018,Lower Saxony,male,Divorced,0.07235,67,1497,0.05922,0.08548
2018,Lower Saxony,male,Widowed,0.05468,38,1497,0.04316,0.06620
2018,Lower Saxony,female,Married,0.50309,902,1640,0.47888,0.52729
2018,Lower Saxony,female,"Married, living apart",0.02476,56,1640,0.01724,0.03229
2018,Lower Saxony,female,Single,0.23697,395,1640,0.21639,0.25756
2018,Lower Saxony,female,Divorced,0.10342,173,1640,0.08868,0.11817
2018,Lower Saxony,female,Widowed,0.13175,114,1640,0.11538,0.14813
2018,Bremen,male,Married,0.41250,83,135,0.32915,0.49585
2018,Bremen,male,Single,0.41066,52,135,0.32736,0.49395
2018,Bremen,female,Married,0.40692,83,125,0.32045,0.49339
2018,Bremen,female,Single,0.29750,42,125,0.21703,0.37796
2018,North Rhine-Westphalia,male,Married,0.53929,1798,3043,0.52158,0.55701
2018,North Rhine-Westphalia,male,"Married, living apart",0.02456,94,3043,0.01906,0.03006
2018,North Rhine-Westphalia,male,Single,0.31598,904,3043,0.29946,0.33251
2018,North Rhine-Westphalia,male,Divorced,0.08974,186,3043,0.07959,0.09990
2018,North Rhine-Westphalia,male,Widowed,0.03042,61,3043,0.02432,0.03652
2018,North Rhine-Westphalia,female,Married,0.50172,1850,3332,0.48474,0.51870
2018,North Rhine-Westphalia,female,"Married, living apart",0.03139,116,3332,0.02547,0.03731
2018,North Rhine-Westphalia,female,Single,0.25232,822,3332,0.23757,0.26707
2018,North Rhine-Westphalia,female,Divorced,0.10689,336,3332,0.09639,0.11738
2018,North Rhine-Westphalia,female,Widowed,0.10768,208,3332,0.09716,0.11821
2018,Hesse,male,Married,0.47265,581,1015,0.44192,0.50338
2018,Hesse,male,"Married, living apart",0.04736,44,1015,0.03429,0.06044
2018,Hesse,male,Single,0.34337,325,1015,0.31415,0.37260
2018,Hesse,male,Divorced,0.10857,65,1015,0.08942,0.12772
2018,Hesse,female,Married,0.46782,600,1107,0.43841,0.49722
2018,Hesse,female,"Married, living apart",0.02502,48,1107,0.01581,0.03422
2018,Hesse,female,Single,0.25894,256,1107,0.23312,0.28476
2018,Hesse,female,Divorced,0.13602,139,1107,0.11582,0.15623
2018,Hesse,female,Widowed,0.11220,64,1107,0.09360,0.13080
2018,"Rhineland-Palatinate, Saarland",male,Married,0.58651,519,813,0.55264,0.62038
2018,"Rhineland-Palatinate, Saarland",male,Single,0.25422,242,813,0.22427,0.28417
2018,"Rhineland-Palatinate, Saarland",male,Divorced,0.08633,52,813,0.06701,0.10564
2018,"Rhineland-Palatinate, Saarland",female,Married,0.46532,484,903,0.43277,0.49787
2018,"Rhineland-Palatinate, Saarland",female,"Married, living apart",0.02650,31,903,0.01602,0.03699
2018,"Rhineland-Palatinate, Saarland",female,Single,0.25268,213,903,0.22432,0.28104
2018,"Rhineland-Palatinate, Saarland",female,Divorced,0.14064,105,903,0.11796,0.16333
2018,"Rhineland-Palatinate, Saarland",female,Widowed,0.11485,70,903,0.09404,0.13566
2018,Baden-Wuerttemberg,male,Married,0.55403,975,1501,0.52887,0.57918
2018,Baden-Wuerttemberg,male,Single,0.34067,453,1501,0.31668,0.36465
2018,Baden-Wuerttemberg,male,Divorced,0.06429,73,1501,0.05187,0.07670
2018,Baden-Wuerttemberg,female,Married,0.51137,989,1686,0.48751,0.53524
2018,Baden-Wuerttemberg,female,"Married, living apart",0.01589,44,1686,0.00992,0.02186
2018,Baden-Wuerttemberg,female,Single,0.24394,370,1686,0.22344,0.26445
2018,Baden-Wuerttemberg,female,Divorced,0.12341,176,1686,0.10771,0.13912
2018,Baden-Wuerttemberg,female,Widowed,0.10538,107,1686,0.09072,0.12004
2018,Bavaria,male,Married,0.53995,1253,2076,0.51850,0.56139
2018,Bavaria,male,"Married, living apart",0.01886,49,2076,0.01301,0.02471
2018,Bavaria,male,Single,0.30211,583,2076,0.28235,0.32186
2018,Bavaria,male,Divorced,0.09577,131,2076,0.08311,0.10843
2018,Bavaria,male,Widowed,0.04332,60,2076,0.03456,0.05208
2018,Bavaria,female,Married,0.46962,1300,2339,0.44939,0.48985
2018,Bavaria,female,"Married, living apart",0.02941,81,2339,0.02256,0.03626
2018,Bavaria,female,Single,0.23966,546,2339,0.22236,0.25697
2018,Bavaria,female,Divorced,0.13260,263,2339,0.11886,0.14635
2018,Bavaria,female,Widowed,0.12870,149,2339,0.11513,0.14227
2018,Berlin,male,Married,0.33807,262,532,0.29783,0.37831
2018,Berlin,male,Single,0.47043,224,532,0.42798,0.51289
2018,Berlin,male,Divorced,0.12370,46,532,0.09569,0.15170
2018,Berlin,female,Married,0.33156,261,553,0.29229,0.37083
2018,Berlin,female,Single,0.39622,179,553,0.35542,0.43703
2018,Berlin,female,Divorced,0.12882,76,553,0.10087,0.15676
2018,Berlin,female,Widowed,0.09575,37,553,0.07120,0.12029
2018,Brandenburg,male,Married,0.52299,326,519,0.47998,0.56601
2018,Brandenburg,male,Single,0.33773,155,519,0.29700,0.37845
2018,Brandenburg,male,Divorced,0.07818,38,519,0.05506,0.10130
2018,Brandenburg,female,Married,0.49897,324,583,0.45834,0.53959
2018,Brandenburg,female,Single,0.25441,146,583,0.21903,0.28980
2018,Brandenburg,female,Divorced,0.09985,60,583,0.07550,0.12421
2018,Brandenburg,female,Widowed,0.12927,53,583,0.10201,0.15652
2018,Mecklenburg-Western Pomerania,male,Married,0.43258,178,263,0.37259,0.49257
2018,Mecklenburg-Western Pomerania,male,Single,0.35450,85,263,0.29657,0.41242
2018,Mecklenburg-Western Pomerania,female,Married,0.46891,184,323,0.41440,0.52342
2018,Mecklenburg-Western Pomerania,female,Single,0.26007,92,323,0.21216,0.30799
2018,Mecklenburg-Western Pomerania,female,Divorced,0.15004,47,323,0.11104,0.18905
2018,Saxony,male,Married,0.44607,471,807,0.41175,0.48039
2018,Saxony,male,Single,0.39344,276,807,0.35972,0.42717
2018,Saxony,male,Divorced,0.10275,60,807,0.08178,0.12371
2018,Saxony,female,Married,0.45433,485,894,0.42167,0.48699
2018,Saxony,female,Single,0.30396,243,894,0.27379,0.33413
2018,Saxony,female,Divorced,0.10106,90,894,0.08130,0.12083
2018,Saxony,female,Widowed,0.11813,76,894,0.09696,0.13930
2018,Saxony-Anhalt,male,Married,0.47338,265,415,0.42528,0.52147
2018,Saxony-Anhalt,male,Single,0.39487,150,415,0.34779,0.44196
2018,Saxony-Anhalt,female,Married,0.41168,273,548,0.37044,0.45292
2018,Saxony-Anhalt,female,Single,0.25960,153,548,0.22286,0.29634
2018,Saxony-Anhalt,female,Divorced,0.11451,69,548,0.08783,0.14120
2018,Saxony-Anhalt,female,Widowed,0.17051,53,548,0.13899,0.20202
2018,Thuringa,male,Married,0.51395,291,466,0.46852,0.55937
2018,Thuringa,male,Single,0.32574,143,466,0.28314,0.36833
2018,Thuringa,male,Divorced,0.09894,32,466,0.07180,0.12608
2018,Thuringa,female,Married,0.46004,294,548,0.41827,0.50181
2018,Thuringa,female,Single,0.23059,133,548,0.19529,0.26589
2018,Thuringa,female,Divorced,0.12983,68,548,0.10166,0.15800
2018,Thuringa,female,Widowed,0.15483,53,548,0.12452,0.18515
2019,Schleswig-Holstein,male,Married,0.53697,367,575,0.49618,0.57776
2019,Schleswig-Holstein,male,Single,0.34063,177,575,0.30186,0.37940
2019,Schleswig-Holstein,male,Divorced,0.07225,31,575,0.05107,0.09343
2019,Schleswig-Holstein,female,Married,0.50723,330,559,0.46574,0.54871
2019,Schleswig-Holstein,female,Single,0.24257,131,559,0.20701,0.27814
2019,Schleswig-Holstein,female,Divorced,0.10106,53,559,0.07605,0.12607
2019,Schleswig-Holstein,female,Widowed,0.13002,45,559,0.10212,0.15793
2019,Hamburg,male,Married,0.57818,160,246,0.51634,0.64002
2019,Hamburg,male,Single,0.34689,86,246,0.28729,0.40649
2019,Hamburg,female,Married,0.46496,152,283,0.40674,0.52317
2019,Hamburg,female,Single,0.27311,88,283,0.22110,0.32511
2019,Hamburg,female,Divorced,0.11491,43,283,0.07769,0.15214
2019,Lower Saxony,male,Married,0.51357,865,1435,0.48770,0.53944
2019,Lower Saxony,male,"Married, living apart",0.03086,44,1435,0.02191,0.03981
2019,Lower Saxony,male,Single,0.32037,409,1435,0.29622,0.34452
2019,Lower Saxony,male,Divorced,0.08150,79,1435,0.06734,0.09566
2019,Lower Saxony,male,Widowed,0.05370,38,1435,0.04203,0.06537
2019,Lower Saxony,female,Married,0.49426,859,1546,0.46933,0.51919
2019,Lower Saxony,female,"Married, living apart",0.03015,52,1546,0.02162,0.03867
2019,Lower Saxony,female,Single,0.23631,348,1546,0.21513,0.25749
2019,Lower Saxony,female,Divorced,0.11218,177,1546,0.09644,0.12791
2019,Lower Saxony,female,Widowed,0.12711,110,1546,0.11050,0.14372
2019,Bremen,male,Married,0.44387,78,126,0.35677,0.53097
2019,Bremen,male,Single,0.37748,48,126,0.29249,0.46246
2019,Bremen,female,Married,0.44378,86,125,0.35633,0.53123
2019,Bremen,female,Single,0.29594,39,125,0.21559,0.37628
2019,North Rhine-Westphalia,male,Married,0.53289,1897,3116,0.51537,0.55041
2019,North Rhine-Westphalia,male,"Married, living apart",0.02605,95,3116,0.02045,0.03164
2019,North Rhine-Westphalia,male,Single,0.31630,851,3116,0.29997,0.33263
2019,North Rhine-Westphalia,male,Divorced,0.09412,209,3116,0.08387,0.10438
2019,North Rhine-Westphalia,male,Widowed,0.03064,64,3116,0.02459,0.03669
2019,North Rhine-Westphalia,female,Married,0.50720,1824,3230,0.48996,0.52444
2019,North Rhine-Westphalia,female,"Married, living apart",0.02783,97,3230,0.02216,0.03350
2019,North Rhine-Westphalia,female,Single,0.25126,785,3230,0.23630,0.26622
2019,North Rhine-Westphalia,female,Divorced,0.10951,336,3230,0.09874,0.12028
2019,North Rhine-Westphalia,female,Widowed,0.10420,188,3230,0.09366,0.11474
2019,Hesse,male,Married,0.45949,596,1018,0.42887,0.49012
2019,Hesse,male,"Married, living apart",0.03667,39,1018,0.02512,0.04822
2019,Hesse,male,Single,0.35680,307,1018,0.32736,0.38624
2019,Hesse,male,Divorced,0.11052,76,1018,0.09125,0.12979
2019,Hesse,female,Married,0.47199,552,997,0.44099,0.50300
2019,Hesse,female,"Married, living apart",0.03130,38,997,0.02049,0.04212
2019,Hesse,female,Single,0.24422,215,997,0.21754,0.27090
2019,Hesse,female,Divorced,0.15220,132,997,0.12989,0.17451
2019,Hesse,female,Widowed,0.10028,60,997,0.08163,0.11894
2019,"Rhineland-Palatinate, Saarland",male,Married,0.56704,505,792,0.53251,0.60157
2019,"Rhineland-Palatinate, Saarland",male,"Married, living apart",0.04498,31,792,0.03054,0.05943
2019,"Rhineland-Palatinate, Saarland",male,Single,0.26564,201,792,0.23486,0.29642
2019,"Rhineland-Palatinate, Saarland",male,Divorced,0.08349,55,792,0.06422,0.10277
2019,"Rhineland-Palatinate, Saarland",female,Married,0.47366,467,839,0.43986,0.50747
2019,"Rhineland-Palatinate, Saarland",female,Single,0.25436,199,839,0.22487,0.28384
2019,"Rhineland-Palatinate, Saarland",female,Divorced,0.13599,102,839,0.11278,0.15920
2019,"Rhineland-Palatinate, Saarland",female,Widowed,0.11752,71,839,0.09571,0.13932
2019,Baden-Wuerttemberg,male,Married,0.57177,1009,1534,0.54700,0.59654
2019,Baden-Wuerttemberg,male,"Married, living apart",0.02432,36,1534,0.01661,0.03203
2019,Baden-Wuerttemberg,male,Single,0.33636,414,1534,0.31271,0.36001
2019,Baden-Wuerttemberg,male,Divorced,0.04663,75,1534,0.03608,0.05719
2019,Baden-Wuerttemberg,female,Married,0.52364,1005,1659,0.49960,0.54768
2019,Baden-Wuerttemberg,female,"Married, living apart",0.01182,40,1659,0.00662,0.01703
2019,Baden-Wuerttemberg,female,Single,0.24155,350,1659,0.22094,0.26215
2019,Baden-Wuerttemberg,female,Divorced,0.11689,160,1659,0.10143,0.13236
