"plb0219","year","age_gr","migback","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja, jede Woche","2017","46-65","kein Migrationshintergrund","433","0.0607214673591789","0.0548705167601002","0.0665724179582576"
"Ja, jede Woche","2017","46-65","direkter Migrationshintergrund","77","0.0795885486528247","0.0633790473062384","0.0957980499994111"
"Ja, jede Woche","2017","46-65","indirekter Migrationshintergrund","18","","",""
"Ja, jede Woche","2017","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, jede Woche","2017","66","kein Migrationshintergrund","","","",""
"Ja, jede Woche","2017","66","direkter Migrationshintergrund","","","",""
"Ja, jede Woche","2017","66","indirekter Migrationshintergrund","","","",""
"Ja, jede Woche","2017","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 2 Wochen","2017","17-29","kein Migrationshintergrund","179","0.0898057875804466","0.0767882278484288","0.102823347312464"
"Ja, alle 2 Wochen","2017","17-29","direkter Migrationshintergrund","40","0.103085408652659","0.0708119845796802","0.135358832725637"
"Ja, alle 2 Wochen","2017","17-29","indirekter Migrationshintergrund","56","0.139649659435075","0.107444482206568","0.171854836663582"
"Ja, alle 2 Wochen","2017","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 2 Wochen","2017","30-45","kein Migrationshintergrund","392","0.104401334813157","0.0947411845932409","0.114061485033072"
"Ja, alle 2 Wochen","2017","30-45","direkter Migrationshintergrund","158","0.0973590744925377","0.0822150984250453","0.11250305056003"
"Ja, alle 2 Wochen","2017","30-45","indirekter Migrationshintergrund","49","0.080458590536519","0.0568054892882485","0.10411169178479"
"Ja, alle 2 Wochen","2017","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 2 Wochen","2017","46-65","kein Migrationshintergrund","575","0.0909713147673089","0.0839260205594768","0.0980166089751411"
"Ja, alle 2 Wochen","2017","46-65","direkter Migrationshintergrund","125","0.109139234728458","0.0904647458523049","0.127813723604611"
"Ja, alle 2 Wochen","2017","46-65","indirekter Migrationshintergrund","18","","",""
"Ja, alle 2 Wochen","2017","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 2 Wochen","2017","66","kein Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2017","66","direkter Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2017","66","indirekter Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2017","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 3-4 Wochen","2017","17-29","kein Migrationshintergrund","96","0.0475391800324482","0.0378506077309182","0.0572277523339782"
"Ja, alle 3-4 Wochen","2017","17-29","direkter Migrationshintergrund","14","","",""
"Ja, alle 3-4 Wochen","2017","17-29","indirekter Migrationshintergrund","19","","",""
"Ja, alle 3-4 Wochen","2017","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 3-4 Wochen","2017","30-45","kein Migrationshintergrund","261","0.0596340910233205","0.0521529149612198","0.0671152670854212"
"Ja, alle 3-4 Wochen","2017","30-45","direkter Migrationshintergrund","77","0.0604051197214102","0.0482348169811222","0.0725754224616982"
"Ja, alle 3-4 Wochen","2017","30-45","indirekter Migrationshintergrund","36","0.0611161703744173","0.0402856446456806","0.081946696103154"
"Ja, alle 3-4 Wochen","2017","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 3-4 Wochen","2017","46-65","kein Migrationshintergrund","450","0.0640019377876632","0.0580055164553091","0.0699983591200174"
"Ja, alle 3-4 Wochen","2017","46-65","direkter Migrationshintergrund","53","0.0559571650802623","0.0421921383906374","0.0697221917698872"
"Ja, alle 3-4 Wochen","2017","46-65","indirekter Migrationshintergrund","15","","",""
"Ja, alle 3-4 Wochen","2017","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 3-4 Wochen","2017","66","kein Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2017","66","direkter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2017","66","indirekter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2017","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2017","17-29","kein Migrationshintergrund","198","0.11801864243162","0.103328859056428","0.132708425806811"
"Seltener","2017","17-29","direkter Migrationshintergrund","25","","",""
"Seltener","2017","17-29","indirekter Migrationshintergrund","33","0.0688381708980621","0.0453150289670924","0.0923613128290318"
"Seltener","2017","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2017","30-45","kein Migrationshintergrund","603","0.182566832883533","0.170362579837572","0.194771085929493"
"Seltener","2017","30-45","direkter Migrationshintergrund","152","0.113006051528305","0.0968325011795753","0.129179601877035"
"Seltener","2017","30-45","indirekter Migrationshintergrund","64","0.115479657797865","0.0876874600229239","0.143271855572807"
"Seltener","2017","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2017","46-65","kein Migrationshintergrund","1034","0.17277870277833","0.163516504751146","0.182040900805513"
"Seltener","2017","46-65","direkter Migrationshintergrund","114","0.124591100788232","0.104812191180286","0.144370010396179"
"Seltener","2017","46-65","indirekter Migrationshintergrund","30","0.10268116354878","0.060186065242187","0.145176261855374"
"Seltener","2017","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2017","66","kein Migrationshintergrund","","","",""
"Seltener","2017","66","direkter Migrationshintergrund","","","",""
"Seltener","2017","66","indirekter Migrationshintergrund","","","",""
"Seltener","2017","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein, nie","2018","17-29","kein Migrationshintergrund","","","",""
"Nein, nie","2018","17-29","direkter Migrationshintergrund","","","",""
"Nein, nie","2018","17-29","indirekter Migrationshintergrund","","","",""
"Nein, nie","2018","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein, nie","2018","30-45","kein Migrationshintergrund","","","",""
"Nein, nie","2018","30-45","direkter Migrationshintergrund","","","",""
"Nein, nie","2018","30-45","indirekter Migrationshintergrund","","","",""
"Nein, nie","2018","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein, nie","2018","46-65","kein Migrationshintergrund","","","",""
"Nein, nie","2018","46-65","direkter Migrationshintergrund","","","",""
"Nein, nie","2018","46-65","indirekter Migrationshintergrund","","","",""
"Nein, nie","2018","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein, nie","2018","66","kein Migrationshintergrund","","","",""
"Nein, nie","2018","66","direkter Migrationshintergrund","","","",""
"Nein, nie","2018","66","indirekter Migrationshintergrund","","","",""
"Nein, nie","2018","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, jede Woche","2018","17-29","kein Migrationshintergrund","","","",""
"Ja, jede Woche","2018","17-29","direkter Migrationshintergrund","","","",""
"Ja, jede Woche","2018","17-29","indirekter Migrationshintergrund","","","",""
"Ja, jede Woche","2018","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, jede Woche","2018","30-45","kein Migrationshintergrund","","","",""
"Ja, jede Woche","2018","30-45","direkter Migrationshintergrund","","","",""
"Ja, jede Woche","2018","30-45","indirekter Migrationshintergrund","","","",""
"Ja, jede Woche","2018","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, jede Woche","2018","46-65","kein Migrationshintergrund","","","",""
"Ja, jede Woche","2018","46-65","direkter Migrationshintergrund","","","",""
"Ja, jede Woche","2018","46-65","indirekter Migrationshintergrund","","","",""
"Ja, jede Woche","2018","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, jede Woche","2018","66","kein Migrationshintergrund","","","",""
"Ja, jede Woche","2018","66","direkter Migrationshintergrund","","","",""
"Ja, jede Woche","2018","66","indirekter Migrationshintergrund","","","",""
"Ja, jede Woche","2018","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 2 Wochen","2018","17-29","kein Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2018","17-29","direkter Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2018","17-29","indirekter Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2018","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 2 Wochen","2018","30-45","kein Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2018","30-45","direkter Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2018","30-45","indirekter Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2018","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 2 Wochen","2018","46-65","kein Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2018","46-65","direkter Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2018","46-65","indirekter Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2018","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 2 Wochen","2018","66","kein Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2018","66","direkter Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2018","66","indirekter Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2018","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 3-4 Wochen","2018","17-29","kein Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2018","17-29","direkter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2018","17-29","indirekter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2018","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 3-4 Wochen","2018","30-45","kein Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2018","30-45","direkter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2018","30-45","indirekter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2018","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 3-4 Wochen","2018","46-65","kein Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2018","46-65","direkter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2018","46-65","indirekter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2018","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 3-4 Wochen","2018","66","kein Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2018","66","direkter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2018","66","indirekter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2018","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2018","17-29","kein Migrationshintergrund","","","",""
"Seltener","2018","17-29","direkter Migrationshintergrund","","","",""
"Seltener","2018","17-29","indirekter Migrationshintergrund","","","",""
"Seltener","2018","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2018","30-45","kein Migrationshintergrund","","","",""
"Seltener","2018","30-45","direkter Migrationshintergrund","","","",""
"Seltener","2018","30-45","indirekter Migrationshintergrund","","","",""
"Seltener","2018","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2018","46-65","kein Migrationshintergrund","","","",""
"Seltener","2018","46-65","direkter Migrationshintergrund","","","",""
"Seltener","2018","46-65","indirekter Migrationshintergrund","","","",""
"Seltener","2018","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2018","66","kein Migrationshintergrund","","","",""
"Seltener","2018","66","direkter Migrationshintergrund","","","",""
"Seltener","2018","66","indirekter Migrationshintergrund","","","",""
"Seltener","2018","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein, nie","2019","17-29","kein Migrationshintergrund","1206","0.664004591849516","0.642117143553368","0.685892040145663"
"Nein, nie","2019","17-29","direkter Migrationshintergrund","166","0.701923094100684","0.644173557960029","0.759672630241338"
"Nein, nie","2019","17-29","indirekter Migrationshintergrund","289","0.663529522932422","0.618394813534197","0.708664232330646"
"Nein, nie","2019","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein, nie","2019","30-45","kein Migrationshintergrund","2084","0.5996715561717","0.58350154536229","0.615841566981111"
"Nein, nie","2019","30-45","direkter Migrationshintergrund","775","0.650409744437527","0.623063364173062","0.677756124701993"
"Nein, nie","2019","30-45","indirekter Migrationshintergrund","299","0.629957608283088","0.587076597610256","0.672838618955919"
"Nein, nie","2019","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein, nie","2019","46-65","kein Migrationshintergrund","4101","0.622164625679388","0.610755958559296","0.63357329279948"
"Nein, nie","2019","46-65","direkter Migrationshintergrund","688","0.636532559199061","0.607765927145505","0.665299191252616"
"Nein, nie","2019","46-65","indirekter Migrationshintergrund","206","0.576928276390323","0.528871682427799","0.624984870352847"
"Nein, nie","2019","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein, nie","2019","66","kein Migrationshintergrund","","","",""
"Nein, nie","2019","66","direkter Migrationshintergrund","","","",""
"Nein, nie","2019","66","indirekter Migrationshintergrund","","","",""
"Nein, nie","2019","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, jede Woche","2019","17-29","kein Migrationshintergrund","115","0.0614601254538039","0.0503308726848177","0.07258937822279"
"Ja, jede Woche","2019","17-29","direkter Migrationshintergrund","25","","",""
"Ja, jede Woche","2019","17-29","indirekter Migrationshintergrund","30","0.0742161136092519","0.0491774609246472","0.0992547662938566"
"Ja, jede Woche","2019","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, jede Woche","2019","30-45","kein Migrationshintergrund","257","0.0648524562922545","0.0567251122444367","0.0729798003400724"
"Ja, jede Woche","2019","30-45","direkter Migrationshintergrund","67","0.0658908866909545","0.051663073637328","0.0801186997445811"
"Ja, jede Woche","2019","30-45","indirekter Migrationshintergrund","32","0.0637993611214461","0.0420935388889481","0.0855051833539442"
"Ja, jede Woche","2019","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, jede Woche","2019","46-65","kein Migrationshintergrund","512","0.063271864007394","0.0575433360051342","0.0690003920096538"
"Ja, jede Woche","2019","46-65","direkter Migrationshintergrund","75","0.0846801403309324","0.0680297975970599","0.101330483064805"
"Ja, jede Woche","2019","46-65","indirekter Migrationshintergrund","46","0.0701746774066322","0.0453275623293583","0.0950217924839062"
"Ja, jede Woche","2019","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, jede Woche","2019","66","kein Migrationshintergrund","","","",""
"Ja, jede Woche","2019","66","direkter Migrationshintergrund","","","",""
"Ja, jede Woche","2019","66","indirekter Migrationshintergrund","","","",""
"Ja, jede Woche","2019","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 2 Wochen","2019","17-29","kein Migrationshintergrund","175","0.0984720085669125","0.084665339136283","0.112278677997542"
"Ja, alle 2 Wochen","2019","17-29","direkter Migrationshintergrund","28","","",""
"Ja, alle 2 Wochen","2019","17-29","indirekter Migrationshintergrund","55","0.155261454274122","0.120667514596936","0.189855393951308"
"Ja, alle 2 Wochen","2019","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 2 Wochen","2019","30-45","kein Migrationshintergrund","354","0.101964661879467","0.0919780788701125","0.111951244888822"
"Ja, alle 2 Wochen","2019","30-45","direkter Migrationshintergrund","133","0.131266966856844","0.111900626391713","0.150633307321975"
"Ja, alle 2 Wochen","2019","30-45","indirekter Migrationshintergrund","56","0.0951899667781212","0.069124956416808","0.121254977139434"
"Ja, alle 2 Wochen","2019","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 2 Wochen","2019","46-65","kein Migrationshintergrund","621","0.0842467694964493","0.0777109988843231","0.0907825401085755"
"Ja, alle 2 Wochen","2019","46-65","direkter Migrationshintergrund","124","0.104385398239997","0.0860990742853948","0.122671722194598"
"Ja, alle 2 Wochen","2019","46-65","indirekter Migrationshintergrund","44","0.150846612984631","0.116033253957491","0.185659972011772"
"Ja, alle 2 Wochen","2019","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 2 Wochen","2019","66","kein Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2019","66","direkter Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2019","66","indirekter Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2019","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 3-4 Wochen","2019","17-29","kein Migrationshintergrund","105","0.0571288633980708","0.0463741984919905","0.0678835283041511"
"Ja, alle 3-4 Wochen","2019","17-29","direkter Migrationshintergrund","6","","",""
"Ja, alle 3-4 Wochen","2019","17-29","indirekter Migrationshintergrund","13","","",""
"Ja, alle 3-4 Wochen","2019","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 3-4 Wochen","2019","30-45","kein Migrationshintergrund","229","0.0533217846477333","0.0459069940397293","0.0607365752557374"
"Ja, alle 3-4 Wochen","2019","30-45","direkter Migrationshintergrund","51","0.0339659372261313","0.0235776322502692","0.0443542422019934"
"Ja, alle 3-4 Wochen","2019","30-45","indirekter Migrationshintergrund","31","0.0684711577558818","0.0460408310576425","0.0909014844541211"
"Ja, alle 3-4 Wochen","2019","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 3-4 Wochen","2019","46-65","kein Migrationshintergrund","478","0.0648148061281721","0.0590216281969268","0.0706079840594174"
"Ja, alle 3-4 Wochen","2019","46-65","direkter Migrationshintergrund","55","0.0647148802567957","0.050001243210863","0.0794285173027283"
"Ja, alle 3-4 Wochen","2019","46-65","indirekter Migrationshintergrund","26","","",""
"Ja, alle 3-4 Wochen","2019","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 3-4 Wochen","2019","66","kein Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2019","66","direkter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2019","66","indirekter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2019","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2019","17-29","kein Migrationshintergrund","188","0.118934410731697","0.103934081083366","0.133934740380028"
"Seltener","2019","17-29","direkter Migrationshintergrund","16","","",""
"Seltener","2019","17-29","indirekter Migrationshintergrund","34","0.0861865227020658","0.0593790728628287","0.112993972541303"
"Seltener","2019","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2019","30-45","kein Migrationshintergrund","603","0.180189541008845","0.167505230116828","0.192873851900861"
"Seltener","2019","30-45","direkter Migrationshintergrund","142","0.118466464788543","0.0999335468332049","0.136999382743881"
"Seltener","2019","30-45","indirekter Migrationshintergrund","69","0.142581906061463","0.111528292764463","0.173635519358462"
"Seltener","2019","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2019","46-65","kein Migrationshintergrund","1226","0.165501934688597","0.156757229999481","0.174246639377713"
"Seltener","2019","46-65","direkter Migrationshintergrund","132","0.109687021973215","0.0909976406500253","0.128376403296404"
"Seltener","2019","46-65","indirekter Migrationshintergrund","84","0.171323255546376","0.134672257196367","0.207974253896385"
"Seltener","2019","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2019","66","kein Migrationshintergrund","","","",""
"Seltener","2019","66","direkter Migrationshintergrund","","","",""
"Seltener","2019","66","indirekter Migrationshintergrund","","","",""
"Seltener","2019","66","Migrationshintergrund - n. w. differenzierbar","","","",""
