"plh0036","year","migback","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Einige Sorgen","2018","direkter Migrationshintergrund","Laendlicher Raum","648","0.579909379747092","0.550990290816653","0.608828468677532"
"Einige Sorgen","2018","indirekter Migrationshintergrund","Staedtischer Raum","756","0.544575098508347","0.518366298530176","0.570783898486518"
"Einige Sorgen","2018","indirekter Migrationshintergrund","Laendlicher Raum","168","","",""
"Einige Sorgen","2018","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Einige Sorgen","2018","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Keine Sorgen","2018","kein Migrationshintergrund","Staedtischer Raum","1288","","",""
"Keine Sorgen","2018","kein Migrationshintergrund","Laendlicher Raum","1077","","",""
"Keine Sorgen","2018","direkter Migrationshintergrund","Staedtischer Raum","595","0.160044207669454","0.147477474038022","0.172610941300887"
"Keine Sorgen","2018","direkter Migrationshintergrund","Laendlicher Raum","222","","",""
"Keine Sorgen","2018","indirekter Migrationshintergrund","Staedtischer Raum","201","","",""
"Keine Sorgen","2018","indirekter Migrationshintergrund","Laendlicher Raum","66","0.197420200020807","0.153807496604909","0.241032903436706"
"Keine Sorgen","2018","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Keine Sorgen","2018","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Grosse Sorgen","2019","kein Migrationshintergrund","Staedtischer Raum","5993","0.477330070655407","0.468434715044139","0.486225426266676"
"Grosse Sorgen","2019","kein Migrationshintergrund","Laendlicher Raum","3220","0.438541862620641","0.427300566004291","0.449783159236991"
"Grosse Sorgen","2019","direkter Migrationshintergrund","Staedtischer Raum","1138","","",""
"Grosse Sorgen","2019","direkter Migrationshintergrund","Laendlicher Raum","364","0.376545396874918","0.34611695587124","0.406973837878596"
"Grosse Sorgen","2019","indirekter Migrationshintergrund","Staedtischer Raum","660","0.41899444911481","0.393195369993529","0.444793528236091"
"Grosse Sorgen","2019","indirekter Migrationshintergrund","Laendlicher Raum","154","","",""
"Grosse Sorgen","2019","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Grosse Sorgen","2019","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Einige Sorgen","2019","kein Migrationshintergrund","Staedtischer Raum","5366","0.453562608637398","0.444696582916898","0.462428634357897"
"Einige Sorgen","2019","kein Migrationshintergrund","Laendlicher Raum","3688","0.482978981085229","0.471658356103336","0.494299606067121"
"Einige Sorgen","2019","direkter Migrationshintergrund","Staedtischer Raum","1375","","",""
"Einige Sorgen","2019","direkter Migrationshintergrund","Laendlicher Raum","484","0.503021317399586","0.471621242212992","0.534421392586181"
"Einige Sorgen","2019","indirekter Migrationshintergrund","Staedtischer Raum","619","0.455546802301011","0.429505859323728","0.481587745278294"
"Einige Sorgen","2019","indirekter Migrationshintergrund","Laendlicher Raum","162","","",""
"Einige Sorgen","2019","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Einige Sorgen","2019","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Keine Sorgen","2019","kein Migrationshintergrund","Staedtischer Raum","753","0.069107320707195","0.064590300896819","0.0736243405175711"
"Keine Sorgen","2019","kein Migrationshintergrund","Laendlicher Raum","577","0.0784791562941302","0.0723868471491175","0.0845714654391429"
"Keine Sorgen","2019","direkter Migrationshintergrund","Staedtischer Raum","303","0.110229189855642","0.0986622320692648","0.121796147642019"
"Keine Sorgen","2019","direkter Migrationshintergrund","Laendlicher Raum","126","","",""
"Keine Sorgen","2019","indirekter Migrationshintergrund","Staedtischer Raum","126","","",""
"Keine Sorgen","2019","indirekter Migrationshintergrund","Laendlicher Raum","48","0.208728187517096","0.166978733750062","0.25047764128413"
"Keine Sorgen","2019","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Keine Sorgen","2019","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Grosse Sorgen","2020","kein Migrationshintergrund","Staedtischer Raum","4525","0.386338298053206","0.377482570046206","0.395194026060207"
"Grosse Sorgen","2020","kein Migrationshintergrund","Laendlicher Raum","2365","","",""
"Grosse Sorgen","2020","direkter Migrationshintergrund","Staedtischer Raum","1287","","",""
"Grosse Sorgen","2020","direkter Migrationshintergrund","Laendlicher Raum","336","0.293264635985074","0.269006498549699","0.317522773420449"
"Grosse Sorgen","2020","indirekter Migrationshintergrund","Staedtischer Raum","485","0.354953447594237","0.329276026412617","0.380630868775857"
"Grosse Sorgen","2020","indirekter Migrationshintergrund","Laendlicher Raum","110","","",""
"Grosse Sorgen","2020","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Grosse Sorgen","2020","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Einige Sorgen","2020","kein Migrationshintergrund","Staedtischer Raum","6041","0.520228048526344","0.511141683343745","0.529314413708943"
"Einige Sorgen","2020","kein Migrationshintergrund","Laendlicher Raum","3848","0.551185331593012","0.539533010566312","0.562837652619712"
"Einige Sorgen","2020","direkter Migrationshintergrund","Staedtischer Raum","2043","","",""
"Einige Sorgen","2020","direkter Migrationshintergrund","Laendlicher Raum","732","0.553391312850503","0.526901496672524","0.579881129028482"
"Einige Sorgen","2020","indirekter Migrationshintergrund","Staedtischer Raum","674","0.51602480950098","0.489207388061649","0.54284223094031"
"Einige Sorgen","2020","indirekter Migrationshintergrund","Laendlicher Raum","184","","",""
"Einige Sorgen","2020","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Einige Sorgen","2020","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Keine Sorgen","2020","kein Migrationshintergrund","Staedtischer Raum","1047","","",""
"Keine Sorgen","2020","kein Migrationshintergrund","Laendlicher Raum","786","0.10710274383717","0.0998578648293567","0.114347622844984"
"Keine Sorgen","2020","direkter Migrationshintergrund","Staedtischer Raum","683","0.133279682603177","0.122764060400638","0.143795304805715"
"Keine Sorgen","2020","direkter Migrationshintergrund","Laendlicher Raum","285","","",""
"Keine Sorgen","2020","indirekter Migrationshintergrund","Staedtischer Raum","175","","",""
"Keine Sorgen","2020","indirekter Migrationshintergrund","Laendlicher Raum","45","0.105203125219768","0.0725424776071705","0.137863772832365"
"Keine Sorgen","2020","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Keine Sorgen","2020","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
