year,age_gr,regtyp,pgpsbil,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2007,66 and older,Rural regions,Upper Secondary Degree,0.06887,121,1492,0.05602,0.08173
2007,66 and older,Rural regions,Other Degree,0.03989,51,1492,0.02996,0.04983
2008,17-29 y.,Urban regions,Secondary School Degree,0.14528,276,1937,0.12958,0.16097
2008,17-29 y.,Urban regions,Intermediate School Degree,0.25823,551,1937,0.23874,0.27773
2008,17-29 y.,Urban regions,Technical School Degree,0.05617,121,1937,0.04592,0.06643
2008,17-29 y.,Urban regions,Upper Secondary Degree,0.24103,582,1937,0.22197,0.26008
2008,17-29 y.,Urban regions,Other Degree,0.02059,35,1937,0.01426,0.02692
2008,17-29 y.,Urban regions,No School Degree Yet,0.13631,372,1937,0.12102,0.15159
2008,17-29 y.,Rural regions,Secondary School Degree,0.20475,190,991,0.17961,0.22989
2008,17-29 y.,Rural regions,Intermediate School Degree,0.31500,356,991,0.28607,0.34394
2008,17-29 y.,Rural regions,Technical School Degree,0.06208,60,991,0.04705,0.07711
2008,17-29 y.,Rural regions,Upper Secondary Degree,0.13443,197,991,0.11318,0.15568
2008,17-29 y.,Rural regions,No School Degree Yet,0.13636,188,991,0.11498,0.15773
2008,30-45 y.,Urban regions,Secondary School Degree,0.24621,801,3426,0.23178,0.26064
2008,30-45 y.,Urban regions,Intermediate School Degree,0.29083,1100,3426,0.27562,0.30604
2008,30-45 y.,Urban regions,Technical School Degree,0.07452,256,3426,0.06572,0.08332
2008,30-45 y.,Urban regions,Upper Secondary Degree,0.29239,1034,3426,0.27715,0.30762
2008,30-45 y.,Urban regions,Other Degree,0.07377,201,3426,0.06501,0.08252
2008,30-45 y.,Urban regions,"Dropout, No School Degree",0.01486,34,3426,0.01081,0.01891
2008,30-45 y.,Rural regions,Secondary School Degree,0.26104,395,1700,0.24016,0.28193
2008,30-45 y.,Rural regions,Intermediate School Degree,0.46978,850,1700,0.44604,0.49351
2008,30-45 y.,Rural regions,Technical School Degree,0.05189,80,1700,0.04134,0.06244
2008,30-45 y.,Rural regions,Upper Secondary Degree,0.15918,320,1700,0.14178,0.17657
2008,30-45 y.,Rural regions,Other Degree,0.04082,55,1700,0.03141,0.05023
2008,46-65 y.,Urban regions,Secondary School Degree,0.38523,1424,4320,0.37072,0.39974
2008,46-65 y.,Urban regions,Intermediate School Degree,0.26963,1223,4320,0.25639,0.28286
2008,46-65 y.,Urban regions,Technical School Degree,0.04781,246,4320,0.04144,0.05417
2008,46-65 y.,Urban regions,Upper Secondary Degree,0.17089,1024,4320,0.15966,0.18211
2008,46-65 y.,Urban regions,Other Degree,0.10434,345,4320,0.09522,0.11346
2008,46-65 y.,Urban regions,"Dropout, No School Degree",0.01983,58,4320,0.01567,0.02399
2008,46-65 y.,Rural regions,Secondary School Degree,0.38797,778,2346,0.36825,0.40769
2008,46-65 y.,Rural regions,Intermediate School Degree,0.39038,1005,2346,0.37063,0.41012
2008,46-65 y.,Rural regions,Technical School Degree,0.03195,89,2346,0.02483,0.03906
2008,46-65 y.,Rural regions,Upper Secondary Degree,0.11939,390,2346,0.10627,0.13251
2008,46-65 y.,Rural regions,Other Degree,0.05587,84,2346,0.04657,0.06516
2008,66 and older,Urban regions,Secondary School Degree,0.58771,1551,2791,0.56944,0.60597
2008,66 and older,Urban regions,Intermediate School Degree,0.17216,480,2791,0.15815,0.18617
2008,66 and older,Urban regions,Technical School Degree,0.04361,126,2791,0.03603,0.05119
2008,66 and older,Urban regions,Upper Secondary Degree,0.11702,436,2791,0.10509,0.12895
2008,66 and older,Urban regions,Other Degree,0.06141,158,2791,0.05250,0.07032
2008,66 and older,Urban regions,"Dropout, No School Degree",0.01429,40,2791,0.00988,0.01869
2008,66 and older,Rural regions,Secondary School Degree,0.70375,1058,1474,0.68043,0.72707
2008,66 and older,Rural regions,Intermediate School Degree,0.13152,204,1474,0.11426,0.14878
2008,66 and older,Rural regions,Technical School Degree,0.03659,40,1474,0.02700,0.04618
2008,66 and older,Rural regions,Upper Secondary Degree,0.07200,125,1474,0.05880,0.08520
2008,66 and older,Rural regions,Other Degree,0.03363,47,1474,0.02443,0.04284
2009,17-29 y.,Urban regions,Secondary School Degree,0.14285,250,1738,0.12639,0.15930
2009,17-29 y.,Urban regions,Intermediate School Degree,0.23632,472,1738,0.21634,0.25630
2009,17-29 y.,Urban regions,Technical School Degree,0.05678,107,1738,0.04589,0.06766
2009,17-29 y.,Urban regions,Upper Secondary Degree,0.24227,521,1738,0.22212,0.26242
2009,17-29 y.,Urban regions,Other Degree,0.02288,34,1738,0.01585,0.02991
2009,17-29 y.,Urban regions,No School Degree Yet,0.14377,354,1738,0.12727,0.16027
2009,17-29 y.,Rural regions,Secondary School Degree,0.19077,160,883,0.16484,0.21670
2009,17-29 y.,Rural regions,Intermediate School Degree,0.30470,311,883,0.27433,0.33508
2009,17-29 y.,Rural regions,Technical School Degree,0.06924,60,883,0.05249,0.08600
2009,17-29 y.,Rural regions,Upper Secondary Degree,0.16260,200,883,0.13824,0.18695
2009,17-29 y.,Rural regions,No School Degree Yet,0.12104,152,883,0.09952,0.14257
2009,30-45 y.,Urban regions,Secondary School Degree,0.23395,673,3048,0.21892,0.24899
2009,30-45 y.,Urban regions,Intermediate School Degree,0.28678,980,3048,0.27072,0.30284
2009,30-45 y.,Urban regions,Technical School Degree,0.07914,240,3048,0.06955,0.08873
2009,30-45 y.,Urban regions,Upper Secondary Degree,0.30400,955,3048,0.28767,0.32033
2009,30-45 y.,Urban regions,Other Degree,0.07260,166,3048,0.06339,0.08182
2009,30-45 y.,Urban regions,"Dropout, No School Degree",0.01461,34,3048,0.01035,0.01887
2009,30-45 y.,Rural regions,Secondary School Degree,0.23752,350,1578,0.21652,0.25852
2009,30-45 y.,Rural regions,Intermediate School Degree,0.47627,799,1578,0.45162,0.50092
2009,30-45 y.,Rural regions,Technical School Degree,0.06325,79,1578,0.05123,0.07526
2009,30-45 y.,Rural regions,Upper Secondary Degree,0.16695,303,1578,0.14854,0.18535
2009,30-45 y.,Rural regions,Other Degree,0.03766,47,1578,0.02827,0.04706
2009,46-65 y.,Urban regions,Secondary School Degree,0.37367,1301,4026,0.35872,0.38861
2009,46-65 y.,Urban regions,Intermediate School Degree,0.27956,1171,4026,0.26570,0.29343
2009,46-65 y.,Urban regions,Technical School Degree,0.05035,229,4026,0.04360,0.05711
2009,46-65 y.,Urban regions,Upper Secondary Degree,0.17989,981,4026,0.16802,0.19176
2009,46-65 y.,Urban regions,Other Degree,0.09331,292,4026,0.08433,0.10230
2009,46-65 y.,Urban regions,"Dropout, No School Degree",0.02040,52,4026,0.01603,0.02476
2009,46-65 y.,Rural regions,Secondary School Degree,0.37556,725,2272,0.35564,0.39548
2009,46-65 y.,Rural regions,Intermediate School Degree,0.40003,992,2272,0.37988,0.42018
2009,46-65 y.,Rural regions,Technical School Degree,0.03336,92,2272,0.02598,0.04075
2009,46-65 y.,Rural regions,Upper Secondary Degree,0.12282,389,2272,0.10932,0.13632
2009,46-65 y.,Rural regions,Other Degree,0.05368,74,2272,0.04441,0.06295
2009,66 and older,Urban regions,Secondary School Degree,0.57464,1474,2691,0.55596,0.59332
2009,66 and older,Urban regions,Intermediate School Degree,0.18377,489,2691,0.16913,0.19840
2009,66 and older,Urban regions,Technical School Degree,0.04426,118,2691,0.03649,0.05204
2009,66 and older,Urban regions,Upper Secondary Degree,0.12290,435,2691,0.11050,0.13531
2009,66 and older,Urban regions,Other Degree,0.05457,136,2691,0.04599,0.06316
2009,66 and older,Urban regions,"Dropout, No School Degree",0.01667,39,2691,0.01183,0.02150
2009,66 and older,Rural regions,Secondary School Degree,0.68682,1013,1442,0.66288,0.71077
2009,66 and older,Rural regions,Intermediate School Degree,0.14547,216,1442,0.12726,0.16367
2009,66 and older,Rural regions,Technical School Degree,0.04176,39,1442,0.03143,0.05209
2009,66 and older,Rural regions,Upper Secondary Degree,0.07436,131,1442,0.06081,0.08790
2009,66 and older,Rural regions,Other Degree,0.03055,43,1442,0.02166,0.03943
2010,17-29 y.,Urban regions,Secondary School Degree,0.12965,423,2520,0.11653,0.14276
2010,17-29 y.,Urban regions,Intermediate School Degree,0.23401,683,2520,0.21747,0.25054
2010,17-29 y.,Urban regions,Technical School Degree,0.05669,141,2520,0.04766,0.06572
2010,17-29 y.,Urban regions,Upper Secondary Degree,0.26237,610,2520,0.24519,0.27955
2010,17-29 y.,Urban regions,Other Degree,0.02683,129,2520,0.02052,0.03314
2010,17-29 y.,Urban regions,"Dropout, No School Degree",0.00908,54,2520,0.00538,0.01279
2010,17-29 y.,Urban regions,No School Degree Yet,0.13713,480,2520,0.12370,0.15057
2010,17-29 y.,Rural regions,Secondary School Degree,0.18991,288,1307,0.16864,0.21118
2010,17-29 y.,Rural regions,Intermediate School Degree,0.29821,434,1307,0.27340,0.32302
2010,17-29 y.,Rural regions,Technical School Degree,0.07615,81,1307,0.06177,0.09054
2010,17-29 y.,Rural regions,Upper Secondary Degree,0.16167,223,1307,0.14170,0.18164
2010,17-29 y.,Rural regions,Other Degree,0.02735,51,1307,0.01851,0.03620
2010,17-29 y.,Rural regions,No School Degree Yet,0.11656,230,1307,0.09915,0.13396
2010,30-45 y.,Urban regions,Secondary School Degree,0.20498,1091,5920,0.19469,0.21526
2010,30-45 y.,Urban regions,Intermediate School Degree,0.28099,1753,5920,0.26954,0.29244
2010,30-45 y.,Urban regions,Technical School Degree,0.08444,442,5920,0.07736,0.09153
2010,30-45 y.,Urban regions,Upper Secondary Degree,0.30310,1902,5920,0.29139,0.31481
2010,30-45 y.,Urban regions,Other Degree,0.10293,620,5920,0.09519,0.11067
2010,30-45 y.,Urban regions,"Dropout, No School Degree",0.01546,112,5920,0.01232,0.01860
2010,30-45 y.,Rural regions,Secondary School Degree,0.22377,665,3085,0.20906,0.23848
2010,30-45 y.,Rural regions,Intermediate School Degree,0.46989,1473,3085,0.45227,0.48750
2010,30-45 y.,Rural regions,Technical School Degree,0.05434,164,3085,0.04634,0.06235
2010,30-45 y.,Rural regions,Upper Secondary Degree,0.18144,550,3085,0.16784,0.19504
2010,30-45 y.,Rural regions,Other Degree,0.05171,186,3085,0.04389,0.05952
2010,30-45 y.,Rural regions,"Dropout, No School Degree",0.01382,47,3085,0.00970,0.01794
2010,46-65 y.,Urban regions,Secondary School Degree,0.36343,1351,4448,0.34929,0.37757
2010,46-65 y.,Urban regions,Intermediate School Degree,0.28402,1304,4448,0.27077,0.29728
2010,46-65 y.,Urban regions,Technical School Degree,0.05358,273,4448,0.04696,0.06020
2010,46-65 y.,Urban regions,Upper Secondary Degree,0.18282,1128,4448,0.17145,0.19418
2010,46-65 y.,Urban regions,Other Degree,0.09678,340,4448,0.08809,0.10547
2010,46-65 y.,Urban regions,"Dropout, No School Degree",0.01726,52,4448,0.01343,0.02109
2010,46-65 y.,Rural regions,Secondary School Degree,0.35292,747,2468,0.33406,0.37177
2010,46-65 y.,Rural regions,Intermediate School Degree,0.41431,1097,2468,0.39487,0.43375
2010,46-65 y.,Rural regions,Technical School Degree,0.03190,109,2468,0.02496,0.03883
2010,46-65 y.,Rural regions,Upper Secondary Degree,0.12475,424,2468,0.11171,0.13779
2010,46-65 y.,Rural regions,Other Degree,0.06216,91,2468,0.05263,0.07169
2010,66 and older,Urban regions,Secondary School Degree,0.56454,1379,2610,0.54551,0.58356
2010,66 and older,Urban regions,Intermediate School Degree,0.19040,507,2610,0.17533,0.20547
2010,66 and older,Urban regions,Technical School Degree,0.04556,118,2610,0.03756,0.05357
2010,66 and older,Urban regions,Upper Secondary Degree,0.12227,441,2610,0.10970,0.13484
2010,66 and older,Urban regions,Other Degree,0.05832,130,2610,0.04932,0.06731
2010,66 and older,Urban regions,"Dropout, No School Degree",0.01610,35,2610,0.01127,0.02093
2010,66 and older,Rural regions,Secondary School Degree,0.66245,932,1384,0.63753,0.68737
2010,66 and older,Rural regions,Intermediate School Degree,0.15182,228,1384,0.13291,0.17073
2010,66 and older,Rural regions,Technical School Degree,0.04591,41,1384,0.03488,0.05695
2010,66 and older,Rural regions,Upper Secondary Degree,0.07858,142,1384,0.06440,0.09276
2010,66 and older,Rural regions,Other Degree,0.03696,41,1384,0.02702,0.04691
2011,17-29 y.,Urban regions,Secondary School Degree,0.12488,419,2658,0.11231,0.13745
2011,17-29 y.,Urban regions,Intermediate School Degree,0.21936,633,2658,0.20363,0.23510
2011,17-29 y.,Urban regions,Technical School Degree,0.05869,160,2658,0.04975,0.06763
2011,17-29 y.,Urban regions,Upper Secondary Degree,0.27980,690,2658,0.26273,0.29687
2011,17-29 y.,Urban regions,Other Degree,0.03049,100,2658,0.02395,0.03703
2011,17-29 y.,Urban regions,"Dropout, No School Degree",0.00958,46,2658,0.00588,0.01329
2011,17-29 y.,Urban regions,No School Degree Yet,0.14732,610,2658,0.13384,0.16079
2011,17-29 y.,Rural regions,Secondary School Degree,0.17086,298,1466,0.15158,0.19013
2011,17-29 y.,Rural regions,Intermediate School Degree,0.30762,489,1466,0.28399,0.33126
2011,17-29 y.,Rural regions,Technical School Degree,0.06176,85,1466,0.04943,0.07409
2011,17-29 y.,Rural regions,Upper Secondary Degree,0.21585,268,1466,0.19479,0.23692
2011,17-29 y.,Rural regions,Other Degree,0.01444,42,1466,0.00833,0.02054
2011,17-29 y.,Rural regions,No School Degree Yet,0.10243,284,1466,0.08691,0.11796
2011,30-45 y.,Urban regions,Secondary School Degree,0.18624,1132,6334,0.17665,0.19583
2011,30-45 y.,Urban regions,Intermediate School Degree,0.27792,1932,6334,0.26689,0.28896
2011,30-45 y.,Urban regions,Technical School Degree,0.08126,485,6334,0.07453,0.08799
2011,30-45 y.,Urban regions,Upper Secondary Degree,0.32016,2039,6334,0.30867,0.33165
2011,30-45 y.,Urban regions,Other Degree,0.10081,634,6334,0.09340,0.10823
2011,30-45 y.,Urban regions,"Dropout, No School Degree",0.01710,112,6334,0.01391,0.02030
2011,30-45 y.,Rural regions,Secondary School Degree,0.21121,724,3411,0.19751,0.22491
2011,30-45 y.,Rural regions,Intermediate School Degree,0.45576,1602,3411,0.43905,0.47248
2011,30-45 y.,Rural regions,Technical School Degree,0.06234,203,3411,0.05422,0.07045
2011,30-45 y.,Rural regions,Upper Secondary Degree,0.17623,624,3411,0.16345,0.18902
2011,30-45 y.,Rural regions,Other Degree,0.06610,204,3411,0.05776,0.07444
2011,30-45 y.,Rural regions,"Dropout, No School Degree",0.01416,54,3411,0.01020,0.01813
2011,46-65 y.,Urban regions,Secondary School Degree,0.34431,1680,5658,0.33193,0.35669
2011,46-65 y.,Urban regions,Intermediate School Degree,0.28528,1660,5658,0.27351,0.29704
2011,46-65 y.,Urban regions,Technical School Degree,0.05798,361,5658,0.05189,0.06407
2011,46-65 y.,Urban regions,Upper Secondary Degree,0.18388,1405,5658,0.17378,0.19397
2011,46-65 y.,Urban regions,Other Degree,0.10365,476,5658,0.09570,0.11159
2011,46-65 y.,Urban regions,"Dropout, No School Degree",0.01844,76,5658,0.01493,0.02195
2011,46-65 y.,Rural regions,Secondary School Degree,0.33946,1043,3384,0.32350,0.35542
2011,46-65 y.,Rural regions,Intermediate School Degree,0.40910,1447,3384,0.39254,0.42567
2011,46-65 y.,Rural regions,Technical School Degree,0.03653,151,3384,0.03021,0.04285
2011,46-65 y.,Rural regions,Upper Secondary Degree,0.12877,545,3384,0.11748,0.14006
2011,46-65 y.,Rural regions,Other Degree,0.06691,163,3384,0.05849,0.07533
2011,46-65 y.,Rural regions,"Dropout, No School Degree",0.01011,35,3384,0.00674,0.01348
2011,66 and older,Urban regions,Secondary School Degree,0.55418,1744,3297,0.53721,0.57115
2011,66 and older,Urban regions,Intermediate School Degree,0.18881,631,3297,0.17545,0.20217
2011,66 and older,Urban regions,Technical School Degree,0.04305,138,3297,0.03612,0.04998
2011,66 and older,Urban regions,Upper Secondary Degree,0.12549,548,3297,0.11418,0.13680
2011,66 and older,Urban regions,Other Degree,0.06291,185,3297,0.05462,0.07120
2011,66 and older,Urban regions,"Dropout, No School Degree",0.02019,51,3297,0.01539,0.02499
2011,66 and older,Rural regions,Secondary School Degree,0.64216,1154,1784,0.61991,0.66441
2011,66 and older,Rural regions,Intermediate School Degree,0.16238,315,1784,0.14526,0.17950
2011,66 and older,Rural regions,Technical School Degree,0.04058,50,1784,0.03142,0.04974
2011,66 and older,Rural regions,Upper Secondary Degree,0.08144,188,1784,0.06875,0.09414
2011,66 and older,Rural regions,Other Degree,0.04469,77,1784,0.03510,0.05428
2012,17-29 y.,Urban regions,Secondary School Degree,0.12965,408,2584,0.11670,0.14261
2012,17-29 y.,Urban regions,Intermediate School Degree,0.22556,604,2584,0.20944,0.24168
2012,17-29 y.,Urban regions,Technical School Degree,0.06293,147,2584,0.05357,0.07230
2012,17-29 y.,Urban regions,Upper Secondary Degree,0.28103,686,2584,0.26370,0.29837
2012,17-29 y.,Urban regions,Other Degree,0.03067,80,2584,0.02402,0.03732
2012,17-29 y.,Urban regions,"Dropout, No School Degree",0.00807,42,2584,0.00462,0.01152
2012,17-29 y.,Urban regions,No School Degree Yet,0.13531,617,2584,0.12212,0.14851
2012,17-29 y.,Rural regions,Secondary School Degree,0.17866,274,1391,0.15852,0.19880
2012,17-29 y.,Rural regions,Intermediate School Degree,0.28795,445,1391,0.26414,0.31175
2012,17-29 y.,Rural regions,Technical School Degree,0.04796,63,1391,0.03672,0.05919
2012,17-29 y.,Rural regions,Upper Secondary Degree,0.20172,263,1391,0.18062,0.22281
2012,17-29 y.,Rural regions,Other Degree,0.03658,53,1391,0.02671,0.04645
2012,17-29 y.,Rural regions,No School Degree Yet,0.11231,293,1391,0.09571,0.12891
2012,30-45 y.,Urban regions,Secondary School Degree,0.17170,998,5779,0.16197,0.18142
2012,30-45 y.,Urban regions,Intermediate School Degree,0.27195,1744,5779,0.26048,0.28343
2012,30-45 y.,Urban regions,Technical School Degree,0.08349,450,5779,0.07636,0.09062
2012,30-45 y.,Urban regions,Upper Secondary Degree,0.32422,1873,5779,0.31215,0.33629
2012,30-45 y.,Urban regions,Other Degree,0.11568,600,5779,0.10744,0.12393
2012,30-45 y.,Urban regions,"Dropout, No School Degree",0.01690,114,5779,0.01357,0.02022
2012,30-45 y.,Rural regions,Secondary School Degree,0.21502,676,3200,0.20078,0.22925
2012,30-45 y.,Rural regions,Intermediate School Degree,0.44117,1474,3200,0.42397,0.45838
2012,30-45 y.,Rural regions,Technical School Degree,0.06527,194,3200,0.05671,0.07383
2012,30-45 y.,Rural regions,Upper Secondary Degree,0.17898,602,3200,0.16570,0.19227
2012,30-45 y.,Rural regions,Other Degree,0.06880,201,3200,0.06003,0.07757
2012,30-45 y.,Rural regions,"Dropout, No School Degree",0.01771,53,3200,0.01314,0.02228
2012,46-65 y.,Urban regions,Secondary School Degree,0.33357,1660,5751,0.32139,0.34576
2012,46-65 y.,Urban regions,Intermediate School Degree,0.28578,1718,5751,0.27411,0.29746
2012,46-65 y.,Urban regions,Technical School Degree,0.06161,398,5751,0.05539,0.06782
2012,46-65 y.,Urban regions,Upper Secondary Degree,0.18922,1441,5751,0.17910,0.19935
2012,46-65 y.,Urban regions,Other Degree,0.10471,465,5751,0.09680,0.11262
2012,46-65 y.,Urban regions,"Dropout, No School Degree",0.01805,69,5751,0.01461,0.02149
2012,46-65 y.,Rural regions,Secondary School Degree,0.34285,1077,3571,0.32728,0.35842
2012,46-65 y.,Rural regions,Intermediate School Degree,0.40467,1529,3571,0.38857,0.42077
2012,46-65 y.,Rural regions,Technical School Degree,0.03676,162,3571,0.03059,0.04294
2012,46-65 y.,Rural regions,Upper Secondary Degree,0.12867,591,3571,0.11769,0.13965
2012,46-65 y.,Rural regions,Other Degree,0.07158,177,3571,0.06312,0.08004
2012,46-65 y.,Rural regions,"Dropout, No School Degree",0.00713,35,3571,0.00437,0.00989
2012,66 and older,Urban regions,Secondary School Degree,0.53094,1682,3287,0.51388,0.54801
2012,66 and older,Urban regions,Intermediate School Degree,0.19021,657,3287,0.17679,0.20363
2012,66 and older,Urban regions,Technical School Degree,0.04474,144,3287,0.03767,0.05181
2012,66 and older,Urban regions,Upper Secondary Degree,0.13294,560,3287,0.12134,0.14455
2012,66 and older,Urban regions,Other Degree,0.07161,192,3287,0.06279,0.08043
2012,66 and older,Urban regions,"Dropout, No School Degree",0.02327,52,3287,0.01811,0.02842
2012,66 and older,Rural regions,Secondary School Degree,0.62832,1172,1844,0.60626,0.65038
2012,66 and older,Rural regions,Intermediate School Degree,0.17202,340,1844,0.15479,0.18925
2012,66 and older,Rural regions,Technical School Degree,0.03443,48,1844,0.02611,0.04276
2012,66 and older,Rural regions,Upper Secondary Degree,0.08197,197,1844,0.06945,0.09450
2012,66 and older,Rural regions,Other Degree,0.05110,87,1844,0.04105,0.06116
2013,17-29 y.,Urban regions,Secondary School Degree,0.12718,573,3431,0.11603,0.13833
2013,17-29 y.,Urban regions,Intermediate School Degree,0.22922,805,3431,0.21515,0.24328
2013,17-29 y.,Urban regions,Technical School Degree,0.07420,228,3431,0.06543,0.08297
2013,17-29 y.,Urban regions,Upper Secondary Degree,0.27462,832,3431,0.25969,0.28956
2013,17-29 y.,Urban regions,Other Degree,0.04371,215,3431,0.03686,0.05055
2013,17-29 y.,Urban regions,"Dropout, No School Degree",0.01080,64,3431,0.00734,0.01426
2013,17-29 y.,Urban regions,No School Degree Yet,0.13655,714,3431,0.12506,0.14804
2013,17-29 y.,Rural regions,Secondary School Degree,0.16544,300,1565,0.14703,0.18386
2013,17-29 y.,Rural regions,Intermediate School Degree,0.28797,477,1565,0.26553,0.31042
2013,17-29 y.,Rural regions,Technical School Degree,0.04181,71,1565,0.03189,0.05173
2013,17-29 y.,Rural regions,Upper Secondary Degree,0.21031,261,1565,0.19012,0.23051
2013,17-29 y.,Rural regions,Other Degree,0.04077,90,1565,0.03097,0.05057
2013,17-29 y.,Rural regions,No School Degree Yet,0.13558,366,1565,0.11862,0.15255
2013,30-45 y.,Urban regions,Secondary School Degree,0.15739,1056,6857,0.14877,0.16601
2013,30-45 y.,Urban regions,Intermediate School Degree,0.25333,1685,6857,0.24303,0.26362
2013,30-45 y.,Urban regions,Technical School Degree,0.08097,449,6857,0.07451,0.08743
2013,30-45 y.,Urban regions,Upper Secondary Degree,0.31962,1861,6857,0.30858,0.33066
2013,30-45 y.,Urban regions,Other Degree,0.14026,1588,6857,0.13204,0.14848
2013,30-45 y.,Urban regions,"Dropout, No School Degree",0.02464,218,6857,0.02097,0.02831
2013,30-45 y.,Rural regions,Secondary School Degree,0.20626,642,3339,0.19253,0.21998
2013,30-45 y.,Rural regions,Intermediate School Degree,0.43008,1363,3339,0.41329,0.44688
2013,30-45 y.,Rural regions,Technical School Degree,0.05726,170,3339,0.04937,0.06514
2013,30-45 y.,Rural regions,Upper Secondary Degree,0.18108,580,3339,0.16802,0.19415
2013,30-45 y.,Rural regions,Other Degree,0.08709,504,3339,0.07752,0.09665
2013,30-45 y.,Rural regions,"Dropout, No School Degree",0.01845,80,3339,0.01389,0.02302
2013,46-65 y.,Urban regions,Secondary School Degree,0.30574,1555,6367,0.29442,0.31706
2013,46-65 y.,Urban regions,Intermediate School Degree,0.28926,1707,6367,0.27813,0.30040
2013,46-65 y.,Urban regions,Technical School Degree,0.06447,419,6367,0.05844,0.07050
2013,46-65 y.,Urban regions,Upper Secondary Degree,0.19884,1509,6367,0.18903,0.20864
2013,46-65 y.,Urban regions,Other Degree,0.11062,1028,6367,0.10292,0.11833
2013,46-65 y.,Urban regions,"Dropout, No School Degree",0.02068,149,6367,0.01718,0.02417
2013,46-65 y.,Rural regions,Secondary School Degree,0.33213,1013,3709,0.31697,0.34729
2013,46-65 y.,Rural regions,Intermediate School Degree,0.41345,1510,3709,0.39759,0.42930
2013,46-65 y.,Rural regions,Technical School Degree,0.04084,171,3709,0.03447,0.04721
2013,46-65 y.,Rural regions,Upper Secondary Degree,0.12311,565,3709,0.11253,0.13368
2013,46-65 y.,Rural regions,Other Degree,0.07300,393,3709,0.06463,0.08137
2013,46-65 y.,Rural regions,"Dropout, No School Degree",0.00890,57,3709,0.00588,0.01193
2013,66 and older,Urban regions,Secondary School Degree,0.52700,1586,3229,0.50977,0.54422
2013,66 and older,Urban regions,Intermediate School Degree,0.19786,661,3229,0.18411,0.21160
2013,66 and older,Urban regions,Technical School Degree,0.04728,146,3229,0.03996,0.05460
2013,66 and older,Urban regions,Upper Secondary Degree,0.13604,561,3229,0.12421,0.14787
2013,66 and older,Urban regions,Other Degree,0.06538,219,3229,0.05685,0.07391
2013,66 and older,Urban regions,"Dropout, No School Degree",0.02169,56,3229,0.01667,0.02672
2013,66 and older,Rural regions,Secondary School Degree,0.61975,1068,1782,0.59720,0.64229
2013,66 and older,Rural regions,Intermediate School Degree,0.18029,336,1782,0.16244,0.19815
2013,66 and older,Rural regions,Technical School Degree,0.03376,45,1782,0.02537,0.04215
2013,66 and older,Rural regions,Upper Secondary Degree,0.09318,208,1782,0.07968,0.10669
2013,66 and older,Rural regions,Other Degree,0.04274,93,1782,0.03335,0.05213
2013,66 and older,Rural regions,"Dropout, No School Degree",0.01734,32,1782,0.01128,0.02340
2014,17-29 y.,Urban regions,Secondary School Degree,0.11279,445,2907,0.10129,0.12429
2014,17-29 y.,Urban regions,Intermediate School Degree,0.21488,675,2907,0.19995,0.22982
2014,17-29 y.,Urban regions,Technical School Degree,0.07849,204,2907,0.06871,0.08827
2014,17-29 y.,Urban regions,Upper Secondary Degree,0.29800,787,2907,0.28137,0.31463
2014,17-29 y.,Urban regions,Other Degree,0.04115,153,2907,0.03392,0.04837
2014,17-29 y.,Urban regions,"Dropout, No School Degree",0.00996,47,2907,0.00635,0.01357
2014,17-29 y.,Urban regions,No School Degree Yet,0.12066,596,2907,0.10882,0.13251
2014,17-29 y.,Rural regions,Secondary School Degree,0.17846,273,1337,0.15792,0.19899
2014,17-29 y.,Rural regions,Intermediate School Degree,0.25718,397,1337,0.23374,0.28061
2014,17-29 y.,Rural regions,Technical School Degree,0.04530,63,1337,0.03415,0.05645
2014,17-29 y.,Rural regions,Upper Secondary Degree,0.19872,246,1337,0.17732,0.22012
2014,17-29 y.,Rural regions,Other Degree,0.04035,62,1337,0.02980,0.05090
2014,17-29 y.,Rural regions,No School Degree Yet,0.13193,296,1337,0.11378,0.15007
2014,30-45 y.,Urban regions,Secondary School Degree,0.15251,852,5522,0.14303,0.16200
2014,30-45 y.,Urban regions,Intermediate School Degree,0.23213,1354,5522,0.22100,0.24327
2014,30-45 y.,Urban regions,Technical School Degree,0.08328,390,5522,0.07599,0.09057
2014,30-45 y.,Urban regions,Upper Secondary Degree,0.32806,1559,5522,0.31567,0.34044
2014,30-45 y.,Urban regions,Other Degree,0.14617,1199,5522,0.13685,0.15548
2014,30-45 y.,Urban regions,"Dropout, No School Degree",0.02778,168,5522,0.02344,0.03211
2014,30-45 y.,Rural regions,Secondary School Degree,0.18884,524,2803,0.17435,0.20334
2014,30-45 y.,Rural regions,Intermediate School Degree,0.41373,1146,2803,0.39550,0.43197
2014,30-45 y.,Rural regions,Technical School Degree,0.05893,162,2803,0.05021,0.06765
2014,30-45 y.,Rural regions,Upper Secondary Degree,0.19423,517,2803,0.17958,0.20888
2014,30-45 y.,Rural regions,Other Degree,0.09145,395,2803,0.08078,0.10212
2014,30-45 y.,Rural regions,"Dropout, No School Degree",0.01978,59,2803,0.01462,0.02494
2014,46-65 y.,Urban regions,Secondary School Degree,0.29371,1381,5824,0.28201,0.30541
2014,46-65 y.,Urban regions,Intermediate School Degree,0.29324,1623,5824,0.28154,0.30493
2014,46-65 y.,Urban regions,Technical School Degree,0.06861,402,5824,0.06212,0.07511
