year,age_gr,pgisced97,germborn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2005,66 and older,Lower Secondary Level,Born in Germany or immigrated <1950,0.86465,624,733,0.83987,0.88944
2005,66 and older,Lower Secondary Level,Not born in Germany,0.13535,109,733,0.11056,0.16013
2005,66 and older,Upper Secondary Level,Born in Germany or immigrated <1950,0.93553,1828,1958,0.92465,0.94641
2005,66 and older,Upper Secondary Level,Not born in Germany,0.06447,130,1958,0.05359,0.07535
2005,66 and older,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.87502,85,85,0.80430,0.94574
2005,66 and older,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.94584,236,236,0.91691,0.97478
2005,66 and older,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.88504,611,663,0.86074,0.90934
2005,66 and older,Second Stage of Tertiary Education,Not born in Germany,0.11496,52,663,0.09066,0.13926
2006,17-29 y.,Pre-primary Level,Born in Germany or immigrated <1950,0.91032,591,631,0.88800,0.93263
2006,17-29 y.,Pre-primary Level,Not born in Germany,0.08968,40,631,0.06737,0.11200
2006,17-29 y.,Primary Level,Born in Germany or immigrated <1950,0.91226,43,43,0.82669,0.99782
2006,17-29 y.,Lower Secondary Level,Born in Germany or immigrated <1950,0.86307,667,736,0.83822,0.88793
2006,17-29 y.,Lower Secondary Level,Not born in Germany,0.13693,69,736,0.11207,0.16178
2006,17-29 y.,Upper Secondary Level,Born in Germany or immigrated <1950,0.88905,1543,1676,0.87401,0.90409
2006,17-29 y.,Upper Secondary Level,Not born in Germany,0.11095,133,1676,0.09591,0.12599
2006,17-29 y.,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.89364,262,262,0.85624,0.93105
2006,17-29 y.,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.90160,61,61,0.82623,0.97696
2006,17-29 y.,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.89621,227,227,0.85644,0.93597
2006,30-45 y.,Primary Level,Born in Germany or immigrated <1950,0.57515,33,33,0.40387,0.74642
2006,30-45 y.,Lower Secondary Level,Born in Germany or immigrated <1950,0.60758,232,393,0.55924,0.65591
2006,30-45 y.,Lower Secondary Level,Not born in Germany,0.39242,161,393,0.34409,0.44076
2006,30-45 y.,Upper Secondary Level,Born in Germany or immigrated <1950,0.89164,2875,3184,0.88084,0.90244
2006,30-45 y.,Upper Secondary Level,Not born in Germany,0.10836,309,3184,0.09756,0.11916
2006,30-45 y.,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.77253,457,558,0.73772,0.80734
2006,30-45 y.,Post-secondary Non-tertiary Level,Not born in Germany,0.22747,101,558,0.19266,0.26228
2006,30-45 y.,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.89171,577,629,0.86740,0.91601
2006,30-45 y.,First Stage of Tertiary Education,Not born in Germany,0.10829,52,629,0.08399,0.13260
2006,30-45 y.,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.87437,1311,1444,0.85726,0.89147
2006,30-45 y.,Second Stage of Tertiary Education,Not born in Germany,0.12563,133,1444,0.10853,0.14274
2006,46-65 y.,Primary Level,Not born in Germany,0.77145,60,60,0.66431,0.87860
2006,46-65 y.,Lower Secondary Level,Born in Germany or immigrated <1950,0.64904,372,576,0.61003,0.68805
2006,46-65 y.,Lower Secondary Level,Not born in Germany,0.35096,204,576,0.31195,0.38997
2006,46-65 y.,Upper Secondary Level,Born in Germany or immigrated <1950,0.90316,3606,3916,0.89389,0.91242
2006,46-65 y.,Upper Secondary Level,Not born in Germany,0.09684,310,3916,0.08758,0.10611
2006,46-65 y.,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.64916,182,257,0.59070,0.70762
2006,46-65 y.,Post-secondary Non-tertiary Level,Not born in Germany,0.35084,75,257,0.29238,0.40930
2006,46-65 y.,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.88057,580,645,0.85553,0.90562
2006,46-65 y.,First Stage of Tertiary Education,Not born in Germany,0.11943,65,645,0.09438,0.14447
2006,46-65 y.,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.87092,1927,2089,0.85653,0.88530
2006,46-65 y.,Second Stage of Tertiary Education,Not born in Germany,0.12908,162,2089,0.11470,0.14347
2006,66 and older,Primary Level,Not born in Germany,0.73430,43,43,0.60071,0.86789
2006,66 and older,Lower Secondary Level,Born in Germany or immigrated <1950,0.86760,719,830,0.84453,0.89067
2006,66 and older,Lower Secondary Level,Not born in Germany,0.13240,111,830,0.10933,0.15547
2006,66 and older,Upper Secondary Level,Born in Germany or immigrated <1950,0.93791,2165,2308,0.92806,0.94775
2006,66 and older,Upper Secondary Level,Not born in Germany,0.06209,143,2308,0.05225,0.07194
2006,66 and older,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.84325,94,94,0.76936,0.91715
2006,66 and older,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.94443,290,290,0.91802,0.97084
2006,66 and older,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.90551,746,798,0.88520,0.92582
2006,66 and older,Second Stage of Tertiary Education,Not born in Germany,0.09449,52,798,0.07418,0.11480
2007,17-29 y.,Pre-primary Level,Born in Germany or immigrated <1950,0.92057,600,600,0.89891,0.94222
2007,17-29 y.,Primary Level,Born in Germany or immigrated <1950,0.85765,34,34,0.73843,0.97686
2007,17-29 y.,Lower Secondary Level,Born in Germany or immigrated <1950,0.88937,604,654,0.86531,0.91342
2007,17-29 y.,Lower Secondary Level,Not born in Germany,0.11063,50,654,0.08658,0.13469
2007,17-29 y.,Upper Secondary Level,Born in Germany or immigrated <1950,0.89949,1444,1572,0.88462,0.91436
2007,17-29 y.,Upper Secondary Level,Not born in Germany,0.10051,128,1572,0.08564,0.11538
2007,17-29 y.,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.89762,236,236,0.85886,0.93638
2007,17-29 y.,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.93632,55,55,0.87119,1.00145
2007,17-29 y.,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.90221,207,207,0.86165,0.94277
2007,30-45 y.,Lower Secondary Level,Born in Germany or immigrated <1950,0.58777,197,336,0.53506,0.64048
2007,30-45 y.,Lower Secondary Level,Not born in Germany,0.41223,139,336,0.35952,0.46494
2007,30-45 y.,Upper Secondary Level,Born in Germany or immigrated <1950,0.89106,2581,2850,0.87962,0.90250
2007,30-45 y.,Upper Secondary Level,Not born in Germany,0.10894,269,2850,0.09750,0.12038
2007,30-45 y.,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.79954,438,528,0.76536,0.83372
2007,30-45 y.,Post-secondary Non-tertiary Level,Not born in Germany,0.20046,90,528,0.16628,0.23464
2007,30-45 y.,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.90920,515,555,0.88528,0.93313
2007,30-45 y.,First Stage of Tertiary Education,Not born in Germany,0.09080,40,555,0.06687,0.11472
2007,30-45 y.,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.88456,1252,1377,0.86768,0.90145
2007,30-45 y.,Second Stage of Tertiary Education,Not born in Germany,0.11544,125,1377,0.09855,0.13232
2007,46-65 y.,Primary Level,Not born in Germany,0.71545,50,50,0.58912,0.84179
2007,46-65 y.,Lower Secondary Level,Born in Germany or immigrated <1950,0.62603,323,500,0.58358,0.66849
2007,46-65 y.,Lower Secondary Level,Not born in Germany,0.37397,177,500,0.33151,0.41642
2007,46-65 y.,Upper Secondary Level,Born in Germany or immigrated <1950,0.90449,3364,3629,0.89493,0.91405
2007,46-65 y.,Upper Secondary Level,Not born in Germany,0.09551,265,3629,0.08595,0.10507
2007,46-65 y.,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.63184,187,263,0.57344,0.69024
2007,46-65 y.,Post-secondary Non-tertiary Level,Not born in Germany,0.36816,76,263,0.30976,0.42656
2007,46-65 y.,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.87940,550,611,0.85355,0.90524
2007,46-65 y.,First Stage of Tertiary Education,Not born in Germany,0.12060,61,611,0.09476,0.14645
2007,46-65 y.,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.86835,1820,1975,0.85344,0.88327
2007,46-65 y.,Second Stage of Tertiary Education,Not born in Germany,0.13165,155,1975,0.11673,0.14656
2007,66 and older,Primary Level,Not born in Germany,0.67421,38,38,0.52319,0.82523
2007,66 and older,Lower Secondary Level,Born in Germany or immigrated <1950,0.84973,655,766,0.82441,0.87505
2007,66 and older,Lower Secondary Level,Not born in Germany,0.15027,111,766,0.12495,0.17559
2007,66 and older,Upper Secondary Level,Born in Germany or immigrated <1950,0.93696,2135,2270,0.92696,0.94696
2007,66 and older,Upper Secondary Level,Not born in Germany,0.06304,135,2270,0.05304,0.07304
2007,66 and older,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.85080,102,102,0.78132,0.92029
2007,66 and older,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.92537,288,288,0.89497,0.95578
2007,66 and older,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.91327,766,815,0.89394,0.93261
2007,66 and older,Second Stage of Tertiary Education,Not born in Germany,0.08673,49,815,0.06739,0.10606
2008,17-29 y.,Pre-primary Level,Born in Germany or immigrated <1950,0.96024,540,540,0.94375,0.97674
2008,17-29 y.,Lower Secondary Level,Born in Germany or immigrated <1950,0.88762,548,589,0.86209,0.91315
2008,17-29 y.,Lower Secondary Level,Not born in Germany,0.11238,41,589,0.08685,0.13791
2008,17-29 y.,Upper Secondary Level,Born in Germany or immigrated <1950,0.89411,1309,1416,0.87808,0.91014
2008,17-29 y.,Upper Secondary Level,Not born in Germany,0.10589,107,1416,0.08986,0.12192
2008,17-29 y.,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.93755,211,211,0.90482,0.97027
2008,17-29 y.,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.94237,42,42,0.87104,1.01371
2008,17-29 y.,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.88791,220,220,0.84613,0.92969
2008,30-45 y.,Lower Secondary Level,Born in Germany or immigrated <1950,0.59380,188,314,0.53939,0.64821
2008,30-45 y.,Lower Secondary Level,Not born in Germany,0.40620,126,314,0.35179,0.46061
2008,30-45 y.,Upper Secondary Level,Born in Germany or immigrated <1950,0.89361,2372,2609,0.88178,0.90545
2008,30-45 y.,Upper Secondary Level,Not born in Germany,0.10639,237,2609,0.09455,0.11822
2008,30-45 y.,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.77716,390,477,0.73977,0.81455
2008,30-45 y.,Post-secondary Non-tertiary Level,Not born in Germany,0.22284,87,477,0.18545,0.26023
2008,30-45 y.,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.90421,440,478,0.87779,0.93062
2008,30-45 y.,First Stage of Tertiary Education,Not born in Germany,0.09579,38,478,0.06938,0.12221
2008,30-45 y.,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.90421,1141,1235,0.88779,0.92063
2008,30-45 y.,Second Stage of Tertiary Education,Not born in Germany,0.09579,94,1235,0.07937,0.11221
2008,46-65 y.,Primary Level,Not born in Germany,0.74896,43,43,0.61783,0.88010
2008,46-65 y.,Lower Secondary Level,Born in Germany or immigrated <1950,0.63328,292,442,0.58830,0.67826
2008,46-65 y.,Lower Secondary Level,Not born in Germany,0.36672,150,442,0.32174,0.41170
2008,46-65 y.,Upper Secondary Level,Born in Germany or immigrated <1950,0.90476,3228,3469,0.89499,0.91453
2008,46-65 y.,Upper Secondary Level,Not born in Germany,0.09524,241,3469,0.08547,0.10501
2008,46-65 y.,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.65827,208,282,0.60281,0.71372
2008,46-65 y.,Post-secondary Non-tertiary Level,Not born in Germany,0.34173,74,282,0.28628,0.39719
2008,46-65 y.,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.87710,528,581,0.85038,0.90382
2008,46-65 y.,First Stage of Tertiary Education,Not born in Germany,0.12290,53,581,0.09618,0.14962
2008,46-65 y.,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.86609,1707,1851,0.85057,0.88161
2008,46-65 y.,Second Stage of Tertiary Education,Not born in Germany,0.13391,144,1851,0.11839,0.14943
2008,66 and older,Primary Level,Not born in Germany,0.71238,31,31,0.55040,0.87436
2008,66 and older,Lower Secondary Level,Born in Germany or immigrated <1950,0.83243,608,720,0.80513,0.85973
2008,66 and older,Lower Secondary Level,Not born in Germany,0.16757,112,720,0.14027,0.19487
2008,66 and older,Upper Secondary Level,Born in Germany or immigrated <1950,0.94013,2110,2237,0.93029,0.94996
2008,66 and older,Upper Secondary Level,Not born in Germany,0.05987,127,2237,0.05004,0.06971
2008,66 and older,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.82478,92,92,0.74668,0.90289
2008,66 and older,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.93757,292,292,0.90978,0.96537
2008,66 and older,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.90193,811,869,0.88215,0.92172
2008,66 and older,Second Stage of Tertiary Education,Not born in Germany,0.09807,58,869,0.07828,0.11785
2009,17-29 y.,Pre-primary Level,Born in Germany or immigrated <1950,0.93179,486,486,0.90935,0.95423
2009,17-29 y.,Lower Secondary Level,Born in Germany or immigrated <1950,0.89258,484,518,0.86589,0.91927
2009,17-29 y.,Lower Secondary Level,Not born in Germany,0.10742,34,518,0.08073,0.13411
2009,17-29 y.,Upper Secondary Level,Born in Germany or immigrated <1950,0.91128,1181,1263,0.89559,0.92697
2009,17-29 y.,Upper Secondary Level,Not born in Germany,0.08872,82,1263,0.07303,0.10441
2009,17-29 y.,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.94304,177,177,0.90880,0.97728
2009,17-29 y.,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.92708,35,35,0.83969,1.01448
2009,17-29 y.,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.91332,231,231,0.87695,0.94968
2009,30-45 y.,Lower Secondary Level,Born in Germany or immigrated <1950,0.62463,169,271,0.56687,0.68239
2009,30-45 y.,Lower Secondary Level,Not born in Germany,0.37537,102,271,0.31761,0.43313
2009,30-45 y.,Upper Secondary Level,Born in Germany or immigrated <1950,0.88435,2120,2331,0.87136,0.89733
2009,30-45 y.,Upper Secondary Level,Not born in Germany,0.11565,211,2331,0.10267,0.12864
2009,30-45 y.,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.81360,364,437,0.77705,0.85016
2009,30-45 y.,Post-secondary Non-tertiary Level,Not born in Germany,0.18640,73,437,0.14984,0.22295
2009,30-45 y.,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.89554,402,434,0.86673,0.92435
2009,30-45 y.,First Stage of Tertiary Education,Not born in Germany,0.10446,32,434,0.07565,0.13327
2009,30-45 y.,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.88697,1059,1149,0.86865,0.90528
2009,30-45 y.,Second Stage of Tertiary Education,Not born in Germany,0.11303,90,1149,0.09472,0.13135
2009,46-65 y.,Primary Level,Not born in Germany,0.76274,37,37,0.62377,0.90170
2009,46-65 y.,Lower Secondary Level,Born in Germany or immigrated <1950,0.65364,264,389,0.60630,0.70099
2009,46-65 y.,Lower Secondary Level,Not born in Germany,0.34636,125,389,0.29901,0.39370
2009,46-65 y.,Upper Secondary Level,Born in Germany or immigrated <1950,0.90704,3084,3294,0.89712,0.91696
2009,46-65 y.,Upper Secondary Level,Not born in Germany,0.09296,210,3294,0.08304,0.10288
2009,46-65 y.,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.67779,208,277,0.62266,0.73293
2009,46-65 y.,Post-secondary Non-tertiary Level,Not born in Germany,0.32221,69,277,0.26707,0.37734
2009,46-65 y.,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.90424,504,545,0.87951,0.92897
2009,46-65 y.,First Stage of Tertiary Education,Not born in Germany,0.09576,41,545,0.07103,0.12049
2009,46-65 y.,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.87000,1625,1759,0.85427,0.88572
2009,46-65 y.,Second Stage of Tertiary Education,Not born in Germany,0.13000,134,1759,0.11428,0.14573
2009,66 and older,Primary Level,Not born in Germany,0.74321,31,31,0.58688,0.89954
2009,66 and older,Lower Secondary Level,Born in Germany or immigrated <1950,0.82836,551,652,0.79939,0.85733
2009,66 and older,Lower Secondary Level,Not born in Germany,0.17164,101,652,0.14267,0.20061
2009,66 and older,Upper Secondary Level,Born in Germany or immigrated <1950,0.94749,2063,2173,0.93810,0.95687
2009,66 and older,Upper Secondary Level,Not born in Germany,0.05251,110,2173,0.04313,0.06190
2009,66 and older,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.81829,79,79,0.73271,0.90386
2009,66 and older,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.94131,295,295,0.91444,0.96818
2009,66 and older,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.91084,828,881,0.89201,0.92967
2009,66 and older,Second Stage of Tertiary Education,Not born in Germany,0.08916,53,881,0.07033,0.10799
2010,17-29 y.,Pre-primary Level,Born in Germany or immigrated <1950,0.93104,671,708,0.91236,0.94972
2010,17-29 y.,Pre-primary Level,Not born in Germany,0.06896,37,708,0.05028,0.08764
2010,17-29 y.,Primary Level,Born in Germany or immigrated <1950,0.73373,66,99,0.64622,0.82125
2010,17-29 y.,Primary Level,Not born in Germany,0.26627,33,99,0.17875,0.35378
2010,17-29 y.,Lower Secondary Level,Born in Germany or immigrated <1950,0.86974,694,816,0.84663,0.89284
2010,17-29 y.,Lower Secondary Level,Not born in Germany,0.13026,122,816,0.10716,0.15337
2010,17-29 y.,Upper Secondary Level,Born in Germany or immigrated <1950,0.90714,1517,1720,0.89342,0.92086
2010,17-29 y.,Upper Secondary Level,Not born in Germany,0.09286,203,1720,0.07914,0.10658
2010,17-29 y.,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.93336,235,271,0.90361,0.96311
2010,17-29 y.,Post-secondary Non-tertiary Level,Not born in Germany,0.06664,36,271,0.03689,0.09639
2010,17-29 y.,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.97556,58,58,0.93548,1.01565
2010,17-29 y.,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.90650,284,322,0.87465,0.93835
2010,17-29 y.,Second Stage of Tertiary Education,Not born in Germany,0.09350,38,322,0.06165,0.12535
2010,30-45 y.,Primary Level,Born in Germany or immigrated <1950,0.54893,68,154,0.47008,0.62777
2010,30-45 y.,Primary Level,Not born in Germany,0.45107,86,154,0.37223,0.52992
2010,30-45 y.,Lower Secondary Level,Born in Germany or immigrated <1950,0.57813,386,654,0.54025,0.61601
2010,30-45 y.,Lower Secondary Level,Not born in Germany,0.42187,268,654,0.38399,0.45975
2010,30-45 y.,Upper Secondary Level,Born in Germany or immigrated <1950,0.85787,3847,4378,0.84753,0.86822
2010,30-45 y.,Upper Secondary Level,Not born in Germany,0.14213,531,4378,0.13178,0.15247
2010,30-45 y.,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.81500,770,960,0.79043,0.83958
2010,30-45 y.,Post-secondary Non-tertiary Level,Not born in Germany,0.18500,190,960,0.16042,0.20957
2010,30-45 y.,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.91465,582,631,0.89283,0.93647
2010,30-45 y.,First Stage of Tertiary Education,Not born in Germany,0.08535,49,631,0.06353,0.10717
2010,30-45 y.,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.84390,1960,2274,0.82898,0.85882
2010,30-45 y.,Second Stage of Tertiary Education,Not born in Germany,0.15610,314,2274,0.14118,0.17102
2010,46-65 y.,Primary Level,Not born in Germany,0.74059,33,33,0.58873,0.89246
2010,46-65 y.,Lower Secondary Level,Born in Germany or immigrated <1950,0.59434,286,435,0.54814,0.64054
2010,46-65 y.,Lower Secondary Level,Not born in Germany,0.40566,149,435,0.35946,0.45186
2010,46-65 y.,Upper Secondary Level,Born in Germany or immigrated <1950,0.90857,3354,3581,0.89912,0.91801
2010,46-65 y.,Upper Secondary Level,Not born in Germany,0.09143,227,3581,0.08199,0.10088
2010,46-65 y.,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.68494,294,385,0.63848,0.73140
2010,46-65 y.,Post-secondary Non-tertiary Level,Not born in Germany,0.31506,91,385,0.26860,0.36152
2010,46-65 y.,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.88158,559,604,0.85579,0.90737
2010,46-65 y.,First Stage of Tertiary Education,Not born in Germany,0.11842,45,604,0.09263,0.14421
2010,46-65 y.,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.86966,1736,1883,0.85445,0.88487
2010,46-65 y.,Second Stage of Tertiary Education,Not born in Germany,0.13034,147,1883,0.11513,0.14555
2010,66 and older,Lower Secondary Level,Born in Germany or immigrated <1950,0.81406,510,605,0.78303,0.84509
2010,66 and older,Lower Secondary Level,Not born in Germany,0.18594,95,605,0.15491,0.21697
2010,66 and older,Upper Secondary Level,Born in Germany or immigrated <1950,0.93819,1964,2069,0.92781,0.94857
2010,66 and older,Upper Secondary Level,Not born in Germany,0.06181,105,2069,0.05143,0.07219
2010,66 and older,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.83680,79,79,0.75479,0.91882
2010,66 and older,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.93673,297,297,0.90900,0.96447
2010,66 and older,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.91305,844,897,0.89460,0.93150
2010,66 and older,Second Stage of Tertiary Education,Not born in Germany,0.08695,53,897,0.06850,0.10540
2011,17-29 y.,Pre-primary Level,Born in Germany or immigrated <1950,0.93466,853,893,0.91844,0.95088
2011,17-29 y.,Pre-primary Level,Not born in Germany,0.06534,40,893,0.04912,0.08156
2011,17-29 y.,Primary Level,Born in Germany or immigrated <1950,0.80053,81,81,0.71297,0.88810
2011,17-29 y.,Lower Secondary Level,Born in Germany or immigrated <1950,0.88795,761,866,0.86693,0.90897
2011,17-29 y.,Lower Secondary Level,Not born in Germany,0.11205,105,866,0.09103,0.13307
2011,17-29 y.,Upper Secondary Level,Born in Germany or immigrated <1950,0.89853,1599,1783,0.88451,0.91255
2011,17-29 y.,Upper Secondary Level,Not born in Germany,0.10147,184,1783,0.08745,0.11549
2011,17-29 y.,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.90195,242,242,0.86440,0.93950
2011,17-29 y.,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.93271,60,60,0.86879,0.99664
2011,17-29 y.,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.87825,292,331,0.84296,0.91353
2011,17-29 y.,Second Stage of Tertiary Education,Not born in Germany,0.12175,39,331,0.08647,0.15704
2011,30-45 y.,Primary Level,Born in Germany or immigrated <1950,0.60920,79,162,0.53383,0.68457
2011,30-45 y.,Primary Level,Not born in Germany,0.39080,83,162,0.31543,0.46617
2011,30-45 y.,Lower Secondary Level,Born in Germany or immigrated <1950,0.64036,463,728,0.60548,0.67525
2011,30-45 y.,Lower Secondary Level,Not born in Germany,0.35964,265,728,0.32475,0.39452
2011,30-45 y.,Upper Secondary Level,Born in Germany or immigrated <1950,0.86828,4201,4746,0.85866,0.87790
2011,30-45 y.,Upper Secondary Level,Not born in Germany,0.13172,545,4746,0.12210,0.14134
2011,30-45 y.,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.82838,877,1065,0.80573,0.85104
2011,30-45 y.,Post-secondary Non-tertiary Level,Not born in Germany,0.17162,188,1065,0.14896,0.19427
2011,30-45 y.,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.90791,605,654,0.88574,0.93009
2011,30-45 y.,First Stage of Tertiary Education,Not born in Germany,0.09209,49,654,0.06991,0.11426
2011,30-45 y.,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.84309,2131,2449,0.82868,0.85750
2011,30-45 y.,Second Stage of Tertiary Education,Not born in Germany,0.15691,318,2449,0.14250,0.17132
2011,46-65 y.,Primary Level,Born in Germany or immigrated <1950,0.36429,43,86,0.26199,0.46660
2011,46-65 y.,Primary Level,Not born in Germany,0.63571,43,86,0.53340,0.73801
2011,46-65 y.,Lower Secondary Level,Born in Germany or immigrated <1950,0.66170,451,630,0.62473,0.69868
2011,46-65 y.,Lower Secondary Level,Not born in Germany,0.33830,179,630,0.30132,0.37527
2011,46-65 y.,Upper Secondary Level,Born in Germany or immigrated <1950,0.90517,4393,4726,0.89681,0.91352
2011,46-65 y.,Upper Secondary Level,Not born in Germany,0.09483,333,4726,0.08648,0.10319
2011,46-65 y.,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.68394,415,541,0.64472,0.72315
2011,46-65 y.,Post-secondary Non-tertiary Level,Not born in Germany,0.31606,126,541,0.27685,0.35528
2011,46-65 y.,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.91433,706,755,0.89436,0.93431
2011,46-65 y.,First Stage of Tertiary Education,Not born in Germany,0.08567,49,755,0.06569,0.10564
2011,46-65 y.,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.87000,2134,2342,0.85638,0.88363
2011,46-65 y.,Second Stage of Tertiary Education,Not born in Germany,0.13000,208,2342,0.11637,0.14362
2011,66 and older,Primary Level,Not born in Germany,0.57787,35,35,0.41186,0.74389
2011,66 and older,Lower Secondary Level,Born in Germany or immigrated <1950,0.82404,707,825,0.79804,0.85004
2011,66 and older,Lower Secondary Level,Not born in Germany,0.17596,118,825,0.14996,0.20196
2011,66 and older,Upper Secondary Level,Born in Germany or immigrated <1950,0.93876,2499,2646,0.92963,0.94790
2011,66 and older,Upper Secondary Level,Not born in Germany,0.06124,147,2646,0.05210,0.07037
2011,66 and older,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.82748,100,100,0.75305,0.90191
2011,66 and older,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.92351,358,358,0.89594,0.95108
2011,66 and older,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.92135,1023,1090,0.90537,0.93734
2011,66 and older,Second Stage of Tertiary Education,Not born in Germany,0.07865,67,1090,0.06266,0.09463
2012,17-29 y.,Pre-primary Level,Born in Germany or immigrated <1950,0.94820,870,906,0.93376,0.96264
2012,17-29 y.,Pre-primary Level,Not born in Germany,0.05180,36,906,0.03736,0.06624
2012,17-29 y.,Primary Level,Born in Germany or immigrated <1950,0.89475,81,81,0.82751,0.96200
2012,17-29 y.,Lower Secondary Level,Born in Germany or immigrated <1950,0.86243,751,856,0.83934,0.88552
2012,17-29 y.,Lower Secondary Level,Not born in Germany,0.13757,105,856,0.11448,0.16066
2012,17-29 y.,Upper Secondary Level,Born in Germany or immigrated <1950,0.89007,1513,1671,0.87506,0.90507
2012,17-29 y.,Upper Secondary Level,Not born in Germany,0.10993,158,1671,0.09493,0.12494
2012,17-29 y.,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.88556,212,212,0.84260,0.92851
2012,17-29 y.,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.92817,48,48,0.85435,1.00199
2012,17-29 y.,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.85910,298,338,0.82195,0.89625
2012,17-29 y.,Second Stage of Tertiary Education,Not born in Germany,0.14090,40,338,0.10375,0.17805
2012,30-45 y.,Primary Level,Born in Germany or immigrated <1950,0.56721,81,157,0.48946,0.64496
2012,30-45 y.,Primary Level,Not born in Germany,0.43279,76,157,0.35504,0.51054
