year,bula_h,quintil_oecd,pli0082,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2019,Bavaria,1st Quintile,At least once per month,0.22148,199,764,0.19201,0.25094
2019,Bavaria,1st Quintile,Seldom,0.50477,352,764,0.46930,0.54025
2019,Bavaria,1st Quintile,Never,0.21533,144,764,0.18617,0.24450
2019,Bavaria,2nd Quintile,At least once per week,0.04023,34,695,0.02561,0.05485
2019,Bavaria,2nd Quintile,At least once per month,0.27723,197,695,0.24392,0.31053
2019,Bavaria,2nd Quintile,Seldom,0.50191,355,695,0.46471,0.53911
2019,Bavaria,2nd Quintile,Never,0.17761,109,695,0.14918,0.20605
2019,Bavaria,3rd Quintile,At least once per week,0.04759,43,711,0.03193,0.06325
2019,Bavaria,3rd Quintile,At least once per month,0.32039,238,711,0.28607,0.35472
2019,Bavaria,3rd Quintile,Seldom,0.48711,374,711,0.45034,0.52387
2019,Bavaria,3rd Quintile,Never,0.14449,56,711,0.11863,0.17035
2019,Bavaria,4th Quintile,At least once per week,0.08967,50,734,0.06899,0.11035
2019,Bavaria,4th Quintile,At least once per month,0.35783,300,734,0.32312,0.39253
2019,Bavaria,4th Quintile,Seldom,0.50982,353,734,0.47363,0.54601
2019,Bavaria,4th Quintile,Never,0.04228,31,734,0.02771,0.05684
2019,Bavaria,5th Quintile,At least once per week,0.07724,53,884,0.05963,0.09485
2019,Bavaria,5th Quintile,At least once per month,0.48263,423,884,0.44967,0.51559
2019,Bavaria,5th Quintile,Seldom,0.40887,377,884,0.37645,0.44130
2019,Bavaria,5th Quintile,Never,0.03125,31,884,0.01978,0.04273
2019,Berlin,1st Quintile,At least once per month,0.17223,61,271,0.12719,0.21727
2019,Berlin,1st Quintile,Seldom,0.54411,149,271,0.48470,0.60352
2019,Berlin,1st Quintile,Never,0.22136,61,271,0.17184,0.27088
2019,Berlin,2nd Quintile,At least once per month,0.27328,53,148,0.20124,0.34533
2019,Berlin,2nd Quintile,Seldom,0.53901,95,148,0.45842,0.61959
2019,Berlin,3rd Quintile,At least once per month,0.43889,64,131,0.35358,0.52419
2019,Berlin,3rd Quintile,Seldom,0.42627,67,131,0.34126,0.51128
2019,Berlin,4th Quintile,At least once per month,0.39017,54,134,0.30727,0.47307
2019,Berlin,4th Quintile,Seldom,0.54710,80,134,0.46250,0.63170
2019,Berlin,5th Quintile,At least once per month,0.39764,72,164,0.32250,0.47277
2019,Berlin,5th Quintile,Seldom,0.48101,92,164,0.40431,0.55772
2019,Brandenburg,1st Quintile,At least once per month,0.12594,56,320,0.08953,0.16235
2019,Brandenburg,1st Quintile,Seldom,0.56894,178,320,0.51459,0.62328
2019,Brandenburg,1st Quintile,Never,0.26751,86,320,0.21893,0.31609
2019,Brandenburg,2nd Quintile,At least once per month,0.28348,67,204,0.22148,0.34548
2019,Brandenburg,2nd Quintile,Seldom,0.58318,137,204,0.51536,0.65101
2019,Brandenburg,3rd Quintile,At least once per month,0.22699,60,181,0.16579,0.28818
2019,Brandenburg,3rd Quintile,Seldom,0.67188,121,181,0.60328,0.74047
2019,Brandenburg,4th Quintile,At least once per month,0.37739,62,151,0.29982,0.45497
2019,Brandenburg,4th Quintile,Seldom,0.56475,89,151,0.48541,0.64409
2019,Brandenburg,5th Quintile,At least once per month,0.48462,56,121,0.39521,0.57404
2019,Brandenburg,5th Quintile,Seldom,0.47507,65,121,0.38572,0.56442
2019,Mecklenburg-Western Pomerania,1st Quintile,Seldom,0.57803,99,156,0.50028,0.65578
2019,Mecklenburg-Western Pomerania,1st Quintile,Never,0.25225,57,156,0.18388,0.32062
2019,Mecklenburg-Western Pomerania,2nd Quintile,At least once per month,0.25880,49,116,0.17875,0.33885
2019,Mecklenburg-Western Pomerania,2nd Quintile,Seldom,0.57925,67,116,0.48902,0.66948
2019,Mecklenburg-Western Pomerania,3rd Quintile,At least once per month,0.32994,44,101,0.23778,0.42210
2019,Mecklenburg-Western Pomerania,3rd Quintile,Seldom,0.50733,57,101,0.40934,0.60532
2019,Mecklenburg-Western Pomerania,4th Quintile,At least once per month,0.45657,31,31,0.27832,0.63481
2019,Saxony,1st Quintile,At least once per month,0.19868,84,369,0.15791,0.23944
2019,Saxony,1st Quintile,Seldom,0.45047,199,369,0.39964,0.50131
2019,Saxony,1st Quintile,Never,0.28354,86,369,0.23749,0.32959
2019,Saxony,2nd Quintile,At least once per month,0.35306,156,382,0.30507,0.40105
2019,Saxony,2nd Quintile,Seldom,0.49035,192,382,0.44015,0.54055
2019,Saxony,2nd Quintile,Never,0.10182,34,382,0.07145,0.13218
2019,Saxony,3rd Quintile,At least once per month,0.32921,127,313,0.27707,0.38135
2019,Saxony,3rd Quintile,Seldom,0.55001,186,313,0.49481,0.60522
2019,Saxony,4th Quintile,At least once per month,0.40204,103,208,0.33524,0.46883
2019,Saxony,4th Quintile,Seldom,0.50307,105,208,0.43496,0.57118
2019,Saxony,5th Quintile,At least once per month,0.38519,83,162,0.31002,0.46036
2019,Saxony,5th Quintile,Seldom,0.54677,79,162,0.46988,0.62367
2019,Saxony-Anhalt,1st Quintile,At least once per month,0.13534,57,286,0.09562,0.17505
2019,Saxony-Anhalt,1st Quintile,Seldom,0.46833,151,286,0.41039,0.52626
2019,Saxony-Anhalt,1st Quintile,Never,0.35506,78,286,0.29950,0.41061
2019,Saxony-Anhalt,2nd Quintile,At least once per month,0.29635,67,177,0.22888,0.36381
2019,Saxony-Anhalt,2nd Quintile,Seldom,0.53491,110,177,0.46122,0.60860
2019,Saxony-Anhalt,3rd Quintile,At least once per month,0.29682,45,123,0.21575,0.37789
2019,Saxony-Anhalt,3rd Quintile,Seldom,0.52545,78,123,0.43684,0.61406
2019,Saxony-Anhalt,4th Quintile,At least once per month,0.31853,37,98,0.22581,0.41125
2019,Saxony-Anhalt,4th Quintile,Seldom,0.59704,61,98,0.49943,0.69465
2019,Saxony-Anhalt,5th Quintile,At least once per month,0.45549,50,93,0.35372,0.55725
2019,Saxony-Anhalt,5th Quintile,Seldom,0.45388,43,93,0.35214,0.55561
2019,Thuringa,1st Quintile,At least once per month,0.21091,55,225,0.15749,0.26434
2019,Thuringa,1st Quintile,Seldom,0.42157,115,225,0.35691,0.48624
2019,Thuringa,1st Quintile,Never,0.32461,55,225,0.26329,0.38592
2019,Thuringa,2nd Quintile,At least once per month,0.22819,58,188,0.16804,0.28834
2019,Thuringa,2nd Quintile,Seldom,0.53869,130,188,0.46724,0.61014
2019,Thuringa,3rd Quintile,At least once per month,0.30082,67,172,0.23208,0.36956
2019,Thuringa,3rd Quintile,Seldom,0.57928,105,172,0.50529,0.65328
2019,Thuringa,4th Quintile,At least once per month,0.28564,50,107,0.19965,0.37164
2019,Thuringa,4th Quintile,Seldom,0.60196,57,107,0.50877,0.69514
2019,Thuringa,5th Quintile,At least once per month,0.52393,42,87,0.41838,0.62949
2019,Thuringa,5th Quintile,Seldom,0.44274,45,87,0.33776,0.54772
