"beruf","year","alter_gr","bildungsniveau","n","percent","lower_confidence","upper_confidence"
"Angestellte, qualifizierte Tätigkeiten","2017","66 und älter","Realschule","","","",""
"Angestellte, qualifizierte Tätigkeiten","2017","66 und älter","(Fach-)Abitur","","","",""
"Angestellte, qualifizierte Tätigkeiten","2017","66 und älter","AkademikerIn","35","0.0227509838486946","0.0145211084548335","0.0309808592425558"
"Selbstständige/ManagerInnen","2017","16-34 J.","(noch) kein Abschluss","","","",""
"Selbstständige/ManagerInnen","2017","16-34 J.","Hauptschule","","","",""
"Selbstständige/ManagerInnen","2017","16-34 J.","Realschule","35","0.0276658692940281","0.0192441988855855","0.0360875397024707"
"Selbstständige/ManagerInnen","2017","16-34 J.","(Fach-)Abitur","46","0.02618594498708","0.0190910035047488","0.0332808864694113"
"Selbstständige/ManagerInnen","2017","16-34 J.","AkademikerIn","47","0.0313286154778019","0.0222519003058128","0.040405330649791"
"Selbstständige/ManagerInnen","2017","35-65 J.","(noch) kein Abschluss","","","",""
"Selbstständige/ManagerInnen","2017","35-65 J.","Hauptschule","190","0.0495321798591518","0.042909996644266","0.0561543630740376"
"Selbstständige/ManagerInnen","2017","35-65 J.","Realschule","335","0.0800433452829193","0.072200697981941","0.0878859925838975"
"Selbstständige/ManagerInnen","2017","35-65 J.","(Fach-)Abitur","207","0.109510621725075","0.0974701270367107","0.121551116413438"
"Selbstständige/ManagerInnen","2017","35-65 J.","AkademikerIn","668","0.166111889905577","0.155298822165126","0.176924957646028"
"Selbstständige/ManagerInnen","2017","66 und älter","(noch) kein Abschluss","","","",""
"Selbstständige/ManagerInnen","2017","66 und älter","Hauptschule","41","0.0161363572941114","0.0110848690413077","0.0211878455469151"
"Selbstständige/ManagerInnen","2017","66 und älter","Realschule","","","",""
"Selbstständige/ManagerInnen","2017","66 und älter","(Fach-)Abitur","","","",""
"Selbstständige/ManagerInnen","2017","66 und älter","AkademikerIn","81","0.0563603138933443","0.0436317224162555","0.0690889053704332"
"In Ausbildung","2017","16-34 J.","(noch) kein Abschluss","411","0.363600486408394","0.3409330614454","0.386267911371388"
"In Ausbildung","2017","16-34 J.","Hauptschule","227","0.122463464673551","0.106190716338648","0.138736213008453"
"In Ausbildung","2017","16-34 J.","Realschule","342","0.200457574462387","0.179901020749863","0.221014128174911"
"In Ausbildung","2017","16-34 J.","(Fach-)Abitur","635","0.356549271586184","0.33526817032311","0.377830372849257"
"In Ausbildung","2017","16-34 J.","AkademikerIn","143","0.100943321443806","0.0852468439315411","0.116639798956071"
"In Ausbildung","2017","35-65 J.","(noch) kein Abschluss","","","",""
"In Ausbildung","2017","35-65 J.","Hauptschule","30","0.00347723199396956","0.00168064103844992","0.00527382294948921"
"In Ausbildung","2017","35-65 J.","Realschule","","","",""
"In Ausbildung","2017","35-65 J.","(Fach-)Abitur","33","0.0052534481900079","0.00246617020663058","0.00804072617338522"
"In Ausbildung","2017","35-65 J.","AkademikerIn","45","0.00753636005037489","0.0050237054370615","0.0100490146636883"
"In Ausbildung","2017","66 und älter","(noch) kein Abschluss","","","",""
"In Ausbildung","2017","66 und älter","Hauptschule","","","",""
"In Ausbildung","2017","66 und älter","Realschule","","","",""
"In Ausbildung","2017","66 und älter","(Fach-)Abitur","","","",""
"In Ausbildung","2017","66 und älter","AkademikerIn","","","",""
"In Rente oder Pension","2017","16-34 J.","(noch) kein Abschluss","","","",""
"In Rente oder Pension","2017","16-34 J.","Hauptschule","","","",""
"In Rente oder Pension","2017","16-34 J.","Realschule","","","",""
"In Rente oder Pension","2017","16-34 J.","(Fach-)Abitur","","","",""
"In Rente oder Pension","2017","16-34 J.","AkademikerIn","","","",""
"In Rente oder Pension","2017","35-65 J.","(noch) kein Abschluss","39","0.150379649819701","0.128258657133893","0.172500642505509"
"In Rente oder Pension","2017","35-65 J.","Hauptschule","412","0.135686676453263","0.125234831249026","0.1461385216575"
"In Rente oder Pension","2017","35-65 J.","Realschule","329","0.0812832324992689","0.073385404145366","0.0891810608531718"
"In Rente oder Pension","2017","35-65 J.","(Fach-)Abitur","84","0.0442840238424676","0.0363518943170195","0.0522161533679158"
"In Rente oder Pension","2017","35-65 J.","AkademikerIn","174","0.0402316818783964","0.0345226565149579","0.0459407072418349"
"In Rente oder Pension","2017","66 und älter","(noch) kein Abschluss","63","0.813070733874352","0.730675577855859","0.895465889892845"
"In Rente oder Pension","2017","66 und älter","Hauptschule","2203","0.921891850228948","0.911133707455953","0.932649993001943"
"In Rente oder Pension","2017","66 und älter","Realschule","860","0.922235654489299","0.90508860069296","0.939382708285638"
"In Rente oder Pension","2017","66 und älter","(Fach-)Abitur","223","0.827183847607489","0.782085627959471","0.872282067255507"
"In Rente oder Pension","2017","66 und älter","AkademikerIn","1100","0.893815113395886","0.876811322780079","0.910818904011692"
"Arbeitslose","2017","16-34 J.","(noch) kein Abschluss","182","0.0791511098490506","0.0664293343185151","0.0918728853795862"
"Arbeitslose","2017","16-34 J.","Hauptschule","255","0.177658133496843","0.158684793832643","0.196631473161043"
"Arbeitslose","2017","16-34 J.","Realschule","97","0.0735388206098036","0.0601361835085104","0.0869414577110968"
"Arbeitslose","2017","16-34 J.","(Fach-)Abitur","116","0.0296797711095599","0.0221398901459485","0.0372196520731714"
"Arbeitslose","2017","16-34 J.","AkademikerIn","108","0.0186139807443226","0.0115717632372986","0.0256561982513465"
"Arbeitslose","2017","35-65 J.","(noch) kein Abschluss","257","0.231283235218061","0.205188501009482","0.25737796942664"
"Arbeitslose","2017","35-65 J.","Hauptschule","469","0.0830808351410998","0.0746570997822822","0.0915045704999174"
"Arbeitslose","2017","35-65 J.","Realschule","213","0.0471456292411903","0.0410200047605847","0.0532712537217959"
"Arbeitslose","2017","35-65 J.","(Fach-)Abitur","215","0.0573571892270747","0.0483917959210078","0.0663225825331416"
"Arbeitslose","2017","35-65 J.","AkademikerIn","245","0.0283179121430857","0.0234985741373023","0.0331372501488691"
"Arbeitslose","2017","66 und älter","(noch) kein Abschluss","","","",""
"Arbeitslose","2017","66 und älter","Hauptschule","","","",""
"Arbeitslose","2017","66 und älter","Realschule","","","",""
"Arbeitslose","2017","66 und älter","(Fach-)Abitur","","","",""
"Arbeitslose","2017","66 und älter","AkademikerIn","","","",""
"Sonstige Nichterwerbspersonen","2017","16-34 J.","(noch) kein Abschluss","950","0.411885650189837","0.388693326785023","0.435077973594651"
"Sonstige Nichterwerbspersonen","2017","16-34 J.","Hauptschule","453","0.100485400573038","0.0855615591487965","0.11540924199728"
"Sonstige Nichterwerbspersonen","2017","16-34 J.","Realschule","161","0.0819593264101049","0.0678745983323157","0.096044054487894"
"Sonstige Nichterwerbspersonen","2017","16-34 J.","(Fach-)Abitur","395","0.0862249205391682","0.0737535917384481","0.0986962493398883"
"Sonstige Nichterwerbspersonen","2017","16-34 J.","AkademikerIn","296","0.0709218089319024","0.0575470517544115","0.0842965661093933"
"Sonstige Nichterwerbspersonen","2017","35-65 J.","(noch) kein Abschluss","463","0.167789872784095","0.144664060551393","0.190915685016798"
"Sonstige Nichterwerbspersonen","2017","35-65 J.","Hauptschule","466","0.0678044363378354","0.0601313279383101","0.0754775447373607"
"Sonstige Nichterwerbspersonen","2017","35-65 J.","Realschule","251","0.0472165483800214","0.0410865465091702","0.0533465502508726"
"Sonstige Nichterwerbspersonen","2017","35-65 J.","(Fach-)Abitur","322","0.0494374409079442","0.0410790980985433","0.0577957837173452"
"Sonstige Nichterwerbspersonen","2017","35-65 J.","AkademikerIn","374","0.0515107661110002","0.0450889202002656","0.0579326120217348"
"Sonstige Nichterwerbspersonen","2017","66 und älter","(noch) kein Abschluss","","","",""
"Sonstige Nichterwerbspersonen","2017","66 und älter","Hauptschule","32","0.0111863465122412","0.00696986207390483","0.0154028309505777"
"Sonstige Nichterwerbspersonen","2017","66 und älter","Realschule","","","",""
"Sonstige Nichterwerbspersonen","2017","66 und älter","(Fach-)Abitur","","","",""
"Sonstige Nichterwerbspersonen","2017","66 und älter","AkademikerIn","","","",""
"Beamte","2017","16-34 J.","(noch) kein Abschluss","","","",""
"Beamte","2017","16-34 J.","Hauptschule","","","",""
"Beamte","2017","16-34 J.","Realschule","","","",""
"Beamte","2017","16-34 J.","(Fach-)Abitur","51","0.0457965463696161","0.036508731950756","0.0550843607884762"
"Beamte","2017","16-34 J.","AkademikerIn","103","0.101800463757291","0.0860450010324824","0.1175559264821"
"Beamte","2017","35-65 J.","(noch) kein Abschluss","","","",""
"Beamte","2017","35-65 J.","Hauptschule","33","0.0100348188993229","0.00699285894706004","0.0130767788515857"
"Beamte","2017","35-65 J.","Realschule","147","0.0280620798212597","0.0232890342894603","0.0328351253530592"
"Beamte","2017","35-65 J.","(Fach-)Abitur","81","0.0335763456676632","0.0266308646991512","0.0405218266361752"
"Beamte","2017","35-65 J.","AkademikerIn","603","0.151134732726385","0.140728436210776","0.161541029241994"
"Beamte","2017","66 und älter","(noch) kein Abschluss","","","",""
"Beamte","2017","66 und älter","Hauptschule","","","",""
"Beamte","2017","66 und älter","Realschule","","","",""
"Beamte","2017","66 und älter","(Fach-)Abitur","","","",""
"Beamte","2017","66 und älter","AkademikerIn","","","",""
"Angestellte, einfache Tätigkeiten","2018","16-34 J.","(noch) kein Abschluss","176","0.118525959738424","0.102287221977519","0.134764697499329"
"Angestellte, einfache Tätigkeiten","2018","16-34 J.","Hauptschule","419","0.375627267995343","0.350561902880175","0.400692633110511"
"Angestellte, einfache Tätigkeiten","2018","16-34 J.","Realschule","264","0.209202601185441","0.187408639129407","0.230996563241475"
"Angestellte, einfache Tätigkeiten","2018","16-34 J.","(Fach-)Abitur","428","0.234237164669212","0.214927614738926","0.253546714599497"
"Angestellte, einfache Tätigkeiten","2018","16-34 J.","AkademikerIn","138","0.0871987119118262","0.0720930817037716","0.102304342119881"
"Angestellte, einfache Tätigkeiten","2018","35-65 J.","(noch) kein Abschluss","183","0.319825327968978","0.290534255893754","0.349116400044202"
"Angestellte, einfache Tätigkeiten","2018","35-65 J.","Hauptschule","1362","0.347884899714307","0.332804416474959","0.362965382953654"
"Angestellte, einfache Tätigkeiten","2018","35-65 J.","Realschule","986","0.215269139700633","0.203139977167201","0.227398302234064"
"Angestellte, einfache Tätigkeiten","2018","35-65 J.","(Fach-)Abitur","510","0.184764612159128","0.16942169073942","0.200107533578836"
"Angestellte, einfache Tätigkeiten","2018","35-65 J.","AkademikerIn","280","0.0457168456008674","0.0394804077144133","0.0519532834873215"
"Angestellte, einfache Tätigkeiten","2018","66 und älter","(noch) kein Abschluss","","","",""
"Angestellte, einfache Tätigkeiten","2018","66 und älter","Hauptschule","91","0.0423108212440616","0.0341197233531542","0.050501919134969"
"Angestellte, einfache Tätigkeiten","2018","66 und älter","Realschule","","","",""
"Angestellte, einfache Tätigkeiten","2018","66 und älter","(Fach-)Abitur","","","",""
"Angestellte, einfache Tätigkeiten","2018","66 und älter","AkademikerIn","","","",""
"Angestellte, qualifizierte Tätigkeiten","2018","16-34 J.","(noch) kein Abschluss","","","",""
"Angestellte, qualifizierte Tätigkeiten","2018","16-34 J.","Hauptschule","180","0.193607072209943","0.173156405110829","0.214057739309057"
"Angestellte, qualifizierte Tätigkeiten","2018","16-34 J.","Realschule","444","0.412719839853418","0.386340108270992","0.439099571435843"
"Angestellte, qualifizierte Tätigkeiten","2018","16-34 J.","(Fach-)Abitur","343","0.248048208865065","0.228357554256252","0.267738863473877"
"Angestellte, qualifizierte Tätigkeiten","2018","16-34 J.","AkademikerIn","599","0.57264932523756","0.546162356099643","0.599136294375478"
"Angestellte, qualifizierte Tätigkeiten","2018","35-65 J.","(noch) kein Abschluss","35","0.0522235506349169","0.038251673207793","0.0661954280620408"
"Angestellte, qualifizierte Tätigkeiten","2018","35-65 J.","Hauptschule","1014","0.319773080669543","0.305006389279311","0.334539772059776"
"Angestellte, qualifizierte Tätigkeiten","2018","35-65 J.","Realschule","2198","0.504860857961719","0.490106203524195","0.519615512399242"
"Angestellte, qualifizierte Tätigkeiten","2018","35-65 J.","(Fach-)Abitur","1099","0.540658080107279","0.52095715857122","0.560359001643339"
"Angestellte, qualifizierte Tätigkeiten","2018","35-65 J.","AkademikerIn","2143","0.543032247910893","0.528158670741942","0.557905825079844"
"Angestellte, qualifizierte Tätigkeiten","2018","66 und älter","(noch) kein Abschluss","","","",""
"Angestellte, qualifizierte Tätigkeiten","2018","66 und älter","Hauptschule","35","0.0157127494895578","0.0106522763768622","0.0207732226022533"
"Angestellte, qualifizierte Tätigkeiten","2018","66 und älter","Realschule","","","",""
"Angestellte, qualifizierte Tätigkeiten","2018","66 und älter","(Fach-)Abitur","","","",""
"Angestellte, qualifizierte Tätigkeiten","2018","66 und älter","AkademikerIn","32","0.0229644035091486","0.0147808562347851","0.0311479507835121"
"Selbstständige/ManagerInnen","2018","16-34 J.","(noch) kein Abschluss","","","",""
"Selbstständige/ManagerInnen","2018","16-34 J.","Hauptschule","","","",""
"Selbstständige/ManagerInnen","2018","16-34 J.","Realschule","","","",""
"Selbstständige/ManagerInnen","2018","16-34 J.","(Fach-)Abitur","39","0.0218701893030532","0.0152017895571954","0.0285385890489109"
"Selbstständige/ManagerInnen","2018","16-34 J.","AkademikerIn","46","0.0437254194667998","0.0327769354205382","0.0546739035130613"
"Selbstständige/ManagerInnen","2018","35-65 J.","(noch) kein Abschluss","","","",""
"Selbstständige/ManagerInnen","2018","35-65 J.","Hauptschule","157","0.0446118774946984","0.0380752985575595","0.0511484564318372"
"Selbstständige/ManagerInnen","2018","35-65 J.","Realschule","312","0.0804615484513201","0.0724344479139117","0.0884886489887284"
"Selbstständige/ManagerInnen","2018","35-65 J.","(Fach-)Abitur","200","0.101405221957556","0.0894716829520142","0.113338760963098"
"Selbstständige/ManagerInnen","2018","35-65 J.","AkademikerIn","588","0.147403893185329","0.136819011849138","0.157988774521519"
"Selbstständige/ManagerInnen","2018","66 und älter","(noch) kein Abschluss","","","",""
"Selbstständige/ManagerInnen","2018","66 und älter","Hauptschule","36","0.0173278316227708","0.0120180026098724","0.0226376606356692"
"Selbstständige/ManagerInnen","2018","66 und älter","Realschule","","","",""
"Selbstständige/ManagerInnen","2018","66 und älter","(Fach-)Abitur","","","",""
"Selbstständige/ManagerInnen","2018","66 und älter","AkademikerIn","86","0.0713178876180794","0.0572576845397313","0.0853780906964275"
"In Ausbildung","2018","16-34 J.","(noch) kein Abschluss","395","0.386164888713202","0.361705082050252","0.410624695376152"
"In Ausbildung","2018","16-34 J.","Hauptschule","225","0.144380293900905","0.126188820936731","0.162571766865079"
"In Ausbildung","2018","16-34 J.","Realschule","356","0.193327135302395","0.172167159524765","0.214487111080026"
"In Ausbildung","2018","16-34 J.","(Fach-)Abitur","601","0.3353133406808","0.313788943120049","0.356837738241552"
"In Ausbildung","2018","16-34 J.","AkademikerIn","151","0.104622507185159","0.0882350586752261","0.121009955695093"
"In Ausbildung","2018","35-65 J.","(noch) kein Abschluss","","","",""
"In Ausbildung","2018","35-65 J.","Hauptschule","","","",""
"In Ausbildung","2018","35-65 J.","Realschule","","","",""
"In Ausbildung","2018","35-65 J.","(Fach-)Abitur","38","0.00595161165530333","0.00291087921598612","0.00899234409462054"
"In Ausbildung","2018","35-65 J.","AkademikerIn","42","0.00605312342528602","0.00373716267276566","0.00836908417780638"
"In Ausbildung","2018","66 und älter","(noch) kein Abschluss","","","",""
"In Ausbildung","2018","66 und älter","Hauptschule","","","",""
"In Ausbildung","2018","66 und älter","Realschule","","","",""
"In Ausbildung","2018","66 und älter","(Fach-)Abitur","","","",""
"In Ausbildung","2018","66 und älter","AkademikerIn","","","",""
"In Rente oder Pension","2018","16-34 J.","(noch) kein Abschluss","","","",""
"In Rente oder Pension","2018","16-34 J.","Hauptschule","","","",""
"In Rente oder Pension","2018","16-34 J.","Realschule","","","",""
"In Rente oder Pension","2018","16-34 J.","(Fach-)Abitur","","","",""
"In Rente oder Pension","2018","16-34 J.","AkademikerIn","","","",""
"In Rente oder Pension","2018","35-65 J.","(noch) kein Abschluss","38","0.143496987690218","0.121480174772232","0.165513800608204"
"In Rente oder Pension","2018","35-65 J.","Hauptschule","397","0.133428259528921","0.122662082604301","0.144194436453541"
"In Rente oder Pension","2018","35-65 J.","Realschule","334","0.0842917115297174","0.0760929062742097","0.0924905167852251"
"In Rente oder Pension","2018","35-65 J.","(Fach-)Abitur","75","0.0416494060268824","0.0337512853335483","0.0495475267202166"
"In Rente oder Pension","2018","35-65 J.","AkademikerIn","158","0.0384972765275607","0.0327528046633732","0.0442417483917482"
"In Rente oder Pension","2018","66 und älter","(noch) kein Abschluss","65","0.83952723085891","0.761498113317739","0.917556348400081"
"In Rente oder Pension","2018","66 und älter","Hauptschule","2134","0.9144271662067","0.903044431460262","0.925809900953139"
"In Rente oder Pension","2018","66 und älter","Realschule","887","0.903723806652989","0.885199330768004","0.922248282537974"
"In Rente oder Pension","2018","66 und älter","(Fach-)Abitur","251","0.822645571715289","0.779204826504768","0.866086316925811"
"In Rente oder Pension","2018","66 und älter","AkademikerIn","1123","0.870531329965319","0.852189892737168","0.88887276719347"
"Arbeitslose","2018","16-34 J.","(noch) kein Abschluss","266","0.0815816467177892","0.067829918664796","0.0953333747707824"
"Arbeitslose","2018","16-34 J.","Hauptschule","315","0.176314595070562","0.156590443431152","0.196038746709971"
"Arbeitslose","2018","16-34 J.","Realschule","74","0.0601304358428064","0.0473924429215693","0.0728684287640436"
"Arbeitslose","2018","16-34 J.","(Fach-)Abitur","130","0.0348014353871088","0.0264453278639843","0.0431575429102333"
"Arbeitslose","2018","16-34 J.","AkademikerIn","117","0.0204260424877703","0.012852371711349","0.0279997132641916"
"Arbeitslose","2018","35-65 J.","(noch) kein Abschluss","381","0.287205199683435","0.258790241372545","0.315620157994324"
"Arbeitslose","2018","35-65 J.","Hauptschule","496","0.084337408721595","0.0755388162396119","0.0931360012035781"
"Arbeitslose","2018","35-65 J.","Realschule","198","0.0420427149204266","0.0361203111773546","0.0479651186634986"
"Arbeitslose","2018","35-65 J.","(Fach-)Abitur","214","0.0399831655521321","0.0322379204874094","0.0477284106168547"
"Arbeitslose","2018","35-65 J.","AkademikerIn","238","0.03033712433952","0.0252160929948358","0.0354581556842043"
"Arbeitslose","2018","66 und älter","(noch) kein Abschluss","","","",""
"Arbeitslose","2018","66 und älter","Hauptschule","","","",""
"Arbeitslose","2018","66 und älter","Realschule","","","",""
"Arbeitslose","2018","66 und älter","(Fach-)Abitur","","","",""
"Arbeitslose","2018","66 und älter","AkademikerIn","","","",""
"Sonstige Nichterwerbspersonen","2018","16-34 J.","(noch) kein Abschluss","661","0.397152115108561","0.372569783353864","0.421734446863257"
"Sonstige Nichterwerbspersonen","2018","16-34 J.","Hauptschule","272","0.0935756701703912","0.0785019390059043","0.108649401334878"
"Sonstige Nichterwerbspersonen","2018","16-34 J.","Realschule","148","0.0852224019012393","0.0702616066377046","0.100183197164774"
"Sonstige Nichterwerbspersonen","2018","16-34 J.","(Fach-)Abitur","259","0.0899227099325371","0.0768799067917531","0.102965513073321"
"Sonstige Nichterwerbspersonen","2018","16-34 J.","AkademikerIn","186","0.0721596818868045","0.0583055404518709","0.086013823321738"
"Sonstige Nichterwerbspersonen","2018","35-65 J.","(noch) kein Abschluss","308","0.149626580334068","0.127225042853185","0.17202811781495"
"Sonstige Nichterwerbspersonen","2018","35-65 J.","Hauptschule","361","0.0575960364908338","0.0502195391209359","0.0649725338607316"
"Sonstige Nichterwerbspersonen","2018","35-65 J.","Realschule","231","0.0435142075249069","0.0374936825382122","0.0495347325116015"
"Sonstige Nichterwerbspersonen","2018","35-65 J.","(Fach-)Abitur","248","0.0523069942478663","0.04350520690009","0.0611087815956426"
"Sonstige Nichterwerbspersonen","2018","35-65 J.","AkademikerIn","287","0.0434964044737613","0.0374062287094426","0.0495865802380799"
"Sonstige Nichterwerbspersonen","2018","66 und älter","(noch) kein Abschluss","","","",""
"Sonstige Nichterwerbspersonen","2018","66 und älter","Hauptschule","","","",""
"Sonstige Nichterwerbspersonen","2018","66 und älter","Realschule","","","",""
"Sonstige Nichterwerbspersonen","2018","66 und älter","(Fach-)Abitur","","","",""
"Sonstige Nichterwerbspersonen","2018","66 und älter","AkademikerIn","","","",""
"Beamte","2018","16-34 J.","(noch) kein Abschluss","","","",""
"Beamte","2018","16-34 J.","Hauptschule","","","",""
"Beamte","2018","16-34 J.","Realschule","","","",""
"Beamte","2018","16-34 J.","(Fach-)Abitur","47","0.035255274020292","0.0268468353396472","0.0436637127009367"
"Beamte","2018","16-34 J.","AkademikerIn","103","0.0992183118240795","0.0832116273938744","0.115224996254285"
"Beamte","2018","35-65 J.","(noch) kein Abschluss","","","",""
"Beamte","2018","35-65 J.","Hauptschule","","","",""
"Beamte","2018","35-65 J.","Realschule","128","0.0257707103443491","0.0210947227738925","0.0304466979148057"
"Beamte","2018","35-65 J.","(Fach-)Abitur","74","0.0332809082938521","0.026189950756024","0.0403718658316802"
"Beamte","2018","35-65 J.","AkademikerIn","573","0.145463084536783","0.134936156487071","0.155990012586495"
"Beamte","2018","66 und älter","(noch) kein Abschluss","","","",""
"Beamte","2018","66 und älter","Hauptschule","","","",""
"Beamte","2018","66 und älter","Realschule","","","",""
"Beamte","2018","66 und älter","(Fach-)Abitur","","","",""
"Beamte","2018","66 und älter","AkademikerIn","","","",""
"Angestellte, einfache Tätigkeiten","2019","16-34 J.","(noch) kein Abschluss","222","0.135844968279129","0.117431318430093","0.154258618128165"
"Angestellte, einfache Tätigkeiten","2019","16-34 J.","Hauptschule","371","0.387422530773039","0.359650201909757","0.415194859636321"
"Angestellte, einfache Tätigkeiten","2019","16-34 J.","Realschule","222","0.182919397617374","0.161252476910878","0.20458631832387"
"Angestellte, einfache Tätigkeiten","2019","16-34 J.","(Fach-)Abitur","384","0.21217981676729","0.192835426930554","0.231524206604025"
"Angestellte, einfache Tätigkeiten","2019","16-34 J.","AkademikerIn","151","0.0724514968640762","0.0581320177061404","0.0867709760220119"
"Angestellte, einfache Tätigkeiten","2019","35-65 J.","(noch) kein Abschluss","239","0.374167229417615","0.343885853013478","0.404448605821752"
"Angestellte, einfache Tätigkeiten","2019","35-65 J.","Hauptschule","1179","0.334858021169026","0.319271795947897","0.350444246390154"
"Angestellte, einfache Tätigkeiten","2019","35-65 J.","Realschule","944","0.229749271380214","0.217482843549745","0.242015699210683"
"Angestellte, einfache Tätigkeiten","2019","35-65 J.","(Fach-)Abitur","474","0.177516767603817","0.162865958715828","0.192167576491805"
"Angestellte, einfache Tätigkeiten","2019","35-65 J.","AkademikerIn","278","0.048442306206534","0.0424011834223568","0.0544834289907111"
"Angestellte, einfache Tätigkeiten","2019","66 und älter","(noch) kein Abschluss","","","",""
"Angestellte, einfache Tätigkeiten","2019","66 und älter","Hauptschule","80","0.029551356744256","0.0225274502651369","0.0365752632233752"
"Angestellte, einfache Tätigkeiten","2019","66 und älter","Realschule","32","0.0236308215320006","0.0145843274478679","0.0326773156161333"
"Angestellte, einfache Tätigkeiten","2019","66 und älter","(Fach-)Abitur","","","",""
"Angestellte, einfache Tätigkeiten","2019","66 und älter","AkademikerIn","","","",""
"Angestellte, qualifizierte Tätigkeiten","2019","16-34 J.","(noch) kein Abschluss","","","",""
"Angestellte, qualifizierte Tätigkeiten","2019","16-34 J.","Hauptschule","149","0.195081443860786","0.172491075993797","0.217671811727776"
"Angestellte, qualifizierte Tätigkeiten","2019","16-34 J.","Realschule","403","0.427219908154351","0.39949599300199","0.454943823306713"
"Angestellte, qualifizierte Tätigkeiten","2019","16-34 J.","(Fach-)Abitur","361","0.291674910257735","0.2701691253238","0.313180695191669"
"Angestellte, qualifizierte Tätigkeiten","2019","16-34 J.","AkademikerIn","565","0.557008068735902","0.529569346891107","0.584446790580696"
"Angestellte, qualifizierte Tätigkeiten","2019","35-65 J.","(noch) kein Abschluss","","","",""
"Angestellte, qualifizierte Tätigkeiten","2019","35-65 J.","Hauptschule","928","0.32886567438822","0.313350115855085","0.344381232921354"
"Angestellte, qualifizierte Tätigkeiten","2019","35-65 J.","Realschule","2076","0.494414568980171","0.479835899735269","0.508993238225073"
"Angestellte, qualifizierte Tätigkeiten","2019","35-65 J.","(Fach-)Abitur","1082","0.52973697356634","0.510599749296122","0.548874197836558"
"Angestellte, qualifizierte Tätigkeiten","2019","35-65 J.","AkademikerIn","2047","0.521586585591867","0.507530882460495","0.535642288723238"
"Angestellte, qualifizierte Tätigkeiten","2019","66 und älter","(noch) kein Abschluss","","","",""
"Angestellte, qualifizierte Tätigkeiten","2019","66 und älter","Hauptschule","35","0.0137508093741753","0.00892065301013441","0.0185809657382162"
"Angestellte, qualifizierte Tätigkeiten","2019","66 und älter","Realschule","31","0.0220923167781014","0.0133383796567074","0.0308462538994954"
"Angestellte, qualifizierte Tätigkeiten","2019","66 und älter","(Fach-)Abitur","","","",""
"Angestellte, qualifizierte Tätigkeiten","2019","66 und älter","AkademikerIn","45","0.0233203130291009","0.0155869358326846","0.0310536902255171"
"Selbstständige/ManagerInnen","2019","16-34 J.","(noch) kein Abschluss","","","",""
"Selbstständige/ManagerInnen","2019","16-34 J.","Hauptschule","","","",""
"Selbstständige/ManagerInnen","2019","16-34 J.","Realschule","38","0.0303761372312457","0.020757738360163","0.0399945361023284"
"Selbstständige/ManagerInnen","2019","16-34 J.","(Fach-)Abitur","52","0.0230999819364276","0.0159924253134215","0.0302075385594337"
"Selbstständige/ManagerInnen","2019","16-34 J.","AkademikerIn","62","0.0524326690389326","0.0401203106517503","0.0647450274261149"
"Selbstständige/ManagerInnen","2019","35-65 J.","(noch) kein Abschluss","","","",""
"Selbstständige/ManagerInnen","2019","35-65 J.","Hauptschule","266","0.0530777598640462","0.0456737520869358","0.0604817676411566"
"Selbstständige/ManagerInnen","2019","35-65 J.","Realschule","634","0.0794493494853122","0.0715635814993523","0.0873351174712721"
"Selbstständige/ManagerInnen","2019","35-65 J.","(Fach-)Abitur","465","0.105245764907978","0.0934796636403737","0.117011866175581"
"Selbstständige/ManagerInnen","2019","35-65 J.","AkademikerIn","1329","0.175920341744389","0.165206867695503","0.186633815793276"
"Selbstständige/ManagerInnen","2019","66 und älter","(noch) kein Abschluss","","","",""
"Selbstständige/ManagerInnen","2019","66 und älter","Hauptschule","73","0.0172554980961981","0.0118543287905377","0.0226566674018585"
"Selbstständige/ManagerInnen","2019","66 und älter","Realschule","66","0.0255292323295355","0.0161355223358839","0.0349229423231872"
"Selbstständige/ManagerInnen","2019","66 und älter","(Fach-)Abitur","","","",""
"Selbstständige/ManagerInnen","2019","66 und älter","AkademikerIn","183","0.0687009431940571","0.0557395448132203","0.0816623415748938"
"In Ausbildung","2019","16-34 J.","(noch) kein Abschluss","346","0.40934449058527","0.382918341854811","0.435770639315728"
"In Ausbildung","2019","16-34 J.","Hauptschule","182","0.138831760499956","0.119119893038976","0.158543627960936"
"In Ausbildung","2019","16-34 J.","Realschule","341","0.201144307825519","0.178678455333437","0.2236101603176"
"In Ausbildung","2019","16-34 J.","(Fach-)Abitur","547","0.318431250493711","0.296389193288962","0.340473307698459"
"In Ausbildung","2019","16-34 J.","AkademikerIn","134","0.0953398397935649","0.0791174374883629","0.111562242098767"
"In Ausbildung","2019","35-65 J.","(noch) kein Abschluss","","","",""
"In Ausbildung","2019","35-65 J.","Hauptschule","","","",""
"In Ausbildung","2019","35-65 J.","Realschule","","","",""
"In Ausbildung","2019","35-65 J.","(Fach-)Abitur","31","0.00485927257814483","0.00219298943413969","0.00752555572214996"
"In Ausbildung","2019","35-65 J.","AkademikerIn","35","0.00445792999838259","0.00258343569087524","0.00633242430588993"
"In Ausbildung","2019","66 und älter","(noch) kein Abschluss","","","",""
"In Ausbildung","2019","66 und älter","Hauptschule","","","",""
