"beruf","year","bula_h","sex","n","percent","lower_confidence","upper_confidence"
"Angestellte, qualifizierte Tätigkeiten","2018","Baden-Württemberg","weiblich","485","0.274278598712667","0.252906297298376","0.295650900126958"
"Angestellte, qualifizierte Tätigkeiten","2018","Bayern","männlich","691","0.401194262737293","0.379966537966259","0.422421987508328"
"Angestellte, qualifizierte Tätigkeiten","2018","Bayern","weiblich","707","0.301104376164462","0.282433598341297","0.319775153987627"
"Angestellte, qualifizierte Tätigkeiten","2018","Saarland","männlich","","","",""
"Angestellte, qualifizierte Tätigkeiten","2018","Saarland","weiblich","","","",""
"Angestellte, qualifizierte Tätigkeiten","2018","Berlin","männlich","183","0.370352189518846","0.330498838346367","0.410205540691324"
"Angestellte, qualifizierte Tätigkeiten","2018","Berlin","weiblich","176","0.320541824575125","0.282363588293584","0.358720060856667"
"Angestellte, qualifizierte Tätigkeiten","2018","Brandenburg","männlich","148","0.363016154442337","0.322828382283933","0.403203926600741"
"Angestellte, qualifizierte Tätigkeiten","2018","Brandenburg","weiblich","140","0.22513776062953","0.191520899196974","0.258754622062086"
"Angestellte, qualifizierte Tätigkeiten","2018","Mecklenburg-Vorpommern","männlich","77","0.291581961866805","0.240066496289268","0.343097427444342"
"Angestellte, qualifizierte Tätigkeiten","2018","Mecklenburg-Vorpommern","weiblich","90","0.253598051018273","0.208593109170287","0.29860299286626"
"Angestellte, qualifizierte Tätigkeiten","2018","Sachsen","männlich","306","0.412910216531103","0.37977191535895","0.446048517703255"
"Angestellte, qualifizierte Tätigkeiten","2018","Sachsen","weiblich","281","0.325475445821622","0.295015849282711","0.355935042360532"
"Angestellte, qualifizierte Tätigkeiten","2018","Sachsen-Anhalt","männlich","127","0.28729116970436","0.24598500837601","0.32859733103271"
"Angestellte, qualifizierte Tätigkeiten","2018","Sachsen-Anhalt","weiblich","151","0.259277844600366","0.223046011718951","0.295509677481781"
"Angestellte, qualifizierte Tätigkeiten","2018","Thüringen","männlich","132","0.327395835748146","0.286181360836578","0.368610310659715"
"Angestellte, qualifizierte Tätigkeiten","2018","Thüringen","weiblich","142","0.251662564779974","0.215815637210851","0.287509492349097"
"Selbstständige/ManagerInnen","2018","Schleswig-Holstein","männlich","31","0.0682311139368765","0.0468253949648518","0.0896368329089012"
"Selbstständige/ManagerInnen","2018","Schleswig-Holstein","weiblich","","","",""
"Selbstständige/ManagerInnen","2018","Hamburg","männlich","31","0.11984791655104","0.079096070889235","0.160599762212844"
"Selbstständige/ManagerInnen","2018","Hamburg","weiblich","","","",""
"Selbstständige/ManagerInnen","2018","Niedersachsen","männlich","87","0.0689621325005322","0.0559779401132452","0.0819463248878192"
"Selbstständige/ManagerInnen","2018","Niedersachsen","weiblich","49","0.0385199753025831","0.0291802469804858","0.0478597036246803"
"Selbstständige/ManagerInnen","2018","Bremen","männlich","","","",""
"Selbstständige/ManagerInnen","2018","Bremen","weiblich","","","",""
"Selbstständige/ManagerInnen","2018","Nordrhein-Westfalen","männlich","205","0.0742609011626071","0.0648785458766268","0.0836432564485874"
"Selbstständige/ManagerInnen","2018","Nordrhein-Westfalen","weiblich","133","0.0456442451357248","0.038515708456522","0.0527727818149275"
"Selbstständige/ManagerInnen","2018","Hessen","männlich","71","0.0762746685495844","0.0599369765348852","0.0926123605642836"
"Selbstständige/ManagerInnen","2018","Hessen","weiblich","54","0.0566486454671458","0.0429938268639429","0.0703034640703487"
"Selbstständige/ManagerInnen","2018","Rheinland-Pfalz,Saarland","männlich","45","0.0631118084690937","0.0450206011340646","0.0812030158041229"
"Selbstständige/ManagerInnen","2018","Rheinland-Pfalz,Saarland","weiblich","","","",""
"Selbstständige/ManagerInnen","2018","Baden-Württemberg","männlich","113","0.0839830106706919","0.0701077425152488","0.097858278826135"
"Selbstständige/ManagerInnen","2018","Baden-Württemberg","weiblich","55","0.0395450089232702","0.0302091407209786","0.0488808771255619"
"Selbstständige/ManagerInnen","2018","Bayern","männlich","157","0.0887826274003122","0.0764641194814871","0.101101135319137"
"Selbstständige/ManagerInnen","2018","Bayern","weiblich","96","0.041134822584221","0.0330516601834733","0.0492179849849687"
"Selbstständige/ManagerInnen","2018","Saarland","männlich","","","",""
"Selbstständige/ManagerInnen","2018","Saarland","weiblich","","","",""
"Selbstständige/ManagerInnen","2018","Berlin","männlich","51","0.0863597952848816","0.0631777397262436","0.10954185084352"
"Selbstständige/ManagerInnen","2018","Berlin","weiblich","40","0.057725573950334","0.0386461623659058","0.0768049855347622"
"Selbstständige/ManagerInnen","2018","Brandenburg","männlich","","","",""
"Selbstständige/ManagerInnen","2018","Brandenburg","weiblich","","","",""
"Selbstständige/ManagerInnen","2018","Mecklenburg-Vorpommern","männlich","","","",""
"Selbstständige/ManagerInnen","2018","Mecklenburg-Vorpommern","weiblich","","","",""
"Selbstständige/ManagerInnen","2018","Sachsen","männlich","56","0.079344858244816","0.0611537963863264","0.0975359201033056"
"Selbstständige/ManagerInnen","2018","Sachsen","weiblich","40","0.033440198143426","0.0217528781458834","0.0451275181409686"
"Selbstständige/ManagerInnen","2018","Sachsen-Anhalt","männlich","","","",""
"Selbstständige/ManagerInnen","2018","Sachsen-Anhalt","weiblich","","","",""
"Selbstständige/ManagerInnen","2018","Thüringen","männlich","38","0.0908021314169133","0.0655667051203073","0.116037557713519"
"Selbstständige/ManagerInnen","2018","Thüringen","weiblich","","","",""
"In Ausbildung","2018","Schleswig-Holstein","männlich","39","0.0482063457374741","0.0300215681122693","0.0663911233626789"
"In Ausbildung","2018","Schleswig-Holstein","weiblich","","","",""
"In Ausbildung","2018","Hamburg","männlich","","","",""
"In Ausbildung","2018","Hamburg","weiblich","","","",""
"In Ausbildung","2018","Niedersachsen","männlich","138","0.0816473132432349","0.0676158931478498","0.09567873333862"
"In Ausbildung","2018","Niedersachsen","weiblich","116","0.0468542838555793","0.0365983452405245","0.0571102224706342"
"In Ausbildung","2018","Bremen","männlich","","","",""
"In Ausbildung","2018","Bremen","weiblich","","","",""
"In Ausbildung","2018","Nordrhein-Westfalen","männlich","264","0.0784538381240184","0.068832109393005","0.0880755668550319"
"In Ausbildung","2018","Nordrhein-Westfalen","weiblich","263","0.0675871296196831","0.0590130333237167","0.0761612259156494"
"In Ausbildung","2018","Hessen","männlich","103","0.0818443688486923","0.0649717822218948","0.0987169554754898"
"In Ausbildung","2018","Hessen","weiblich","82","0.0756859413699274","0.0600626756484355","0.0913092070914194"
"In Ausbildung","2018","Rheinland-Pfalz,Saarland","männlich","41","0.0391703833052687","0.0247369231663774","0.05360384344416"
"In Ausbildung","2018","Rheinland-Pfalz,Saarland","weiblich","54","0.0620725552456379","0.0449519049753621","0.0791932055159137"
"In Ausbildung","2018","Baden-Württemberg","männlich","126","0.0660604084548078","0.053634620972408","0.0784861959372076"
"In Ausbildung","2018","Baden-Württemberg","weiblich","97","0.0518195461538092","0.0412010585132346","0.0624380337943838"
"In Ausbildung","2018","Bayern","männlich","169","0.0581662341933248","0.0480293212486097","0.0683031471380399"
"In Ausbildung","2018","Bayern","weiblich","157","0.0462152118130291","0.0376701465020639","0.0547602771239944"
"In Ausbildung","2018","Saarland","männlich","","","",""
"In Ausbildung","2018","Saarland","weiblich","","","",""
"In Ausbildung","2018","Berlin","männlich","35","0.0537642570946792","0.0351496000977031","0.0723789140916553"
"In Ausbildung","2018","Berlin","weiblich","","","",""
"In Ausbildung","2018","Brandenburg","männlich","","","",""
"In Ausbildung","2018","Brandenburg","weiblich","","","",""
"In Ausbildung","2018","Mecklenburg-Vorpommern","männlich","","","",""
"In Ausbildung","2018","Mecklenburg-Vorpommern","weiblich","","","",""
"In Ausbildung","2018","Sachsen","männlich","58","0.052951516954911","0.0378793576957374","0.0680236762140846"
"In Ausbildung","2018","Sachsen","weiblich","58","0.0581645586896649","0.0429491759105153","0.0733799414688145"
"In Ausbildung","2018","Sachsen-Anhalt","männlich","","","",""
"In Ausbildung","2018","Sachsen-Anhalt","weiblich","30","0.0720715872386974","0.0506910204982281","0.0934521539791666"
"In Ausbildung","2018","Thüringen","männlich","35","0.0581667859497783","0.0376098702846691","0.0787237016148876"
"In Ausbildung","2018","Thüringen","weiblich","31","0.0501504233979579","0.0321219641601463","0.0681788826357694"
"In Rente oder Pension","2018","Schleswig-Holstein","männlich","90","0.291238183811571","0.252667370220941","0.329808997402201"
"In Rente oder Pension","2018","Schleswig-Holstein","weiblich","101","0.316417183510772","0.278337232688738","0.354497134332805"
"In Rente oder Pension","2018","Hamburg","männlich","41","0.223323442509195","0.171066928698249","0.27557995632014"
"In Rente oder Pension","2018","Hamburg","weiblich","50","0.320841189294151","0.267752672175071","0.373929706413232"
"In Rente oder Pension","2018","Niedersachsen","männlich","244","0.242562610060905","0.220598620613312","0.264526599508499"
"In Rente oder Pension","2018","Niedersachsen","weiblich","267","0.293096531676358","0.271005982819784","0.315187080532931"
"In Rente oder Pension","2018","Bremen","männlich","","","",""
"In Rente oder Pension","2018","Bremen","weiblich","","","",""
"In Rente oder Pension","2018","Nordrhein-Westfalen","männlich","522","0.233035407976745","0.217907249064164","0.248163566889326"
"In Rente oder Pension","2018","Nordrhein-Westfalen","weiblich","523","0.266721535283781","0.251616709097445","0.281826361470116"
"In Rente oder Pension","2018","Hessen","männlich","146","0.199252512967284","0.174667026305601","0.223837999628967"
"In Rente oder Pension","2018","Hessen","weiblich","151","0.238676631660924","0.213497313714137","0.26385594960771"
"In Rente oder Pension","2018","Rheinland-Pfalz,Saarland","männlich","141","0.286258486707531","0.252629171801269","0.319887801613793"
"In Rente oder Pension","2018","Rheinland-Pfalz,Saarland","weiblich","147","0.297171526826498","0.264743980117491","0.329599073535504"
"In Rente oder Pension","2018","Baden-Württemberg","männlich","254","0.235278760622482","0.214059177906549","0.256498343338414"
"In Rente oder Pension","2018","Baden-Württemberg","weiblich","287","0.277670768457286","0.256217027101438","0.299124509813134"
"In Rente oder Pension","2018","Bayern","männlich","413","0.238841479329841","0.220375363822803","0.257307594836879"
"In Rente oder Pension","2018","Bayern","weiblich","441","0.285748747206924","0.267361556113298","0.30413593830055"
"In Rente oder Pension","2018","Saarland","männlich","","","",""
"In Rente oder Pension","2018","Saarland","weiblich","","","",""
"In Rente oder Pension","2018","Berlin","männlich","111","0.198431010774835","0.165516775829511","0.231345245720159"
"In Rente oder Pension","2018","Berlin","weiblich","107","0.255096332670598","0.21943526770611","0.290757397635085"
"In Rente oder Pension","2018","Brandenburg","männlich","134","0.250446555057476","0.214236800613739","0.286656309501212"
"In Rente oder Pension","2018","Brandenburg","weiblich","168","0.373163750459655","0.334237056497518","0.412090444421792"
"In Rente oder Pension","2018","Mecklenburg-Vorpommern","männlich","87","0.287391021967177","0.236096056703349","0.338685987231005"
"In Rente oder Pension","2018","Mecklenburg-Vorpommern","weiblich","100","0.307975323139308","0.260220238720628","0.355730407557988"
"In Rente oder Pension","2018","Sachsen","männlich","197","0.230374127261235","0.202033670470402","0.258714584052068"
"In Rente oder Pension","2018","Sachsen","weiblich","227","0.29467588762803","0.265038984875718","0.324312790380341"
"In Rente oder Pension","2018","Sachsen-Anhalt","männlich","101","0.27820438666337","0.237298413011924","0.319110360314816"
"In Rente oder Pension","2018","Sachsen-Anhalt","weiblich","131","0.376359818938457","0.336305569028581","0.416414068848332"
"In Rente oder Pension","2018","Thüringen","männlich","112","0.19543406002089","0.160607196137764","0.230260923904016"
"In Rente oder Pension","2018","Thüringen","weiblich","137","0.310785226992263","0.272555485106631","0.349014968877895"
"Arbeitslose","2018","Schleswig-Holstein","männlich","59","0.0482826126388565","0.03008418485871","0.066481040419003"
"Arbeitslose","2018","Schleswig-Holstein","weiblich","54","0.0474976017386018","0.0300819528763812","0.0649132506008224"
"Arbeitslose","2018","Hamburg","männlich","","","",""
"Arbeitslose","2018","Hamburg","weiblich","","","",""
"Arbeitslose","2018","Niedersachsen","männlich","159","0.0426642564177235","0.0323083013963655","0.0530202114390816"
"Arbeitslose","2018","Niedersachsen","weiblich","206","0.0553865442220614","0.0442858456831722","0.0664872427609505"
"Arbeitslose","2018","Bremen","männlich","","","",""
"Arbeitslose","2018","Bremen","weiblich","","","",""
"Arbeitslose","2018","Nordrhein-Westfalen","männlich","339","0.0599369224389513","0.0514429043569529","0.0684309405209498"
"Arbeitslose","2018","Nordrhein-Westfalen","weiblich","333","0.0427800701193516","0.0358684662697722","0.0496916739689309"
"Arbeitslose","2018","Hessen","männlich","85","0.0588187530396306","0.0443369161136748","0.0733005899655865"
"Arbeitslose","2018","Hessen","weiblich","91","0.0467047807838674","0.0342410285228337","0.0591685330449012"
"Arbeitslose","2018","Rheinland-Pfalz,Saarland","männlich","31","0.0190667441833712","0.00889193308989872","0.0292415552768437"
"Arbeitslose","2018","Rheinland-Pfalz,Saarland","weiblich","40","0.0199251937469202","0.0100096459748783","0.029840741518962"
"Arbeitslose","2018","Baden-Württemberg","männlich","104","0.0330796102325498","0.0241327747346926","0.042026445730407"
"Arbeitslose","2018","Baden-Württemberg","weiblich","103","0.0248248161202844","0.0173714113878163","0.0322782208527524"
"Arbeitslose","2018","Bayern","männlich","97","0.0256889257757257","0.018837122169499","0.0325407293819523"
"Arbeitslose","2018","Bayern","weiblich","99","0.0196946248217465","0.014039368880378","0.025349880763115"
"Arbeitslose","2018","Saarland","männlich","","","",""
"Arbeitslose","2018","Saarland","weiblich","","","",""
"Arbeitslose","2018","Berlin","männlich","66","0.106177116450048","0.0807527735681846","0.131601459331912"
"Arbeitslose","2018","Berlin","weiblich","57","0.0663163983552216","0.045959928037049","0.0866728686733943"
"Arbeitslose","2018","Brandenburg","männlich","66","0.0765053675405188","0.0542912079799858","0.0987195271010519"
"Arbeitslose","2018","Brandenburg","weiblich","48","0.0528055514891863","0.034805236386717","0.0708058665916555"
"Arbeitslose","2018","Mecklenburg-Vorpommern","männlich","31","0.0865921086308015","0.0547146247916549","0.118469592469948"
"Arbeitslose","2018","Mecklenburg-Vorpommern","weiblich","30","0.0908267319821009","0.0611011038966529","0.120552360067549"
"Arbeitslose","2018","Sachsen","männlich","74","0.0513017727691699","0.0364533475605416","0.0661501979777981"
"Arbeitslose","2018","Sachsen","weiblich","78","0.0548491711520007","0.0400478069924063","0.0696505353115952"
"Arbeitslose","2018","Sachsen-Anhalt","männlich","68","0.0953715193126089","0.0685587231089463","0.122184315516272"
"Arbeitslose","2018","Sachsen-Anhalt","weiblich","82","0.0690272384605001","0.0480688121461653","0.0899856647748349"
"Arbeitslose","2018","Thüringen","männlich","52","0.0735394324895303","0.0506145548479641","0.0964643101310966"
"Arbeitslose","2018","Thüringen","weiblich","54","0.0562935728211091","0.037254677036942","0.0753324686052762"
"Sonstige Nichterwerbspersonen","2018","Schleswig-Holstein","männlich","52","0.0297567205429557","0.0153316700739567","0.0441817710119546"
"Sonstige Nichterwerbspersonen","2018","Schleswig-Holstein","weiblich","90","0.0664303207491498","0.046039846645134","0.0868207948531655"
"Sonstige Nichterwerbspersonen","2018","Hamburg","männlich","","","",""
"Sonstige Nichterwerbspersonen","2018","Hamburg","weiblich","41","0.10132389316896","0.0670054642260638","0.135642322111856"
"Sonstige Nichterwerbspersonen","2018","Niedersachsen","männlich","117","0.0229517585203948","0.0152782864867097","0.0306252305540798"
"Sonstige Nichterwerbspersonen","2018","Niedersachsen","weiblich","235","0.0672334174085294","0.0550799502127909","0.0793868846042679"
"Sonstige Nichterwerbspersonen","2018","Bremen","männlich","","","",""
"Sonstige Nichterwerbspersonen","2018","Bremen","weiblich","34","0.070757929655144","0.0301272239016756","0.111388635408612"
"Sonstige Nichterwerbspersonen","2018","Nordrhein-Westfalen","männlich","229","0.0313692087526904","0.0251315964030795","0.0376068211023013"
"Sonstige Nichterwerbspersonen","2018","Nordrhein-Westfalen","weiblich","525","0.102999306109056","0.0926176708974721","0.113380941320639"
"Sonstige Nichterwerbspersonen","2018","Hessen","männlich","113","0.0348804084578287","0.0235873790163235","0.046173437899334"
"Sonstige Nichterwerbspersonen","2018","Hessen","weiblich","223","0.108120198474954","0.089777593512561","0.126462803437347"
"Sonstige Nichterwerbspersonen","2018","Rheinland-Pfalz,Saarland","männlich","55","0.0286386594842034","0.0162297074431257","0.0410476115252811"
"Sonstige Nichterwerbspersonen","2018","Rheinland-Pfalz,Saarland","weiblich","129","0.112456719152768","0.0900399356831138","0.134873502622422"
"Sonstige Nichterwerbspersonen","2018","Baden-Württemberg","männlich","106","0.0189633885503648","0.0121400883274347","0.025786688773295"
"Sonstige Nichterwerbspersonen","2018","Baden-Württemberg","weiblich","273","0.109791711384463","0.0948155345874004","0.124767888181525"
"Sonstige Nichterwerbspersonen","2018","Bayern","männlich","114","0.0242729785375963","0.0176078455838192","0.0309381114913735"
"Sonstige Nichterwerbspersonen","2018","Bayern","weiblich","295","0.0826533287230845","0.0714461928886087","0.0938604645575604"
"Sonstige Nichterwerbspersonen","2018","Saarland","männlich","30","0.0291834244902977","0.00224704766246338","0.0561198013181321"
"Sonstige Nichterwerbspersonen","2018","Saarland","weiblich","","","",""
"Sonstige Nichterwerbspersonen","2018","Berlin","männlich","30","0.0261163826218956","0.0129544828149449","0.0392782824288464"
"Sonstige Nichterwerbspersonen","2018","Berlin","weiblich","77","0.0747047682889743","0.0531964493220291","0.0962130872559195"
"Sonstige Nichterwerbspersonen","2018","Brandenburg","männlich","40","0.0289656577442067","0.0149496045030206","0.0429817109853927"
"Sonstige Nichterwerbspersonen","2018","Brandenburg","weiblich","71","0.0644089550909752","0.0446512317775469","0.0841666784044034"
"Sonstige Nichterwerbspersonen","2018","Mecklenburg-Vorpommern","männlich","","","",""
"Sonstige Nichterwerbspersonen","2018","Mecklenburg-Vorpommern","weiblich","34","0.0413477122256738","0.0207529318135542","0.0619424926377934"
"Sonstige Nichterwerbspersonen","2018","Sachsen","männlich","30","0.0196869212700128","0.0103367091050397","0.0290371334349859"
"Sonstige Nichterwerbspersonen","2018","Sachsen","weiblich","67","0.0533606450522056","0.0387500143843737","0.0679712757200376"
"Sonstige Nichterwerbspersonen","2018","Sachsen-Anhalt","männlich","","","",""
"Sonstige Nichterwerbspersonen","2018","Sachsen-Anhalt","weiblich","43","0.0421244243548684","0.0255170309885145","0.0587318177212222"
"Sonstige Nichterwerbspersonen","2018","Thüringen","männlich","","","",""
"Sonstige Nichterwerbspersonen","2018","Thüringen","weiblich","57","0.0749901413321826","0.0532346367554404","0.0967456459089248"
"Beamte","2018","Schleswig-Holstein","männlich","33","0.0722144374787592","0.0502398714085076","0.0941890035490109"
"Beamte","2018","Schleswig-Holstein","weiblich","","","",""
"Beamte","2018","Hamburg","männlich","","","",""
"Beamte","2018","Hamburg","weiblich","","","",""
"Beamte","2018","Niedersachsen","männlich","64","0.0481233476149231","0.0371561875864708","0.0590905076433754"
"Beamte","2018","Niedersachsen","weiblich","62","0.0379266665754289","0.0286562865899635","0.0471970465608944"
"Beamte","2018","Bremen","männlich","","","",""
"Beamte","2018","Bremen","weiblich","","","",""
"Beamte","2018","Nordrhein-Westfalen","männlich","113","0.0381963666645113","0.0313376684022068","0.0450550649268157"
"Beamte","2018","Nordrhein-Westfalen","weiblich","109","0.0341611227383395","0.0279571392264511","0.0403651062502279"
"Beamte","2018","Hessen","männlich","41","0.0436632116605739","0.0310857679198823","0.0562406554012655"
"Beamte","2018","Hessen","weiblich","37","0.0262079261181437","0.0167715796746138","0.0356442725616736"
"Beamte","2018","Rheinland-Pfalz,Saarland","männlich","","","",""
"Beamte","2018","Rheinland-Pfalz,Saarland","weiblich","31","0.0497804220997773","0.0343482486283582","0.0652125955711964"
"Beamte","2018","Baden-Württemberg","männlich","51","0.0412276273300836","0.0312816875001175","0.0511735671600497"
"Beamte","2018","Baden-Württemberg","weiblich","67","0.0344232328711732","0.0256897073152803","0.0431567584270662"
"Beamte","2018","Bayern","männlich","72","0.0336685653422588","0.0258566329868388","0.0414804976976788"
"Beamte","2018","Bayern","weiblich","76","0.0223559838518013","0.016338914965368","0.0283730527382347"
"Beamte","2018","Saarland","männlich","","","",""
"Beamte","2018","Saarland","weiblich","","","",""
"Beamte","2018","Berlin","männlich","","","",""
"Beamte","2018","Berlin","weiblich","30","0.0453758784099272","0.0283495553489449","0.0624022014709095"
"Beamte","2018","Brandenburg","männlich","","","",""
"Beamte","2018","Brandenburg","weiblich","","","",""
"Beamte","2018","Mecklenburg-Vorpommern","männlich","","","",""
"Beamte","2018","Mecklenburg-Vorpommern","weiblich","","","",""
"Beamte","2018","Sachsen","männlich","","","",""
"Beamte","2018","Sachsen","weiblich","","","",""
"Beamte","2018","Sachsen-Anhalt","männlich","","","",""
"Beamte","2018","Sachsen-Anhalt","weiblich","","","",""
"Beamte","2018","Thüringen","männlich","","","",""
"Beamte","2018","Thüringen","weiblich","","","",""
"Angestellte, einfache Tätigkeiten","2019","Schleswig-Holstein","männlich","92","0.145698581337261","0.117326702674337","0.174070460000185"
"Angestellte, einfache Tätigkeiten","2019","Schleswig-Holstein","weiblich","96","0.148147974083118","0.119111484699898","0.177184463466338"
"Angestellte, einfache Tätigkeiten","2019","Hamburg","männlich","31","0.0915087251420199","0.0575540297046263","0.125463420579414"
"Angestellte, einfache Tätigkeiten","2019","Hamburg","weiblich","","","",""
"Angestellte, einfache Tätigkeiten","2019","Niedersachsen","männlich","258","0.137952343311995","0.120116196030162","0.155788490593828"
"Angestellte, einfache Tätigkeiten","2019","Niedersachsen","weiblich","274","0.186737304796745","0.167280221393167","0.206194388200323"
"Angestellte, einfache Tätigkeiten","2019","Bremen","männlich","30","0.216434093918305","0.148218341167077","0.284649846669533"
"Angestellte, einfache Tätigkeiten","2019","Bremen","weiblich","","","",""
"Angestellte, einfache Tätigkeiten","2019","Nordrhein-Westfalen","männlich","504","0.161959013804835","0.149006836605472","0.174911191004198"
"Angestellte, einfache Tätigkeiten","2019","Nordrhein-Westfalen","weiblich","573","0.184712788064897","0.171356726457469","0.198068849672326"
"Angestellte, einfache Tätigkeiten","2019","Hessen","männlich","164","0.138627388080626","0.117534365958354","0.159720410202899"
"Angestellte, einfache Tätigkeiten","2019","Hessen","weiblich","139","0.135668119748114","0.114401542849669","0.156934696646559"
"Angestellte, einfache Tätigkeiten","2019","Rheinland-Pfalz,Saarland","männlich","135","0.173159880783856","0.144160172689699","0.202159588878012"
"Angestellte, einfache Tätigkeiten","2019","Rheinland-Pfalz,Saarland","weiblich","144","0.182031998789434","0.153963330584383","0.210100666994485"
"Angestellte, einfache Tätigkeiten","2019","Baden-Württemberg","männlich","235","0.14448037857922","0.127050754323854","0.161910002834586"
"Angestellte, einfache Tätigkeiten","2019","Baden-Württemberg","weiblich","280","0.190878455981264","0.171944802210719","0.20981210975181"
"Angestellte, einfache Tätigkeiten","2019","Bayern","männlich","347","0.144087159205898","0.129270517420339","0.158903800991456"
"Angestellte, einfache Tätigkeiten","2019","Bayern","weiblich","395","0.183734048583315","0.167591786922385","0.199876310244246"
"Angestellte, einfache Tätigkeiten","2019","Saarland","männlich","","","",""
"Angestellte, einfache Tätigkeiten","2019","Saarland","weiblich","","","",""
"Angestellte, einfache Tätigkeiten","2019","Berlin","männlich","87","0.135021905854377","0.107492812467434","0.16255099924132"
"Angestellte, einfache Tätigkeiten","2019","Berlin","weiblich","73","0.152237571730689","0.122483110952717","0.181992032508661"
"Angestellte, einfache Tätigkeiten","2019","Brandenburg","männlich","97","0.138650496376378","0.110836002446735","0.166464990306022"
"Angestellte, einfache Tätigkeiten","2019","Brandenburg","weiblich","97","0.143278101065841","0.116027814673256","0.170528387458426"
"Angestellte, einfache Tätigkeiten","2019","Mecklenburg-Vorpommern","männlich","46","0.169433006701921","0.128459182649267","0.210406830754575"
"Angestellte, einfache Tätigkeiten","2019","Mecklenburg-Vorpommern","weiblich","54","0.188893507370424","0.147040573565789","0.23074644117506"
"Angestellte, einfache Tätigkeiten","2019","Sachsen","männlich","106","0.153292298543559","0.129227987165691","0.177356609921426"
"Angestellte, einfache Tätigkeiten","2019","Sachsen","weiblich","146","0.168158859122834","0.143683338221223","0.192634380024445"
"Angestellte, einfache Tätigkeiten","2019","Sachsen-Anhalt","männlich","69","0.145008483285558","0.113107595285315","0.176909371285802"
"Angestellte, einfache Tätigkeiten","2019","Sachsen-Anhalt","weiblich","90","0.129002678600341","0.100651656410715","0.157353700789968"
"Angestellte, einfache Tätigkeiten","2019","Thüringen","männlich","81","0.163629168753874","0.13060329069031","0.196655046817437"
"Angestellte, einfache Tätigkeiten","2019","Thüringen","weiblich","109","0.202324767608281","0.168058349584781","0.23659118563178"
"Angestellte, qualifizierte Tätigkeiten","2019","Schleswig-Holstein","männlich","136","0.345617280964126","0.307372823526112","0.383861738402139"
"Angestellte, qualifizierte Tätigkeiten","2019","Schleswig-Holstein","weiblich","149","0.294620366932805","0.257359152146378","0.331881581719233"
"Angestellte, qualifizierte Tätigkeiten","2019","Hamburg","männlich","82","0.39637002133581","0.33876716665289","0.453972876018731"
"Angestellte, qualifizierte Tätigkeiten","2019","Hamburg","weiblich","94","0.279840840167864","0.230186975130568","0.329494705205161"
"Angestellte, qualifizierte Tätigkeiten","2019","Niedersachsen","männlich","365","0.32337091620977","0.299177528777187","0.347564303642353"
"Angestellte, qualifizierte Tätigkeiten","2019","Niedersachsen","weiblich","406","0.286497873568649","0.263924050903497","0.309071696233801"
"Angestellte, qualifizierte Tätigkeiten","2019","Bremen","männlich","","","",""
"Angestellte, qualifizierte Tätigkeiten","2019","Bremen","weiblich","34","0.294874981164549","0.222857196845683","0.366892765483416"
"Angestellte, qualifizierte Tätigkeiten","2019","Nordrhein-Westfalen","männlich","785","0.32591818742852","0.309439667978985","0.342396706878054"
"Angestellte, qualifizierte Tätigkeiten","2019","Nordrhein-Westfalen","weiblich","798","0.269858031907907","0.254580755119458","0.285135308696355"
"Angestellte, qualifizierte Tätigkeiten","2019","Hessen","männlich","270","0.386666696891511","0.356940769267355","0.416392624515668"
"Angestellte, qualifizierte Tätigkeiten","2019","Hessen","weiblich","301","0.328551434398441","0.299382102584062","0.357720766212821"
"Angestellte, qualifizierte Tätigkeiten","2019","Rheinland-Pfalz,Saarland","männlich","164","0.32584227607807","0.289921667206984","0.361762884949156"
"Angestellte, qualifizierte Tätigkeiten","2019","Rheinland-Pfalz,Saarland","weiblich","183","0.256443269038802","0.224679466496594","0.288207071581009"
"Angestellte, qualifizierte Tätigkeiten","2019","Baden-Württemberg","männlich","488","0.380181630005898","0.356116046958376","0.40424721305342"
"Angestellte, qualifizierte Tätigkeiten","2019","Baden-Württemberg","weiblich","479","0.281125329645996","0.259466964491154","0.302783694800838"
"Angestellte, qualifizierte Tätigkeiten","2019","Bayern","männlich","613","0.358455293608883","0.338222617328871","0.378687969888895"
"Angestellte, qualifizierte Tätigkeiten","2019","Bayern","weiblich","676","0.318445183714106","0.299026425347425","0.337863942080787"
"Angestellte, qualifizierte Tätigkeiten","2019","Saarland","männlich","","","",""
"Angestellte, qualifizierte Tätigkeiten","2019","Saarland","weiblich","","","",""
"Angestellte, qualifizierte Tätigkeiten","2019","Berlin","männlich","161","0.331295154727337","0.293380071399569","0.369210238055106"
"Angestellte, qualifizierte Tätigkeiten","2019","Berlin","weiblich","170","0.315401888901886","0.276915774122376","0.353888003681395"
"Angestellte, qualifizierte Tätigkeiten","2019","Brandenburg","männlich","139","0.344715163096832","0.306462119336084","0.382968206857581"
"Angestellte, qualifizierte Tätigkeiten","2019","Brandenburg","weiblich","148","0.242835995067595","0.209484697206023","0.276187292929168"
"Angestellte, qualifizierte Tätigkeiten","2019","Mecklenburg-Vorpommern","männlich","70","0.329161896199866","0.277836324651173","0.380487467748558"
"Angestellte, qualifizierte Tätigkeiten","2019","Mecklenburg-Vorpommern","weiblich","86","0.240162167382742","0.194485836938478","0.285838497827006"
