"beruf","year","bildungsniveau","bula_h","n","percent","lower_confidence","upper_confidence"
"Selbstständige/ManagerInnen","2014","Hauptschule","Baden-Württemberg","40","0.0370854325701535","0.025494169219955","0.048676695920352"
"Selbstständige/ManagerInnen","2014","Hauptschule","Bayern","73","0.0456357475572658","0.0354543829069619","0.0558171122075697"
"Selbstständige/ManagerInnen","2014","Hauptschule","Saarland","","","",""
"Selbstständige/ManagerInnen","2014","Hauptschule","Berlin","","","",""
"Selbstständige/ManagerInnen","2014","Hauptschule","Brandenburg","","","",""
"Selbstständige/ManagerInnen","2014","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Selbstständige/ManagerInnen","2014","Hauptschule","Sachsen","","","",""
"Selbstständige/ManagerInnen","2014","Hauptschule","Sachsen-Anhalt","","","",""
"Selbstständige/ManagerInnen","2014","Hauptschule","Thüringen","","","",""
"Selbstständige/ManagerInnen","2014","Realschule","Schleswig-Holstein","","","",""
"Selbstständige/ManagerInnen","2014","Realschule","Hamburg","","","",""
"Selbstständige/ManagerInnen","2014","Realschule","Niedersachsen","41","0.0632479415349285","0.0456268977826434","0.0808689852872136"
"Selbstständige/ManagerInnen","2014","Realschule","Bremen","","","",""
"Selbstständige/ManagerInnen","2014","Realschule","Nordrhein-Westfalen","73","0.0696200309828863","0.0546546304963041","0.0845854314694686"
"Selbstständige/ManagerInnen","2014","Realschule","Hessen","","","",""
"Selbstständige/ManagerInnen","2014","Realschule","Rheinland-Pfalz,Saarland","","","",""
"Selbstständige/ManagerInnen","2014","Realschule","Baden-Württemberg","46","0.0500735695397361","0.0344959940527901","0.0656511450266822"
"Selbstständige/ManagerInnen","2014","Realschule","Bayern","62","0.0539780370890655","0.0399512028389084","0.0680048713392226"
"Selbstständige/ManagerInnen","2014","Realschule","Saarland","","","",""
"Selbstständige/ManagerInnen","2014","Realschule","Berlin","","","",""
"Selbstständige/ManagerInnen","2014","Realschule","Brandenburg","","","",""
"Selbstständige/ManagerInnen","2014","Realschule","Mecklenburg-Vorpommern","","","",""
"Selbstständige/ManagerInnen","2014","Realschule","Sachsen","44","0.0622228095105199","0.0439182335289085","0.0805273854921314"
"Selbstständige/ManagerInnen","2014","Realschule","Sachsen-Anhalt","","","",""
"Selbstständige/ManagerInnen","2014","Realschule","Thüringen","38","0.12252609099599","0.090190489921922","0.154861692070058"
"Selbstständige/ManagerInnen","2014","(Fach-)Abitur","Schleswig-Holstein","","","",""
"Selbstständige/ManagerInnen","2014","(Fach-)Abitur","Hamburg","","","",""
"Selbstständige/ManagerInnen","2014","(Fach-)Abitur","Niedersachsen","","","",""
"Selbstständige/ManagerInnen","2014","(Fach-)Abitur","Bremen","","","",""
"Selbstständige/ManagerInnen","2014","(Fach-)Abitur","Nordrhein-Westfalen","91","0.102489467978667","0.0846393243847994","0.120339611572534"
"Selbstständige/ManagerInnen","2014","(Fach-)Abitur","Hessen","","","",""
"Selbstständige/ManagerInnen","2014","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"Selbstständige/ManagerInnen","2014","(Fach-)Abitur","Baden-Württemberg","","","",""
"Selbstständige/ManagerInnen","2014","(Fach-)Abitur","Bayern","42","0.0548128752191252","0.0363366178158449","0.0732891326224056"
"Selbstständige/ManagerInnen","2014","(Fach-)Abitur","Saarland","","","",""
"Selbstständige/ManagerInnen","2014","(Fach-)Abitur","Berlin","","","",""
"Selbstständige/ManagerInnen","2014","(Fach-)Abitur","Brandenburg","","","",""
"Selbstständige/ManagerInnen","2014","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Selbstständige/ManagerInnen","2014","(Fach-)Abitur","Sachsen","","","",""
"Selbstständige/ManagerInnen","2014","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Selbstständige/ManagerInnen","2014","(Fach-)Abitur","Thüringen","","","",""
"Selbstständige/ManagerInnen","2014","AkademikerIn","Schleswig-Holstein","","","",""
"Selbstständige/ManagerInnen","2014","AkademikerIn","Hamburg","","","",""
"Selbstständige/ManagerInnen","2014","AkademikerIn","Niedersachsen","51","0.107587172153285","0.0805085073104992","0.13466583699607"
"Selbstständige/ManagerInnen","2014","AkademikerIn","Bremen","","","",""
"Selbstständige/ManagerInnen","2014","AkademikerIn","Nordrhein-Westfalen","167","0.125313713306848","0.106245093061056","0.14438233355264"
"Selbstständige/ManagerInnen","2014","AkademikerIn","Hessen","81","0.16701831834547","0.135173222369326","0.198863414321614"
"Selbstständige/ManagerInnen","2014","AkademikerIn","Rheinland-Pfalz,Saarland","","","",""
"Selbstständige/ManagerInnen","2014","AkademikerIn","Baden-Württemberg","82","0.0912512244767527","0.0712840795056726","0.111218369447833"
"Selbstständige/ManagerInnen","2014","AkademikerIn","Bayern","134","0.129371040746336","0.108040939205551","0.15070114228712"
"Selbstständige/ManagerInnen","2014","AkademikerIn","Saarland","","","",""
"Selbstständige/ManagerInnen","2014","AkademikerIn","Berlin","61","0.172123171156634","0.134169059942105","0.210077282371162"
"Selbstständige/ManagerInnen","2014","AkademikerIn","Brandenburg","","","",""
"Selbstständige/ManagerInnen","2014","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"Selbstständige/ManagerInnen","2014","AkademikerIn","Sachsen","55","0.0976195347824645","0.0698240505022893","0.12541501906264"
"Selbstständige/ManagerInnen","2014","AkademikerIn","Sachsen-Anhalt","","","",""
"Selbstständige/ManagerInnen","2014","AkademikerIn","Thüringen","","","",""
"In Ausbildung","2014","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"In Ausbildung","2014","(noch) kein Abschluss","Hamburg","","","",""
"In Ausbildung","2014","(noch) kein Abschluss","Niedersachsen","50","0.299247404487369","0.23041052352634","0.368084285448399"
"In Ausbildung","2014","(noch) kein Abschluss","Bremen","","","",""
"In Ausbildung","2014","(noch) kein Abschluss","Nordrhein-Westfalen","98","0.335585615649523","0.287471953898017","0.383699277401029"
"In Ausbildung","2014","(noch) kein Abschluss","Hessen","33","0.252875640978345","0.177868401489864","0.327882880466827"
"In Ausbildung","2014","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"In Ausbildung","2014","(noch) kein Abschluss","Baden-Württemberg","47","0.280672679601961","0.2110498855958","0.350295473608122"
"In Ausbildung","2014","(noch) kein Abschluss","Bayern","61","0.228522836890841","0.17118506379912","0.285860609982562"
"In Ausbildung","2014","(noch) kein Abschluss","Saarland","","","",""
"In Ausbildung","2014","(noch) kein Abschluss","Berlin","","","",""
"In Ausbildung","2014","(noch) kein Abschluss","Brandenburg","","","",""
"In Ausbildung","2014","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"In Ausbildung","2014","(noch) kein Abschluss","Sachsen","","","",""
"In Ausbildung","2014","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"In Ausbildung","2014","(noch) kein Abschluss","Thüringen","","","",""
"In Ausbildung","2014","Hauptschule","Schleswig-Holstein","","","",""
"In Ausbildung","2014","Hauptschule","Hamburg","","","",""
"In Ausbildung","2014","Hauptschule","Niedersachsen","","","",""
"In Ausbildung","2014","Hauptschule","Bremen","","","",""
"In Ausbildung","2014","Hauptschule","Nordrhein-Westfalen","45","0.0124268855592407","0.00732612693053468","0.0175276441879467"
"In Ausbildung","2014","Hauptschule","Hessen","","","",""
"In Ausbildung","2014","Hauptschule","Rheinland-Pfalz,Saarland","","","",""
"In Ausbildung","2014","Hauptschule","Baden-Württemberg","","","",""
"In Ausbildung","2014","Hauptschule","Bayern","58","0.02570356906128","0.0179831904777406","0.0334239476448193"
"In Ausbildung","2014","Hauptschule","Saarland","","","",""
"In Ausbildung","2014","Hauptschule","Berlin","","","",""
"In Ausbildung","2014","Hauptschule","Brandenburg","","","",""
"In Ausbildung","2014","Hauptschule","Mecklenburg-Vorpommern","","","",""
"In Ausbildung","2014","Hauptschule","Sachsen","","","",""
"In Ausbildung","2014","Hauptschule","Sachsen-Anhalt","","","",""
"In Ausbildung","2014","Hauptschule","Thüringen","","","",""
"In Ausbildung","2014","Realschule","Schleswig-Holstein","","","",""
"In Ausbildung","2014","Realschule","Hamburg","","","",""
"In Ausbildung","2014","Realschule","Niedersachsen","47","0.0728271942385162","0.0540157025273336","0.0916386859496987"
"In Ausbildung","2014","Realschule","Bremen","","","",""
"In Ausbildung","2014","Realschule","Nordrhein-Westfalen","73","0.0634922067338585","0.0491535994458597","0.0778308140218573"
"In Ausbildung","2014","Realschule","Hessen","","","",""
"In Ausbildung","2014","Realschule","Rheinland-Pfalz,Saarland","","","",""
"In Ausbildung","2014","Realschule","Baden-Württemberg","67","0.0809563270795306","0.0614738544011553","0.100438799757906"
"In Ausbildung","2014","Realschule","Bayern","67","0.0484604931318069","0.0351311779081591","0.0617898083554548"
"In Ausbildung","2014","Realschule","Saarland","","","",""
"In Ausbildung","2014","Realschule","Berlin","","","",""
"In Ausbildung","2014","Realschule","Brandenburg","","","",""
"In Ausbildung","2014","Realschule","Mecklenburg-Vorpommern","","","",""
"In Ausbildung","2014","Realschule","Sachsen","","","",""
"In Ausbildung","2014","Realschule","Sachsen-Anhalt","","","",""
"In Ausbildung","2014","Realschule","Thüringen","","","",""
"In Ausbildung","2014","(Fach-)Abitur","Schleswig-Holstein","","","",""
"In Ausbildung","2014","(Fach-)Abitur","Hamburg","","","",""
"In Ausbildung","2014","(Fach-)Abitur","Niedersachsen","58","0.195295310083681","0.153524373327087","0.237066246840275"
"In Ausbildung","2014","(Fach-)Abitur","Bremen","","","",""
"In Ausbildung","2014","(Fach-)Abitur","Nordrhein-Westfalen","129","0.120941010131896","0.10175087099359","0.140131149270201"
"In Ausbildung","2014","(Fach-)Abitur","Hessen","43","0.188825555257773","0.146341417705123","0.231309692810423"
"In Ausbildung","2014","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"In Ausbildung","2014","(Fach-)Abitur","Baden-Württemberg","63","0.186767424986018","0.151230073966863","0.222304776005173"
"In Ausbildung","2014","(Fach-)Abitur","Bayern","85","0.156466659151576","0.126976586334956","0.185956731968196"
"In Ausbildung","2014","(Fach-)Abitur","Saarland","","","",""
"In Ausbildung","2014","(Fach-)Abitur","Berlin","","","",""
"In Ausbildung","2014","(Fach-)Abitur","Brandenburg","","","",""
"In Ausbildung","2014","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"In Ausbildung","2014","(Fach-)Abitur","Sachsen","","","",""
"In Ausbildung","2014","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"In Ausbildung","2014","(Fach-)Abitur","Thüringen","","","",""
"In Ausbildung","2014","AkademikerIn","Schleswig-Holstein","","","",""
"In Ausbildung","2014","AkademikerIn","Hamburg","","","",""
"In Ausbildung","2014","AkademikerIn","Niedersachsen","","","",""
"In Ausbildung","2014","AkademikerIn","Bremen","","","",""
"In Ausbildung","2014","AkademikerIn","Nordrhein-Westfalen","","","",""
"In Ausbildung","2014","AkademikerIn","Hessen","","","",""
"In Ausbildung","2014","AkademikerIn","Rheinland-Pfalz,Saarland","","","",""
"In Ausbildung","2014","AkademikerIn","Baden-Württemberg","","","",""
"In Ausbildung","2014","AkademikerIn","Bayern","","","",""
"In Ausbildung","2014","AkademikerIn","Saarland","","","",""
"In Ausbildung","2014","AkademikerIn","Berlin","","","",""
"In Ausbildung","2014","AkademikerIn","Brandenburg","","","",""
"In Ausbildung","2014","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"In Ausbildung","2014","AkademikerIn","Sachsen","","","",""
"In Ausbildung","2014","AkademikerIn","Sachsen-Anhalt","","","",""
"In Ausbildung","2014","AkademikerIn","Thüringen","","","",""
"In Rente oder Pension","2014","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"In Rente oder Pension","2014","(noch) kein Abschluss","Hamburg","","","",""
"In Rente oder Pension","2014","(noch) kein Abschluss","Niedersachsen","","","",""
"In Rente oder Pension","2014","(noch) kein Abschluss","Bremen","","","",""
"In Rente oder Pension","2014","(noch) kein Abschluss","Nordrhein-Westfalen","","","",""
"In Rente oder Pension","2014","(noch) kein Abschluss","Hessen","","","",""
"In Rente oder Pension","2014","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"In Rente oder Pension","2014","(noch) kein Abschluss","Baden-Württemberg","","","",""
"In Rente oder Pension","2014","(noch) kein Abschluss","Bayern","","","",""
"In Rente oder Pension","2014","(noch) kein Abschluss","Saarland","","","",""
"In Rente oder Pension","2014","(noch) kein Abschluss","Berlin","","","",""
"In Rente oder Pension","2014","(noch) kein Abschluss","Brandenburg","","","",""
"In Rente oder Pension","2014","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"In Rente oder Pension","2014","(noch) kein Abschluss","Sachsen","","","",""
"In Rente oder Pension","2014","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"In Rente oder Pension","2014","(noch) kein Abschluss","Thüringen","","","",""
"In Rente oder Pension","2014","Hauptschule","Schleswig-Holstein","95","0.454271390339558","0.398301126601089","0.510241654078026"
"In Rente oder Pension","2014","Hauptschule","Hamburg","43","0.56963945030487","0.469547207596835","0.669731693012904"
"In Rente oder Pension","2014","Hauptschule","Niedersachsen","297","0.464782636064281","0.430603468289489","0.498961803839073"
"In Rente oder Pension","2014","Hauptschule","Bremen","","","",""
"In Rente oder Pension","2014","Hauptschule","Nordrhein-Westfalen","583","0.440048774584746","0.417193075895934","0.462904473273558"
"In Rente oder Pension","2014","Hauptschule","Hessen","167","0.447397507104731","0.403550715894726","0.491244298314737"
"In Rente oder Pension","2014","Hauptschule","Rheinland-Pfalz,Saarland","185","0.448158998054201","0.407475790357509","0.488842205750893"
"In Rente oder Pension","2014","Hauptschule","Baden-Württemberg","319","0.421871183045949","0.391578519650778","0.452163846441121"
"In Rente oder Pension","2014","Hauptschule","Bayern","461","0.356755761136534","0.333385165781166","0.380126356491902"
"In Rente oder Pension","2014","Hauptschule","Saarland","","","",""
"In Rente oder Pension","2014","Hauptschule","Berlin","73","0.514106951728687","0.436420263154218","0.591793640303155"
"In Rente oder Pension","2014","Hauptschule","Brandenburg","141","0.601827396551456","0.540655463884673","0.66299932921824"
"In Rente oder Pension","2014","Hauptschule","Mecklenburg-Vorpommern","59","0.56511073192042","0.474505079146425","0.655716384694416"
"In Rente oder Pension","2014","Hauptschule","Sachsen","194","0.644690163858953","0.592251424919485","0.697128902798421"
"In Rente oder Pension","2014","Hauptschule","Sachsen-Anhalt","118","0.534243919553489","0.472777645059217","0.595710194047761"
"In Rente oder Pension","2014","Hauptschule","Thüringen","156","0.651195675560839","0.593265065601245","0.709126285520434"
"In Rente oder Pension","2014","Realschule","Schleswig-Holstein","46","0.290105857967138","0.233625518798604","0.346586197135671"
"In Rente oder Pension","2014","Realschule","Hamburg","","","",""
"In Rente oder Pension","2014","Realschule","Niedersachsen","137","0.229987208996405","0.199522508357571","0.260451909635239"
"In Rente oder Pension","2014","Realschule","Bremen","","","",""
"In Rente oder Pension","2014","Realschule","Nordrhein-Westfalen","153","0.187848462831207","0.16488097898174","0.210815946680674"
"In Rente oder Pension","2014","Realschule","Hessen","61","0.208905452316471","0.169066566995802","0.248744337637141"
"In Rente oder Pension","2014","Realschule","Rheinland-Pfalz,Saarland","33","0.178804518346567","0.132668758878675","0.224940277814459"
"In Rente oder Pension","2014","Realschule","Baden-Württemberg","96","0.207051876385851","0.178110940168871","0.23599281260283"
"In Rente oder Pension","2014","Realschule","Bayern","148","0.200736302872172","0.175873017411786","0.225599588332558"
"In Rente oder Pension","2014","Realschule","Saarland","","","",""
"In Rente oder Pension","2014","Realschule","Berlin","66","0.316860885487512","0.25895654191936","0.374765229055664"
"In Rente oder Pension","2014","Realschule","Brandenburg","55","0.131084189663234","0.0956763537380822","0.166492025588386"
"In Rente oder Pension","2014","Realschule","Mecklenburg-Vorpommern","42","0.183639694930277","0.13282142444735","0.234457965413205"
"In Rente oder Pension","2014","Realschule","Sachsen","82","0.126722797550574","0.101514792948736","0.151930802152412"
"In Rente oder Pension","2014","Realschule","Sachsen-Anhalt","60","0.202934141643769","0.161617780768596","0.244250502518942"
"In Rente oder Pension","2014","Realschule","Thüringen","60","0.171549561877632","0.134372281579784","0.20872684217548"
"In Rente oder Pension","2014","(Fach-)Abitur","Schleswig-Holstein","","","",""
"In Rente oder Pension","2014","(Fach-)Abitur","Hamburg","","","",""
"In Rente oder Pension","2014","(Fach-)Abitur","Niedersachsen","","","",""
"In Rente oder Pension","2014","(Fach-)Abitur","Bremen","","","",""
"In Rente oder Pension","2014","(Fach-)Abitur","Nordrhein-Westfalen","78","0.103012900841059","0.0851224524735452","0.120903349208573"
"In Rente oder Pension","2014","(Fach-)Abitur","Hessen","","","",""
"In Rente oder Pension","2014","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"In Rente oder Pension","2014","(Fach-)Abitur","Baden-Württemberg","37","0.116955178895488","0.0876510911588195","0.146259266632157"
"In Rente oder Pension","2014","(Fach-)Abitur","Bayern","57","0.122617666004975","0.0959929625647896","0.149242369445161"
"In Rente oder Pension","2014","(Fach-)Abitur","Saarland","","","",""
"In Rente oder Pension","2014","(Fach-)Abitur","Berlin","","","",""
"In Rente oder Pension","2014","(Fach-)Abitur","Brandenburg","","","",""
"In Rente oder Pension","2014","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"In Rente oder Pension","2014","(Fach-)Abitur","Sachsen","","","",""
"In Rente oder Pension","2014","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"In Rente oder Pension","2014","(Fach-)Abitur","Thüringen","","","",""
"In Rente oder Pension","2014","AkademikerIn","Schleswig-Holstein","","","",""
"In Rente oder Pension","2014","AkademikerIn","Hamburg","","","",""
"In Rente oder Pension","2014","AkademikerIn","Niedersachsen","98","0.225329607130125","0.188817936313216","0.261841277947035"
"In Rente oder Pension","2014","AkademikerIn","Bremen","","","",""
"In Rente oder Pension","2014","AkademikerIn","Nordrhein-Westfalen","199","0.204575073370676","0.181341299004359","0.227808847736994"
"In Rente oder Pension","2014","AkademikerIn","Hessen","66","0.13499425586998","0.105819319081403","0.164169192658556"
"In Rente oder Pension","2014","AkademikerIn","Rheinland-Pfalz,Saarland","46","0.243391992850725","0.186942478015009","0.29984150768644"
"In Rente oder Pension","2014","AkademikerIn","Baden-Württemberg","124","0.208438815012","0.180274042737502","0.236603587286498"
"In Rente oder Pension","2014","AkademikerIn","Bayern","164","0.206497044608044","0.180770051684218","0.232224037531869"
"In Rente oder Pension","2014","AkademikerIn","Saarland","","","",""
"In Rente oder Pension","2014","AkademikerIn","Berlin","76","0.203628817697446","0.163140131883034","0.244117503511858"
"In Rente oder Pension","2014","AkademikerIn","Brandenburg","101","0.458466678746171","0.39790081744722","0.519032540045121"
"In Rente oder Pension","2014","AkademikerIn","Mecklenburg-Vorpommern","54","0.444501737879692","0.360988231017525","0.528015244741859"
"In Rente oder Pension","2014","AkademikerIn","Sachsen","126","0.307546051198286","0.264328360054967","0.350763742341604"
"In Rente oder Pension","2014","AkademikerIn","Sachsen-Anhalt","67","0.380873491505653","0.316412064209779","0.445334918801526"
"In Rente oder Pension","2014","AkademikerIn","Thüringen","48","0.226691919947123","0.171239522418856","0.282144317475391"
"Arbeitslose","2014","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"Arbeitslose","2014","(noch) kein Abschluss","Hamburg","","","",""
"Arbeitslose","2014","(noch) kein Abschluss","Niedersachsen","","","",""
"Arbeitslose","2014","(noch) kein Abschluss","Bremen","","","",""
"Arbeitslose","2014","(noch) kein Abschluss","Nordrhein-Westfalen","35","0.0851899778216965","0.0567449122980883","0.113635043345305"
"Arbeitslose","2014","(noch) kein Abschluss","Hessen","","","",""
"Arbeitslose","2014","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"Arbeitslose","2014","(noch) kein Abschluss","Baden-Württemberg","","","",""
"Arbeitslose","2014","(noch) kein Abschluss","Bayern","","","",""
"Arbeitslose","2014","(noch) kein Abschluss","Saarland","","","",""
"Arbeitslose","2014","(noch) kein Abschluss","Berlin","","","",""
"Arbeitslose","2014","(noch) kein Abschluss","Brandenburg","","","",""
"Arbeitslose","2014","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Arbeitslose","2014","(noch) kein Abschluss","Sachsen","","","",""
"Arbeitslose","2014","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Arbeitslose","2014","(noch) kein Abschluss","Thüringen","","","",""
"Arbeitslose","2014","Hauptschule","Schleswig-Holstein","","","",""
"Arbeitslose","2014","Hauptschule","Hamburg","","","",""
"Arbeitslose","2014","Hauptschule","Niedersachsen","70","0.0524708117636976","0.0371906965353155","0.0677509269920797"
"Arbeitslose","2014","Hauptschule","Bremen","","","",""
"Arbeitslose","2014","Hauptschule","Nordrhein-Westfalen","169","0.0831494862273425","0.0704364862638566","0.0958624861908284"
"Arbeitslose","2014","Hauptschule","Hessen","","","",""
"Arbeitslose","2014","Hauptschule","Rheinland-Pfalz,Saarland","39","0.0552990639267675","0.0366009325198966","0.0739971953336385"
"Arbeitslose","2014","Hauptschule","Baden-Württemberg","54","0.0280606411810799","0.0179307775287855","0.0381905048333744"
"Arbeitslose","2014","Hauptschule","Bayern","75","0.0349377872453367","0.0259795681645233","0.0438960063261502"
"Arbeitslose","2014","Hauptschule","Saarland","","","",""
"Arbeitslose","2014","Hauptschule","Berlin","","","",""
"Arbeitslose","2014","Hauptschule","Brandenburg","47","0.202450257257545","0.152236976958469","0.252663537556621"
"Arbeitslose","2014","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Arbeitslose","2014","Hauptschule","Sachsen","39","0.133413193643377","0.0961587117092633","0.17066767557749"
"Arbeitslose","2014","Hauptschule","Sachsen-Anhalt","53","0.189852994206429","0.141527258825275","0.238178729587582"
"Arbeitslose","2014","Hauptschule","Thüringen","","","",""
"Arbeitslose","2014","Realschule","Schleswig-Holstein","","","",""
"Arbeitslose","2014","Realschule","Hamburg","","","",""
"Arbeitslose","2014","Realschule","Niedersachsen","32","0.0272762976488932","0.0154844037342945","0.039068191563492"
"Arbeitslose","2014","Realschule","Bremen","","","",""
"Arbeitslose","2014","Realschule","Nordrhein-Westfalen","58","0.0364478482086189","0.0254282788889323","0.0474674175283056"
"Arbeitslose","2014","Realschule","Hessen","","","",""
"Arbeitslose","2014","Realschule","Rheinland-Pfalz,Saarland","","","",""
"Arbeitslose","2014","Realschule","Baden-Württemberg","","","",""
"Arbeitslose","2014","Realschule","Bayern","","","",""
"Arbeitslose","2014","Realschule","Saarland","","","",""
"Arbeitslose","2014","Realschule","Berlin","","","",""
"Arbeitslose","2014","Realschule","Brandenburg","44","0.146949796703622","0.109804214666057","0.184095378741186"
"Arbeitslose","2014","Realschule","Mecklenburg-Vorpommern","","","",""
"Arbeitslose","2014","Realschule","Sachsen","46","0.0670925451420236","0.0481345919154147","0.0860504983686324"
"Arbeitslose","2014","Realschule","Sachsen-Anhalt","41","0.100105223274717","0.0692718078690066","0.130938638680428"
"Arbeitslose","2014","Realschule","Thüringen","","","",""
"Arbeitslose","2014","(Fach-)Abitur","Schleswig-Holstein","","","",""
"Arbeitslose","2014","(Fach-)Abitur","Hamburg","","","",""
"Arbeitslose","2014","(Fach-)Abitur","Niedersachsen","","","",""
"Arbeitslose","2014","(Fach-)Abitur","Bremen","","","",""
"Arbeitslose","2014","(Fach-)Abitur","Nordrhein-Westfalen","50","0.045804072901789","0.0334998795882352","0.0581082662153428"
"Arbeitslose","2014","(Fach-)Abitur","Hessen","","","",""
"Arbeitslose","2014","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"Arbeitslose","2014","(Fach-)Abitur","Baden-Württemberg","","","",""
"Arbeitslose","2014","(Fach-)Abitur","Bayern","","","",""
"Arbeitslose","2014","(Fach-)Abitur","Saarland","","","",""
"Arbeitslose","2014","(Fach-)Abitur","Berlin","","","",""
"Arbeitslose","2014","(Fach-)Abitur","Brandenburg","","","",""
"Arbeitslose","2014","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Arbeitslose","2014","(Fach-)Abitur","Sachsen","","","",""
"Arbeitslose","2014","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Arbeitslose","2014","(Fach-)Abitur","Thüringen","","","",""
"Arbeitslose","2014","AkademikerIn","Schleswig-Holstein","","","",""
"Arbeitslose","2014","AkademikerIn","Hamburg","","","",""
"Arbeitslose","2014","AkademikerIn","Niedersachsen","","","",""
"Arbeitslose","2014","AkademikerIn","Bremen","","","",""
"Arbeitslose","2014","AkademikerIn","Nordrhein-Westfalen","30","0.0192617337326204","0.011345510012887","0.0271779574523539"
"Arbeitslose","2014","AkademikerIn","Hessen","","","",""
"Arbeitslose","2014","AkademikerIn","Rheinland-Pfalz,Saarland","","","",""
"Arbeitslose","2014","AkademikerIn","Baden-Württemberg","","","",""
"Arbeitslose","2014","AkademikerIn","Bayern","","","",""
"Arbeitslose","2014","AkademikerIn","Saarland","","","",""
"Arbeitslose","2014","AkademikerIn","Berlin","","","",""
"Arbeitslose","2014","AkademikerIn","Brandenburg","","","",""
"Arbeitslose","2014","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"Arbeitslose","2014","AkademikerIn","Sachsen","","","",""
"Arbeitslose","2014","AkademikerIn","Sachsen-Anhalt","","","",""
"Arbeitslose","2014","AkademikerIn","Thüringen","","","",""
"Sonstige Nichterwerbspersonen","2014","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"Sonstige Nichterwerbspersonen","2014","(noch) kein Abschluss","Hamburg","","","",""
"Sonstige Nichterwerbspersonen","2014","(noch) kein Abschluss","Niedersachsen","57","0.258542257472886","0.19272608825608","0.324358426689693"
"Sonstige Nichterwerbspersonen","2014","(noch) kein Abschluss","Bremen","","","",""
"Sonstige Nichterwerbspersonen","2014","(noch) kein Abschluss","Nordrhein-Westfalen","139","0.320004354875441","0.272473213965988","0.367535495784894"
"Sonstige Nichterwerbspersonen","2014","(noch) kein Abschluss","Hessen","51","0.300859977257121","0.221716062701603","0.380003891812639"
"Sonstige Nichterwerbspersonen","2014","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"Sonstige Nichterwerbspersonen","2014","(noch) kein Abschluss","Baden-Württemberg","73","0.368876615143304","0.294113773868618","0.443639456417991"
"Sonstige Nichterwerbspersonen","2014","(noch) kein Abschluss","Bayern","67","0.3178426539676","0.25425645711761","0.38142885081759"
"Sonstige Nichterwerbspersonen","2014","(noch) kein Abschluss","Saarland","","","",""
"Sonstige Nichterwerbspersonen","2014","(noch) kein Abschluss","Berlin","","","",""
"Sonstige Nichterwerbspersonen","2014","(noch) kein Abschluss","Brandenburg","","","",""
"Sonstige Nichterwerbspersonen","2014","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Sonstige Nichterwerbspersonen","2014","(noch) kein Abschluss","Sachsen","","","",""
"Sonstige Nichterwerbspersonen","2014","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Sonstige Nichterwerbspersonen","2014","(noch) kein Abschluss","Thüringen","","","",""
"Sonstige Nichterwerbspersonen","2014","Hauptschule","Schleswig-Holstein","33","0.0915453845244106","0.0591277632896565","0.123963005759165"
"Sonstige Nichterwerbspersonen","2014","Hauptschule","Hamburg","","","",""
"Sonstige Nichterwerbspersonen","2014","Hauptschule","Niedersachsen","58","0.0599911768604924","0.0437176721102529","0.0762646816107319"
"Sonstige Nichterwerbspersonen","2014","Hauptschule","Bremen","","","",""
"Sonstige Nichterwerbspersonen","2014","Hauptschule","Nordrhein-Westfalen","170","0.0631106343131118","0.051914594821458","0.0743066738047657"
"Sonstige Nichterwerbspersonen","2014","Hauptschule","Hessen","48","0.08602140877748","0.0612952927148907","0.110747524840069"
