"beruf","year","migback","n","percent","lower_confidence","upper_confidence"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2015","kein Migrationshintergrund","2814","0.137771858657617","0.132950390570463","0.142593326744772"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2015","direkter Migrationshintergrund","1918","0.290107568953639","0.278595941448648","0.30161919645863"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2015","indirekter Migrationshintergrund","347","0.194082515752517","0.175745683577943","0.21241934792709"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2015","kein Migrationshintergrund","5961","0.296854852896338","0.290463651403242","0.303246054389433"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2015","direkter Migrationshintergrund","1387","0.238936880866598","0.228119730698375","0.249754031034822"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2015","indirekter Migrationshintergrund","491","0.317898034452432","0.296307947739049","0.339488121165816"
"Selbstständige/ManagerInnen","2015","kein Migrationshintergrund","1386","0.066603991134954","0.0631160348103494","0.0700919474595587"
"Selbstständige/ManagerInnen","2015","direkter Migrationshintergrund","282","0.052111008600381","0.0464732768906945","0.0577487403100675"
"Selbstständige/ManagerInnen","2015","indirekter Migrationshintergrund","95","0.039170535930832","0.0301757935801347","0.0481652782815292"
"In Ausbildung","2015","kein Migrationshintergrund","1243","0.0562283898275685","0.0530058431305193","0.0594509365246177"
"In Ausbildung","2015","direkter Migrationshintergrund","313","0.0430837189616259","0.0379331585020252","0.0482342794212265"
"In Ausbildung","2015","indirekter Migrationshintergrund","386","0.221338918641371","0.202090771011429","0.240587066271314"
"In Rente oder Pension","2015","kein Migrationshintergrund","5071","0.309462127816909","0.302995387134394","0.315928868499423"
"In Rente oder Pension","2015","direkter Migrationshintergrund","519","0.175421124818654","0.165773554040651","0.185068695596656"
"In Rente oder Pension","2015","indirekter Migrationshintergrund","","","",""
"Arbeitslose","2015","kein Migrationshintergrund","880","0.0401216687447398","0.0373763958058348","0.0428669416836448"
"Arbeitslose","2015","direkter Migrationshintergrund","718","0.0947413742740996","0.0873126010436777","0.102170147504521"
"Arbeitslose","2015","indirekter Migrationshintergrund","134","0.0837861358849076","0.0709400646711222","0.0966322070986931"
"Sonstige Nichterwerbspersonen","2015","kein Migrationshintergrund","1358","0.0508315728634426","0.0477588290209644","0.0539043167059208"
"Sonstige Nichterwerbspersonen","2015","direkter Migrationshintergrund","807","0.0982210367272107","0.0906716228988854","0.105770450555536"
"Sonstige Nichterwerbspersonen","2015","indirekter Migrationshintergrund","278","0.105013673058884","0.0907996524912499","0.119227693626518"
"Beamte","2015","kein Migrationshintergrund","917","0.0421255380584314","0.0393154820956326","0.0449355940212303"
"Beamte","2015","direkter Migrationshintergrund","","","",""
"Beamte","2015","indirekter Migrationshintergrund","32","0.0206891272467063","0.0140895337143613","0.0272887207790514"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2016","kein Migrationshintergrund","2454","0.131078032408851","0.126184636066383","0.13597142875132"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2016","direkter Migrationshintergrund","1819","0.284920293270125","0.275839827110313","0.294000759429936"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2016","indirekter Migrationshintergrund","332","0.187127869222598","0.168422331007124","0.205833407438072"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2016","kein Migrationshintergrund","5798","0.312493114105598","0.305772425090314","0.319213803120882"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2016","direkter Migrationshintergrund","1245","0.227719591212236","0.219283195682241","0.236155986742231"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2016","indirekter Migrationshintergrund","470","0.299066389428116","0.277107412523382","0.321025366332851"
"Selbstständige/ManagerInnen","2016","kein Migrationshintergrund","1243","0.0628658537690243","0.0593464966513241","0.0663852108867245"
"Selbstständige/ManagerInnen","2016","direkter Migrationshintergrund","261","0.0586914516790292","0.0539629597362871","0.0634199436217713"
"Selbstständige/ManagerInnen","2016","indirekter Migrationshintergrund","75","0.0374428528502237","0.0283376928348228","0.0465480128656246"
"In Ausbildung","2016","kein Migrationshintergrund","1123","0.0595467746233855","0.0561155214044762","0.0629780278422947"
"In Ausbildung","2016","direkter Migrationshintergrund","550","0.0370220238274226","0.0332235644904182","0.040820483164427"
"In Ausbildung","2016","indirekter Migrationshintergrund","349","0.224470779237771","0.204459776768731","0.244481781706812"
"In Rente oder Pension","2016","kein Migrationshintergrund","4837","0.302125351238352","0.295467450086173","0.308783252390532"
"In Rente oder Pension","2016","direkter Migrationshintergrund","488","0.162420416248908","0.155000438939356","0.169840393558461"
"In Rente oder Pension","2016","indirekter Migrationshintergrund","","","",""
"Arbeitslose","2016","kein Migrationshintergrund","746","0.0398873087486837","0.0370498241013268","0.0427247933960406"
"Arbeitslose","2016","direkter Migrationshintergrund","554","0.0853013427888103","0.0796819915205359","0.0909206940570847"
"Arbeitslose","2016","indirekter Migrationshintergrund","136","0.0880538418102873","0.0744629295418528","0.101644754078722"
"Sonstige Nichterwerbspersonen","2016","kein Migrationshintergrund","1216","0.0478518718014686","0.0447568994617848","0.0509468441411525"
"Sonstige Nichterwerbspersonen","2016","direkter Migrationshintergrund","4551","0.13933832176576","0.132371723826346","0.146304919705175"
"Sonstige Nichterwerbspersonen","2016","indirekter Migrationshintergrund","245","0.11293140066727","0.0977512593038289","0.12811154203071"
"Beamte","2016","kein Migrationshintergrund","855","0.0441516933046363","0.0411730176390447","0.0471303689702279"
"Beamte","2016","direkter Migrationshintergrund","","","",""
"Beamte","2016","indirekter Migrationshintergrund","41","0.0336434782906564","0.0249956114989633","0.0422913450823496"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2017","kein Migrationshintergrund","2998","0.1401858983175","0.135446979491076","0.144924817143925"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2017","direkter Migrationshintergrund","1997","0.282815581117371","0.274161202704452","0.29146995953029"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2017","indirekter Migrationshintergrund","385","0.205575913443257","0.187019834106964","0.224131992779549"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2017","kein Migrationshintergrund","6757","0.311925298827245","0.305601647463046","0.318248950191443"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2017","direkter Migrationshintergrund","1210","0.215398375003855","0.207498602136823","0.223298147870887"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2017","indirekter Migrationshintergrund","510","0.304755641186468","0.283619849580704","0.325891432792232"
"Selbstständige/ManagerInnen","2017","kein Migrationshintergrund","1413","0.0638963125628544","0.0605580176602138","0.0672346074654951"
"Selbstständige/ManagerInnen","2017","direkter Migrationshintergrund","266","0.057637144304607","0.0531586801849941","0.0621156084242199"
"Selbstständige/ManagerInnen","2017","indirekter Migrationshintergrund","89","0.0450082214284477","0.035488600681688","0.0545278421752073"
"In Ausbildung","2017","kein Migrationshintergrund","1364","0.0579046234429078","0.0547165458680162","0.0610927010177995"
"In Ausbildung","2017","direkter Migrationshintergrund","635","0.0425823637970951","0.0387023400257323","0.046462387568458"
"In Ausbildung","2017","indirekter Migrationshintergrund","356","0.199931579472667","0.181567119263822","0.218296039681512"
"In Rente oder Pension","2017","kein Migrationshintergrund","5078","0.300314837544003","0.294057860661147","0.306571814426859"
"In Rente oder Pension","2017","direkter Migrationshintergrund","510","0.157415105027086","0.15041670395092","0.164413506103252"
"In Rente oder Pension","2017","indirekter Migrationshintergrund","38","0.0268596350492438","0.0194360839556791","0.0342831861428085"
"Arbeitslose","2017","kein Migrationshintergrund","763","0.0347196893615453","0.0322208435305803","0.0372185351925103"
"Arbeitslose","2017","direkter Migrationshintergrund","1590","0.104847084937224","0.0989600639095418","0.110734105964906"
"Arbeitslose","2017","indirekter Migrationshintergrund","129","0.0712193144915218","0.0594098722346362","0.0830287567484074"
"Sonstige Nichterwerbspersonen","2017","kein Migrationshintergrund","1257","0.0484232504570461","0.0454932094150777","0.0513532914990145"
"Sonstige Nichterwerbspersonen","2017","direkter Migrationshintergrund","4168","0.134875556098404","0.128311463370903","0.141439648825906"
"Sonstige Nichterwerbspersonen","2017","indirekter Migrationshintergrund","266","0.115882034737298","0.10118475133554","0.130579318139056"
"Beamte","2017","kein Migrationshintergrund","988","0.042630089486898","0.0398725430642855","0.0453876359095106"
"Beamte","2017","direkter Migrationshintergrund","","","",""
"Beamte","2017","indirekter Migrationshintergrund","49","0.0307676601910968","0.0228383558315965","0.0386969645505971"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2018","kein Migrationshintergrund","2803","0.13657163878085","0.131796737131351","0.14134654043035"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2018","direkter Migrationshintergrund","2097","0.278154412722938","0.268816716235342","0.287492109210534"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2018","indirekter Migrationshintergrund","389","0.214125382652299","0.195211542178134","0.233039223126464"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2018","kein Migrationshintergrund","6594","0.323380161684293","0.316875869148065","0.329884454220522"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2018","direkter Migrationshintergrund","1237","0.246623440777507","0.23764092783923","0.255605953715784"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2018","indirekter Migrationshintergrund","527","0.334315793938896","0.312564675741041","0.35606691213675"
"Selbstständige/ManagerInnen","2018","kein Migrationshintergrund","1282","0.0628680799724311","0.0594929812603438","0.0662431786845183"
"Selbstständige/ManagerInnen","2018","direkter Migrationshintergrund","237","0.0538860126122744","0.0491807444549042","0.0585912807696445"
"Selbstständige/ManagerInnen","2018","indirekter Migrationshintergrund","82","0.0375305224919513","0.0287674823137298","0.0462935626701728"
"In Ausbildung","2018","kein Migrationshintergrund","1282","0.0546050969487129","0.0514457724522924","0.0577644214451334"
"In Ausbildung","2018","direkter Migrationshintergrund","586","0.0373465829620708","0.033395328148707","0.0412978377754345"
"In Ausbildung","2018","indirekter Migrationshintergrund","363","0.195693200352407","0.177400924049438","0.213985476655375"
"In Rente oder Pension","2018","kein Migrationshintergrund","5035","0.301322154902062","0.294942090924641","0.307702218879482"
"In Rente oder Pension","2018","direkter Migrationshintergrund","518","0.165828837120094","0.158078292206921","0.173579382033268"
"In Rente oder Pension","2018","indirekter Migrationshintergrund","44","0.0258311078354893","0.0185170623038771","0.0331451533671015"
"Arbeitslose","2018","kein Migrationshintergrund","781","0.0340668554964747","0.0315444751506644","0.036589235842285"
"Arbeitslose","2018","direkter Migrationshintergrund","1874","0.0997240071483455","0.0934800154252988","0.105967998871392"
"Arbeitslose","2018","indirekter Migrationshintergrund","124","0.0686103137062492","0.056954853404711","0.0802657740077873"
"Sonstige Nichterwerbspersonen","2018","kein Migrationshintergrund","1174","0.0459014778355447","0.0429915584278827","0.0488113972432067"
"Sonstige Nichterwerbspersonen","2018","direkter Migrationshintergrund","2268","0.114947875739589","0.108301123006554","0.121594628472623"
"Sonstige Nichterwerbspersonen","2018","indirekter Migrationshintergrund","228","0.0927636564579247","0.0793879058117746","0.106139407104075"
"Beamte","2018","kein Migrationshintergrund","917","0.0412845343796313","0.0385181687671738","0.0440508999920888"
"Beamte","2018","direkter Migrationshintergrund","","","",""
"Beamte","2018","indirekter Migrationshintergrund","50","0.0311300225647841","0.0231226233382684","0.0391374217912998"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2019","kein Migrationshintergrund","2659","0.135588977145735","0.130905387377821","0.140272566913648"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2019","direkter Migrationshintergrund","1985","0.265362009456571","0.255676530727299","0.275047488185843"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2019","indirekter Migrationshintergrund","340","0.206000542140421","0.18715946435986","0.224841619920981"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2019","kein Migrationshintergrund","6292","0.325304508816518","0.318895284769676","0.33171373286336"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2019","direkter Migrationshintergrund","1123","0.260653859522999","0.251023976505283","0.270283742540715"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2019","indirekter Migrationshintergrund","531","0.333527990652139","0.311563630380705","0.355492350923573"
"Selbstständige/ManagerInnen","2019","kein Migrationshintergrund","2771","0.0697075405308398","0.0662237170779417","0.0731913639837378"
"Selbstständige/ManagerInnen","2019","direkter Migrationshintergrund","359","0.0574875676495212","0.052381394507012","0.0625937407920303"
"Selbstständige/ManagerInnen","2019","indirekter Migrationshintergrund","193","0.0480520838218807","0.0380883030226622","0.0580158646210992"
"In Ausbildung","2019","kein Migrationshintergrund","1169","0.0518059780069919","0.0487738673069425","0.0548380887070413"
"In Ausbildung","2019","direkter Migrationshintergrund","483","0.0317840924903794","0.0279359066154585","0.0356322783653004"
"In Ausbildung","2019","indirekter Migrationshintergrund","311","0.191598574763929","0.173263987823613","0.209933161704244"
"In Rente oder Pension","2019","kein Migrationshintergrund","4909","0.296264090136954","0.290017386940363","0.302510793333545"
"In Rente oder Pension","2019","direkter Migrationshintergrund","475","0.16838823130288","0.160179402331315","0.176597060274445"
"In Rente oder Pension","2019","indirekter Migrationshintergrund","50","0.0290950929242232","0.0212651304590233","0.0369250553894232"
"Arbeitslose","2019","kein Migrationshintergrund","652","0.0300535586410346","0.0277177979937057","0.0323893192883635"
"Arbeitslose","2019","direkter Migrationshintergrund","1664","0.099124419978448","0.092569192557922","0.105679647398974"
"Arbeitslose","2019","indirekter Migrationshintergrund","107","0.0699882556366561","0.0581027336701341","0.081873777603178"
"Sonstige Nichterwerbspersonen","2019","kein Migrationshintergrund","1197","0.0488626351426036","0.0459133512976675","0.0518119189875396"
"Sonstige Nichterwerbspersonen","2019","direkter Migrationshintergrund","1869","0.112442469593413","0.105512545610512","0.119372393576314"
"Sonstige Nichterwerbspersonen","2019","indirekter Migrationshintergrund","195","0.0918671775753506","0.0784111666515853","0.105323188499116"
"Beamte","2019","kein Migrationshintergrund","876","0.0424127115793238","0.03965566747287","0.0451697556857775"
"Beamte","2019","direkter Migrationshintergrund","","","",""
"Beamte","2019","indirekter Migrationshintergrund","43","0.0298702824854013","0.0219398654352839","0.0378006995355188"
