year,migback,pgisced97,plb0195_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2022,Direct migration background,Post-secondary Non-tertiary Level,Paid,0.09104,45,260,0.05601,0.12608
2022,Direct migration background,Post-secondary Non-tertiary Level,Not compensated,0.03791,35,260,0.01465,0.06117
2022,Direct migration background,Second Stage of Tertiary Education,Comp. time,0.24808,643,1261,0.22423,0.27193
2022,Direct migration background,Second Stage of Tertiary Education,Some of both,0.06702,202,1261,0.05322,0.08083
2022,Direct migration background,Second Stage of Tertiary Education,Paid,0.06198,150,1261,0.04866,0.07529
2022,Direct migration background,Second Stage of Tertiary Education,Not compensated,0.08579,266,1261,0.07033,0.10125
2022,Indirect migration background,Upper Secondary Level,Comp. time,0.21764,149,246,0.16597,0.26931
2022,Indirect migration background,Upper Secondary Level,Some of both,0.08926,62,246,0.05355,0.12496
2022,Indirect migration background,Upper Secondary Level,Paid,0.09709,35,246,0.06001,0.13416
2022,Indirect migration background,Post-secondary Non-tertiary Level,Comp. time,0.38817,48,48,0.24884,0.52749
2022,Indirect migration background,Second Stage of Tertiary Education,Comp. time,0.35138,134,225,0.28886,0.41389
2022,Indirect migration background,Second Stage of Tertiary Education,Some of both,0.10841,39,225,0.06770,0.14912
2022,Indirect migration background,Second Stage of Tertiary Education,Not compensated,0.11203,52,225,0.07073,0.15334
