year,pgisced97,sex,plb0195_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2018,Post-secondary Non-tertiary Level,female,Paid,0.08944,60,9574,0.08898,0.08991
2018,Post-secondary Non-tertiary Level,female,Not compensated,0.06791,46,9574,0.06750,0.06832
2018,First Stage of Tertiary Education,male,Comp. time,0.53029,214,9574,0.52943,0.53115
2018,First Stage of Tertiary Education,male,Some of both,0.23346,87,9574,0.23273,0.23419
2018,First Stage of Tertiary Education,male,Paid,0.07717,37,9574,0.07671,0.07763
2018,First Stage of Tertiary Education,male,Not compensated,0.15908,61,9574,0.15845,0.15971
2018,First Stage of Tertiary Education,female,Comp. time,0.83714,188,9574,0.83625,0.83803
2018,First Stage of Tertiary Education,female,Some of both,0.16286,40,9574,0.16197,0.16375
2018,Second Stage of Tertiary Education,male,Comp. time,0.45733,681,9574,0.45685,0.45782
2018,Second Stage of Tertiary Education,male,Some of both,0.17752,251,9574,0.17715,0.17790
2018,Second Stage of Tertiary Education,male,Paid,0.05882,83,9574,0.05859,0.05905
2018,Second Stage of Tertiary Education,male,Not compensated,0.30633,444,9574,0.30588,0.30678
2018,Second Stage of Tertiary Education,female,Comp. time,0.58333,854,9574,0.58281,0.58386
2018,Second Stage of Tertiary Education,female,Some of both,0.14917,213,9574,0.14880,0.14955
2018,Second Stage of Tertiary Education,female,Paid,0.05750,98,9574,0.05726,0.05775
2018,Second Stage of Tertiary Education,female,Not compensated,0.20999,296,9574,0.20956,0.21042
2020,Lower Secondary Level,male,Comp. time,0.41959,145,9602,0.41855,0.42063
2020,Lower Secondary Level,male,Some of both,0.35770,109,9602,0.35669,0.35871
2020,Lower Secondary Level,male,Paid,0.22271,85,9602,0.22184,0.22359
2020,Lower Secondary Level,female,Comp. time,0.54102,132,9602,0.53981,0.54223
2020,Lower Secondary Level,female,Some of both,0.25466,62,9602,0.25360,0.25572
2020,Lower Secondary Level,female,Paid,0.20432,59,9602,0.20334,0.20530
2020,Upper Secondary Level,male,Comp. time,0.46273,898,9602,0.46233,0.46312
2020,Upper Secondary Level,male,Some of both,0.31881,622,9602,0.31844,0.31918
2020,Upper Secondary Level,male,Paid,0.14483,283,9602,0.14455,0.14511
2020,Upper Secondary Level,male,Not compensated,0.07363,161,9602,0.07342,0.07384
2020,Upper Secondary Level,female,Comp. time,0.60870,1249,9602,0.60830,0.60910
2020,Upper Secondary Level,female,Some of both,0.23976,493,9602,0.23941,0.24011
2020,Upper Secondary Level,female,Paid,0.09729,227,9602,0.09705,0.09754
2020,Upper Secondary Level,female,Not compensated,0.05424,118,9602,0.05406,0.05443
2020,Post-secondary Non-tertiary Level,male,Comp. time,0.58041,226,9602,0.57956,0.58126
2020,Post-secondary Non-tertiary Level,male,Some of both,0.26843,113,9602,0.26766,0.26919
2020,Post-secondary Non-tertiary Level,male,Paid,0.05972,40,9602,0.05931,0.06013
2020,Post-secondary Non-tertiary Level,male,Not compensated,0.09145,74,9602,0.09095,0.09194
2020,Post-secondary Non-tertiary Level,female,Comp. time,0.69835,450,9602,0.69765,0.69905
2020,Post-secondary Non-tertiary Level,female,Some of both,0.19639,135,9602,0.19578,0.19700
2020,Post-secondary Non-tertiary Level,female,Paid,0.05969,59,9602,0.05933,0.06005
2020,Post-secondary Non-tertiary Level,female,Not compensated,0.04557,44,9602,0.04525,0.04589
2020,First Stage of Tertiary Education,male,Comp. time,0.54932,201,9602,0.54848,0.55016
2020,First Stage of Tertiary Education,male,Some of both,0.17222,73,9602,0.17159,0.17286
2020,First Stage of Tertiary Education,male,Paid,0.11331,33,9602,0.11277,0.11384
2020,First Stage of Tertiary Education,male,Not compensated,0.16515,64,9602,0.16453,0.16578
2020,First Stage of Tertiary Education,female,Comp. time,0.81889,196,9602,0.81799,0.81979
2020,First Stage of Tertiary Education,female,Some of both,0.18111,38,9602,0.18021,0.18201
2020,Second Stage of Tertiary Education,male,Comp. time,0.49540,734,9602,0.49493,0.49588
2020,Second Stage of Tertiary Education,male,Some of both,0.19192,268,9602,0.19155,0.19230
2020,Second Stage of Tertiary Education,male,Paid,0.05425,119,9602,0.05404,0.05447
2020,Second Stage of Tertiary Education,male,Not compensated,0.25842,453,9602,0.25801,0.25884
2020,Second Stage of Tertiary Education,female,Comp. time,0.64018,965,9602,0.63970,0.64066
2020,Second Stage of Tertiary Education,female,Some of both,0.12552,238,9602,0.12519,0.12585
2020,Second Stage of Tertiary Education,female,Paid,0.06367,122,9602,0.06342,0.06391
2020,Second Stage of Tertiary Education,female,Not compensated,0.17064,314,9602,0.17026,0.17102
