"pglfs","year","bula_h","migback","n","percent","lower_confidence","upper_confidence"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2013","Saarland","direkter Migrationshintergrund","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2013","Saarland","indirekter Migrationshintergrund","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2013","Berlin","kein Migrationshintergrund","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2013","Berlin","direkter Migrationshintergrund","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2013","Berlin","indirekter Migrationshintergrund","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2013","Brandenburg","kein Migrationshintergrund","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2013","Brandenburg","direkter Migrationshintergrund","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2013","Brandenburg","indirekter Migrationshintergrund","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2013","Mecklenburg-Vorpommern","kein Migrationshintergrund","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2013","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2013","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2013","Sachsen","kein Migrationshintergrund","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2013","Sachsen","direkter Migrationshintergrund","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2013","Sachsen","indirekter Migrationshintergrund","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2013","Sachsen-Anhalt","kein Migrationshintergrund","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2013","Sachsen-Anhalt","direkter Migrationshintergrund","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2013","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2013","Thueringen","kein Migrationshintergrund","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2013","Thueringen","direkter Migrationshintergrund","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2013","Thueringen","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2013","Schleswig-Holstein","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2013","Schleswig-Holstein","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2013","Schleswig-Holstein","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2013","Hamburg","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2013","Hamburg","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2013","Hamburg","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2013","Niedersachsen","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2013","Niedersachsen","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2013","Niedersachsen","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2013","Bremen","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2013","Bremen","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2013","Bremen","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2013","Nordrhein-Westfalen","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2013","Nordrhein-Westfalen","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2013","Nordrhein-Westfalen","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2013","Hessen","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2013","Hessen","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2013","Hessen","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2013","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2013","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2013","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2013","Baden-Wuerttemberg","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2013","Baden-Wuerttemberg","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2013","Baden-Wuerttemberg","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2013","Bayern","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2013","Bayern","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2013","Bayern","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2013","Saarland","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2013","Saarland","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2013","Saarland","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2013","Berlin","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2013","Berlin","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2013","Berlin","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2013","Brandenburg","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2013","Brandenburg","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2013","Brandenburg","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2013","Mecklenburg-Vorpommern","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2013","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2013","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2013","Sachsen","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2013","Sachsen","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2013","Sachsen","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2013","Sachsen-Anhalt","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2013","Sachsen-Anhalt","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2013","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2013","Thueringen","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2013","Thueringen","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2013","Thueringen","indirekter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2013","Schleswig-Holstein","kein Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2013","Schleswig-Holstein","direkter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2013","Schleswig-Holstein","indirekter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2013","Hamburg","kein Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2013","Hamburg","direkter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2013","Hamburg","indirekter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2013","Niedersachsen","kein Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2013","Niedersachsen","direkter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2013","Niedersachsen","indirekter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2013","Bremen","kein Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2013","Bremen","direkter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2013","Bremen","indirekter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2013","Nordrhein-Westfalen","kein Migrationshintergrund","41","0.00855704398218665","0.00576511893361695","0.0113489690307564"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2013","Nordrhein-Westfalen","direkter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2013","Nordrhein-Westfalen","indirekter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2013","Hessen","kein Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2013","Hessen","direkter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2013","Hessen","indirekter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2013","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2013","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2013","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2013","Baden-Wuerttemberg","kein Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2013","Baden-Wuerttemberg","direkter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2013","Baden-Wuerttemberg","indirekter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2013","Bayern","kein Migrationshintergrund","45","0.0164763529479831","0.0122988238579672","0.020653882037999"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2013","Bayern","direkter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2013","Bayern","indirekter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2013","Saarland","kein Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2013","Saarland","direkter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2013","Saarland","indirekter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2013","Berlin","kein Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2013","Berlin","direkter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2013","Berlin","indirekter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2013","Brandenburg","kein Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2013","Brandenburg","direkter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2013","Brandenburg","indirekter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2013","Mecklenburg-Vorpommern","kein Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2013","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2013","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2013","Sachsen","kein Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2013","Sachsen","direkter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2013","Sachsen","indirekter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2013","Sachsen-Anhalt","kein Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2013","Sachsen-Anhalt","direkter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2013","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2013","Thueringen","kein Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2013","Thueringen","direkter Migrationshintergrund","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2013","Thueringen","indirekter Migrationshintergrund","","","",""
"Erwerbstätig","2013","Schleswig-Holstein","kein Migrationshintergrund","486","0.526308085342495","0.492195378635779","0.560420792049211"
"Erwerbstätig","2013","Schleswig-Holstein","direkter Migrationshintergrund","109","0.454996166879064","0.388121453039991","0.521870880718136"
"Erwerbstätig","2013","Schleswig-Holstein","indirekter Migrationshintergrund","36","0.628446488813473","0.508165474105863","0.748727503521083"
"Erwerbstätig","2013","Hamburg","kein Migrationshintergrund","206","0.506273006333662","0.454191650445373","0.558354362221951"
"Erwerbstätig","2013","Hamburg","direkter Migrationshintergrund","110","0.603309954910769","0.529334210027708","0.67728569979383"
"Erwerbstätig","2013","Hamburg","indirekter Migrationshintergrund","34","0.686788981133303","0.561924093203161","0.811653869063446"
"Erwerbstätig","2013","Niedersachsen","kein Migrationshintergrund","1301","0.544073102824357","0.523493685835782","0.564652519812933"
"Erwerbstätig","2013","Niedersachsen","direkter Migrationshintergrund","366","0.613518384154528","0.573991550665298","0.653045217643758"
"Erwerbstätig","2013","Niedersachsen","indirekter Migrationshintergrund","80","0.538535779790591","0.457113521601024","0.619958037980159"
"Erwerbstätig","2013","Bremen","kein Migrationshintergrund","87","0.403047472144152","0.325324325603304","0.480770618685"
"Erwerbstätig","2013","Bremen","direkter Migrationshintergrund","40","0.576343346669273","0.465249769148152","0.687436924190393"
"Erwerbstätig","2013","Bremen","indirekter Migrationshintergrund","","","",""
"Erwerbstätig","2013","Nordrhein-Westfalen","kein Migrationshintergrund","2488","0.559901785205236","0.544855172698117","0.574948397712354"
"Erwerbstätig","2013","Nordrhein-Westfalen","direkter Migrationshintergrund","1028","0.56866520542878","0.545108485280862","0.592221925576698"
"Erwerbstätig","2013","Nordrhein-Westfalen","indirekter Migrationshintergrund","398","0.605472528271459","0.568381316649466","0.642563739893451"
"Erwerbstätig","2013","Hessen","kein Migrationshintergrund","895","0.587246635616104","0.561773774946711","0.612719496285498"
"Erwerbstätig","2013","Hessen","direkter Migrationshintergrund","385","0.60392131423209","0.564949437647078","0.642893190817102"
"Erwerbstätig","2013","Hessen","indirekter Migrationshintergrund","135","0.602999864700543","0.537137988949709","0.668861740451376"
"Erwerbstätig","2013","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","635","0.554208698145626","0.524495710463672","0.583921685827581"
"Erwerbstätig","2013","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","237","0.601460180789843","0.550458350712732","0.652462010866953"
"Erwerbstätig","2013","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","72","0.678387194579966","0.589883441218287","0.766890947941645"
"Erwerbstätig","2013","Baden-Wuerttemberg","kein Migrationshintergrund","1569","0.568229736243426","0.548719563533332","0.587739908953519"
"Erwerbstätig","2013","Baden-Wuerttemberg","direkter Migrationshintergrund","648","0.633325395262089","0.603077187256719","0.663573603267458"
"Erwerbstätig","2013","Baden-Wuerttemberg","indirekter Migrationshintergrund","272","0.687829113301186","0.642921196126257","0.732737030476115"
"Erwerbstätig","2013","Bayern","kein Migrationshintergrund","2228","0.569721411167491","0.553473307743081","0.585969514591901"
"Erwerbstätig","2013","Bayern","direkter Migrationshintergrund","712","0.619025391989917","0.589914099633998","0.648136684345836"
"Erwerbstätig","2013","Bayern","indirekter Migrationshintergrund","253","0.725472065689132","0.680060679958813","0.770883451419451"
"Erwerbstätig","2013","Saarland","kein Migrationshintergrund","96","0.550691723798317","0.476353812987279","0.625029634609354"
"Erwerbstätig","2013","Saarland","direkter Migrationshintergrund","54","0.601063001766344","0.496345179073504","0.705780824459184"
"Erwerbstätig","2013","Saarland","indirekter Migrationshintergrund","","","",""
"Erwerbstätig","2013","Berlin","kein Migrationshintergrund","521","0.54940205676724","0.516967824774341","0.581836288760138"
"Erwerbstätig","2013","Berlin","direkter Migrationshintergrund","112","0.549567345720362","0.482275283590312","0.616859407850413"
"Erwerbstätig","2013","Berlin","indirekter Migrationshintergrund","46","0.549765227021854","0.440743954243345","0.658786499800364"
"Erwerbstätig","2013","Brandenburg","kein Migrationshintergrund","536","0.522797878094572","0.491948142446253","0.553647613742891"
"Erwerbstätig","2013","Brandenburg","direkter Migrationshintergrund","60","0.458500620061831","0.373498438698587","0.543502801425075"
"Erwerbstätig","2013","Brandenburg","indirekter Migrationshintergrund","","","",""
"Erwerbstätig","2013","Mecklenburg-Vorpommern","kein Migrationshintergrund","323","0.545866626664773","0.505451048642931","0.586282204686614"
"Erwerbstätig","2013","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","",""
"Erwerbstätig","2013","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"Erwerbstätig","2013","Sachsen","kein Migrationshintergrund","1029","0.592005683753265","0.568629735202596","0.615381632303934"
"Erwerbstätig","2013","Sachsen","direkter Migrationshintergrund","48","0.302988077685152","0.207513892432646","0.398462262937659"
"Erwerbstätig","2013","Sachsen","indirekter Migrationshintergrund","","","",""
"Erwerbstätig","2013","Sachsen-Anhalt","kein Migrationshintergrund","544","0.520733261617142","0.48927878184632","0.552187741387964"
"Erwerbstätig","2013","Sachsen-Anhalt","direkter Migrationshintergrund","42","0.432651850249459","0.334056524095711","0.531247176403207"
"Erwerbstätig","2013","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"Erwerbstätig","2013","Thueringen","kein Migrationshintergrund","585","0.564440709372791","0.533770690725939","0.595110728019643"
"Erwerbstätig","2013","Thueringen","direkter Migrationshintergrund","30","0.57704173286231","0.441455568910456","0.712627896814164"
"Erwerbstätig","2013","Thueringen","indirekter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2013","Schleswig-Holstein","kein Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2013","Schleswig-Holstein","direkter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2013","Schleswig-Holstein","indirekter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2013","Hamburg","kein Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2013","Hamburg","direkter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2013","Hamburg","indirekter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2013","Niedersachsen","kein Migrationshintergrund","39","0.0159417028437272","0.0107664139191718","0.0211169917682825"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2013","Niedersachsen","direkter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2013","Niedersachsen","indirekter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2013","Bremen","kein Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2013","Bremen","direkter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2013","Bremen","indirekter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2013","Nordrhein-Westfalen","kein Migrationshintergrund","44","0.010333911498284","0.0072685286663943","0.0133992943301738"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2013","Nordrhein-Westfalen","direkter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2013","Nordrhein-Westfalen","indirekter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2013","Hessen","kein Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2013","Hessen","direkter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2013","Hessen","indirekter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2013","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2013","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2013","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2013","Baden-Wuerttemberg","kein Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2013","Baden-Wuerttemberg","direkter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2013","Baden-Wuerttemberg","indirekter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2013","Bayern","kein Migrationshintergrund","49","0.0146522150422378","0.0107090681982144","0.0185953618862613"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2013","Bayern","direkter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2013","Bayern","indirekter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2013","Saarland","kein Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2013","Saarland","direkter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2013","Saarland","indirekter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2013","Berlin","kein Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2013","Berlin","direkter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2013","Berlin","indirekter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2013","Brandenburg","kein Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2013","Brandenburg","direkter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2013","Brandenburg","indirekter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2013","Mecklenburg-Vorpommern","kein Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2013","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2013","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2013","Sachsen","kein Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2013","Sachsen","direkter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2013","Sachsen","indirekter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2013","Sachsen-Anhalt","kein Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2013","Sachsen-Anhalt","direkter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2013","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2013","Thueringen","kein Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2013","Thueringen","direkter Migrationshintergrund","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2013","Thueringen","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2013","Schleswig-Holstein","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2013","Schleswig-Holstein","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2013","Schleswig-Holstein","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2013","Hamburg","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2013","Hamburg","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2013","Hamburg","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2013","Niedersachsen","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2013","Niedersachsen","direkter Migrationshintergrund","","","",""
