"pglfs","year","sampreg","sex","n","percent","lower_confidence","upper_confidence"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2010","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2010","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2010","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2010","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2010","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","2011","Westdeutschland, alte Bundeslaender","maennlich","489","0.0536986553687675","0.0493338252107607","0.0580634855267742"
"Nicht erwerbstätig (NE): keine weitere Angabe","2011","Westdeutschland, alte Bundeslaender","weiblich","1615","0.114563301345207","0.108947968359676","0.120178634330738"
"Nicht erwerbstätig (NE): keine weitere Angabe","2011","Ostdeutschland, neue Bundeslaender","maennlich","151","0.0521874053120378","0.0441426256170481","0.0602321850070275"
"Nicht erwerbstätig (NE): keine weitere Angabe","2011","Ostdeutschland, neue Bundeslaender","weiblich","253","0.0744824054034477","0.0657554062828598","0.0832094045240357"
"NE: 65 Jahre und älter","2011","Westdeutschland, alte Bundeslaender","maennlich","1679","0.190673333114553","0.183066956590473","0.198279709638632"
"NE: 65 Jahre und älter","2011","Westdeutschland, alte Bundeslaender","weiblich","1904","0.245225375073983","0.237640204617894","0.252810545530072"
"NE: 65 Jahre und älter","2011","Ostdeutschland, neue Bundeslaender","maennlich","574","0.20229998431957","0.187769242369651","0.21683072626949"
"NE: 65 Jahre und älter","2011","Ostdeutschland, neue Bundeslaender","weiblich","668","0.276545364345591","0.261677979306641","0.291412749384541"
"NE: derzeit in Ausbildung","2011","Westdeutschland, alte Bundeslaender","maennlich","458","0.0370014748874531","0.0333464255470141","0.0406565242278921"
"NE: derzeit in Ausbildung","2011","Westdeutschland, alte Bundeslaender","weiblich","503","0.0347433695445341","0.031514642286458","0.0379720968026101"
"NE: derzeit in Ausbildung","2011","Ostdeutschland, neue Bundeslaender","maennlich","115","0.0362794737632524","0.0295159018900144","0.0430430456364905"
"NE: derzeit in Ausbildung","2011","Ostdeutschland, neue Bundeslaender","weiblich","111","0.0297752584355518","0.0241257626609518","0.0354247542101519"
"NE: Mutterschutz/Elternzeit (seit 1991)","2011","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","2011","Westdeutschland, alte Bundeslaender","weiblich","669","0.0220451304287514","0.0194563826535103","0.0246338782039924"
"NE: Mutterschutz/Elternzeit (seit 1991)","2011","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","2011","Ostdeutschland, neue Bundeslaender","weiblich","176","0.0189942105806037","0.0144569663703396","0.0235314547908679"
"NE: im Militär-/Zivildienst","2011","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"NE: im Militär-/Zivildienst","2011","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"NE: im Militär-/Zivildienst","2011","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"NE: im Militär-/Zivildienst","2011","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"NE: arbeitslos registriert","2011","Westdeutschland, alte Bundeslaender","maennlich","387","0.0369278567890569","0.0332763057337031","0.0405794078444107"
"NE: arbeitslos registriert","2011","Westdeutschland, alte Bundeslaender","weiblich","495","0.0293153571659136","0.0263412222206821","0.0322894921111451"
"NE: arbeitslos registriert","2011","Ostdeutschland, neue Bundeslaender","maennlich","225","0.0724117567989692","0.0630371680428936","0.0817863455550448"
"NE: arbeitslos registriert","2011","Ostdeutschland, neue Bundeslaender","weiblich","311","0.0665956933610323","0.0583085716300148","0.0748828150920497"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2011","Westdeutschland, alte Bundeslaender","maennlich","156","0.0158760213834783","0.0134557355448613","0.0182963072220954"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2011","Westdeutschland, alte Bundeslaender","weiblich","160","0.0119734399227359","0.0100557968541107","0.0138910829913611"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2011","Ostdeutschland, neue Bundeslaender","maennlich","30","0.0149071466010926","0.0105237990092116","0.0192904941929736"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2011","Ostdeutschland, neue Bundeslaender","weiblich","43","0.0118184347184611","0.00822637043749284","0.0154104989994294"
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2011","Westdeutschland, alte Bundeslaender","maennlich","90","0.0119351460887553","0.0098324451403542","0.0140378470371564"
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2011","Westdeutschland, alte Bundeslaender","weiblich","88","0.00753341777684892","0.00600891588363333","0.00905791967006452"
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2011","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2011","Ostdeutschland, neue Bundeslaender","weiblich","32","0.00789561569900499","0.00495378665692572","0.0108374447410843"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2011","Westdeutschland, alte Bundeslaender","maennlich","134","0.0150915492242897","0.0127308766231962","0.0174522218253833"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2011","Westdeutschland, alte Bundeslaender","weiblich","177","0.0173672946741463","0.0150640732609913","0.0196705160873014"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2011","Ostdeutschland, neue Bundeslaender","maennlich","34","0.0151213317805335","0.0107070865937192","0.0195355769673478"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2011","Ostdeutschland, neue Bundeslaender","weiblich","36","0.0105916221968324","0.0071889917956808","0.013994252597984"
"Erwerbstätig","2011","Westdeutschland, alte Bundeslaender","maennlich","6742","0.629825232904095","0.620475819808497","0.639174645999694"
"Erwerbstätig","2011","Westdeutschland, alte Bundeslaender","weiblich","6596","0.505491053595671","0.496676145089388","0.514305962101954"
"Erwerbstätig","2011","Ostdeutschland, neue Bundeslaender","maennlich","1761","0.593853417758462","0.576088995121325","0.6116178403956"
"Erwerbstätig","2011","Ostdeutschland, neue Bundeslaender","weiblich","1810","0.493130528699743","0.476512681637253","0.509748375762234"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2011","Westdeutschland, alte Bundeslaender","maennlich","89","0.00836571428489488","0.00660212197559088","0.0101293065941989"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2011","Westdeutschland, alte Bundeslaender","weiblich","147","0.0114512572947474","0.00957540073626677","0.013327113853228"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2011","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2011","Ostdeutschland, neue Bundeslaender","weiblich","36","0.0100000024601996","0.00669278009776886","0.0133072248226304"
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2011","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2011","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2011","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2011","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","2012","Westdeutschland, alte Bundeslaender","maennlich","473","0.0551060867610581","0.0506303414234686","0.0595818320986477"
"Nicht erwerbstätig (NE): keine weitere Angabe","2012","Westdeutschland, alte Bundeslaender","weiblich","1487","0.109538013335271","0.103952686011091","0.115123340659451"
"Nicht erwerbstätig (NE): keine weitere Angabe","2012","Ostdeutschland, neue Bundeslaender","maennlich","167","0.0612274698462445","0.0524653943020663","0.0699895453904228"
"Nicht erwerbstätig (NE): keine weitere Angabe","2012","Ostdeutschland, neue Bundeslaender","weiblich","259","0.0789625182339666","0.0699030550898299","0.0880219813781032"
"NE: 65 Jahre und älter","2012","Westdeutschland, alte Bundeslaender","maennlich","1687","0.190457800478077","0.182755983662641","0.198159617293513"
"NE: 65 Jahre und älter","2012","Westdeutschland, alte Bundeslaender","weiblich","1899","0.24091221721535","0.233264463024262","0.248559971406439"
"NE: 65 Jahre und älter","2012","Ostdeutschland, neue Bundeslaender","maennlich","577","0.202036203613966","0.187361820823812","0.21671058640412"
"NE: 65 Jahre und älter","2012","Ostdeutschland, neue Bundeslaender","weiblich","672","0.279100222240179","0.264031693447541","0.294168751032818"
"NE: derzeit in Ausbildung","2012","Westdeutschland, alte Bundeslaender","maennlich","444","0.0381516619837727","0.0343942909178864","0.0419090330496589"
"NE: derzeit in Ausbildung","2012","Westdeutschland, alte Bundeslaender","weiblich","518","0.0371415746157233","0.0337596036030431","0.0405235456284036"
"NE: derzeit in Ausbildung","2012","Ostdeutschland, neue Bundeslaender","maennlich","103","0.0299709271765482","0.0237393767355565","0.0362024776175398"
"NE: derzeit in Ausbildung","2012","Ostdeutschland, neue Bundeslaender","weiblich","117","0.0265428488081743","0.0211429514860589","0.0319427461302897"
"NE: Mutterschutz/Elternzeit (seit 1991)","2012","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","2012","Westdeutschland, alte Bundeslaender","weiblich","489","0.0207207137314458","0.0181732139987748","0.0232682134641167"
"NE: Mutterschutz/Elternzeit (seit 1991)","2012","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","2012","Ostdeutschland, neue Bundeslaender","weiblich","128","0.0220270972883633","0.0170965473579569","0.0269576472187697"
"NE: im Militär-/Zivildienst","2012","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"NE: im Militär-/Zivildienst","2012","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"NE: im Militär-/Zivildienst","2012","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"NE: im Militär-/Zivildienst","2012","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"NE: arbeitslos registriert","2012","Westdeutschland, alte Bundeslaender","maennlich","384","0.0399153392674891","0.0360756265304537","0.0437550520045245"
"NE: arbeitslos registriert","2012","Westdeutschland, alte Bundeslaender","weiblich","487","0.0323250745740833","0.0291621195307856","0.0354880296173811"
"NE: arbeitslos registriert","2012","Ostdeutschland, neue Bundeslaender","maennlich","205","0.0759759462907455","0.0662924242029579","0.085659468378533"
"NE: arbeitslos registriert","2012","Ostdeutschland, neue Bundeslaender","weiblich","297","0.072407330204652","0.0637012385172428","0.0811134218920612"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2012","Westdeutschland, alte Bundeslaender","maennlich","168","0.0162115207054307","0.0137344591427494","0.018688582268112"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2012","Westdeutschland, alte Bundeslaender","weiblich","156","0.0115076422160071","0.0096002573126014","0.0134150271194127"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2012","Ostdeutschland, neue Bundeslaender","maennlich","34","0.0119229353725374","0.0079561321774278","0.015889738567647"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2012","Ostdeutschland, neue Bundeslaender","weiblich","37","0.0122480136307157","0.00855305056441021","0.0159429766970211"
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2012","Westdeutschland, alte Bundeslaender","maennlich","63","0.0053590167927929","0.00392699446202725","0.00679103912355855"
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2012","Westdeutschland, alte Bundeslaender","weiblich","94","0.00890697895502631","0.00722670177352708","0.0105872561365256"
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2012","Ostdeutschland, neue Bundeslaender","maennlich","31","0.0152922693123956","0.0108074671192987","0.0197770715054924"
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2012","Ostdeutschland, neue Bundeslaender","weiblich","35","0.00883136130308325","0.00568838636663535","0.0119743362395312"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2012","Westdeutschland, alte Bundeslaender","maennlich","91","0.0115756801765444","0.0094776147496732","0.0136737456034156"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2012","Westdeutschland, alte Bundeslaender","weiblich","126","0.0106774771528603","0.00883940827733582","0.0125155460283848"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2012","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2012","Ostdeutschland, neue Bundeslaender","weiblich","32","0.00842296677264617","0.00535289104119645","0.0114930425040959"
"Erwerbstätig","2012","Westdeutschland, alte Bundeslaender","maennlich","6557","0.632186222132318","0.622727976982099","0.641644467282538"
"Erwerbstätig","2012","Westdeutschland, alte Bundeslaender","weiblich","6614","0.517780400855163","0.508844183160061","0.526716618550264"
"Erwerbstätig","2012","Ostdeutschland, neue Bundeslaender","maennlich","1712","0.590534976681235","0.572563454306647","0.608506499055822"
"Erwerbstätig","2012","Ostdeutschland, neue Bundeslaender","weiblich","1799","0.484223286305271","0.467434974908917","0.501011597701625"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2012","Westdeutschland, alte Bundeslaender","maennlich","97","0.00948130798840366","0.00758049442907954","0.0113821215477278"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2012","Westdeutschland, alte Bundeslaender","weiblich","136","0.0100733648881896","0.00828750536019577","0.0118592244161833"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2012","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2012","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2012","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2012","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2012","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2012","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","2013","Westdeutschland, alte Bundeslaender","maennlich","560","0.0513835708797583","0.0473421185144314","0.0554250232450852"
"Nicht erwerbstätig (NE): keine weitere Angabe","2013","Westdeutschland, alte Bundeslaender","weiblich","1677","0.104835377894861","0.0996894866264319","0.10998126916329"
"Nicht erwerbstätig (NE): keine weitere Angabe","2013","Ostdeutschland, neue Bundeslaender","maennlich","162","0.060597184650498","0.0518331010872399","0.0693612682137561"
"Nicht erwerbstätig (NE): keine weitere Angabe","2013","Ostdeutschland, neue Bundeslaender","weiblich","271","0.0804288830918636","0.0712781720611891","0.0895795941225381"
"NE: 65 Jahre und älter","2013","Westdeutschland, alte Bundeslaender","maennlich","1644","0.192258016978337","0.185044308962314","0.199471724994359"
"NE: 65 Jahre und älter","2013","Westdeutschland, alte Bundeslaender","weiblich","1841","0.242979153370844","0.235774822592873","0.250183484148814"
"NE: 65 Jahre und älter","2013","Ostdeutschland, neue Bundeslaender","maennlich","553","0.202859603324405","0.188088274957578","0.217630931691232"
"NE: 65 Jahre und älter","2013","Ostdeutschland, neue Bundeslaender","weiblich","644","0.269412945763673","0.254484954314352","0.284340937212993"
"NE: derzeit in Ausbildung","2013","Westdeutschland, alte Bundeslaender","maennlich","551","0.042916830658924","0.0392068754773681","0.0466267858404798"
"NE: derzeit in Ausbildung","2013","Westdeutschland, alte Bundeslaender","weiblich","616","0.0361661559787339","0.0330299290506871","0.0393023829067807"
"NE: derzeit in Ausbildung","2013","Ostdeutschland, neue Bundeslaender","maennlich","105","0.0311708272107021","0.0247874262434564","0.0375542281779478"
"NE: derzeit in Ausbildung","2013","Ostdeutschland, neue Bundeslaender","weiblich","125","0.030598853325856","0.0248037591017635","0.0363939475499485"
"NE: Mutterschutz/Elternzeit (seit 1991)","2013","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","2013","Westdeutschland, alte Bundeslaender","weiblich","542","0.0248723773612445","0.0222563360585969","0.0274884186638921"
"NE: Mutterschutz/Elternzeit (seit 1991)","2013","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","2013","Ostdeutschland, neue Bundeslaender","weiblich","104","0.0161642226396068","0.0119210091910432","0.0204074360881704"
"NE: im Militär-/Zivildienst","2013","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"NE: im Militär-/Zivildienst","2013","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"NE: im Militär-/Zivildienst","2013","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"NE: im Militär-/Zivildienst","2013","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"NE: arbeitslos registriert","2013","Westdeutschland, alte Bundeslaender","maennlich","623","0.0461367423570013","0.042296607061533","0.0499768776524696"
"NE: arbeitslos registriert","2013","Westdeutschland, alte Bundeslaender","weiblich","690","0.0334483583190294","0.0304280230585653","0.0364686935794934"
"NE: arbeitslos registriert","2013","Ostdeutschland, neue Bundeslaender","maennlich","198","0.0686838703311358","0.0593935583250059","0.0779741823372657"
"NE: arbeitslos registriert","2013","Ostdeutschland, neue Bundeslaender","weiblich","296","0.0603635744310608","0.0523500501428589","0.0683770987192626"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2013","Westdeutschland, alte Bundeslaender","maennlich","133","0.0132017655174691","0.0111124203563759","0.0152911106785623"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2013","Westdeutschland, alte Bundeslaender","weiblich","137","0.0106314637486747","0.00890867987970955","0.0123542476176398"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2013","Ostdeutschland, neue Bundeslaender","maennlich","36","0.0124277068417831","0.00835827006115279","0.0164971436224134"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2013","Ostdeutschland, neue Bundeslaender","weiblich","36","0.0105128387598202","0.00708104449028066","0.0139446330293598"
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2013","Westdeutschland, alte Bundeslaender","maennlich","53","0.00425530439750363","0.0030637350595323","0.00544687373547495"
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2013","Westdeutschland, alte Bundeslaender","weiblich","75","0.00501795762128909","0.00383102426820999","0.0062048909743682"
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2013","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2013","Ostdeutschland, neue Bundeslaender","weiblich","32","0.00873135034277299","0.00560100282278652","0.0118616978627595"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2013","Westdeutschland, alte Bundeslaender","maennlich","94","0.011886806572976","0.00990292406039603","0.013870689085556"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2013","Westdeutschland, alte Bundeslaender","weiblich","122","0.00965565087944503","0.00801302330456435","0.0112982784543257"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2013","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2013","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Erwerbstätig","2013","Westdeutschland, alte Bundeslaender","maennlich","7656","0.623066050747266","0.614194905829874","0.631937195664658"
"Erwerbstätig","2013","Westdeutschland, alte Bundeslaender","weiblich","7716","0.518556334555257","0.510163166321401","0.526949502789112"
"Erwerbstätig","2013","Ostdeutschland, neue Bundeslaender","maennlich","1730","0.599544168524747","0.581545422028687","0.617542915020806"
"Erwerbstätig","2013","Ostdeutschland, neue Bundeslaender","weiblich","1832","0.504778375888412","0.487955264043786","0.521601487733038"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2013","Westdeutschland, alte Bundeslaender","maennlich","138","0.0141213706847782","0.0119614880374688","0.0162812533320875"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2013","Westdeutschland, alte Bundeslaender","weiblich","191","0.0135238113386184","0.0115836043119852","0.0154640183652517"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2013","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2013","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2013","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2013","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2013","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2013","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","2014","Westdeutschland, alte Bundeslaender","maennlich","457","0.0476481833302577","0.04350931678912","0.0517870498713954"
"Nicht erwerbstätig (NE): keine weitere Angabe","2014","Westdeutschland, alte Bundeslaender","weiblich","1317","0.0989084935371887","0.0935460047933237","0.104270982281054"
"Nicht erwerbstätig (NE): keine weitere Angabe","2014","Ostdeutschland, neue Bundeslaender","maennlich","130","0.0472567127874855","0.0391100340874491","0.0554033914875219"
"Nicht erwerbstätig (NE): keine weitere Angabe","2014","Ostdeutschland, neue Bundeslaender","weiblich","253","0.0772197851276481","0.0678199374527983","0.086619632802498"
"NE: 65 Jahre und älter","2014","Westdeutschland, alte Bundeslaender","maennlich","1614","0.195125934319977","0.187426106626534","0.20282576201342"
"NE: 65 Jahre und älter","2014","Westdeutschland, alte Bundeslaender","weiblich","1765","0.242437382666859","0.23473944813583","0.250135317197887"
"NE: 65 Jahre und älter","2014","Ostdeutschland, neue Bundeslaender","maennlich","542","0.200410708292704","0.185041381977745","0.215780034607663"
"NE: 65 Jahre und älter","2014","Ostdeutschland, neue Bundeslaender","weiblich","628","0.269573062023116","0.253947558507814","0.285198565538418"
"NE: derzeit in Ausbildung","2014","Westdeutschland, alte Bundeslaender","maennlich","495","0.0427304848102514","0.0388009099529332","0.0466600596675696"
"NE: derzeit in Ausbildung","2014","Westdeutschland, alte Bundeslaender","weiblich","539","0.03492196264699","0.0316243799940749","0.0382195452999052"
"NE: derzeit in Ausbildung","2014","Ostdeutschland, neue Bundeslaender","maennlich","95","0.0258394299155514","0.0197480228487385","0.0319308369823644"
"NE: derzeit in Ausbildung","2014","Ostdeutschland, neue Bundeslaender","weiblich","114","0.0281856891910416","0.0223577721822696","0.0340136061998135"
"NE: Mutterschutz/Elternzeit (seit 1991)","2014","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","2014","Westdeutschland, alte Bundeslaender","weiblich","446","0.0261282135791749","0.0232629082813647","0.028993518876985"
"NE: Mutterschutz/Elternzeit (seit 1991)","2014","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","2014","Ostdeutschland, neue Bundeslaender","weiblich","114","0.0292125054039161","0.0232825165945342","0.035142494213298"
"NE: im Militär-/Zivildienst","2014","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"NE: im Militär-/Zivildienst","2014","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"NE: im Militär-/Zivildienst","2014","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"NE: im Militär-/Zivildienst","2014","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"NE: arbeitslos registriert","2014","Westdeutschland, alte Bundeslaender","maennlich","474","0.042486677739641","0.0385678304443235","0.0464055250349585"
"NE: arbeitslos registriert","2014","Westdeutschland, alte Bundeslaender","weiblich","546","0.0341481025036091","0.0308859541417133","0.0374102508655049"
"NE: arbeitslos registriert","2014","Ostdeutschland, neue Bundeslaender","maennlich","181","0.0869984744521867","0.0761778467325825","0.097819102171791"
"NE: arbeitslos registriert","2014","Ostdeutschland, neue Bundeslaender","weiblich","240","0.0618510795017491","0.0533687152552647","0.0703334437482335"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2014","Westdeutschland, alte Bundeslaender","maennlich","116","0.0112248066993366","0.00917790136232287","0.0132717120363504"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2014","Westdeutschland, alte Bundeslaender","weiblich","120","0.00962934874388684","0.00787521585755434","0.0113834816302193"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2014","Ostdeutschland, neue Bundeslaender","maennlich","30","0.0125076011602327","0.00824067843220866","0.0167745238882568"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2014","Ostdeutschland, neue Bundeslaender","weiblich","35","0.0139222753763551","0.00979638135623348","0.0180481693964768"
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2014","Westdeutschland, alte Bundeslaender","maennlich","74","0.00662146735153736","0.00504569292451575","0.00819724177855896"
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2014","Westdeutschland, alte Bundeslaender","weiblich","84","0.00663466671104695","0.00517642603778581","0.0080929073843081"
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2014","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2014","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2014","Westdeutschland, alte Bundeslaender","maennlich","97","0.00946629003218985","0.0075848773155709","0.0113477027488088"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2014","Westdeutschland, alte Bundeslaender","weiblich","99","0.00750190645223057","0.00595196313959634","0.0090518497648648"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2014","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2014","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Erwerbstätig","2014","Westdeutschland, alte Bundeslaender","maennlich","6713","0.631671537285932","0.622299741077087","0.641043333494776"
"Erwerbstätig","2014","Westdeutschland, alte Bundeslaender","weiblich","6820","0.526482687934565","0.517514078117129","0.535451297752001"
"Erwerbstätig","2014","Ostdeutschland, neue Bundeslaender","maennlich","1563","0.60018892496842","0.581381372412652","0.618996477524187"
"Erwerbstätig","2014","Ostdeutschland, neue Bundeslaender","weiblich","1632","0.494631638600766","0.477025976794635","0.512237300406898"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2014","Westdeutschland, alte Bundeslaender","maennlich","117","0.0112363347944188","0.00918839055988002","0.0132842790289575"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2014","Westdeutschland, alte Bundeslaender","weiblich","163","0.0128050063268515","0.0107854474317534","0.0148245652219496"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2014","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
