"pglfs","year","alter_gr","bildungsniveau","n","percent","lower_confidence","upper_confidence"
"NE: im Militär-/Zivildienst","2010","66 und älter","(Fach-)Abitur","","","",""
"NE: im Militär-/Zivildienst","2010","66 und älter","AkademikerInnen","","","",""
"NE: arbeitslos registriert","2010","16-34 Jahre alt","(noch) kein Abschluss","33","0.0370172991575335","0.0242872129803775","0.0497473853346895"
"NE: arbeitslos registriert","2010","16-34 Jahre alt","Hauptschulabschluss","229","0.165833000487767","0.146252289485118","0.185413711490416"
"NE: arbeitslos registriert","2010","16-34 Jahre alt","Realschulabschluss","152","0.0665173177832514","0.0556641610641683","0.0773704745023345"
"NE: arbeitslos registriert","2010","16-34 Jahre alt","(Fach-)Abitur","41","0.0156944246092818","0.00909119042181905","0.0222976587967445"
"NE: arbeitslos registriert","2010","16-34 Jahre alt","AkademikerInnen","34","0.0464763857628627","0.032880729486584","0.0600720420391414"
"NE: arbeitslos registriert","2010","35-65 Jahre alt","(noch) kein Abschluss","31","0.147748343203502","0.0950230863929294","0.200473600014074"
"NE: arbeitslos registriert","2010","35-65 Jahre alt","Hauptschulabschluss","373","0.0886831658927273","0.0796915495189894","0.0976747822664652"
"NE: arbeitslos registriert","2010","35-65 Jahre alt","Realschulabschluss","272","0.0689387216536601","0.0613057085646836","0.0765717347426366"
"NE: arbeitslos registriert","2010","35-65 Jahre alt","(Fach-)Abitur","75","0.0464585193202552","0.0359803667158339","0.0569366719246766"
"NE: arbeitslos registriert","2010","35-65 Jahre alt","AkademikerInnen","87","0.0289818267744267","0.02347276438588","0.0344908891629735"
"NE: arbeitslos registriert","2010","66 und älter","(noch) kein Abschluss","","","",""
"NE: arbeitslos registriert","2010","66 und älter","Hauptschulabschluss","","","",""
"NE: arbeitslos registriert","2010","66 und älter","Realschulabschluss","","","",""
"NE: arbeitslos registriert","2010","66 und älter","(Fach-)Abitur","","","",""
"NE: arbeitslos registriert","2010","66 und älter","AkademikerInnen","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2010","16-34 Jahre alt","(noch) kein Abschluss","60","0.0761378826525913","0.0582555687625223","0.0940201965426603"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2010","16-34 Jahre alt","Hauptschulabschluss","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2010","16-34 Jahre alt","Realschulabschluss","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2010","16-34 Jahre alt","(Fach-)Abitur","45","0.0337533106065665","0.024158835379635","0.043347785833498"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2010","16-34 Jahre alt","AkademikerInnen","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2010","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2010","35-65 Jahre alt","Hauptschulabschluss","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2010","35-65 Jahre alt","Realschulabschluss","36","0.0101913548578123","0.0071653693431421","0.0132173403724825"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2010","35-65 Jahre alt","(Fach-)Abitur","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2010","35-65 Jahre alt","AkademikerInnen","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2010","66 und älter","(noch) kein Abschluss","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2010","66 und älter","Hauptschulabschluss","31","0.0151745692278194","0.0102320089689471","0.0201171294866916"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2010","66 und älter","Realschulabschluss","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2010","66 und älter","(Fach-)Abitur","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2010","66 und älter","AkademikerInnen","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2010","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2010","16-34 Jahre alt","Hauptschulabschluss","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2010","16-34 Jahre alt","Realschulabschluss","38","0.0207938671557543","0.0145788794738182","0.0270088548376904"
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2010","16-34 Jahre alt","(Fach-)Abitur","39","0.0280046871105347","0.019239393339759","0.0367699808813104"
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2010","16-34 Jahre alt","AkademikerInnen","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2010","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2010","35-65 Jahre alt","Hauptschulabschluss","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2010","35-65 Jahre alt","Realschulabschluss","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2010","35-65 Jahre alt","(Fach-)Abitur","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2010","35-65 Jahre alt","AkademikerInnen","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2010","66 und älter","(noch) kein Abschluss","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2010","66 und älter","Hauptschulabschluss","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2010","66 und älter","Realschulabschluss","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2010","66 und älter","(Fach-)Abitur","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2010","66 und älter","AkademikerInnen","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2010","16-34 Jahre alt","(noch) kein Abschluss","41","0.0596945128525874","0.0437202278716315","0.0756687978335433"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2010","16-34 Jahre alt","Hauptschulabschluss","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2010","16-34 Jahre alt","Realschulabschluss","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2010","16-34 Jahre alt","(Fach-)Abitur","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2010","16-34 Jahre alt","AkademikerInnen","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2010","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2010","35-65 Jahre alt","Hauptschulabschluss","42","0.011196332304743","0.00786839295367436","0.0145242716558115"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2010","35-65 Jahre alt","Realschulabschluss","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2010","35-65 Jahre alt","(Fach-)Abitur","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2010","35-65 Jahre alt","AkademikerInnen","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2010","66 und älter","(noch) kein Abschluss","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2010","66 und älter","Hauptschulabschluss","37","0.0162024639064547","0.0110979127978283","0.0213070150150811"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2010","66 und älter","Realschulabschluss","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2010","66 und älter","(Fach-)Abitur","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2010","66 und älter","AkademikerInnen","","","",""
"Erwerbstätig","2010","16-34 Jahre alt","(noch) kein Abschluss","146","0.16753814294723","0.142357967203207","0.192718318691253"
"Erwerbstätig","2010","16-34 Jahre alt","Hauptschulabschluss","730","0.643423871359205","0.618207000557267","0.668640742161144"
"Erwerbstätig","2010","16-34 Jahre alt","Realschulabschluss","1306","0.780090128539819","0.762050386180585","0.798129870899052"
"Erwerbstätig","2010","16-34 Jahre alt","(Fach-)Abitur","737","0.603444311226775","0.57745530223586","0.629433320217691"
"Erwerbstätig","2010","16-34 Jahre alt","AkademikerInnen","658","0.819269410798076","0.794418204301588","0.844120617294565"
"Erwerbstätig","2010","35-65 Jahre alt","(noch) kein Abschluss","71","0.376771909607933","0.304771289812559","0.448772529403308"
"Erwerbstätig","2010","35-65 Jahre alt","Hauptschulabschluss","2540","0.670763556047534","0.655900053592224","0.685627058502843"
"Erwerbstätig","2010","35-65 Jahre alt","Realschulabschluss","3242","0.783350438554756","0.770938711568703","0.795762165540808"
"Erwerbstätig","2010","35-65 Jahre alt","(Fach-)Abitur","1166","0.799058395497212","0.779110070539571","0.819006720454852"
"Erwerbstätig","2010","35-65 Jahre alt","AkademikerInnen","2941","0.856406557376236","0.844890377775247","0.867922736977226"
"Erwerbstätig","2010","66 und älter","(noch) kein Abschluss","","","",""
"Erwerbstätig","2010","66 und älter","Hauptschulabschluss","81","0.0352713939039854","0.0278132965241547","0.0427294912838161"
"Erwerbstätig","2010","66 und älter","Realschulabschluss","","","",""
"Erwerbstätig","2010","66 und älter","(Fach-)Abitur","","","",""
"Erwerbstätig","2010","66 und älter","AkademikerInnen","85","0.0810195677056714","0.0632223419797658","0.0988167934315769"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2010","16-34 Jahre alt","(noch) kein Abschluss","35","0.0256525770667806","0.0149929464029828","0.0363122077305785"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2010","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2010","16-34 Jahre alt","Realschulabschluss","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2010","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2010","16-34 Jahre alt","AkademikerInnen","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2010","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2010","35-65 Jahre alt","Hauptschulabschluss","45","0.0094448837248779","0.00638559751241414","0.0125041699373417"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2010","35-65 Jahre alt","Realschulabschluss","39","0.00825948497177688","0.00553270074612541","0.0109862691974284"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2010","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2010","35-65 Jahre alt","AkademikerInnen","45","0.0190244563384022","0.0145381765915807","0.0235107360852236"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2010","66 und älter","(noch) kein Abschluss","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2010","66 und älter","Hauptschulabschluss","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2010","66 und älter","Realschulabschluss","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2010","66 und älter","(Fach-)Abitur","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2010","66 und älter","AkademikerInnen","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2010","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2010","16-34 Jahre alt","Hauptschulabschluss","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2010","16-34 Jahre alt","Realschulabschluss","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2010","16-34 Jahre alt","(Fach-)Abitur","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2010","16-34 Jahre alt","AkademikerInnen","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2010","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2010","35-65 Jahre alt","Hauptschulabschluss","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2010","35-65 Jahre alt","Realschulabschluss","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2010","35-65 Jahre alt","(Fach-)Abitur","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2010","35-65 Jahre alt","AkademikerInnen","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2010","66 und älter","(noch) kein Abschluss","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2010","66 und älter","Hauptschulabschluss","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2010","66 und älter","Realschulabschluss","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2010","66 und älter","(Fach-)Abitur","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2010","66 und älter","AkademikerInnen","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","2011","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","2011","16-34 Jahre alt","Hauptschulabschluss","120","0.0593311711946534","0.0468214495979907","0.071840892791316"
"Nicht erwerbstätig (NE): keine weitere Angabe","2011","16-34 Jahre alt","Realschulabschluss","68","0.016910839609552","0.011250096055374","0.0225715831637301"
"Nicht erwerbstätig (NE): keine weitere Angabe","2011","16-34 Jahre alt","(Fach-)Abitur","85","0.0437141610895377","0.0332835476960837","0.0541447744829918"
"Nicht erwerbstätig (NE): keine weitere Angabe","2011","16-34 Jahre alt","AkademikerInnen","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","2011","35-65 Jahre alt","(noch) kein Abschluss","66","0.328645896733081","0.267270153688417","0.390021639777746"
"Nicht erwerbstätig (NE): keine weitere Angabe","2011","35-65 Jahre alt","Hauptschulabschluss","955","0.213680483002199","0.201935469390968","0.225425496613431"
"Nicht erwerbstätig (NE): keine weitere Angabe","2011","35-65 Jahre alt","Realschulabschluss","597","0.115465476903776","0.106793439478315","0.124137514329238"
"Nicht erwerbstätig (NE): keine weitere Angabe","2011","35-65 Jahre alt","(Fach-)Abitur","210","0.0987250575884671","0.085461682947596","0.111988432229338"
"Nicht erwerbstätig (NE): keine weitere Angabe","2011","35-65 Jahre alt","AkademikerInnen","307","0.0756289246200897","0.0676364020079188","0.0836214472322606"
"Nicht erwerbstätig (NE): keine weitere Angabe","2011","66 und älter","(noch) kein Abschluss","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","2011","66 und älter","Hauptschulabschluss","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","2011","66 und älter","Realschulabschluss","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","2011","66 und älter","(Fach-)Abitur","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","2011","66 und älter","AkademikerInnen","","","",""
"NE: 65 Jahre und älter","2011","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"NE: 65 Jahre und älter","2011","16-34 Jahre alt","Hauptschulabschluss","","","",""
"NE: 65 Jahre und älter","2011","16-34 Jahre alt","Realschulabschluss","","","",""
"NE: 65 Jahre und älter","2011","16-34 Jahre alt","(Fach-)Abitur","","","",""
"NE: 65 Jahre und älter","2011","16-34 Jahre alt","AkademikerInnen","","","",""
"NE: 65 Jahre und älter","2011","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"NE: 65 Jahre und älter","2011","35-65 Jahre alt","Hauptschulabschluss","","","",""
"NE: 65 Jahre und älter","2011","35-65 Jahre alt","Realschulabschluss","","","",""
"NE: 65 Jahre und älter","2011","35-65 Jahre alt","(Fach-)Abitur","","","",""
"NE: 65 Jahre und älter","2011","35-65 Jahre alt","AkademikerInnen","","","",""
"NE: 65 Jahre und älter","2011","66 und älter","(noch) kein Abschluss","74","0.97733647458095","0.94387638632743","1.01079656283447"
"NE: 65 Jahre und älter","2011","66 und älter","Hauptschulabschluss","2821","0.93829180337074","0.929671250471784","0.946912356269695"
"NE: 65 Jahre und älter","2011","66 und älter","Realschulabschluss","711","0.928350418088894","0.910204454740948","0.946496381436839"
"NE: 65 Jahre und älter","2011","66 und älter","(Fach-)Abitur","216","0.906300411292314","0.869355547362046","0.943245275222582"
"NE: 65 Jahre und älter","2011","66 und älter","AkademikerInnen","941","0.844536808779735","0.82310444848242","0.865969169077051"
"NE: derzeit in Ausbildung","2011","16-34 Jahre alt","(noch) kein Abschluss","597","0.561688462690969","0.531297999764146","0.592078925617791"
"NE: derzeit in Ausbildung","2011","16-34 Jahre alt","Hauptschulabschluss","56","0.0398167373499","0.0294629865415241","0.0501704881582759"
"NE: derzeit in Ausbildung","2011","16-34 Jahre alt","Realschulabschluss","87","0.0474701248601175","0.0381344883976409","0.0568057613225941"
"NE: derzeit in Ausbildung","2011","16-34 Jahre alt","(Fach-)Abitur","280","0.186420954269938","0.166553045692606","0.206288862847269"
"NE: derzeit in Ausbildung","2011","16-34 Jahre alt","AkademikerInnen","32","0.0299268398727771","0.0189347590041516","0.0409189207414026"
"NE: derzeit in Ausbildung","2011","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"NE: derzeit in Ausbildung","2011","35-65 Jahre alt","Hauptschulabschluss","","","",""
"NE: derzeit in Ausbildung","2011","35-65 Jahre alt","Realschulabschluss","","","",""
"NE: derzeit in Ausbildung","2011","35-65 Jahre alt","(Fach-)Abitur","","","",""
"NE: derzeit in Ausbildung","2011","35-65 Jahre alt","AkademikerInnen","","","",""
"NE: derzeit in Ausbildung","2011","66 und älter","(noch) kein Abschluss","","","",""
"NE: derzeit in Ausbildung","2011","66 und älter","Hauptschulabschluss","","","",""
"NE: derzeit in Ausbildung","2011","66 und älter","Realschulabschluss","","","",""
"NE: derzeit in Ausbildung","2011","66 und älter","(Fach-)Abitur","","","",""
"NE: derzeit in Ausbildung","2011","66 und älter","AkademikerInnen","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","2011","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","2011","16-34 Jahre alt","Hauptschulabschluss","125","0.0372369477232876","0.0272107895328451","0.04726310591373"
"NE: Mutterschutz/Elternzeit (seit 1991)","2011","16-34 Jahre alt","Realschulabschluss","201","0.0438184112909505","0.0348318623477486","0.0528049602341525"
"NE: Mutterschutz/Elternzeit (seit 1991)","2011","16-34 Jahre alt","(Fach-)Abitur","90","0.0237489944826705","0.0159810113715087","0.0315169775938324"
"NE: Mutterschutz/Elternzeit (seit 1991)","2011","16-34 Jahre alt","AkademikerInnen","66","0.0307966330112585","0.0196509595174457","0.0419423065050714"
"NE: Mutterschutz/Elternzeit (seit 1991)","2011","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","2011","35-65 Jahre alt","Hauptschulabschluss","43","0.00251778943173816","0.00108185750724432","0.00395372135623201"
"NE: Mutterschutz/Elternzeit (seit 1991)","2011","35-65 Jahre alt","Realschulabschluss","118","0.00826283204253169","0.00580642445556813","0.0107192396294953"
"NE: Mutterschutz/Elternzeit (seit 1991)","2011","35-65 Jahre alt","(Fach-)Abitur","72","0.0139079007276466","0.00870073714331472","0.0191150643119785"
"NE: Mutterschutz/Elternzeit (seit 1991)","2011","35-65 Jahre alt","AkademikerInnen","112","0.0129926034222937","0.00956946049877004","0.0164157463458175"
"NE: Mutterschutz/Elternzeit (seit 1991)","2011","66 und älter","(noch) kein Abschluss","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","2011","66 und älter","Hauptschulabschluss","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","2011","66 und älter","Realschulabschluss","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","2011","66 und älter","(Fach-)Abitur","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","2011","66 und älter","AkademikerInnen","","","",""
"NE: im Militär-/Zivildienst","2011","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"NE: im Militär-/Zivildienst","2011","16-34 Jahre alt","Hauptschulabschluss","","","",""
"NE: im Militär-/Zivildienst","2011","16-34 Jahre alt","Realschulabschluss","","","",""
"NE: im Militär-/Zivildienst","2011","16-34 Jahre alt","(Fach-)Abitur","","","",""
"NE: im Militär-/Zivildienst","2011","16-34 Jahre alt","AkademikerInnen","","","",""
"NE: im Militär-/Zivildienst","2011","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"NE: im Militär-/Zivildienst","2011","35-65 Jahre alt","Hauptschulabschluss","","","",""
"NE: im Militär-/Zivildienst","2011","35-65 Jahre alt","Realschulabschluss","","","",""
"NE: im Militär-/Zivildienst","2011","35-65 Jahre alt","(Fach-)Abitur","","","",""
"NE: im Militär-/Zivildienst","2011","35-65 Jahre alt","AkademikerInnen","","","",""
"NE: im Militär-/Zivildienst","2011","66 und älter","(noch) kein Abschluss","","","",""
"NE: im Militär-/Zivildienst","2011","66 und älter","Hauptschulabschluss","","","",""
"NE: im Militär-/Zivildienst","2011","66 und älter","Realschulabschluss","","","",""
"NE: im Militär-/Zivildienst","2011","66 und älter","(Fach-)Abitur","","","",""
"NE: im Militär-/Zivildienst","2011","66 und älter","AkademikerInnen","","","",""
"NE: arbeitslos registriert","2011","16-34 Jahre alt","(noch) kein Abschluss","43","0.0311266589909451","0.0204901804138393","0.0417631375680508"
"NE: arbeitslos registriert","2011","16-34 Jahre alt","Hauptschulabschluss","210","0.132013248448365","0.114088498143473","0.149937998753258"
"NE: arbeitslos registriert","2011","16-34 Jahre alt","Realschulabschluss","129","0.0529788948486109","0.0431449964303965","0.0628127932668252"
"NE: arbeitslos registriert","2011","16-34 Jahre alt","(Fach-)Abitur","49","0.0213555558778071","0.0139803725544001","0.0287307392012141"
"NE: arbeitslos registriert","2011","16-34 Jahre alt","AkademikerInnen","","","",""
"NE: arbeitslos registriert","2011","35-65 Jahre alt","(noch) kein Abschluss","32","0.120823850492796","0.0782374320611648","0.163410268924427"
"NE: arbeitslos registriert","2011","35-65 Jahre alt","Hauptschulabschluss","408","0.0769169195467671","0.0692820274221701","0.0845518116713641"
"NE: arbeitslos registriert","2011","35-65 Jahre alt","Realschulabschluss","268","0.0413537581460198","0.0359508902179857","0.0467566260740538"
"NE: arbeitslos registriert","2011","35-65 Jahre alt","(Fach-)Abitur","93","0.0335626098946332","0.0255545665496508","0.0415706532396156"
"NE: arbeitslos registriert","2011","35-65 Jahre alt","AkademikerInnen","104","0.0316833020963703","0.0263886105186132","0.0369779936741275"
"NE: arbeitslos registriert","2011","66 und älter","(noch) kein Abschluss","","","",""
"NE: arbeitslos registriert","2011","66 und älter","Hauptschulabschluss","","","",""
"NE: arbeitslos registriert","2011","66 und älter","Realschulabschluss","","","",""
"NE: arbeitslos registriert","2011","66 und älter","(Fach-)Abitur","","","",""
"NE: arbeitslos registriert","2011","66 und älter","AkademikerInnen","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2011","16-34 Jahre alt","(noch) kein Abschluss","57","0.0582677595728628","0.0439202675517478","0.0726152515939777"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2011","16-34 Jahre alt","Hauptschulabschluss","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2011","16-34 Jahre alt","Realschulabschluss","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2011","16-34 Jahre alt","(Fach-)Abitur","68","0.0547126963332161","0.0431107491585991","0.066314643507833"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2011","16-34 Jahre alt","AkademikerInnen","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2011","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2011","35-65 Jahre alt","Hauptschulabschluss","48","0.00878535281387037","0.00611151520542787","0.0114591904223129"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2011","35-65 Jahre alt","Realschulabschluss","47","0.0073611353888184","0.00504157484373795","0.00968069593389886"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2011","35-65 Jahre alt","(Fach-)Abitur","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2011","35-65 Jahre alt","AkademikerInnen","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2011","66 und älter","(noch) kein Abschluss","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2011","66 und älter","Hauptschulabschluss","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2011","66 und älter","Realschulabschluss","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2011","66 und älter","(Fach-)Abitur","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2011","66 und älter","AkademikerInnen","30","0.0245899722954827","0.015429464498473","0.0337504800924924"
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2011","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2011","16-34 Jahre alt","Hauptschulabschluss","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2011","16-34 Jahre alt","Realschulabschluss","33","0.0192205446049843","0.0131926872541575","0.0252484019558111"
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2011","16-34 Jahre alt","(Fach-)Abitur","41","0.0371343502282485","0.0274877190673009","0.046780981389196"
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2011","16-34 Jahre alt","AkademikerInnen","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2011","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2011","35-65 Jahre alt","Hauptschulabschluss","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2011","35-65 Jahre alt","Realschulabschluss","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2011","35-65 Jahre alt","(Fach-)Abitur","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2011","35-65 Jahre alt","AkademikerInnen","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2011","66 und älter","(noch) kein Abschluss","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2011","66 und älter","Hauptschulabschluss","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2011","66 und älter","Realschulabschluss","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2011","66 und älter","(Fach-)Abitur","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2011","66 und älter","AkademikerInnen","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2011","16-34 Jahre alt","(noch) kein Abschluss","45","0.0409551281541151","0.0288164409333369","0.0530938153748933"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2011","16-34 Jahre alt","Hauptschulabschluss","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2011","16-34 Jahre alt","Realschulabschluss","","","",""
