"pglfs","year","alter_gr","sex","n","percent","lower_confidence","upper_confidence"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2012","16-34 Jahre alt","weiblich","54","0.0145799775250553","0.0107957141524228","0.0183642408976878"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2012","35-65 Jahre alt","maennlich","35","0.00464217333695321","0.00308006288968785","0.00620428378421857"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2012","35-65 Jahre alt","weiblich","74","0.00711040287355273","0.0053595580285084","0.00886124771859706"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2012","66 und älter","maennlich","44","0.0182505676770088","0.0130531586380547","0.0234479767159629"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2012","66 und älter","weiblich","30","0.0124937674559286","0.00831488840910154","0.0166726465027556"
"Erwerbstätig","2012","16-34 Jahre alt","maennlich","2031","0.70430204005088","0.688076977554723","0.720527102547037"
"Erwerbstätig","2012","16-34 Jahre alt","weiblich","2049","0.63446418377905","0.619260082300742","0.649668285257357"
"Erwerbstätig","2012","35-65 Jahre alt","maennlich","6072","0.816004389469927","0.807099850860044","0.82490892807981"
"Erwerbstätig","2012","35-65 Jahre alt","weiblich","6267","0.704509191241865","0.695001711746612","0.714016670737119"
"Erwerbstätig","2012","66 und älter","maennlich","166","0.0590570143898397","0.0499039655965973","0.0682100631830821"
"Erwerbstätig","2012","66 und älter","weiblich","97","0.0370699049970202","0.029961841709372","0.0441779682846683"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2012","16-34 Jahre alt","maennlich","39","0.00795830932820501","0.00479924761060963","0.0111173710458004"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2012","16-34 Jahre alt","weiblich","61","0.0105988210641953","0.00736580972580208","0.0138318324025885"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2012","35-65 Jahre alt","maennlich","61","0.00907706632724783","0.00689758005967162","0.011256552594824"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2012","35-65 Jahre alt","weiblich","93","0.0120211561051781","0.00975026129241729","0.0142920509179389"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2012","66 und älter","maennlich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2012","66 und älter","weiblich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2012","16-34 Jahre alt","maennlich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2012","16-34 Jahre alt","weiblich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2012","35-65 Jahre alt","maennlich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2012","35-65 Jahre alt","weiblich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2012","66 und älter","maennlich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2012","66 und älter","weiblich","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","2013","16-34 Jahre alt","maennlich","146","0.0317492594407578","0.0261457882544653","0.0373527306270503"
"Nicht erwerbstätig (NE): keine weitere Angabe","2013","16-34 Jahre alt","weiblich","399","0.0513926213154056","0.0450674483715878","0.0577177942592234"
"Nicht erwerbstätig (NE): keine weitere Angabe","2013","35-65 Jahre alt","maennlich","576","0.0850802323847051","0.0789945461440737","0.0911659186253364"
"Nicht erwerbstätig (NE): keine weitere Angabe","2013","35-65 Jahre alt","weiblich","1549","0.176432620716128","0.168843693300911","0.184021548131346"
"Nicht erwerbstätig (NE): keine weitere Angabe","2013","66 und älter","maennlich","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","2013","66 und älter","weiblich","","","",""
"NE: 65 Jahre und älter","2013","16-34 Jahre alt","maennlich","","","",""
"NE: 65 Jahre und älter","2013","16-34 Jahre alt","weiblich","","","",""
"NE: 65 Jahre und älter","2013","35-65 Jahre alt","maennlich","","","",""
"NE: 65 Jahre und älter","2013","35-65 Jahre alt","weiblich","32","0.0042088288882915","0.00291996766160882","0.00549769011497418"
"NE: 65 Jahre und älter","2013","66 und älter","maennlich","2179","0.885719370361101","0.873187752171811","0.89825098855039"
"NE: 65 Jahre und älter","2013","66 und älter","weiblich","2453","0.928838237258525","0.919019998314441","0.938656476202609"
"NE: derzeit in Ausbildung","2013","16-34 Jahre alt","maennlich","640","0.154098873687809","0.142560198235407","0.165637549140212"
"NE: derzeit in Ausbildung","2013","16-34 Jahre alt","weiblich","701","0.142525415615097","0.132510770667891","0.152540060562304"
"NE: derzeit in Ausbildung","2013","35-65 Jahre alt","maennlich","","","",""
"NE: derzeit in Ausbildung","2013","35-65 Jahre alt","weiblich","38","0.00295695775604649","0.00187596968378888","0.00403794582830411"
"NE: derzeit in Ausbildung","2013","66 und älter","maennlich","","","",""
"NE: derzeit in Ausbildung","2013","66 und älter","weiblich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","2013","16-34 Jahre alt","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","2013","16-34 Jahre alt","weiblich","408","0.0670246116934951","0.0598610168132784","0.0741882065737118"
"NE: Mutterschutz/Elternzeit (seit 1991)","2013","35-65 Jahre alt","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","2013","35-65 Jahre alt","weiblich","238","0.0152122695000271","0.0127755266063397","0.0176490123937146"
"NE: Mutterschutz/Elternzeit (seit 1991)","2013","66 und älter","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","2013","66 und älter","weiblich","","","",""
"NE: im Militär-/Zivildienst","2013","16-34 Jahre alt","maennlich","","","",""
"NE: im Militär-/Zivildienst","2013","16-34 Jahre alt","weiblich","","","",""
"NE: im Militär-/Zivildienst","2013","35-65 Jahre alt","maennlich","","","",""
"NE: im Militär-/Zivildienst","2013","35-65 Jahre alt","weiblich","","","",""
"NE: im Militär-/Zivildienst","2013","66 und älter","maennlich","","","",""
"NE: im Militär-/Zivildienst","2013","66 und älter","weiblich","","","",""
"NE: arbeitslos registriert","2013","16-34 Jahre alt","maennlich","256","0.0668500863083849","0.0588678768351494","0.0748322957816203"
"NE: arbeitslos registriert","2013","16-34 Jahre alt","weiblich","340","0.0475366783013024","0.0414410662862581","0.0536322903163466"
"NE: arbeitslos registriert","2013","35-65 Jahre alt","maennlich","561","0.0624920886152203","0.0572124559267061","0.0677717213037345"
"NE: arbeitslos registriert","2013","35-65 Jahre alt","weiblich","646","0.0540363351541177","0.0495352051235453","0.05853746518469"
"NE: arbeitslos registriert","2013","66 und älter","maennlich","","","",""
"NE: arbeitslos registriert","2013","66 und älter","weiblich","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2013","16-34 Jahre alt","maennlich","75","0.017401450432907","0.0132224038893456","0.0215804969764684"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2013","16-34 Jahre alt","weiblich","79","0.0184749288752404","0.0146172963331528","0.022332561417328"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2013","35-65 Jahre alt","maennlich","38","0.00615652942142595","0.00445032645568144","0.00786273238717046"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2013","35-65 Jahre alt","weiblich","66","0.00676912155175432","0.00513669875501568","0.00840154434849297"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2013","66 und älter","maennlich","56","0.0247962435355851","0.018671140479988","0.0309213465911823"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2013","66 und älter","weiblich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2013","16-34 Jahre alt","maennlich","40","0.00757787006554608","0.00480634876010134","0.0103493913709908"
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2013","16-34 Jahre alt","weiblich","59","0.0120291551047562","0.00890618089901024","0.0151521293105022"
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2013","35-65 Jahre alt","maennlich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2013","35-65 Jahre alt","weiblich","44","0.00468819724708171","0.00332824423549798","0.00604815025866543"
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2013","66 und älter","maennlich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2013","66 und älter","weiblich","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2013","16-34 Jahre alt","maennlich","36","0.0149505412499119","0.0110721296198696","0.0188289528799541"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2013","16-34 Jahre alt","weiblich","50","0.0107998136171543","0.00783887778648964","0.013760749447819"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2013","35-65 Jahre alt","maennlich","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2013","35-65 Jahre alt","weiblich","67","0.00788669359237153","0.00612565242006237","0.00964773476468069"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2013","66 und älter","maennlich","49","0.0210413325725787","0.0153881687744923","0.0266944963706652"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2013","66 und älter","weiblich","","","",""
"Erwerbstätig","2013","16-34 Jahre alt","maennlich","2509","0.691602985476303","0.676843203697307","0.706362767255298"
"Erwerbstätig","2013","16-34 Jahre alt","weiblich","2552","0.633464540621232","0.619660763993274","0.64726831724919"
"Erwerbstätig","2013","35-65 Jahre alt","maennlich","6713","0.815511556738167","0.807050913907237","0.823972199569097"
"Erwerbstätig","2013","35-65 Jahre alt","weiblich","6881","0.710644359514774","0.701616526421194","0.719672192608354"
"Erwerbstätig","2013","66 und älter","maennlich","164","0.0560531762509684","0.046992791321301","0.0651135611806357"
"Erwerbstätig","2013","66 und älter","weiblich","115","0.0431957189130071","0.0354319586948886","0.0509594791311256"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2013","16-34 Jahre alt","maennlich","53","0.0148370268484515","0.0109731443943798","0.0187009093025233"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2013","16-34 Jahre alt","weiblich","87","0.0158054995574709","0.0122325790744278","0.019378420040514"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2013","35-65 Jahre alt","maennlich","92","0.0139837576065365","0.0114224738416882","0.0165450413713847"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2013","35-65 Jahre alt","weiblich","130","0.0170928817043368","0.0145123733351775","0.0196733900734961"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2013","66 und älter","maennlich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2013","66 und älter","weiblich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2013","16-34 Jahre alt","maennlich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2013","16-34 Jahre alt","weiblich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2013","35-65 Jahre alt","maennlich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2013","35-65 Jahre alt","weiblich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2013","66 und älter","maennlich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2013","66 und älter","weiblich","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","2014","16-34 Jahre alt","maennlich","97","0.0232841773046105","0.0181248466376242","0.0284435079715968"
"Nicht erwerbstätig (NE): keine weitere Angabe","2014","16-34 Jahre alt","weiblich","256","0.0460496960295764","0.039453941862987","0.0526454501961658"
"Nicht erwerbstätig (NE): keine weitere Angabe","2014","35-65 Jahre alt","maennlich","490","0.0794556042495243","0.0731448071313486","0.0857664013676999"
"Nicht erwerbstätig (NE): keine weitere Angabe","2014","35-65 Jahre alt","weiblich","1314","0.168550932428296","0.160620541183944","0.176481323672648"
"Nicht erwerbstätig (NE): keine weitere Angabe","2014","66 und älter","maennlich","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","2014","66 und älter","weiblich","","","",""
"NE: 65 Jahre und älter","2014","16-34 Jahre alt","maennlich","","","",""
"NE: 65 Jahre und älter","2014","16-34 Jahre alt","weiblich","","","",""
"NE: 65 Jahre und älter","2014","35-65 Jahre alt","maennlich","","","",""
"NE: 65 Jahre und älter","2014","35-65 Jahre alt","weiblich","","","",""
"NE: 65 Jahre und älter","2014","66 und älter","maennlich","2139","0.886641531438643","0.874075166163039","0.899207896714247"
"NE: 65 Jahre und älter","2014","66 und älter","weiblich","2379","0.924868760220465","0.914667478550076","0.935070041890854"
"NE: derzeit in Ausbildung","2014","16-34 Jahre alt","maennlich","579","0.150783541102413","0.138541185980128","0.163025896224699"
"NE: derzeit in Ausbildung","2014","16-34 Jahre alt","weiblich","615","0.135195064026369","0.124434681786781","0.145955446265957"
"NE: derzeit in Ausbildung","2014","35-65 Jahre alt","maennlich","","","",""
"NE: derzeit in Ausbildung","2014","35-65 Jahre alt","weiblich","35","0.00360956802456919","0.00233912966510731","0.00488000638403106"
"NE: derzeit in Ausbildung","2014","66 und älter","maennlich","","","",""
"NE: derzeit in Ausbildung","2014","66 und älter","weiblich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","2014","16-34 Jahre alt","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","2014","16-34 Jahre alt","weiblich","344","0.0714144090880211","0.063310546004961","0.0795182721710812"
"NE: Mutterschutz/Elternzeit (seit 1991)","2014","35-65 Jahre alt","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","2014","35-65 Jahre alt","weiblich","216","0.019942056440781","0.0169804860751208","0.0229036268064413"
"NE: Mutterschutz/Elternzeit (seit 1991)","2014","66 und älter","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","2014","66 und älter","weiblich","","","",""
"NE: im Militär-/Zivildienst","2014","16-34 Jahre alt","maennlich","","","",""
"NE: im Militär-/Zivildienst","2014","16-34 Jahre alt","weiblich","","","",""
"NE: im Militär-/Zivildienst","2014","35-65 Jahre alt","maennlich","","","",""
"NE: im Militär-/Zivildienst","2014","35-65 Jahre alt","weiblich","","","",""
"NE: im Militär-/Zivildienst","2014","66 und älter","maennlich","","","",""
"NE: im Militär-/Zivildienst","2014","66 und älter","weiblich","","","",""
"NE: arbeitslos registriert","2014","16-34 Jahre alt","maennlich","207","0.0648380822490882","0.0564137150284315","0.073262449469745"
"NE: arbeitslos registriert","2014","16-34 Jahre alt","weiblich","247","0.04602761026655","0.0394333616416798","0.0526218588914202"
"NE: arbeitslos registriert","2014","35-65 Jahre alt","maennlich","447","0.0642792147995934","0.0585564222672222","0.0700020073319646"
"NE: arbeitslos registriert","2014","35-65 Jahre alt","weiblich","538","0.0564883082235021","0.0515976857874747","0.0613789306595295"
"NE: arbeitslos registriert","2014","66 und älter","maennlich","","","",""
"NE: arbeitslos registriert","2014","66 und älter","weiblich","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2014","16-34 Jahre alt","maennlich","65","0.0164798845785115","0.0121242893951748","0.0208354797618482"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2014","16-34 Jahre alt","weiblich","74","0.0165321340018607","0.0125194704535731","0.0205447975501483"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2014","35-65 Jahre alt","maennlich","31","0.00541071837918406","0.00369893449105521","0.00712250226731291"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2014","35-65 Jahre alt","weiblich","64","0.0101159490383668","0.00799609143793551","0.0122358066387982"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2014","66 und älter","maennlich","50","0.0199796927281157","0.0144331725258938","0.0255262129303376"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2014","66 und älter","weiblich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2014","16-34 Jahre alt","maennlich","64","0.0168726488306626","0.0124663360131614","0.0212789616481638"
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2014","16-34 Jahre alt","weiblich","61","0.0169464353075115","0.012884659286126","0.0210082113288971"
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2014","35-65 Jahre alt","maennlich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2014","35-65 Jahre alt","weiblich","38","0.00390339701925661","0.00258245638110354","0.00522433765740968"
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2014","66 und älter","maennlich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2014","66 und älter","weiblich","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2014","16-34 Jahre alt","maennlich","40","0.0110099722883466","0.00743997511829988","0.0145799694583933"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2014","16-34 Jahre alt","weiblich","52","0.00847254691267503","0.00558819953278231","0.0113568942925678"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2014","35-65 Jahre alt","maennlich","31","0.00529215617975993","0.00359912997778025","0.00698518238173961"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2014","35-65 Jahre alt","weiblich","43","0.00296269465486932","0.00181133671619935","0.00411405259353929"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2014","66 und älter","maennlich","42","0.016480183810085","0.0114337887999425","0.0215265788202275"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2014","66 und älter","weiblich","","","",""
"Erwerbstätig","2014","16-34 Jahre alt","maennlich","2171","0.699752527717202","0.684070915125795","0.715434140308608"
"Erwerbstätig","2014","16-34 Jahre alt","weiblich","2147","0.639086658127382","0.623973001704385","0.654200314550379"
"Erwerbstätig","2014","35-65 Jahre alt","maennlich","5923","0.826729373241","0.817897684813371","0.835561061668629"
"Erwerbstätig","2014","35-65 Jahre alt","weiblich","6189","0.717634461253758","0.70809840734348","0.727170515164036"
"Erwerbstätig","2014","66 und älter","maennlich","182","0.0628729143768094","0.053251482695413","0.0724943460582057"
"Erwerbstätig","2014","66 und älter","weiblich","116","0.0469224837549089","0.0387386082381482","0.0551063592716696"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2014","16-34 Jahre alt","maennlich","46","0.013553575249085","0.00959770088841359","0.0175094496097565"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2014","16-34 Jahre alt","weiblich","75","0.0188213854835311","0.0145448898495427","0.0230978811175195"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2014","35-65 Jahre alt","maennlich","70","0.0109083086764842","0.00848450986473365","0.0133321074882348"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2014","35-65 Jahre alt","weiblich","108","0.014331063221577","0.0118132938293552","0.0168488326137987"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2014","66 und älter","maennlich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2014","66 und älter","weiblich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2014","16-34 Jahre alt","maennlich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2014","16-34 Jahre alt","weiblich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2014","35-65 Jahre alt","maennlich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2014","35-65 Jahre alt","weiblich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2014","66 und älter","maennlich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2014","66 und älter","weiblich","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","2015","16-34 Jahre alt","maennlich","104","0.0229147138457927","0.0178454640700394","0.027983963621546"
"Nicht erwerbstätig (NE): keine weitere Angabe","2015","16-34 Jahre alt","weiblich","270","0.0367765230791826","0.0308951358152341","0.042657910343131"
"Nicht erwerbstätig (NE): keine weitere Angabe","2015","35-65 Jahre alt","maennlich","477","0.0871846204395625","0.0805292531407791","0.093839987738346"
"Nicht erwerbstätig (NE): keine weitere Angabe","2015","35-65 Jahre alt","weiblich","1243","0.157629197577803","0.149818048305618","0.165440346849987"
"Nicht erwerbstätig (NE): keine weitere Angabe","2015","66 und älter","maennlich","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","2015","66 und älter","weiblich","","","",""
"NE: 65 Jahre und älter","2015","16-34 Jahre alt","maennlich","","","",""
"NE: 65 Jahre und älter","2015","16-34 Jahre alt","weiblich","","","",""
"NE: 65 Jahre und älter","2015","35-65 Jahre alt","maennlich","32","0.00460222427873763","0.00300545254486711","0.00619899601260816"
"NE: 65 Jahre und älter","2015","35-65 Jahre alt","weiblich","","","",""
"NE: 65 Jahre und älter","2015","66 und älter","maennlich","2100","0.873768774873067","0.860534144521771","0.887003405224363"
"NE: 65 Jahre und älter","2015","66 und älter","weiblich","2378","0.928222476815415","0.918204078946993","0.938240874683838"
"NE: derzeit in Ausbildung","2015","16-34 Jahre alt","maennlich","533","0.13138957905775","0.119944647149725","0.142834510965775"
"NE: derzeit in Ausbildung","2015","16-34 Jahre alt","weiblich","612","0.136565653169872","0.125835243161915","0.147296063177828"
"NE: derzeit in Ausbildung","2015","35-65 Jahre alt","maennlich","","","",""
"NE: derzeit in Ausbildung","2015","35-65 Jahre alt","weiblich","","","",""
"NE: derzeit in Ausbildung","2015","66 und älter","maennlich","","","",""
"NE: derzeit in Ausbildung","2015","66 und älter","weiblich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","2015","16-34 Jahre alt","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","2015","16-34 Jahre alt","weiblich","357","0.0714823178977366","0.0634317722695886","0.0795328635258846"
"NE: Mutterschutz/Elternzeit (seit 1991)","2015","35-65 Jahre alt","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","2015","35-65 Jahre alt","weiblich","213","0.0164946020291416","0.0137643405164916","0.0192248635417917"
"NE: Mutterschutz/Elternzeit (seit 1991)","2015","66 und älter","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","2015","66 und älter","weiblich","","","",""
"NE: im Militär-/Zivildienst","2015","16-34 Jahre alt","maennlich","","","",""
"NE: im Militär-/Zivildienst","2015","16-34 Jahre alt","weiblich","","","",""
"NE: im Militär-/Zivildienst","2015","35-65 Jahre alt","maennlich","","","",""
"NE: im Militär-/Zivildienst","2015","35-65 Jahre alt","weiblich","","","",""
"NE: im Militär-/Zivildienst","2015","66 und älter","maennlich","","","",""
"NE: im Militär-/Zivildienst","2015","66 und älter","weiblich","","","",""
"NE: arbeitslos registriert","2015","16-34 Jahre alt","maennlich","237","0.0723393107432278","0.0635632020240182","0.0811154194624374"
"NE: arbeitslos registriert","2015","16-34 Jahre alt","weiblich","263","0.0436314673870822","0.0372481937534682","0.0500147410206961"
"NE: arbeitslos registriert","2015","35-65 Jahre alt","maennlich","472","0.0631097150242315","0.0573731345430799","0.0688462955053832"
"NE: arbeitslos registriert","2015","35-65 Jahre alt","weiblich","563","0.0534017427930888","0.0485822035827164","0.0582212820034613"
"NE: arbeitslos registriert","2015","66 und älter","maennlich","","","",""
"NE: arbeitslos registriert","2015","66 und älter","weiblich","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2015","16-34 Jahre alt","maennlich","70","0.0175675386216221","0.0131168517012238","0.0220182255420203"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2015","16-34 Jahre alt","weiblich","60","0.0122526393340248","0.00881493376952634","0.0156903448985233"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2015","35-65 Jahre alt","maennlich","34","0.00592367292584926","0.00411330846724637","0.00773403738445214"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2015","35-65 Jahre alt","weiblich","47","0.00612678989346854","0.00445405568684782","0.00779952410008926"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2015","66 und älter","maennlich","46","0.0166907443109921","0.011585540644576","0.0217959479774082"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","2015","66 und älter","weiblich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2015","16-34 Jahre alt","maennlich","65","0.0223557420814708","0.0173472705792778","0.0273642135836639"
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2015","16-34 Jahre alt","weiblich","83","0.0230457856946203","0.018356963349438","0.0277346080398025"
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2015","35-65 Jahre alt","maennlich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2015","35-65 Jahre alt","weiblich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2015","66 und älter","maennlich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","2015","66 und älter","weiblich","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2015","16-34 Jahre alt","maennlich","36","0.010443391832884","0.00699940610565311","0.0138873775601148"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2015","16-34 Jahre alt","weiblich","56","0.0129361625567715","0.00940509305388497","0.016467232059658"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2015","35-65 Jahre alt","maennlich","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2015","35-65 Jahre alt","weiblich","61","0.00781676067392952","0.00592896797050933","0.00970455337734971"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2015","66 und älter","maennlich","40","0.0143560631111113","0.00961574088991929","0.0190963853323033"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","2015","66 und älter","weiblich","","","",""
"Erwerbstätig","2015","16-34 Jahre alt","maennlich","2232","0.706264830722962","0.690834259649432","0.721695401796492"
"Erwerbstätig","2015","16-34 Jahre alt","weiblich","2148","0.646971020594851","0.632036939482325","0.661905101707376"
"Erwerbstätig","2015","35-65 Jahre alt","maennlich","5764","0.819745278476765","0.810676612621488","0.828813944332041"
"Erwerbstätig","2015","35-65 Jahre alt","weiblich","6061","0.735579031528723","0.72612520631919","0.745032856738256"
"Erwerbstätig","2015","66 und älter","maennlich","194","0.075284014626125","0.0647695848528232","0.0857984443994267"
"Erwerbstätig","2015","66 und älter","weiblich","110","0.0457010987673129","0.037595529274418","0.0538066682602077"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2015","16-34 Jahre alt","maennlich","58","0.014714020586192","0.0106348950981974","0.0187931460741866"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2015","16-34 Jahre alt","weiblich","79","0.0159280944567965","0.0120158476830161","0.0198403412305769"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2015","35-65 Jahre alt","maennlich","58","0.0101097005975705","0.00774963923634848","0.0124697619587925"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2015","35-65 Jahre alt","weiblich","101","0.0149118972870823","0.0123138386955","0.0175099558786645"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2015","66 und älter","maennlich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","2015","66 und älter","weiblich","","","",""
