"ple0097","year","age_gr","migback","n","percent","lower_confidence_percent","upper_confidence_percent"
"Private KV","2019","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Private KV","2019","66","kein Migrationshintergrund","","","",""
"Private KV","2019","66","direkter Migrationshintergrund","","","",""
"Private KV","2019","66","indirekter Migrationshintergrund","","","",""
"Private KV","2019","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weder-noch","2019","17-29","kein Migrationshintergrund","","","",""
"Weder-noch","2019","17-29","direkter Migrationshintergrund","","","",""
"Weder-noch","2019","17-29","indirekter Migrationshintergrund","","","",""
"Weder-noch","2019","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weder-noch","2019","30-45","kein Migrationshintergrund","","","",""
"Weder-noch","2019","30-45","direkter Migrationshintergrund","","","",""
"Weder-noch","2019","30-45","indirekter Migrationshintergrund","","","",""
"Weder-noch","2019","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weder-noch","2019","46-65","kein Migrationshintergrund","","","",""
"Weder-noch","2019","46-65","direkter Migrationshintergrund","","","",""
"Weder-noch","2019","46-65","indirekter Migrationshintergrund","","","",""
"Weder-noch","2019","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weder-noch","2019","66","kein Migrationshintergrund","","","",""
"Weder-noch","2019","66","direkter Migrationshintergrund","","","",""
"Weder-noch","2019","66","indirekter Migrationshintergrund","","","",""
"Weder-noch","2019","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gesetzliche KV","2020","17-29","kein Migrationshintergrund","2316","0.909916823875379","0.898847930044941","0.920985717705817"
"Gesetzliche KV","2020","17-29","direkter Migrationshintergrund","1765","0.960336626398761","0.95129538328585","0.969377869511672"
"Gesetzliche KV","2020","17-29","indirekter Migrationshintergrund","687","0.965336451748759","0.951862117291106","0.978810786206412"
"Gesetzliche KV","2020","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gesetzliche KV","2020","30-45","kein Migrationshintergrund","3263","0.889037082500905","0.878934451562994","0.899139713438815"
"Gesetzliche KV","2020","30-45","direkter Migrationshintergrund","3674","0.975575208514958","0.970630667529676","0.98051974950024"
"Gesetzliche KV","2020","30-45","indirekter Migrationshintergrund","516","0.901724547475468","0.877286295656224","0.926162799294711"
"Gesetzliche KV","2020","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gesetzliche KV","2020","46-65","kein Migrationshintergrund","6354","0.853376924825863","0.845562857334857","0.86119099231687"
"Gesetzliche KV","2020","46-65","direkter Migrationshintergrund","2077","0.955534538558213","0.946831737610539","0.964237339505886"
"Gesetzliche KV","2020","46-65","indirekter Migrationshintergrund","281","0.931298479241368","0.904645996928926","0.957950961553811"
"Gesetzliche KV","2020","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gesetzliche KV","2020","66","kein Migrationshintergrund","","","",""
"Gesetzliche KV","2020","66","direkter Migrationshintergrund","","","",""
"Gesetzliche KV","2020","66","indirekter Migrationshintergrund","","","",""
"Gesetzliche KV","2020","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Private KV","2020","17-29","kein Migrationshintergrund","254","0.0900831761246213","0.0790142822941833","0.101152069955059"
"Private KV","2020","17-29","direkter Migrationshintergrund","25","","",""
"Private KV","2020","17-29","indirekter Migrationshintergrund","21","","",""
"Private KV","2020","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Private KV","2020","30-45","kein Migrationshintergrund","450","0.110962917499095","0.100860286561185","0.121065548437006"
"Private KV","2020","30-45","direkter Migrationshintergrund","70","0.0244247914850419","0.0194802504997596","0.0293693324703241"
"Private KV","2020","30-45","indirekter Migrationshintergrund","54","0.0982754525245323","0.0738372007052888","0.122713704343776"
"Private KV","2020","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Private KV","2020","46-65","kein Migrationshintergrund","1518","0.146623075174137","0.13880900768313","0.154437142665143"
"Private KV","2020","46-65","direkter Migrationshintergrund","78","0.0444654614417872","0.0357626604941135","0.0531682623894608"
"Private KV","2020","46-65","indirekter Migrationshintergrund","65","0.0687015207586317","0.0420490384461893","0.0953540030710742"
"Private KV","2020","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Private KV","2020","66","kein Migrationshintergrund","","","",""
"Private KV","2020","66","direkter Migrationshintergrund","","","",""
"Private KV","2020","66","indirekter Migrationshintergrund","","","",""
"Private KV","2020","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weder-noch","2020","17-29","kein Migrationshintergrund","","","",""
"Weder-noch","2020","17-29","direkter Migrationshintergrund","","","",""
"Weder-noch","2020","17-29","indirekter Migrationshintergrund","","","",""
"Weder-noch","2020","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weder-noch","2020","30-45","kein Migrationshintergrund","","","",""
"Weder-noch","2020","30-45","direkter Migrationshintergrund","","","",""
"Weder-noch","2020","30-45","indirekter Migrationshintergrund","","","",""
"Weder-noch","2020","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weder-noch","2020","46-65","kein Migrationshintergrund","","","",""
"Weder-noch","2020","46-65","direkter Migrationshintergrund","","","",""
"Weder-noch","2020","46-65","indirekter Migrationshintergrund","","","",""
"Weder-noch","2020","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weder-noch","2020","66","kein Migrationshintergrund","","","",""
"Weder-noch","2020","66","direkter Migrationshintergrund","","","",""
"Weder-noch","2020","66","indirekter Migrationshintergrund","","","",""
"Weder-noch","2020","66","Migrationshintergrund - n. w. differenzierbar","","","",""
