year,migback,pgisced97,occpos,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2015,Indirect migration background,Lower Secondary Level,Not employed: no further information,0.08423,58,329,0.05418,0.11429
2015,Indirect migration background,Upper Secondary Level,Blue-collar worker,0.20616,124,599,0.17373,0.23858
2015,Indirect migration background,Upper Secondary Level,White-collar worker,0.37818,246,599,0.33932,0.41705
2015,Indirect migration background,Upper Secondary Level,Apprentice/ Trainee/ Intern,0.14868,99,599,0.12017,0.17720
2015,Indirect migration background,Upper Secondary Level,Not employed: registered unemployed,0.08799,53,599,0.06528,0.11069
2015,Indirect migration background,Upper Secondary Level,Not employed: no further information,0.09598,77,599,0.07237,0.11959
2015,Indirect migration background,Post-secondary Non-tertiary Level,White-collar worker,0.65739,68,68,0.54374,0.77103
2015,Indirect migration background,First Stage of Tertiary Education,White-collar worker,0.68715,36,36,0.53354,0.84076
2015,Indirect migration background,Second Stage of Tertiary Education,White-collar worker,0.65963,146,146,0.58250,0.73675
2016,No migration background,No answer / don't know,White-collar worker,0.15363,53,292,0.11220,0.19506
2016,No migration background,No answer / don't know,Apprentice/ Trainee/ Intern,0.47994,169,292,0.42254,0.53735
2016,No migration background,No answer / don't know,Not employed: registered unemployed,0.08402,33,292,0.05214,0.11589
2016,No migration background,No answer / don't know,Not employed: no further information,0.06986,37,292,0.04057,0.09915
2016,No migration background,Pre-primary Level,Apprentice/ Trainee/ Intern,0.44035,183,451,0.39448,0.48622
2016,No migration background,Pre-primary Level,Not employed: no further information,0.51255,268,451,0.46636,0.55873
2016,No migration background,Primary Level,Blue-collar worker,0.22886,33,76,0.13378,0.32394
2016,No migration background,Primary Level,Not employed: registered unemployed,0.22166,43,76,0.12766,0.31567
2016,No migration background,Lower Secondary Level,Blue-collar worker,0.12719,183,1516,0.11041,0.14396
2016,No migration background,Lower Secondary Level,White-collar worker,0.12077,203,1516,0.10436,0.13718
2016,No migration background,Lower Secondary Level,Apprentice/ Trainee/ Intern,0.14151,275,1516,0.12396,0.15906
2016,No migration background,Lower Secondary Level,Not employed: Pensioner,0.43718,555,1516,0.41220,0.46216
2016,No migration background,Lower Secondary Level,Not employed: registered unemployed,0.08021,156,1516,0.06653,0.09389
2016,No migration background,Lower Secondary Level,Not employed: no further information,0.06662,144,1516,0.05406,0.07917
2016,No migration background,Upper Secondary Level,Self-employed,0.04319,398,8684,0.03892,0.04747
2016,No migration background,Upper Secondary Level,Blue-collar worker,0.17408,1463,8684,0.16610,0.18205
2016,No migration background,Upper Secondary Level,Civil servant,0.01760,170,8684,0.01483,0.02036
2016,No migration background,Upper Secondary Level,White-collar worker,0.30532,2903,8684,0.29563,0.31500
2016,No migration background,Upper Secondary Level,Apprentice/ Trainee/ Intern,0.03663,347,8684,0.03268,0.04058
2016,No migration background,Upper Secondary Level,Not employed: Pensioner,0.33660,2596,8684,0.32666,0.34654
2016,No migration background,Upper Secondary Level,Not employed: registered unemployed,0.04389,399,8684,0.03958,0.04820
2016,No migration background,Upper Secondary Level,Not employed: no further information,0.03671,408,8684,0.03276,0.04067
2016,No migration background,Post-secondary Non-tertiary Level,Self-employed,0.06052,73,1102,0.04643,0.07460
2016,No migration background,Post-secondary Non-tertiary Level,Blue-collar worker,0.07027,76,1102,0.05517,0.08537
2016,No migration background,Post-secondary Non-tertiary Level,White-collar worker,0.63169,783,1102,0.60320,0.66018
2016,No migration background,Post-secondary Non-tertiary Level,Not employed: Pensioner,0.10938,90,1102,0.09094,0.12781
2016,No migration background,Post-secondary Non-tertiary Level,Not employed: no further information,0.04765,80,1102,0.03506,0.06023
2016,No migration background,First Stage of Tertiary Education,Self-employed,0.10091,138,1193,0.08381,0.11801
2016,No migration background,First Stage of Tertiary Education,Blue-collar worker,0.09256,101,1193,0.07610,0.10901
2016,No migration background,First Stage of Tertiary Education,Civil servant,0.06288,70,1193,0.04910,0.07667
2016,No migration background,First Stage of Tertiary Education,White-collar worker,0.40962,527,1193,0.38170,0.43753
2016,No migration background,First Stage of Tertiary Education,Not employed: Pensioner,0.29548,357,1193,0.26958,0.32138
2016,No migration background,Second Stage of Tertiary Education,Self-employed,0.09903,441,4407,0.09021,0.10785
2016,No migration background,Second Stage of Tertiary Education,Blue-collar worker,0.00879,40,4407,0.00603,0.01154
2016,No migration background,Second Stage of Tertiary Education,Civil servant,0.13020,578,4407,0.12026,0.14014
2016,No migration background,Second Stage of Tertiary Education,White-collar worker,0.42381,1921,4407,0.40922,0.43840
2016,No migration background,Second Stage of Tertiary Education,Apprentice/ Trainee/ Intern,0.03237,77,4407,0.02714,0.03759
2016,No migration background,Second Stage of Tertiary Education,Not employed: Pensioner,0.26268,1126,4407,0.24968,0.27567
2016,No migration background,Second Stage of Tertiary Education,Not employed: registered unemployed,0.01134,55,4407,0.00821,0.01446
2016,No migration background,Second Stage of Tertiary Education,Not employed: no further information,0.02868,169,4407,0.02375,0.03361
2016,Direct migration background,No answer / don't know,Apprentice/ Trainee/ Intern,0.16224,49,253,0.11672,0.20776
2016,Direct migration background,No answer / don't know,Not employed: no further information,0.24076,204,253,0.18797,0.29355
2016,Direct migration background,Pre-primary Level,Apprentice/ Trainee/ Intern,0.54297,49,207,0.47494,0.61099
2016,Direct migration background,Pre-primary Level,Not employed: no further information,0.29113,158,207,0.22909,0.35316
2016,Direct migration background,Primary Level,Blue-collar worker,0.17210,105,1263,0.15127,0.19292
2016,Direct migration background,Primary Level,White-collar worker,0.11794,59,1263,0.10015,0.13574
2016,Direct migration background,Primary Level,Apprentice/ Trainee/ Intern,0.01289,50,1263,0.00667,0.01911
2016,Direct migration background,Primary Level,Not employed: Pensioner,0.21504,35,1263,0.19238,0.23771
2016,Direct migration background,Primary Level,Not employed: registered unemployed,0.14936,61,1263,0.12970,0.16903
2016,Direct migration background,Primary Level,Not employed: no further information,0.29397,953,1263,0.26884,0.31911
2016,Direct migration background,Lower Secondary Level,Blue-collar worker,0.27197,283,1352,0.24824,0.29570
2016,Direct migration background,Lower Secondary Level,White-collar worker,0.17484,154,1352,0.15459,0.19510
2016,Direct migration background,Lower Secondary Level,Apprentice/ Trainee/ Intern,0.03419,95,1352,0.02450,0.04388
2016,Direct migration background,Lower Secondary Level,Not employed: Pensioner,0.24934,109,1352,0.22627,0.27241
2016,Direct migration background,Lower Secondary Level,Not employed: registered unemployed,0.09300,125,1352,0.07751,0.10849
2016,Direct migration background,Lower Secondary Level,Not employed: no further information,0.15080,586,1352,0.13172,0.16988
2016,Direct migration background,Upper Secondary Level,Self-employed,0.04668,67,2179,0.03782,0.05554
2016,Direct migration background,Upper Secondary Level,Blue-collar worker,0.25902,498,2179,0.24062,0.27742
2016,Direct migration background,Upper Secondary Level,White-collar worker,0.32102,563,2179,0.30141,0.34063
2016,Direct migration background,Upper Secondary Level,Apprentice/ Trainee/ Intern,0.03046,103,2179,0.02325,0.03768
2016,Direct migration background,Upper Secondary Level,Not employed: Pensioner,0.16103,181,2179,0.14559,0.17647
2016,Direct migration background,Upper Secondary Level,Not employed: registered unemployed,0.08916,171,2179,0.07720,0.10113
2016,Direct migration background,Upper Secondary Level,Not employed: no further information,0.08130,596,2179,0.06982,0.09278
2016,Direct migration background,Post-secondary Non-tertiary Level,Self-employed,0.07903,35,784,0.06013,0.09792
2016,Direct migration background,Post-secondary Non-tertiary Level,Blue-collar worker,0.22724,179,784,0.19789,0.25659
2016,Direct migration background,Post-secondary Non-tertiary Level,White-collar worker,0.38817,316,784,0.35403,0.42230
2016,Direct migration background,Post-secondary Non-tertiary Level,Not employed: Pensioner,0.12877,56,784,0.10531,0.15223
2016,Direct migration background,Post-secondary Non-tertiary Level,Not employed: registered unemployed,0.07719,80,784,0.05849,0.09588
2016,Direct migration background,Post-secondary Non-tertiary Level,Not employed: no further information,0.07792,118,784,0.05915,0.09670
2016,Direct migration background,First Stage of Tertiary Education,White-collar worker,0.45486,46,46,0.30937,0.60036
2016,Direct migration background,Second Stage of Tertiary Education,Self-employed,0.09626,104,1825,0.08272,0.10979
2016,Direct migration background,Second Stage of Tertiary Education,Blue-collar worker,0.09579,136,1825,0.08228,0.10930
2016,Direct migration background,Second Stage of Tertiary Education,White-collar worker,0.48863,709,1825,0.46569,0.51157
2016,Direct migration background,Second Stage of Tertiary Education,Apprentice/ Trainee/ Intern,0.02350,77,1825,0.01655,0.03045
2016,Direct migration background,Second Stage of Tertiary Education,Not employed: Pensioner,0.09739,87,1825,0.08379,0.11100
2016,Direct migration background,Second Stage of Tertiary Education,Not employed: registered unemployed,0.06532,95,1825,0.05398,0.07666
2016,Direct migration background,Second Stage of Tertiary Education,Not employed: no further information,0.12112,617,1825,0.10614,0.13609
2016,Indirect migration background,No answer / don't know,Apprentice/ Trainee/ Intern,0.45314,50,50,0.31375,0.59252
2016,Indirect migration background,Pre-primary Level,Apprentice/ Trainee/ Intern,0.37332,63,149,0.29540,0.45125
2016,Indirect migration background,Pre-primary Level,Not employed: no further information,0.49889,86,149,0.41834,0.57945
2016,Indirect migration background,Lower Secondary Level,Blue-collar worker,0.18388,45,307,0.14047,0.22728
2016,Indirect migration background,Lower Secondary Level,White-collar worker,0.16251,53,307,0.12117,0.20384
2016,Indirect migration background,Lower Secondary Level,Apprentice/ Trainee/ Intern,0.33043,112,307,0.27773,0.38314
2016,Indirect migration background,Lower Secondary Level,Not employed: registered unemployed,0.14714,46,307,0.10745,0.18684
2016,Indirect migration background,Lower Secondary Level,Not employed: no further information,0.11631,51,307,0.08039,0.15223
2016,Indirect migration background,Upper Secondary Level,Blue-collar worker,0.22377,109,549,0.18887,0.25866
2016,Indirect migration background,Upper Secondary Level,White-collar worker,0.32964,238,549,0.29028,0.36900
2016,Indirect migration background,Upper Secondary Level,Apprentice/ Trainee/ Intern,0.19809,104,549,0.16472,0.23146
2016,Indirect migration background,Upper Secondary Level,Not employed: registered unemployed,0.10807,51,549,0.08208,0.13407
2016,Indirect migration background,Upper Secondary Level,Not employed: no further information,0.06244,47,549,0.04218,0.08270
2016,Indirect migration background,Post-secondary Non-tertiary Level,White-collar worker,0.62503,66,66,0.50734,0.74272
2016,Indirect migration background,First Stage of Tertiary Education,White-collar worker,0.54903,35,35,0.38177,0.71629
2016,Indirect migration background,Second Stage of Tertiary Education,White-collar worker,0.62700,135,135,0.54512,0.70888
2017,No migration background,No answer / don't know,Blue-collar worker,0.11356,41,304,0.07783,0.14928
2017,No migration background,No answer / don't know,White-collar worker,0.17246,56,304,0.12992,0.21500
2017,No migration background,No answer / don't know,Apprentice/ Trainee/ Intern,0.45487,175,304,0.39880,0.51094
2017,No migration background,No answer / don't know,Not employed: registered unemployed,0.07574,32,304,0.04595,0.10553
2017,No migration background,Pre-primary Level,Apprentice/ Trainee/ Intern,0.45726,231,481,0.41269,0.50182
2017,No migration background,Pre-primary Level,Not employed: no further information,0.42362,250,481,0.37942,0.46783
2017,No migration background,Primary Level,Blue-collar worker,0.24848,45,89,0.15819,0.33876
2017,No migration background,Primary Level,Not employed: registered unemployed,0.20165,44,89,0.11782,0.28549
2017,No migration background,Lower Secondary Level,Blue-collar worker,0.13328,210,1703,0.11713,0.14943
2017,No migration background,Lower Secondary Level,White-collar worker,0.15517,295,1703,0.13797,0.17238
2017,No migration background,Lower Secondary Level,Apprentice/ Trainee/ Intern,0.11653,299,1703,0.10129,0.13178
2017,No migration background,Lower Secondary Level,Not employed: Pensioner,0.42261,561,1703,0.39914,0.44608
2017,No migration background,Lower Secondary Level,Not employed: registered unemployed,0.07921,178,1703,0.06638,0.09205
2017,No migration background,Lower Secondary Level,Not employed: no further information,0.06484,160,1703,0.05314,0.07654
2017,No migration background,Upper Secondary Level,Self-employed,0.04368,426,9695,0.03961,0.04775
2017,No migration background,Upper Secondary Level,Blue-collar worker,0.15638,1578,9695,0.14915,0.16361
2017,No migration background,Upper Secondary Level,Civil servant,0.01736,198,9695,0.01476,0.01995
2017,No migration background,Upper Secondary Level,White-collar worker,0.32529,3494,9695,0.31597,0.33462
2017,No migration background,Upper Secondary Level,Apprentice/ Trainee/ Intern,0.03821,442,9695,0.03439,0.04203
2017,No migration background,Upper Secondary Level,Not employed: Pensioner,0.34168,2739,9695,0.33224,0.35112
2017,No migration background,Upper Secondary Level,Not employed: registered unemployed,0.03564,386,9695,0.03194,0.03933
2017,No migration background,Upper Secondary Level,Not employed: no further information,0.03675,432,9695,0.03300,0.04050
2017,No migration background,Post-secondary Non-tertiary Level,Self-employed,0.05516,84,1377,0.04310,0.06722
2017,No migration background,Post-secondary Non-tertiary Level,Blue-collar worker,0.06350,76,1377,0.05061,0.07638
2017,No migration background,Post-secondary Non-tertiary Level,White-collar worker,0.62655,962,1377,0.60100,0.65211
2017,No migration background,Post-secondary Non-tertiary Level,Apprentice/ Trainee/ Intern,0.05018,60,1377,0.03864,0.06172
2017,No migration background,Post-secondary Non-tertiary Level,Not employed: Pensioner,0.11224,105,1377,0.09556,0.12891
2017,No migration background,Post-secondary Non-tertiary Level,Not employed: no further information,0.04504,90,1377,0.03408,0.05600
2017,No migration background,First Stage of Tertiary Education,Self-employed,0.10715,152,1343,0.09060,0.12370
2017,No migration background,First Stage of Tertiary Education,Blue-collar worker,0.07193,101,1343,0.05811,0.08576
2017,No migration background,First Stage of Tertiary Education,Civil servant,0.05668,79,1343,0.04431,0.06905
2017,No migration background,First Stage of Tertiary Education,White-collar worker,0.42509,609,1343,0.39864,0.45154
2017,No migration background,First Stage of Tertiary Education,Not employed: Pensioner,0.29143,362,1343,0.26711,0.31574
2017,No migration background,First Stage of Tertiary Education,Not employed: no further information,0.02044,40,1343,0.01287,0.02801
2017,No migration background,Second Stage of Tertiary Education,Self-employed,0.09246,494,5027,0.08445,0.10047
2017,No migration background,Second Stage of Tertiary Education,Blue-collar worker,0.01091,43,5027,0.00803,0.01378
2017,No migration background,Second Stage of Tertiary Education,Civil servant,0.12461,661,5027,0.11548,0.13374
2017,No migration background,Second Stage of Tertiary Education,White-collar worker,0.44911,2324,5027,0.43536,0.46286
2017,No migration background,Second Stage of Tertiary Education,Apprentice/ Trainee/ Intern,0.02547,100,5027,0.02112,0.02983
2017,No migration background,Second Stage of Tertiary Education,Not employed: Pensioner,0.25172,1178,5027,0.23972,0.26371
2017,No migration background,Second Stage of Tertiary Education,Not employed: registered unemployed,0.01102,55,5027,0.00813,0.01391
2017,No migration background,Second Stage of Tertiary Education,Not employed: no further information,0.03291,172,5027,0.02798,0.03784
2017,Direct migration background,No answer / don't know,Apprentice/ Trainee/ Intern,0.22133,48,292,0.17363,0.26903
2017,Direct migration background,No answer / don't know,Not employed: registered unemployed,0.15149,95,292,0.11030,0.19269
2017,Direct migration background,No answer / don't know,Not employed: no further information,0.20543,149,292,0.15901,0.25185
2017,Direct migration background,Pre-primary Level,Apprentice/ Trainee/ Intern,0.34897,35,181,0.27934,0.41860
2017,Direct migration background,Pre-primary Level,Not employed: no further information,0.52445,146,181,0.45149,0.59741
2017,Direct migration background,Primary Level,Blue-collar worker,0.13680,124,1696,0.12044,0.15315
2017,Direct migration background,Primary Level,White-collar worker,0.10039,87,1696,0.08608,0.11469
2017,Direct migration background,Primary Level,Apprentice/ Trainee/ Intern,0.02831,86,1696,0.02042,0.03621
2017,Direct migration background,Primary Level,Not employed: Pensioner,0.20515,44,1696,0.18593,0.22438
2017,Direct migration background,Primary Level,Not employed: registered unemployed,0.24288,367,1696,0.22247,0.26330
2017,Direct migration background,Primary Level,Not employed: no further information,0.24866,988,1696,0.22808,0.26924
2017,Direct migration background,Lower Secondary Level,Blue-collar worker,0.26223,298,1586,0.24057,0.28388
2017,Direct migration background,Lower Secondary Level,White-collar worker,0.19148,186,1586,0.17211,0.21085
2017,Direct migration background,Lower Secondary Level,Apprentice/ Trainee/ Intern,0.04944,124,1586,0.03877,0.06011
2017,Direct migration background,Lower Secondary Level,Not employed: Pensioner,0.22665,110,1586,0.20604,0.24726
2017,Direct migration background,Lower Secondary Level,Not employed: registered unemployed,0.11779,282,1586,0.10192,0.13366
2017,Direct migration background,Lower Secondary Level,Not employed: no further information,0.13217,586,1586,0.11549,0.14884
2017,Direct migration background,Upper Secondary Level,Self-employed,0.05634,71,2271,0.04685,0.06582
2017,Direct migration background,Upper Secondary Level,Blue-collar worker,0.24498,468,2271,0.22728,0.26267
2017,Direct migration background,Upper Secondary Level,White-collar worker,0.32445,593,2271,0.30519,0.34371
2017,Direct migration background,Upper Secondary Level,Apprentice/ Trainee/ Intern,0.03973,112,2271,0.03170,0.04777
2017,Direct migration background,Upper Secondary Level,Not employed: Pensioner,0.15733,187,2271,0.14236,0.17231
2017,Direct migration background,Upper Secondary Level,Not employed: registered unemployed,0.09699,306,2271,0.08482,0.10917
2017,Direct migration background,Upper Secondary Level,Not employed: no further information,0.07343,534,2271,0.06270,0.08416
2017,Direct migration background,Post-secondary Non-tertiary Level,Blue-collar worker,0.21444,147,702,0.18406,0.24482
2017,Direct migration background,Post-secondary Non-tertiary Level,White-collar worker,0.36875,293,702,0.33303,0.40447
2017,Direct migration background,Post-secondary Non-tertiary Level,Not employed: Pensioner,0.16038,62,702,0.13321,0.18754
2017,Direct migration background,Post-secondary Non-tertiary Level,Not employed: registered unemployed,0.07955,86,702,0.05952,0.09958
2017,Direct migration background,Post-secondary Non-tertiary Level,Not employed: no further information,0.10026,114,702,0.07802,0.12249
2017,Direct migration background,First Stage of Tertiary Education,White-collar worker,0.52794,53,53,0.39225,0.66363
2017,Direct migration background,Second Stage of Tertiary Education,Self-employed,0.09146,106,1914,0.07854,0.10438
2017,Direct migration background,Second Stage of Tertiary Education,Blue-collar worker,0.08367,135,1914,0.07127,0.09608
2017,Direct migration background,Second Stage of Tertiary Education,White-collar worker,0.50646,721,1914,0.48405,0.52886
2017,Direct migration background,Second Stage of Tertiary Education,Apprentice/ Trainee/ Intern,0.02193,73,1914,0.01537,0.02850
2017,Direct migration background,Second Stage of Tertiary Education,Not employed: Pensioner,0.08726,92,1914,0.07462,0.09991
2017,Direct migration background,Second Stage of Tertiary Education,Not employed: registered unemployed,0.07293,294,1914,0.06128,0.08458
2017,Direct migration background,Second Stage of Tertiary Education,Not employed: no further information,0.11811,493,1914,0.10365,0.13257
2017,Indirect migration background,No answer / don't know,Apprentice/ Trainee/ Intern,0.44928,59,59,0.32127,0.57730
2017,Indirect migration background,Pre-primary Level,Apprentice/ Trainee/ Intern,0.38523,70,175,0.31292,0.45754
2017,Indirect migration background,Pre-primary Level,Not employed: no further information,0.51218,105,175,0.43791,0.58646
2017,Indirect migration background,Lower Secondary Level,Blue-collar worker,0.17407,40,267,0.12851,0.21964
2017,Indirect migration background,Lower Secondary Level,White-collar worker,0.17334,56,267,0.12785,0.21883
2017,Indirect migration background,Lower Secondary Level,Apprentice/ Trainee/ Intern,0.35352,95,267,0.29607,0.41097
2017,Indirect migration background,Lower Secondary Level,Not employed: registered unemployed,0.18632,41,267,0.13952,0.23311
2017,Indirect migration background,Lower Secondary Level,Not employed: no further information,0.06368,35,267,0.03433,0.09302
2017,Indirect migration background,Upper Secondary Level,Blue-collar worker,0.20193,115,627,0.17049,0.23338
2017,Indirect migration background,Upper Secondary Level,White-collar worker,0.37219,288,627,0.33432,0.41005
2017,Indirect migration background,Upper Secondary Level,Apprentice/ Trainee/ Intern,0.17548,114,627,0.14568,0.20528
2017,Indirect migration background,Upper Secondary Level,Not employed: registered unemployed,0.06792,49,627,0.04821,0.08763
2017,Indirect migration background,Upper Secondary Level,Not employed: no further information,0.10125,61,627,0.07762,0.12488
2017,Indirect migration background,Post-secondary Non-tertiary Level,White-collar worker,0.60086,72,72,0.48695,0.71478
2017,Indirect migration background,First Stage of Tertiary Education,White-collar worker,0.61349,33,33,0.44477,0.78221
2017,Indirect migration background,Second Stage of Tertiary Education,White-collar worker,0.68324,159,159,0.61070,0.75578
2018,No migration background,No answer / don't know,Blue-collar worker,0.07145,31,311,0.04278,0.10013
2018,No migration background,No answer / don't know,White-collar worker,0.26976,80,311,0.22035,0.31917
2018,No migration background,No answer / don't know,Apprentice/ Trainee/ Intern,0.40261,160,311,0.34802,0.45721
2018,No migration background,No answer / don't know,Not employed: no further information,0.07369,40,311,0.04460,0.10277
2018,No migration background,Pre-primary Level,Apprentice/ Trainee/ Intern,0.46007,188,400,0.41116,0.50897
2018,No migration background,Pre-primary Level,Not employed: no further information,0.44573,212,400,0.39695,0.49450
2018,No migration background,Primary Level,Blue-collar worker,0.17791,34,93,0.09976,0.25606
2018,No migration background,Primary Level,Not employed: registered unemployed,0.27906,59,93,0.18741,0.37072
2018,No migration background,Lower Secondary Level,Blue-collar worker,0.14308,214,1682,0.12635,0.15982
2018,No migration background,Lower Secondary Level,White-collar worker,0.14875,290,1682,0.13174,0.16577
2018,No migration background,Lower Secondary Level,Apprentice/ Trainee/ Intern,0.11526,306,1682,0.09999,0.13052
2018,No migration background,Lower Secondary Level,Not employed: Pensioner,0.43644,548,1682,0.41273,0.46015
2018,No migration background,Lower Secondary Level,Not employed: registered unemployed,0.07733,182,1682,0.06456,0.09010
2018,No migration background,Lower Secondary Level,Not employed: no further information,0.05632,142,1682,0.04530,0.06734
2018,No migration background,Upper Secondary Level,Self-employed,0.04099,370,9276,0.03696,0.04503
2018,No migration background,Upper Secondary Level,Blue-collar worker,0.15629,1430,9276,0.14890,0.16368
2018,No migration background,Upper Secondary Level,Civil servant,0.01583,175,9276,0.01329,0.01837
2018,No migration background,Upper Secondary Level,White-collar worker,0.32844,3372,9276,0.31888,0.33800
2018,No migration background,Upper Secondary Level,Apprentice/ Trainee/ Intern,0.03777,421,9276,0.03389,0.04165
2018,No migration background,Upper Secondary Level,Not employed: Pensioner,0.34509,2717,9276,0.33542,0.35477
2018,No migration background,Upper Secondary Level,Not employed: registered unemployed,0.03575,380,9276,0.03197,0.03953
2018,No migration background,Upper Secondary Level,Not employed: no further information,0.03581,411,9276,0.03203,0.03959
2018,No migration background,Post-secondary Non-tertiary Level,Self-employed,0.05256,79,1381,0.04079,0.06434
2018,No migration background,Post-secondary Non-tertiary Level,Blue-collar worker,0.05878,70,1381,0.04637,0.07119
2018,No migration background,Post-secondary Non-tertiary Level,White-collar worker,0.64112,950,1381,0.61581,0.66643
2018,No migration background,Post-secondary Non-tertiary Level,Apprentice/ Trainee/ Intern,0.03766,47,1381,0.02761,0.04770
2018,No migration background,Post-secondary Non-tertiary Level,Not employed: Pensioner,0.10934,113,1381,0.09287,0.12580
2018,No migration background,Post-secondary Non-tertiary Level,Not employed: registered unemployed,0.02305,37,1381,0.01513,0.03097
2018,No migration background,Post-secondary Non-tertiary Level,Not employed: no further information,0.05607,85,1381,0.04393,0.06821
2018,No migration background,First Stage of Tertiary Education,Self-employed,0.10588,137,1289,0.08908,0.12268
2018,No migration background,First Stage of Tertiary Education,Blue-collar worker,0.07361,96,1289,0.05935,0.08787
2018,No migration background,First Stage of Tertiary Education,Civil servant,0.05345,73,1289,0.04117,0.06573
2018,No migration background,First Stage of Tertiary Education,White-collar worker,0.43962,592,1289,0.41252,0.46673
2018,No migration background,First Stage of Tertiary Education,Not employed: Pensioner,0.28591,354,1289,0.26123,0.31059
2018,No migration background,First Stage of Tertiary Education,Not employed: no further information,0.02623,37,1289,0.01751,0.03496
2018,No migration background,Second Stage of Tertiary Education,Self-employed,0.09526,470,4897,0.08704,0.10348
2018,No migration background,Second Stage of Tertiary Education,Blue-collar worker,0.00917,40,4897,0.00650,0.01184
2018,No migration background,Second Stage of Tertiary Education,Civil servant,0.11860,627,4897,0.10954,0.12766
2018,No migration background,Second Stage of Tertiary Education,White-collar worker,0.45615,2264,4897,0.44220,0.47010
2018,No migration background,Second Stage of Tertiary Education,Apprentice/ Trainee/ Intern,0.02473,92,4897,0.02038,0.02908
2018,No migration background,Second Stage of Tertiary Education,Not employed: Pensioner,0.25168,1180,4897,0.23953,0.26384
2018,No migration background,Second Stage of Tertiary Education,Not employed: registered unemployed,0.01340,62,4897,0.01018,0.01662
2018,No migration background,Second Stage of Tertiary Education,Not employed: no further information,0.02790,162,4897,0.02329,0.03251
2018,Direct migration background,No answer / don't know,Blue-collar worker,0.13378,42,350,0.09807,0.16950
2018,Direct migration background,No answer / don't know,White-collar worker,0.18100,43,350,0.14061,0.22140
2018,Direct migration background,No answer / don't know,Apprentice/ Trainee/ Intern,0.03464,31,350,0.01545,0.05382
2018,Direct migration background,No answer / don't know,Not employed: registered unemployed,0.22783,115,350,0.18383,0.27184
2018,Direct migration background,No answer / don't know,Not employed: no further information,0.22803,119,350,0.18401,0.27205
2018,Direct migration background,Pre-primary Level,Apprentice/ Trainee/ Intern,0.42468,38,158,0.34736,0.50200
2018,Direct migration background,Pre-primary Level,Not employed: no further information,0.45286,120,158,0.37499,0.53072
2018,Direct migration background,Primary Level,Blue-collar worker,0.15931,171,1573,0.14122,0.17740
2018,Direct migration background,Primary Level,White-collar worker,0.13781,96,1573,0.12077,0.15485
2018,Direct migration background,Primary Level,Apprentice/ Trainee/ Intern,0.03051,97,1573,0.02201,0.03901
2018,Direct migration background,Primary Level,Not employed: Pensioner,0.17976,49,1573,0.16078,0.19875
2018,Direct migration background,Primary Level,Not employed: registered unemployed,0.24332,552,1573,0.22211,0.26453
2018,Direct migration background,Primary Level,Not employed: no further information,0.22737,608,1573,0.20665,0.24809
2018,Direct migration background,Lower Secondary Level,Blue-collar worker,0.23221,308,1455,0.21050,0.25391
2018,Direct migration background,Lower Secondary Level,White-collar worker,0.21609,206,1455,0.19494,0.23725
2018,Direct migration background,Lower Secondary Level,Apprentice/ Trainee/ Intern,0.04044,115,1455,0.03031,0.05056
2018,Direct migration background,Lower Secondary Level,Not employed: Pensioner,0.25388,121,1455,0.23151,0.27625
2018,Direct migration background,Lower Secondary Level,Not employed: registered unemployed,0.12142,350,1455,0.10463,0.13821
2018,Direct migration background,Lower Secondary Level,Not employed: no further information,0.10476,355,1455,0.08902,0.12050
2018,Direct migration background,Upper Secondary Level,Self-employed,0.04821,60,2089,0.03902,0.05740
2018,Direct migration background,Upper Secondary Level,Blue-collar worker,0.25467,489,2089,0.23598,0.27336
2018,Direct migration background,Upper Secondary Level,White-collar worker,0.34750,590,2089,0.32707,0.36792
2018,Direct migration background,Upper Secondary Level,Apprentice/ Trainee/ Intern,0.03278,125,2089,0.02514,0.04041
2018,Direct migration background,Upper Secondary Level,Not employed: Pensioner,0.15004,182,2089,0.13473,0.16536
2018,Direct migration background,Upper Secondary Level,Not employed: registered unemployed,0.08514,327,2089,0.07316,0.09711
2018,Direct migration background,Upper Secondary Level,Not employed: no further information,0.07276,316,2089,0.06162,0.08390
2018,Direct migration background,Post-secondary Non-tertiary Level,Blue-collar worker,0.19131,133,645,0.16094,0.22169
2018,Direct migration background,Post-secondary Non-tertiary Level,White-collar worker,0.40962,285,645,0.37164,0.44760
2018,Direct migration background,Post-secondary Non-tertiary Level,Not employed: Pensioner,0.18073,66,645,0.15101,0.21045
2018,Direct migration background,Post-secondary Non-tertiary Level,Not employed: registered unemployed,0.06227,71,645,0.04361,0.08093
2018,Direct migration background,Post-secondary Non-tertiary Level,Not employed: no further information,0.08412,90,645,0.06268,0.10556
2018,Direct migration background,First Stage of Tertiary Education,White-collar worker,0.56557,42,42,0.41384,0.71730
2018,Direct migration background,Second Stage of Tertiary Education,Self-employed,0.06883,89,1755,0.05698,0.08068
2018,Direct migration background,Second Stage of Tertiary Education,Blue-collar worker,0.08316,165,1755,0.07024,0.09608
2018,Direct migration background,Second Stage of Tertiary Education,White-collar worker,0.50787,729,1755,0.48447,0.53127
2018,Direct migration background,Second Stage of Tertiary Education,Apprentice/ Trainee/ Intern,0.03308,80,1755,0.02471,0.04146
2018,Direct migration background,Second Stage of Tertiary Education,Not employed: Pensioner,0.11697,96,1755,0.10193,0.13201
