year,quintil_oecd,sampreg,occpos,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2014,3rd Quintile,West,Not employed: no further information,0.06090,350,4048,0.05353,0.06827
2014,3rd Quintile,East,Self-employed,0.05497,60,1131,0.04168,0.06826
2014,3rd Quintile,East,Blue-collar worker,0.17475,177,1131,0.15260,0.19689
2014,3rd Quintile,East,White-collar worker,0.29344,396,1131,0.26689,0.31999
2014,3rd Quintile,East,Apprentice/ Trainee/ Intern,0.04012,45,1131,0.02868,0.05156
2014,3rd Quintile,East,Not employed: Pensioner,0.37272,409,1131,0.34453,0.40091
2014,3rd Quintile,East,Not employed: no further information,0.02572,44,1131,0.01649,0.03495
2014,4th Quintile,West,Self-employed,0.05476,258,4288,0.04795,0.06157
2014,4th Quintile,West,Blue-collar worker,0.13048,512,4288,0.12040,0.14056
2014,4th Quintile,West,Civil servant,0.05405,265,4288,0.04728,0.06082
2014,4th Quintile,West,White-collar worker,0.38436,1786,4288,0.36979,0.39892
2014,4th Quintile,West,Apprentice/ Trainee/ Intern,0.05247,263,4288,0.04580,0.05915
2014,4th Quintile,West,Not employed: Pensioner,0.25545,848,4288,0.24240,0.26851
2014,4th Quintile,West,Not employed: registered unemployed,0.01403,68,4288,0.01051,0.01755
2014,4th Quintile,West,Not employed: no further information,0.05316,288,4288,0.04645,0.05988
2014,4th Quintile,East,Self-employed,0.08179,83,921,0.06408,0.09949
2014,4th Quintile,East,Blue-collar worker,0.16947,123,921,0.14522,0.19371
2014,4th Quintile,East,Civil servant,0.03934,50,921,0.02678,0.05191
2014,4th Quintile,East,White-collar worker,0.43839,400,921,0.40633,0.47046
2014,4th Quintile,East,Apprentice/ Trainee/ Intern,0.04214,39,921,0.02916,0.05513
2014,4th Quintile,East,Not employed: Pensioner,0.18200,190,921,0.15707,0.20694
2014,4th Quintile,East,Not employed: no further information,0.02751,36,921,0.01694,0.03807
2014,5th Quintile,West,Self-employed,0.12009,587,4787,0.11088,0.12930
2014,5th Quintile,West,Blue-collar worker,0.05361,198,4787,0.04723,0.06000
2014,5th Quintile,West,Civil servant,0.08922,428,4787,0.08115,0.09730
2014,5th Quintile,West,White-collar worker,0.46319,2158,4787,0.44906,0.47731
2014,5th Quintile,West,Apprentice/ Trainee/ Intern,0.04046,208,4787,0.03488,0.04604
2014,5th Quintile,West,Not employed: Pensioner,0.17924,901,4787,0.16838,0.19011
2014,5th Quintile,West,Not employed: registered unemployed,0.00986,41,4787,0.00706,0.01266
2014,5th Quintile,West,Not employed: no further information,0.04179,266,4787,0.03612,0.04746
2014,5th Quintile,East,Self-employed,0.13181,78,606,0.10485,0.15877
2014,5th Quintile,East,Blue-collar worker,0.07863,39,606,0.05718,0.10008
2014,5th Quintile,East,Civil servant,0.06532,58,606,0.04563,0.08501
2014,5th Quintile,East,White-collar worker,0.55566,354,606,0.51607,0.59526
2014,5th Quintile,East,Not employed: Pensioner,0.09680,77,606,0.07324,0.12036
2015,1st Quintile,West,Self-employed,0.02729,97,3911,0.02219,0.03240
2015,1st Quintile,West,Blue-collar worker,0.13293,628,3911,0.12229,0.14357
2015,1st Quintile,West,White-collar worker,0.17297,777,3911,0.16112,0.18483
2015,1st Quintile,West,Apprentice/ Trainee/ Intern,0.11514,482,3911,0.10514,0.12515
2015,1st Quintile,West,Not employed: Pensioner,0.29948,689,3911,0.28513,0.31384
2015,1st Quintile,West,Not employed: registered unemployed,0.14895,653,3911,0.13779,0.16011
2015,1st Quintile,West,Not employed: no further information,0.09200,585,3911,0.08294,0.10106
2015,1st Quintile,East,Self-employed,0.04011,47,1324,0.02954,0.05068
2015,1st Quintile,East,Blue-collar worker,0.15097,214,1324,0.13168,0.17026
2015,1st Quintile,East,White-collar worker,0.15416,233,1324,0.13470,0.17361
2015,1st Quintile,East,Apprentice/ Trainee/ Intern,0.07539,131,1324,0.06116,0.08962
2015,1st Quintile,East,Not employed: Pensioner,0.29186,286,1324,0.26736,0.31636
2015,1st Quintile,East,Not employed: registered unemployed,0.23244,316,1324,0.20968,0.25520
2015,1st Quintile,East,Not employed: no further information,0.04955,97,1324,0.03785,0.06124
2015,2nd Quintile,West,Self-employed,0.03465,140,3852,0.02888,0.04043
2015,2nd Quintile,West,Blue-collar worker,0.16755,735,3852,0.15575,0.17934
2015,2nd Quintile,West,Civil servant,0.01451,52,3852,0.01074,0.01829
2015,2nd Quintile,West,White-collar worker,0.24139,1190,3852,0.22788,0.25491
2015,2nd Quintile,West,Apprentice/ Trainee/ Intern,0.06877,325,3852,0.06078,0.07676
2015,2nd Quintile,West,Not employed: Pensioner,0.34843,834,3852,0.33338,0.36348
2015,2nd Quintile,West,Not employed: registered unemployed,0.04185,165,3852,0.03553,0.04818
2015,2nd Quintile,West,Not employed: no further information,0.08075,411,3852,0.07214,0.08935
2015,2nd Quintile,East,Self-employed,0.03276,50,1488,0.02371,0.04181
2015,2nd Quintile,East,Blue-collar worker,0.17327,238,1488,0.15404,0.19251
2015,2nd Quintile,East,White-collar worker,0.24332,400,1488,0.22151,0.26513
2015,2nd Quintile,East,Apprentice/ Trainee/ Intern,0.03858,68,1488,0.02879,0.04837
2015,2nd Quintile,East,Not employed: Pensioner,0.43565,587,1488,0.41045,0.46085
2015,2nd Quintile,East,Not employed: registered unemployed,0.04584,76,1488,0.03521,0.05647
2015,2nd Quintile,East,Not employed: no further information,0.02412,69,1488,0.01632,0.03192
2015,3rd Quintile,West,Self-employed,0.03255,151,3862,0.02695,0.03815
2015,3rd Quintile,West,Blue-collar worker,0.16119,558,3862,0.14959,0.17279
2015,3rd Quintile,West,Civil servant,0.02320,122,3862,0.01846,0.02795
2015,3rd Quintile,West,White-collar worker,0.33856,1523,3862,0.32364,0.35349
2015,3rd Quintile,West,Apprentice/ Trainee/ Intern,0.07017,289,3862,0.06211,0.07823
2015,3rd Quintile,West,Not employed: Pensioner,0.30041,820,3862,0.28595,0.31487
2015,3rd Quintile,West,Not employed: registered unemployed,0.01750,87,3862,0.01337,0.02164
2015,3rd Quintile,West,Not employed: no further information,0.05451,312,3862,0.04735,0.06168
2015,3rd Quintile,East,Self-employed,0.06480,65,1034,0.04979,0.07981
2015,3rd Quintile,East,Blue-collar worker,0.16752,142,1034,0.14475,0.19029
2015,3rd Quintile,East,White-collar worker,0.29951,345,1034,0.27157,0.32744
2015,3rd Quintile,East,Apprentice/ Trainee/ Intern,0.04671,47,1034,0.03385,0.05958
2015,3rd Quintile,East,Not employed: Pensioner,0.34842,365,1034,0.31936,0.37747
2015,3rd Quintile,East,Not employed: registered unemployed,0.02593,31,1034,0.01624,0.03562
2015,3rd Quintile,East,Not employed: no further information,0.01992,39,1034,0.01140,0.02845
2015,4th Quintile,West,Self-employed,0.05080,232,3996,0.04399,0.05761
2015,4th Quintile,West,Blue-collar worker,0.12760,458,3996,0.11725,0.13795
2015,4th Quintile,West,Civil servant,0.05302,262,3996,0.04608,0.05997
2015,4th Quintile,West,White-collar worker,0.39937,1694,3996,0.38418,0.41456
2015,4th Quintile,West,Apprentice/ Trainee/ Intern,0.04773,240,3996,0.04112,0.05434
2015,4th Quintile,West,Not employed: Pensioner,0.24701,779,3996,0.23363,0.26038
2015,4th Quintile,West,Not employed: registered unemployed,0.01673,56,3996,0.01275,0.02071
2015,4th Quintile,West,Not employed: no further information,0.05454,275,3996,0.04750,0.06158
2015,4th Quintile,East,Self-employed,0.07201,60,792,0.05399,0.09002
2015,4th Quintile,East,Blue-collar worker,0.13936,104,792,0.11523,0.16350
2015,4th Quintile,East,Civil servant,0.02514,34,792,0.01423,0.03605
2015,4th Quintile,East,White-collar worker,0.50069,380,792,0.46585,0.53554
2015,4th Quintile,East,Apprentice/ Trainee/ Intern,0.04276,32,792,0.02866,0.05686
2015,4th Quintile,East,Not employed: Pensioner,0.18533,182,792,0.15826,0.21241
2015,5th Quintile,West,Self-employed,0.11706,535,4551,0.10772,0.12641
2015,5th Quintile,West,Blue-collar worker,0.04188,166,4551,0.03606,0.04771
2015,5th Quintile,West,Civil servant,0.08594,392,4551,0.07780,0.09408
2015,5th Quintile,West,White-collar worker,0.46471,2041,4551,0.45022,0.47920
2015,5th Quintile,West,Apprentice/ Trainee/ Intern,0.03748,188,4551,0.03196,0.04300
2015,5th Quintile,West,Not employed: Pensioner,0.19819,928,4551,0.18661,0.20978
2015,5th Quintile,West,Not employed: registered unemployed,0.00873,37,4551,0.00602,0.01143
2015,5th Quintile,West,Not employed: no further information,0.04505,264,4551,0.03902,0.05108
2015,5th Quintile,East,Self-employed,0.15038,88,567,0.12093,0.17983
2015,5th Quintile,East,Blue-collar worker,0.07455,36,567,0.05291,0.09618
2015,5th Quintile,East,Civil servant,0.08777,61,567,0.06446,0.11108
2015,5th Quintile,East,White-collar worker,0.49544,312,567,0.45425,0.53663
2015,5th Quintile,East,Not employed: Pensioner,0.12512,70,567,0.09786,0.15238
2016,1st Quintile,West,Self-employed,0.02131,89,3873,0.01676,0.02586
2016,1st Quintile,West,Blue-collar worker,0.13606,658,3873,0.12526,0.14686
2016,1st Quintile,West,White-collar worker,0.17138,781,3873,0.15951,0.18325
2016,1st Quintile,West,Apprentice/ Trainee/ Intern,0.12214,456,3873,0.11183,0.13246
2016,1st Quintile,West,Not employed: Pensioner,0.27267,637,3873,0.25864,0.28670
2016,1st Quintile,West,Not employed: registered unemployed,0.16038,697,3873,0.14883,0.17194
2016,1st Quintile,West,Not employed: no further information,0.10453,555,3873,0.09490,0.11417
2016,1st Quintile,East,Self-employed,0.04359,46,1285,0.03242,0.05476
2016,1st Quintile,East,Blue-collar worker,0.14658,212,1285,0.12724,0.16593
2016,1st Quintile,East,White-collar worker,0.16806,246,1285,0.14761,0.18852
2016,1st Quintile,East,Apprentice/ Trainee/ Intern,0.08879,126,1285,0.07323,0.10435
2016,1st Quintile,East,Not employed: Pensioner,0.24308,256,1285,0.21962,0.26655
2016,1st Quintile,East,Not employed: registered unemployed,0.26278,318,1285,0.23871,0.28686
2016,1st Quintile,East,Not employed: no further information,0.03663,81,1285,0.02636,0.04691
2016,2nd Quintile,West,Self-employed,0.02617,102,3828,0.02111,0.03123
2016,2nd Quintile,West,Blue-collar worker,0.18299,757,3828,0.17074,0.19524
2016,2nd Quintile,West,Civil servant,0.00975,48,3828,0.00663,0.01286
2016,2nd Quintile,West,White-collar worker,0.25563,1225,3828,0.24181,0.26945
2016,2nd Quintile,West,Apprentice/ Trainee/ Intern,0.06744,300,3828,0.05949,0.07538
2016,2nd Quintile,West,Not employed: Pensioner,0.33316,813,3828,0.31823,0.34809
2016,2nd Quintile,West,Not employed: registered unemployed,0.04128,168,3828,0.03498,0.04759
2016,2nd Quintile,West,Not employed: no further information,0.07971,415,3828,0.07113,0.08829
2016,2nd Quintile,East,Self-employed,0.04203,57,1357,0.03135,0.05271
2016,2nd Quintile,East,Blue-collar worker,0.15154,215,1357,0.13245,0.17062
2016,2nd Quintile,East,White-collar worker,0.24419,362,1357,0.22132,0.26705
2016,2nd Quintile,East,Apprentice/ Trainee/ Intern,0.04780,64,1357,0.03645,0.05916
2016,2nd Quintile,East,Not employed: Pensioner,0.44306,544,1357,0.41662,0.46950
2016,2nd Quintile,East,Not employed: registered unemployed,0.03607,51,1357,0.02614,0.04599
2016,2nd Quintile,East,Not employed: no further information,0.02715,64,1357,0.01850,0.03580
2016,3rd Quintile,West,Self-employed,0.04071,160,3598,0.03426,0.04717
2016,3rd Quintile,West,Blue-collar worker,0.16080,534,3598,0.14880,0.17281
2016,3rd Quintile,West,Civil servant,0.02637,117,3598,0.02113,0.03161
2016,3rd Quintile,West,White-collar worker,0.34738,1434,3598,0.33182,0.36294
2016,3rd Quintile,West,Apprentice/ Trainee/ Intern,0.06721,254,3598,0.05903,0.07539
2016,3rd Quintile,West,Not employed: Pensioner,0.28414,758,3598,0.26940,0.29888
2016,3rd Quintile,West,Not employed: registered unemployed,0.01389,68,3598,0.01007,0.01772
2016,3rd Quintile,West,Not employed: no further information,0.05369,273,3598,0.04633,0.06106
2016,3rd Quintile,East,Self-employed,0.05466,58,1030,0.04077,0.06854
2016,3rd Quintile,East,Blue-collar worker,0.17800,161,1030,0.15463,0.20138
2016,3rd Quintile,East,White-collar worker,0.33033,375,1030,0.30159,0.35907
2016,3rd Quintile,East,Apprentice/ Trainee/ Intern,0.04658,35,1030,0.03370,0.05945
2016,3rd Quintile,East,Not employed: Pensioner,0.31755,362,1030,0.28911,0.34599
2016,3rd Quintile,East,Not employed: no further information,0.03005,39,1030,0.01962,0.04048
2016,4th Quintile,West,Self-employed,0.04744,240,3875,0.04074,0.05413
2016,4th Quintile,West,Blue-collar worker,0.13189,447,3875,0.12123,0.14254
2016,4th Quintile,West,Civil servant,0.05311,242,3875,0.04604,0.06017
2016,4th Quintile,West,White-collar worker,0.43252,1709,3875,0.41692,0.44813
2016,4th Quintile,West,Apprentice/ Trainee/ Intern,0.04455,216,3875,0.03806,0.05105
2016,4th Quintile,West,Not employed: Pensioner,0.23000,737,3875,0.21675,0.24325
2016,4th Quintile,West,Not employed: registered unemployed,0.01090,44,3875,0.00763,0.01417
2016,4th Quintile,West,Not employed: no further information,0.04580,240,3875,0.03922,0.05238
2016,4th Quintile,East,Self-employed,0.08820,64,746,0.06784,0.10856
2016,4th Quintile,East,Blue-collar worker,0.16868,102,746,0.14179,0.19557
2016,4th Quintile,East,Civil servant,0.02968,35,746,0.01749,0.04186
2016,4th Quintile,East,White-collar worker,0.45136,364,746,0.41562,0.48709
2016,4th Quintile,East,Not employed: Pensioner,0.19075,181,746,0.16254,0.21896
2016,5th Quintile,West,Self-employed,0.11548,492,4345,0.10598,0.12499
2016,5th Quintile,West,Blue-collar worker,0.05830,170,4345,0.05134,0.06527
2016,5th Quintile,West,Civil servant,0.08978,375,4345,0.08128,0.09828
2016,5th Quintile,West,White-collar worker,0.43793,1911,4345,0.42317,0.45268
2016,5th Quintile,West,Apprentice/ Trainee/ Intern,0.04220,193,4345,0.03622,0.04818
2016,5th Quintile,West,Not employed: Pensioner,0.20093,926,4345,0.18901,0.21284
2016,5th Quintile,West,Not employed: registered unemployed,0.01141,42,4345,0.00825,0.01457
2016,5th Quintile,West,Not employed: no further information,0.03960,236,4345,0.03380,0.04540
2016,5th Quintile,East,Self-employed,0.12967,75,502,0.10025,0.15909
2016,5th Quintile,East,Civil servant,0.10641,56,502,0.07941,0.13341
2016,5th Quintile,East,White-collar worker,0.53117,300,502,0.48747,0.57487
2016,5th Quintile,East,Not employed: Pensioner,0.12963,71,502,0.10022,0.15904
2017,1st Quintile,West,Self-employed,0.02250,89,4905,0.01835,0.02665
2017,1st Quintile,West,Blue-collar worker,0.11570,649,4905,0.10675,0.12465
2017,1st Quintile,West,White-collar worker,0.19603,925,4905,0.18492,0.20714
2017,1st Quintile,West,Apprentice/ Trainee/ Intern,0.11360,547,4905,0.10472,0.12248
2017,1st Quintile,West,Not employed: Pensioner,0.28338,605,4905,0.27076,0.29599
2017,1st Quintile,West,Not employed: registered unemployed,0.14856,1145,4905,0.13861,0.15851
2017,1st Quintile,West,Not employed: no further information,0.11010,945,4905,0.10134,0.11886
2017,1st Quintile,East,Self-employed,0.04396,38,1463,0.03345,0.05447
2017,1st Quintile,East,Blue-collar worker,0.13678,189,1463,0.11916,0.15439
2017,1st Quintile,East,White-collar worker,0.19621,268,1463,0.17586,0.21657
2017,1st Quintile,East,Apprentice/ Trainee/ Intern,0.07228,127,1463,0.05901,0.08556
2017,1st Quintile,East,Not employed: Pensioner,0.27380,267,1463,0.25095,0.29666
2017,1st Quintile,East,Not employed: registered unemployed,0.23372,381,1463,0.21202,0.25541
2017,1st Quintile,East,Not employed: no further information,0.03907,193,1463,0.02913,0.04900
2017,2nd Quintile,West,Self-employed,0.02311,90,3654,0.01824,0.02798
2017,2nd Quintile,West,Blue-collar worker,0.17521,699,3654,0.16289,0.18754
2017,2nd Quintile,West,Civil servant,0.00834,43,3654,0.00539,0.01129
2017,2nd Quintile,West,White-collar worker,0.24863,1178,3654,0.23461,0.26264
2017,2nd Quintile,West,Apprentice/ Trainee/ Intern,0.07740,308,3654,0.06874,0.08607
2017,2nd Quintile,West,Not employed: Pensioner,0.35399,784,3654,0.33848,0.36950
2017,2nd Quintile,West,Not employed: registered unemployed,0.03565,180,3654,0.02964,0.04166
2017,2nd Quintile,West,Not employed: no further information,0.07341,372,3654,0.06495,0.08187
2017,2nd Quintile,East,Self-employed,0.03678,53,1312,0.02659,0.04697
2017,2nd Quintile,East,Blue-collar worker,0.14884,195,1312,0.12957,0.16811
2017,2nd Quintile,East,White-collar worker,0.27860,385,1312,0.25434,0.30287
2017,2nd Quintile,East,Apprentice/ Trainee/ Intern,0.03258,61,1312,0.02297,0.04219
2017,2nd Quintile,East,Not employed: Pensioner,0.44136,485,1312,0.41449,0.46824
2017,2nd Quintile,East,Not employed: registered unemployed,0.02293,64,1312,0.01483,0.03104
2017,2nd Quintile,East,Not employed: no further information,0.02645,69,1312,0.01776,0.03513
2017,3rd Quintile,West,Self-employed,0.02926,124,3488,0.02367,0.03486
2017,3rd Quintile,West,Blue-collar worker,0.13750,484,3488,0.12607,0.14893
2017,3rd Quintile,West,Civil servant,0.02730,119,3488,0.02189,0.03271
2017,3rd Quintile,West,White-collar worker,0.36054,1449,3488,0.34460,0.37648
2017,3rd Quintile,West,Apprentice/ Trainee/ Intern,0.04489,232,3488,0.03802,0.05176
2017,3rd Quintile,West,Not employed: Pensioner,0.31769,743,3488,0.30223,0.33314
2017,3rd Quintile,West,Not employed: registered unemployed,0.01679,84,3488,0.01252,0.02105
2017,3rd Quintile,West,Not employed: no further information,0.06142,253,3488,0.05345,0.06939
2017,3rd Quintile,East,Self-employed,0.03627,48,970,0.02450,0.04805
2017,3rd Quintile,East,Blue-collar worker,0.15546,143,970,0.13265,0.17828
2017,3rd Quintile,East,White-collar worker,0.32642,346,970,0.29690,0.35595
2017,3rd Quintile,East,Apprentice/ Trainee/ Intern,0.04276,36,970,0.03002,0.05550
2017,3rd Quintile,East,Not employed: Pensioner,0.37831,360,970,0.34777,0.40884
2017,3rd Quintile,East,Not employed: no further information,0.02638,37,970,0.01629,0.03648
2017,4th Quintile,West,Self-employed,0.05144,227,3685,0.04431,0.05857
2017,4th Quintile,West,Blue-collar worker,0.12820,393,3685,0.11740,0.13900
2017,4th Quintile,West,Civil servant,0.05432,245,3685,0.04700,0.06164
2017,4th Quintile,West,White-collar worker,0.41029,1613,3685,0.39440,0.42617
2017,4th Quintile,West,Apprentice/ Trainee/ Intern,0.04850,211,3685,0.04156,0.05544
2017,4th Quintile,West,Not employed: Pensioner,0.24980,748,3685,0.23582,0.26378
2017,4th Quintile,West,Not employed: registered unemployed,0.01276,43,3685,0.00914,0.01639
2017,4th Quintile,West,Not employed: no further information,0.04220,205,3685,0.03571,0.04869
2017,4th Quintile,East,Self-employed,0.09699,64,627,0.07381,0.12017
2017,4th Quintile,East,Blue-collar worker,0.13861,86,627,0.11154,0.16568
2017,4th Quintile,East,White-collar worker,0.45191,322,627,0.41292,0.49090
2017,4th Quintile,East,Not employed: Pensioner,0.20849,155,627,0.17667,0.24031
2017,5th Quintile,West,Self-employed,0.11669,475,3998,0.10673,0.12664
2017,5th Quintile,West,Blue-collar worker,0.04956,156,3998,0.04283,0.05629
2017,5th Quintile,West,Civil servant,0.08299,338,3998,0.07444,0.09154
2017,5th Quintile,West,White-collar worker,0.45134,1803,3998,0.43592,0.46677
2017,5th Quintile,West,Apprentice/ Trainee/ Intern,0.04031,172,3998,0.03422,0.04641
2017,5th Quintile,West,Not employed: Pensioner,0.20543,835,3998,0.19291,0.21796
2017,5th Quintile,West,Not employed: registered unemployed,0.00729,31,3998,0.00465,0.00993
2017,5th Quintile,West,Not employed: no further information,0.04117,188,3998,0.03501,0.04733
2017,5th Quintile,East,Self-employed,0.13925,72,529,0.10972,0.16878
2017,5th Quintile,East,Blue-collar worker,0.07133,34,529,0.04937,0.09328
2017,5th Quintile,East,Civil servant,0.09010,53,529,0.06567,0.11452
2017,5th Quintile,East,White-collar worker,0.49236,299,529,0.44971,0.53500
2017,5th Quintile,East,Not employed: Pensioner,0.11404,71,529,0.08692,0.14115
2018,1st Quintile,West,Self-employed,0.01761,84,5607,0.01416,0.02105
2018,1st Quintile,West,Blue-collar worker,0.11612,759,5607,0.10773,0.12450
2018,1st Quintile,West,White-collar worker,0.21316,1000,5607,0.20244,0.22388
2018,1st Quintile,West,Apprentice/ Trainee/ Intern,0.11178,620,5607,0.10353,0.12003
2018,1st Quintile,West,Not employed: Pensioner,0.27384,639,5607,0.26216,0.28551
2018,1st Quintile,West,Not employed: registered unemployed,0.15953,1257,5607,0.14995,0.16912
2018,1st Quintile,West,Not employed: no further information,0.09507,1248,5607,0.08739,0.10275
2018,1st Quintile,East,Self-employed,0.04347,43,1668,0.03368,0.05326
2018,1st Quintile,East,Blue-collar worker,0.12489,221,1668,0.10902,0.14076
2018,1st Quintile,East,White-collar worker,0.21361,331,1668,0.19394,0.23329
2018,1st Quintile,East,Apprentice/ Trainee/ Intern,0.08993,151,1668,0.07619,0.10366
2018,1st Quintile,East,Not employed: Pensioner,0.27579,291,1668,0.25434,0.29724
2018,1st Quintile,East,Not employed: registered unemployed,0.19045,416,1668,0.17160,0.20930
2018,1st Quintile,East,Not employed: no further information,0.05509,215,1668,0.04414,0.06605
2018,2nd Quintile,West,Self-employed,0.02989,107,3912,0.02456,0.03523
2018,2nd Quintile,West,Blue-collar worker,0.15081,660,3912,0.13960,0.16203
2018,2nd Quintile,West,Civil servant,0.00944,43,3912,0.00641,0.01247
2018,2nd Quintile,West,White-collar worker,0.30925,1371,3912,0.29476,0.32373
2018,2nd Quintile,West,Apprentice/ Trainee/ Intern,0.05606,326,3912,0.04885,0.06327
2018,2nd Quintile,West,Not employed: Pensioner,0.33851,787,3912,0.32368,0.35334
2018,2nd Quintile,West,Not employed: registered unemployed,0.02820,208,3912,0.02301,0.03339
2018,2nd Quintile,West,Not employed: no further information,0.07044,410,3912,0.06242,0.07846
2018,2nd Quintile,East,Self-employed,0.02762,54,1460,0.01921,0.03603
2018,2nd Quintile,East,Blue-collar worker,0.17387,228,1460,0.15442,0.19331
2018,2nd Quintile,East,White-collar worker,0.27919,433,1460,0.25617,0.30220
2018,2nd Quintile,East,Apprentice/ Trainee/ Intern,0.03517,74,1460,0.02572,0.04462
2018,2nd Quintile,East,Not employed: Pensioner,0.39750,526,1460,0.37239,0.42262
2018,2nd Quintile,East,Not employed: registered unemployed,0.03544,75,1460,0.02596,0.04493
2018,2nd Quintile,East,Not employed: no further information,0.04648,70,1460,0.03568,0.05728
2018,3rd Quintile,West,Self-employed,0.03587,167,3774,0.02994,0.04181
2018,3rd Quintile,West,Blue-collar worker,0.13882,491,3774,0.12778,0.14985
2018,3rd Quintile,West,Civil servant,0.02443,125,3774,0.01951,0.02936
2018,3rd Quintile,West,White-collar worker,0.36849,1590,3774,0.35309,0.38388
2018,3rd Quintile,West,Apprentice/ Trainee/ Intern,0.06247,251,3774,0.05475,0.07019
2018,3rd Quintile,West,Not employed: Pensioner,0.29551,795,3774,0.28095,0.31007
2018,3rd Quintile,West,Not employed: registered unemployed,0.01638,102,3774,0.01233,0.02042
2018,3rd Quintile,West,Not employed: no further information,0.05319,253,3774,0.04603,0.06035
2018,3rd Quintile,East,Self-employed,0.02970,39,1048,0.01942,0.03999
2018,3rd Quintile,East,Blue-collar worker,0.16457,162,1048,0.14211,0.18703
2018,3rd Quintile,East,White-collar worker,0.39095,437,1048,0.36140,0.42051
2018,3rd Quintile,East,Apprentice/ Trainee/ Intern,0.02173,33,1048,0.01289,0.03056
2018,3rd Quintile,East,Not employed: Pensioner,0.32598,337,1048,0.29758,0.35437
2018,3rd Quintile,East,Not employed: no further information,0.03741,40,1048,0.02591,0.04890
2018,4th Quintile,West,Self-employed,0.04434,187,3945,0.03792,0.05077
2018,4th Quintile,West,Blue-collar worker,0.12657,426,3945,0.11620,0.13695
2018,4th Quintile,West,Civil servant,0.05004,257,3945,0.04324,0.05685
2018,4th Quintile,West,White-collar worker,0.44041,1830,3945,0.42491,0.45590
2018,4th Quintile,West,Apprentice/ Trainee/ Intern,0.04534,214,3945,0.03885,0.05184
2018,4th Quintile,West,Not employed: Pensioner,0.23320,748,3945,0.22000,0.24640
2018,4th Quintile,West,Not employed: registered unemployed,0.01344,61,3945,0.00984,0.01703
2018,4th Quintile,West,Not employed: no further information,0.04226,222,3945,0.03598,0.04854
2018,4th Quintile,East,Self-employed,0.10449,75,796,0.08323,0.12576
2018,4th Quintile,East,Blue-collar worker,0.10852,82,796,0.08690,0.13014
2018,4th Quintile,East,Civil servant,0.02611,35,796,0.01502,0.03719
2018,4th Quintile,East,White-collar worker,0.51023,408,796,0.47548,0.54498
2018,4th Quintile,East,Apprentice/ Trainee/ Intern,0.03829,31,796,0.02495,0.05163
2018,4th Quintile,East,Not employed: Pensioner,0.17209,165,796,0.14585,0.19833
2018,5th Quintile,West,Self-employed,0.11457,499,4502,0.10527,0.12388
2018,5th Quintile,West,Blue-collar worker,0.05539,190,4502,0.04871,0.06207
2018,5th Quintile,West,Civil servant,0.08622,416,4502,0.07802,0.09442
2018,5th Quintile,West,White-collar worker,0.47137,2075,4502,0.45679,0.48595
2018,5th Quintile,West,Apprentice/ Trainee/ Intern,0.03808,191,4502,0.03249,0.04368
2018,5th Quintile,West,Not employed: Pensioner,0.18605,872,4502,0.17468,0.19741
2018,5th Quintile,West,Not employed: registered unemployed,0.00737,45,4502,0.00487,0.00986
2018,5th Quintile,West,Not employed: no further information,0.03804,214,4502,0.03245,0.04363
2018,5th Quintile,East,Self-employed,0.13252,71,569,0.10464,0.16040
2018,5th Quintile,East,Blue-collar worker,0.05759,31,569,0.03843,0.07675
2018,5th Quintile,East,Civil servant,0.10147,53,569,0.07664,0.12631
2018,5th Quintile,East,White-collar worker,0.54289,337,569,0.50192,0.58386
2018,5th Quintile,East,Not employed: Pensioner,0.11374,77,569,0.08763,0.13985
2019,1st Quintile,West,Self-employed,0.01393,83,5534,0.01084,0.01702
2019,1st Quintile,West,Blue-collar worker,0.12093,741,5534,0.11234,0.12952
2019,1st Quintile,West,White-collar worker,0.21787,1091,5534,0.20699,0.22875
2019,1st Quintile,West,Apprentice/ Trainee/ Intern,0.11485,566,5534,0.10645,0.12325
2019,1st Quintile,West,Not employed: Pensioner,0.28729,659,5534,0.27536,0.29921
2019,1st Quintile,West,Not employed: registered unemployed,0.14410,1331,5534,0.13485,0.15335
2019,1st Quintile,West,Not employed: no further information,0.09094,1063,5534,0.08336,0.09852
2019,1st Quintile,East,Blue-collar worker,0.11136,209,1568,0.09578,0.12693
2019,1st Quintile,East,White-collar worker,0.20739,304,1568,0.18731,0.22746
2019,1st Quintile,East,Apprentice/ Trainee/ Intern,0.06386,131,1568,0.05175,0.07596
2019,1st Quintile,East,Not employed: Pensioner,0.31570,313,1568,0.29268,0.33871
2019,1st Quintile,East,Not employed: registered unemployed,0.18989,404,1568,0.17047,0.20931
2019,1st Quintile,East,Not employed: no further information,0.06850,207,1568,0.05600,0.08101
2019,2nd Quintile,West,Self-employed,0.02274,90,3654,0.01791,0.02758
2019,2nd Quintile,West,Blue-collar worker,0.14989,596,3654,0.13831,0.16146
2019,2nd Quintile,West,Civil servant,0.00839,43,3654,0.00543,0.01135
2019,2nd Quintile,West,White-collar worker,0.32214,1299,3654,0.30699,0.33730
2019,2nd Quintile,West,Apprentice/ Trainee/ Intern,0.05514,308,3654,0.04773,0.06254
2019,2nd Quintile,West,Not employed: Pensioner,0.33902,828,3654,0.32367,0.35437
2019,2nd Quintile,West,Not employed: registered unemployed,0.03245,177,3654,0.02671,0.03820
