year,sampreg,sex,occpos,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2022,East,male,Self-employed,0.06491,217,2745,0.05569,0.07413
2022,East,male,Blue-collar worker,0.15095,355,2745,0.13756,0.16435
2022,East,male,Civil servant,0.02905,79,2745,0.02276,0.03533
2022,East,male,White-collar worker,0.39293,1195,2745,0.37465,0.41120
2022,East,male,Apprentice/ Trainee/ Intern,0.06233,168,2745,0.05328,0.07137
2022,East,male,Not employed: Pensioner,0.23157,492,2745,0.21579,0.24736
2022,East,male,Not employed: registered unemployed,0.03956,144,2745,0.03227,0.04685
2022,East,male,Not employed: no further information,0.02370,95,2745,0.01801,0.02939
2022,East,female,Self-employed,0.04269,135,3015,0.03547,0.04991
2022,East,female,Blue-collar worker,0.05360,173,3015,0.04556,0.06164
2022,East,female,Civil servant,0.02872,85,3015,0.02275,0.03468
2022,East,female,White-collar worker,0.40998,1432,3015,0.39242,0.42754
2022,East,female,Apprentice/ Trainee/ Intern,0.03257,150,3015,0.02623,0.03891
2022,East,female,Not employed: Pensioner,0.32266,637,3015,0.30597,0.33935
2022,East,female,Not employed: registered unemployed,0.04028,187,3015,0.03326,0.04730
2022,East,female,Not employed: no further information,0.05988,216,3015,0.05141,0.06835
