year,migback,regtyp,occpos,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2012,Indirect migration background,Urban regions,White-collar worker,0.16588,351,1001,0.14282,0.18893
2012,Indirect migration background,Urban regions,Apprentice/ Trainee/ Intern,0.10510,200,1001,0.08610,0.12411
2012,Indirect migration background,Urban regions,Not employed: registered unemployed,0.03360,70,1001,0.02244,0.04477
2012,Indirect migration background,Urban regions,Not employed: no further information,0.06349,180,1001,0.04837,0.07860
2012,Indirect migration background,Rural regions,Blue-collar worker,0.07343,43,214,0.03840,0.10846
2012,Indirect migration background,Rural regions,White-collar worker,0.16271,72,214,0.11314,0.21228
2012,Indirect migration background,Rural regions,Apprentice/ Trainee/ Intern,0.08277,54,214,0.04577,0.11977
2012,Indirect migration background,Rural regions,Not employed: no further information,0.06216,45,214,0.02973,0.09458
2013,No migration background,Urban regions,Self-employed,0.05512,924,13705,0.05130,0.05894
2013,No migration background,Urban regions,Blue-collar worker,0.08427,1241,13705,0.07962,0.08892
2013,No migration background,Urban regions,Civil servant,0.03882,687,13705,0.03559,0.04206
2013,No migration background,Urban regions,White-collar worker,0.28904,5077,13705,0.28145,0.29663
2013,No migration background,Urban regions,Apprentice/ Trainee/ Intern,0.05507,895,13705,0.05125,0.05889
2013,No migration background,Urban regions,Not employed: Pensioner,0.26882,3280,13705,0.26140,0.27625
2013,No migration background,Urban regions,Not employed: registered unemployed,0.03062,588,13705,0.02773,0.03350
2013,No migration background,Urban regions,Not employed: no further information,0.04517,1013,13705,0.04169,0.04865
2013,No migration background,Rural regions,Self-employed,0.04807,488,8669,0.04357,0.05257
2013,No migration background,Rural regions,Blue-collar worker,0.13636,1271,8669,0.12913,0.14358
2013,No migration background,Rural regions,Civil servant,0.02796,337,8669,0.02449,0.03143
2013,No migration background,Rural regions,White-collar worker,0.24736,2838,8669,0.23827,0.25644
2013,No migration background,Rural regions,Apprentice/ Trainee/ Intern,0.04708,518,8669,0.04262,0.05154
2013,No migration background,Rural regions,Not employed: Pensioner,0.26767,2091,8669,0.25835,0.27699
2013,No migration background,Rural regions,Not employed: registered unemployed,0.04854,538,8669,0.04402,0.05307
2013,No migration background,Rural regions,Not employed: no further information,0.04365,588,8669,0.03935,0.04795
2013,Direct migration background,Urban regions,Self-employed,0.05591,280,4909,0.04948,0.06234
2013,Direct migration background,Urban regions,Blue-collar worker,0.23546,1178,4909,0.22359,0.24733
2013,Direct migration background,Urban regions,White-collar worker,0.27363,1535,4909,0.26116,0.28611
2013,Direct migration background,Urban regions,Apprentice/ Trainee/ Intern,0.04348,265,4909,0.03777,0.04918
2013,Direct migration background,Urban regions,Not employed: Pensioner,0.17022,419,4909,0.15970,0.18073
2013,Direct migration background,Urban regions,Not employed: registered unemployed,0.07914,552,4909,0.07159,0.08670
2013,Direct migration background,Urban regions,Not employed: no further information,0.10317,680,4909,0.09466,0.11168
2013,Direct migration background,Rural regions,Self-employed,0.03713,58,1599,0.02786,0.04641
2013,Direct migration background,Rural regions,Blue-collar worker,0.27499,492,1599,0.25310,0.29688
2013,Direct migration background,Rural regions,White-collar worker,0.22722,366,1599,0.20668,0.24777
2013,Direct migration background,Rural regions,Apprentice/ Trainee/ Intern,0.03629,107,1599,0.02712,0.04545
2013,Direct migration background,Rural regions,Not employed: Pensioner,0.18251,170,1599,0.16357,0.20145
2013,Direct migration background,Rural regions,Not employed: registered unemployed,0.10650,199,1599,0.09137,0.12162
2013,Direct migration background,Rural regions,Not employed: no further information,0.09389,207,1599,0.07959,0.10819
2013,Indirect migration background,Urban regions,Self-employed,0.02344,98,1700,0.01625,0.03064
2013,Indirect migration background,Urban regions,Blue-collar worker,0.06515,209,1700,0.05341,0.07688
2013,Indirect migration background,Urban regions,White-collar worker,0.17166,587,1700,0.15373,0.18959
2013,Indirect migration background,Urban regions,Apprentice/ Trainee/ Intern,0.09973,371,1700,0.08548,0.11397
2013,Indirect migration background,Urban regions,Not employed: registered unemployed,0.04351,149,1700,0.03381,0.05321
2013,Indirect migration background,Urban regions,Not employed: no further information,0.06539,286,1700,0.05363,0.07714
2013,Indirect migration background,Rural regions,Blue-collar worker,0.08277,52,344,0.05361,0.11193
2013,Indirect migration background,Rural regions,White-collar worker,0.17152,115,344,0.13163,0.21142
2013,Indirect migration background,Rural regions,Apprentice/ Trainee/ Intern,0.09845,85,344,0.06692,0.12998
2013,Indirect migration background,Rural regions,Not employed: registered unemployed,0.03757,33,344,0.01745,0.05770
2013,Indirect migration background,Rural regions,Not employed: no further information,0.08036,59,344,0.05159,0.10913
2014,No migration background,Urban regions,Self-employed,0.05269,812,12500,0.04877,0.05661
2014,No migration background,Urban regions,Blue-collar worker,0.08293,1109,12500,0.07809,0.08776
2014,No migration background,Urban regions,Civil servant,0.03930,634,12500,0.03589,0.04270
2014,No migration background,Urban regions,White-collar worker,0.30038,4629,12500,0.29234,0.30842
2014,No migration background,Urban regions,Apprentice/ Trainee/ Intern,0.04908,798,12500,0.04530,0.05287
2014,No migration background,Urban regions,Not employed: Pensioner,0.26700,3145,12500,0.25924,0.27476
2014,No migration background,Urban regions,Not employed: registered unemployed,0.03014,481,12500,0.02714,0.03314
2014,No migration background,Urban regions,Not employed: no further information,0.04492,892,12500,0.04128,0.04855
2014,No migration background,Rural regions,Self-employed,0.05050,470,7869,0.04567,0.05534
2014,No migration background,Rural regions,Blue-collar worker,0.13576,1153,7869,0.12819,0.14333
2014,No migration background,Rural regions,Civil servant,0.03170,317,7869,0.02783,0.03557
2014,No migration background,Rural regions,White-collar worker,0.24761,2541,7869,0.23808,0.25715
2014,No migration background,Rural regions,Apprentice/ Trainee/ Intern,0.04861,484,7869,0.04386,0.05336
2014,No migration background,Rural regions,Not employed: Pensioner,0.26290,1992,7869,0.25317,0.27263
2014,No migration background,Rural regions,Not employed: registered unemployed,0.04830,455,7869,0.04356,0.05303
2014,No migration background,Rural regions,Not employed: no further information,0.04041,457,7869,0.03606,0.04476
2014,Direct migration background,Urban regions,Self-employed,0.05248,206,3951,0.04553,0.05943
2014,Direct migration background,Urban regions,Blue-collar worker,0.22028,913,3951,0.20736,0.23321
2014,Direct migration background,Urban regions,White-collar worker,0.27960,1278,3951,0.26561,0.29360
2014,Direct migration background,Urban regions,Apprentice/ Trainee/ Intern,0.04967,229,3951,0.04289,0.05644
2014,Direct migration background,Urban regions,Not employed: Pensioner,0.16520,381,3951,0.15362,0.17678
2014,Direct migration background,Urban regions,Not employed: registered unemployed,0.08834,422,3951,0.07949,0.09719
2014,Direct migration background,Urban regions,Not employed: no further information,0.10299,522,3951,0.09351,0.11247
2014,Direct migration background,Rural regions,Self-employed,0.03298,42,1328,0.02337,0.04259
2014,Direct migration background,Rural regions,Blue-collar worker,0.29270,419,1328,0.26822,0.31718
2014,Direct migration background,Rural regions,White-collar worker,0.24419,315,1328,0.22108,0.26731
2014,Direct migration background,Rural regions,Apprentice/ Trainee/ Intern,0.03152,71,1328,0.02212,0.04092
2014,Direct migration background,Rural regions,Not employed: Pensioner,0.18304,165,1328,0.16223,0.20384
2014,Direct migration background,Rural regions,Not employed: registered unemployed,0.06956,133,1328,0.05588,0.08325
2014,Direct migration background,Rural regions,Not employed: no further information,0.10185,183,1328,0.08557,0.11812
2014,Indirect migration background,Urban regions,Self-employed,0.02195,70,1428,0.01435,0.02955
2014,Indirect migration background,Urban regions,Blue-collar worker,0.07071,185,1428,0.05741,0.08401
2014,Indirect migration background,Urban regions,White-collar worker,0.17462,500,1428,0.15492,0.19431
2014,Indirect migration background,Urban regions,Apprentice/ Trainee/ Intern,0.11769,311,1428,0.10097,0.13440
2014,Indirect migration background,Urban regions,Not employed: registered unemployed,0.04803,120,1428,0.03694,0.05912
2014,Indirect migration background,Urban regions,Not employed: no further information,0.06036,242,1428,0.04800,0.07272
2014,Indirect migration background,Rural regions,Blue-collar worker,0.09338,55,296,0.06017,0.12658
2014,Indirect migration background,Rural regions,White-collar worker,0.18269,110,296,0.13860,0.22679
2014,Indirect migration background,Rural regions,Apprentice/ Trainee/ Intern,0.10226,72,296,0.06768,0.13683
2014,Indirect migration background,Rural regions,Not employed: no further information,0.05806,59,296,0.03138,0.08475
2015,No migration background,Urban regions,Self-employed,0.05286,749,11847,0.04883,0.05689
2015,No migration background,Urban regions,Blue-collar worker,0.08099,990,11847,0.07608,0.08590
2015,No migration background,Urban regions,Civil servant,0.04070,611,11847,0.03714,0.04426
2015,No migration background,Urban regions,White-collar worker,0.30168,4416,11847,0.29342,0.30995
2015,No migration background,Urban regions,Apprentice/ Trainee/ Intern,0.04956,744,11847,0.04565,0.05347
2015,No migration background,Urban regions,Not employed: Pensioner,0.26789,3032,11847,0.25992,0.27587
2015,No migration background,Urban regions,Not employed: registered unemployed,0.03049,462,11847,0.02739,0.03358
2015,No migration background,Urban regions,Not employed: no further information,0.04545,843,11847,0.04170,0.04920
2015,No migration background,Rural regions,Self-employed,0.04870,435,7544,0.04385,0.05356
2015,No migration background,Rural regions,Blue-collar worker,0.12801,1054,7544,0.12047,0.13555
2015,No migration background,Rural regions,Civil servant,0.02925,303,7544,0.02544,0.03305
2015,No migration background,Rural regions,White-collar worker,0.26239,2453,7544,0.25246,0.27231
2015,No migration background,Rural regions,Apprentice/ Trainee/ Intern,0.04629,468,7544,0.04154,0.05103
2015,No migration background,Rural regions,Not employed: Pensioner,0.26746,1968,7544,0.25747,0.27745
2015,No migration background,Rural regions,Not employed: registered unemployed,0.04193,405,7544,0.03740,0.04645
2015,No migration background,Rural regions,Not employed: no further information,0.03856,458,7544,0.03422,0.04291
2015,Direct migration background,Urban regions,Self-employed,0.04923,208,4506,0.04292,0.05555
2015,Direct migration background,Urban regions,Blue-collar worker,0.18381,928,4506,0.17250,0.19512
2015,Direct migration background,Urban regions,White-collar worker,0.32151,1602,4506,0.30787,0.33515
2015,Direct migration background,Urban regions,Apprentice/ Trainee/ Intern,0.04018,232,4506,0.03445,0.04592
2015,Direct migration background,Urban regions,Not employed: Pensioner,0.16941,374,4506,0.15845,0.18036
2015,Direct migration background,Urban regions,Not employed: registered unemployed,0.09812,557,4506,0.08944,0.10681
2015,Direct migration background,Urban regions,Not employed: no further information,0.09180,605,4506,0.08337,0.10023
2015,Direct migration background,Rural regions,Self-employed,0.03646,50,1538,0.02709,0.04584
2015,Direct migration background,Rural regions,Blue-collar worker,0.31189,495,1538,0.28873,0.33505
2015,Direct migration background,Rural regions,White-collar worker,0.24687,389,1538,0.22531,0.26842
2015,Direct migration background,Rural regions,Apprentice/ Trainee/ Intern,0.03955,77,1538,0.02980,0.04929
2015,Direct migration background,Rural regions,Not employed: Pensioner,0.16685,161,1538,0.14821,0.18549
2015,Direct migration background,Rural regions,Not employed: registered unemployed,0.06560,167,1538,0.05323,0.07798
2015,Direct migration background,Rural regions,Not employed: no further information,0.08738,199,1538,0.07326,0.10149
2015,Indirect migration background,Urban regions,Self-employed,0.02032,69,1326,0.01273,0.02792
2015,Indirect migration background,Urban regions,Blue-collar worker,0.06285,160,1326,0.04978,0.07592
2015,Indirect migration background,Urban regions,White-collar worker,0.19431,471,1326,0.17301,0.21562
2015,Indirect migration background,Urban regions,Apprentice/ Trainee/ Intern,0.11574,310,1326,0.09851,0.13296
2015,Indirect migration background,Urban regions,Not employed: registered unemployed,0.04828,109,1326,0.03674,0.05982
2015,Indirect migration background,Urban regions,Not employed: no further information,0.05017,207,1326,0.03842,0.06193
2015,Indirect migration background,Rural regions,Blue-collar worker,0.08425,47,287,0.05206,0.11644
2015,Indirect migration background,Rural regions,White-collar worker,0.18393,104,287,0.13903,0.22883
2015,Indirect migration background,Rural regions,Apprentice/ Trainee/ Intern,0.11386,80,287,0.07705,0.15068
2015,Indirect migration background,Rural regions,Not employed: no further information,0.05167,56,287,0.02601,0.07732
2016,No migration background,Urban regions,Self-employed,0.04852,666,11007,0.04451,0.05254
2016,No migration background,Urban regions,Blue-collar worker,0.08502,944,11007,0.07981,0.09023
2016,No migration background,Urban regions,Civil servant,0.04143,569,11007,0.03770,0.04515
2016,No migration background,Urban regions,White-collar worker,0.30703,4127,11007,0.29841,0.31565
2016,No migration background,Urban regions,Apprentice/ Trainee/ Intern,0.05250,694,11007,0.04833,0.05667
2016,No migration background,Urban regions,Not employed: Pensioner,0.25966,2886,11007,0.25146,0.26785
2016,No migration background,Urban regions,Not employed: registered unemployed,0.02972,388,11007,0.02655,0.03289
2016,No migration background,Urban regions,Not employed: no further information,0.04269,733,11007,0.03892,0.04647
2016,No migration background,Rural regions,Self-employed,0.05083,421,7011,0.04569,0.05598
2016,No migration background,Rural regions,Blue-collar worker,0.13161,988,7011,0.12370,0.13952
2016,No migration background,Rural regions,Civil servant,0.03227,282,7011,0.02813,0.03641
2016,No migration background,Rural regions,White-collar worker,0.25796,2283,7011,0.24771,0.26820
2016,No migration background,Rural regions,Apprentice/ Trainee/ Intern,0.04768,394,7011,0.04270,0.05267
2016,No migration background,Rural regions,Not employed: Pensioner,0.26080,1878,7011,0.25052,0.27108
2016,No migration background,Rural regions,Not employed: registered unemployed,0.04222,349,7011,0.03751,0.04693
2016,No migration background,Rural regions,Not employed: no further information,0.03437,416,7011,0.03011,0.03864
2016,Direct migration background,Urban regions,Self-employed,0.05540,200,5889,0.04955,0.06124
2016,Direct migration background,Urban regions,Blue-collar worker,0.17997,813,5889,0.17016,0.18978
2016,Direct migration background,Urban regions,White-collar worker,0.33126,1485,5889,0.31923,0.34328
2016,Direct migration background,Urban regions,Apprentice/ Trainee/ Intern,0.02921,333,5889,0.02491,0.03351
2016,Direct migration background,Urban regions,Not employed: Pensioner,0.15903,347,5889,0.14969,0.16837
2016,Direct migration background,Urban regions,Not employed: registered unemployed,0.08471,415,5889,0.07760,0.09182
2016,Direct migration background,Urban regions,Not employed: no further information,0.11133,2296,5889,0.10329,0.11936
2016,Direct migration background,Rural regions,Self-employed,0.04464,45,2211,0.03603,0.05325
2016,Direct migration background,Rural regions,Blue-collar worker,0.27068,429,2211,0.25216,0.28921
2016,Direct migration background,Rural regions,White-collar worker,0.23695,380,2211,0.21922,0.25468
2016,Direct migration background,Rural regions,Apprentice/ Trainee/ Intern,0.04011,112,2211,0.03193,0.04829
2016,Direct migration background,Rural regions,Not employed: Pensioner,0.15667,157,2211,0.14151,0.17182
2016,Direct migration background,Rural regions,Not employed: registered unemployed,0.06944,148,2211,0.05885,0.08004
2016,Direct migration background,Rural regions,Not employed: no further information,0.11635,940,2211,0.10298,0.12972
2016,Indirect migration background,Urban regions,Self-employed,0.01508,49,1205,0.00820,0.02196
2016,Indirect migration background,Urban regions,Blue-collar worker,0.07322,150,1205,0.05851,0.08794
2016,Indirect migration background,Urban regions,White-collar worker,0.18741,454,1205,0.16536,0.20945
2016,Indirect migration background,Urban regions,Apprentice/ Trainee/ Intern,0.12112,272,1205,0.10269,0.13955
2016,Indirect migration background,Urban regions,Not employed: registered unemployed,0.04874,100,1205,0.03657,0.06090
2016,Indirect migration background,Urban regions,Not employed: no further information,0.05608,180,1205,0.04308,0.06908
2016,Indirect migration background,Rural regions,Blue-collar worker,0.11365,45,269,0.07565,0.15165
2016,Indirect migration background,Rural regions,White-collar worker,0.17222,102,269,0.12701,0.21742
2016,Indirect migration background,Rural regions,Apprentice/ Trainee/ Intern,0.09981,74,269,0.06392,0.13570
2016,Indirect migration background,Rural regions,Not employed: no further information,0.05057,48,269,0.02433,0.07680
2017,No migration background,Urban regions,Self-employed,0.04884,750,12454,0.04505,0.05262
2017,No migration background,Urban regions,Blue-collar worker,0.07651,998,12454,0.07184,0.08118
2017,No migration background,Urban regions,Civil servant,0.04024,664,12454,0.03679,0.04369
2017,No migration background,Urban regions,White-collar worker,0.32053,4986,12454,0.31233,0.32873
2017,No migration background,Urban regions,Apprentice/ Trainee/ Intern,0.05261,833,12454,0.04869,0.05653
2017,No migration background,Urban regions,Not employed: Pensioner,0.25762,2994,12454,0.24994,0.26530
2017,No migration background,Urban regions,Not employed: Military/Community Service,0.00170,33,12454,0.00097,0.00242
2017,No migration background,Urban regions,Not employed: registered unemployed,0.02700,400,12454,0.02415,0.02985
2017,No migration background,Urban regions,Not employed: no further information,0.04477,796,12454,0.04113,0.04840
2017,No migration background,Rural regions,Self-employed,0.04761,445,7901,0.04291,0.05230
2017,No migration background,Rural regions,Blue-collar worker,0.12456,1113,7901,0.11728,0.13184
2017,No migration background,Rural regions,Civil servant,0.03128,320,7901,0.02744,0.03512
2017,No migration background,Rural regions,White-collar worker,0.28246,2794,7901,0.27254,0.29239
2017,No migration background,Rural regions,Apprentice/ Trainee/ Intern,0.04313,480,7901,0.03865,0.04761
2017,No migration background,Rural regions,Not employed: Pensioner,0.25884,1997,7901,0.24919,0.26850
2017,No migration background,Rural regions,Not employed: registered unemployed,0.03623,357,7901,0.03211,0.04036
2017,No migration background,Rural regions,Not employed: no further information,0.03192,395,7901,0.02804,0.03579
2017,Direct migration background,Urban regions,Self-employed,0.05284,206,6395,0.04735,0.05832
2017,Direct migration background,Urban regions,Blue-collar worker,0.16827,789,6395,0.15910,0.17744
2017,Direct migration background,Urban regions,White-collar worker,0.32181,1531,6395,0.31036,0.33326
2017,Direct migration background,Urban regions,Apprentice/ Trainee/ Intern,0.03604,360,6395,0.03148,0.04061
2017,Direct migration background,Urban regions,Not employed: Pensioner,0.15851,377,6395,0.14956,0.16746
2017,Direct migration background,Urban regions,Not employed: registered unemployed,0.10170,1105,6395,0.09429,0.10911
2017,Direct migration background,Urban regions,Not employed: no further information,0.10578,2027,6395,0.09824,0.11332
2017,Direct migration background,Rural regions,Self-employed,0.04202,41,2512,0.03417,0.04986
2017,Direct migration background,Rural regions,Blue-collar worker,0.23798,422,2512,0.22132,0.25463
2017,Direct migration background,Rural regions,White-collar worker,0.26345,433,2512,0.24622,0.28068
2017,Direct migration background,Rural regions,Apprentice/ Trainee/ Intern,0.04017,142,2512,0.03249,0.04785
2017,Direct migration background,Rural regions,Not employed: Pensioner,0.13119,154,2512,0.11798,0.14439
2017,Direct migration background,Rural regions,Not employed: registered unemployed,0.08324,333,2512,0.07244,0.09405
2017,Direct migration background,Rural regions,Not employed: no further information,0.12148,987,2512,0.10870,0.13426
2017,Indirect migration background,Urban regions,Self-employed,0.01903,62,1408,0.01189,0.02617
2017,Indirect migration background,Urban regions,Blue-collar worker,0.06321,147,1408,0.05049,0.07592
2017,Indirect migration background,Urban regions,Civil servant,0.01714,31,1408,0.01035,0.02392
2017,Indirect migration background,Urban regions,White-collar worker,0.20788,538,1408,0.18668,0.22908
2017,Indirect migration background,Urban regions,Apprentice/ Trainee/ Intern,0.10547,294,1408,0.08942,0.12152
2017,Indirect migration background,Urban regions,Not employed: Pensioner,0.01616,35,1408,0.00957,0.02275
2017,Indirect migration background,Urban regions,Not employed: registered unemployed,0.04048,106,1408,0.03018,0.05078
2017,Indirect migration background,Urban regions,Not employed: no further information,0.05891,195,1408,0.04661,0.07121
2017,Indirect migration background,Rural regions,Blue-collar worker,0.08838,45,262,0.05394,0.12282
2017,Indirect migration background,Rural regions,White-collar worker,0.18007,104,262,0.13345,0.22669
2017,Indirect migration background,Rural regions,Apprentice/ Trainee/ Intern,0.09274,65,262,0.05755,0.12793
2017,Indirect migration background,Rural regions,Not employed: no further information,0.03977,48,262,0.01607,0.06348
2018,No migration background,Urban regions,Self-employed,0.05026,707,12033,0.04636,0.05417
2018,No migration background,Urban regions,Blue-collar worker,0.07207,894,12033,0.06745,0.07669
2018,No migration background,Urban regions,Civil servant,0.03882,616,12033,0.03537,0.04227
2018,No migration background,Urban regions,White-collar worker,0.33342,4896,12033,0.32500,0.34185
2018,No migration background,Urban regions,Apprentice/ Trainee/ Intern,0.05031,783,12033,0.04640,0.05421
2018,No migration background,Urban regions,Not employed: Pensioner,0.25945,2983,12033,0.25162,0.26729
2018,No migration background,Urban regions,Not employed: registered unemployed,0.02599,406,12033,0.02315,0.02883
2018,No migration background,Urban regions,Not employed: no further information,0.04102,748,12033,0.03747,0.04456
2018,No migration background,Rural regions,Self-employed,0.04452,386,7540,0.03987,0.04918
2018,No migration background,Rural regions,Blue-collar worker,0.12713,1031,7540,0.11961,0.13465
2018,No migration background,Rural regions,Civil servant,0.03016,295,7540,0.02630,0.03402
2018,No migration background,Rural regions,White-collar worker,0.28752,2687,7540,0.27730,0.29774
2018,No migration background,Rural regions,Apprentice/ Trainee/ Intern,0.03884,440,7540,0.03448,0.04321
2018,No migration background,Rural regions,Not employed: Pensioner,0.26133,1974,7540,0.25141,0.27124
2018,No migration background,Rural regions,Not employed: registered unemployed,0.03611,369,7540,0.03190,0.04032
2018,No migration background,Rural regions,Not employed: no further information,0.03339,358,7540,0.02934,0.03745
2018,Direct migration background,Urban regions,Self-employed,0.04504,180,6034,0.03981,0.05028
2018,Direct migration background,Urban regions,Blue-collar worker,0.16124,883,6034,0.15196,0.17052
2018,Direct migration background,Urban regions,White-collar worker,0.34805,1568,6034,0.33603,0.36007
2018,Direct migration background,Urban regions,Apprentice/ Trainee/ Intern,0.03153,354,6034,0.02712,0.03594
2018,Direct migration background,Urban regions,Not employed: Pensioner,0.15827,386,6034,0.14905,0.16748
2018,Direct migration background,Urban regions,Not employed: registered unemployed,0.09510,1274,6034,0.08770,0.10250
2018,Direct migration background,Urban regions,Not employed: no further information,0.09894,1358,6034,0.09141,0.10648
2018,Direct migration background,Urban regions,100.0,0.00173,31,6034,0.00068,0.00278
2018,Direct migration background,Rural regions,Self-employed,0.04382,38,2205,0.03527,0.05237
2018,Direct migration background,Rural regions,Blue-collar worker,0.23819,438,2205,0.22040,0.25597
2018,Direct migration background,Rural regions,White-collar worker,0.28283,427,2205,0.26403,0.30163
2018,Direct migration background,Rural regions,Apprentice/ Trainee/ Intern,0.03463,148,2205,0.02700,0.04226
2018,Direct migration background,Rural regions,Not employed: Pensioner,0.15903,156,2205,0.14376,0.17430
2018,Direct migration background,Rural regions,Not employed: registered unemployed,0.08514,439,2205,0.07349,0.09679
2018,Direct migration background,Rural regions,Not employed: no further information,0.09705,559,2205,0.08469,0.10941
2018,Indirect migration background,Urban regions,Self-employed,0.01355,53,1344,0.00737,0.01973
2018,Indirect migration background,Urban regions,Blue-collar worker,0.06309,150,1344,0.05009,0.07610
2018,Indirect migration background,Urban regions,White-collar worker,0.23350,540,1344,0.21088,0.25613
2018,Indirect migration background,Urban regions,Apprentice/ Trainee/ Intern,0.10664,299,1344,0.09014,0.12315
2018,Indirect migration background,Urban regions,Not employed: Pensioner,0.01379,33,1344,0.00756,0.02003
2018,Indirect migration background,Urban regions,Not employed: registered unemployed,0.03825,98,1344,0.02799,0.04851
2018,Indirect migration background,Urban regions,Not employed: no further information,0.04672,171,1344,0.03543,0.05801
2018,Indirect migration background,Rural regions,Blue-collar worker,0.08664,51,263,0.05258,0.12070
2018,Indirect migration background,Rural regions,White-collar worker,0.22248,111,263,0.17212,0.27284
2018,Indirect migration background,Rural regions,Apprentice/ Trainee/ Intern,0.05720,59,263,0.02908,0.08532
2018,Indirect migration background,Rural regions,Not employed: no further information,0.03485,42,263,0.01264,0.05706
2019,No migration background,Urban regions,Self-employed,0.04869,1454,12285,0.04489,0.05250
2019,No migration background,Urban regions,Blue-collar worker,0.06797,776,12285,0.06352,0.07242
2019,No migration background,Urban regions,Civil servant,0.03934,570,12285,0.03590,0.04278
2019,No migration background,Urban regions,White-collar worker,0.34280,4865,12285,0.33440,0.35119
2019,No migration background,Urban regions,Apprentice/ Trainee/ Intern,0.04603,693,12285,0.04233,0.04974
2019,No migration background,Urban regions,Not employed: Pensioner,0.26009,2904,12285,0.25233,0.26785
2019,No migration background,Urban regions,Not employed: Military/Community Service,0.00155,32,12285,0.00086,0.00225
2019,No migration background,Urban regions,Not employed: registered unemployed,0.02223,330,12285,0.01963,0.02484
2019,No migration background,Urban regions,Not employed: no further information,0.03887,661,12285,0.03545,0.04229
2019,No migration background,Rural regions,Self-employed,0.04479,744,7528,0.04011,0.04946
2019,No migration background,Rural regions,Blue-collar worker,0.12022,897,7528,0.11287,0.12757
2019,No migration background,Rural regions,Civil servant,0.03110,276,7528,0.02717,0.03502
2019,No migration background,Rural regions,White-collar worker,0.29481,2670,7528,0.28451,0.30511
2019,No migration background,Rural regions,Apprentice/ Trainee/ Intern,0.03797,391,7528,0.03365,0.04229
2019,No migration background,Rural regions,Not employed: Pensioner,0.26039,1894,7528,0.25047,0.27030
2019,No migration background,Rural regions,Not employed: registered unemployed,0.03040,289,7528,0.02652,0.03428
2019,No migration background,Rural regions,Not employed: no further information,0.03555,367,7528,0.03137,0.03973
2019,Direct migration background,Urban regions,Self-employed,0.04573,255,5370,0.04014,0.05132
2019,Direct migration background,Urban regions,Blue-collar worker,0.16295,756,5370,0.15307,0.17283
2019,Direct migration background,Urban regions,White-collar worker,0.35274,1517,5370,0.33996,0.36552
2019,Direct migration background,Urban regions,Apprentice/ Trainee/ Intern,0.02762,304,5370,0.02324,0.03200
2019,Direct migration background,Urban regions,Not employed: Pensioner,0.16503,352,5370,0.15510,0.17496
2019,Direct migration background,Urban regions,Not employed: registered unemployed,0.09044,1117,5370,0.08277,0.09811
2019,Direct migration background,Urban regions,Not employed: no further information,0.10026,1069,5370,0.09222,0.10829
2019,Direct migration background,Rural regions,Self-employed,0.03594,51,1956,0.02769,0.04419
2019,Direct migration background,Rural regions,Blue-collar worker,0.22903,428,1956,0.21040,0.24765
2019,Direct migration background,Rural regions,White-collar worker,0.28511,421,1956,0.26509,0.30512
2019,Direct migration background,Rural regions,Apprentice/ Trainee/ Intern,0.04077,113,1956,0.03200,0.04953
2019,Direct migration background,Rural regions,Not employed: Pensioner,0.15645,158,1956,0.14034,0.17255
2019,Direct migration background,Rural regions,Not employed: registered unemployed,0.10024,402,1956,0.08692,0.11355
2019,Direct migration background,Rural regions,Not employed: no further information,0.09111,383,1956,0.07836,0.10387
2019,Indirect migration background,Urban regions,Self-employed,0.01698,99,1264,0.00986,0.02411
2019,Indirect migration background,Urban regions,Blue-collar worker,0.05107,113,1264,0.03893,0.06321
2019,Indirect migration background,Urban regions,White-collar worker,0.23859,541,1264,0.21509,0.26210
2019,Indirect migration background,Urban regions,Apprentice/ Trainee/ Intern,0.10241,245,1264,0.08569,0.11914
2019,Indirect migration background,Urban regions,Not employed: Pensioner,0.01545,33,1264,0.00864,0.02225
2019,Indirect migration background,Urban regions,Not employed: registered unemployed,0.03945,81,1264,0.02871,0.05019
2019,Indirect migration background,Urban regions,Not employed: no further information,0.04099,152,1264,0.03006,0.05193
2019,Indirect migration background,Rural regions,Blue-collar worker,0.07197,39,244,0.03948,0.10446
2019,Indirect migration background,Rural regions,White-collar worker,0.23179,109,244,0.17873,0.28485
2019,Indirect migration background,Rural regions,Apprentice/ Trainee/ Intern,0.07057,61,244,0.03837,0.10277
2019,Indirect migration background,Rural regions,Not employed: no further information,0.03857,35,244,0.01436,0.06279
2020,No migration background,Urban regions,Self-employed,0.04844,1135,11680,0.04454,0.05233
2020,No migration background,Urban regions,Blue-collar worker,0.06570,714,11680,0.06120,0.07019
2020,No migration background,Urban regions,Civil servant,0.03948,568,11680,0.03595,0.04301
2020,No migration background,Urban regions,White-collar worker,0.34422,4716,11680,0.33560,0.35283
2020,No migration background,Urban regions,Apprentice/ Trainee/ Intern,0.04667,715,11680,0.04284,0.05050
2020,No migration background,Urban regions,Not employed: Pensioner,0.25712,2838,11680,0.24920,0.26505
2020,No migration background,Urban regions,Not employed: registered unemployed,0.02296,347,11680,0.02024,0.02567
2020,No migration background,Urban regions,Not employed: no further information,0.03972,647,11680,0.03617,0.04326
2020,No migration background,Rural regions,Self-employed,0.04392,563,7035,0.03913,0.04871
2020,No migration background,Rural regions,Blue-collar worker,0.11521,815,7035,0.10774,0.12267
