,Unnamed: 0,year,quintil_oecd_hh,regtyp,hgreval,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
870,870,2013,1st Quintile,Rural regions,Very Inexpensive,0.05718,51,9534,0.03831,0.08159
871,871,2013,1st Quintile,Rural regions,Inexpensive,0.2907,284,9534,0.25536,0.31977
872,872,2013,1st Quintile,Rural regions,Reasonable,0.45109,527,9534,0.41409,0.49776
873,873,2013,1st Quintile,Rural regions,Slightly Expensive,0.17775,217,9534,0.1463,0.20955
874,874,2013,1st Quintile,Rural regions,Too Expensive,0.02328,49,9534,0.01656,0.0295
875,875,2013,2nd Quintile,Urban regions,Very Inexpensive,0.07614,130,9534,0.06068,0.09254
876,876,2013,2nd Quintile,Urban regions,Inexpensive,0.26391,470,9534,0.23293,0.29346
877,877,2013,2nd Quintile,Urban regions,Reasonable,0.44045,734,9534,0.41124,0.47844
878,878,2013,2nd Quintile,Urban regions,Slightly Expensive,0.18685,307,9534,0.16405,0.21154
879,879,2013,2nd Quintile,Urban regions,Too Expensive,0.03266,65,9534,0.02335,0.04408
880,880,2013,2nd Quintile,Rural regions,Very Inexpensive,0.0574,57,9534,0.04087,0.07814
881,881,2013,2nd Quintile,Rural regions,Inexpensive,0.27463,221,9534,0.22815,0.32695
882,882,2013,2nd Quintile,Rural regions,Reasonable,0.52371,374,9534,0.46985,0.57123
883,883,2013,2nd Quintile,Rural regions,Slightly Expensive,0.14426,118,9534,0.1133,0.18026
884,884,2013,3rd Quintile,Urban regions,Very Inexpensive,0.07637,81,9534,0.06068,0.09827
885,885,2013,3rd Quintile,Urban regions,Inexpensive,0.27831,314,9534,0.24701,0.31496
886,886,2013,3rd Quintile,Urban regions,Reasonable,0.48866,525,9534,0.4512,0.5367
887,887,2013,3rd Quintile,Urban regions,Slightly Expensive,0.15665,190,9534,0.13543,0.17903
888,888,2013,3rd Quintile,Rural regions,Very Inexpensive,0.12509,52,9534,0.0953,0.16507
889,889,2013,3rd Quintile,Rural regions,Inexpensive,0.2533,105,9534,0.19803,0.31241
890,890,2013,3rd Quintile,Rural regions,Reasonable,0.48889,207,9534,0.42565,0.57537
891,891,2013,3rd Quintile,Rural regions,Slightly Expensive,0.13272,65,9534,0.09954,0.1725
892,892,2013,4th Quintile,Urban regions,Very Inexpensive,0.09306,83,9534,0.0759,0.11286
893,893,2013,4th Quintile,Urban regions,Inexpensive,0.2527,248,9534,0.22214,0.28723
894,894,2013,4th Quintile,Urban regions,Reasonable,0.49921,448,9534,0.44992,0.54615
895,895,2013,4th Quintile,Urban regions,Slightly Expensive,0.15503,120,9534,0.12767,0.18771
896,896,2013,4th Quintile,Rural regions,Very Inexpensive,0.12816,36,9534,0.08341,0.18908
897,897,2013,4th Quintile,Rural regions,Inexpensive,0.30052,78,9534,0.24274,0.36859
898,898,2013,4th Quintile,Rural regions,Reasonable,0.46638,136,9534,0.39309,0.54765
899,899,2013,4th Quintile,Rural regions,Slightly Expensive,0.10494,32,9534,0.06998,0.15052
900,900,2013,5th Quintile,Urban regions,Very Inexpensive,0.09717,69,9534,0.07321,0.11999
901,901,2013,5th Quintile,Urban regions,Inexpensive,0.29183,188,9534,0.24986,0.3411
902,902,2013,5th Quintile,Urban regions,Reasonable,0.45022,323,9534,0.40693,0.50607
903,903,2013,5th Quintile,Urban regions,Slightly Expensive,0.16078,110,9534,0.12454,0.19351
904,904,2013,5th Quintile,Rural regions,Inexpensive,0.54297,41,9534,0.36375,0.73961
905,905,2013,5th Quintile,Rural regions,Reasonable,0.45703,70,9534,0.36667,0.58752
906,906,2014,1st Quintile,Urban regions,Very Inexpensive,0.06611,134,8384,0.05544,0.07702
907,907,2014,1st Quintile,Urban regions,Inexpensive,0.24973,438,8384,0.22696,0.27346
908,908,2014,1st Quintile,Urban regions,Reasonable,0.43138,824,8384,0.39417,0.47022
909,909,2014,1st Quintile,Urban regions,Slightly Expensive,0.21595,429,8384,0.18975,0.24831
910,910,2014,1st Quintile,Urban regions,Too Expensive,0.03683,96,8384,0.03023,0.04449
911,911,2014,1st Quintile,Rural regions,Very Inexpensive,0.06326,58,8384,0.04394,0.08318
912,912,2014,1st Quintile,Rural regions,Inexpensive,0.27821,242,8384,0.24422,0.31582
913,913,2014,1st Quintile,Rural regions,Reasonable,0.43218,431,8384,0.38743,0.48901
914,914,2014,1st Quintile,Rural regions,Slightly Expensive,0.19148,190,8384,0.15956,0.23354
915,915,2014,1st Quintile,Rural regions,Too Expensive,0.03488,35,8384,0.01971,0.05404
916,916,2014,2nd Quintile,Urban regions,Very Inexpensive,0.08986,126,8384,0.07328,0.10501
917,917,2014,2nd Quintile,Urban regions,Inexpensive,0.27511,387,8384,0.24621,0.30663
918,918,2014,2nd Quintile,Urban regions,Reasonable,0.45046,613,8384,0.40961,0.4885
919,919,2014,2nd Quintile,Urban regions,Slightly Expensive,0.16314,251,8384,0.13669,0.18808
920,920,2014,2nd Quintile,Urban regions,Too Expensive,0.02142,46,8384,0.01492,0.0296
921,921,2014,2nd Quintile,Rural regions,Very Inexpensive,0.09146,61,8384,0.06394,0.12438
922,922,2014,2nd Quintile,Rural regions,Inexpensive,0.25371,175,8384,0.218,0.29194
923,923,2014,2nd Quintile,Rural regions,Reasonable,0.47181,327,8384,0.4143,0.52421
924,924,2014,2nd Quintile,Rural regions,Slightly Expensive,0.18302,117,8384,0.14656,0.22144
925,925,2014,3rd Quintile,Urban regions,Very Inexpensive,0.08967,90,8384,0.06988,0.11369
926,926,2014,3rd Quintile,Urban regions,Inexpensive,0.28806,305,8384,0.25771,0.31996
927,927,2014,3rd Quintile,Urban regions,Reasonable,0.45227,470,8384,0.4143,0.4931
928,928,2014,3rd Quintile,Urban regions,Slightly Expensive,0.17,166,8384,0.14355,0.2019
929,929,2014,3rd Quintile,Rural regions,Very Inexpensive,0.14593,63,8384,0.12049,0.16988
930,930,2014,3rd Quintile,Rural regions,Inexpensive,0.31274,144,8384,0.24621,0.3773
931,931,2014,3rd Quintile,Rural regions,Reasonable,0.41303,171,8384,0.35869,0.4786
932,932,2014,3rd Quintile,Rural regions,Slightly Expensive,0.1283,49,8384,0.09374,0.17451
933,933,2014,4th Quintile,Urban regions,Very Inexpensive,0.07945,88,8384,0.06235,0.09619
934,934,2014,4th Quintile,Urban regions,Inexpensive,0.28233,241,8384,0.24739,0.31703
935,935,2014,4th Quintile,Urban regions,Reasonable,0.49423,408,8384,0.44636,0.54391
936,936,2014,4th Quintile,Urban regions,Slightly Expensive,0.14399,128,8384,0.11523,0.17183
937,937,2014,4th Quintile,Rural regions,Very Inexpensive,0.09276,34,8384,0.06455,0.12338
938,938,2014,4th Quintile,Rural regions,Inexpensive,0.35836,99,8384,0.29024,0.41708
939,939,2014,4th Quintile,Rural regions,Reasonable,0.44792,129,8384,0.37195,0.52434
940,940,2014,4th Quintile,Rural regions,Slightly Expensive,0.10097,37,8384,0.06842,0.1444
941,941,2014,5th Quintile,Urban regions,Very Inexpensive,0.09916,65,8384,0.07743,0.12068
942,942,2014,5th Quintile,Urban regions,Inexpensive,0.2662,171,8384,0.227,0.30583
943,943,2014,5th Quintile,Urban regions,Reasonable,0.47896,323,8384,0.43242,0.53986
944,944,2014,5th Quintile,Urban regions,Slightly Expensive,0.15567,108,8384,0.11748,0.18799
945,945,2014,5th Quintile,Rural regions,Inexpensive,0.44739,47,8384,0.31037,0.58379
946,946,2014,5th Quintile,Rural regions,Reasonable,0.55261,68,8384,0.41063,0.70907
