"ple0008","year","age_gr","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"Zufriedenstellend","2018","46-65","männlich","1667","0.372776443387406","0.359160848819059","0.386392037955754"
"Zufriedenstellend","2018","46-65","weiblich","1963","0.371206536649398","0.358330222426271","0.384082850872526"
"Zufriedenstellend","2018","66","männlich","","","",""
"Zufriedenstellend","2018","66","weiblich","","","",""
"Weniger gut","2018","17-29","männlich","133","0.0594154946892679","0.0506404270031381","0.0681905623753977"
"Weniger gut","2018","17-29","weiblich","211","0.0951887523282559","0.0841189970108115","0.1062585076457"
"Weniger gut","2018","30-45","männlich","283","0.0844938227289909","0.075626290733177","0.0933613547248048"
"Weniger gut","2018","30-45","weiblich","511","0.110718707177287","0.101706626865635","0.119730787488938"
"Weniger gut","2018","46-65","männlich","703","0.157155034569948","0.146907032650754","0.167403036489143"
"Weniger gut","2018","46-65","weiblich","888","0.169462493533405","0.159463732923819","0.179461254142991"
"Weniger gut","2018","66","männlich","","","",""
"Weniger gut","2018","66","weiblich","","","",""
"Schlecht","2018","17-29","männlich","23","","",""
"Schlecht","2018","17-29","weiblich","34","0.0212778932077986","0.0158346189034816","0.0267211675121157"
"Schlecht","2018","30-45","männlich","60","0.0131303713501798","0.00950102812388353","0.0167597145764761"
"Schlecht","2018","30-45","weiblich","97","0.0211801982405576","0.0170448569697087","0.0253155395114064"
"Schlecht","2018","46-65","männlich","198","0.0442287235157864","0.0384393657261069","0.0500180813054658"
"Schlecht","2018","46-65","weiblich","258","0.0474877559607666","0.0418194164248818","0.0531560954966514"
"Schlecht","2018","66","männlich","","","",""
"Schlecht","2018","66","weiblich","","","",""
"Sehr gut","2019","17-29","männlich","817","0.254335779618179","0.237109252771396","0.271562306464962"
"Sehr gut","2019","17-29","weiblich","646","0.199576370896278","0.183615955073021","0.215536786719535"
"Sehr gut","2019","30-45","männlich","815","0.162447036565061","0.150513282176996","0.174380790953126"
"Sehr gut","2019","30-45","weiblich","657","0.14100826653777","0.130608354476484","0.151408178599055"
"Sehr gut","2019","46-65","männlich","576","0.0689673743165462","0.0622680805058031","0.0756666681272894"
"Sehr gut","2019","46-65","weiblich","457","0.0587579975607867","0.0525798164828479","0.0649361786387254"
"Sehr gut","2019","66","männlich","","","",""
"Sehr gut","2019","66","weiblich","","","",""
"Gut","2019","17-29","männlich","1142","0.529059030360581","0.509314007293497","0.548804053427666"
"Gut","2019","17-29","weiblich","1073","0.489506130492131","0.469544131738284","0.509468129245978"
"Gut","2019","30-45","männlich","1701","0.479519153323587","0.463356211323505","0.495682095323669"
"Gut","2019","30-45","weiblich","1942","0.479374933558145","0.464446539664971","0.49430332745132"
"Gut","2019","46-65","männlich","2268","0.372149109377815","0.359369679529076","0.384928539226555"
"Gut","2019","46-65","weiblich","2144","0.362839418338822","0.350207823966834","0.375471012710811"
"Gut","2019","66","männlich","","","",""
"Gut","2019","66","weiblich","","","",""
"Zufriedenstellend","2019","17-29","männlich","363","0.159808246029536","0.145313482229346","0.174303009829726"
"Zufriedenstellend","2019","17-29","weiblich","478","0.215944598509843","0.199513210950986","0.232375986068701"
"Zufriedenstellend","2019","30-45","männlich","815","0.255993231554648","0.24187378273536","0.270112680373937"
"Zufriedenstellend","2019","30-45","weiblich","1127","0.251553383049645","0.238587312389394","0.264519453709896"
"Zufriedenstellend","2019","46-65","männlich","1752","0.357980335893955","0.345305904654629","0.37065476713328"
"Zufriedenstellend","2019","46-65","weiblich","1874","0.353300234988223","0.340742832780102","0.365857637196343"
"Zufriedenstellend","2019","66","männlich","","","",""
"Zufriedenstellend","2019","66","weiblich","","","",""
"Weniger gut","2019","17-29","männlich","109","0.0449610360365396","0.0367641094954501","0.053157962577629"
"Weniger gut","2019","17-29","weiblich","179","0.0753172794160529","0.0647789110739271","0.0858556477581787"
"Weniger gut","2019","30-45","männlich","278","0.0852723911971687","0.0762366210787082","0.0943081613156292"
"Weniger gut","2019","30-45","weiblich","486","0.10976622662926","0.100425099371862","0.119107353886658"
"Weniger gut","2019","46-65","männlich","721","0.160008753020696","0.150316293863415","0.169701212177978"
"Weniger gut","2019","46-65","weiblich","887","0.187702513533562","0.177444362503405","0.197960664563719"
"Weniger gut","2019","66","männlich","","","",""
"Weniger gut","2019","66","weiblich","","","",""
"Schlecht","2019","17-29","männlich","24","","",""
"Schlecht","2019","17-29","weiblich","33","0.0196556206856948","0.0141123970017732","0.0251988443696164"
"Schlecht","2019","30-45","männlich","61","0.016768187359535","0.0126140000111827","0.0209223747078873"
"Schlecht","2019","30-45","weiblich","90","0.0182971902251796","0.014292258593736","0.0223021218566233"
"Schlecht","2019","46-65","männlich","179","0.0408944273909875","0.0356585435639661","0.046130311218009"
"Schlecht","2019","46-65","weiblich","204","0.0373998355786062","0.0324151897937403","0.0423844813634721"
"Schlecht","2019","66","männlich","","","",""
"Schlecht","2019","66","weiblich","","","",""
"Sehr gut","2020","17-29","männlich","1142","0.293839184538486","0.277065384311143","0.310612984765829"
"Sehr gut","2020","17-29","weiblich","748","0.225911133742061","0.209962329830635","0.241859937653487"
"Sehr gut","2020","30-45","männlich","1186","0.20192641723643","0.189749485016769","0.21410334945609"
"Sehr gut","2020","30-45","weiblich","769","0.131624178737383","0.121551936465356","0.141696421009411"
"Sehr gut","2020","46-65","männlich","518","0.0633537346565036","0.0567065270849312","0.0700009422280761"
"Sehr gut","2020","46-65","weiblich","440","0.0627100160076091","0.0562232504703963","0.069196781544822"
"Sehr gut","2020","66","männlich","","","",""
"Sehr gut","2020","66","weiblich","","","",""
"Gut","2020","17-29","männlich","1207","0.478132027964416","0.459737906755595","0.496526149173237"
"Gut","2020","17-29","weiblich","1208","0.465649586233783","0.446625378650566","0.484673793817"
"Gut","2020","30-45","männlich","1916","0.481378915956016","0.466222780861689","0.496535051050343"
"Gut","2020","30-45","weiblich","2020","0.48945871532843","0.474565861348738","0.504351569308122"
"Gut","2020","46-65","männlich","2228","0.384987633138761","0.371709694999388","0.398265571278133"
"Gut","2020","46-65","weiblich","2073","0.349368401011461","0.336611883081825","0.362124918941098"
"Gut","2020","66","männlich","","","",""
"Gut","2020","66","weiblich","","","",""
"Zufriedenstellend","2020","17-29","männlich","347","0.176377174142036","0.16234224640358","0.190412101880492"
"Zufriedenstellend","2020","17-29","weiblich","487","0.220054872147933","0.204254714891938","0.235855029403929"
"Zufriedenstellend","2020","30-45","männlich","780","0.235148668826041","0.222284562327479","0.248012775324603"
"Zufriedenstellend","2020","30-45","weiblich","1038","0.256104331931497","0.243100572033578","0.269108091829417"
"Zufriedenstellend","2020","46-65","männlich","1609","0.352317888965045","0.33928281122433","0.36535296670576"
"Zufriedenstellend","2020","46-65","weiblich","1776","0.365143788685691","0.352261518544538","0.378026058826845"
"Zufriedenstellend","2020","66","männlich","","","",""
"Zufriedenstellend","2020","66","weiblich","","","",""
"Weniger gut","2020","17-29","männlich","119","0.0454755257926174","0.037803550377652","0.0531475012075828"
"Weniger gut","2020","17-29","weiblich","167","0.0750740447234116","0.065024132209181","0.0851239572376423"
"Weniger gut","2020","30-45","männlich","233","0.0676357025093929","0.0600184093318164","0.0752529956869693"
"Weniger gut","2020","30-45","weiblich","427","0.107398938341458","0.0981746438709362","0.11662323281198"
"Weniger gut","2020","46-65","männlich","639","0.162875195628976","0.152799201460286","0.172951189797666"
"Weniger gut","2020","46-65","weiblich","874","0.180644125510366","0.170350438374589","0.190937812646143"
"Weniger gut","2020","66","männlich","","","",""
"Weniger gut","2020","66","weiblich","","","",""
"Schlecht","2020","17-29","männlich","18","","",""
"Schlecht","2020","17-29","weiblich","31","0.0133103631528114","0.0089396819907079","0.017681044314915"
"Schlecht","2020","30-45","männlich","60","0.0139102954721207","0.010357696049546","0.0174628948946954"
"Schlecht","2020","30-45","weiblich","74","0.0154138356612314","0.0117436613470953","0.0190840099753676"
"Schlecht","2020","46-65","männlich","165","0.0364655476107147","0.0313506102329243","0.0415804849885051"
"Schlecht","2020","46-65","weiblich","203","0.0421336687848722","0.0367585279296013","0.047508809640143"
"Schlecht","2020","66","männlich","","","",""
"Schlecht","2020","66","weiblich","","","",""
